Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,Sum,MPQ Kemas,MPQ Supply
MY-TCR3LLF07-W,Malaysia Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g,10,720,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,730
MY-TCR4LLF01-W,Malaysia Wardah Lightening Powder Foundation Light Feel 01 Golden Sand (43W) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,670",0,0,"17,670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,960,970,970,960,970,960,970,960,970,970,960,970,770,770,"2,320",0,0,970,960,970,960,970,970,960,"57,870",10,10
MY-TCR4LLF02-W,Malaysia Wardah Lightening Powder Foundation Light Feel 02 Pink Beige (31C) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,240",0,0,"18,240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,980,980,980,980,970,980,980,980,980,970,980,980,780,790,"2,340",0,0,980,980,980,970,980,980,980,"59,220",10,10
MY-TCR4LLF03-W,Malaysia Wardah Lightening Powder Foundation Light Feel 03 Pink Fair (11C) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,780",0,0,"14,780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,850,860,850,860,860,850,860,850,860,860,850,860,680,690,"2,050",0,0,860,850,860,860,850,860,850,"49,730",10,10
MY-TCR4LLF04-W,Malaysia Wardah Lightening Powder Foundation Light Feel 04 Neutral Sand (42N) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,905",0,0,"20,905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,"1,240","1,240","1,240","1,250","1,240","1,240","1,240","1,250","1,240","1,240","1,240","1,250",990,990,"2,990",0,0,"1,240","1,240","1,240","1,250","1,240","1,240","1,240","71,210",10,10
MY-TCR4LLF05-W,Malaysia Wardah Lightening Powder Foundation Light Feel 05 Warm Ivory (23W) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,20,30,20,20,30,20,30,20,30,20,20,30,20,30,20,20,50,0,0,30,20,30,20,20,30,20,910,10,10
MY-TCR4LLF06-W,Malaysia Wardah Lightening Powder Foundation Light Feel 06 Warm Beige (32W) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,10,10,0,10,10,0,10,10,0,10,0,10,10,0,10,0,10,0,10,10,0,10,210,10,10
MY-TCR4LLF07-W,Malaysia Wardah Lightening Powder Foundation Light Feel 07 Almond (52N) 12 g,packing only,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,10,0,270,10,10
MY-TWCCLFTA-W,Malaysia Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g,0,36,38,"1,512","1,512",0,0,864,900,864,720,684,720,720,756,792,792,792,"1,116","1,836","1,800","1,800","1,836",828,828,864,828,828,828,828,828,792,684,648,684,648,684,720,684,720,684,684,720,684,720,684,720,684,720,684,720,684,720,684,720,684,720,684,720,684,720,684,0,0,540,576,504,504,432,360,252,72,"51,588",36,38
MY-TWCCLFTB-W,Malaysia Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g,0,36,38,"4,608","6,588",0,0,0,468,"1,152",900,936,936,900,"1,044","1,044","1,044","1,044","1,368","2,088","2,052","2,088","2,088","1,512","1,512","1,512","1,548","1,224","1,080","1,116","1,080","1,080",900,864,900,864,900,900,936,900,900,936,900,936,900,936,936,900,936,936,936,900,936,936,900,936,936,936,900,936,936,936,0,0,684,720,720,648,576,468,324,108,"73,764",36,38
MY-TWCCLFTC-W,Malaysia Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g,0,36,38,4284,5724,0,0,0,288,1116,864,900,900,864,972,1008,1008,1008,1368,2016,2052,2016,2052,1044,1080,1080,1080,1044,1044,1080,1044,1044,828,864,828,864,864,900,864,864,900,864,900,864,900,864,900,864,900,900,864,900,864,900,900,864,900,864,900,900,864,900,0,0,648,720,684,612,540,468,324,72,68400,36,38
MY-TWCCLFTD-W,Malaysia Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g,0,36,38,3564,4140,0,0,0,360,1044,864,864,864,864,972,972,972,972,1296,2016,1980,2016,1980,1440,1440,1404,1440,1152,1008,1008,1044,1008,828,792,828,828,828,828,864,828,864,828,864,864,864,864,864,828,864,864,864,864,864,864,864,864,864,864,864,828,864,864,0,0,648,684,648,612,540,432,324,72,66168,36,38
MY-TWCCLFTE-W,Malaysia Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g,0,36,38,"1,800","1,548",0,0,72,576,540,540,504,504,504,540,504,504,504,864,"1,548","1,512","1,548","1,512",540,540,540,540,540,504,540,540,504,468,432,432,432,468,468,468,468,468,468,468,468,468,468,504,468,468,468,468,468,468,504,468,468,468,468,468,468,504,468,0,0,360,360,360,324,288,252,180,36,"36,612",36,38
MY-TWCCLFTF-W,Malaysia Wardah Colorfit Velvet Powder Foundation 43W Golden Sand 11 g,0,36,38,576,576,0,0,0,432,468,432,396,432,432,432,468,432,468,720,"1,188","1,224","1,224","1,188",468,468,432,468,468,468,468,468,540,648,684,648,648,432,432,432,432,432,432,432,432,432,396,432,432,396,432,396,432,432,396,432,396,432,396,432,432,396,432,108,72,360,360,360,324,288,288,216,144,"31,464",36,38
MY-TWCCLFTG-W,Malaysia Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g,0,36,38,540,576,0,0,252,504,468,432,432,396,432,468,432,432,432,720,1260,1260,1260,1260,468,468,432,468,468,432,468,468,504,576,576,540,576,396,432,396,396,432,396,396,432,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,72,72,324,324,324,288,288,252,180,108,30636,36,38
MY-TWCCLFTH-W,Malaysia Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g,0,36,38,288,324,0,0,72,252,216,252,216,216,216,216,216,216,252,468,1044,1044,1044,1044,216,252,252,216,252,216,252,216,288,360,360,396,360,216,180,216,216,180,216,216,180,216,216,180,216,180,216,180,216,180,216,180,216,180,216,180,216,180,216,0,36,180,180,144,144,144,144,72,72,17568,36,38
MY-UVSAFE-W,Malaysia Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml,1000,30520,31436,61040,30520,0,0,30520,0,30520,0,0,0,30520,0,0,30520,0,0,0,30520,0,0,0,30520,0,0,0,30520,0,0,0,30520,0,0,30520,0,0,0,30520,0,0,0,30520,0,0,0,30520,0,0,30520,0,0,0,30520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518840,30520,31436
MY-UVSASP-W,Malaysia Wardah UV Shield Active Protection Serum SPF 50 35 ml,600,15351,16119,46053,0,15351,15351,0,15351,0,0,15351,0,0,0,15351,0,0,15351,0,0,15351,0,0,0,15351,0,0,0,0,15351,0,0,0,0,15351,0,0,0,15351,0,0,0,0,15351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230265,15351,16119
MY-UVSESG-W,Malaysia Wardah UV Shield Essential Sunscreen Gel SPF 30 40 ml,1000,21363,22004,21363,128178,0,0,21363,21363,21363,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619527,21363,22004
MZ-W1M1-W50ML,Wardah Pure Olive Oil 50 ml,125,2492,2617,0,2492,0,2492,0,2492,0,2492,0,2492,0,2492,0,2492,0,2492,0,0,2492,0,2492,0,2492,0,2492,0,2492,0,2492,0,0,2492,0,2492,0,2492,0,2492,0,2492,0,2492,0,0,2492,0,2492,0,2492,0,2492,0,2492,0,0,2492,0,2492,0,2492,0,2492,0,2492,0,2492,0,0,0,77252,2492,2617
MZ-W1M2-W150ML,Wardah Olive Oil For Massage 150 ml,125,897,997,0,1794,0,897,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,897,897,0,0,897,0,40365,897,997
N-P1L-P450,Putri Neutralizer Lotion 450 ML (Pc(s)),500,1009,1109,0,0,0,0,0,0,1009,0,0,0,0,1009,0,0,0,0,1009,0,0,0,1009,0,0,0,0,1009,0,0,0,0,1009,0,0,0,0,1009,0,0,0,1009,0,0,0,0,1009,0,0,0,0,1009,0,0,0,0,1009,0,0,0,1009,0,0,0,0,1009,0,0,0,0,0,13117,1009,1109
N-P1P3P-P240,Putri Platinum Neutralizer Step 2 240 ML (Pc(s)),500,1968,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,1968,2068
N-P1P3P-P720,Putri Platinum Neutralizer Step 2 720 ML (Pc(s)),1000,1506,1606,1506,0,0,1506,0,0,1506,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,1506,0,1506,0,0,1506,0,1506,0,0,0,43674,1506,1606
P-BGK-OMG,OMG Bundle Glow Kit,"Toner 2000kg, cream 500 kg, face wash 1000 kg",18076,19172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18076,19172
P-BIGA23-MO,Make Over Fantasia Gleam Package - Warm Tone,packing only,580,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,598
P-BIGB23-MO,Make Over Fantasia Gleam Package - Cool Tone,packing only,580,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,598
P-BRGSDUV-L,LABORE Sensitive Skin Care On-The-Go Minis,"Cleanser: 30 kg
 Revive Cream: 30 kg
 Sunscreen: 30 kg",2026,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,0,0,0,0,0,0,6078,2026,2126
P-BSFSBSFW-EM,Emina Bundling Bright Stuff Face Scrub 50 ml + Emina Bright Stuff Face Wash 50 ml,packing only,25584,25584,0,0,0,0,0,0,0,0,0,0,0,0,0,25584,0,0,0,0,0,0,0,0,0,0,0,25584,0,0,0,0,25584,0,0,0,0,0,0,0,25584,0,0,0,0,0,0,0,25584,0,0,0,0,0,0,25584,0,0,0,0,0,0,0,0,25584,0,0,0,0,0,0,179088,25584,25584
P-BSFSSBAT30-EM,Emina Bundling Bright Stuff Face Scrub 50 ml + Emina Sun Battle SPF 30 PA+++ 60 ml,packing only,30891,30891,0,0,0,0,0,0,0,0,0,0,0,0,0,30891,0,0,0,0,0,0,0,0,0,0,0,30891,0,0,0,0,30891,0,0,0,0,0,0,0,30891,0,0,0,0,0,0,0,30891,0,0,0,0,0,0,30891,0,0,0,0,0,0,0,0,30891,0,0,0,0,0,0,216237,30891,30891
P-BSFWRRP-EM,Emina Bright Stuff Face Wash 50 ml isi 6 pcs,3000,9551,9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9551,9592
P-CESR-W,Crystallure Essential Skincare Routine,120,9110,9384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110,9110,9384
P-CGK-W,Wardah Crystallure Advanced Glow Kit,113,2588,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,10352,2588,2688
P-CLBOISC-W,Crystallure Greatest Glow Anti-Aging Routine Kit,"Rich cleansing foam = 25 kg
 Booster essence = 30 kg
 Oil serum = 30 kg
 Rich cream = 30 kg
 overnight cream = 30 kg
 dual refining treat solution = 30 kg",2010,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2070
P-CSP-W,Wardah Crystal Skin Package,packing only,6758,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,6860
P-CSTK-W,Wardah Crystal Secret Radiant Skin Starter Kit,120,5982,6162,0,5982,0,5982,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,5982,0,0,0,5982,0,0,0,5982,0,0,113658,5982,6162
P-ETNYAP-W,EARTH LOVE LIFE Festive Package 2023 A – Pink,packing only,5050,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050,0,0,0,0,0,0,0,5050,0,0,0,0,0,5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15150,5050,5200
P-ETNYAY-W,EARTH LOVE LIFE Festive Package 2023 A – Yellow,packing only,5050,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050,0,0,0,0,0,0,0,5050,0,0,0,0,0,5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15150,5050,5200
P-ETNYBGRD-W,EARTH LOVE LIFE Festive Package 2023 B – Green,"Reed diffuser vial A = 55 kg
 Reed diffuser vial B = 55 kg","2,110","2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,110",0,"2,110","2,110",0,0,0,0,0,0,0,"2,110",0,0,"2,110",0,"2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,660","2,110","2,110"
P-ETNYBPRD-W,EARTH LOVE LIFE Festive Package 2023 B – Pink,"Reed diffuser vial A = 55 kg
 Reed diffuser vial B = 55 kg","2,110","2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,110",0,"2,110","2,110",0,0,0,0,0,0,0,"2,110",0,0,"2,110",0,"2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,660","2,110","2,110"
P-ETNYBYRD-W,EARTH LOVE LIFE Festive Package 2023 B - Yellow,"Reed diffuser vial A = 55 kg
 Reed diffuser vial B = 55 kg","2,110","2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,110",0,"2,110","2,110",0,0,0,0,0,0,0,"2,110",0,0,"2,110",0,"2,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,660","2,110","2,110"
P-FC-KA,Kahf Facial Care Package,Packing only,1920,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,724,0,724,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,1920,1920
P-HBLN2-WL,NFS Wonderly Brightening Serum Body Lotion (20ml x 15pcs x 5 varian),300,"10,260","11,600","4,682",0,"2,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,382","10,260","11,600"
P-HJCP2-W,Wardah Hajj Care Package Stage 2,"Deo 325 kg
 Moist plus 145 kg
 Head to toe 200 kg
 Sunscreen 200 kg
 Zam zam water
 Hand sanitizer 500 kg","4,487","4,487",0,0,"7,920",0,"7,920",0,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,0,"7,920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47,520","4,487","4,487"
P-HJCP3-W,Wardah Hajj Care Package Stage 3,"Deo 200 kg, Moist 95 kg, Cleanser 150kg, SPF 150kg, Handsanitizer 340 kg, Lip balm 15 kg",2966,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5754,0,5754,0,0,5754,0,5754,0,0,5754,0,0,0,5754,0,0,34524,2966,3120
P-HU-KA,Kahf Hajj & Umrah Package,"Face wash 185kg, body wash 375kg, deo 105kg, sunscreen 185kg, balm 35kg","1,591","1,591",0,"1,591",0,"1,591",0,0,0,0,0,0,0,0,"1,591",0,0,0,0,0,0,0,0,0,0,"1,591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,591",0,0,0,0,0,0,0,0,0,0,0,"1,591",0,0,0,0,"1,591",0,0,0,0,0,0,"1,591",0,0,"12,728","1,591","1,591"
P-IPRB-W,Instaperfect Daily Glam Essentials Kit,Packing only,"1,080","1,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,080","1,080"
P-LMGWN2NFSSHFT-W,Wardah Lightening Micellar Gentle Wash 100 ml bundling Wardah NFS Sachet Hairfall Treatment Shampoo 10 ml,packing only,"28,805","29,670",0,0,"28,805","21,195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,000","28,805","29,670"
P-MAA-W,Wardah SuperSerum Mask x2 - Lightening & Acnederm,"Lightening 300 kg, Acnederm 300 kg",12238,12610,0,0,0,0,12238,0,0,0,0,12238,0,0,0,0,0,0,12238,0,0,0,0,12238,0,0,0,12238,0,0,0,12238,0,0,0,0,12238,0,0,0,12238,0,0,0,0,12238,0,0,0,0,12238,0,0,0,12238,0,0,0,12238,0,0,0,0,0,12238,0,0,12238,0,0,0,171332,12238,12610
P-MAB-W,Wardah SuperSerum Mask x2 - C-defense & Perfect Bright,"C-defense 300 kg, PB 300 kg","12,238","12,610",0,0,0,0,0,0,"12,238",0,0,0,0,0,"12,238",0,0,0,0,0,"12,238",0,0,0,0,"12,238",0,0,0,"12,238",0,0,0,0,"12,238",0,0,0,0,"12,238",0,0,0,"12,238",0,0,0,0,0,"12,238",0,0,0,0,"12,238",0,0,0,"12,238",0,0,0,0,0,"12,238",0,0,0,"12,238",0,0,"159,094","12,238","12,610"
P-NFSBETBWBL-W,NFS Bundling EARTH LOVE LIFE Bulgarian Rose & East Nusa Vanilla Body Wash 12 ml and Bulgarian Rose & East Nusa Vanilla Body Lotion Serum 5 ml,"HBL rose = 131 kg
 BW rose =307 kg","20,451","20,451","20,451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,451","20,451","20,451"
P-RDA-OMG,OMG Glam The Day Package,packing only,3040,3095,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,3040,3095
P-RDB-OMG,OMG Glam Every Day Package,packing only,3040,3095,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,3040,3095
P-RHDSSK-W,"Wardah Hydra Rose Dewy Skin Starter Kit (Facial Wash 20 ml, Toner 30 ml, Day Gel 8 ml)",200,2607,2707,0,2607,0,0,0,0,0,2607,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,2607,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20856,2607,2707
P-RHLM-BD,Biodef Ramadhan Package 2023 Home Lovin’ Mom,packing only,294,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,324
P-ROUM-BD,Biodef Ramadhan Package 2022 Outdoor Mom,packing only,578,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,626
P-RPB01-W,Wardah Bundling Package 1 Exclusive,packing only,"4,080","4,177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,080","4,177"
P-RPB03-W,Wardah Bundling Package 2 Lightening,packing only,8080,8243,6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244,8080,8243
P-RPB04-W,Wardah Bundling Package 3 Colorfit,packing only,6080,6196,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554,6080,6196
P-RPNB23-W,Wardah Ramadhan Package 2023 Non Bundling,packing only,5000,5000,0,5000,5000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,5000,5000
P-RPSC-OMG,OMG Let It Glow Package,packing only,3080,3100,0,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,3080,3100
P-RURM-BD,Biodef Ramadhan Package 2022 Urban Mom,packing only,578,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,626
P-SCPHF-KA,Kahf Humbling Forest Essential Package,Packing only,8370,8370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,8370,8370
P-SCPIW-KA,Kahf Invigorating Waterfall Essential Package,Packing only,6690,6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,6690,6690
