Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,,Tidak ada BOM
FT-CHG-W/1,FT-CHG-W,CAP-DRFTS120-CL,Packaging Material,1.00,Pc(s),,TC-R4LLF04-W
FT-CHG-W/1,FT-CHG-W,DUS-DRFTS120R0-CL,Packaging Material,1.00,Pc(s),,TC-R4LLF05-W
FT-CHG-W/1,FT-CHG-W,DUS-IPDDRTS120R0-CL,Packaging Material,1.00,Pc(s),,TC-R4LLF06-W
FT-CHG-W/1,FT-CHG-W,KB-WBBC15-KMK150BF,Packaging Material,0.11,Pc(s),,TC-R4LLF07-W
FT-CHG-W/1,FT-CHG-W,PS-DRFTS120R0-CL,Packaging Material,0.00,kg,,TC-RE01-W
FT-FT-OMG/3,FT-FT-OMG,BOTO-OMGPGT100R1-OMG,Packaging Material,1.00,Pc(s),,TC-RE02-W
FT-FT-OMG/3,FT-FT-OMG,CAP-OMGPGT100-OMG,Packaging Material,1.00,Pc(s),,TC-RE03-W
FT-FT-OMG/3,FT-FT-OMG,PS-OMGPGT100R1-OMG,Packaging Material,1.15,Pc(s),,TC-RE04-W
FT-FT-OMG/3,FT-FT-OMG,KB-ARGONR0-OMG,Packaging Material,0.03,Pc(s),,TC-RE05-W
FT-GSEH-L/2,FT-GSEH-L,KB-LABCR0-L,Packaging Material,0.05,Pc(s),,TC-RIPPF01-W
FT-GSEH-L/2,FT-GSEH-L,STIC-SEALR0-L,Packaging Material,1.00,Pc(s),,TC-RIPPF02-W
FT-GSEH-L/2,FT-GSEH-L,STIC-SEPOR0-X,Packaging Material,1.00,Pc(s),,TC-RIPPF03-W
FT-GSEH-L/2,FT-GSEH-L,DUS-GBHT100R0-L,Packaging Material,1.00,Pc(s),,TC-RIPPF04-W
FT-GSEH-L/2,FT-GSEH-L,CAP-GBHT100R0-L,Packaging Material,1.00,Pc(s),,TC-RIPPF05-W
FT-GSEH-L/2,FT-GSEH-L,PLU-FROZZ100R0-W,Packaging Material,1.00,Pc(s),,TC-RIPPF06-W
FT-GSEH-L/2,FT-GSEH-L,BOTO-GBHT100R0-L,Packaging Material,1.00,Pc(s),,TC-RPC01-MO12G
FT-GT-TA/3,FT-GT-TA,KB-VENUSR0-T,Packaging Material,0.13,Pc(s),,TC-RPC02-MO12G
FT-GT-TA/3,FT-GT-TA,PLU-FROZZ100R0-W,Packaging Material,1.00,Pc(s),,TC-RPC03-MO12G
FT-GT-TA/3,FT-GT-TA,BOTO-NPBRT100-T,Packaging Material,1.00,Pc(s),,TC-RPC04-MO12G
FT-GT-TA/3,FT-GT-TA,DUS-NPBRT100R1-T,Packaging Material,1.00,Pc(s),,TC-RPC05-MO12G
FT-GT-TA/3,FT-GT-TA,CAP-NPBRT100-T,Packaging Material,1.00,Pc(s),,TC-RPC08-MO12G
FT-KFT-KA/1,FT-KFT-KA,BOTO-AIOPTFS100R0-K,Packaging Material,1.00,Pc(s),,TC-RPMC21-MO
FT-KFT-KA/1,FT-KFT-KA,PU-SAIOPTFS100R0-K,Packaging Material,1.00,Pc(s),,TC-RPMC62-MO
FT-KFT-KA/1,FT-KFT-KA,DUS-AIOPTFS100R0-K,Packaging Material,1.00,Pc(s),,TC-RPMN10-MO
FT-KFT-KA/1,FT-KFT-KA,KB-KAHFBR0-K,Packaging Material,0.04,Pc(s),,TC-RPMN20-MO
FT-LFT-W/9,FT-LFT-W,BOTO-LFT125R2-W,Packaging Material,1.00,Pc(s),,TC-RPMN30-MO
FT-LFT-W/9,FT-LFT-W,CAP-BLFT125R1-W,Packaging Material,1.00,Pc(s),,TC-RPMN40-MO
FT-LFT-W/9,FT-LFT-W,PLU-PPBLANCT-X,Packaging Material,1.00,Pc(s),,TC-RPMN50-MO
FT-LFT-W/9,FT-LFT-W,STIC-SEKITR1-W,Packaging Material,1.00,Pc(s),,TC-RPMW22-MO
FT-LFT-W/9,FT-LFT-W,KB-WFSR1-W,Packaging Material,0.04,Pc(s),,TC-RPMW30-MO
FT-PHPRA-TA/PS2',FT-PHPRA-TA,CAP-NPBRT100-T,Packaging Material,1.00,Pc(s),,TC-RPMW33-MO
FT-PHPRA-TA/PS2',FT-PHPRA-TA,BOTO-NPBRT100-T,Packaging Material,1.00,Pc(s),,TC-RPMW41-MO
FT-PHPRA-TA/PS2',FT-PHPRA-TA,PLU-FROZZ100R0-W,Packaging Material,1.00,Pc(s),,TC-RPMW42-MO
FT-RIHT-W/6,FT-RIHT-W,DUS-HRPITR0-W,Packaging Material,1.00,Pc(s),,TC-RR3LEC01-W
FT-RIHT-W/6,FT-RIHT-W,CAP-HRIT100R2-W,Packaging Material,1.00,Pc(s),,TC-RR3LEC02-W
FT-RIHT-W/6,FT-RIHT-W,PLU-FROZZ100R0-W,Packaging Material,1.00,Pc(s),,TC-RR3LEC03-W
FT-RIHT-W/6,FT-RIHT-W,BOTO-HRIT100R1-WKIM,Packaging Material,1.00,Pc(s),,TC-RR3LEC04-W
FT-RIHT-W/6,FT-RIHT-W,KB-WFSR1-W,Packaging Material,0.05,Pc(s),,TC-RR3LLF01-W
FT-RWSABHA-W/6,FT-RWSABHA-W,BOTO-CSET125R1-W,Packaging Material,1.00,Pc(s),,TC-RR3LLF02-W
FT-RWSABHA-W/6,FT-RWSABHA-W,PLU-CSET125-W,Packaging Material,1.00,Pc(s),,TC-RR3LLF03-W
FT-RWSABHA-W/6,FT-RWSABHA-W,DUS-CSET125R1-W,Packaging Material,1.00,Pc(s),,TC-RR3LLF04-W
FT-RWSABHA-W/6,FT-RWSABHA-W,KB-WFSR1-W,Packaging Material,0.05,Pc(s),,TC-RR3LLF05-W
FT-RWSABHA-W/6,FT-RWSABHA-W,CAP-CSET125-W,Packaging Material,1.00,Pc(s),,TC-RR3LLF06-W
FW-3IN1PC-KA/2,FW-3IN1PC-KA,TUBE-TAOCDFW100R1-K,Packaging Material,1.00,Pc(s),,TC-RR3LLF07-W
FW-3IN1PC-KA/2,FW-3IN1PC-KA,KB-KAHFBR0-K,Packaging Material,0.07,Pc(s),,TC-RR4LEC01-W
FW-AG-TA/PS3',FW-AG-TA,TUBE-PSFDBFC100-T,Packaging Material,0.50,Pc(s),,TC-RR4LEC02-W
FW-AG-TA/PS3',FW-AG-TA,TUBE-PSAGPCR100-T,Packaging Material,0.50,Pc(s),,TC-RR4LEC03-W
FW-CSGC01-B/1,FW-CSGC01-B,TUBE-GCC100R0-BL,Packaging Material,1.00,Pc(s),,TC-RR4LEC04-W
FW-CSGC01-B/1,FW-CSGC01-B,KB-BCR0-B,Packaging Material,0.03,Pc(s),,TC-RR4LLF01-W
FW-FW01-KA/4,FW-FW01-KA,KB-KAHFBR0-K,Packaging Material,0.07,Pc(s),,TC-RR4LLF02-W
FW-FW01-KA/4,FW-FW01-KA,TUBE-GEFS100R1-K,Packaging Material,1.00,Pc(s),,TC-RR4LLF03-W
FW-FWN2-OMG/2,FW-FWN2-OMG,TUBE-PGFW50R1-OMG,Packaging Material,1.00,Pc(s),,TC-RR4LLF04-W
FW-FWN2-OMG/2,FW-FWN2-OMG,KB-BERYLR0-OMG,Packaging Material,0.02,Pc(s),,TC-RR4LLF05-W
FW-MCF-W100ML/3,FW-MCF-W100ML,TUBE-MCFF100R1-W2L,Packaging Material,1.00,Pc(s),,TC-RR4LLF06-W
FW-MCF-W100ML/3,FW-MCF-W100ML,KB-WT100R1-KMM125BF,Packaging Material,0.03,Pc(s),,TC-RR4LLF07-W
FW-NFSPCSAC8-KA/2,FW-NFSPCSAC8-KA,TUBE-NFSSEBFW8R1-K,Packaging Material,1.00,Pc(s),,TC-RRE01-W
FW-NFSPCSAC8-KA/2,FW-NFSPCSAC8-KA,ENV-NFSSEBFWR2-K,Packaging Material,1.00,Pc(s),,TC-RRE02-W
FW-NFSPCSAC8-KA/2,FW-NFSPCSAC8-KA,KB-KAHFAR0-K,Packaging Material,0.03,Pc(s),,TC-RRE03-W
FW-NFSPCSRB8-KA/2,FW-NFSPCSRB8-KA,TUBE-NFSOACFW8R1-K,Packaging Material,1.00,Pc(s),,TC-RRE04-W
FW-NFSPCSRB8-KA/2,FW-NFSPCSRB8-KA,ENV-NFSOACFWR2-K,Packaging Material,1.00,Pc(s),,TC-RRE05-W
FW-NFSPCSRB8-KA/2,FW-NFSPCSRB8-KA,KB-KAHFAR0-K,Packaging Material,0.03,Pc(s),,TC-RVPMC31-MO
FW-PCSAC-KA/4,FW-PCSAC-KA,TUBE-PCSAFWR1-K,Packaging Material,1.00,Pc(s),,TC-RVPMC41-MO
FW-PCSAC-KA/4,FW-PCSAC-KA,KB-KAHFBR0-K,Packaging Material,0.07,Pc(s),,TC-RVPMC51-MO
FW-PCSRB-KA/4,FW-PCSRB-KA,TUBE-PCEBFWR1-K,Packaging Material,1.00,Pc(s),,TC-RVPMW12-MO
FW-PCSRB-KA/4,FW-PCSRB-KA,KB-KAHFBR0-K,Packaging Material,0.07,Pc(s),,TC-RVPMW21-MO
FW-RBS-EM/PS1',FW-RBS-EM,TUBE-PSRBSFW50KPDT-E,Packaging Material,1.00,Pc(s),,TC-RVPMW32-MO
FW-RPBCFLO100-W/3,FW-RPBCFLO100-W,TUBE-PBCFBOCRV100R1-W,Packaging Material,1.00,Pc(s),,TC-RVPMW50-MO
FW-RPBCFLO100-W/3,FW-RPBCFLO100-W,KB-WT100R1-KMM125BF,Packaging Material,0.03,Pc(s),,TC-RVPMW60-MO
FW-RPBCFLO50-W/3,FW-RPBCFLO50-W,TUBE-PBCFBOCRV50R1-W,Packaging Material,1.00,Pc(s),,TC-W3ELB2-W12G
FW-RPBCFLO50-W/3,FW-RPBCFLO50-W,KB-WLAMBDAR1-W,Packaging Material,0.03,Pc(s),,TC-W3ELI3-W12G
FW-RPBCFLS100-W/3,FW-RPBCFLS100-W,TUBE-PBCFBSGRV100R1-W,Packaging Material,1.00,Pc(s),,TC-W3ELLB1-W12G
FW-RPBCFLS100-W/3,FW-RPBCFLS100-W,KB-WT100R1-KMM125BF,Packaging Material,0.03,Pc(s),,TC-W3ELLI4-W12G
FW-RPBCFLS50-W/3,FW-RPBCFLS50-W,KB-WLAMBDAR1-W,Packaging Material,0.03,Pc(s),,TC-W3RELB2-W12G
FW-RPBCFLS50-W/3,FW-RPBCFLS50-W,TUBE-PBCFBSGRV50R1-W,Packaging Material,1.00,Pc(s),,TC-W3RELI3-W12G
FW-RPHAS-EM/1,FW-RPHAS-EM,TUBE-RPHAS-E,Packaging Material,1.00,Pc(s),,TC-W3RELLB1-W12G
FW-RPHAS-EM/1,FW-RPHAS-EM,KB-EAR0-KMM125,Packaging Material,0.02,Pc(s),,TC-W3RELLI4-W12G
FW-RRYAG-W/2,FW-RRYAG-W,KB-WT100R1-KMM125BF,Packaging Material,0.03,Pc(s),,TH-VSKG01-B
FW-RRYAG-W/2,FW-RRYAG-W,TUBE-RYFW100R0-WPBL,Packaging Material,1.00,Pc(s),,TH-VSKS01-B
FW-RWSABHA-W/4,FW-RWSABHA-W,KB-WT100R1-KMM125BF,Packaging Material,0.03,Pc(s),,TH-VSLS01-B
FW-RWSABHA-W/4,FW-RWSABHA-W,TUBE-CSFCNAP100R1-W,Packaging Material,1.00,Pc(s),,TWC-CLFTA-W
HBL-AHMG-W100ML/10,HBL-AHMG-W100ML,TUBE-AHMG100L-W2L,Packaging Material,1.00,Pc(s),,TWC-CLFTB-W
HBL-AHMG-W100ML/10,HBL-AHMG-W100ML,KB-WT100R1-KMM125BF,Packaging Material,0.03,Pc(s),,TWC-CLFTC-W
HBL-AHMG-W100ML/10,HBL-AHMG-W100ML,STIC-ECAHMGR1-WPSB,Packaging Material,1.00,Pc(s),,TWC-CLFTD-W
HBL-ETBMAN2-W/2,HBL-ETBMAN2-W,STIC-FBMBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTE-W
HBL-ETBMAN2-W/2,HBL-ETBMAN2-W,STIC-BBMBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTF-W
HBL-ETBMAN2-W/2,HBL-ETBMAN2-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTG-W
HBL-ETBMAN2-W/2,HBL-ETBMAN2-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTH-W
HBL-ETBMAN2-W/2,HBL-ETBMAN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,TWC-CLFTRA-W
HBL-ETBMBN2-W/2,HBL-ETBMBN2-W,STIC-FMSBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTRB-W
HBL-ETBMBN2-W/2,HBL-ETBMBN2-W,STIC-BMSBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTRC-W
HBL-ETBMBN2-W/2,HBL-ETBMBN2-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTRD-W
HBL-ETBMBN2-W/2,HBL-ETBMBN2-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTRE-W
HBL-ETBMBN2-W/2,HBL-ETBMBN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,TWC-CLFTRF-W
HBL-ETBMCN2-W/2,HBL-ETBMCN2-W,STIC-FRVBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTRG-W
HBL-ETBMCN2-W/2,HBL-ETBMCN2-W,STIC-BRVBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-CLFTRH-W
HBL-ETBMCN2-W/2,HBL-ETBMCN2-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,TWC-EL01-W
HBL-ETBMCN2-W/2,HBL-ETBMCN2-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,TWC-EL02-W
HBL-ETBMCN2-W/2,HBL-ETBMCN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,TWC-EL03-W
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,STIC-FLRMBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-EL04-W
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,STIC-BLRMBLSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-EL05-W
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,TWC-EL06-W
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,TWC-OMGD-OMG
HBL-ETBMDN2-W/2,HBL-ETBMDN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,TWC-OMGL-OMG
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,STIC-FFCBGSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-OMGM-OMG
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,STIC-BFCBGSR0-ELL,Packaging Material,1.00,Pc(s),,TWC-TOMG-OMG
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,VIT-NVC-N
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,VIT-NVD3-N
HBL-ETBMEN2-W/2,HBL-ETBMEN2-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,VIT-NVE-N
HBW-BBSBAT-WL/PS1,HBW-BBSBAT-WL,BOTO-PET300R0-WL,Packaging Material,1.00,Pc(s),,WJ-P1WS-P100
HBW-BBSBAT-WL/PS1,HBW-BBSBAT-WL,CAP-FTWR0-WL,Packaging Material,1.00,Pc(s),,WL-P1-P100
"HBW-BBSYHA-WL/PS1""",HBW-BBSYHA-WL,BOTO-PET300R0-WL,Packaging Material,1.00,Pc(s),,
"HBW-BBSYHA-WL/PS1""",HBW-BBSYHA-WL,CAP-FTWR0-WL,Packaging Material,1.00,Pc(s),,#N/A
"HBW-BBSYHB-WL/PS1""",HBW-BBSYHB-WL,BOTO-PET300R0-WL,Packaging Material,1.00,Pc(s),,"BO-01PFRNFSN3,5-MO"
"HBW-BBSYHB-WL/PS1""",HBW-BBSYHB-WL,CAP-FTWR0-WL,Packaging Material,1.00,Pc(s),,"BO-02IPRNFSN3,5-MO"
"HBW-BBSYHC-WL/PS1""",HBW-BBSYHC-WL,BOTO-PET300R0-WL,Packaging Material,1.00,Pc(s),,"BO-03PP1RNFS3,5-MO"
"HBW-BBSYHC-WL/PS1""",HBW-BBSYHC-WL,CAP-FTWR0-WL,Packaging Material,1.00,Pc(s),,"BO-04RERNFSN3,5-MO"
HBW-BWN5A-BD/2,HBW-BWN5A-BD,PU-BW550G2-BD,Packaging Material,1.00,Pc(s),,"BO-05BSRNFSN3,5-MO"
HBW-BWN5A-BD/2,HBW-BWN5A-BD,BOTO-BWSS550-BD,Packaging Material,1.00,Pc(s),,"BO-06CSRNFS3,5G-MO"
HBW-BWN5A-BD/2,HBW-BWN5A-BD,STIC-FBWSS550-BD,Packaging Material,1.00,Pc(s),,"BO-07SSRNFSN3,5-MO"
HBW-BWN5A-BD/2,HBW-BWN5A-BD,STIC-BBWSS550-BD,Packaging Material,1.00,Pc(s),,"BO-08CCRNFSN3,5-MO"
HBW-BWN5A-BD/2,HBW-BWN5A-BD,KB-BIOFR0-B,Packaging Material,0.08,Pc(s),,BO-S01PF6GRRNFS-MO
HBW-BWN5C-BD/2,HBW-BWN5C-BD,PU-BW550G2-BD,Packaging Material,1.00,Pc(s),,BO-S03PP6GRRNFS-MO
HBW-BWN5C-BD/2,HBW-BWN5C-BD,BOTO-BWGT550-BD,Packaging Material,1.00,Pc(s),,BO-S06CS6GRRNFS-MO
HBW-BWN5C-BD/2,HBW-BWN5C-BD,STIC-FBWGT550-BD,Packaging Material,1.00,Pc(s),,BO-S07SS6GRRNFS-MO
HBW-BWN5C-BD/2,HBW-BWN5C-BD,STIC-BBWGT550-BD,Packaging Material,1.00,Pc(s),,BO-S08CC6GRRNFS-MO
HBW-BWN5C-BD/2,HBW-BWN5C-BD,KB-BIOFR0-B,Packaging Material,0.08,Pc(s),,BO-SKPP10-RP-MO6GR
HBW-BWN5D-BD/2,HBW-BWN5D-BD,PU-BW550G2-BD,Packaging Material,1.00,Pc(s),,BO-SST09-RP-MO6GR
HBW-BWN5D-BD/2,HBW-BWN5D-BD,BOTO-BWYZ550-BD,Packaging Material,1.00,Pc(s),,BO-W1A1&2RNFS4G-W
HBW-BWN5D-BD/2,HBW-BWN5D-BD,STIC-FBWYZ550-BD,Packaging Material,1.00,Pc(s),,BO-W1C1&2RNFS4G-W
HBW-BWN5D-BD/2,HBW-BWN5D-BD,STIC-BBWYZ550-BD,Packaging Material,1.00,Pc(s),,BOTO-SBSLPR4-E
HBW-BWN5D-BD/2,HBW-BWN5D-BD,KB-BIOFR0-B,Packaging Material,0.08,Pc(s),,BOTP-CADLP00AJR0-W
HBW-EB-KA/2,HBW-EB-KA,BOTO-BCBW200R1-K,Packaging Material,1.00,Pc(s),,BOTP-CADLP13DLR0-W
HBW-EB-KA/2,HBW-EB-KA,CAP-DTHBWR0-K,Packaging Material,1.00,Pc(s),,BOTP-CADLP14RLR0-W
HBW-EB-KA/2,HBW-EB-KA,KB-KAHFCR0-K,Packaging Material,0.04,Pc(s),,BOTP-CADLP15DNR0-W
HBW-ETBWA-W/2,HBW-ETBWA-W,STIC-FBMBW250R0-ELL,Packaging Material,1.00,Pc(s),,BOTP-CADLP16KLR0-W
HBW-ETBWA-W/2,HBW-ETBWA-W,STIC-BBMBW250R0-ELL,Packaging Material,1.00,Pc(s),,BOTP-CADLP17TBR0-W
HBW-ETBWA-W/2,HBW-ETBWA-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,BOTP-EMLCR0-W
HBW-ETBWA-W/2,HBW-ETBWA-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,BOTP-HTSPAL2REV-P
HBW-ETBWA-W/2,HBW-ETBWA-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,BOTP-MLMPR0-IP
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,PU-LED28BR0-W,Packaging Material,1.00,Pc(s),,BOTP-PTMLER0-MO
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,STIC-FBMBW450R0-ELL,Packaging Material,1.00,Pc(s),,BOTS-PLGMR1-MO
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,STIC-BBMBW450R0-ELL,Packaging Material,1.00,Pc(s),,CONP-EFCCR0-W
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,BOTO-PETE450-ELL,Packaging Material,1.00,Pc(s),,CONP-TSEB-E
HBW-ETBWAN2-W/1',HBW-ETBWAN2-W,KB-WBETAR1-W,Packaging Material,0.08,Pc(s),,DUSS-EBBCL15C-W
HBW-ETBWB-W/2,HBW-ETBWB-W,STIC-FMSBW250R0-ELL,Packaging Material,1.00,Pc(s),,DUSS-EBBCL30C-W
HBW-ETBWB-W/2,HBW-ETBWB-W,STIC-BMSBW250R0-ELL,Packaging Material,1.00,Pc(s),,DUSS-EBBCN15C-W
HBW-ETBWB-W/2,HBW-ETBWB-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,DUSS-EBBCN30C-W
HBW-ETBWB-W/2,HBW-ETBWB-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,DUSS-HROG17R0-W
HBW-ETBWB-W/2,HBW-ETBWB-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,EB-EK-DB-RP-W1.1GR
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,PU-LED28BR0-W,Packaging Material,1.00,Pc(s),,EB-EK-LB-RP-W1GR
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,STIC-FMSBW450R0-ELL,Packaging Material,1.00,Pc(s),,"EB-TS-01-RP-EM1,1GR"
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,STIC-BMSBW450R0-ELL,Packaging Material,1.00,Pc(s),,"EB-TS-02-RP-EM1,1GR"
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,BOTO-PETE450-ELL,Packaging Material,1.00,Pc(s),,"ES-BS-RP-MO1,25G"
HBW-ETBWBN2-W/1',HBW-ETBWBN2-W,KB-WBETAR1-W,Packaging Material,0.08,Pc(s),,"ES-BV-RP-W1,1GR"
HBW-ETBWC-W/2,HBW-ETBWC-W,STIC-FRVBW250R0-ELL,Packaging Material,1.00,Pc(s),,"ES-C-RP-W1,1GR"
HBW-ETBWC-W/2,HBW-ETBWC-W,STIC-BRVBW250R0-ELL,Packaging Material,1.00,Pc(s),,"ES-CP-RP-MO1,25G"
HBW-ETBWC-W/2,HBW-ETBWC-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,"ES-CP-RP-W1,1GR"
HBW-ETBWC-W/2,HBW-ETBWC-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,"ES-CV-RP-MO1,25G"
HBW-ETBWC-W/2,HBW-ETBWC-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,"ES-EPS-01-RP-W1,1GR"
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,PU-LED28BR0-W,Packaging Material,1.00,Pc(s),,"ES-H-RP-MO1,25G"
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,STIC-FRVBW450R0-ELL,Packaging Material,1.00,Pc(s),,"ES-M-RP-MO1,25G"
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,STIC-BRVBW450R0-ELL,Packaging Material,1.00,Pc(s),,"ES-M-RP-W1,1GR"
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,BOTO-PETE450-ELL,Packaging Material,1.00,Pc(s),,"ES-PL-RP-MO1,25G"
HBW-ETBWCN2-W/1',HBW-ETBWCN2-W,KB-WBETAR1-W,Packaging Material,0.08,Pc(s),,"ES-PL-RP-W1,1GR"
HBW-ETBWD-W/2,HBW-ETBWD-W,STIC-FLRMBW250R0-ELL,Packaging Material,1.00,Pc(s),,"ES-PMB-RP-MO1,25G"
HBW-ETBWD-W/2,HBW-ETBWD-W,STIC-BLRMBW250R0-ELL,Packaging Material,1.00,Pc(s),,"ES-PMEO-RP-MO1,25G"
HBW-ETBWD-W/2,HBW-ETBWD-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,"ES-PMEO-RP-W1,1GR"
HBW-ETBWD-W/2,HBW-ETBWD-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,"ES-PNU-02-RP-MO1,25G"
HBW-ETBWD-W/2,HBW-ETBWD-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,"ES-PNU-03-RP-MO1,25G"
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,PU-LED28BR0-W,Packaging Material,1.00,Pc(s),,"ES-PNU-04-RP-MO1,25G"
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,STIC-FLRMBW450R0-ELL,Packaging Material,1.00,Pc(s),,"ES-PRPBK01-RP-EM1,1G"
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,STIC-BLRMBW450R0-ELL,Packaging Material,1.00,Pc(s),,"ES-PRPPH02-RP-EM1,1G"
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,BOTO-PETE450-ELL,Packaging Material,1.00,Pc(s),,"ES-PRPPH03-RP-EM1,1G"
HBW-ETBWDN2-W/1',HBW-ETBWDN2-W,KB-WBETAR1-W,Packaging Material,0.08,Pc(s),,"ES-PSM-06-RP-MO1,25G"
HBW-ETBWE-W/2,HBW-ETBWE-W,STIC-FFCBW250R0-ELL,Packaging Material,1.00,Pc(s),,"ES-R-RP-MO1,25G"
HBW-ETBWE-W/2,HBW-ETBWE-W,STIC-BFCBW250R0-ELL,Packaging Material,1.00,Pc(s),,ES-SGBS2GRNFS-MO
HBW-ETBWE-W/2,HBW-ETBWE-W,BOTO-PETE250-ELL,Packaging Material,1.00,Pc(s),,ES-SGBV2GRNFS-MO
HBW-ETBWE-W/2,HBW-ETBWE-W,CAP-EARTHBALT-ELL,Packaging Material,1.00,Pc(s),,ES-SGC12GRNFS-MO
HBW-ETBWE-W/2,HBW-ETBWE-W,KB-BTLS150WNL32-K125,Packaging Material,0.04,Pc(s),,ES-SGC2GRNFS-MO
HBW-ETBWEN2-W/1',HBW-ETBWEN2-W,PU-LED28BR0-W,Packaging Material,1.00,Pc(s),,ES-SGCY2GRNFS-MO
HBW-ETBWEN2-W/1',HBW-ETBWEN2-W,STIC-FFCBW450R0-ELL,Packaging Material,1.00,Pc(s),,ES-SGF12GRNFS-MO
HBW-ETBWEN2-W/1',HBW-ETBWEN2-W,STIC-BFCBW450R0-ELL,Packaging Material,1.00,Pc(s),,ES-SGG2GRNFS-MO
HBW-ETBWEN2-W/1',HBW-ETBWEN2-W,BOTO-PETE450-ELL,Packaging Material,1.00,Pc(s),,ES-SGM12GRNFS-MO
HBW-ETBWEN2-W/1',HBW-ETBWEN2-W,KB-WBETAR1-W,Packaging Material,0.08,Pc(s),,ES-SGMN2GRNFS-MO
HBW-GBFBCN2-L/PS1,HBW-GBFBCN2-L,BOTO-HDPEBC250L-X,Packaging Material,1.00,Pc(s),,ES-SGOF2GRNFS-MO
HBW-GBFBCN2-L/PS1,HBW-GBFBCN2-L,PU-LBC250LR1-X,Packaging Material,1.00,Pc(s),,ES-SGPL2GRNFS-MO
