"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"BO-W1B1&2RNFS4G-W","4","BO-W1B-02 BULK","Semi Finished Goods","0.00215","kg"
"","","BO-W1B-01 BULK","Semi Finished Goods","0.00215","kg"
"","","GODE-BOER0-WAL","Packaging Material","1.125","Pc(s)"
"BOTO-SBSLPR3-E","1","BOTO-BSLPR2-EM","Packaging Material","1.0","Pc(s)"
"","","PS-BSLPR1-EBS","Packaging Material","1.0","Pc(s)"
"BOTS-AHHG100-W","1","BOTO-PET100W-WPET","Packaging Material","1.0","Pc(s)"
"","","STIC-FAHHGR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BAHHGR0-W","Packaging Material","1.0","Pc(s)"
"BOTS-AHHG100-W","3","STIC-FAHHGR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BAHHGR0-W","Packaging Material","1.0","Pc(s)"
"","","BOTO-BR100SO-W","Packaging Material","1.0","Pc(s)"
"LCBP-MFTSHQ-E","1","LCB-MFTSHQ-E04","Packaging Material","1.0","Pc(s)"
"LCBP-MFTSMQ-E","1","LCB-MFTSMQ-E09","Packaging Material","1.0","Pc(s)"
"LCBP-MFTLCB08-E","1","LCB-MFTLCB08-ECSSP","Packaging Material","1.0","Pc(s)"
"LCBP-MFTLCB09-E","1","LCB-MFTLCB09-ECSPR","Packaging Material","1.0","Pc(s)"
"LCBP-MFTLCB10-E","1","LCB-MFTLCB10-ECSRQ","Packaging Material","1.0","Pc(s)"
"BOTS-AHHG100CJP-W","1","BOTO-PET100W-WPET","Packaging Material","1.0","Pc(s)"
"","","STIC-FAHHGR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BAHHGR0-W","Packaging Material","1.0","Pc(s)"
"BOTS-AHHG240R0-W","1","BOTO-PET240W-WPET","Packaging Material","1.0","Pc(s)"
"","","STIC-FAHG240R1-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BAHG240R1-W","Packaging Material","1.0","Pc(s)"
"KBP-W100BR1-WM","1","KB-W100BR1-KMM125BF","Packaging Material","1.0","Pc(s)"
"BOTP-NLREV1450-P","1","BOTO-L450NAT-PP","Packaging Material","1.0","Pc(s)"
"L-CVM03WDDR0-W","1","L-CVM03-W","Finished Goods","1.0","Pc(s)"
"BOTS-PWCM42R1-MO","2","BOTO-GA1302RX-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-SPWCMR1-MOMD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC09R0-WM","2","STIC-HEMLCR1-W","Packaging Material","1.0","Pc(s)"
"","","DUSS-EMLC09H-W","Intermediate","1.0","Pc(s)"
"DUSS-EMLC01H-W","1","DUS-EMLC01C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC02H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC02C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC03H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC03C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC04H-W","1","DUS-EMLC04C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC05H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC05C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC06H-W","1","DUS-EMLC06C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC07H-W","1","DUS-EMLC07C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC08H-W","1","DUS-EMLC08C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC10H-W","1","DUS-EMLC10C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC12H-W","1","DUS-EMLC12C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC13H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC13C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC15H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC15C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC16H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC16C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC17H-W","1","DUS-EMLC17C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC18H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC18C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC09H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC09C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC11H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC11C-WILD","Packaging Material","1.0","Pc(s)"
"EB-EK-LB-RP-W1GR","1","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","EB-DK-LB-BULK","Semi Finished Goods","0.001","kg"
"DUSS-EMLC14H-W","1","STIC-HEMLCR0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-EMLC14C-WILD","Packaging Material","1.0","Pc(s)"
"FA-CLFMDHCP-RP-W4GR","PS2","GODE-CHCPROR0-W","Packaging Material","1.0","Pc(s)"
"","","FA-CLFMDHCP-BULK","Semi Finished Goods","0.004","kg"
"BOTS-MURDLIS50R1-EM","1","STIC-PAGR0-EM","Packaging Material","1.0","Pc(s)"
"","","BOTO-L50NAT-UPP","Packaging Material","1.0","Pc(s)"
"","","STIC-SAMDLMUR1-EPET","Packaging Material","1.0","Pc(s)"
"ES-W0R-01-RP-W1,1GR","1","ES-W0R-01 BULK","Semi Finished Goods","0.0011","kg"
"","","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"ES-CLPPB-01-RP-W1,8GR","PS","GODE-PSCQEPR0-W","Packaging Material","1.0","Pc(s)"
"","","ES-CLPPB-01-BULK","Semi Finished Goods","0.0018","kg"
"ES-CLPPB-03-RP-W1,8GR","PS","ES-CLPPB-03-BULK","Semi Finished Goods","0.0018","kg"
"","","GODE-PSCQEPR0-W","Packaging Material","1.0","Pc(s)"
"DUSS-LBBCL30R1-WM","1","STIC-PACESR1-WM","Packaging Material","1.0","Pc(s)"
"","","DUS-LBBCL30C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-IMLCR0-W","1","DUS-IMCLR1-WHPD","Packaging Material","1.0","Pc(s)"
"","","STIC-PIIMCLR0-W","Packaging Material","1.0","Pc(s)"
"B-DMCP01-RP-EM4GR","1","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"","","B-DMCP01-BULK","Semi Finished Goods","0.004","kg"
"B-DMCP02-RP-EM4GR","1","B-DMCP02-BULK","Semi Finished Goods","0.004","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"CAPS-CBBMP50-W","2","STIC-COVCBBMP50-R1PP","Packaging Material","1.0","Pc(s)"
"","","CAPP-R100WHITEM-PP","Packaging Material","1.0","Pc(s)"
"CAPS-CBBO50-W","2","STIC-COVCBBOL50-R1PP","Packaging Material","1.0","Pc(s)"
"","","CAPP-R100GREENO-PP","Packaging Material","1.0","Pc(s)"
"EB-EK-DB-RP-W1.1GR","1","EB-DK-DB-BULK","Semi Finished Goods","0.0011","kg"
"","","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"ES-CP-RP-W1,1GR","2","ES-CP-MO BULK","Semi Finished Goods","0.0011","kg"
"","","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"ES-EPS-01-RP-W1,1GR","2","ES-EPS-01-BULK","Semi Finished Goods","0.0011","kg"
"","","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"ES-PMEO-RP-W1,1GR","1","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-PMEO-BULK","Semi Finished Goods","0.0011","kg"
"ES-PPMB13,5RNFS-MO","4","ES-PMB-BULK","Semi Finished Goods","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.30769","Pc(s)"
"ES-PPMC3,5RNFS-MO","4","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"","","ES-C-BULK","Semi Finished Goods","0.00407","kg"
"ES-PPMHS3,5RNFS-MO","3","ES-E-BULK","Semi Finished Goods","0.00368","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.30769","Pc(s)"
"ES-PPMS3,5RNFS-MO","4","ES-SD-BULK","Semi Finished Goods","0.00407","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.30769","Pc(s)"
"ES-PRPBK01-RP-EM1,1G","1","ES-PRPBK01-BULK","Semi Finished Goods","0.0011","kg"
"","","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"ES-PRPPH02-RP-EM1,1G","1","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-PRPPH02-BULK","Semi Finished Goods","0.0011","kg"
"ES-PRPPH03-RP-EM1,1G","1","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-PRPPH03-BULK","Semi Finished Goods","0.0011","kg"
"L-TMLCA-OMG","1","L-MLCA-BULK","Semi Finished Goods","0.0035","kg"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLC01R0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCB-OMG","1","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCB-BULK","Semi Finished Goods","0.0035","kg"
"","","STIC-BMKLC02R0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCC-OMG","1","STIC-BMKLC03R0-OMG","Packaging Material","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCC-BULK","Semi Finished Goods","0.0035","kg"
"L-TMLCD-OMG","1","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLC04R0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCD-BULK","Semi Finished Goods","0.0035","kg"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCE-OMG","1","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCE-BULK","Semi Finished Goods","0.0035","kg"
"","","STIC-BMKLC05R0-OMG","Packaging Material","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCG-OMG","1","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLC07R0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCG-BULK","Semi Finished Goods","0.0035","kg"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCH-OMG","1","STIC-BMKLC08R0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCH-BULK","Semi Finished Goods","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCI-OMG","1","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLC09R0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCI-BULK","Semi Finished Goods","0.0035","kg"
"L-TMLCJ-OMG","1","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCJ-BULK","Semi Finished Goods","0.0035","kg"
"","","STIC-BMKLC10R0-OMG","Packaging Material","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCL-OMG","1","L-MLCL-BULK","Semi Finished Goods","0.0035","kg"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLC12R0-OMG","Packaging Material","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"L-TMLCK-OMG","1","L-MLCK-BULK","Semi Finished Goods","0.0035","kg"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLC11R0-OMG","Packaging Material","1.0","Pc(s)"
"ES-W0J-03-RP-W1,1GR","2","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-W0J-03 BULK","Semi Finished Goods","0.0011","kg"
"ES-W0M-02-RP-W1,1GR","2","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-W0M-02 BULK","Semi Finished Goods","0.0011","kg"
"ES-W0N3RNFS1,3-W","2","GODE-ESSWA33-178538","Packaging Material","1.05","Pc(s)"
"","","ES-W0N-03 BULK","Semi Finished Goods","0.00133","kg"
"ES-W1D-03-RP-W1,1GR","2","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-W1D-03 BULK","Semi Finished Goods","0.0011","kg"
"ES-W1E-01-RP-W1,1GR","2","GODE-ESSWA33-178538","Packaging Material","1.3","Pc(s)"
"","","ES-W1E-01 BULK","Semi Finished Goods","0.0011","kg"
"L-TMLCF-OMG","1","BOTO-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"","","L-MLCF-BULK","Semi Finished Goods","0.0035","kg"
"","","STIC-BMKLC06R0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Packaging Material","1.0","Pc(s)"
"FA-CLFLMHCP-RP-W4GR","PS2","GODE-CHCPROR0-W","Packaging Material","1.0","Pc(s)"
"","","FA-CLFLMHCP-BULK","Semi Finished Goods","0.004","kg"
"FA-CLFMDHCP-RP-W4GR","PS1","FA-CLFMDHCP-BULK","Semi Finished Goods","0.004","kg"
"","","GODE-PSCHCPROR0-W","Packaging Material","1.0","Pc(s)"
"TC-PC03-RP-MO12GR","1","GODE-CPTZB-SMD59A-P","Packaging Material","1.0","Pc(s)"
"","","TC-PC03-BULK","Semi Finished Goods","0.012","kg"
"TC-PC01-RP-MO12GR","1","TC-PC01-BULK","Semi Finished Goods","0.012","kg"
"","","GODE-CPTZB-SMD59A-P","Packaging Material","1.0","Pc(s)"
"TC-PC05-RP-MO12GR","1","TC-PC05-BULK","Semi Finished Goods","0.012","kg"
"","","GODE-CPTZB-SMD59A-P","Packaging Material","1.0","Pc(s)"
"DUSS-LBBCN30R1-WM","1","DUS-LBBCN30C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-PACESR1-WM","Packaging Material","1.0","Pc(s)"
"TC-FCK1&214GRRN-MO","1","TC-FC-MO-BULK","Semi Finished Goods","0.007","kg"
"","","TC-FC02-MO-BULK","Semi Finished Goods","0.007","kg"
"","","GODE-CPTZB-SMD59A-P","Packaging Material","1.0","Pc(s)"
"DUSS-PMFC62R0-MO","1","STIC-VPPFC62R0-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BCPPFC62R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-PPFR0-MO","Packaging Material","1.0","Pc(s)"
"DUSS-PMFN50R0-MO","1","STIC-VPPFN50R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-PPFR0-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BCPPFN50R0-MO","Packaging Material","1.0","Pc(s)"
"L-TLTD-OMG","1","L-LTD-BULK","Semi Finished Goods","0.0053","kg"
"","","BOTO-JKLTSR0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-JKLTS04R0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BJKLTS04R0-OMG","Packaging Material","1.0","Pc(s)"
"L-TLTB-OMG","1","L-LTB-BULK","Semi Finished Goods","0.0053","kg"
"","","BOTO-JKLTSR0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-JKLTS02R0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BJKLTS02R0-OMG","Packaging Material","1.0","Pc(s)"
"L-TLTC-OMG","1","L-LTC-BULK","Semi Finished Goods","0.0053","kg"
"","","BOTO-JKLTSR0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-JKLTS03R0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BJKLTS03R0-OMG","Packaging Material","1.0","Pc(s)"
"L-TLTA-OMG","1","L-LTA-BULK","Semi Finished Goods","0.0053","kg"
"","","BOTO-JKLTSR0-OMG","Packaging Material","1.0","Pc(s)"
"","","CAPA-JKLTS01R0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BJKLTS01R0-OMG","Packaging Material","1.0","Pc(s)"
"BO-R2CLPBML-RP-EM3,5GR","1","BO-R2CLPBML-BULK","Semi Finished Goods","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"BO-R2CLPBVB-RP-EM3,5GR","1","BO-R2CLPBVB-BULK","Semi Finished Goods","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"BO-R2CLPBBS-RP-EM3,5GR","1","BO-R2CLPBBS-BULK","Semi Finished Goods","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"BO-CLPBAC-RP-EM3,5GR","1","BO-CLPBAC-BULK","Semi Finished Goods","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"DUSS-EMLC11R0-WM","1","DUS-EMLC11C-WILD","Packaging Material","1.0","Pc(s)"
"","","STIC-PADEMLC11-WMV","Packaging Material","1.0","Pc(s)"
"BO-R2CLPBCC-RP-EM3,5GR","1","BO-R2CLPBCC-BULK","Semi Finished Goods","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Packaging Material","1.0","Pc(s)"
"DUSS-LBBCL30-WM","1","STIC-PABBM01B-WMIP","Packaging Material","1.0","Pc(s)"
"","","DUS-LBBCL30C-WILD","Packaging Material","1.0","Pc(s)"
"DUSS-LBBCN30-WM","1","STIC-PABBM01B-WMIP","Packaging Material","1.0","Pc(s)"
"","","DUS-LBBCN30C-WILD","Packaging Material","1.0","Pc(s)"
"TUBS-RYAAFW100-WM","1","TUBE-RYAAFW100-W2L","Packaging Material","1.0","Pc(s)"
"","","STIC-PTRYFW-WMC","Packaging Material","1.0","Pc(s)"
"TUBS-AJFS60-EM","2","STIC-PAER1-EM","Packaging Material","1.0","Pc(s)"
"","","TUBE-AJFS60R1-E2L","Packaging Material","1.0","Pc(s)"
"TUBS-MPASFW-EM","2","TUBE-MPASFWR1-EOVG","Packaging Material","1.0","Pc(s)"
"","","STIC-PAHR1-EM","Packaging Material","1.0","Pc(s)"
"TUBS-AVG-EM","1","STIC-PAHR0-EM","Packaging Material","1.0","Pc(s)"
"","","TUBE-AVGR2-E2L","Packaging Material","1.0","Pc(s)"
"TUBS-CMB-EM","2","TUBE-CMBR1-E","Packaging Material","1.0","Pc(s)"
"","","STIC-PALR1-EM","Packaging Material","1.0","Pc(s)"
"TUBS-CMSC-EM","2","TUBE-CMSCR0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-PALR1-EM","Packaging Material","1.0","Pc(s)"
