Attribute number;Attribute value;Attribute description;Attribute name
10;Sticker QR Code CAD Lip Paint 14 W;Sticker QR Code CAD Lip Paint 14 W;Product Name
10;Sticker QR Code CAD Lip Paint 15 W;Sticker QR Code CAD Lip Paint 15 W;Product Name
10;Sticker QR Code CAD Lip Paint 16 W;Sticker QR Code CAD Lip Paint 16 W;Product Name
10;Sticker QR Code CAD Lip Paint 17 W;Sticker QR Code CAD Lip Paint 17 W;Product Name
10;Sticker QR Code Color Stick Gloss Crayon 101 MO (Pc(s));Sticker QR Code Color Stick Gloss Crayon 101 MO (Pc(s));Product Name
10;Sticker QR Code Color Stick Gloss Crayon 102 MO (Pc(s));Sticker QR Code Color Stick Gloss Crayon 102 MO (Pc(s));Product Name
10;Sticker QR Code Color Stick Gloss Crayon 104 MO (Pc(s));Sticker QR Code Color Stick Gloss Crayon 104 MO (Pc(s));Product Name
10;Sticker QR Code Color Stick Gloss Crayon 105 MO (Pc(s));Sticker QR Code Color Stick Gloss Crayon 105 MO (Pc(s));Product Name
10;Sticker QR Code E Retinol BSAS 30 T;Sticker QR Code E Retinol BSAS 30 T;Product Name
10;Sticker QR Code Exclusive Eyeshadow Palette 01 W (Pc(s;Sticker QR Code Exclusive Eyeshadow Palette 01 W (Pc(s;Product Name
10;Sticker QR Code Exclusive TWC 01 RL W (Pc(s));Sticker QR Code Exclusive TWC 01 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWC 02 RL W (Pc(s));Sticker QR Code Exclusive TWC 02 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWC 03 RL W (Pc(s));Sticker QR Code Exclusive TWC 03 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWC 04 RL W (Pc(s));Sticker QR Code Exclusive TWC 04 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWC 05 RL W (Pc(s));Sticker QR Code Exclusive TWC 05 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWCR 02 RL W (Pc(s));Sticker QR Code Exclusive TWCR 02 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWCR 03 RL W (Pc(s));Sticker QR Code Exclusive TWCR 03 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWCR 04 RL W (Pc(s));Sticker QR Code Exclusive TWCR 04 RL W (Pc(s));Product Name
10;Sticker QR Code Exclusive TWCR 05 RL W (Pc(s));Sticker QR Code Exclusive TWCR 05 RL W (Pc(s));Product Name
10;Sticker QR Code Instaperfect Browfessional 3D Brow Mascara 01 W;Sticker QR Code Instaperfect Browfessional 3D Brow Mascara 01 W;Product Name
10;Sticker QR Code Instaperfect Browfessional 3D Brow Mascara 02 W;Sticker QR Code Instaperfect Browfessional 3D Brow Mascara 02 W;Product Name
10;Sticker QR Code Instaperfect Gloss Chic Lip Crayon 01 W;Sticker QR Code Instaperfect Gloss Chic Lip Crayon 01 W;Product Name
10;Sticker QR Code Instaperfect Gloss Chic Lip Crayon 02 W;Sticker QR Code Instaperfect Gloss Chic Lip Crayon 02 W;Product Name
10;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 01 W;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 01 W;Product Name
10;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 02 W;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 02 W;Product Name
10;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 06 W;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 06 W;Product Name
10;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 07 W;Sticker QR Code Instaperfect Mattesetter Lip Matte Paint 07 W;Product Name
10;Sticker QR Code Instaperfect Mineralight Matte BB Cushion 11 W;Sticker QR Code Instaperfect Mineralight Matte BB Cushion 11 W;Product Name
10;Sticker QR Code Instaperfect Mineralight Matte BB Cushion 12 W;Sticker QR Code Instaperfect Mineralight Matte BB Cushion 12 W;Product Name
10;Sticker QR Code Instaperfect Mineralight Matte BB Cushion 13 W;Sticker QR Code Instaperfect Mineralight Matte BB Cushion 13 W;Product Name
10;Sticker QR Code LIW Mascara MO;Sticker QR Code LIW Mascara MO;Product Name
10;Sticker QR Code Lightening Matte Powder 01 W;Sticker QR Code Lightening Matte Powder 01 W;Product Name
10;Sticker QR Code Lightening Matte Powder 02 W;Sticker QR Code Lightening Matte Powder 02 W;Product Name
10;Sticker QR Code Lightening Matte Powder 03 W;Sticker QR Code Lightening Matte Powder 03 W;Product Name
10;Sticker QR Code Lightening Matte Powder 04 W;Sticker QR Code Lightening Matte Powder 04 W;Product Name
10;Sticker QR Code NFS Colorfit Matte Foundation 11C Pink Fair 2 W;Sticker QR Code NFS Colorfit Matte Foundation 11C Pink Fair 2 W;Product Name
10;Sticker QR Code NFS Colorfit Matte Foundation 32N Neutral Beige 2 W;Sticker QR Code NFS Colorfit Matte Foundation 32N Neutral Beige 2 W;Product Name
10;Sticker QR Code NFS Colorfit Matte Foundation 43W Golden Sand 2 W;Sticker QR Code NFS Colorfit Matte Foundation 43W Golden Sand 2 W;Product Name
10;Sticker QR Code Niacinamide ZASS 30 T;Sticker QR Code Niacinamide ZASS 30 T;Product Name
10;Sticker QR Code Powerskin Urban Defense Sunscreen MO;Sticker QR Code Powerskin Urban Defense Sunscreen MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation C62 MO;Sticker QR Code Powerstay TCM Cream Foundation C62 MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation N10 MO;Sticker QR Code Powerstay TCM Cream Foundation N10 MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation N30 MO;Sticker QR Code Powerstay TCM Cream Foundation N30 MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation N50 MO;Sticker QR Code Powerstay TCM Cream Foundation N50 MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation W22 MO;Sticker QR Code Powerstay TCM Cream Foundation W22 MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation W33 MO;Sticker QR Code Powerstay TCM Cream Foundation W33 MO;Product Name
10;Sticker QR Code Powerstay TCM Cream Foundation W52 MO;Sticker QR Code Powerstay TCM Cream Foundation W52 MO;Product Name
10;Sticker QR Code Tester Colek CUL Matte Lipstick W;Sticker QR Code Tester Colek CUL Matte Lipstick W;Product Name
10;Sticker QR Code Tester Exclusive Moist & Matte W;Sticker QR Code Tester Exclusive Moist & Matte W;Product Name
10;Sticker QR DFS W;Sticker QR DFS W;Product Name
10;Sticker QR EMUR W;Sticker QR EMUR W;Product Name
10;Sticker QR HF Travel Package K;Sticker QR HF Travel Package K;Product Name
10;Sticker QR IW Travel Package K;Sticker QR IW Travel Package K;Product Name
10;Sticker QR Inner Box RRP Tester Juicy Kiss Lip Tint Serum OMG;Sticker QR Inner Box RRP Tester Juicy Kiss Lip Tint Serum OMG;Product Name
10;Sticker QR LESM W;Sticker QR LESM W;Product Name
10;Sticker QR MFMP E;Sticker QR MFMP E;Product Name
10;Sticker QR MFMR E;Sticker QR MFMR E;Product Name
10;Sticker QR MFTTO E;Sticker QR MFTTO E;Product Name
10;Sticker QR NSS W;Sticker QR NSS W;Product Name
10;Sticker QR Overnight Cream CL;Sticker QR Overnight Cream CL;Product Name
10;Sticker QR PC EDT W;Sticker QR PC EDT W;Product Name
10;Sticker QR Powerstay FMMS Spray MO (Pc(s));Sticker QR Powerstay FMMS Spray MO (Pc(s));Product Name
10;Sticker QR RO Travel Package K;Sticker QR RO Travel Package K;Product Name
10;Sticker QR TB Travel Package K;Sticker QR TB Travel Package K;Product Name
10;Sticker QR TSM Eye Shadow MO;Sticker QR TSM Eye Shadow MO;Product Name
10;Sticker QR TSP Eye Shadow MO;Sticker QR TSP Eye Shadow MO;Product Name
10;Sticker Ramadhan Package K;Sticker Ramadhan Package K;Product Name
10;Sticker Rich SPA Cover Putri 240 ML;Sticker Rich SPA Cover Putri 240 ML;Product Name
10;Sticker Rich SPA Putri 720 ML;Sticker Rich SPA Putri 720 ML;Product Name
10;Sticker Rich SPA Samping Putri 240 ml;Sticker Rich SPA Samping Putri 240 ml;Product Name
10;Sticker Rich Spa N_S Putri tester 100 ML;Sticker Rich Spa N_S Putri tester 100 ML;Product Name
10;Sticker Roll On 60 ml Haji R1 W (Pc(s));Sticker Roll On 60 ml Haji R1 W (Pc(s));Product Name
10;Sticker Roll On 60 ml Haji R2 W (Pc(s));Sticker Roll On 60 ml Haji R2 W (Pc(s));Product Name
10;Sticker Samping AB Face Serum WL;Sticker Samping AB Face Serum WL;Product Name
10;Sticker Samping Acne B Treatment Serum WL;Sticker Samping Acne B Treatment Serum WL;Product Name
10;Sticker Samping Aloe Vera Face Mist E (Pc(s));Sticker Samping Aloe Vera Face Mist E (Pc(s));Product Name
10;Sticker Samping Aloe Vera Hand Gel E;Sticker Samping Aloe Vera Hand Gel E;Product Name
10;Sticker Samping Aloe Vera Hand Gel R1 E;Sticker Samping Aloe Vera Hand Gel R1 E;Product Name
10;Sticker Samping Aloe Vera Hand Spray E;Sticker Samping Aloe Vera Hand Spray E;Product Name
10;Sticker Samping BMIS Emina ROLL;Sticker Samping BMIS Emina ROLL;Product Name
10;Sticker Samping BMIS R1 Emina ROLL;Sticker Samping BMIS R1 Emina ROLL;Product Name
10;Sticker Samping BMOM Emina ROLL;Sticker Samping BMOM Emina ROLL;Product Name
10;Sticker Samping BMOM R1 Emina ROLL (Pc(s));Sticker Samping BMOM R1 Emina ROLL (Pc(s));Product Name
10;Sticker Samping BMPD Emina ROLL;Sticker Samping BMPD Emina ROLL;Product Name
10;Sticker Samping BMPD R1 Emina ROLL;Sticker Samping BMPD R1 Emina ROLL;Product Name
10;Sticker Samping BMRF Emina ROLL;Sticker Samping BMRF Emina ROLL;Product Name
10;Sticker Samping BMRF R1 Emina ROLL;Sticker Samping BMRF R1 Emina ROLL;Product Name
10;Sticker Samping BS Face Toner 100 E;Sticker Samping BS Face Toner 100 E;Product Name
10;Sticker Samping BS Face Toner 50 E;Sticker Samping BS Face Toner 50 E;Product Name
10;Sticker Samping BSCK R2 Emina (Pc(s));Sticker Samping BSCK R2 Emina (Pc(s));Product Name
10;Sticker Samping BSCP R1 Emina;Sticker Samping BSCP R1 Emina;Product Name
10;Sticker Samping BSCP R2 Emina (Pc(s));Sticker Samping BSCP R2 Emina (Pc(s));Product Name
10;Sticker Samping BSCW R1 Emina;Sticker Samping BSCW R1 Emina;Product Name
10;Sticker Samping BSCW R2 Emina (Pc(s));Sticker Samping BSCW R2 Emina (Pc(s));Product Name
10;Sticker Samping BSFT R2 Emina (Pc(s));Sticker Samping BSFT R2 Emina (Pc(s));Product Name
10;Sticker Samping Body Mist Bliss 100 R1 Wardah;Sticker Samping Body Mist Bliss 100 R1 Wardah;Product Name
10;Sticker Samping Body Mist Bliss 100 Wardah;Sticker Samping Body Mist Bliss 100 Wardah;Product Name
10;Sticker Samping Body Mist Joyful 100 Wardah;Sticker Samping Body Mist Joyful 100 Wardah;Product Name
10;Sticker Samping Body Mist Joyful R1 100 Wardah;Sticker Samping Body Mist Joyful R1 100 Wardah;Product Name
10;Sticker Samping Body Mist Passion 100 R1 Wardah;Sticker Samping Body Mist Passion 100 R1 Wardah;Product Name
10;Sticker Samping Body Mist Passion 100 Wardah;Sticker Samping Body Mist Passion 100 Wardah;Product Name
10;Sticker Samping Body Mist Peaceful 100 R1 Wardah;Sticker Samping Body Mist Peaceful 100 R1 Wardah;Product Name
10;Sticker Samping Body Mist Peaceful 100 Wardah;Sticker Samping Body Mist Peaceful 100 Wardah;Product Name
10;Sticker Samping Body Mist Purity 100 R1 Wardah;Sticker Samping Body Mist Purity 100 R1 Wardah;Product Name
10;Sticker Samping Body Mist Purity 100 Wardah;Sticker Samping Body Mist Purity 100 Wardah;Product Name
10;Sticker Samping CMCL R2 Emina (Pc(s));Sticker Samping CMCL R2 Emina (Pc(s));Product Name
10;Sticker Samping DLMU R1 Emina (Pc(s));Sticker Samping DLMU R1 Emina (Pc(s));Product Name
10;Sticker Samping DMFT R1 Emina;Sticker Samping DMFT R1 Emina;Product Name
10;Sticker Samping EDT 1.7 HF K;Sticker Samping EDT 1.7 HF K;Product Name
10;Sticker Samping EDT 1.7 HF R1 K;Sticker Samping EDT 1.7 HF R1 K;Product Name
10;Sticker Samping EDT 1.7 IW K;Sticker Samping EDT 1.7 IW K;Product Name
10;Sticker Samping EDT 1.7 IW R1 K;Sticker Samping EDT 1.7 IW R1 K;Product Name
10;Sticker Samping EDT 1.7 RO K;Sticker Samping EDT 1.7 RO K;Product Name
10;Sticker Samping EDT 1.7 RO R1 K;Sticker Samping EDT 1.7 RO R1 K;Product Name
10;Sticker Samping EDT 1.7 TB K;Sticker Samping EDT 1.7 TB K;Product Name
10;Sticker Samping EDT 1.7 TB R1 K;Sticker Samping EDT 1.7 TB R1 K;Product Name
10;Sticker Samping Emina AV Hand Spray 100 E;Sticker Samping Emina AV Hand Spray 100 E;Product Name
10;Sticker Samping Green Douce Treatment Creme 250 ml IX,PE Transp.,2W,325x27mm,Varnish Gloss (Pc(s));Sticker Samping Green Douce Treatment Creme 250 ml IX,PE Transp.,2W,325x27mm,Varnish Gloss (Pc(s));Product Name
10;Sticker Samping Lightening Face Mist 60 R1 W;Sticker Samping Lightening Face Mist 60 R1 W;Product Name
10;Sticker Samping Lightening Face Mist 60 W;Sticker Samping Lightening Face Mist 60 W;Product Name
10;Sticker Samping Lightening MOIW 100 R1 W;Sticker Samping Lightening MOIW 100 R1 W;Product Name
10;Sticker Samping Lightening MOIW 100 W (Pc(s));Sticker Samping Lightening MOIW 100 W (Pc(s));Product Name
10;Sticker Samping Lightening MOIW 50 W;Sticker Samping Lightening MOIW 50 W;Product Name
10;Sticker Samping MIAB R1 Emina (Pc(s));Sticker Samping MIAB R1 Emina (Pc(s));Product Name
10;Sticker Samping MPAS Face Toner 100 E;Sticker Samping MPAS Face Toner 100 E;Product Name
10;Sticker Samping MPAS Face Toner 100 R1 E;Sticker Samping MPAS Face Toner 100 R1 E;Product Name
10;Sticker Samping MPAS Face Toner 50 E;Sticker Samping MPAS Face Toner 50 E;Product Name
10;Sticker Samping Ms Pimple AS Exfoliating Toner 100 E;Sticker Samping Ms Pimple AS Exfoliating Toner 100 E;Product Name
10;Sticker Samping Ms. Pimple AS Face Toner 50 E;Sticker Samping Ms. Pimple AS Face Toner 50 E;Product Name
10;Sticker Samping N Beard Oil 5 K;Sticker Samping N Beard Oil 5 K;Product Name
10;Sticker Samping NDAH Hand Wash 4L W;Sticker Samping NDAH Hand Wash 4L W;Product Name
10;Sticker Samping Natura Pal Toner Essence 100 E;Sticker Samping Natura Pal Toner Essence 100 E;Product Name
10;Sticker Samping PB Tone Up Micellar Water 100 W R1 ROLL;Sticker Samping PB Tone Up Micellar Water 100 W R1 ROLL;Product Name
10;Sticker Samping Passiontaste Choco Chique 250 IX;Sticker Samping Passiontaste Choco Chique 250 IX;Product Name
10;Sticker Samping Passiontaste Choco Chique 500 IX;Sticker Samping Passiontaste Choco Chique 500 IX;Product Name
10;Sticker Samping Passiontaste Peach Crush Crme 250 IX;Sticker Samping Passiontaste Peach Crush Crme 250 IX;Product Name
10;Sticker Samping Passiontaste Peach Crush Crme 500 IX;Sticker Samping Passiontaste Peach Crush Crme 500 IX;Product Name
10;Sticker Samping Passiontaste Strawberry Parfait Crme 250 I;Sticker Samping Passiontaste Strawberry Parfait Crme 250 I;Product Name
10;Sticker Samping Passiontaste Strawberry Parfait Crme 500 I;Sticker Samping Passiontaste Strawberry Parfait Crme 500 I;Product Name
10;Sticker Samping Passiontaste Vanilla Amber Crme 250 IX;Sticker Samping Passiontaste Vanilla Amber Crme 250 IX;Product Name
10;Sticker Samping Passiontaste Vanilla Amber Crme 500 IX;Sticker Samping Passiontaste Vanilla Amber Crme 500 IX;Product Name
10;Sticker Samping Pimple Hack AS Face Toner 50 E;Sticker Samping Pimple Hack AS Face Toner 50 E;Product Name
10;Sticker Samping Pot LDC 30 Aquos W;Sticker Samping Pot LDC 30 Aquos W;Product Name
10;Sticker Samping Pot LNC 30 Aquos W;Sticker Samping Pot LNC 30 Aquos W;Product Name
10;Sticker Samping Powerskin Liquid Glow Moisturizer MO (Pc(s);Sticker Samping Powerskin Liquid Glow Moisturizer MO (Pc(s);Product Name
10;Sticker Samping Powerskin Micellar Oil 200 MO;Sticker Samping Powerskin Micellar Oil 200 MO;Product Name
10;Sticker Samping Powerskin RTM MO (Pc(s));Sticker Samping Powerskin RTM MO (Pc(s));Product Name
10;Sticker Samping Powerskin Ultra Deep Cleansing Oil 190 MO;Sticker Samping Powerskin Ultra Deep Cleansing Oil 190 MO;Product Name
10;Sticker Samping Powerskin Water Charge Moisturizer R1 MO;Sticker Samping Powerskin Water Charge Moisturizer R1 MO;Product Name
10;Sticker Samping Putri SS Botanical 240 R1 P;Sticker Samping Putri SS Botanical 240 R1 P;Product Name
10;Sticker Samping SPA Eaux-perience Treatment Creme 500 ml IX,PE Transp.,2W,325x55mm,Varnish Gloss (Pc;Sticker Samping SPA Eaux-perience Treatment Creme 500 ml IX,PE Transp.,2W,325x55mm,Varnish Gloss (Pc;Product Name
10;Sticker Samping SS Neutralizer 500 IX;Sticker Samping SS Neutralizer 500 IX;Product Name
10;Sticker Samping SS Smoothening Normal 500 IX;Sticker Samping SS Smoothening Normal 500 IX;Product Name
10;Sticker Samping SS Smoothening Resistant 500 IX;Sticker Samping SS Smoothening Resistant 500 IX;Product Name
10;Sticker Samping SS Smoothening Sensitive 500 IX;Sticker Samping SS Smoothening Sensitive 500 IX;Product Name
10;Sticker Samping Skin Buddy Face Toner 100 E;Sticker Samping Skin Buddy Face Toner 100 E;Product Name
10;Sticker Samping Skin Buddy Face Toner 50 E;Sticker Samping Skin Buddy Face Toner 50 E;Product Name
10;Sticker Samping WPFT R1 Emina;Sticker Samping WPFT R1 Emina;Product Name
10;Sticker Seal Biodef;Sticker Seal Biodef;Product Name
10;Sticker Seal Body Scrub Emina;Sticker Seal Body Scrub Emina;Product Name
10;Sticker Seal Color Therapy Wardah;Sticker Seal Color Therapy Wardah;Product Name
10;Sticker Seal Colorfit PGC W;Sticker Seal Colorfit PGC W;Product Name
10;Sticker Seal Exclusive FC Cushion R1 W (Pc(s));Sticker Seal Exclusive FC Cushion R1 W (Pc(s));Product Name
10;Sticker Seal Exclusive FC Cushion W (Pc(s));Sticker Seal Exclusive FC Cushion W (Pc(s));Product Name
10;Sticker Seal Hydrastay Lite Glow Cushion MO;Sticker Seal Hydrastay Lite Glow Cushion MO;Product Name
10;Sticker Seal Instaperfect Mineralight Matte W (Pc(s));Sticker Seal Instaperfect Mineralight Matte W (Pc(s));Product Name
10;Sticker Seal Kit K;Sticker Seal Kit K;Product Name
10;Sticker Seal L;Sticker Seal L;Product Name
10;Sticker Seal Micellar Water MO;Sticker Seal Micellar Water MO;Product Name
10;Sticker Seal NFS Bundle TV;Sticker Seal NFS Bundle TV;Product Name
10;Sticker Seal Panjang L;Sticker Seal Panjang L;Product Name
10;Sticker Seal Panjang R1 L;Sticker Seal Panjang R1 L;Product Name
10;Sticker Seal Polos L;Sticker Seal Polos L;Product Name
10;Sticker Seal Trial Kit R1 W;Sticker Seal Trial Kit R1 W;Product Name
10;Sticker Seal Trial Kit W;Sticker Seal Trial Kit W;Product Name
10;Sticker Seal Unit Box Emina Ms Pimple Face Serum R0;Sticker Seal Unit Box Emina Ms Pimple Face Serum R0;Product Name
10;Sticker Sh Hair Treatment (APH) Putri tester 40 ML;Sticker Sh Hair Treatment (APH) Putri tester 40 ML;Product Name
10;Sticker Sh Spa Lemon Putri tester 40 ML;Sticker Sh Spa Lemon Putri tester 40 ML;Product Name
10;Sticker Shake Before Use R1;Sticker Shake Before Use R1;Product Name
10;Sticker Shampoo Apple Literan (2,5,20 L) Putri;Sticker Shampoo Apple Literan (2,5,20 L) Putri;Product Name
10;Sticker Shampoo Lemon Literan (2,5,20 L) Putri;Sticker Shampoo Lemon Literan (2,5,20 L) Putri;Product Name
10;Sticker Spa Eaux-perience Conditioner 240 ml IX,PE Transparent,3W,95x143mm,Varnish Glossy (Pc(s));Sticker Spa Eaux-perience Conditioner 240 ml IX,PE Transparent,3W,95x143mm,Varnish Glossy (Pc(s));Product Name
10;Sticker Spa Eaux-perience Conditioner 750 ml IX,PE Transparent,3W,138x214mm,Varnish Glossy (Pc(s));Sticker Spa Eaux-perience Conditioner 750 ml IX,PE Transparent,3W,138x214mm,Varnish Glossy (Pc(s));Product Name
10;Sticker Spa Eaux-perience Shampoo 240 ml IX,PE Transparent,3W,95x143mm,Varnish Glossy (Pc(s));Sticker Spa Eaux-perience Shampoo 240 ml IX,PE Transparent,3W,95x143mm,Varnish Glossy (Pc(s));Product Name
10;Sticker Spa Eaux-perience Shampoo 750 ml IX,PE Transparent,3W,138x214mm,Varnish Glossy (Pc(s));Sticker Spa Eaux-perience Shampoo 750 ml IX,PE Transparent,3W,138x214mm,Varnish Glossy (Pc(s));Product Name
10;Sticker Special Gift Silver Wardah;Sticker Special Gift Silver Wardah;Product Name
10;Sticker Staylast Curl Neutralizer Lotion 100 ml IX;Sticker Staylast Curl Neutralizer Lotion 100 ml IX;Product Name
10;Sticker Staylast Curl Perming Normal 100 ml IX;Sticker Staylast Curl Perming Normal 100 ml IX;Product Name
10;Sticker Staylast Curl Perming Resistant 100 ml IX;Sticker Staylast Curl Perming Resistant 100 ml IX;Product Name
