"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days","Variant Seller/Incoterms"
"","2200013","4","2","DELIVERED DUTY PAID"
"","2200013","4","2","DELIVERED DUTY PAID"
"","2200013","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PAP-UVWFR0-W","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"PAP-UVSWRR2-W","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"PAP-UVSWRR0-W","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"PAP-UVSESGR2-W","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"","2200037","4","2","DELIVERED DUTY PAID"
"PAP-UVSESGR3-WPVC","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PAP-UVSESGR4-W","2200013","4","2","DELIVERED DUTY PAID"
"","2200013","4","2","DELIVERED DUTY PAID"
"PAP-UVSESGR5-WKJ","2200152","4","2","DELIVERED DUTY PAID"
"PAP-UVSESGR5-W","2200043","4","2","DELIVERED DUTY PAID"
"","2200013","4","2","DELIVERED DUTY PAID"
"","2200013","4","2","DELIVERED DUTY PAID"
"DUS-PM7DFM-E","2200097","4","2","DELIVERED DUTY PAID"
"","2200097","4","2","DELIVERED DUTY PAID"
"PART-BSFS30-EFSC","2200070","4","2","DELIVERED DUTY PAID"
"PART-DECTMR0-E","2200037","4","2","DELIVERED DUTY PAID"
"PART-DEDTBR0-WAC","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DEDTFLR1-WAC","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DEDTINR1-WAC","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DEDTJR0-WAC","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DEDTPSR0-WAC","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DEDTPCR0-WAC","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DEDTPRR0-WAC","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DEDTSHR1-WAC","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DEDTSPR1-WAC","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DHGFFR0-MO","2200070","4","2","DELIVERED DUTY PAID"
"PART-HLTB15R0-MO","2200070","4","2","DELIVERED DUTY PAID"
"PART-DHSMO-I31WLG","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DMPASFS30-E","2200126","4","2","DELIVERED DUTY PAID"
"PART-DNDCMR0-W","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DPLGM-MO","2200152","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DPRTM-MO","2200152","4","2","DELIVERED DUTY PAID"
"PART-DPWCM-MO","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DWLFR1-MO","2200070","4","2","DELIVERED DUTY PAID"
"PART-DRYTER1-W","2200126","4","2","DELIVERED DUTY PAID"
"PART-DRYTER0-WI","2200072","4","2","DELIVERED DUTY PAID"
"PART-DUCLMFMO-I31WLG","2200152","4","2","DELIVERED DUTY PAID"
"","2200043","4","2","DELIVERED DUTY PAID"
"PART-DWLFMO-I31WLD","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","4","2","DELIVERED DUTY PAID"
"PART-DWSPTER1-W","2200072","4","2","DELIVERED DUTY PAID"
"PART-DWSPTER0-WCC","2200090","4","2","DELIVERED DUTY PAID"
"PART-IRRPBSFT50R0-E","2200043","4","2","DELIVERED DUTY PAID"
"PART-IRRPBSFW50R0-E","2200013","18","2","DELIVERED DUTY PAID"
"","2200013","4","2","DELIVERED DUTY PAID"
"PART-IRRPTEMLSR0-W","2200152","4","2","DELIVERED DUTY PAID"
"PART-IRRPTJKLTSR0-OMG","2200152","4","2","DELIVERED DUTY PAID"
"PART-IRRPTMKLCR0-OMG","2200043","4","2","DELIVERED DUTY PAID"
"","2200152","1","2","DELIVERED DUTY PAID"
"PART-IRRPTMKLCR1-OMG","","","",""
"PART-KBBIODR0-B","2306205","3","2","DELIVERED DUTY PAID"
"","2306205","3","2","DELIVERED DUTY PAID"
"PART-KBBIOER0-B","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"PART-KBBS150R1-KMM24L","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"PART-KBBS150-KMM24L","2200095","4","2","DELIVERED DUTY PAID"
"PART-KBBS50R1-KMM28L","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"","2200007","3","2","DELIVERED DUTY PAID"
"PART-KBBS50-KMM28L","2200095","4","2","DELIVERED DUTY PAID"
"PART-UBST30-T","2200037","6","2","DELIVERED DUTY PAID"
"","2200037","6","2","DELIVERED DUTY PAID"
"","2200037","6","2","DELIVERED DUTY PAID"
"BRUS-PCBR0-MO","2304171","15","2","FREE ON BOARD"
"DUS-PYNGHTP-","2200097","4","2","DELIVERED DUTY PAID"
"","2200097","4","2","DELIVERED DUTY PAID"
"","2200097","4","2","DELIVERED DUTY PAID"
"SACH-PBPCS5-W","2200105","4","2","DELIVERED DUTY PAID"
"SACH-PBTCS5-W","2200105","4","2","DELIVERED DUTY PAID"
"PIP-DB20S-X","2306553","9","2","DELIVERED DUTY PAID"
"","2306553","9","2","DELIVERED DUTY PAID"
"","2306553","9","2","DELIVERED DUTY PAID"
"","2306553","9","2","DELIVERED DUTY PAID"
"","2306553","9","2","DELIVERED DUTY PAID"
"","2306553","9","2","DELIVERED DUTY PAID"
"","2306553","9","2","DELIVERED DUTY PAID"
"PIP-DB30SR0-X","2306553","8","2","DELIVERED DUTY PAID"
"PIP-DBMPASFS30-E","2306553","6","2","DELIVERED DUTY PAID"
"PIP-DBNPSS40R0-E","2306553","6","2","DELIVERED DUTY PAID"
"PIP-DBT30S-T","2200025","10","2","FREE ON BOARD"
"","2200025","10","2","FREE ON BOARD"
"","2200025","10","2","FREE ON BOARD"
"PIP-DCDSW-ESW","2200119","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"PIP-DSGG15R0-GG","2200151","14","2","FREE ON BOARD"
"","2200151","14","2","FREE ON BOARD"
"","2200151","14","2","FREE ON BOARD"
"PIP-DRYAASW-ESW","2200119","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"PIP-DWSEW-ESW","2200119","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"PIP-MURYUMS30-W","2200025","4","2","EX WORKS"
"PITA-SPCSFR0-W","2300473","9","2","DELIVERED DUTY PAID"
"PLAS-DMISCEPR0-WPVC","2200033","5","2","DELIVERED DUTY PAID"
"","2200033","5","2","DELIVERED DUTY PAID"
"","2200033","5","2","DELIVERED DUTY PAID"
"","2200033","5","2","DELIVERED DUTY PAID"
"PS-BL300PVC-WL","2200164","2","2","DELIVERED DUTY PAID"
"","2200164","2","2","DELIVERED DUTY PAID"
"","2200164","2","2","DELIVERED DUTY PAID"
"","2200164","2","2","DELIVERED DUTY PAID"
"PLAS-VCEXBLSR0-W","2200084","4","2","DELIVERED DUTY PAID"
"","2200084","4","2","DELIVERED DUTY PAID"
"","2200084","4","2","DELIVERED DUTY PAID"
"","2200084","4","2","DELIVERED DUTY PAID"
"","2200084","4","2","DELIVERED DUTY PAID"
"PLAS-VCEXLWMR0-W","2200084","3","2","DELIVERED DUTY PAID"
"","2200084","3","2","DELIVERED DUTY PAID"
"","2200084","3","2","DELIVERED DUTY PAID"
"","2200084","3","2","DELIVERED DUTY PAID"
"PLAS-VCUVSSR0-W","2200084","2","2","DELIVERED DUTY PAID"
"","2200084","2","2","DELIVERED DUTY PAID"
"PLAS-DMBOPMO-PVC0109","2200098","6","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"PLAS-DMBOSC-3159","2200098","6","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"PLAS-DMCPR0-W","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DMCTWCRP-P85","2200033","5","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"","2200098","5","2","DELIVERED DUTY PAID"
"","2200033","5","2","DELIVERED DUTY PAID"
"PLAS-DMCLPFRR0-W","2200033","4","2","DELIVERED DUTY PAID"
"","2200033","4","2","DELIVERED DUTY PAID"
"","2200033","4","2","DELIVERED DUTY PAID"
"PLAS-DMEESBO-WPVC","2200033","6","2","DELIVERED DUTY PAID"
"","2200033","6","2","DELIVERED DUTY PAID"
"PLAS-DMESMO-PVC01051","2200098","6","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"PLAS-DMEXEBK-WPVC","2200033","4","2","DELIVERED DUTY PAID"
"PLAS-DMLPWNL-T01M115","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"PLAS-DML150-D62P","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"","2200075","4","2","DELIVERED DUTY PAID"
"PLAS-DM55R0-W","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DM58R0-W","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DM60R0-W","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DMBOPR0-MO","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DMESBOR0-E","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DMESBOR0-MO","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DMESBOR0-W","2200098","3","2","DELIVERED DUTY PAID"
"","2200098","3","2","DELIVERED DUTY PAID"
"PLAS-DMPUGHR0-MOPVC","2200005","3","2","DELIVERED DUTY PAID"
"PLAS-DMRGFHR0-MO","2306641","4","2","DELIVERED DUTY PAID"
"PLAS-DMTWCEWNL-D608M","2200033","5","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"","2200098","5","2","DELIVERED DUTY PAID"
"PLAS-DMTWCLWNL-D5808","2200098","6","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"","2200033","5","2","DELIVERED DUTY PAID"
"","2200098","6","2","DELIVERED DUTY PAID"
"PLAS-FPGM75-OMG","","","",""
"PLAS-FPGFW9-OMG","","","",""
"PLAS-FPBCFBS20R0-W","2309183","4","2","DELIVERED DUTY PAID"
"","2309183","4","2","DELIVERED DUTY PAID"
"","2309183","4","2","DELIVERED DUTY PAID"
"","2309183","4","2","DELIVERED DUTY PAID"
"PLAS-MCPLPBR0-W","2200005","2","2","DELIVERED DUTY PAID"
"","2200005","2","2","DELIVERED DUTY PAID"
"PLAS-MCPSPFR0-W","2200005","2","2","DELIVERED DUTY PAID"
"","2200005","2","2","DELIVERED DUTY PAID"
"PLAS-NFSLPFR0-W","2200124","3","2","DELIVERED DUTY PAID"
"PLAS-NFSSP5-WOPP","2200124","3","2","DELIVERED DUTY PAID"
"PLAS-NFSTS-OPP","2303233","4","2","DELIVERED DUTY PAID"
"PLAS-PERC1725-","2302715","5","2","DELIVERED DUTY PAID"
"PLAS-PPBCFBS20R0-OPP","2200124","2","2","DELIVERED DUTY PAID"
"PLAS-SLLF6R0-W","2309183","6","2","DELIVERED DUTY PAID"
"","2309183","6","2","DELIVERED DUTY PAID"
"PS-HS200-75202T80-P","2200099","6","2","DELIVERED DUTY PAID"
"PS-PVCALMR2-WP35","2200073","6","2","DELIVERED DUTY PAID"
"","2200073","6","2","DELIVERED DUTY PAID"
"PS-PVCBG15R4-70177","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"PS-PVCBSR1-WPVC","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"PS-PVCSM60R1-61","2200096","4","2","DELIVERED DUTY PAID"
"","2200096","4","2","DELIVERED DUTY PAID"
"PS-PVCBT30-W55X102","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"PS-CAP-WPVC","2200096","3","2","DELIVERED DUTY PAID"
"PS-PVCL720R1-PPVC","2200099","6","2","DELIVERED DUTY PAID"
"PS-PVCMUR-WPVC","2200099","6","2","DELIVERED DUTY PAID"
"PS-PVCPN80R1-9014503","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"PS-PVCPCMR1-WP35","2200073","6","2","DELIVERED DUTY PAID"
"","2200073","6","2","DELIVERED DUTY PAID"
"PS-PVCP1501109-PF","2200099","6","2","DELIVERED DUTY PAID"
"PS-PVCPR150R1-WPVC","2200074","4","2","DELIVERED DUTY PAID"
"","2200074","4","2","DELIVERED DUTY PAID"
"","2200074","4","2","DELIVERED DUTY PAID"
"PS-PVCPR250R1-WPVC","2200074","4","2","DELIVERED DUTY PAID"
"","2200074","4","2","DELIVERED DUTY PAID"
"","2200074","4","2","DELIVERED DUTY PAID"
"PS-PVCPR50-150025JT","2200096","8","2","DELIVERED DUTY PAID"
"","2200096","8","2","DELIVERED DUTY PAID"
"TUBE-EFM60-W2L","2200076","6","2","DELIVERED DUTY PAID"
"PS-PVCWEDT-125P","2200096","6","2","DELIVERED DUTY PAID"
"","2200096","6","2","DELIVERED DUTY PAID"
"PS-CVMLMR1-W","2200073","4","2","DELIVERED DUTY PAID"
"","2200073","4","2","DELIVERED DUTY PAID"
"","2200073","4","2","DELIVERED DUTY PAID"
"PS-JOSR0-WBOPP","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"PS-MRCFR0-WBOPP","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"PS-SABER0-WBOPP","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"PS-SAESR0-WBOPP","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"PS-SROSR0-WBOPP","2200137","4","2","DELIVERED DUTY PAID"
"","2200137","4","2","DELIVERED DUTY PAID"
"PS-DPGM25-OMG","2309281","4","2","DELIVERED DUTY PAID"
"","2309281","4","2","DELIVERED DUTY PAID"
"","2309281","4","2","DELIVERED DUTY PAID"
"","2309281","4","2","DELIVERED DUTY PAID"
"","2309281","4","2","DELIVERED DUTY PAID"
"PS-LFT125R0-W","2200132","3","2","DELIVERED DUTY PAID"
"PS-NLLPBBCR0-W","2200130","2","2","DELIVERED DUTY PAID"
"PS-PVCEESBOR1-WPVC","2200096","5","2","DELIVERED DUTY PAID"
"","2200096","5","2","DELIVERED DUTY PAID"
"PS-TVEMR0-WPET","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"","2303751","3","2","DELIVERED DUTY PAID"
"PS-CLFR0-OMG","2309281","3","2","DELIVERED DUTY PAID"
"","2309281","3","2","DELIVERED DUTY PAID"
"","2309281","3","2","DELIVERED DUTY PAID"
"","2309281","3","2","DELIVERED DUTY PAID"
"PS-LFT125R1-W","2200132","3","2","DELIVERED DUTY PAID"
"","2200132","3","2","DELIVERED DUTY PAID"
"PLAS-SLBCPRR1-WOPP","2200107","3","2","DELIVERED DUTY PAID"
"","2200107","3","2","DELIVERED DUTY PAID"
"PLAS-SPONWNLOPP-1WH0","2200138","8","2","DELIVERED DUTY PAID"
"PLAS-TSTEMMR0-WOPP","2200124","2","2","DELIVERED DUTY PAID"
"PLAS-TSTKSNBAW-1827","2303233","4","2","DELIVERED DUTY PAID"
"PLU-BALMR1-WPE","2200032","16","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"PLU-BB100N-","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"PLU-BCLFR0-OMG","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"PLU-BG150LBLWNL-NTRL","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BG150WSELG-WLD","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BG150WSPBCG-WLD","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BG150LFTWNL-NTRL","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BG150LFTRC-WNAT","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BG150LMCWNL-NTRL","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BG150LMCRC-WNAT","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BHRPIT30PSF-W","2200004","4","2","DELIVERED DUTY PAID"
"PLU-BHRPIT30-W","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"PLU-BL100NAT-ULDPE","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BL200NAT-LDPE","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"PLU-BLLS-ELD","2200006","16","2","FREE ON BOARD"
"","2200006","16","2","FREE ON BOARD"
"PLU-BS150HT-WLD","2200036","6","2","DELIVERED DUTY PAID"
"","2200036","6","2","DELIVERED DUTY PAID"
"PLU-BS150OOFMWN-NTRL","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BS150PT-WLD","2200036","6","2","DELIVERED DUTY PAID"
"","2200036","6","2","DELIVERED DUTY PAID"
"PLU-BS150SBC-WLD","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BS150SBT-WLD","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BS50POOWNL-NTRLD","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"PLU-BSLAMR0-E","2200032","15","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"PLU-BSLEL-WPE","2200032","15","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"PLU-BTE40N-HDPE","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"PLU-BCMR0-EM","2200120","14","2","FREE ON BOARD"
"PLU-BCSPTE50R0-WLDHD","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"PLU-BEMLCR0-W","2200044","6","2","DELIVERED DUTY PAID"
"","2200044","6","2","DELIVERED DUTY PAID"
"PLU-BNBO5-K","2306553","3","2","DELIVERED DUTY PAID"
"PLU-BCBE6R0-W","2200119","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"PLU-BGMUCLT-W","2306553","15","2","DELIVERED DUTY PAID"
"","2306553","15","2","DELIVERED DUTY PAID"
"PLU-BRYTE50R0-WLDHD","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"PLU-BRYTER0-WLDHD","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"PLU-BTVEMR2-WPE","2200032","17","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"PLU-BWSPTE50R0-WLDHD","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"PLU-BWSPTER0-WLDHD","2200001","14","2","EX WORKS"
"","2200001","14","2","EX WORKS"
"","2200001","14","2","EX WORKS"
"","2200001","14","2","EX WORKS"
"PLU-CSET125-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"PLU-CASEWS45W-","2200006","10","2","FREE ON BOARD"
"PLU-CLCMO-LDN","2200006","14","2","FREE ON BOARD"
"","2200006","14","2","FREE ON BOARD"
"PLU-CSAOC50R0-W","2200093","8","2","DELIVERED DUTY PAID"
"","2200093","8","2","DELIVERED DUTY PAID"
"PLU-CTKBE10-W","2200119","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"PLU-CGKOC10R0-W","2306553","6","2","DELIVERED DUTY PAID"
"PLU-CSAHG50R0-W","2200093","8","2","DELIVERED DUTY PAID"
"","2200093","8","2","DELIVERED DUTY PAID"
"PLU-CSRRC50R0-W","2200093","8","2","DELIVERED DUTY PAID"
"","2200093","8","2","DELIVERED DUTY PAID"
"PLU-CTKHG10-W","2200151","15","2","FREE ON BOARD"
"","2200119","15","2","FREE ON BOARD"
"PLU-CTKRC10R0-W","2306553","6","2","DELIVERED DUTY PAID"
"PLU-DGS15-GG","2200151","15","2","EX WORKS"
"PLU-ELMFR0-W","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"PLU-FROZZ100R0-W","2200004","4","2","DELIVERED DUTY PAID"
"","2200004","4","2","DELIVERED DUTY PAID"
"PLU-HRIT100R0-W","2200004","8","2","DELIVERED DUTY PAID"
"","2200004","8","2","DELIVERED DUTY PAID"
"","2200004","8","2","DELIVERED DUTY PAID"
"PLU-HRDADGR0-W","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"PLU-HRMRNGR0-W","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"PLU-IBBM1R0-WPEN","2200032","17","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"PLU-IBBM2R0-WPEN","2200032","16","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"PLU-JCK2L-X","2200051","2","2","DELIVERED DUTY PAID"
"","2200051","2","2","DELIVERED DUTY PAID"
"","2200051","2","2","DELIVERED DUTY PAID"
"PLU-JC20","2200057","4","2","DELIVERED DUTY PAID"
"PLU-JC2LNHDPE-","2200064","4","2","DELIVERED DUTY PAID"
"PLU-JC5LLDPE-NTR","2200051","1","2","DELIVERED DUTY PAID"
"PLU-LFT125-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"PLU-MUACNS-W","2306553","2","2","DELIVERED DUTY PAID"
"PLU-MUCHS1-T","2200025","4","2","EX WORKS"
"PLU-TMUM1EM-E","2200006","4","2","FREE ON BOARD"
"PLU-TMUM3C-E","2200006","4","2","FREE ON BOARD"
"PLU-TMUM4LM-E","2200006","4","2","FREE ON BOARD"
"PLU-TMUM2M-E","2200006","4","2","FREE ON BOARD"
"PLU-TMUM5LG-E","2200006","6","2","FREE ON BOARD"
"PLU-MUQB30-B","2200160","14","2","EX WORKS"
"PLU-MURYUMS30-W","2200025","4","2","EX WORKS"
"PLU-PPBLANCT-X","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
