SKU code;SKU Description;COGS Currency;COGS;Uom1;Coef Uom2;Uom2;Coef Uom3;Uom3;Coef Uo4;Uom4;Coef Uom5;Uom5;Coef Uom6;Uom6;Coef Uom7;Uom7;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 20;Attribute 21;Attribute 22;Attribute 23;Attribute 24;Attribute 25;Attribute 26;Attribute 27;Attribute 28;Attribute 29;Attribute 30
TUBE-PUDSR1-MO;Tube Powerskin Urban Defense Sunscreen R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;;;;;;TUBE-PUDSR1-MO;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RHBW30-K;Tube Relaxing HBW 30 K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;TUBE-RHBW30-K;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYAADC17R0-W259;Tube Renew You Day 17 ml Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYAADC17R0-W259;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-RYAADC17R1-W259;Tube Renew You AA Day Cream 17 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYAADC17R1-W259;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYAAEC10R0-W5L;Tube Renew You Eye Cream 10 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-RYAAEC10R0-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYAAEC15R0-W5L;Tube Tube Renew You Eye Cream 15 W Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-RYAAEC15R0-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYAAFW100-W2L;Tube Renew You Anti Aging Facial Wash 100 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYAAFW100-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYAANC17R0-W259;Tube Renew You Night 17 ml Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYAANC17R0-W259;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-RYAANC17R1-W259;Tube Renew You AA Night Cream 17 ml R1 Wardah 25x95mm (Pc(s;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYAANC17R1-W259;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYAANC17R2-W;Tube Renew You NC 17 R2 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYAANC17R2-W;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYDC15R0-WPBL;Tube Renew You Day Cream 15 PBL W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYDC15R0-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYDC15R1-WPBL;Tube Renew You Day Cream 15 PBL R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;;;;;;TUBE-RYDC15R1-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYEC10R0-W;Tube Renew You Eye Cream 10 R0 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-RYEC10R0-W;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYEC10R1-W;Tube Renew You Eye Cream 10 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-RYEC10R1-W;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYFW100R0-WPBL;Tube Renew You Facial Wash 100 PBL W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYFW100R0-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYFW100R1-WPBL;Tube Renew You Facial Wash 100 PBL R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;;;;;;TUBE-RYFW100R1-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-RYNC15R0-WPBL;Tube Renew You Night Cream 15 PBL W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-RYNC15R0-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-RYNC15R1-WPBL;Tube Renew You Night Cream 15 PBL R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;;;;;;TUBE-RYNC15R1-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBBUFWR0-E;Tube SB Bubble Up FW E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SBBUFWR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBDBFWR0-E;Tube SB Dot Burst FW E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SBDBFWR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFM60-W2L;Tube Seaweed Balancing Facial Mask 60 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFM60-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFM60R1-W2L;Tube Seaweed Balancing Facial Mask 60 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFM60R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFS100-W2L;Tube Seaweed Balancing Facial Scrub 100 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFS100-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFS100R1-W2L;Tube Seaweed Balancing Facial Scrub 100 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFS100R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFS60-W2L;Tube Seaweed Balancing Facial Scrub 60 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFS60-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFS60R1-W2L;Tube Seaweed Balancing Facial Scrub 60 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFS60R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFW100-W2L;Tube Seaweed Balancing Facial Wash 100 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFW100-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFW100R1-W2L;Tube Seaweed Balancing Facial Wash 100 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFW100R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFW60-W2L;Tube Seaweed Balancing Facial Wash 60 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFW60-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBFW60R1-W2L;Tube Seaweed Balancing Facial Wash 60 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SBFW60R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBSPF3023-E;Tube Sun Battle SPF 30 23 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SBSPF3023-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-SBSPF45R0-E;Tube SB SPF 45 30 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SBSPF45R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-SBSPFR0-E;Tube SB Sun Protection E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SBSPFR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SBSPFR1-E;Tube SB Sun Protection R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SBSPFR1-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-SCG40HR1W-OE;Tube Sunscreen Gel 40 ml Haji Rev-1 Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SCG40HR1W-OE;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-SCG40R1WOE-31;Tube Sunscreen Gel 40 ml Rev-1 Open End Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SCG40R1WOE-31;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-SCG40R2-W2L;Tube Tube Sunscreen Gel 40 R2 W Wardah;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-SCG40R2-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMUBCAR0-E;Tube SMU Browcara Ashy E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMUBCAR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMUBCCR0-E;Tube SMU Browcara Clear E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMUBCCR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMUBCWR0-E;Tube SMU Browcara Woody E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMUBCWR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-SMULCCR0-E;Tube SMU Liq Concealer Caramel E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULCCR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULCLR0-E;Tube SMU Liq Concealer Light E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULCLR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULCNR0-E;Tube SMU Liq Concealer Natural E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULCNR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULG01R0-E;Tube SMU Lip Glass 01 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULG01R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULG02R0-E;Tube SMU Lip Glass 02 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULG02R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULM01R0-E;Tube SMU Lip Matte 01 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULM01R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULM02R0-E;Tube SMU Lip Matte 02 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULM02R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULM03R0-E;Tube SMU Lip Matte 03 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULM03R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMULM04R0-E;Tube SMU Lip Matte 04 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMULM04R0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SMUMR0-E;Tube SMU Mascara E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;import;;;;;TUBE-SMUMR0-E;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-SP30MR0-E5L;Tube SP30 Mini Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SP30MR0-E5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SP30R0-E5L;Tube Tube SP30 Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SP30R0-E5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SP30R1-EBIL;Tube SP30 BIL R1 E;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SP30R1-EBIL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-SRFS60R0-E2L;Tube SRFS Emina;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Emina;;local;;;;;TUBE-SRFS60R0-E2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-TAOCDFW100R0-K;Tube TAOCD FW 100 R0 K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;TUBE-TAOCDFW100R0-K;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-TAOCDFW100R1-K;Tube TAOCD FW 100 R1 K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;TUBE-TAOCDFW100R1-K;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-TGTO1C100R0-T;Tube Gel to Oil 1st Cleanser 100 T;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Tavi;;import;;;;;TUBE-TGTO1C100R0-T;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-TPSMR0-K;Tube Triple Protection Sunscreen Moisturizer 30 K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;TUBE-TPSMR0-K;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-TPSMR1-K;Tube Triple Protection Sunscreen Moisturizer 30 R1 K;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Kahf;;local;;;;;TUBE-TPSMR1-K;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-USS100-W2L;Tube Ultimate Strength Shampoo 100 ml Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-USS100-W2L;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-UVSGM-WPBL;Tube UVS ES Gel Moist PBL W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-UVSGM-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-UVSGMR0-W;Tube SA UVS ES Gel Moist W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-UVSGMR0-W;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-UVSWFR0-W;Tube SA UVS AF Essence W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-UVSWFR0-W;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-VCPM20R0-MO;Tube Velvet Clear Pore Minimizer 20 R0 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;import;;;;;TUBE-VCPM20R0-MO;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-VMP20R0-MO;Tube Velvet Mattifying Primer 20 R0 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;import;;;;;TUBE-VMP20R0-MO;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WHPMG40-W2L;Tube Witch Hazel Purifying Moisturizer Gel 40ml W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WHPMG40-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WHPMG40R1-W2L;Tube Witch Hazel Purifying Moisturizer Gel 40 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WHPMG40R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;regular
TUBE-WJ100PD41T-5WVG;Tube Wet Jelly Putri;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Putri;;local;;;;;TUBE-WJ100PD41T-5WVG;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WJ100R1-P2L;Tube Wet Jelly 100 ml R1 Putri (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Putri;;local;;;;;TUBE-WJ100R1-P2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WL100PD41T-5WVG;Tube Wet look 100 ml Putri;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Putri;;local;;;;;TUBE-WL100PD41T-5WVG;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WL100R1-P2L;Tube Wet Look 100ml R1 Putri (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Putri;;local;;;;;TUBE-WL100R1-P2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WL100R2-P;Tube Wet Look 100 ml R2 Putri;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Putri;;local;;;;;TUBE-WL100R2-P;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSBEC10R0-W5L;Tube White Secret Brightening Eye Cream 10 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-WSBEC10R0-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSBEC15R0-W5L;Tube White Secret Brightening Eye Cream 15 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-WSBEC15R0-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSDC17H-W5L;Tube White Secret DC 17 HC W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-WSDC17H-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSDC17R0-W5L;Tube White Secret Day Cream Wardah 17ML;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSDC17R0-W5L;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WSDC17R1-WPBL;Tube White Secret DC 17 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSDC17R1-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSESC40-WES;Tube White Secret Exfoliating Scrub Wardah 40 ML;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSESC40-WES;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WSESC50R0-W2L;Tube Tube WS Exfoliating Scrub 50 ml Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSESC50R0-W2L;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WSESC50R1-W2L;Tube WS Exfoliating Scrub 50 R1 W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSESC50R1-W2L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSFWAHA100-WL;Tube White Secret Facial Wash With AHA 100 ml Lam Wardah La;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSFWAHA100-WL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSFWWA100-W2L;Tube White Secret Facial Wash with AHA 100 ml Wardah;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSFWWA100-W2L;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WSFWWA40-WES;Tube White Secret Facial Wash AHA Wardah 40 ml;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSFWWA40-WES;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WSIBE20-WES;Tube White Secret Intense Brightening Essence Wardah 20 ml;;;Set;;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSIBE20-WES;;;;;;;;;;;;;;;;TUBE;Set;;;irregular
TUBE-WSNC17H-W5L;Tube White Secret NC 17 HC W (Pc(s));;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;TUBE-WSNC17H-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSNC17R0-W5L;Tube White Secret NC 17 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSNC17R0-W5L;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
TUBE-WSNC17R1-WPBL;Tube White Secret NC 17 R1 W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;TUBE-WSNC17R1-WPBL;;;;;;;;;;;;;;;;TUBE;Pc(s);;;irregular
WEB-AAFW100R0-AM;Plastic Web AAAD FW 100 AM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Non Brand;;local;;;;;WEB-AAFW100R0-AM;;;;;;;;;;;;;;;;PLASTIC WEB;Pc(s);;;irregular
WEB-AAFW50R0-AM;Plastic Web AAAD FW 50 AM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Non Brand;;local;;;;;WEB-AAFW50R0-AM;;;;;;;;;;;;;;;;PLASTIC WEB;Pc(s);;;irregular
WEB-DPFW100R0-AM;Plastic Web DPP FW 100 AM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Non Brand;;local;;;;;WEB-DPFW100R0-AM;;;;;;;;;;;;;;;;PLASTIC WEB;Pc(s);;;irregular
WEB-DPPFW50R0-AM;Plastic Web DPP FW 50 AM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Non Brand;;local;;;;;WEB-DPPFW50R0-AM;;;;;;;;;;;;;;;;PLASTIC WEB;Pc(s);;;irregular
WEB-OCFW50R0-AM;Plastic Web PBOC FW 50 AM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Non Brand;;local;;;;;WEB-OCFW50R0-AM;;;;;;;;;;;;;;;;PLASTIC WEB;Pc(s);;;irregular
WEB-PDFW50R0-AM;Plastic Web PBPD FW 50 AM;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Non Brand;;local;;;;;WEB-PDFW50R0-AM;;;;;;;;;;;;;;;;PLASTIC WEB;Pc(s);;;irregular
WIPE-EMLSR0-W;Wiper Everyday Matte Lip Shot W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;;;;;;WIPE-EMLSR0-W;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-HSLWR1-MO;Wiper Hydrastay SLW R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;import;;;;;WIPE-HSLWR1-MO;;;;;;;;;;;;;;;;PLUG;Pc(s);;;regular
WIPE-PSCRMSR0-W;PS Wiper Crystallure Rouge Matte Stain W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Crystallure;;import;;;;;WIPE-PSCRMSR0-W;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSEBALSR0-W;PS Wiper EyeXpert Brow and Lash Serum W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;WIPE-PSEBALSR0-W;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSELCR0-W;PS Wiper Everyday Lip Cream W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;local;;;;;WIPE-PSELCR0-W;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSEXLWMR0-W;PS Wiper EyeXpert Liftlasting Waterproof Mascara W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;WIPE-PSEXLWMR0-W;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSF2R0-MO;PS Wiper Flower 2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;import;;;;;WIPE-PSF2R0-MO;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSF2R1-MO;PS Wiper Flower 2 R1 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;import;;;;;WIPE-PSF2R1-MO;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSFEBALSR0-W;PS Final Wiper EyeXpert Brow and Lash Serum W;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Wardah;;import;;;;;WIPE-PSFEBALSR0-W;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
WIPE-PSFF2R0-MO;PS Final Wiper Flower 2 MO;;;Pc(s);;g;;g;;;;KOLI;;PLT;;TRL;PM;;Make Over;;;;;;;WIPE-PSFF2R0-MO;;;;;;;;;;;;;;;;PLUG;Pc(s);;;irregular
