SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
SHIF-DMLPR0-EPPN;2200089;1;9;2;10200;1360;Techpack Asia, PT;3761;202104;
SHIF-ELFPR2-WPPN;2200004;1;6;2;10080;96;Albea Rigid Packaging, PT;3762;202104;
SHIF-ESFBBLP-WPP;2200093;1;4;2;10752;896;Tigermandiri Pratama, PT;3763;202104;
SHIF-HSRFPR0-MO;2200034;1;14;2;10000;100;GUANGZHOU RECTSKIN COSMETIC AC;3764;202104;
SHIF-LLPR0-WPPN;2200089;1;9;2;10200;1360;Techpack Asia, PT;3765;202104;
SHIF-PSHRFP-MO;2200034;1;4;2;100;100;GUANGZHOU RECTSKIN COSMETIC AC;3766;202116;
SHIF-PSLP-C;2200120;1;6;2;100;100;SHAMROCK (HK) LIMITED;3767;202108;
SHIF-QLPR0-IP;2200120;1;8;2;25000;924;SHAMROCK (HK) LIMITED;3768;202146;
SHIF-SFLPR0-EPPN;2200093;1;4;2;10080;2520;Tigermandiri Pratama, PT;3769;202104;
SHIF-SFLPR1-E;2200089;1;4;2;10000;800;Techpack Asia, PT;3770;202120;
SHIF-SPRR1-MOPPN;2200089;1;9;2;10200;1360;Techpack Asia, PT;3771;202104;
SHIF-STBSLPR1-EBS;2200004;1;4;2;30000;2500;Albea Rigid Packaging, PT;3772;202104;
SMAS-BSESMR0-E;2300964;1;4;2;20000;1;Cosmax Indonesia, PT;3773;;
SMAS-NDAVR0-W;2304858;1;10;2;500000;1;TCI Co., Ltd;3774;;
SMAS-NDAVR1-W;2304858;1;10;2;50000;100;TCI Co., Ltd;3775;202104;
SMAS-NDAVR2-W;2304858;1;12;2;50000;100;TCI Co., Ltd;3776;;
SMAS-NDGTR0-W;2304858;1;10;2;500000;1;TCI Co., Ltd;3777;;
SMAS-NDGTR1-W;2304858;1;10;2;50000;100;TCI Co., Ltd;3778;202104;
SMAS-NDRCR0-W;2304858;1;10;2;500000;1;TCI Co., Ltd;3779;;
SMAS-NDRCR1-W;2304858;1;10;2;50000;100;TCI Co., Ltd;3780;202104;
SMAS-NDRSR0-W;2304858;1;10;2;500000;1;TCI Co., Ltd;3781;;
SMAS-NDRSR1-W;2304858;1;10;2;50000;100;TCI Co., Ltd;3782;202104;
SMAS-NDVCR1-W;2304858;1;14;2;50000;1;TCI Co., Ltd;3783;;
SMAS-NDVCR2-W;2304858;1;12;2;50000;100;TCI Co., Ltd;3784;;
SPT-CDMM30R0-W;2305884;1;4;2;20000;1452;Natamas Plast, PT;3785;202104;
SPT-CRYSCR0-W;2200114;1;16;2;50000;100;SHAOXING CITY MEIQUAN PLASTIC INDUSTY CO.,LTD;3786;202104;
SPT-HRGR0-W;2200036;1;4;2;100000;20000;Hidayat Putra Industri, PT;3787;202104;
SPT-LMR1-E;2305884;1;4;2;20000;672;Natamas Plast, PT;3788;202107;
STIC-AJIITC-UCNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3789;202104;
STIC-AJIITD-UCNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3790;202104;
STIC-AJIITK-UCNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3791;202104;
STIC-APD60HR2-PEW2G;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3792;202104;
STIC-BAHG240R1-W;2303747;1;3;2;30000;100;Satyamitra Labeljaya P., PT;3793;202104;
STIC-BAHHGR1-W;2303747;1;3;2;100000;100;Satyamitra Labeljaya P., PT;3794;202104;
STIC-BAHHS100-WM;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;3795;202104;
STIC-BAHHW200-W;2303751;1;3;2;12000;100;Theia Digilab Indonesia, PT;3796;202104;
STIC-BAPRT100-WGCE;2200015;1;3;2;20000;100;Best Label, PT;3797;202104;
STIC-BAPSR0-MO;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3798;;
STIC-BAPSR1-MO;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3799;202135;
STIC-BBSMW100-E;2200015;1;3;2;50000;100;Best Label, PT;3800;202104;
STIC-BBSMW50-E;2200015;1;3;2;50000;100;Best Label, PT;3801;202104;
STIC-BBWMGTR0-BD;2200015;1;3;2;20000;100;Best Label, PT;3802;202132;
STIC-BBWMSSR0-BD;2200015;1;3;2;20000;100;Best Label, PT;3803;202132;
STIC-BBWMYZR0-BD;2200015;1;3;2;20000;100;Best Label, PT;3804;202132;
STIC-BCADLP01R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3805;202104;
STIC-BCADLP02R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3806;202104;
STIC-BCADLP03R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3807;202104;
STIC-BCADLP04R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3808;202104;
STIC-BCADLP05R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3809;202104;
STIC-BCADLP06R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3810;202104;
STIC-BCADLP07R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3811;202104;
STIC-BCADLP08R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3812;202104;
STIC-BCADLP09R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3813;202104;
STIC-BCADLP10R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3814;202104;
STIC-BCADLP11R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3815;202104;
STIC-BCADLP12R0-W;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3816;202104;
STIC-BCBBCC-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3817;202104;
STIC-BCBBCL-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3818;202104;
STIC-BCBBCN-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3819;202104;
STIC-BCBBSRR0-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3820;202104;
STIC-BCBO10-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;3821;202104;
STIC-BCBO10RP-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;3822;202104;
STIC-BCBO1MOPPW-1W31;2200055;1;2;2;5000;100;Mitra Abadi Printing;3823;202104;
STIC-BCBO1RPMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3824;202104;
STIC-BCBO3MOPPW-1W31;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3825;202104;
STIC-BCBO3RPMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3826;202104;
STIC-BCBO6MOPPW-1W31;2200055;1;2;2;5000;100;Mitra Abadi Printing;3827;202104;
STIC-BCBO6RPMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3828;202104;
STIC-BCBO7MOPPW-1W31;2200055;1;2;2;5000;100;Mitra Abadi Printing;3829;202104;
STIC-BCBO8MOPPW-1W31;2200055;1;2;2;5000;100;Mitra Abadi Printing;3830;202104;
STIC-BCBO9-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;3831;202104;
STIC-BCBO9RP-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;3832;202104;
STIC-BCBP01R-MOPP;2200055;1;2;2;300;100;Mitra Abadi Printing;3833;202104;
STIC-BCBP01U-MOPP;2200055;1;2;2;300;100;Mitra Abadi Printing;3834;202104;
STIC-BCBP08R-MOPP;2200055;1;2;2;300;100;Mitra Abadi Printing;3835;202104;
STIC-BCBP08U-MOPP;2200055;1;2;2;300;100;Mitra Abadi Printing;3836;202104;
STIC-BCCCLR0-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3837;202104;
STIC-BCCCNR0-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;3838;202104;
STIC-BCCL10R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3839;202104;
STIC-BCCL12R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3840;202104;
STIC-BCCL2R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3841;202104;
STIC-BCCL3R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3842;202104;
STIC-BCCL4R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3843;202104;
STIC-BCCL5R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3844;202104;
STIC-BCCL6R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3845;202104;
STIC-BCCL7R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3846;202104;
STIC-BCCL8R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3847;202104;
STIC-BCCL9R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3848;202104;
STIC-BCCMB01R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3849;202104;
STIC-BCCMB02R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3850;202104;
STIC-BCCMB03R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3851;202104;
STIC-BCCMF11C-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3852;202104;
STIC-BCCMF22N-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3853;202104;
STIC-BCCMF23W-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3854;202104;
STIC-BCCMF32N-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3855;202104;
STIC-BCCMF33W-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3856;202104;
STIC-BCCMF42N-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3857;202104;
STIC-BCCMF43W-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3858;202104;
STIC-BCCMF52N-W;2200055;1;2;2;2500;100;Mitra Abadi Printing;3859;202104;
STIC-BCCSF01R0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;3860;202119;
STIC-BCCSF02R0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;3861;202119;
STIC-BCCSF03R0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;3862;202119;
STIC-BCCSF04R0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;3863;202119;
STIC-BCDMLP01R0-ECNF;2200055;1;2;2;2500;100;Mitra Abadi Printing;3864;202104;
STIC-BCDMLP02R0-ECNF;2200055;1;2;2;2500;100;Mitra Abadi Printing;3865;202104;
STIC-BCEBBKR1-WSC;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3866;202119;
STIC-BCEBBRR1-WSC;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3867;202119;
STIC-BCEBPBLMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3868;202104;
STIC-BCEBPBTEMO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3869;202104;
STIC-BCECF1R0-WRL;2200055;1;2;2;5000;100;Mitra Abadi Printing;3870;202104;
STIC-BCECF2R0-WRL;2200055;1;2;2;5000;100;Mitra Abadi Printing;3871;202104;
STIC-BCECF3R0-WRL;2200055;1;2;2;5000;100;Mitra Abadi Printing;3872;202104;
STIC-BCECF4R0-WRL;2200055;1;2;2;5000;100;Mitra Abadi Printing;3873;202104;
STIC-BCECF5R0-WRL;2200055;1;2;2;5000;100;Mitra Abadi Printing;3874;202104;
STIC-BCEL20R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3875;202104;
STIC-BCEL21R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3876;202104;
STIC-BCEL23R2-WC2W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3877;202104;
STIC-BCEL26R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3878;202104;
STIC-BCEL29R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3879;202104;
STIC-BCEL30R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3880;202104;
STIC-BCEL31R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3881;202104;
STIC-BCEL32R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3882;202104;
STIC-BCEL34R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3883;202104;
STIC-BCEL35R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3884;202104;
STIC-BCEL36R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3885;202104;
STIC-BCEL37R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3886;202104;
STIC-BCEL41R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3887;202104;
STIC-BCEL42R2-WC2W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3888;202104;
STIC-BCEL43R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3889;202104;
STIC-BCEL44R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3890;202104;
STIC-BCEL45R2-WC2W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3891;202104;
STIC-BCEL46R2-WC2W;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3892;202104;
STIC-BCEL47R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3893;202104;
STIC-BCEL48R2-WC2W;2200055;1;2;2;5000;100;Mitra Abadi Printing;3894;202104;
STIC-BCEL50R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3895;202104;
STIC-BCEL51R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3896;202104;
STIC-BCEL52R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3897;202104;
STIC-BCEL53R2-WC2W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3898;202104;
STIC-BCELBKR1-WSC;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3899;202119;
STIC-BCELCFEC1-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3900;202104;
STIC-BCELCFEC2-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3901;202104;
STIC-BCELCFEC3-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3902;202104;
STIC-BCELCFEC4-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3903;202104;
STIC-BCELCFLF1-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3904;202104;
STIC-BCELCFLF2-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3905;202104;
STIC-BCELCFLF3-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3906;202104;
STIC-BCELCFLF4-WS;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3907;202104;
STIC-BCELCP1-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3908;202104;
STIC-BCELCP2-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3909;202104;
STIC-BCELCP3-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3910;202104;
STIC-BCELCP4-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3911;202104;
STIC-BCELCPR1-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3912;202104;
STIC-BCELCPR2-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3913;202104;
STIC-BCELCPR3-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3914;202104;
STIC-BCELCPR4-WC;2200055;1;2;2;5000;100;Mitra Abadi Printing;3915;202104;
STIC-BCELFP1R1-WCNFR;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3916;202104;
STIC-BCELFP2R1-WCNFR;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3917;202104;
STIC-BCELFP3R1-WCNFR;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3918;202104;
STIC-BCELFP4R1-WCNFR;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3919;202104;
STIC-BCELPPBJ-MOPP;2200055;1;2;2;5000;100;Mitra Abadi Printing;3920;202104;
STIC-BCELWHR1-WSC;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3921;202119;
STIC-BCEMA01R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3922;202104;
STIC-BCEMA02R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3923;202104;
STIC-BCEMA03R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3924;202104;
STIC-BCEMA04R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3925;202104;
STIC-BCEMA05R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3926;202104;
STIC-BCEMA06R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3927;202104;
STIC-BCEMA09R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3928;202104;
STIC-BCEMA12R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3929;202104;
STIC-BCEMA13R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3930;202104;
STIC-BCEMA16R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3931;202104;
STIC-BCEMA17R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3932;202104;
STIC-BCEMA18R1-WRL;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3933;202104;
STIC-BCEMO20R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3934;202104;
STIC-BCEMO21R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3935;202104;
STIC-BCEMO23R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3936;202104;
STIC-BCEMO26R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3937;202104;
STIC-BCEMO29R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3938;202104;
STIC-BCEMO30R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3939;202104;
STIC-BCEMO32R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3940;202104;
STIC-BCEMO35R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3941;202104;
STIC-BCEMO36R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3942;202104;
STIC-BCEMO41R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3943;202104;
STIC-BCEMO43R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3944;202104;
STIC-BCEMO46R1-WCNF;2200066;1;3;2;20000;100;Pelita Abadi Jaya, CV;3945;202104;
STIC-BCESTBGMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3946;202104;
STIC-BCESTDCMO-PW1W3;2200055;1;2;2;1000;100;Mitra Abadi Printing;3947;202104;
STIC-BCESTEBMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3948;202104;
STIC-BCESTENMO-PW1W3;2200055;1;2;2;1000;100;Mitra Abadi Printing;3949;202104;
STIC-BCESTGEMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3950;202104;
STIC-BCESTISMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3951;202104;
STIC-BCESTLAMO-PW1W3;2200055;1;2;2;1000;100;Mitra Abadi Printing;3952;202104;
STIC-BCESTMFMO-PW1W3;2200055;1;2;2;1000;100;Mitra Abadi Printing;3953;202104;
STIC-BCESTNNMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3954;202104;
STIC-BCESTSBMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;3955;202104;
STIC-BCFMLI01R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3956;202119;
STIC-BCFMLI02R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3957;202110;
STIC-BCFMLI03R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3958;202110;
STIC-BCFMLI04R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3959;202110;
STIC-BCFMLI05R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3960;202110;
STIC-BCFMLI06R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3961;202110;
STIC-BCFMLI07R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3962;202110;
STIC-BCFMLI08R0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;3963;202110;
STIC-BCHCL10R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3964;202104;
STIC-BCHCL11R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3965;202104;
STIC-BCHCL12R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3966;202104;
STIC-BCHCL1R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3967;202104;
STIC-BCHCL2R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3968;202104;
STIC-BCHCL3R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3969;202104;
STIC-BCHCL4R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3970;202104;
STIC-BCHCL5R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3971;202104;
STIC-BCHCL6R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3972;202104;
STIC-BCHCL7R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3973;202104;
STIC-BCHCL8R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3974;202104;
STIC-BCHCL9R0-MO;2200055;1;2;2;5000;100;Mitra Abadi Printing;3975;202104;
STIC-BCHG01IP38-WSC1;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3976;202104;
STIC-BCHG02AP38-WSC1;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3977;202104;
STIC-BCHG03SB38-WSC1;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3978;202104;
STIC-BCHG04GP38-WSC1;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3979;202104;
STIC-BCHLTB01-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3980;202104;
STIC-BCHLTB02-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3981;202104;
STIC-BCHLTB03-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3982;202104;
STIC-BCHLTB04-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3983;202104;
STIC-BCHLTB05-MO;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;3984;202104;
STIC-BCIBBM1R0-WPWNF;2200066;1;3;2;36000;100;Pelita Abadi Jaya, CV;3985;202104;
STIC-BCIBBM2R0-WPWNF;2200066;1;3;2;36000;100;Pelita Abadi Jaya, CV;3986;202104;
STIC-BCIGCL1R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3987;202104;
STIC-BCIGCL2R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3988;202104;
STIC-BCIGCL3R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;3989;202104;
STIC-BCIMC10R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3990;202104;
STIC-BCIMC11R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3991;202104;
STIC-BCIMC12R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3992;202104;
STIC-BCIMC1R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3993;202104;
STIC-BCIMC2R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3994;202104;
STIC-BCIMC3R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3995;202104;
STIC-BCIMC4R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3996;202104;
STIC-BCIMC5R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3997;202104;
STIC-BCIMC6R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3998;202104;
STIC-BCIMC7R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;3999;202104;
STIC-BCIMC8R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4000;202104;
STIC-BCIMC9R1-MO;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4001;202104;
STIC-BCIMCL1R1-W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4002;202104;
STIC-BCIMCL2R1-W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4003;202104;
STIC-BCIMCL3R1-W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4004;202104;
STIC-BCIMCL4R1-W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4005;202104;
STIC-BCIMCL5R1-W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4006;202104;
STIC-BCIMCL6R1-W;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4007;202104;
STIC-BCIMLC05R0-MOPP;2200055;1;2;2;1000;100;Mitra Abadi Printing;4008;202104;
STIC-BCIMLC06R0-MOPP;2200055;1;2;2;1000;100;Mitra Abadi Printing;4009;202104;
STIC-BCIMLC13R1-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4010;202104;
STIC-BCIMLC14R1-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4011;202104;
STIC-BCIMLC15R0-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4012;202104;
STIC-BCIMLC16R0-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4013;202104;
STIC-BCIMLC17R0-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4014;202104;
STIC-BCIMLC18R0-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4015;202104;
STIC-BCIMLC19R0-MOPP;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4016;202104;
STIC-BCIMLP1R1-WPWG;2200066;1;3;2;30000;100;Pelita Abadi Jaya, CV;4017;202104;
STIC-BCIMLP2R0-WPWG;2200066;1;3;2;15000;100;Pelita Abadi Jaya, CV;4018;202104;
STIC-BCIMLP3R0-WPWG;2200066;1;3;2;15000;100;Pelita Abadi Jaya, CV;4019;202104;
STIC-BCIMLP4R0-WPWG;2200066;1;3;2;15000;100;Pelita Abadi Jaya, CV;4020;202104;
STIC-BCIMLP5R0-WPWG;2200066;1;3;2;15000;100;Pelita Abadi Jaya, CV;4021;202104;
STIC-BCIMLP6R1-WPWG;2200066;1;3;2;30000;100;Pelita Abadi Jaya, CV;4022;202104;
STIC-BCIMLP7R1-WPWG;2200066;1;3;2;30000;100;Pelita Abadi Jaya, CV;4023;202104;
STIC-BCIMLP8R1-WPWG;2200066;1;3;2;30000;100;Pelita Abadi Jaya, CV;4024;202104;
