SKU code;Packing line code;DATE;Qty
TC-RPC05-MO12G;PNP04;202210;1183
TC-RPC05-MO12G;PNP01;202210;41
TC-RPC08-MO12G;PNP04;202210;1440
TC-RR3LEC04-W;PNP03;202210;6631
TC-RR3LLF02-W;PNP03;202210;27072
TC-RR3LLF02-W;PNP03;202210;22571
TC-RR3LLF02-W;PNP03;202211;3983
TC-RR3LLF02-W;PNP03;202211;26715
TC-RR3LLF02-W;PNP03;202211;26464
TC-RR3LLF03-W;PNP03;202210;26599
TC-RR3LLF03-W;PNP03;202211;27187
TC-RR3LLF04-W;PNP04;202210;288
TC-RR3LLF04-W;PNP03;202211;732
TC-RR3LLF04-W;PNP03;202211;556
TC-RR3LLF04-W;PNP03;202211;26566
TC-RR3LLF04-W;PNP03;202211;27460
TC-RR3LLF05-W;PNP03;202211;7401
TC-RR3LLF06-W;PNP04;202211;0
TC-RR3LLF06-W;PNP03;202211;4473
TC-RR3LLF06-W;PNP03;202211;4481
TC-RR3LLF07-W;PNP03;202211;4548
TC-RRE03-W;PNP04;202210;684
TC-RRE03-W;PNP04;202210;7380
TC-RRE03-W;PNP04;202210;7425
TC-RRE03-W;PNP04;202211;21240
TC-RRE03-W;PNP04;202211;7256
TC-RRE03-W;PNP04;202211;7309
TC-RRE04-W;PNP04;202210;7425
TC-RRE04-W;PNP04;202210;7470
TC-W3ELB2-W12G;PNP01;202211;230
TC-W3ELB2-W12G;PNP04;202211;0
TC-W3ELLB1-W12G;PNP01;202210;4212
TC-W3RELB2-W12G;PNP03;202210;2962
TC-W3RELB2-W12G;PNP03;202211;4204
TC-W3RELLB1-W12G;PNP03;202211;7344
TC-W3RELLI4-W12G;PNP03;202210;4248
TC-W3RELLI4-W12G;PNP03;202211;4206
TWC-CLFTC-W;PNP01;202210;2916
TWC-CLFTE-W;PNP01;202211;1458
TWC-CLFTF-W;PNP04;202211;1362
