"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Percentage","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days","Variant Seller/Min Qty","Variant Seller/Lot Size","Variant Seller/Vendor/Display Name","Variant Seller/Purchase Start Date","Variant Seller/Purchase End Date","Variant Seller/Incoterms","Variant Seller/Company/Display Name"
"SERI-OT2SFSE-","2100050","1.0","20","2","20.0","20.0","KEMIKO INDONESIA, PT","2021-01-25","2022-07-22","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100050","1.0","20","2","20.0","20.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"TITA-OTS2CR50-","2100050","1.0","20","2","20.0","20.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100050","1.0","20","2","20.0","20.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-OTS2Y-X","2100050","1.0","20","2","20.0","20.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-OTS2MSYS7-X","2100050","1.0","6","2","0.1","0.1","KEMIKO INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SCRU-OATP1-X","2100018","1.0","10","7","10.0","10.0","COLORINDO CHEMTRA, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-OMGRP-X","2100054","1.0","2","","25.0","25.0","MANE INDONESIA, PT","","2021-12-22","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100054","1.0","2","","25.0","25.0","MANE INDONESIA, PT","2021-12-20","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100054","1.0","2","","1.0","1.0","MANE INDONESIA, PT","","2021-12-22","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100054","1.0","2","","1.0","1.0","MANE INDONESIA, PT","2021-12-20","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-OLKM5SPLYM-X","2100085","1.0","6","2","22.7","22.7","TRITUNGGAL ARTHA MAKMUR, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"THIC-OLKS-X","2100085","1.0","20","2","22.7","22.7","TRITUNGGAL ARTHA MAKMUR, PT","2021-02-15","2021-06-17","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","20","2","22.7","22.7","TRITUNGGAL ARTHA MAKMUR, PT","2021-02-15","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-ODM3-X","2100028","1.0","6","2","180.0","180.0","FIRMENICH INDONESIA, PT","2021-01-25","2021-09-27","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100028","1.0","6","2","180.0","180.0","FIRMENICH INDONESIA, PT","2021-01-25","2022-04-04","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100028","1.0","6","2","180.0","180.0","FIRMENICH INDONESIA, PT","2021-01-25","2022-07-22","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100028","1.0","6","2","180.0","180.0","FIRMENICH INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"OIL-OLV300-X","2100052","1.0","20","7","120.0","120.0","LAUTAN LUAS, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"OLIV-1000BT-X","2100052","1.0","20","2","20.0","20.0","LAUTAN LUAS, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"OLIV-900BT-X","2100052","1.0","20","2","20.0","20.0","LAUTAN LUAS, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100052","1.0","20","2","20.0","20.0","LAUTAN LUAS, PT","2021-01-25","2022-04-15","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"OPT-ASH--X","2100021","1.0","20","2","5.0","5.0","DKSH INDONESIA, PT","2021-01-25","2021-12-29","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100021","1.0","20","2","5.0","5.0","DKSH INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-ORGE-X","2100037","1.0","4","","25.0","25.0","HALDIN PACIFIC SEMESTA, PT","2022-05-09","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WARN-O025-X","2100050","1.0","20","2","1.0","1.0","KEMIKO INDONESIA, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"CLR-ORYLW-X","2100079","1.0","16","2","25.0","25.0","SINERGI MULTI LESTARINDO, PT","2021-02-15","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"ORGA-EXD-ARK","2100042","1.0","20","2","15.0","15.0","INFINISIA SUMBER SEMESTA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SURF-OLEOD-X","2100057","1.0","16","2","110.0","110.0","MEGA SETIA AGUNG KIMIA, PT","2021-02-15","2021-02-21","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"OIL-ORJVA-X","2100061","1.0","12","2","5.0","5.0","NARDA TITA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"TALC-OSBRTPD-X","2100080","1.0","6","2","25.0","25.0","SUMBER INDOKEMJAYA, PT","2021-01-25","2022-02-03","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100080","1.0","6","2","25.0","25.0","SUMBER INDOKEMJAYA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-O229PF-X","2100085","1.0","6","2","0.1","0.1","TRITUNGGAL ARTHA MAKMUR, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-AMGRZ-X","2100095","1.0","12","","25.0","25.0","GIVAUDAN INDONESIA, PT","2022-01-03","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-C072-GIV","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-CSMI-AM","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-DTV1015--K","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-FUN819-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-FW501-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-GRVYGA-X","2100095","1.0","12","","25.0","25.0","GIVAUDAN INDONESIA, PT","2022-01-03","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-HGTEA-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-04-19","2022-04-04","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-04-19","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-HRVY-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-JRS-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-LDGRGA-X","2100095","1.0","12","","25.0","25.0","GIVAUDAN INDONESIA, PT","2022-01-17","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-MNRWVSA-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-MOANGL-X","2100095","1.0","12","","25.0","25.0","GIVAUDAN INDONESIA, PT","2022-01-03","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-MWLVP-X","2100095","1.0","12","","25.0","25.0","GIVAUDAN INDONESIA, PT","2022-04-18","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-MZHM90-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-02-22","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-02-22","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-O010-","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-OLVA-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-PCNDLF-X","2100095","1.0","12","","25.0","25.0","GIVAUDAN INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-PSIX513-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-02-15","2021-02-21","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-PSV816--K","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2021-03-21","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-PSVLF-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-SFFC2-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2021-09-10","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-SGM62-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-04-04","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-SILK-","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-SJM-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2021-08-13","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-SPRFLR-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-09-06","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-09-06","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-TF394-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2021-08-13","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-TWFLLF-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-WGTIMP-X","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-04-19","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-WT155-","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","2022-05-06","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100095","1.0","12","2","25.0","25.0","GIVAUDAN INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-PCLL-X","2100082","1.0","20","2","175.0","175.0","SYMRISE, PT","2021-01-25","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-PCL100-X","2100082","1.0","6","2","25.0","25.0","SYMRISE, PT","","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"MICA-PF-5-X","2100050","1.0","2","2","15.0","15.0","KEMIKO INDONESIA, PT","2021-02-22","2021-02-28","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SERI-PF-5FSE-X","2100050","1.0","2","2","20.0","20.0","KEMIKO INDONESIA, PT","2021-02-15","2021-02-21","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-PCFL-X","2308095","1.0","6","2","0.1","0.1","CRODA TRADING INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"ACTI-PCFL-X","2308095","1.0","16","7","10.0","10.0","CRODA TRADING INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"RHM-PLMCMA-X","2100036","1.0","12","2","25.0","25.0","GREEN INNOVATION SEJATI, PT","2021-05-04","2021-05-04","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100036","1.0","12","2","25.0","25.0","GREEN INNOVATION SEJATI, PT","2021-05-04","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100036","1.0","12","2","25.0","25.0","GREEN INNOVATION SEJATI, PT","2021-05-04","2021-09-20","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"STEA-P9218-X","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","2022-03-23","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","2021-10-29","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"LAUR-A9912-X","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","2022-03-23","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100085","1.0","12","2","25.0","25.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EMU-PS-","2100013","1.0","12","2","175.0","175.0","BRONSON & JACOBS INDONESIA, PT","2021-01-25","2022-07-22","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100013","1.0","12","2","175.0","175.0","BRONSON & JACOBS INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100013","1.0","12","2","25.0","175.0","BRONSON & JACOBS INDONESIA, PT","2021-01-25","2022-01-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"THIC-PAL-","2100013","1.0","20","2","25.0","25.0","BRONSON & JACOBS INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-G-MM","2100060","1.0","2","7","5.0","5.0","MERPATI MAHARDIKA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"WAX-P-FR6062-K","2100085","1.0","16","2","30.0","30.0","TRITUNGGAL ARTHA MAKMUR, PT","2021-01-25","2021-09-17","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-GLIP-R 0714767","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-OL-R 0714768","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-SSL-R0701530","2100054","1.0","2","2","25.0","25.0","MANE INDONESIA, PT","2021-01-25","2022-01-14","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100054","1.0","2","2","25.0","25.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-VL-R0701531","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-BSGMLN-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-BRCE-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CRMOD-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-CFT2583-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-DPST-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-DLPZL-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-ETSCHAF-X","2100019","1.0","6","2","0.1","0.1","BRENNTAG_CPL AROMA","","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-ITPLE-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-POLE20-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-LCRDPRS-X","2100028","1.0","6","2","10.0","10.0","FIRMENICH INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-VMR-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","2021-01-25","2022-02-01","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-LEPE-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-ORSYLH-X","2100019","1.0","6","2","0.1","0.1","BRENNTAG_CPL AROMA","","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARF-PSMR150-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-PIAFE-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-RCRFLE-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-RSCFE-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-SRNTEA-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-STFP-X","2100054","1.0","2","2","1.0","1.0","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-WTFBE-X","2100054","1.0","2","2","0.1","0.1","MANE INDONESIA, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARS-1789-","2100058","1.0","10","2","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","2","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","2","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","2","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-01","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SUNS-PR340-X","2100058","1.0","20","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARS-5000-DSM","2100058","1.0","10","2","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2021-12-16","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","2","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-03","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","2","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","2","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SUNS-PEHS-X","2100058","1.0","20","7","200.0","200.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-01","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-04-19","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-PRSLEHS-X","2100058","1.0","6","2","25.0","25.0","MENJANGAN SAKTI, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-PRSLHMS-X","2100058","1.0","6","2","0.1","0.1","MENJANGAN SAKTI, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SUNS-PRSHMS-X","2100058","1.0","10","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-01","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","7","25.0","25.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"PARS--RUVBF-K","2100058","1.0","20","7","200.0","200.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","7","200.0","200.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SAMP-PRSLSHLD-X","2100058","1.0","6","2","20.0","20.0","MENJANGAN SAKTI, PT","","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SUNS-PRSHD-X","2100058","1.0","10","7","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-03","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","10","7","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","2022-02-25","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"","2100058","1.0","20","7","20.0","20.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"SUNS-PTX-X","2100058","1.0","10","2","10.0","10.0","MENJANGAN SAKTI, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-PCGD2SG-X","2308095","1.0","16","7","25.0","25.0","CRODA TRADING INDONESIA, PT","2021-06-14","","DELIVERED BY AIR","PT PARAGON TECHNOLOGY AND INNOVATION"
"EXTR-PEAR-MM","2100060","1.0","2","7","5.0","5.0","MERPATI MAHARDIKA, PT","2021-01-25","","DELIVERED BY SEA","PT PARAGON TECHNOLOGY AND INNOVATION"
