LIFE CYCLE,FACTORY,Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024,MPQ Kemas,MPQ Supply,Sum
existing,Repack factory,MY-MCSAHG-W,Malaysia Crystallure Supreme Advanced Hydra Gel 50 g,0,12,13,0,0,0,0,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,0,0,0,12,0,24,12,24,12,0,0,12,13,"2,184"
existing,Repack factory,MY-MCSAOC-W,Malaysia Crystallure Supreme Activating Overnight Cream 50 g,0,12,13,0,0,48,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,0,0,0,12,0,24,12,24,12,0,0,12,13,"2,280"
existing,Repack factory,MY-MCSRRC-W,Malaysia Crystallure Supreme Revitalizing Rich Cream 50 g,0,12,13,0,0,120,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,36,36,48,36,12,12,12,12,12,24,24,24,24,12,12,12,13,"2,448"
initial,Repack factory,MY-MGSSNG-L,Malaysia LABORÉ Sensitive Skin Care GentleBiome Skin Nutrition Gel 50 ml,packing only,30,31,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30,30,0,30,0,0,30,0,30,0,240,210,240,210,60,60,30,60,30,30,30,60,30,30,60,30,30,60,30,60,30,30,60,30,30,30,120,120,120,90,60,30,60,30,60,60,60,30,31,"3,120"
existing,Liquid factory,MY-MLDCN2-W,Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g,1000,31304,32244,0,0,0,0,0,0,0,0,0,0,0,31304,0,0,0,0,31304,0,0,0,0,31304,0,0,0,31304,0,0,0,0,31304,0,0,0,0,31304,0,0,0,0,31304,0,0,0,0,31304,0,0,0,31304,0,0,0,0,31304,0,0,0,0,0,0,0,0,0,0,31304,0,0,0,31304,32244,"344,344"
existing,Liquid factory,MY-MLDGN1-W,Malaysia Wardah Lightening Day Gel 30 g,200,5711,5883,0,0,0,0,0,0,0,0,0,5711,0,5711,0,5711,5711,0,5711,5711,0,5711,5711,0,5711,5711,0,5711,0,5711,5711,0,5711,0,5711,5711,0,5711,0,5711,5711,0,5711,0,5711,5711,0,5711,5711,0,5711,0,5711,5711,0,5711,0,5711,5711,0,0,5711,0,0,0,5711,0,5711,0,0,0,5711,5883,"188,463"
existing,Liquid factory,MY-MLNCN2-W,Malaysia Wardah Lightening Night Cream Advanced Niacinamide 30 g,1000,31553,32500,0,0,0,0,0,0,0,31553,0,0,0,0,31553,0,0,0,0,31553,0,0,0,31553,0,0,0,0,31553,0,0,0,0,31553,0,0,0,31553,0,0,0,0,31553,0,0,0,0,31553,0,0,0,0,31553,0,0,0,31553,0,0,0,0,0,0,0,0,0,31553,0,0,0,0,31553,32500,"378,636"
new product,Repack factory,MY-MMPNG-EM,Malaysia Emina Ms. Pimple Acne Solution Calming Gel 20 ml,packing only,36,37,0,8784,0,0,0,0,0,0,0,0,360,324,360,324,288,324,288,288,288,396,396,396,396,360,396,360,396,396,432,396,432,432,468,504,468,468,576,576,576,576,504,504,504,504,504,504,504,504,504,540,540,504,540,396,396,432,396,396,396,396,432,396,360,360,324,360,360,468,468,36,37,"34,020"
new product,Repack factory,MY-MPBNC20-W,Malaysia Wardah Perfect Bright Bright + Night Glow Night Moisturizer 20 ml,packing only,36,37,0,684,0,0,0,0,1476,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,2124,2160,36,72,72,72,72,1260,1116,936,648,252,0,36,37,"115,956"
new product,Repack factory,MY-MPSWC-MO,Malaysia MAKE OVER Powerskin Water Charge Moisturizer 42 ml,packing only,25,26,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,0,0,25,0,0,0,25,0,0,0,0,25,0,0,0,25,0,0,0,0,25,0,0,0,25,0,0,0,0,25,0,0,250,225,25,26,"1,550"
initial,Liquid factory,MY-MRBSC-EM,Malaysia Emina Bright Stuff Moisturizing Cream 20 ml,100,4658,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4658,0,0,0,0,0,0,4658,0,0,0,4658,0,0,0,4658,0,0,0,0,4658,0,0,0,0,4658,0,0,0,4658,0,0,0,0,4658,0,0,0,0,4658,0,0,0,0,4658,0,0,0,4658,4798,"46,580"
initial,Liquid factory,MY-MRBSTUC-EM,Malaysia Emina Bright Stuff Tone Up Cream 20 ml,100,4658,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13974,4658,4658,0,0,0,0,0,0,0,0,0,0,0,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,0,4658,0,4658,4798,"74,528"
existing,Liquid factory,MY-MRHDGN1-W,Malaysia Wardah Hydra Rose Dewy Aqua Day Gel 40 g,150,3191,3291,0,0,0,0,0,0,0,0,"3,191",0,0,0,"3,191",0,0,"3,191",0,0,"3,191",0,0,"3,191",0,0,0,"3,191",0,0,"3,191",0,0,0,"3,191",0,0,0,"3,191",0,0,0,"3,191",0,0,"3,191",0,0,0,"3,191",0,0,0,"3,191",0,0,"3,191",0,0,0,0,"3,191",0,0,0,0,0,0,"3,191",0,0,3191,3291,"51,056"
existing,Liquid factory,MY-MRHOVN1-W,Malaysia Wardah Hydra Rose Moisture Rich Night Gel 40 g,150,3336,3503,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,0,3336,0,0,0,0,0,3336,0,0,0,0,3336,0,0,0,0,0,3336,0,0,0,0,0,3336,0,0,0,0,3336,0,0,0,0,0,3336,0,0,0,0,3336,0,0,0,0,0,0,0,0,0,3336,0,0,0,3336,3503,"33,360"
new product,Repack factory,MY-MRPBNS20-W,Malaysia Wardah Perfect Bright Moisturizer Bright + Smooth Glow SPF 30 PA+++ 20 ml,packing only,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,1800,1836,1872,1872,1872,1908,1692,1656,1620,1656,1620,1656,1656,1620,1656,1620,1656,1620,1656,1620,1656,1620,1656,1620,1656,1620,1656,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,"47,949"
new product,Repack factory,MY-MRRYDCN2-W,Malaysia Wardah Renew You Day Cream 30 g (Pc(s)),packing only,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,504,480,480,504,480,504,480,480,504,480,504,480,504,480,480,504,480,504,480,480,504,480,504,480,504,480,480,504,480,504,480,480,504,480,504,480,504,480,480,504,72,96,72,96,72,312,312,240,192,120,24,24,25,"21,672"
new product,Repack factory,MY-MRRYNCN2-W,Malaysia Wardah Renew You Night Cream 30 g (Pc(s)),packing only,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,264,264,264,240,264,264,264,264,264,264,264,264,264,264,264,240,264,120,96,96,96,96,192,192,168,144,96,72,24,25,"5,904"
existing,Repack factory,MY-MRWSDCN2-W,Malaysia Wardah Crystal Secret Brightening Day Cream 30 g,0,24,25,0,1176,0,0,0,984,1584,1392,1296,1296,1296,1368,1464,1464,1488,1464,1464,1488,1464,1464,1344,1296,1296,1320,1296,1296,1296,1296,1296,1296,1296,1320,1296,1296,1296,1296,1296,1296,1296,1320,1296,1296,1296,1296,1296,1296,1296,1320,1296,1296,1296,1296,1296,1296,1296,1320,1296,1296,480,504,480,480,504,960,888,840,696,576,360,24,25,"78,336"
existing,Repack factory,MY-MRWSNCN2-W,Malaysia Wardah Crystal Secret Bright Activating Night Cream 30 g,0,24,25,0,0,0,0,0,0,720,1128,1032,1032,1032,1080,1128,1104,1128,1128,1104,1080,1104,1104,1008,984,984,984,984,960,984,984,984,984,984,984,984,960,984,984,984,984,984,984,984,960,984,984,984,984,984,984,984,960,984,984,984,984,984,984,984,960,312,312,288,312,288,696,648,576,504,360,192,24,25,"56,688"
new product,Liquid factory,MY-MSM01-KA,Malaysia Kahf Triple Protection Sunscreen Moisturizer 30 ml,200,5868,6162,0,0,0,0,0,0,0,5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5868,6162,"5,868"
existing,Repack factory,MY-MURDIS-EM,Malaysia Emina Dirt-less In Sight Make Up Remover 50 ml (Pc(s)),0,56,58,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,0,0,0,56,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,58,616
initial,Repack factory,MY-PBRGSDUV-L,Malaysia LABORÉ Sensitive Skin Care On-The-Go Minis,packing only,24,25,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,0,24,24,24,24,0,24,24,24,24,24,24,24,24,24,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,912
existing,Repack factory,MY-PCSTK-W,Malaysia Wardah Crystal Secret Radiant Skin Starter Kit,0,8,9,24,8,336,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,16,8,16,16,16,32,24,24,24,16,16,8,9,"2,776"
new product,Liquid factory,MY-PMAA-W,Malaysia Wardah SuperSerum Mask x2 - Lightening & Acnederm,packing only,32,33,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,0,0,32,0,0,32,0,0,0,32,0,0,32,0,0,32,0,0,32,0,0,32,0,32,0,0,32,0,32,0,32,0,0,32,0,32,0,32,0,32,0,32,32,32,0,32,0,32,0,32,0,32,32,33,800
new product,Liquid factory,MY-PMAB-W,Malaysia Wardah SuperSerum Mask x2 - C-defense & Perfect Bright,packing only,32,33,0,128,0,0,0,0,0,32,0,0,32,0,0,32,0,0,0,32,0,0,32,0,0,0,32,0,0,0,32,0,0,0,32,0,0,32,0,0,32,0,0,32,0,0,32,0,0,32,0,32,0,0,32,0,32,0,32,0,32,0,32,32,0,0,32,0,0,32,0,32,33,832
new product,Repack factory,MY-PRMPCCGR-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Green 25 ml,packing only,60,61,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,240,240,60,61,"1,500"
new product,Repack factory,MY-PRMPCCLC-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Lilac 25 ml,packing only,60,61,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,60,61,"1,440"
new product,Repack factory,MY-PRMPCCPC-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Peach 25 ml,packing only,60,61,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,240,240,60,61,"1,500"
new product,Repack factory,MY-PRMPCCYW-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Yellow 25 ml,packing only,60,61,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,60,61,"1,380"
existing,Repack factory,MY-PRMPR-EM,Malaysia Emina Pore Ranger 20 ml (Pc(s)),0,36,38,3384,216,72,252,288,252,288,288,252,288,252,288,252,288,252,252,252,216,252,216,216,252,216,216,252,216,216,252,216,216,216,216,216,252,216,216,216,216,216,216,216,216,252,216,216,216,216,216,216,216,216,252,216,216,216,216,216,216,36,36,36,36,36,144,144,108,108,36,0,36,38,"17,244"
new product,Liquid factory,MY-PRMRRIPSP-W,Malaysia Instaperfect Blur Mattifying Primer 20 ml,80,3400,3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,3535,"6,800"
new product,Repack factory,MY-PRMVCPM-MO,Malaysia MAKE OVER Velvet Mattifying Primer 20 ml,packing only,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,60,61,420
existing,Repack factory,MY-RAASTG-W,Malaysia Wardah Acnederm Acne Spot Gel 15 ml,0,42,44,0,0,0,"1,512","2,394","2,394","2,352","1,974","1,764","1,764","1,764","1,764","1,806","1,806","1,806","1,806","1,848","1,848","1,806","1,848","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,722","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764","1,764",168,168,168,168,210,"1,092",966,840,588,336,0,42,44,"103,950"
existing,Liquid factory,MY-RADM-W,Malaysia Wardah Acnederm Day Moisturizer 40 ml,600,13320,13720,0,0,0,0,0,0,0,0,0,0,13320,0,0,0,13320,0,0,0,0,13320,0,0,0,0,13320,0,0,0,13320,0,0,0,0,13320,0,0,0,0,13320,0,0,0,13320,0,0,0,0,13320,0,0,0,0,13320,0,0,0,13320,0,0,0,0,0,0,0,0,0,0,0,0,13320,13720,"146,520"
existing,Liquid factory,MY-RANTM-W,Malaysia Wardah Acnederm Night Treatment Moisturizer 40 ml,1000,22650,23330,0,0,0,0,0,0,0,0,0,0,22650,0,0,0,0,0,0,0,0,0,0,0,22650,0,0,0,0,0,0,0,0,0,0,22650,0,0,0,0,0,0,0,0,0,0,0,22650,0,0,0,0,0,0,0,0,0,0,0,22650,0,0,0,0,0,0,0,0,0,0,0,22650,23330,"113,250"
existing,Semisolid factory,MY-RAPBB-W,Malaysia Wardah Acnederm Pore Blackhead Balm 20 g,20,960,980,0,0,1920,3840,3840,3840,3840,2880,2880,2880,2880,2880,2880,2880,2880,1920,2880,2880,2880,2880,2880,2880,2880,1920,2880,2880,2880,2880,2880,2880,2880,1920,2880,2880,2880,2880,2880,2880,1920,2880,2880,2880,2880,2880,2880,2880,1920,2880,2880,2880,2880,2880,2880,1920,2880,2880,2880,2880,0,0,0,0,0,1920,1920,960,960,0,0,960,980,"164,160"
existing,Liquid factory,MY-RAPFC-W,Malaysia Wardah Acnederm Pure Foaming Cleanser 60 ml,1000,15553,16020,0,0,0,0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,"15,553",0,0,0,"15,553",0,0,0,"15,553",0,0,0,0,0,0,0,0,0,0,0,15553,16020,"217,742"
existing,Liquid factory,MY-RAPRT-W,Malaysia Wardah Acnederm Pore Refining Toner 100 ml,500,3720,3788,0,0,0,0,0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,"3,720","3,720",0,0,0,0,0,0,"3,720",0,0,"3,720",0,0,3720,3788,"137,640"
existing,Repack factory,MY-RBBCEL-W,Malaysia Wardah Everyday BB Cream Light 30 ml,0,36,38,2448,864,0,0,252,576,576,576,576,576,612,576,576,576,576,576,576,576,576,612,576,576,576,576,576,576,576,576,612,576,576,576,576,576,576,576,576,612,576,576,576,576,576,576,576,576,612,576,576,576,576,576,576,576,576,612,576,576,0,36,0,36,0,360,288,252,180,72,0,36,38,"35,532"
existing,Repack factory,MY-RBBCEN-W,Malaysia Wardah Everyday BB Cream Natural 30 ml,0,36,38,0,180,0,0,0,0,108,684,648,648,684,648,648,648,684,648,648,684,648,648,684,648,648,648,684,648,648,684,648,648,684,648,648,684,648,648,648,684,648,648,684,648,648,684,648,648,684,648,648,648,684,648,648,684,648,648,684,648,0,36,36,0,36,396,324,288,180,108,0,36,38,"35,316"
existing,Repack factory,MY-RBBCLLN2-W,Malaysia Wardah Lightening BB Cream Light 15 ml,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,336,384,384,336,384,384,384,336,384,384,384,384,336,384,384,384,336,384,384,384,336,384,384,384,384,336,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,"9,936"
existing,Repack factory,MY-RBBCLNN2-W,Malaysia Wardah Lightening BB Cream Natural 15 ml,0,48,50,96,864,0,0,0,0,0,0,0,0,0,0,288,432,384,432,384,432,384,432,432,384,432,384,432,384,432,384,432,384,432,384,432,432,384,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,"10,368"
existing,Powder factory,MY-RBESFBBLP-W,Malaysia Wardah Everyday Shine Free BB Loose Powder 8 g,18,1863,1883,1863,0,0,0,0,0,0,0,1863,0,0,1863,0,1863,0,0,1863,0,0,1863,0,0,1863,0,0,1863,0,1863,0,0,1863,0,0,1863,0,0,1863,0,0,1863,0,1863,0,0,1863,0,0,1863,0,0,1863,0,0,1863,0,1863,0,0,0,0,0,0,0,0,1863,0,0,0,0,1863,1883,"37,260"
existing,Repack factory,MY-RBOA-W,Malaysia Wardah Blush On A 4 g,0,120,124,120,240,0,120,360,240,240,360,240,360,240,240,360,240,360,240,360,240,240,360,240,360,240,240,360,240,360,240,240,360,240,360,240,240,360,240,360,240,240,360,240,360,240,360,240,240,360,240,360,240,240,360,240,360,240,240,360,240,0,0,0,120,0,120,120,120,120,0,0,120,124,"16,680"
existing,Repack factory,MY-RBOC-W,Malaysia Wardah Blush On C 4 g,0,120,124,0,360,0,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,240,360,360,360,360,360,0,0,0,0,0,240,120,120,120,120,0,120,124,"19,800"
existing,Repack factory,MY-RBOE01-W,Malaysia Wardah Exclusive Blush On 01 Rosy Pink 6.5 g,0,48,50,48,432,0,0,0,0,0,0,48,288,336,336,336,336,288,336,336,336,288,336,336,336,336,288,336,336,336,336,288,336,336,336,336,288,336,336,336,336,288,336,336,336,288,336,336,336,336,288,336,336,336,336,288,336,336,336,336,288,144,96,144,144,96,240,240,192,192,144,96,48,50,"18,192"
existing,Repack factory,MY-RBOE02-W,Malaysia Wardah Exclusive Blush On 02 Coral Peach 6.5 g,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,480,528,480,528,480,480,528,480,528,480,528,480,480,528,480,528,480,528,480,528,480,480,528,480,528,480,528,480,480,528,480,528,480,528,480,528,480,480,528,480,528,480,528,480,480,528,144,144,192,144,144,336,336,288,288,192,96,48,50,"25,344"
existing,Repack factory,MY-RDDCCDL-W,Malaysia Wardah C-defense DD Cream 01 Light 20 ml,0,36,38,72,2268,0,0,0,0,0,0,0,0,144,1116,1116,1116,1116,1152,1116,1152,1116,1152,1116,1116,1152,1116,1116,1116,1116,1152,1116,1116,1116,1116,1152,1116,1116,1116,1116,1152,1116,1116,1116,1116,1152,1116,1116,1116,1116,1116,1152,1116,1116,1116,1116,1152,1116,1116,1116,1116,36,36,36,36,36,684,576,468,360,144,0,36,38,"57,708"
existing,Repack factory,MY-RDDCCDN-W,Malaysia Wardah C-defense DD Cream 02 Natural 20 ml,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0,828,1440,1404,1440,1512,1512,1548,1512,1440,1440,1404,1440,1404,1440,1440,1404,1440,1404,1440,1440,1404,1440,1404,1440,1404,1440,1440,1404,1440,1404,1440,1440,1404,1440,1404,1440,1404,1440,1440,1404,1440,1404,1440,1440,1404,1440,216,252,252,252,216,936,828,756,540,360,72,36,38,"70,056"
existing,Repack factory,MY-REBEK-W,Malaysia Wardah EyeXpert Eyebrow Kit 3 g,0,96,99,384,576,0,384,672,672,672,672,672,672,672,672,576,672,672,672,672,672,672,672,672,672,672,672,576,672,672,672,672,672,672,672,672,672,672,672,576,672,672,672,672,672,672,672,672,672,672,672,576,672,672,672,672,672,672,672,672,672,96,192,192,96,192,480,384,384,288,192,96,96,99,"39,840"
existing,Repack factory,MY-REBIPB3M01-W,Malaysia Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g,0,228,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,228,0,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,0,228,0,0,0,0,0,0,0,228,0,0,0,228,235,"1,596"
existing,Repack factory,MY-REBIPB3M02-W,Malaysia Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g,0,228,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,228,0,0,0,0,228,0,0,0,0,0,0,0,228,0,0,0,228,235,912
existing,Repack factory,MY-RELBL-W,Malaysia Wardah Eyeliner Pencil Black 1.14 g,0,400,412,0,800,0,0,0,0,0,800,400,400,400,800,400,400,400,400,800,400,400,400,800,400,400,400,800,400,400,400,400,800,400,400,400,800,400,400,400,400,800,400,400,400,800,400,400,400,400,800,400,400,400,800,400,400,400,400,800,400,0,0,0,0,0,400,0,400,0,400,0,400,412,"27,200"
existing,Repack factory,MY-RELEOHB-W,Malaysia Wardah EyeXpert Optimum Hi-Black Liner 1 g,0,1200,1215,0,2400,0,0,1200,1200,2400,1200,1200,1200,1200,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,1200,0,0,0,0,0,1200,0,1200,0,0,1200,1215,"66,000"
existing,Repack factory,MY-RELESL-W,Malaysia Wardah EyeXpert Staylast Liquid Eyeliner 3.5 g,0,144,149,288,576,720,720,576,576,720,576,720,576,576,720,576,576,720,576,720,576,576,720,576,720,576,576,720,576,576,720,576,720,576,576,720,576,576,720,576,720,576,576,720,576,720,576,576,720,576,576,720,576,720,576,576,720,576,720,576,576,144,144,144,0,144,432,288,432,144,288,0,144,149,"38,448"
existing,Repack factory,MY-RELIPHPB-W,Malaysia Instaperfect HYPERGETIC Precise Black Liner 1 g,0,288,297,0,288,0,0,0,0,0,0,0,0,0,288,0,288,0,288,0,288,0,288,0,288,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,0,288,288,0,288,0,288,0,288,0,0,0,0,0,0,0,0,288,0,0,288,297,"7,776"
initial,Liquid factory,MY-REMAMC-W,Malaysia Wardah Acnederm Acne Care Micellar Water 100 ml,1000,8820,8871,0,0,0,0,17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,480,480,730,720,720,730,790,800,790,800,640,630,640,630,540,530,540,530,540,630,640,630,640,510,510,500,510,450,450,440,450,450,580,590,590,580,520,520,510,520,510,780,770,8820,8871,"43,550"
existing,Repack factory,MY-REMCDAMG-W,Malaysia Crystallure Supreme Double Action Micellar Gel 150 ml,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,36,24,24,12,12,0,12,12,12,24,12,24,0,12,12,13,"1,284"
new product,Repack factory,MY-REMCO-MO,Malaysia Make Over Powerskin Ultra Deep Cleansing Oil 190 ml,packing only,28,29,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,252,224,28,29,"1,428"
existing,Liquid factory,MY-REMLOIMWN2-W,Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml,351,2800,2884,0,0,2800,2800,2800,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,2884,"11,200"
