Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Tidak ada BOM,Sediaan,Cek Bundling,Closing Level 1,Closing Level 2,Closing Level 3,Cek Closing Lvl1,Cek Closing Lvl2
FMI-LGT-W/2,FMI-LGT-W,CAP-S20W-X,Packaging Material,1,Pc(s),STIC-UCLMF07R1-MOMSF,Liquid factory,FMI-LGT-W,FMI-LGT-W,,,KB-WALPHAR1-W,
FMI-LGT-W/2,FMI-LGT-W,PU-S20W-X,Packaging Material,1,Pc(s),STIC-UCLMF08R1-MOMSF,Liquid factory,FMI-LGT-W,FMI-LGT-W,,,CAP-BL100NAT-UPP,
FMI-LGT-W/2,FMI-LGT-W,BOTO-PETRF60M-W,Packaging Material,1,Pc(s),STIC-UCLMF09R1-MOMSF,Liquid factory,FMI-LGT-W,FMI-LGT-W,,,STIC-SMPASFT50-E,
FMI-LGT-W/2,FMI-LGT-W,KB-W12X250R1-W,Packaging Material,0.025,Pc(s),STIC-VBCPTCLC01-MO,Liquid factory,FMI-LGT-W,FMI-LGT-W,,,KB-ECR1-KMK125CF,
FMI-LGT-W/2,FMI-LGT-W,FMI-LGT-BULK,Semi Finished Goods,0.06,kg,STIC-VBCPTCLC02-MO,Liquid factory,FMI-LGT-W,FMI-LGT-W,,,BOTO-L50NAT-UPP,
FMI-MS-KA/2,FMI-MS-KA,KB-KAHFBR0-K,Packaging Material,0.03333,Pc(s),STIC-VBCPTCLC03-MO,Liquid factory,FMI-MS-KA,FMI-MS-KA,,,FT-PHAS-BULK,
FMI-MS-KA/2,FMI-MS-KA,PU-EMRSR0-K,Packaging Material,1,Pc(s),STIC-VBPCCPGR0-MO,Liquid factory,FMI-MS-KA,FMI-MS-KA,,,PLU-BL100NAT-ULDPE,
FMI-MS-KA/2,FMI-MS-KA,BOTO-PET100W-WPET,Packaging Material,1,Pc(s),STIC-VBPCCPLR0-MO,Liquid factory,FMI-MS-KA,FMI-MS-KA,,,STIC-SMPASFT100R1-E,
FMI-MS-KA/2,FMI-MS-KA,FMI-MS-BULK,Semi Finished Goods,0.1,kg,STIC-VBPCCPPR0-MO,Liquid factory,FMI-MS-KA,FMI-MS-KA,,,PLU-PPBLANCT-X,
FMI-MS-KA/2,FMI-MS-KA,STIC-FEMRSR1-K,Packaging Material,1,Pc(s),STIC-VBPCCPYR0-MO,Liquid factory,FMI-MS-KA,FMI-MS-KA,,,BOTO-PETRF100C-X,
FMI-MS-KA/2,FMI-MS-KA,STIC-BEMRSR1-K,Packaging Material,1,Pc(s),STIC-VBPTMLCB01R0-MO,Liquid factory,FMI-MS-KA,FMI-MS-KA,,,FT-PHASN2-BULK,
FMI-US3IN1-TA/1,FMI-US3IN1-TA,KB-VENUSR0-T,Packaging Material,0.04166,Pc(s),STIC-VBPTMLCB02R0-MO,Liquid factory,FMI-US3IN1-TA,FMI-US3IN1-TA,,,CAP-BSFT100-E,
FMI-US3IN1-TA/1,FMI-US3IN1-TA,PU-SCP40-TV,Packaging Material,1,Pc(s),STIC-VBPTMLCB03R0-MO,Liquid factory,FMI-US3IN1-TA,FMI-US3IN1-TA,,,KB-EAR0-KMM125,
FMI-US3IN1-TA/1,FMI-US3IN1-TA,BOTO-CAUSSSR0-TV,Packaging Material,1,Pc(s),STIC-VBPTMLCB04R0-MO,Liquid factory,FMI-US3IN1-TA,FMI-US3IN1-TA,,,FT-PHPRA-BULK,
FMI-US3IN1-TA/1,FMI-US3IN1-TA,PU-SAP40-TV,Packaging Material,1,Pc(s),STIC-VBPTMLCB05R0-MO,Liquid factory,FMI-US3IN1-TA,FMI-US3IN1-TA,,,CAP-NPBRT100-T,
FMI-US3IN1-TA/1,FMI-US3IN1-TA,CAP-USSSR0-TV,Packaging Material,1,Pc(s),STIC-VBPTMLCB06R0-MO,Liquid factory,FMI-US3IN1-TA,FMI-US3IN1-TA,,,BOTO-NPBRT100-T,
FMI-US3IN1-TA/1,FMI-US3IN1-TA,FMI-US3IN1-BULK,Semi Finished Goods,0.09,kg,STIC-VBPTMLCB07R0-MO,Liquid factory,FMI-US3IN1-TA,FMI-US3IN1-TA,,,PLU-FROZZ100R0-W,
FS-AJ-EM60ML/3,FS-AJ-EM60ML,FS-AJ-BULK,Semi Finished Goods,0.06,kg,STIC-VBPTMLCB08R0-MO,Liquid factory,FS-AJ-EM60ML,FS-AJ-EM60ML,,,FT-PSTE-BULK,
FS-AJ-EM60ML/3,FS-AJ-EM60ML,TUBE-AJFS60R1-E2L,Packaging Material,1,Pc(s),STIC-VBPTMLCB09R0-MO,Liquid factory,FS-AJ-EM60ML,FS-AJ-EM60ML,,,BOTO-PSPSSTMR0-MO,
FS-AJ-EM60ML/3,FS-AJ-EM60ML,KB-EAR0-KMM125,Packaging Material,0.02778,Pc(s),STIC-VBPTMLCB10R0-MO,Liquid factory,FS-AJ-EM60ML,FS-AJ-EM60ML,,,PU-PSPSSTMR0-MO,
FS-BSFS-EM/2,FS-BSFS-EM,FS-BSFS-BULK,Semi Finished Goods,0.05,kg,STIC-VBPTMLCB11R0-MO,Liquid factory,FS-BSFS-EM,FS-BSFS-EM,,,CAP-PSPSSTMR0-MO,
FS-BSFS-EM/2,FS-BSFS-EM,TUBE-BSFSC50R1-EPBL,Packaging Material,1,Pc(s),STIC-VBPTMLCB12R0-MO,Liquid factory,FS-BSFS-EM,FS-BSFS-EM,,,FT-RBST-BULK,
FS-BSFS-EM/2,FS-BSFS-EM,KB-EAR0-KMM125,Packaging Material,0.02,Pc(s),STIC-VCGRP12R1-W,Liquid factory,FS-BSFS-EM,FS-BSFS-EM,,,BOTO-PETRF100C-X,
FS-RLN2-W/4,FS-RLN2-W,FS-RLN2-BULK,Semi Finished Goods,0.05,kg,STIC-VCGRP13R1-W,Liquid factory,FS-RLN2-W,FS-RLN2-W,,,PLU-PPBLANCT-X,
FS-RLN2-W/4,FS-RLN2-W,TUBE-LGE50-WPBL,Packaging Material,1,Pc(s),STIC-VCMP22NR1-W,Liquid factory,FS-RLN2-W,FS-RLN2-W,,,CAP-BSFT100-E,
FS-RLN2-W/4,FS-RLN2-W,STIC-ELGE50-W,Packaging Material,1,Pc(s),STIC-VCMP23WR1-W,Liquid factory,FS-RLN2-W,FS-RLN2-W,,,FT-RBST-BULK,
FS-RLN2-W/4,FS-RLN2-W,KB-WT100R1-KMM125BF,Packaging Material,0.02,Pc(s),STIC-VCMP32NR1-W,Liquid factory,FS-RLN2-W,FS-RLN2-W,,,BOTO-L50NAT-UPP,
FS-SB-W60ML/3,FS-SB-W60ML,FS-SB-BULK,Semi Finished Goods,0.06,kg,STIC-VCMP43WR1-W,Liquid factory,FS-SB-W60ML,FS-SB-W60ML,,,PLU-BL100NAT-ULDPE,
FS-SB-W60ML/3,FS-SB-W60ML,TUBE-SBFS60R1-W2L,Packaging Material,1,Pc(s),STIC-VCPADCC11R0-W,Liquid factory,FS-SB-W60ML,FS-SB-W60ML,,,CAP-BL100NAT-UPP,
FS-SB-W60ML/3,FS-SB-W60ML,KB-K100R1-W,Packaging Material,0.02778,Pc(s),STIC-VCPADCC12R0-W,Liquid factory,FS-SB-W60ML,FS-SB-W60ML,,,DUS-HRPITR0-W,
FT-AN1-EM/1,FT-AN1-EM,BOTO-PETRF100C-X,Packaging Material,1,Pc(s),STIC-VCPGC11CR0-W,Liquid factory,FT-AN1-EM,FT-AN1-EM,,,CAP-HRIT100R2-W,
FT-AN1-EM/1,FT-AN1-EM,FT-AN1-BULK,Semi Finished Goods,0.1,kg,STIC-VCPGC22NR0-W,Liquid factory,FT-AN1-EM,FT-AN1-EM,,,FT-RIHT-BULK,
FT-AN1-EM/1,FT-AN1-EM,STIC-SNPTE100R0-E,Packaging Material,1,Pc(s),STIC-VCPGC23WR0-W,Liquid factory,FT-AN1-EM,FT-AN1-EM,,,PLU-FROZZ100R0-W,
FT-AN1-EM/1,FT-AN1-EM,CAP-BSFT100-E,Packaging Material,1,Pc(s),STIC-VCPGC32NR0-W,Liquid factory,FT-AN1-EM,FT-AN1-EM,,,BOTO-HRIT100R1-WKIM,
FT-AN1-EM/1,FT-AN1-EM,PLU-PPBLANCT-X,Packaging Material,1,Pc(s),STIC-VCPGC33WR0-W,Liquid factory,FT-AN1-EM,FT-AN1-EM,,,KB-WFSR1-W,
FT-AN1-EM/1,FT-AN1-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),STIC-VCPGC42NR0-W,Liquid factory,FT-AN1-EM,FT-AN1-EM,,,FT-RIHTN3-BULK,
FT-BSE-EM/1,FT-BSE-EM,FT-BSE-BULK,Semi Finished Goods,0.1,kg,STIC-VCPGC43WR0-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,PLU-BHRPIT30-W,
FT-BSE-EM/1,FT-BSE-EM,BOTO-PETRF100C-X,Packaging Material,1,Pc(s),STIC-VCPGC52NR0-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,BOTO-HRKT30R0-W,
FT-BSE-EM/1,FT-BSE-EM,PLU-PPBLANCT-X,Packaging Material,1,Pc(s),STIC-VCPRL1R0-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,CAP-HRKT30R0-W,
FT-BSE-EM/1,FT-BSE-EM,CAP-BSFT100-E,Packaging Material,1,Pc(s),STIC-VCPRL2R1-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,FT-PHASN2-BULK,
FT-BSE-EM/1,FT-BSE-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),STIC-VCPRL3R1-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,BOTO-PETRF100C-X,
FT-BSE-EM/1,FT-BSE-EM,STIC-MBSET100R0-E,Packaging Material,1,Pc(s),STIC-VCPRL4R0-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,PLU-PPBLANCT-X,
FT-BSE-EM/1,FT-BSE-EM,DUS-BSET100R0-E,Packaging Material,1,Pc(s),STIC-VCPRL5R0-W,Liquid factory,FT-BSE-EM,FT-BSE-EM,,,CAP-BSFT100-E,
FT-BST-EM/4 (INLINE),FT-BST-EM,FT-BST-BULK,Semi Finished Goods,0.1,kg,STIC-VCPSPF11R1-W,Liquid factory,FT-BST-EM,FT-BST-EM,,,STIC-SMPASFT100R1-E,
FT-BST-EM/4 (INLINE),FT-BST-EM,KB-EAR0-KMM125,Packaging Material,0.04,Pc(s),STIC-VCPSPF12R1-W,Liquid factory,FT-BST-EM,FT-BST-EM,,,KB-EAR0-KMM125,
FT-BST-EM/4 (INLINE),FT-BST-EM,BOTO-PETRF100C-X,Packaging Material,1,Pc(s),STIC-VCPSPF13R1-W,Liquid factory,FT-BST-EM,FT-BST-EM,,,FT-RWSABHA-BULK,
FT-BST-EM/4 (INLINE),FT-BST-EM,STIC-SBSFT100BL-E,Packaging Material,1,Pc(s),STIC-VCPSPF14R1-W,Liquid factory,FT-BST-EM,FT-BST-EM,,,BOTO-CSET125R1-W,
FT-BST-EM/4 (INLINE),FT-BST-EM,CAP-BSFT100-E,Packaging Material,1,Pc(s),STIC-VCVMLM10R1-W,Liquid factory,FT-BST-EM,FT-BST-EM,,,PLU-CSET125-W,
FT-BST-EM/4 (INLINE),FT-BST-EM,PLU-PPBLANCT-X,Packaging Material,1,Pc(s),STIC-VCVMLM11R1-W,Liquid factory,FT-BST-EM,FT-BST-EM,,,DUS-CSET125R1-W,
FT-BSTN2-EM/1,FT-BSTN2-EM,FT-BST-BULK,Semi Finished Goods,0.05,kg,STIC-VCVMLM12R1-W,Liquid factory,FT-BSTN2-EM,FT-BSTN2-EM,,,KB-WFSR1-W,
FT-BSTN2-EM/1,FT-BSTN2-EM,CAP-BL100NAT-UPP,Packaging Material,1,Pc(s),STIC-VCVMLM13R1-W,Liquid factory,FT-BSTN2-EM,FT-BSTN2-EM,,,CAP-CSET125-W,
FT-BSTN2-EM/1,FT-BSTN2-EM,STIC-SBSFT50-E,Packaging Material,1,Pc(s),STIC-VCVMLM14R1-W,Liquid factory,FT-BSTN2-EM,FT-BSTN2-EM,,,BOTO-PETRF100C-X,
FT-BSTN2-EM/1,FT-BSTN2-EM,PLU-BL100NAT-ULDPE,Packaging Material,1,Pc(s),STIC-VCVMLM1R1-W,Liquid factory,FT-BSTN2-EM,FT-BSTN2-EM,,,STIC-SSBFT100-E,
FT-BSTN2-EM/1,FT-BSTN2-EM,BOTO-L50NAT-UPP,Packaging Material,1,Pc(s),STIC-VCVMLM2R1-W,Liquid factory,FT-BSTN2-EM,FT-BSTN2-EM,,,PLU-PPBLANCT-X,
FT-BSTN2-EM/1,FT-BSTN2-EM,KB-ECR1-KMK125CF,Packaging Material,0.01786,Pc(s),STIC-VCVMLM3R1-W,Liquid factory,FT-BSTN2-EM,FT-BSTN2-EM,,,FT-SBFT-BULK,
FT-CHG-W/1,FT-CHG-W,FT-CHG-BULK,Semi Finished Goods,0.12,kg,STIC-VCVMLM4R1-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,CAP-BSFT100-E,
FT-CHG-W/1,FT-CHG-W,BOTO-GDRFTS120-CL,Packaging Material,1,Pc(s),STIC-VCVMLM5R2-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,KB-EAR0-KMM125,
FT-CHG-W/1,FT-CHG-W,PLU-DRFTS120-CL,Packaging Material,1,Pc(s),STIC-VCVMLM6R1-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,CAP-BL100NAT-UPP,
FT-CHG-W/1,FT-CHG-W,CAP-DRFTS120-CL,Packaging Material,1,Pc(s),STIC-VCVMLM7R1-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,STIC-SSBFT50-E,
FT-CHG-W/1,FT-CHG-W,DUS-DRFTS120R0-CL,Packaging Material,1,Pc(s),STIC-VCVMLM8R2-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,PLU-BL100NAT-ULDPE,
FT-CHG-W/1,FT-CHG-W,DUS-IPDDRTS120R0-CL,Packaging Material,1,Pc(s),STIC-VCVMLM9R2-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,BOTO-L50NAT-UPP,
FT-CHG-W/1,FT-CHG-W,KB-WBBC15-KMK150BF,Packaging Material,0.111111,Pc(s),STIC-VCVPF11CR0-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,FT-SBFT-BULK,
FT-CHG-W/1,FT-CHG-W,PS-DRFTS120R0-CL,Packaging Material,0.00107,kg,STIC-VCVPF22NR0-W,Liquid factory,FT-CHG-W,FT-CHG-W,,,KB-ECR1-KMK125CF,
FT-CHGN2P-W/1,FT-CHGN2P-W,FT-CHG-BULK,Semi Finished Goods,0.01,kg,STIC-VCVPF23WR0-W,,FT-CHGN2P-W,,FT-CHGN2P-W,,TUBE-TAOCDFW100R1-K,
FT-CHGN2P-W/1,FT-CHGN2P-W,BOTO-CDRTS10R0-CL,Packaging Material,1,Pc(s),STIC-VCVPF32NR0-W,,FT-CHGN2P-W,,FT-CHGN2P-W,,KB-KAHFBR0-K,
FT-CHGN2P-W/1,FT-CHGN2P-W,CAP-BGCL10-CL,Packaging Material,1,Pc(s),STIC-VCVPF33WR0-W,,FT-CHGN2P-W,,FT-CHGN2P-W,,FW-3IN1PC-BULK,
FT-FT-OMG/3,FT-FT-OMG,FT-FT-BULK,Semi Finished Goods,0.1,kg,STIC-VCVPF42NR0-W,Liquid factory,FT-FT-OMG,FT-FT-OMG,,,FW-AH-BULK,
FT-FT-OMG/3,FT-FT-OMG,BOTO-OMGPGT100R1-OMG,Packaging Material,1,Pc(s),STIC-VCVPF43WR0-W,Liquid factory,FT-FT-OMG,FT-FT-OMG,,,KB-WT100R1-KMM125BF,
FT-FT-OMG/3,FT-FT-OMG,CAP-OMGPGT100-OMG,Packaging Material,1,Pc(s),STIC-VCVPF52NR0-W,Liquid factory,FT-FT-OMG,FT-FT-OMG,,,TUBE-AHFW100PBL-W,
FT-FT-OMG/3,FT-FT-OMG,PS-OMGPGT100R1-OMG,Packaging Material,1.15,Pc(s),STIC-VDCPFTLBR0-T,Liquid factory,FT-FT-OMG,FT-FT-OMG,,,TUBE-AHFW60PBLR2-W,
FT-FT-OMG/3,FT-FT-OMG,KB-ARGONR0-OMG,Packaging Material,0.027778,Pc(s),STIC-VDCPFTMCR0-T,Liquid factory,FT-FT-OMG,FT-FT-OMG,,,KB-K100R1-W,
FT-GSEH-L/2,FT-GSEH-L,KB-LABCR0-L,Packaging Material,0.05,Pc(s),STIC-VDCPFTSBR0-T,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,FW-AH-BULK,
FT-GSEH-L/2,FT-GSEH-L,STIC-SEALR0-L,Packaging Material,1,Pc(s),STIC-VDCPFTSLR0-T,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,FW-AN1-BULK,
FT-GSEH-L/2,FT-GSEH-L,STIC-SEPOR0-X,Packaging Material,1,Pc(s),STIC-VDCPFTSNR0-T,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,KB-EBR1-KMK125CF,
FT-GSEH-L/2,FT-GSEH-L,FT-GSEH-BULK,Semi Finished Goods,0.1,kg,STIC-VDCPFTWFR0-T,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,TUBE-GLNPGC100R0-E,
FT-GSEH-L/2,FT-GSEH-L,DUS-GBHT100R0-L,Packaging Material,1,Pc(s),STIC-VDMCC01R0-E,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,TUBE-BSFW50R1-EPBL,
FT-GSEH-L/2,FT-GSEH-L,CAP-GBHT100R0-L,Packaging Material,1,Pc(s),STIC-VDMCN02R0-E,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,KB-EAR0-KMM125,
FT-GSEH-L/2,FT-GSEH-L,PLU-FROZZ100R0-W,Packaging Material,1,Pc(s),STIC-VDMCP01R0-E,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,FW-BS-BULK,
FT-GSEH-L/2,FT-GSEH-L,BOTO-GBHT100R0-L,Packaging Material,1,Pc(s),STIC-VDMCP02R0-E,Liquid factory,FT-GSEH-L,FT-GSEH-L,,,KB-EBR1-KMK125CF,
FT-GSEH30-L/1,FT-GSEH30-L,FT-GSEH-BULK,Semi Finished Goods,0.03,kg,STIC-VDMCP03R0-E,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,TUBE-BSAPFW100-EPBL,
FT-GSEH30-L/1,FT-GSEH30-L,KB-LABBR0-L,Packaging Material,0.02,Pc(s),STIC-VDMCP04R0-E,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,FW-BSACNE-BULK,
FT-GSEH30-L/1,FT-GSEH30-L,STIC-SEALR0-L,Packaging Material,1,Pc(s),STIC-VDMCW01R0-E,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,KB-EAR0-KMM125,
FT-GSEH30-L/1,FT-GSEH30-L,CAP-GBHT30-L,Packaging Material,1,Pc(s),STIC-VDMCW02R0-E,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,FW-BSACNE-BULK,
FT-GSEH30-L/1,FT-GSEH30-L,BOTO-GBHT30-L,Packaging Material,1,Pc(s),STIC-VDMCW03R0-E,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,TUBE-BSAPFW50R1-EPBL,
FT-GSEH30-L/1,FT-GSEH30-L,PLU-BHRPIT30-W,Packaging Material,1,Pc(s),STIC-VDMCW04R0-E,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,TUBE-BSFW100R1-EPBL,
FT-GSEH30-L/1,FT-GSEH30-L,DUS-GBHT30-L,Packaging Material,1,Pc(s),STIC-VEFCCR01R0-W,Liquid factory,FT-GSEH30-L,FT-GSEH30-L,,,FW-BS-BULK,
FT-GT-TA/3,FT-GT-TA,KB-VENUSR0-T,Packaging Material,0.125,Pc(s),STIC-VEIML01R0-IP,Liquid factory,FT-GT-TA,FT-GT-TA,,,KB-EBR1-KMK125CF,
FT-GT-TA/3,FT-GT-TA,PLU-FROZZ100R0-W,Packaging Material,1,Pc(s),STIC-VEIML02R0-IP,Liquid factory,FT-GT-TA,FT-GT-TA,,,FW-BSW-BULK,
FT-GT-TA/3,FT-GT-TA,BOTO-NPBRT100-T,Packaging Material,1,Pc(s),STIC-VEIML03R0-IP,Liquid factory,FT-GT-TA,FT-GT-TA,,,KB-EAR0-KMM125,
FT-GT-TA/3,FT-GT-TA,FT-GT-BULK,Semi Finished Goods,0.1,kg,STIC-VEIML04R0-IP,Liquid factory,FT-GT-TA,FT-GT-TA,,,TUBE-BSWFW50R1-EPBL,
FT-GT-TA/3,FT-GT-TA,DUS-NPBRT100R1-T,Packaging Material,1,Pc(s),STIC-VEIML05R0-IP,Liquid factory,FT-GT-TA,FT-GT-TA,,,FW-CD-BULK,
FT-GT-TA/3,FT-GT-TA,CAP-NPBRT100-T,Packaging Material,1,Pc(s),STIC-VEIML06R0-IP,Liquid factory,FT-GT-TA,FT-GT-TA,,,KB-WT100R1-KMM125BF,
FT-KFT-KA/1,FT-KFT-KA,FT-KFT-BULK,Semi Finished Goods,0.1,kg,STIC-VEIML07R0-IP,Liquid factory,FT-KFT-KA,FT-KFT-KA,,,TUBE-CDECW100R1-W2L,
FT-KFT-KA/1,FT-KFT-KA,BOTO-AIOPTFS100R0-K,Packaging Material,1,Pc(s),STIC-VEIML08R0-IP,Liquid factory,FT-KFT-KA,FT-KFT-KA,,,FW-CD-BULK,
FT-KFT-KA/1,FT-KFT-KA,PU-SAIOPTFS100R0-K,Packaging Material,1,Pc(s),STIC-VELF01R0-W,Liquid factory,FT-KFT-KA,FT-KFT-KA,,,KB-K100R1-W,
FT-KFT-KA/1,FT-KFT-KA,DUS-AIOPTFS100R0-K,Packaging Material,1,Pc(s),STIC-VELF02R0-W,Liquid factory,FT-KFT-KA,FT-KFT-KA,,,TUBE-CDECW60R1-W2L,
FT-KFT-KA/1,FT-KFT-KA,KB-KAHFBR0-K,Packaging Material,0.041667,Pc(s),STIC-VELF03R0-W,Liquid factory,FT-KFT-KA,FT-KFT-KA,,,TUBE-CDEWF50R2-W,
FT-LFT-W/9,FT-LFT-W,BOTO-LFT125R2-W,Packaging Material,1,Pc(s),STIC-VELF04R0-W,Liquid factory,FT-LFT-W,FT-LFT-W,,,FW-CDEWN-BULK,
FT-LFT-W/9,FT-LFT-W,CAP-BLFT125R1-W,Packaging Material,1,Pc(s),STIC-VELF05R0-W,Liquid factory,FT-LFT-W,FT-LFT-W,,,KB-K100R1-W,
FT-LFT-W/9,FT-LFT-W,FT-LFT-BULK,Semi Finished Goods,0.125,kg,STIC-VETWC01R0-W,Liquid factory,FT-LFT-W,FT-LFT-W,,,TUBE-CDEWF100R1-W,
FT-LFT-W/9,FT-LFT-W,PLU-PPBLANCT-X,Packaging Material,1,Pc(s),STIC-VETWC02R0-W,Liquid factory,FT-LFT-W,FT-LFT-W,,,FW-CDEWN-BULK,
FT-LFT-W/9,FT-LFT-W,STIC-SEKITR1-W,Packaging Material,1,Pc(s),STIC-VETWC03R0-W,Liquid factory,FT-LFT-W,FT-LFT-W,,,KB-WT100R1-KMM125BF,
FT-LFT-W/9,FT-LFT-W,KB-WFSR1-W,Packaging Material,0.04167,Pc(s),STIC-VETWC04R0-W,Liquid factory,FT-LFT-W,FT-LFT-W,,,PS-SABER0-WBOPP,
FT-MPBHA-EM/1,FT-MPBHA-EM,PLU-PPBLANCT-X,Packaging Material,1,Pc(s),STIC-VETWC05R0-W,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,TUBE-CLMRCF100-W,
FT-MPBHA-EM/1,FT-MPBHA-EM,FT-MPBHA-BULK,Semi Finished Goods,0.1,kg,STIC-VETWCR01R0-W,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,FW-CFW-BULK,
FT-MPBHA-EM/1,FT-MPBHA-EM,STIC-SMPASET100-E,Packaging Material,1,Pc(s),STIC-VETWCR02R0-W,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,KB-WT100R1-KMM125BF,
FT-MPBHA-EM/1,FT-MPBHA-EM,CAP-MPASET100-E,Packaging Material,1,Pc(s),STIC-VETWCR03R0-W,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,DUS-CLMRC100-W,
FT-MPBHA-EM/1,FT-MPBHA-EM,BOTO-PETRF100C-X,Packaging Material,1,Pc(s),STIC-VETWCR04R0-W,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,FW-RCFW-BULK,
FT-MPBHA-EM/1,FT-MPBHA-EM,KB-EAR0-KMM125,Packaging Material,0.041667,Pc(s),STIC-VETWCR05R0-W,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,TUBE-CMRCF15-CL,
FT-MPBHA-EM/1,FT-MPBHA-EM,DUS-MPASET100R0-E,Packaging Material,1,Pc(s),STIC-VHGCC21R1-MO,Liquid factory,FT-MPBHA-EM,FT-MPBHA-EM,,,FW-CSGC-BULK,
FT-NDATE-W/1,FT-NDATE-W,FT-NDATE-BULK,Semi Finished Goods,0.1,kg,STIC-VHGCC31R0-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,TUBE-GCC100R0-BL,
FT-NDATE-W/1,FT-NDATE-W,BOTO-L100GR0-W,Packaging Material,1,Pc(s),STIC-VHGCC41R0-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,KB-BCR0-B,
FT-NDATE-W/1,FT-NDATE-W,CAP-BL100NAT-UPP,Packaging Material,1,Pc(s),STIC-VHGCC51R0-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,KB-KAHFBR0-K,
FT-NDATE-W/1,FT-NDATE-W,PLU-BL100NAT-ULDPE,Packaging Material,1,Pc(s),STIC-VHGCC62R0-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,TUBE-GEFS100R1-K,
FT-NDATE-W/1,FT-NDATE-W,STIC-BNDAHET100-W,Packaging Material,1,Pc(s),STIC-VHGCN10R1-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,FW-FW01-BULK,
FT-NDATE-W/1,FT-NDATE-W,STIC-FNDAHET100-W,Packaging Material,1,Pc(s),STIC-VHGCN20R0-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,FW-FW-BULK,
FT-NDATE-W/1,FT-NDATE-W,KB-WALPHAR1-W,Packaging Material,0.04,Pc(s),STIC-VHGCN30R1-MO,Liquid factory,FT-NDATE-W,FT-NDATE-W,,,PLAS-FPGFW9-OMG,
FT-PHASN1-EM/1,FT-PHASN1-EM,CAP-BL100NAT-UPP,Packaging Material,1,Pc(s),STIC-VHGCN40R0-MO,Liquid factory,FT-PHASN1-EM,FT-PHASN1-EM,,,CAP-SPGFW9-OMG,
FT-PHASN1-EM/1,FT-PHASN1-EM,STIC-SMPASFT50-E,Packaging Material,1,Pc(s),STIC-VHGCN50R0-MO,Liquid factory,FT-PHASN1-EM,FT-PHASN1-EM,,,SACH-PGFW9-OMG,
FT-PHASN1-EM/1,FT-PHASN1-EM,KB-ECR1-KMK125CF,Packaging Material,0.01786,Pc(s),STIC-VHGCW12R0-MO,Liquid factory,FT-PHASN1-EM,FT-PHASN1-EM,,,KB-BERYLR0-OMG,
FT-PHASN1-EM/1,FT-PHASN1-EM,BOTO-L50NAT-UPP,Packaging Material,1,Pc(s),STIC-VHGCW21R0-MO,Liquid factory,FT-PHASN1-EM,FT-PHASN1-EM,,,FW-FW-BULK,
FT-PHASN1-EM/1,FT-PHASN1-EM,FT-PHAS-BULK,Semi Finished Goods,0.05,kg,STIC-VHGCW22R1-MO,Liquid factory,FT-PHASN1-EM,FT-PHASN1-EM,,,TUBE-PGFW50R1-OMG,
