"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"BOTP-HTSLEREV14-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTSPAL2REV-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTSPALREV1-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-MKMN_L100-P","1","BOTO-HW100NP-DK12033","Regular","1.0","Pc(s)"
"","","STIC-PNCNO100HG-5070","Regular","1.0","Pc(s)"
"BOTP-MUR100-W","1","BOTO-BNG100PVC-","Regular","1.0","Pc(s)"
"BOTP-NLREV1450-P","2","BOTO-L450WHI-PP","Regular","1.0","Pc(s)"
"L-CVM01RMDR0-W","1","L-CVM01-W","Sellable","1.0","Pc(s)"
"L-CVM08RMDR0-W","1","L-CVM08-W","Sellable","1.0","Pc(s)"
"L-CVM09RMDR0-W","1","L-CVM09-W","Sellable","1.0","Pc(s)"
"L-CVM10RMDR0-W","1","L-CVM010-W","Sellable","1.0","Pc(s)"
"BOTP-PBCACS240-IX","1","BOTO-C240TBP-PET24","Regular","1.0","Pc(s)"
"L-CVM13RMDR0-W","1","L-CVM013-W","Sellable","1.0","Pc(s)"
"BOTP-PCHCA450RE-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCHCAREV12-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCHCFREV12-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCHCFREV14-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCLBLOS240-IX","1","BOTO-C240TBP-PET24","Regular","1.0","Pc(s)"
"BOTP-PCSHA450RE-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSHAREV12-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSHL450RE-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSHLE450R-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSHLEREV1-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSHSPALER-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSSLR1200-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSSLR1450-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PCSSLREV14-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-PISCS240-IX","1","BOTO-C240TBP-PET24","Regular","1.0","Pc(s)"
"BOTP-PISTT240-IX","1","BOTO-C240TBP-PET24","Regular","1.0","Pc(s)"
"POTS-BGSPAREV12-P","3","STIC-SBGS240R1-PVG","Regular","1.0","Pc(s)"
"","","POT-R250WHITE-PP","Regular","1.0","Pc(s)"
"CAPS-CBGSPAREV1-P","2","CAPP-R150BRR1-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSBGS24CH-D78S","Regular","1.0","Pc(s)"
"BOTP-PTCRS240-IX","1","BOTO-C240TBP-PET24","Regular","1.0","Pc(s)"
"BOTP-SES750-IX","1","BOTO-C750RPP-PET28","Regular","1.0","Pc(s)"
"BOTP-SG200N_L-P","2","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-SGIN200REV-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-SGLREV1200-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-SLREV1200-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-SSNC360-IX","1","BOTO-L450BLA-PP","Regular","1.0","Pc(s)"
"DUSS-RYAANC17R0-W","1","STIC-PDARYNC17-W","Regular","1.0","Pc(s)"
"","","DUS-RYAANC17CR1-WICV","Regular","1.0","Pc(s)"
"","","STIC-PDBRYNC17-W","Regular","1.0","Pc(s)"
"BOTP-SSPALEREV1-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTS-APD60NP-W","2","BOTO-RO60-60-P","Regular","1.0","Pc(s)"
"","","STIC-APD60HR2-PEW2G","Regular","1.0","Pc(s)"
"BOTS-APRT100-W","1","STIC-BAPRT100-WGCE","Regular","1.0","Pc(s)"
"","","BOTO-BNG100PVC-","Regular","1.0","Pc(s)"
"","","STIC-FAPRT100-WGCE","Regular","1.0","Pc(s)"
"BOTS-CMCL50R0-EM","2","STIC-SAMCMCLR2-EPEW","Regular","1.0","Pc(s)"
"","","BOTO-L50NAT-UPP","Regular","1.0","Pc(s)"
"DUSS-PBMS2820-WM","1","STIC-PAPBBPR0-WM","Regular","1.0","Pc(s)"
"","","DUS-PBMS2820R1-WILG","Regular","1.0","Pc(s)"
"L-CVM02WDDR0-W","1","L-CVM02-W","Sellable","1.0","Pc(s)"
"L-CVM04WDDR0-W","1","L-CVM04-W","Sellable","1.0","Pc(s)"
"L-CVM06WDDR0-W","1","L-CVM06-W","Sellable","1.0","Pc(s)"
"L-CVM07WDDR0-W","1","L-CVM07-W","Sellable","1.0","Pc(s)"
"L-CVM08WDDR0-W","1","L-CVM08-W","Sellable","1.0","Pc(s)"
"BOTS-MIAB50R0-EM","2","STIC-SAMMIABR1-EPEW","Regular","1.0","Pc(s)"
"","","BOTO-L50NAT-UPP","Regular","1.0","Pc(s)"
"BOTS-MIW185-MO","1","STIC-FMW185R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BMW185R0-MO","Regular","1.0","Pc(s)"
"","","BOTO-K200PET-X","Regular","1.0","Pc(s)"
"DUSS-WHPMG40-WM","2","DUS-WHPMG40R3C-WILG","Regular","1.0","Pc(s)"
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)"
"BOTS-MPASFT50-EM","1","STIC-MPASFTR0-EVG","Regular","1.0","Pc(s)"
"","","BOTO-L50NAT-UPP","Regular","1.0","Pc(s)"
"BOTS-MUR100R0-MO","2","STIC-FMURR3-MO","Regular","1.0","Pc(s)"
"","","BOTO-BNG100PVC-","Regular","1.0","Pc(s)"
"","","STIC-BMURR3-MO","Regular","1.0","Pc(s)"
"BOTS-MURDLIS50-EM","2","BOTO-L50NAT-UPP","Regular","1.0","Pc(s)"
"","","STIC-SAMDLMUR1-EPET","Regular","1.0","Pc(s)"
"BOTS-PRTM40R0-MO","3","STIC-SPRTMR0-MOMDO","Regular","1.0","Pc(s)"
"","","BOTO-GA1302RX-MO","Regular","1.0","Pc(s)"
"BOTS-PWCM42R1-MO","1","BOTO-GA1302R1-MOF","Regular","1.0","Pc(s)"
"","","STIC-SPWCMR1-MOMD","Regular","1.0","Pc(s)"
"BOTS-ROFOHE60-W","5","STIC-BROFHER5-W","Regular","1.0","Pc(s)"
"","","BOTO-RO60-60-P","Regular","1.0","Pc(s)"
"","","STIC-FROFHER5-W","Regular","1.0","Pc(s)"
"DUSS-EMLC09R0-WM","1","STIC-PADEMLC01-WMV","Regular","1.0","Pc(s)"
"","","DUSS-EMLC09H-W","Intermediate Pack","1.0","Pc(s)"
"BOTP-CVMPB12R0-W","1","BOTO-CVML12R0-W","Regular","1.0","Pc(s)"
"DUSS-EMLC01H-W","2","DUS-EMLC01C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC02H-W","2","DUS-EMLC02C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC03H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC03C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC04H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC04C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC05H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC05C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC06H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC06C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC07H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC07C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC08H-W","2","DUS-EMLC08C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC10H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC10C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC12H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC12C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC13H-W","2","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"","","DUS-EMLC13C-WILD","Regular","1.0","Pc(s)"
"DUSS-EMLC14H-W","2","DUS-EMLC14C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC15H-W","2","DUS-EMLC15C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC16H-W","2","DUS-EMLC16C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC17H-W","2","DUS-EMLC17C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC18H-W","2","DUS-EMLC18C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC09H-W","2","DUS-EMLC09C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"DUSS-EMLC11H-W","2","DUS-EMLC11C-WILD","Regular","1.0","Pc(s)"
"","","STIC-HEMLCR1-W","Regular","1.0","Pc(s)"
"BOTP-WIEIM09R0-W","1","BOTO-IEIMLR0-W","Regular","1.0","Pc(s)"
"BOTP-WIEIM10R0-W","1","BOTO-IEIMLR0-W","Regular","1.0","Pc(s)"
"BOTP-WIEIM11R0-W","1","BOTO-IEIMLR0-W","Regular","1.0","Pc(s)"
"BOTP-WIEIM12R0-W","1","BOTO-IEIMLR0-W","Regular","1.0","Pc(s)"
"BOTP-PTMSE10-MO","1","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)"
"BOTP-PTMSE20-MO","1","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)"
"BOTP-PTMSE30-MO","1","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)"
"BOTP-PTMSE40-MO","1","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)"
"BOTP-PTMSE50-MO","1","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)"
"BOTP-PTMSE60-MO","1","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)"
"DUSS-RCVPF11CR0-W","1","STIC-VRCVPF11CR0-W","Regular","1.0","Pc(s)"
"","","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BCRCVP11CR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF22NR0-W","1","STIC-BCRCVP22NR0-W","Regular","1.0","Pc(s)"
"","","STIC-VRCVPF22NR0-W","Regular","1.0","Pc(s)"
"","","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF33WR0-W","1","STIC-BCRCVP33WR0-W","Regular","1.0","Pc(s)"
"","","STIC-VRCVPF33WR0-W","Regular","1.0","Pc(s)"
"","","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF42NR0-W","1","STIC-VRCVPF42NR0-W","Regular","1.0","Pc(s)"
"","","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BCRCVP42NR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF43WR0-W","1","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BCRCVP43WR0-W","Regular","1.0","Pc(s)"
"","","STIC-VRCVPF43WR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF52NR0-W","1","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"","","STIC-VRCVPF52NR0-W","Regular","1.0","Pc(s)"
"","","STIC-BCRCVP52NR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF23WR0-W","1","STIC-BCRCVP23WR0-W","Regular","1.0","Pc(s)"
"","","STIC-VRCVPF23WR0-W","Regular","1.0","Pc(s)"
"","","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"DUSS-RCVPF32NR0-W","1","DUS-RCVPFR0-W","Regular","1.0","Pc(s)"
"","","STIC-BCRCVP32NR0-W","Regular","1.0","Pc(s)"
"","","STIC-VRCVPF32NR0-W","Regular","1.0","Pc(s)"
"DUSS-CSBANC15-W","1","STIC-PDCSNC15R0-W","Regular","1.0","Pc(s)"
"","","DUS-CSBANC15-W","Regular","1.0","Pc(s)"
"TUBS-BSTUC20R0-E","1","STIC-PKTUBDBSTUC-E","Regular","1.0","Pc(s)"
"","","TUBE-BSTUCR1-E","Regular","1.0","Pc(s)"
"","","STIC-PKTBSTUC-E","Regular","1.0","Pc(s)"
"TUBS-CDECW100R1-WM","1","STIC-PALFT125-WM","Regular","1.0","Pc(s)"
"","","TUBE-CDECW100R1-W2L","Regular","1.0","Pc(s)"
"TUBS-HRFC100R0-WM","1","TUBE-HRFC100R0-W","Regular","1.0","Pc(s)"
"","","STIC-PALFT125-WM","Regular","1.0","Pc(s)"
"TUBS-LBCM50-WM","1","TUBE-LBCM50-WPBL","Regular","1.0","Pc(s)"
"","","STIC-PAGR0-WM","Regular","1.0","Pc(s)"
"BOTP-ILSLS01R0-W","1","BOTO-WILSLSR0-W","Regular","1.0","Pc(s)"
"BOTP-ILSLS02R0-W","1","BOTO-WILSLSR0-W","Regular","1.0","Pc(s)"
"BOTP-ILSLS03R0-W","1","BOTO-WILSLSR0-W","Regular","1.0","Pc(s)"
"BOTP-ILSLS04R0-W","1","BOTO-WILSLSR0-W","Regular","1.0","Pc(s)"
"BOTP-ILSLS05R0-W","1","BOTO-WILSLSR0-W","Regular","1.0","Pc(s)"
"BOTP-ILSLS06R0-W","1","BOTO-WILSLSR0-W","Regular","1.0","Pc(s)"
"DUSS-CSEDCC10R0-W","1","STIC-PACESR0-WM","Regular","1.0","Pc(s)"
"","","DUS-CSEDCC10R1-W","Regular","1.0","Pc(s)"
"BOTO-SBSLPR3-E","2","PS-BSLPR1-EBS","Regular","1.03","Pc(s)"
"","","BOTO-BSLPR2-EM","Regular","1.0","Pc(s)"
"DUSS-BSTUC20R0-E","2","STIC-PKTUBDBSTUC-E","Regular","1.0","Pc(s)"
"","","STIC-PKUBBSTUC-E","Regular","1.0","Pc(s)"
"","","DUS-BSTUCR3-E","Regular","1.0","Pc(s)"
"DUSS-LSA30R0-WM","1","DUS-LSA30R1-W","Regular","1.0","Pc(s)"
"","","STIC-PAAR0-WM","Regular","1.0","Pc(s)"
"TUBS-LMGW100R1-WM","1","STIC-PAAR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-LMGW100R0-WPBL","Regular","1.0","Pc(s)"
"TUBS-APFC60R1-WM","1","TUBE-APFC60R2-W","Regular","1.0","Pc(s)"
"","","STIC-PAPHUR0-WM","Regular","1.0","Pc(s)"
"TUBS-PBCFLS100R1-WM","1","STIC-PAPHUR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-PBCFLS100R1-W2L","Regular","1.0","Pc(s)"
"DUSS-LBBCN30-WM","2","STIC-PACESR0-WM","Regular","1.0","Pc(s)"
"","","DUS-LBBCN30C-WILD","Regular","1.0","Pc(s)"
"DUSS-LBBCL30-WM","2","STIC-PACESR0-WM","Regular","1.0","Pc(s)"
"","","DUS-LBBCL30C-WILD","Regular","1.0","Pc(s)"
"DUSS-DMCP02R0-E","1","STIC-VDMCP02R0-E","Regular","1.0","Pc(s)"
"","","DUS-DMCPR0-E","Regular","1.0","Pc(s)"
"DUSS-DMCP01R0-E","1","STIC-VDMCP01R0-E","Regular","1.0","Pc(s)"
"","","DUS-DMCPR0-E","Regular","1.0","Pc(s)"
"DUSS-DMCP03R0-E","1","STIC-VDMCP03R0-E","Regular","1.0","Pc(s)"
"","","DUS-DMCPR0-E","Regular","1.0","Pc(s)"
"DUSS-DMCP04R0-E","1","DUS-DMCPR0-E","Regular","1.0","Pc(s)"
"","","STIC-VDMCP04R0-E","Regular","1.0","Pc(s)"
"TUBS-AHFW100-WM","1","STIC-PALFT125-WM","Regular","1.0","Pc(s)"
"","","TUBE-AHFW100R2-W2L","Regular","1.0","Pc(s)"
"BOTP-CVMPB01R0-W","1","BOTO-CVMLM1R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB02R0-W","1","BOTO-CVMLM2R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB03R0-W","1","BOTO-CVMLM3R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB04R0-W","1","BOTO-CVMLM4R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB05R0-W","1","BOTO-CVMLM5R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB06R0-W","1","BOTO-CVMLM6R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB07R0-W","1","BOTO-CVMLM7R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB08R0-W","1","BOTO-CVMLM8R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB09R0-W","1","BOTO-CVML9R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB10R0-W","1","BOTO-CVML10R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB11R0-W","1","BOTO-CVML11R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB13R0-W","1","BOTO-CVML13R0-W","Regular","1.0","Pc(s)"
"BOTP-CVMPB14R0-W","1","BOTO-CVML14R0-W","Regular","1.0","Pc(s)"
"BOTP-WIMLMPFER0-IP","1","BOTO-IMLMPR0-W","Regular","1.0","Pc(s)"
"BOTP-CADLP00AJR0-W","1","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"BOTP-CADLP13DLR0-W","1","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"BOTP-CADLP16KLR0-W","1","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"BOTP-CADLP17TBR0-W","1","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"TUBS-BSFW100-EM","2","TUBE-BSFW100R1-EPBL","Regular","1.0","Pc(s)"
"","","STIC-PAHR1-EM","Regular","1.0","Pc(s)"
"BOTS-MURDLIS50R1-EM","2","STIC-PAGR1-EM","Regular","1.0","Pc(s)"
"","","BOTO-L50NAT-UPP","Regular","1.0","Pc(s)"
"","","STIC-SAMDLMUR1-EPET","Regular","1.0","Pc(s)"
"TUBS-AVG-EM","2","STIC-PAHR1-EM","Regular","1.0","Pc(s)"
"","","TUBE-AVGR2-E2L","Regular","1.0","Pc(s)"
"TUBS-SBDBFW-EM","2","TUBE-SBDBFWR0-E","Regular","1.0","Pc(s)"
"","","STIC-PANR1-EM","Regular","1.0","Pc(s)"
"BOTS-ABHS30-K","1","BOTO-GABSR0-K","Regular","1.0","Pc(s)"
"","","STIC-PABHS30-K","Regular","1.0","Pc(s)"
"BOTS-NBHO30-K","1","BOTO-GNBOR0-K","Regular","1.0","Pc(s)"
"","","STIC-PNBHO30-K","Regular","1.0","Pc(s)"
"DUSS-ADM40R1-WM","1","STIC-PALLCR1-WM","Regular","1.0","Pc(s)"
"","","DUS-ADM40CR1-WACLG","Regular","1.0","Pc(s)"
"DUSS-ANTM40R1-WM","1","DUS-ANTM40CR1-WACLG","Regular","1.0","Pc(s)"
"","","STIC-PALLCR1-WM","Regular","1.0","Pc(s)"
"DUSS-CDDDCL20R1-WM","1","STIC-PAPBBPR1-WM","Regular","1.0","Pc(s)"
"","","DUS-CDDDCL20R1-W","Regular","1.0","Pc(s)"
"DUSS-CDDDCN20R1-WM","1","STIC-PAPBBPR1-WM","Regular","1.0","Pc(s)"
"","","DUS-CDDDCN20R1-W","Regular","1.0","Pc(s)"
"DUSS-PBMS2820R1-WM","1","STIC-PAPBBPR1-WM","Regular","1.0","Pc(s)"
"","","DUS-PBMS2820R1-WILG","Regular","1.0","Pc(s)"
"DUSS-CSEDCC10R1-WM","1","STIC-PACESR1-WM","Regular","1.0","Pc(s)"
"","","DUS-CSEDCC10R1-W","Regular","1.0","Pc(s)"
"DUSS-LSA30R1-WM","1","STIC-PAAR1-WM","Regular","1.0","Pc(s)"
"","","DUS-LSA30R1-W","Regular","1.0","Pc(s)"
"BOTP-HSNANB450R2-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HSNANB200R2-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HSNASH200R2-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HSNASH450R2-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-SL200R2-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-ERBSAS30-T","1","BOTO-GWSMS30-T","Regular","1.0","Pc(s)"
"BOTP-NZASS30-T","1","BOTO-GNSMS30-T","Regular","1.0","Pc(s)"
"DUSS-CADLP00R0-W","1","DUS-CADLP00R0-W","Regular","1.0","Pc(s)"
"","","STIC-QCADLP00R0-W","Regular","1.0","Pc(s)"
"DUSS-CADLP13R0-W","1","DUS-CADLP13R0-W","Regular","1.0","Pc(s)"
"","","STIC-QCADLP13R0-W","Regular","1.0","Pc(s)"
"DUSS-CADLP14R0-W","1","DUS-CADLP14R0-W","Regular","1.0","Pc(s)"
"","","STIC-QCADLP14R0-W","Regular","1.0","Pc(s)"
"DUSS-CADLP16R0-W","1","STIC-QCADLP16R0-W","Regular","1.0","Pc(s)"
"","","DUS-CADLP16R0-W","Regular","1.0","Pc(s)"
"DUSS-CSET125R1-WM","1","STIC-PACESR1-WM","Regular","1.0","Pc(s)"
"","","DUS-CSET125R1-W","Regular","1.0","Pc(s)"
"BOTS-AVFMR0-E","1","STIC-SAVFMR0-E","Regular","1.0","Pc(s)"
"","","BOTO-PET60TCD18-","Regular","1.0","Pc(s)"
"DUSS-IMLCR0-W","2","STIC-PIIMCLR0-W","Regular","1.0","Pc(s)"
"","","DUS-IMCLR2-WHPD","Regular","1.0","Pc(s)"
"DUSS-PMFC21R0-MO","2","STIC-VPPFC21R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFC21R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"DUSS-PMFC31R0-MO","2","STIC-BCPPFC31R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFC31R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"DUSS-PMFC41R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFC41R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFC41R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFC51R0-MO","2","STIC-VPPFC51R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFC51R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"DUSS-PMFN10R0-MO","2","STIC-BCPPFN10R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFN10R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"DUSS-PMFN20R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFN20R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFN20R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFN30R0-MO","2","STIC-VPPFN30R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFN30R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW12R0-MO","2","STIC-VPPFW12R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW12R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW21R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW21R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW21R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW22R0-MO","2","STIC-BCPPFW22R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW22R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW30R0-MO","2","STIC-VPPFW30R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW30R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW32R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW32R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW32R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW33R0-MO","2","STIC-VPPFW33R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW33R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW41R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW41R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW41R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW50R0-MO","2","STIC-BCPPFW50R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW50R0-MO","Regular","1.0","Pc(s)"
"","","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW60R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW60R0-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW60R0-MO","Regular","1.0","Pc(s)"
"DUSS-PMFW42R0-MO","2","DUS-PPFR1-MO","Regular","1.0","Pc(s)"
"","","STIC-VPPFW42R0-MO","Regular","1.0","Pc(s)"
"","","STIC-BCPPFW42R0-MO","Regular","1.0","Pc(s)"
"CAPR-PTC-IX","1","CAPP-R250BLACK-PP","Regular","1.0","Pc(s)"
"CAPS-CBBMP50R1-W","1","CAPP-R100WHITEM-PP","Regular","1.0","Pc(s)"
"","","STIC-COVCBBMP50-R1PP","Regular","1.0","Pc(s)"
"CAPS-CBBO100-W","1","STIC-COVCBBO10-PPW5","Regular","1.0","Pc(s)"
"","","CAPP-R100GREENO-PP","Regular","1.0","Pc(s)"
"CAPS-CBBO50-W","1","CAPP-R100GREENO-PP","Regular","1.0","Pc(s)"
"","","STIC-COVCBBO50-WPPD","Regular","1.0","Pc(s)"
"CAPS-CBBPF50R1-W","1","CAPP-R100VIOLET-PP","Regular","1.0","Pc(s)"
"","","STIC-COVCBBPF50-R1PP","Regular","1.0","Pc(s)"
"CAPS-CBBR100-W","1","CAPP-R100PINKR-PP","Regular","1.0","Pc(s)"
"","","STIC-COVCBBR10-PPW5","Regular","1.0","Pc(s)"
