"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"ES-EP02-W-01-RP-W1GR","1","ES-EP02-W-01-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-02-RP-W1GR","1","ES-EP02-W-02-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-03-RP-W1GR","1","ES-EP02-W-03-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-04-RP-W1GR","1","ES-EP02-W-04-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-05-RP-W1GR","1","ES-EP02-W-05-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-06-RP-W1GR","1","ES-EP02-W-06-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-07-RP-W1GR","1","ES-EP02-W-07-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EP02-W-08-RP-W1GR","1","ES-EP02-W-08-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-EPS-01-RP-W1,1GR","1","ES-EPS-01-BULK","Bulk","0.0011","kg"
"","","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"ES-H-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-H-X","Bulk","0.00125","kg"
"ES-IPSCP-W-01-RP-W1G","2","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"","","ES-IPSCP-W-01-BULK","Bulk","0.001","kg"
"ES-IPSCP-W-02-RP-W1G","2","ES-IPSCP-W-02-BULK","Bulk","0.001","kg"
"","","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"ES-IPSCP-W-04-RP-W1G","2","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"","","ES-IPSCP-W-04-BULK","Bulk","0.001","kg"
"ES-IPSCP-W-05-RP-W1G","2","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"","","ES-IPSCP-W-05-BULK","Bulk","0.001","kg"
"ES-IPSCP-W-06-RP-W1G","2","ES-IPSCP-W-06-BULK","Bulk","0.001","kg"
"","","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"ES-IPSCP-W-07-RP-W1G","2","ES-IPSCP-W-07-BULK","Bulk","0.001","kg"
"","","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"ES-IPSCP-W-08-RP-W1G","2","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"","","ES-IPSCP-W-08-BULK","Bulk","0.001","kg"
"ES-IPSCP-W-09-RP-W1G","2","ES-IPSCP-W-09-BULK","Bulk","0.001","kg"
"","","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"ES-IPSCP-W-10-RP-W1G","2","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"","","ES-IPSCP-W-10-BULK","Bulk","0.001","kg"
"ES-M-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-M-BULK","Bulk","0.00125","kg"
"ES-M-RP-W1,1GR","1","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"","","ES-M-BULK","Bulk","0.0011","kg"
"ES-PL-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-PL-BULK","Bulk","0.00125","kg"
"ES-PL-RP-W1,1GR","1","ES-PL-BULK","Bulk","0.0013","kg"
"","","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"ES-PMB-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-PMB-BULK","Bulk","0.00125","kg"
"ES-PMEO-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-PMEO-BULK","Bulk","0.00125","kg"
"ES-PMEO-RP-W1,1GR","2","ES-PMEO-BULK","Bulk","0.0011","kg"
"","","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"ES-PNU-02-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-PNU-02-BULK","Bulk","0.00125","kg"
"ES-PNU-03-RP-MO1,25G","1","ES-PNU-03-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-PNU-04-RP-MO1,25G","1","ES-PNU-04-BULK","Bulk","0.00125","kg"
"","","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"ES-PNU-04-RP-W1GR","2","GODE-ISCEPR1-WAL","Regular","1.0","Pc(s)"
"","","ES-PNU-04-BULK","Bulk","0.001","kg"
"ES-PPMB13,5RNFS-MO","3","ES-PMB-BULK","Bulk","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Regular","1.0","Pc(s)"
"ES-PPMC3,5RNFS-MO","3","ES-C-BULK","Bulk","0.00407","kg"
"","","GODE-PESBOR2-MOAL","Regular","1.0","Pc(s)"
"ES-PPMHS3,5RNFS-MO","2","GODE-PESBOR2-MOAL","Regular","1.0","Pc(s)"
"","","ES-H-X","Bulk","0.0035","kg"
"ES-PPMS3,5RNFS-MO","3","GODE-PESBOR2-MOAL","Regular","1.0","Pc(s)"
"","","ES-SD-BULK","Bulk","0.00407","kg"
"ES-PRPBK01-RP-EM1,1G","2","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"","","ES-PRPBK01-BULK","Bulk","0.0011","kg"
"ES-PRPPH02-RP-EM1,1G","2","ES-PRPPH02-BULK","Bulk","0.0011","kg"
"","","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"ES-PRPPH03-RP-EM1,1G","2","ES-PRPPH03-BULK","Bulk","0.0011","kg"
"","","GODE-ESSWA33-178538","Regular","1.0","Pc(s)"
"ES-PSM-06-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-PSM-06-BULK","Bulk","0.00125","kg"
"ES-R-RP-MO1,25G","1","GODE-LPWNL2781-","Regular","1.0","Pc(s)"
"","","ES-R-BULK","Bulk","0.00125","kg"
"L-TMLCA-OMG","2","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC01R2-OMG","Regular","1.0","Pc(s)"
"","","L-MLCA-BULK","Bulk","0.0035","kg"
"L-TMLCB-OMG","2","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC02R2-OMG","Regular","1.0","Pc(s)"
"","","L-MLCB-BULK","Bulk","0.0035","kg"
"L-TMLCC-OMG","2","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC03R2-OMG","Regular","1.0","Pc(s)"
"","","L-MLCC-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCD-OMG","2","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCD-BULK","Bulk","0.0035","kg"
"","","STIC-BMKLC04R2-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCE-OMG","2","L-MLCE-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC05R2-OMG","Regular","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCF-OMG","2","L-MLCF-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC06R2-OMG","Regular","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCG-OMG","2","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCG-BULK","Bulk","0.0035","kg"
"","","STIC-BMKLC07R2-OMG","Regular","1.0","Pc(s)"
"L-TMLCH-OMG","2","L-MLCH-BULK","Bulk","0.0035","kg"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC08R2-OMG","Regular","1.0","Pc(s)"
"L-TMLCI-OMG","2","L-MLCI-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC09R2-OMG","Regular","1.0","Pc(s)"
"L-TMLCJ-OMG","2","STIC-BMKLC10R2-OMG","Regular","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCJ-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCL-OMG","2","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLC12R2-OMG","Regular","1.0","Pc(s)"
"","","L-MLCL-BULK","Bulk","0.0035","kg"
"L-TMLCK-OMG","2","STIC-BMKLC11R2-OMG","Regular","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCK-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCM-OMG","1","CAPA-MKLCCEKIMR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-MKLCCEKIMR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLCCE13R0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCM-BULK","Bulk","0.0035","kg"
"L-TMLCN-OMG","1","STIC-BMKLCCE14R0-OMG","Regular","1.0","Pc(s)"
"","","CAPA-MKLCCEKIMR0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCN-BULK","Bulk","0.0035","kg"
"","","BOTO-MKLCCEKIMR0-OMG","Regular","1.0","Pc(s)"
"L-TMLCO-OMG","1","BOTO-MKLCCEKIMR0-OMG","Regular","1.0","Pc(s)"
"","","L-MLCO-BULK","Bulk","0.0035","kg"
"","","CAPA-MKLCCEKIMR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BMKLCCE15R0-OMG","Regular","1.0","Pc(s)"
"FW-LWFN2-W","1","FW-LWF-BULK","Bulk","0.1","kg"
"","","TUBE-LWFF100R0-W","Regular","1.0","Pc(s)"
"","","KB-WT100R1-KMM125BF","Regular","0.02857","Pc(s)"
"L-CUMKORB-W","4","DUS-CULML10R1-W","Regular","1.0","Pc(s)"
"","","CONT-CULML10TR0-W","Regular","1.0","Pc(s)"
"","","L-CUMKORB-BULK","Bulk","0.0036","kg"
"","","STIC-BCULML10R0-W","Regular","1.0","Pc(s)"
"","","IBOX-BR0-W","Regular","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)"
"","","CAPC-CULML10TR0-W","Regular","1.0","Pc(s)"
"BO-CLPBCP-RP-EM3,5GR","1","BO-CLPBCP-BULK","Bulk","0.0035","kg"
"","","GODE-PESBOR2-MOAL","Regular","1.0","Pc(s)"
"DUSS-MPASMGR0-ELG","1","DUS-MPASMGR0-ELG","Regular","1.0","Pc(s)"
"","","STIC-QRMPASMG20-E","Regular","1.0","Pc(s)"
"DUSS-ANTM40-WM","1","STIC-PALLCR0-WM","Regular","1.0","Pc(s)"
"","","DUS-ANTM40CR1-WACLG","Regular","1.0","Pc(s)"
"DUSS-EMLC03R0-WM","1","STIC-PADEMLC03-WMV","Regular","1.0","Pc(s)"
"","","DUSS-EMLC03H-W","Intermediate Pack","1.0","Pc(s)"
"DUSS-EMLC11R0-WM","2","STIC-PADEMLC11-WMV","Regular","1.0","Pc(s)"
"","","DUSS-EMLC11H-W","Intermediate Pack","1.0","Pc(s)"
"TUBS-BBBBC20NR0-E","1","STIC-PTBBBBC20NR0-E","Regular","1.0","Pc(s)"
"","","TUBE-BBBBC20CR1-E","Regular","1.0","Pc(s)"
"TUBS-APFC60-WM","2","TUBE-APFC60R2-W","Regular","1.0","Pc(s)"
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)"
"DUSS-CDDDCN20-WM","1","DUS-CDDDCN20R1-W","Regular","1.0","Pc(s)"
"","","STIC-PAPBBPR0-WM","Regular","1.0","Pc(s)"
"TUBS-PBCFLS100-WM","1","STIC-PAPHUR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-PBCFLS100R-W2L","Regular","1.0","Pc(s)"
"TUBS-PBCFLOC100-WM","1","STIC-PAPHUR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-PBCFLOC100-W2L","Regular","1.0","Pc(s)"
"TUBS-NDSBFW60-WM","1","STIC-PALFT125-WM","Regular","1.0","Pc(s)"
"","","TUBE-SBFW60R1-W2L","Regular","1.0","Pc(s)"
"TUBS-CDECW100-WM","1","TUBE-CDECW100R0-W2L","Regular","1.0","Set"
"","","STIC-PALFT125-WM","Regular","1.0","Pc(s)"
"TUBS-RYAAFW100-WM","2","STIC-PALLCR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-RYAAFW100-W2L","Regular","1.0","Pc(s)"
"DUSS-ADM40-WM","1","DUS-ADM40CR1-WACLG","Regular","1.0","Pc(s)"
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)"
"PAPS-UVSAFE-WM","1","STIC-PALLCR0-WM","Regular","1.0","Pc(s)"
"","","PAP-UVSAFER1-W","Regular","1.0","Pc(s)"
"TUBS-LMGW100-WM","1","STIC-PAAR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-LMGW100R0-W","Regular","1.0","Pc(s)"
"TUBS-LWFF100-WM","1","STIC-PAAR0-WM","Regular","1.0","Pc(s)"
"","","TUBE-LWFF100R0-W","Regular","1.0","Pc(s)"
"TUBS-CDEWF100-WM","1","STIC-PABBM01B-WMIP","Regular","1.0","Pc(s)"
"","","TUBE-CDEWF100R1-W","Regular","1.0","Pc(s)"
"TUBS-AJFS60-EM","1","STIC-PAER0-EM","Regular","1.0","Pc(s)"
"","","TUBE-AJFS60R1-E2L","Regular","1.0","Pc(s)"
"DUSS-MPASMG-EM","1","DUS-MPASMGR0-ELG","Regular","1.0","Pc(s)"
"","","STIC-PAGR0-EM","Regular","1.0","Pc(s)"
"TUBS-MPASFW-EM","1","STIC-PAHR0-EM","Regular","1.0","Pc(s)"
"","","TUBE-MPASFWR1-EOVG","Regular","1.0","Pc(s)"
"TUBS-CMB-EM","1","STIC-PALR0-EM","Regular","1.0","Pc(s)"
"","","TUBE-CMBR1-E","Regular","1.0","Pc(s)"
"TUBS-CMSC-EM","1","STIC-PALR0-EM","Regular","1.0","Pc(s)"
"","","TUBE-CMSCR0-E","Regular","1.0","Pc(s)"
"TUBS-CMSS-EM","1","STIC-PALR0-EM","Regular","1.0","Pc(s)"
"","","TUBE-CMSSR0-E","Regular","1.0","Pc(s)"
"TUBS-AASG15-WM","1","STIC-PT1AASGR1-WM","Regular","1.0","Pc(s)"
"","","TUBE-ASATG15-W19LN","Regular","1.0","Pc(s)"
"","","STIC-PT2AASGR0-WM","Regular","1.0","Pc(s)"
"TUBS-BSAPFW100-EM","1","STIC-PAHR0-EM","Regular","1.0","Pc(s)"
"","","TUBE-BSAPFW100-EPBL","Regular","1.0","Pc(s)"
"BOTS-BSFT100-E","1","BOTO-PET100ML39-X","Regular","1.0","Pc(s)"
"","","STIC-SBSFT100-E","Regular","1.0","Pc(s)"
"BOTS-SCBMB100-W","2","BOTO-PETRF100B-X","Regular","1.0","Pc(s)"
"","","STIC-SBMB100-WGCC","Regular","1.0","Pc(s)"
"BOTS-SCBMJF100-W","2","BOTO-PETRF100B-X","Regular","1.0","Pc(s)"
"","","STIC-SBMJ100-WGCC","Regular","1.0","Pc(s)"
"BOTS-SCBMPC100-W","2","BOTO-PETRF100B-X","Regular","1.0","Pc(s)"
"","","STIC-SBMPC100-WGCC","Regular","1.0","Pc(s)"
"BOTS-SCBMPR100-W","2","BOTO-PETRF100B-X","Regular","1.0","Pc(s)"
"","","STIC-SBMPR100-WGCC","Regular","1.0","Pc(s)"
"DUSS-CDDDCL20-WM","2","STIC-PAPBBPR0-WM","Regular","1.0","Pc(s)"
"","","DUS-CDDDCL20R1-W","Regular","1.0","Pc(s)"
"TUBS-LGE50R1-WM","1","TUBE-LGE50-WPBL","Regular","1.0","Pc(s)"
"","","STIC-PAGR0-WM","Regular","1.0","Pc(s)"
"TUBS-CDEWF100R1-WM","1","TUBE-CDEWF100R1-W","Regular","1.0","Pc(s)"
"","","STIC-PALFT125-WM","Regular","1.0","Pc(s)"
"BOTP-CADLP15DNR0-W","1","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"BOTP-CADLP14RLR0-W","1","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"POTP-BGSPAREV17-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSBGS72HG-1158","Regular","1.0","Pc(s)"
"POTP-CBA720REV1-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PNCA720HGP-1158","Regular","1.0","Pc(s)"
"POTP-CBAV720REV-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PNCAV720HG-1158","Regular","1.0","Pc(s)"
"POTP-CBC720REV1-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PNCCN720HG-1158","Regular","1.0","Pc(s)"
"POTP-CBGINREV17-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PNCG720HGP-1158","Regular","1.0","Pc(s)"
"POTP-HMSPAREV17-P","1","STIC-PSSHMS72HG-1158","Regular","1.0","Pc(s)"
"","","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"POTP-LWOBS720RE-P","1","STIC-PSSOBS72HG-1158","Regular","1.0","Pc(s)"
"","","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"POTP-NP3P720N_L-P","2","STIC-PPNS272R1H-1158","Regular","1.0","Pc(s)"
"","","POT-R720BLACK-PP","Regular","1.0","Pc(s)"
"POTP-P1720REV1-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"POTP-PCLBHM250-IX","1","POT-R250BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PCLBHM500-IX","1","POT-R500BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PISHM250-IX","1","POT-R250BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PISHM500-IX","1","POT-R500BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PISTHM250-IX","1","POT-R250BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PISTHM500-IX","1","POT-R500BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PP720REV1-P","1","STIC-PPPS172R1H-1158","Regular","1.0","Pc(s)"
"","","POT-R720BLACK-PP","Regular","1.0","Pc(s)"
"POTP-PTCHM250-IX","2","POT-R250BLACK-PP","Regular","1.0","Pc(s)"
"","","STIC-FTCHM250-IXPS","Regular","1.0","Pc(s)"
"POTP-RSPA720N_L-P","1","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSRS720HG-1158","Regular","1.0","Pc(s)"
"POTP-RSPAR1720-P","2","POT-R720WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSRS720HG-1158","Regular","1.0","Pc(s)"
"POTS-CBA240N_L-P","2","POT-R250WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PNCA240SHG-1652","Regular","1.0","Pc(s)"
"POTS-CBAV240N_L-P","3","POT-R250WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PNCAV240SH-1652","Regular","1.0","Pc(s)"
"POTS-CBBO100-W","2","POT-R100PGOLD-PP","Regular","1.0","Pc(s)"
"","","STIC-BCBBOR1-W100","Regular","1.0","Pc(s)"
"POTS-CBBO150WRP-W","5","POT-R150PGUO-WPP","Regular","1.0","Pc(s)"
"","","STIC-BOCBBOL15-R2PP","Regular","1.0","Pc(s)"
"POTS-CBBR150WRP-W","5","POT-R150PGUR-WPP","Regular","1.0","Pc(s)"
"","","STIC-BOCBBR15-R2PP","Regular","1.0","Pc(s)"
"POTS-HMP240N_L-P","2","POT-R250BLACK-PP","Regular","1.0","Pc(s)"
"","","STIC-PPHM24R2HG-3152","Regular","1.0","Pc(s)"
"POTS-HMPREV1720-P","1","POT-R720BLACK-PP","Regular","1.0","Pc(s)"
"","","STIC-PPHM72R1HG-1158","Regular","1.0","Pc(s)"
"POTS-HMSPA240N_-P","2","POT-R250WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSHMS24SH-3152","Regular","1.0","Pc(s)"
"","","STIC-PPSSHMS240-PPVG","Regular","1.0","Pc(s)"
"POTS-HMSPAREV12-P","1","POT-R250WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSHMS24SH-3152","Regular","1.0","Pc(s)"
"","","STIC-PPSSHMS240-PPVG","Regular","1.0","Pc(s)"
"POTS-LWOBS240RE-P","1","POT-R250WHITE-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSOBS24SH-3182","Regular","1.0","Pc(s)"
"POTS-NLPS2REV17-P","1","POT-R720BLACK-PP","Regular","1.0","Pc(s)"
"","","STIC-PPNS272R1H-1158","Regular","1.0","Pc(s)"
"POTS-OBS150N_L-P","1","STIC-PSSOBS15BH-7814","Regular","1.0","Pc(s)"
"","","STIC-PSSOBS15DH-5654","Regular","1.0","Pc(s)"
"","","POT-C115PP--P","Regular","1.0","Pc(s)"
"POTS-PPS1720REV-P","2","POT-R720BLACK-PP","Regular","1.0","Pc(s)"
"","","STIC-PPPS172R1H-1158","Regular","1.0","Pc(s)"
"POTS-SBSO240WRP-W","5","POT-R250PGUO-WPP","Regular","1.0","Pc(s)"
"","","STIC-BTSBSO2R2-W240","Regular","1.0","Pc(s)"
"POTS-SBSPF150WR-W","4","POT-R150PGUP-WPP","Regular","1.0","Pc(s)"
"","","STIC-BTSBSPFR2-W150","Regular","1.0","Pc(s)"
"PPUF-LBCPR-W","2","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)"
"","","PLAS-SLBCPRR1-WOPP","Regular","1.0","Pc(s)"
"TUBS-PBCFBS60-W","1","TUBE-PBCFLS60R0-W2L","Regular","1.0","Pc(s)"
"","","STIC-PTPBCFS60-WCNF","Regular","1.0","Pc(s)"
"CAPS-HMSPAREV12-P","2","CAPP-R150BRR1-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSHMS24CH-D78S","Regular","1.0","Pc(s)"
"CAPS-OBS240REV1-P","2","CAPP-R150BRR1-PP","Regular","1.0","Pc(s)"
"","","STIC-PSSOBS24CH-D78S","Regular","1.0","Pc(s)"
"TUBF-NFSPBCFBS-W","1","FW-PBCFLS-BULK","Bulk","0.015","kg"
"","","TUBE-NFSPBCFS-WPBL","Regular","1.0","Pc(s)"
"TUBF-NFSPBCFBO-W","1","FW-PBCFLO-BULK","Bulk","0.015","kg"
"","","TUBE-NFSPBCFO-WPBL","Regular","1.0","Pc(s)"
"LCBP-MFTLQ-E","1","LCB-MFTLQ-E10","Regular","1.0","Pc(s)"
"LCBP-MFTDQ-E","1","LCB-MFTDQ-E02","Regular","1.0","Pc(s)"
"LCBP-MFTSCQ-E","1","LCB-MFTSCQ-E05","Regular","1.0","Pc(s)"
"LCBP-MFTLCB07-E","1","LCB-MFTLCB07-ECSIQ","Regular","1.0","Pc(s)"
"BOTO-SBMIS10R0-EM","1","BOTO-PPBM10R0-E","Regular","1.0","Pc(s)"
"","","PS-EBM10ISR0-E","Regular","1.0","Pc(s)"
"BOTO-SBMOM10R0-EM","1","BOTO-PPBM10R0-E","Regular","1.0","Pc(s)"
"","","PS-EBM10OMR0-E","Regular","1.0","Pc(s)"
"BOTO-SBMPD10R0-EM","1","PS-EBM10PDR0-E","Regular","1.0","Pc(s)"
"","","BOTO-PPBM10R0-E","Regular","1.0","Pc(s)"
"BOTO-SBMRF10R0-EM","1","PS-EBM10RFR0-E","Regular","1.0","Pc(s)"
"","","BOTO-PPBM10R0-E","Regular","1.0","Pc(s)"
"BOTP-CCA10150-IX","1","BOTO-L200BLA-PP","Regular","1.0","Pc(s)"
"BOTP-CCA20150-IX","1","BOTO-L200BLA-PP","Regular","1.0","Pc(s)"
"BOTP-CCA30150-IX","1","BOTO-L200BLA-PP","Regular","1.0","Pc(s)"
"BOTP-CCA40150-IX","1","BOTO-L200BLA-PP","Regular","1.0","Pc(s)"
"BOTS-AHHG100R1-W","1","BOTO-BR100SO-W","Regular","1.0","Pc(s)"
"","","STIC-FAHHGR1-W","Regular","1.0","Pc(s)"
"","","STIC-BAHHGR1-W","Regular","1.0","Pc(s)"
"BOTS-AHHG100-W","4","BOTO-PET100W-WPET","Regular","1.0","Pc(s)"
"","","STIC-FAHHGR1-W","Regular","1.0","Pc(s)"
"","","STIC-BAHHGR1-W","Regular","1.0","Pc(s)"
"BOTP-CWSREV1450-P","1","BOTO-L450WHI-PP","Regular","1.0","Pc(s)"
"BOTP-DPPN_L200-P","2","BOTO-L200BLA-PP","Regular","1.0","Pc(s)"
"","","STIC-PPDM20R1HG-6012","Regular","1.0","Pc(s)"
"TUBS-PBCFBS100-WM","1","TUBE-PBCFLS100R-W2L","Regular","1.0","Pc(s)"
"","","STIC-PTPBCFS100-WMC","Regular","1.0","Pc(s)"
"DUSS-WSPTE100-WM","1","DUS-WSPTER1-W","Regular","1.0","Pc(s)"
"","","STIC-PDWSPTE-WMHF","Regular","1.0","Pc(s)"
"BOTP-GDC750-IX","1","BOTO-C750GTP-PET28","Regular","1.0","Pc(s)"
"BOTP-GDS750-IX","1","BOTO-C750GTP-PET28","Regular","1.0","Pc(s)"
"BOTP-HSNAHREV12-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HSNAHREV14-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HSNANBREV1-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HSNANHREV1-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTADREV120-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTGIN200RE-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTGIN450RE-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTGREE200N-P","2","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTNK450REV-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTNKREV120-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTNTOH200R-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTNTOH450R-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTSL200REV-P","1","BOTO-L200NAT-PP","Regular","1.0","Pc(s)"
"BOTP-HTSL450REV-P","1","BOTO-L450NAT-PP","Regular","1.0","Pc(s)"
