"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure","Created on"
"","","MASK-SMU-BULK","Bulk","0.008","kg",""
"","","KB-EAR0-KMM125","Regular","0.01389","Pc(s)",""
"","","DUS-SMUMR1-E","Regular","1.0","Pc(s)",""
"","","CAPA-SMUMR0-E","Regular","1.0","Pc(s)",""
"DDC-CDL-W20ML","7","TUBE-CDDDCL20R2-W2L","Regular","1.0","Pc(s)","2022-03-01 12:26:02"
"","","DUS-CDDDCL20R1-W","Regular","1.0","Pc(s)",""
"","","KB-WLS20R2-KMK125CF","Regular","0.02778","Pc(s)",""
"","","DDC-CDL-BULK","Bulk","0.02","kg",""
"MY-UVSESG-W","5 (INLINE)","TUBE-UVSGMR0-W","Regular","1.0","Pc(s)","2022-03-01 12:26:03"
"","","SS-UVSDS-BULK","Bulk","0.04","kg",""
"","","PAP-UVSESGR3-WPVC","Regular","1.0","Pc(s)",""
"","","PLAS-VCUVSTR1-WPVC","Regular","1.0","Pc(s)",""
"","","KB-W200R1-W","Regular","0.03571","Pc(s)",""
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)",""
"TC-PMC41-MO","1","STIC-VPPFC41R0-MO","Regular","1.0","Pc(s)","2022-03-01 12:26:05"
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","STIC-BPPFC41R0-MO","Regular","1.0","Pc(s)",""
"","","STIC-BCPPFC41R0-MO","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","DUS-PPFR0-MO","Regular","1.0","Pc(s)",""
"","","CONT-PPFR1-MO","Regular","1.0","Pc(s)",""
"","","TC-PMC41-BULK","Bulk","0.012","kg",""
"TC-PMC51-MO","1","DUS-PPFR0-MO","Regular","1.0","Pc(s)","2022-03-01 12:26:07"
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)",""
"","","STIC-BCPPFC51R0-MO","Regular","1.0","Pc(s)",""
"","","STIC-VPPFC51R0-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPPFC51R0-MO","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","TC-PMC51-BULK","Bulk","0.012","kg",""
"","","CONT-PPFR1-MO","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"HC-P1F-P2","6 (Subt-Karbox)","PLU-JCK2L-X","Regular","1.0","Pc(s)","2022-03-01 12:26:08"
"","","CAP-JCK2L-X","Regular","1.0","Pc(s)",""
"","","HC-F-BULK","Bulk","2.0","kg",""
"","","JC-KHDPE2L-X","Regular","1.0","Pc(s)",""
"","","KB-WEDT3635R2-W","Regular","0.25","Pc(s)",""
"","","STIC-PPCMCFLHGP-88SV","Regular","1.0","Pc(s)",""
"S-P1A2-P2","6 (Subt-Karbox)","STIC-PPCSALHGP-88SV","Regular","1.0","Pc(s)","2022-03-01 12:26:09"
"","","PLU-JCK2L-X","Regular","1.0","Pc(s)",""
"","","KB-WEDT3635R2-W","Regular","0.25","Pc(s)",""
"","","CAP-JCK2L-X","Regular","1.0","Pc(s)",""
"","","JC-KHDPE2L-X","Regular","1.0","Pc(s)",""
"","","S-A2L-BULK","Bulk","2.0","kg",""
"MY-RREMSCMWN2-W","4 (INLINE)","STIC-BSCMW240R5-W","Regular","1.0","Pc(s)","2022-03-01 12:26:37"
"","","STIC-FSCMW240R5-W","Regular","1.0","Pc(s)",""
"","","BOTO-PET240W-WPET","Regular","1.0","Pc(s)",""
"","","PS-PVCBSR1-WPVC","Regular","1.0","Pc(s)",""
"","","KB-WT100R1-KMM125BF","Regular","0.05556","Pc(s)",""
"","","REM-SBMW-BULK","Bulk","0.24","kg",""
"","","CAP-BMWR1-WPP","Regular","1.0","Pc(s)",""
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)",""
"MY-FWCDEWN2-W","1","FW-CDEWN2-W","Sellable","1.0","Pc(s)","2022-03-01 12:27:03"
"","","KB-WT100R1-KMM125BF","Regular","0.02857","Pc(s)",""
"","","STIC-PALFT125-WM","Regular","1.0","Pc(s)",""
"MY-LSLWCG-W","1","KB-WIOTAR1-W","Regular","0.00694","Pc(s)","2022-03-01 12:27:06"
"","","STIC-PDSINC-WMC","Regular","1.0","Pc(s)",""
"","","L-SLWCG-W","Sellable","1.0","Pc(s)",""
"MY-LSLWCK-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:07"
"","","L-SLWCK-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCD-W","1","L-SLWCD-W","Sellable","1.0","Pc(s)","2022-03-01 12:27:08"
"","","STIC-PDSINC-WMC","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCH-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:09"
"","","L-SLWCH-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCL-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:09"
"","","L-SLWCL-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCJ-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:10"
"","","L-SLWCJ-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCF-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:11"
"","","L-SLWCF-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCE-W","1","KB-WIOTAR1-W","Regular","0.00694","Pc(s)","2022-03-01 12:27:12"
"","","STIC-PDSINC-WMC","Regular","1.0","Pc(s)",""
"","","L-SLWCE-W","Sellable","1.0","Pc(s)",""
"MY-LSLWCI-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:12"
"","","L-SLWCI-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCC-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:15"
"","","L-SLWCC-W","Sellable","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"MY-LSLWCB-W","1","STIC-PDSINC-WMC","Regular","1.0","Pc(s)","2022-03-01 12:27:16"
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","L-SLWCB-W","Sellable","1.0","Pc(s)",""
"MY-LSLWCA-W","1","L-SLWCA-W","Sellable","1.0","Pc(s)","2022-03-01 12:27:16"
"","","STIC-PDSINC-WMC","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"SRM-RLSAN1-W","3","SRM-RLSAN1-BULK","Bulk","0.03","kg","2022-03-01 12:28:14"
"","","PIP-DB30SR0-X","Regular","1.0","Pc(s)",""
"","","BOTO-GLSA30R0-W","Regular","1.0","Pc(s)",""
"","","KB-WEGELR0-KMM125CF","Regular","0.04167","Pc(s)",""
"","","DUS-LSA30R1-W","Regular","1.0","Pc(s)",""
"SS-UVSDSPB-W","4","SS-UVSDS-BULK","Bulk","0.04","kg","2022-03-01 12:28:17"
"","","KB-W200R1-W","Regular","0.03571","Pc(s)",""
"","","PAP-UVSESGR5-W","Regular","1.0","Pc(s)",""
"","","TUBE-UVSGMR0-W","Regular","1.0","Pc(s)",""
"","","PLAS-VCUVSTR0-W","Regular","1.0","Pc(s)",""
"B-DMLP01-EM","Rework","STIC-PIDMLPR0-E","Regular","1.0","Pc(s)","2022-03-01 12:29:06"
"B-DMLP02-EM","Rework","STIC-PIDMLPR0-E","Regular","1.0","Pc(s)","2022-03-01 12:29:06"
"REM-SBMW-W240ML","15","STIC-FSCMW240R5-W","Regular","1.0","Pc(s)","2022-03-01 12:30:44"
"","","STIC-BSCMW240R5-W","Regular","1.0","Pc(s)",""
"","","REM-SBMW-BULK","Bulk","0.24","kg",""
"","","BOTO-PET240W-WPET","Regular","1.0","Pc(s)",""
"","","KB-WT100R1-KMM125BF","Regular","0.05556","Pc(s)",""
"","","CAP-BMWR1-WPP","Regular","1.0","Pc(s)",""
"MY-BRUSEBS-EM","1","KB-EAR0-KMM125","Regular","0.0625","Pc(s)","2022-03-01 12:29:19"
"","","STIC-PAFR0-EM","Regular","1.0","Pc(s)",""
"","","BRUS-EBS-EM","Sellable","1.0","Set",""
"MY-RLIPMC01-W","2 (INLINE)","L-IPMC01-BULK","Bulk","0.003","kg","2022-03-01 12:29:47"
"","","STIC-PIIMCLR0-W","Regular","1.0","Pc(s)",""
"","","KB-WEPSIR1-W","Regular","0.00521","Pc(s)",""
"","","CONT-IMCL1R0-WSM","Regular","1.0","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","CAPC-IMCL1R0-WSM","Regular","1.0","Pc(s)",""
"","","STIC-BCIMCL1R0-WPWG","Regular","1.0","Pc(s)",""
"","","DUS-IMCLR1-WHPD","Regular","1.0","Pc(s)",""
"","","IBOX-12ILCR1-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BTIMCL1R0-WPPT","Regular","1.0","Pc(s)",""
"MY-RLIPMC02-W","2 (INLINE)","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:29:49"
"","","STIC-BTIMCL2R0-WPPT","Regular","1.0","Pc(s)",""
"","","DUSS-IMLCR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CAPC-IMCL2R0-WSM","Regular","1.0","Pc(s)",""
"","","CONT-IMCL2R0-WSM","Regular","1.0","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","IBOX-12ILCR1-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BCIMCL2R0-WPWG","Regular","1.0","Pc(s)",""
"","","L-IPMC02-BULK","Bulk","0.003","kg",""
"MY-RLIPMC03-W","2 (INLINE)","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:29:51"
"","","CONT-IMCL3R0-WSM","Regular","1.0","Pc(s)",""
"","","L-IPMC03-BULK","Bulk","0.003","kg",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","STIC-BCIMCL3R0-WPWG","Regular","1.0","Pc(s)",""
"","","STIC-BTIMCL3R0-WPPT","Regular","1.0","Pc(s)",""
"","","DUSS-IMLCR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CAPC-IMCL3R0-WSM","Regular","1.0","Pc(s)",""
"","","IBOX-12ILCR1-WDNF","Regular","0.08333","Pc(s)",""
"MY-RLIPMC04-W","2 (INLINE)","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:29:52"
"","","CONT-IMCL4R0-WSM","Regular","1.0","Pc(s)",""
"","","L-IPMC04-BULK","Bulk","0.003","kg",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","CAPC-IMCL4R0-WSM","Regular","1.0","Pc(s)",""
"","","STIC-BTIMCL4R0-WPPT","Regular","1.0","Pc(s)",""
"","","STIC-BCIMCL4R0-WPWG","Regular","1.0","Pc(s)",""
"","","STIC-PIIMCLR0-W","Regular","1.0","Pc(s)",""
"","","DUS-IMCLR1-WHPD","Regular","1.0","Pc(s)",""
"","","IBOX-12ILCR1-WDNF","Regular","0.08333","Pc(s)",""
"MY-RLIPMC05-W","2 (INLINE)","CONT-IMCL5R0-WSM","Regular","1.0","Pc(s)","2022-03-01 12:29:54"
"","","STIC-BTIMCL5R0-WPPT","Regular","1.0","Pc(s)",""
"","","CAPC-IMCL5R0-WSM","Regular","1.0","Pc(s)",""
"","","L-IPMC05-BULK","Bulk","0.003","kg",""
"","","STIC-PIIMCLR0-W","Regular","1.0","Pc(s)",""
"","","DUS-IMCLR1-WHPD","Regular","1.0","Pc(s)",""
"","","IBOX-12ILCR1-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BCIMCL5R0-WPWG","Regular","1.0","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","KB-WEPSIR1-W","Regular","0.00521","Pc(s)",""
"MY-RLIPMC06-W","2 (INLINE)","KB-WEPSIR1-W","Regular","0.00521","Pc(s)","2022-03-01 12:29:56"
"","","L-IPMC06-BULK","Bulk","0.003","kg",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","CONT-IMCL6R0-WSM","Regular","1.0","Pc(s)",""
"","","CAPC-IMCL6R0-WSM","Regular","1.0","Pc(s)",""
"","","STIC-BTIMCL6R0-WPPT","Regular","1.0","Pc(s)",""
"","","IBOX-12ILCR1-WDNF","Regular","0.08333","Pc(s)",""
"","","STIC-BCIMCL6R0-WPWG","Regular","1.0","Pc(s)",""
"","","DUSS-IMLCR0-W","Intermediate Pack","1.0","Pc(s)",""
"MY-UVSESG-W","6 (INLINE)","KB-W200R1-W","Regular","0.03571","Pc(s)","2022-03-01 12:30:18"
"","","PLAS-VCUVSTR0-W","Regular","1.0","Pc(s)",""
"","","STIC-PALLCR0-WM","Regular","1.0","Pc(s)",""
"","","SS-UVSDS-BULK","Bulk","0.04","kg",""
"","","PAP-UVSESGR4-W","Regular","1.0","Pc(s)",""
"","","TUBE-UVSGMR0-W","Regular","1.0","Pc(s)",""
"MY-RMWHPG-W","4 (INLINE)","DUS-WHPMG40R3C-WILG","Regular","1.0","Pc(s)","2022-03-01 12:30:29"
"","","M-WHPG-BULK","Bulk","0.04","kg",""
"","","KB-WTHETAR1-W","Regular","0.03333","Pc(s)",""
"","","STIC-PAELR0-WM","Regular","1.0","Pc(s)",""
"","","TUBE-WHPMG40R1-W2L","Regular","1.0","Pc(s)",""
"TC-RR3LLF01-W","5","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)","2022-03-01 12:30:54"
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","TC-R3LLF01-BULK","Bulk","0.012","kg",""
"","","CONT-LRTWCRE-WPPPB","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","STIC-BLPRL01R0-W","Regular","1.0","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"","","DUS-LPRL01R1-W","Regular","1.0","Pc(s)",""
"L-CVM013-W","2","STIC-BCVML13R0-W","Regular","1.0","Pc(s)","2022-03-01 12:31:00"
"","","L-CVM013-BULK","Bulk","0.004","kg",""
"","","CAPA-WCVML13R0-W","Regular","1.0","Pc(s)",""
"","","BOTO-CVML13R0-W","Regular","1.0","Pc(s)",""
"","","STIC-VCVMLM13R1-W","Regular","1.0","Pc(s)",""
"","","IBOX-AR0-W","Regular","0.0625","Pc(s)",""
"","","PS-CVMLMR1-W","Regular","1.0","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00521","Pc(s)",""
"L-EMC03-W4GR","19 (INLINE)","STIC-HEMLCR1-W","Regular","1.0","Pc(s)","2022-03-01 12:31:09"
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","DUS-EMLC03C-WILD","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC03R-0WPS","Regular","1.0","Pc(s)",""
"","","L-EMC03-BULK","Bulk","0.004","kg",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-RRPEMLCR0-W","Regular","0.08333","Pc(s)",""
"L-PTMC02-MO","4","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 12:31:16"
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","L-PTMC02-BULK","Bulk","0.007","kg",""
"","","STIC-BPTMLC2R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC2R1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"L-PTMC03-MO","4","IBOX-CR0-MO","Regular","0.08333","Pc(s)","2022-03-01 12:31:17"
"","","STIC-BPTMLC3R0-MO","Regular","1.0","Pc(s)",""
"","","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","L-PTMC03-BULK","Bulk","0.007","kg",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"","","DUS-PTMLC3R1-MO","Regular","1.0","Pc(s)",""
"L-PTMC06-MO","4","DUS-PTMLC6R1-MO","Regular","1.0","Pc(s)","2022-03-01 12:31:20"
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","STIC-BPTMLC6R0-MO","Regular","1.0","Pc(s)",""
"","","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","L-PTMC06-BULK","Bulk","0.007","kg",""
"TWC-CLFTRA-W","2 (NON INLINE)","DUSS-RCVPF11CR0-W","Intermediate Pack","1.0","Pc(s)","2022-03-01 12:31:23"
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","STIC-BRCVPF11CR0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TWC-CLFTA-BULK","Bulk","0.011","kg",""
"TWC-CLFTRB-W","2 (NON INLINE)","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)","2022-03-01 12:31:24"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","TWC-CLFTB-BULK","Bulk","0.011","kg",""
"","","STIC-BRCVPF22NR0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"","","DUSS-RCVPF22NR0-W","Intermediate Pack","1.0","Pc(s)",""
"TWC-CLFTRE-W","2 (NON INLINE)","STIC-BRCVPF33WR0-W","Regular","1.0","Pc(s)","2022-03-01 12:31:25"
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TWC-CLFTE-BULK","Bulk","0.011","kg",""
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","DUSS-RCVPF33WR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"TWC-CLFTRF-W","2 (NON INLINE)","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)","2022-03-01 12:31:27"
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","TWC-CLFTF-BULK","Bulk","0.011","kg",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","DUSS-RCVPF43WR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","STIC-BRCVPF43WR0-W","Regular","1.0","Pc(s)",""
"TWC-CLFTRG-W","2 (NON INLINE)","DUSS-RCVPF42NR0-W","Intermediate Pack","1.0","Pc(s)","2022-03-01 12:31:28"
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","STIC-BRCVPF42NR0-W","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","TWC-CLFTG-BULK","Bulk","0.011","kg",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"TWC-CLFTRH-W","2 (NON INLINE)","CONT-RCVPFR0-W","Regular","1.0","Pc(s)","2022-03-01 12:31:29"
"","","TWC-CLFTH-BULK","Bulk","0.011","kg",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"","","STIC-BRCVPF52NR0-W","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"","","DUSS-RCVPF52NR0-W","Intermediate Pack","1.0","Pc(s)",""
"TWC-CLFTRC-W","2 (NON INLINE)","STIC-BRCVPF23WR0-W","Regular","1.0","Pc(s)","2022-03-01 12:31:32"
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"","","DUSS-RCVPF23WR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","TWC-CLFTC-BULK","Bulk","0.011","kg",""
"","","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)",""
"TWC-CLFTRD-W","2 (NON INLINE)","PLAS-DMCTWCRP-P85","Regular","1.0","Pc(s)","2022-03-01 12:31:33"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TWC-CLFTD-BULK","Bulk","0.011","kg",""
"","","CONT-RCVPFR0-W","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BRCVPF32NR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-CR1-W","Regular","0.08333","Pc(s)",""
"","","DUSS-RCVPF32NR0-W","Intermediate Pack","1.0","Pc(s)",""
"","","KB-WBETAR1-W","Regular","0.00694","Pc(s)",""
"M-RWSDCN2-W","3","KB-GKMK-W","Regular","0.04167","Pc(s)","2022-03-01 12:32:03"
"","","DUS-CSBDC30-W","Regular","1.0","Pc(s)",""
"","","STIC-ECCSBDC30-W","Regular","1.0","Pc(s)",""
"","","M-RWSDC-BULK","Bulk","0.03","kg",""
"","","SPT-HRGR0-W","Regular","1.0","Pc(s)",""
"","","CAPP-PGSMR0-W","Regular","1.0","Pc(s)",""
"","","POT-PGCSBDCR0-W","Regular","1.0","Pc(s)",""
"","","PLU-PGCSBDCR0-W","Regular","1.0","Pc(s)",""
"","","PAPR-KPDCS-W","Regular","9e-05","Rim",""
"L-CHC08-MO","4","L-CHC08-BULK","Bulk","0.0043","kg","2022-03-01 12:32:34"
"","","DUS-CHCL8R1-MO","Regular","1.0","Pc(s)",""
"","","CAPC-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","CONT-CHCLR0-MO","Regular","1.0","Pc(s)",""
"","","KB-MOBOPR1-MO","Regular","0.00694","Pc(s)",""
"","","IBOX-12BR0-MO","Regular","0.08333","Pc(s)",""
"","","STIC-BCHCL8R0-MO","Regular","1.0","Pc(s)",""
"M-RWSNCN1-W","2","M-RWSNC-BULK","Bulk","0.015","kg","2022-03-01 12:32:35"
"","","STIC-PDCSNC15R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CSBANC15-W","Regular","1.0","Pc(s)",""
"","","TUBE-CSBANCR0-W","Regular","1.0","Pc(s)",""
"","","KB-WALPHAR1-W","Regular","0.02777","Pc(s)",""
"","","PAPR-KPDCS-W","Regular","6e-05","Rim",""
"SRM-RWSIBS-W","2","PU-CSDSBS20R0-W","Regular","1.0","Pc(s)","2022-03-01 12:32:40"
"","","CAP-CSDSBS20R0-W","Regular","1.0","Pc(s)",""
"","","BOTO-CSDSBS20R0-W","Regular","1.0","Pc(s)",""
"","","SRM-RWSIBS-BULK","Bulk","0.02","kg",""
"","","KB-W6040R2-W","Regular","0.04","Pc(s)",""
"","","DUS-CSDSBS20-W","Regular","1.0","Pc(s)",""
"","","PAPR-KPDCS-W","Regular","0.00016","Rim",""
"SRM-RWSPTEN1-W","2","BOTO-CSPTE50R0-W","Regular","1.0","Pc(s)","2022-03-01 12:32:43"
"","","PLU-BCSPTE50R0-WLDHD","Regular","1.0","Pc(s)",""
"","","SRM-RWSPTE-BULK","Bulk","0.05","kg",""
"","","CAP-BCSPTE50R0-WALU","Regular","1.0","Pc(s)",""
"","","KB-WSPA150221-KMM125","Regular","0.04","Pc(s)",""
"","","DUS-CSPTE50-W","Regular","1.0","Pc(s)",""
"","","PAPR-KPDCS-W","Regular","8e-05","Rim",""
"SRM-RWSPTEN2-W","2","SRM-RWSPTE-BULK","Bulk","0.1","kg","2022-03-01 12:32:44"
"","","BOTO-CSPTE1000R0-W","Regular","1.0","Pc(s)",""
"","","CAP-FROZZ100R0-W","Regular","1.0","Pc(s)",""
"","","PLU-FROZZ100R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CSPTE100-W","Regular","1.0","Pc(s)",""
"","","KB-WFSRM211-KMM125BF","Regular","0.05","Pc(s)",""
"","","PAPR-KPDCS-W","Regular","0.0001","Rim",""
"SRM-RS-TA","1","PLU-PBG30S-T","Regular","1.0","Pc(s)","2022-03-01 12:32:46"
"","","STIC-QRERBSAS30-T","Regular","1.0","Pc(s)",""
"","","PIP-DBT30S-T","Regular","1.0","Pc(s)",""
"","","SRM-RS-BULK","Bulk","0.03","kg",""
"","","BOTP-ERBSAS30-T","Intermediate Pack","1.0","Pc(s)",""
"","","PART-UBST30-T","Regular","1.0","Pc(s)",""
"","","KB-PLUTOR0-T","Regular","0.08333","Pc(s)",""
"","","DUS-ERBSAS30-T","Regular","1.0","Pc(s)",""
"SRM-NS-TA","1","PIP-DBT30S-T","Regular","1.0","Pc(s)","2022-03-01 12:32:47"
"","","SRM-NS-BULK","Bulk","0.03","kg",""
"","","PLU-PBG30S-T","Regular","1.0","Pc(s)",""
"","","BOTP-NZASS30-T","Intermediate Pack","1.0","Pc(s)",""
"","","KB-PLUTOR0-T","Regular","0.08333","Pc(s)",""
"","","DUS-NZASS30-T","Regular","1.0","Pc(s)",""
"","","STIC-QRNZASS30-T","Regular","1.0","Pc(s)",""
"","","PART-UBST30-T","Regular","1.0","Pc(s)",""
