"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure","Created on"
"","","KB-K100R1-W","Regular","0.02","Pc(s)",""
"BO-W1A-W4GR","9","KB-W6040R2-W","Regular","0.00833","Pc(s)","2022-03-01 10:54:06"
"","","CONT-BOEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-BOBKWC-BTS","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","STIC-BOTBOAR0-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"","","GODE-BOER0-WAL","Regular","1.0","Pc(s)",""
"","","BO-W1A-01 BULK","Bulk","0.0021","kg",""
"","","BO-W1A-02 BULK","Bulk","0.0021","kg",""
"L-PTMC02-MO","3","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 10:54:09"
"","","L-PTMC02-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC2R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC2R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"L-PTMC04-MO","3","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 10:54:10"
"","","L-PTMC04-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC4R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC4R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"TC-PMN30-MO12G","2","DUS-PMPFN30R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:54:12"
"","","TC-PMN30-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFN30R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"L-EMC05MM-W","4","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)","2022-03-01 10:54:39"
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","L-EMC05-BULK","Bulk","0.004","kg",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC05R-0WPS","Regular","1.0","Pc(s)",""
"","","DUS-BEMLC05R0-W","Regular","1.0","Pc(s)",""
"","","KB-WLS60R1-KMM125","Regular","0.02778","Pc(s)",""
"L-EMC08MM-W","4","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)","2022-03-01 10:54:40"
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","L-EMC08-BULK","Bulk","0.004","kg",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC08R-0WPS","Regular","1.0","Pc(s)",""
"","","DUS-BEMLC08R0-W","Regular","1.0","Pc(s)",""
"","","KB-WLS60R1-KMM125","Regular","0.02778","Pc(s)",""
"L-EMC09MM-W","3","BOTO-EMLNSR0-W","Regular","1.0","Pc(s)","2022-03-01 10:54:41"
"","","L-EMC09-BULK","Bulk","0.004","kg",""
"","","CAPA-WEMLNSR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC09R-0WPS","Regular","1.0","Pc(s)",""
"","","DUS-BEMLC09R0-W","Regular","1.0","Pc(s)",""
"","","KB-WLS60R1-KMM125","Regular","0.02778","Pc(s)",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"LT-MPSM-EM5.5ML","2","LT-MPSM-BULK","Bulk","0.0055","kg","2022-03-01 10:54:44"
"","","BOTO-MPR1-EM","Regular","1.0","Pc(s)",""
"","","CAPA-MPR0-EM","Regular","1.0","Pc(s)",""
"","","DUS-MP03SMR1-E","Regular","1.0","Pc(s)",""
"","","STIC-BOTMPSMR0-ECNF","Regular","1.0","Pc(s)",""
"","","IBOX-12EE-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.00758","Pc(s)",""
"M-WHPG-W40ML","7","KB-WTHETAR1-W","Regular","0.03333","Pc(s)","2022-03-01 10:54:44"
"","","M-WHPG-BULK","Bulk","0.04","kg",""
"","","TUBE-WHPMG40R1-W2L","Regular","1.0","Pc(s)",""
"","","DUS-WHPMG40R2C-WILG","Regular","1.0","Pc(s)",""
"MY-MASKEEPC-W7G","2","KB-WEMASR1-KMK125CF","Regular","0.00694","Pc(s)","2022-03-01 10:54:55"
"","","MASK-EEPC-W7GR","Sellable","1.0","Pc(s)",""
"","","STIC-PEPCM-WMV","Regular","1.0","Pc(s)",""
"MY-AFP-W20G","3","KB-W200R1-W","Regular","0.02083","Pc(s)","2022-03-01 10:54:57"
"","","A-FP-W20G","Sellable","1.0","Pc(s)",""
"","","STIC-PDAFPR0-WMC","Regular","1.0","Pc(s)",""
"FW-BSACNE-EM","1","FW-BSACNE-BULK","Bulk","0.1","kg","2022-03-01 10:55:00"
"","","TUBE-BSAPFW100-EPBL","Regular","1.0","Pc(s)",""
"","","KB-EBR0-KMK125","Regular","0.05","Pc(s)",""
"B-R3L01LB-W","1","B-R3L01LB-BULK","Bulk","0.02","kg","2022-03-01 10:55:21"
"","","CONT-LLPR0-WASBS","Regular","1.0","Pc(s)",""
"","","SHIF-LLPR0-WPPN","Regular","1.0","Pc(s)",""
"","","PUFF-LLPR0-WMFP","Regular","1.0","Pc(s)",""
"","","CAPC-LLPR0-WASBS","Regular","1.0","Pc(s)",""
"","","STIC-BLMP1RR0-W","Regular","1.0","Pc(s)",""
"","","DUS-LMP1R0-W","Regular","1.0","Pc(s)",""
"","","STIC-QLMP1R0-W","Regular","1.0","Pc(s)",""
"","","KB-W100BR1-KMM125BF","Regular","0.03571","Pc(s)",""
"BO-W1C-W4GR","10","KB-W6040R2-W","Regular","0.00833","Pc(s)","2022-03-01 10:55:25"
"","","CONT-BOEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-BOBKWC-BTS","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","STIC-BOTBOCR0-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"","","BO-W1C-01-BULK","Bulk","0.0021","kg",""
"","","BO-W1C-02 BULK","Bulk","0.0021","kg",""
"","","GODE-BOER0-WAL","Regular","1.0","Pc(s)",""
"SRM-CSRO-W","5","PS-JOSR0-WBOPP","Regular","0.00122","kg","2022-03-01 10:55:38"
"","","SRM-CSRO-BULK","Bulk","0.03","kg",""
"","","BOTO-GCSROSR0-W","Regular","1.0","Pc(s)",""
"","","PIP-ACSROSR0-W","Regular","1.0","Pc(s)",""
"","","LEAF-CRYSROSR0-W","Regular","1.0","Pc(s)",""
"","","DUS-BCSROSR0-W","Regular","1.0","Pc(s)",""
"","","DUS-CCSROSR0-W","Regular","1.0","Pc(s)",""
"","","DUS-SCSROSR0-W","Regular","1.0","Pc(s)",""
"","","KB-W100BR1-KMM125BF","Regular","0.09091","Pc(s)",""
"F-PTCMCN10-MO","3","F-PTCMCN10-BULK","Bulk","0.012","kg","2022-03-01 10:55:41"
"","","KB-MOTWC3252-K150M12","Regular","0.04167","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BPCFN10R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PCFN10R2-MO","Regular","1.0","Pc(s)",""
"","","CONT-PCFR0-MO","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"L-CVM08-W","8","BOTO-CVMLM8R1-W","Regular","1.0","Pc(s)","2022-03-01 10:55:42"
"","","CAPA-WCVMLM8R1-W","Regular","1.0","Pc(s)",""
"","","L-CVM08-BULK","Bulk","0.004","kg",""
"","","STIC-BCVMLM8R1-W","Regular","1.0","Pc(s)",""
"","","STIC-VCVMLM8R1-W","Regular","1.0","Pc(s)",""
"","","PS-CVMLMR1-W","Regular","1.0","Pc(s)",""
"","","IBOX-AR0-W","Regular","0.0625","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00521","Pc(s)",""
"L-IMC008-MO6,5G","7","STIC-BCIMC8R1-MO","Regular","1.0","Pc(s)","2022-03-01 10:55:44"
"","","L-IMC008-BULK","Bulk","0.0065","kg",""
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)",""
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)",""
"","","STIC-BIMLC08R1-MOMSF","Regular","1.0","Pc(s)",""
"","","DUS-IMLC0114-MOILD","Regular","1.0","Pc(s)",""
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)",""
"","","KB-MOLUHM-265K150","Regular","0.01041","Pc(s)",""
"B-BSLP-EM","5","BOTO-SBSLPR3-E","Intermediate Pack","1.0","Pc(s)","2022-03-01 10:55:45"
"","","B-BSLP-BULK","Bulk","0.055","kg",""
"","","CAPS-BSLPR2-EM","Regular","1.0","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.02778","Pc(s)",""
"","","SHIF-STBSLPR1-EBS","Regular","1.0","Pc(s)",""
"CON-LBBL01-W","1","CON-LBBL01-BULK","Bulk","0.007","kg","2022-03-01 10:56:10"
"","","BOTO-LLC01LR0-W","Regular","1.0","Pc(s)",""
"","","CAPA-LLC01LR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BLLC01LR0-W","Regular","1.0","Pc(s)",""
"","","PLAS-VCLLCR0-W","Regular","1.0","Pc(s)",""
"","","PAP-LLC01LR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-12RIPFR0-WIP","Regular","0.16667","Pc(s)",""
"","","KB-GKMK-W","Regular","0.02778","Pc(s)",""
"CON-LBBL02-W","1","CON-LBBL02-BULK","Bulk","0.007","kg","2022-03-01 10:56:13"
"","","BOTO-LLC02BR0-W","Regular","1.0","Pc(s)",""
"","","CAPA-LLC02BR0-W","Regular","1.0","Pc(s)",""
"","","STIC-BLLC02BR0-W","Regular","1.0","Pc(s)",""
"","","PLAS-VCLLCR0-W","Regular","1.0","Pc(s)",""
"","","PAP-LLC02BR0-W","Regular","1.0","Pc(s)",""
"","","IBOX-12RIPFR0-WIP","Regular","0.16667","Pc(s)",""
"","","KB-GKMK-W","Regular","0.02778","Pc(s)",""
"BP-SJYBM-W100ML","3 (Subtitusi Botol)","KB-W12X250R1-W","Regular","0.04","Pc(s)","2022-03-01 10:56:20"
"","","BP-SJYBM-BULK","Bulk","0.1","kg",""
"","","BOTO-PET100ML39-X","Regular","1.0","Pc(s)",""
"","","PU-SBMS100-W","Regular","1.0","Pc(s)",""
"","","STIC-SBMJ100-WGCC","Regular","1.0","Pc(s)",""
"S-A1-W170ML","6","S-A1-WBULK","Bulk","0.18","kg","2022-03-01 10:56:21"
"","","CAP-BADS1702R0-WPP","Regular","1.0","Pc(s)",""
"","","KB-W200R1-W","Regular","0.04167","Pc(s)",""
"","","STIC-ECSW-WPSB","Regular","1.0","Pc(s)",""
"","","BOTO-ADS1702R0-W","Regular","1.0","Pc(s)",""
"HT-P1Y1-P2","4","KB-P2LR2-KMK125CF","Regular","0.25","Pc(s)","2022-03-01 10:56:25"
"","","HT-Y1-BULK","Bulk","1.876","kg",""
"","","JC-2LPVCT-","Regular","1.0","Pc(s)",""
"","","PLU-JC2LNHDPE-","Regular","1.0","Pc(s)",""
"","","CAP-JC2WOPP-","Regular","1.0","Pc(s)",""
"","","STIC-PHLTHTKLR1-88SV","Regular","1.0","Pc(s)",""
"S-P1A2-P2","3","KB-P2LR2-KMK125CF","Regular","0.25","Pc(s)","2022-03-01 10:56:27"
"","","S-A2L-BULK","Bulk","2.0","kg",""
"","","JC-2LPVCT-","Regular","1.0","Pc(s)",""
"","","CAP-JC2WOPP-","Regular","1.0","Pc(s)",""
"","","PLU-JC2LNHDPE-","Regular","1.0","Pc(s)",""
"","","STIC-PPCSALHGP-88SV","Regular","1.0","Pc(s)",""
"MY-RTCRE01-W","1","TC-RE01-W","Sellable","1.0","Pc(s)","2022-03-01 10:56:33"
"","","STIC-PAEBR0-WM","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.03333","Pc(s)",""
"S-US-W170ML","5","KB-W200R1-W","Regular","0.04167","Pc(s)","2022-03-01 10:56:34"
"","","S-USS-BULK","Bulk","0.181","kg",""
"","","BOTO-HFTS1702R0-W","Regular","1.0","Pc(s)",""
"","","CAP-BHFTS1702R0-WPP","Regular","1.0","Pc(s)",""
"","","STIC-ECSW-WPSB","Regular","1.0","Pc(s)",""
"S-NS-W170ML","5","KB-W200R1-W","Regular","0.04167","Pc(s)","2022-03-01 10:56:35"
"","","S-NSS-BULK","Bulk","0.18","kg",""
"","","BOTO-NSS1702R1-W","Regular","1.0","Pc(s)",""
"","","CAP-BNSS1702R0-WPP","Regular","1.0","Pc(s)",""
"","","STIC-ECSW-WPSB","Regular","1.0","Pc(s)",""
"TC-PMN10-MO12G","2","DUS-PMPFN10R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:39"
"","","TC-PMN10-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFN10R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"TC-PMW22-MO12G","2","DUS-PMPFW22R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:40"
"","","TC-PMW22-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFW22R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"TC-PMC21-MO12G","2","DUS-PMPFC21R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:43"
"","","TC-PMC21-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFC21R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"TC-PMW33-MO12G","2","DUS-PMPFW33R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:44"
"","","TC-PMW33-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFW33R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"TC-PMW42-MO12G","2","DUS-PMPFW42R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:45"
"","","TC-PMW42-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFW42R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"TC-PMC62-MO12G","2","DUS-PMPFC62R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:46"
"","","TC-PMC62-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFC62R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"TC-PMW41-MO12G","2","DUS-PMPFW41R1-MOILD","Regular","1.0","Pc(s)","2022-03-01 10:56:47"
"","","TC-PMW41-BULK","Bulk","0.012","kg",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","CONT-PMPFR0-MOASBS","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTPMPFW41R-MOSC","Regular","1.0","Pc(s)",""
"","","PO-TWCMOC105-9288T1P","Regular","1.0","Pc(s)",""
"","","KB-MOTWC3252-K150M12","Regular","0.04166","Pc(s)",""
"ES-EPS-W3,3GR","4","KB-W6040R2-W","Regular","0.00833","Pc(s)","2022-03-01 10:56:48"
"","","ES-EPS-01-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-CP-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W1G-03-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","CONT-ESEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-ESSNBRWP2K-BT","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","STIC-BOTEESP-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"L-LL03-W2.3G","9","KB-W200R1-W","Regular","0.00416","Pc(s)","2022-03-01 10:56:49"
"","","L-LLW0C3-BULK","Bulk","0.0023","kg",""
"","","CONT-LLR3-WMS","Regular","1.0","Pc(s)",""
"","","CAPC-LLR3-WMS","Regular","1.0","Pc(s)",""
"","","STIC-BTLL3R2-W","Regular","1.0","Pc(s)",""
"","","DUS-LL03R0-WILD","Regular","1.0","Pc(s)",""
"","","IBOX-12LLR1-WDNF","Regular","0.08333","Pc(s)",""
"L-IMC009-MO6,5G","5","STIC-BCIMC9R1-MO","Regular","1.0","Pc(s)","2022-03-01 10:56:56"
"","","L-IMC009-BULK","Bulk","0.0065","kg",""
"","","BOTO-PIMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BIMLC09R1-MOMSF","Regular","1.0","Pc(s)",""
"","","DUS-IMLC0114-MOILD","Regular","1.0","Pc(s)",""
"","","IBOX-12IMLCR0-MODNF","Regular","0.08333","Pc(s)",""
"","","KB-MOLUHM-265K150","Regular","0.01042","Pc(s)",""
"","","CAPA-IMLCR0-MO","Regular","1.0","Pc(s)",""
"TC-RE02-W","3","KB-W12X250R1-W","Regular","0.03333","Pc(s)","2022-03-01 10:56:58"
"","","TC-PC08-BULK","Bulk","0.012","kg",""
"","","CONT-ETWCRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETC2R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWC2R1-WRL","Regular","1.0","Pc(s)",""
"TC-RE04-W","3","KB-W12X250R1-W","Regular","0.03333","Pc(s)","2022-03-01 10:56:59"
"","","TC-PC04-BULK","Bulk","0.012","kg",""
"","","CONT-ETWCRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETC4R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWC4R1-WRL","Regular","1.0","Pc(s)",""
"TC-R3LEC02-W","2","KB-W12X250R1-W","Regular","0.02778","Pc(s)","2022-03-01 10:57:01"
"","","TC-R3LEC02-BULK","Bulk","0.01","kg",""
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPE02R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPE02R0-W","Regular","1.0","Pc(s)",""
"BBC-LL-W30ML","7","TUBE-LBBCL30R3-W2580","Regular","1.0","Pc(s)","2022-03-01 10:57:02"
"","","BBC-LL-BULK","Bulk","0.03","kg",""
"","","DUS-LBBCL30C-WILD","Regular","1.0","Pc(s)",""
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)",""
"BBC-LN-W30ML","7","TUBE-LBBCN30R3-W3095","Regular","1.0","Pc(s)","2022-03-01 10:57:12"
"","","KB-WBBC30-KMK150BF","Regular","0.02778","Pc(s)",""
"","","DUS-LBBCN30C-WILD","Regular","1.0","Pc(s)",""
"","","BBC-LN-BULK","Bulk","0.0303","kg",""
"BP-SPNBM-W100ML","3","BP-SPNBM-BULK","Bulk","0.1","kg","2022-03-01 10:57:18"
"","","BOTO-PET100ML39-X","Regular","1.0","Pc(s)",""
"","","PU-SBMS100-W","Regular","1.0","Pc(s)",""
"","","STIC-SBMPS100-WGCC","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.04","Pc(s)",""
"BP-SPRBM-W100ML","3","KB-W12X250R1-W","Regular","0.04","Pc(s)","2022-03-01 10:57:19"
"","","BP-SPRBM-BULK","Bulk","0.1","kg",""
"","","BOTO-PET100ML39-X","Regular","1.0","Pc(s)",""
"","","PU-SBMS100-W","Regular","1.0","Pc(s)",""
"","","STIC-SBMPR100-WGCC","Regular","1.0","Pc(s)",""
"HC-P1A2-P2","3","JC-2LPVCT-","Regular","1.0","Pc(s)","2022-03-01 10:57:48"
"","","CAP-JC2WOPP-","Regular","1.0","Pc(s)",""
"","","PLU-JC2LNHDPE-","Regular","1.0","Pc(s)",""
"","","HC-A2-BULK","Bulk","2.0","kg",""
"","","KB-P2LR2-KMK125CF","Regular","0.25","Pc(s)",""
"","","STIC-PPCMCALHGP-88SV","Regular","1.0","Pc(s)",""
"L-LL08-W2.3G","7","L-LLW0C8-BULK","Bulk","0.0023","kg","2022-03-01 10:57:51"
"","","CONT-LLR3-WMS","Regular","1.0","Pc(s)",""
"","","CAPC-LLR3-WMS","Regular","1.0","Pc(s)",""
"","","STIC-BTLL8R2-W","Regular","1.0","Pc(s)",""
"","","DUS-LL08R0-WILD","Regular","1.0","Pc(s)",""
"","","IBOX-12LLR1-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-W200R1-W","Regular","0.00416","Pc(s)",""
"LU-P1P3P-P720","8","PUS-PL-BULK","Bulk","0.741","kg","2022-03-01 10:57:52"
"","","POTS-PPS1720REV-P","Intermediate Pack","1.0","Pc(s)",""
"","","CUPS-PR150BPAPP-1105","Regular","1.0","Pc(s)",""
"","","CAPP-R250SILVER-PP","Regular","1.0","Pc(s)",""
"","","PS-PVCL720R1-PPVC","Regular","1.0","Pc(s)",""
"","","KB-P720R2-KMK125CF","Regular","0.08333","Pc(s)",""
"TC-RE05-W","3","TC-PC05-BULK","Bulk","0.012","kg","2022-03-01 10:57:54"
"","","CONT-ETWCRLR0-WASBS","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETC5R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWC5R1-WRL","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.03333","Pc(s)",""
"TC-R3LLF01-W","2","TC-R3LLF01-BULK","Bulk","0.012","kg","2022-03-01 10:57:56"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPL01R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL01R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"TC-R3LLF02-W","2","TC-R3LLF02-BULK","Bulk","0.012","kg","2022-03-01 10:57:57"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPL02R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL02R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"TC-R3LLF03-W","2","TC-R3LLF03-BULK","Bulk","0.012","kg","2022-03-01 10:57:58"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPL03R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL03R0-W","Regular","1.0","Pc(s)",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"TC-R3LLF04-W","2","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)","2022-03-01 10:58:00"
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BLPL04R0-W","Regular","1.0","Pc(s)",""
"","","DUS-LPL04R0-W","Regular","1.0","Pc(s)",""
"","","TC-R3LLF04-BULK","Bulk","0.012","kg",""
"","","KB-W12X250R1-W","Regular","0.02778","Pc(s)",""
"TC-R3LLF05-W","2","TC-R3LLF05-BULK","Bulk","0.012","kg","2022-03-01 10:58:02"
"","","CONT-LTCSR0-WRL","Regular","1.0","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
