Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Material Type,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
MY-LR2EMC17-W/1 (INLINE),MY-LR2EMC17-W,DUS-EMLCR17R1-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LR2EMC17-W/1 (INLINE),MY-LR2EMC17-W,IBOX-REMLCRR0-W,0.083333,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LR2EMC17-W/1 (INLINE),MY-LR2EMC17-W,KB-WEPSIR1-W,0.006944,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LR2EMC17-W/1 (INLINE),MY-LR2EMC17-W,STIC-BEMLC17R0-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LR2EMC17-W/1 (INLINE),MY-LR2EMC17-W,STIC-HEMLCR1-W,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LRIPEI01-W/2,MY-LRIPEI01-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,2,0,2,0,0,2,0,0,2,0,2,0,0
MY-LRIPEI01-W/2,MY-LRIPEI01-W,STIC-PALR2-EM,1,Pc(s),Regular,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,134,134,134,0,134,134,134,0,134,0,0,134,0,0,134,0,134,0,0
MY-LRIPEI02-W/2,MY-LRIPEI02-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,0,0,2,0,2,0,2,0,2,0
MY-LRIPEI02-W/2,MY-LRIPEI02-W,STIC-PALR2-EM,1,Pc(s),Regular,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,134,134,134,134,134,0,134,134,134,134,134,0,134,0,0,134,0,134,0,134,0,134,0
MY-LRIPEI03-W/2,MY-LRIPEI03-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LRIPEI03-W/2,MY-LRIPEI03-W,STIC-PALR2-EM,1,Pc(s),Regular,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LRIPEI04-W/2,MY-LRIPEI04-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,0,2,0,2,0,0,2
MY-LRIPEI04-W/2,MY-LRIPEI04-W,STIC-PALR2-EM,1,Pc(s),Regular,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,134,0,134,0,134,0,0,0,134,0,134,0,0,134
MY-LRIPEI05-W/2,MY-LRIPEI05-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
MY-LRIPEI05-W/2,MY-LRIPEI05-W,STIC-PALR2-EM,1,Pc(s),Regular,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,134,0,0,134,0
MY-LRIPEI06-W/2,MY-LRIPEI06-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0
MY-LRIPEI06-W/2,MY-LRIPEI06-W,STIC-PALR2-EM,1,Pc(s),Regular,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,134,0,0,134,0,134,0,0,0
MY-LRIPEI07-W/2,MY-LRIPEI07-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
MY-LRIPEI07-W/2,MY-LRIPEI07-W,STIC-PALR2-EM,1,Pc(s),Regular,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,134,0,0
MY-LRIPEI08-W/2,MY-LRIPEI08-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LRIPEI08-W/2,MY-LRIPEI08-W,STIC-PALR2-EM,1,Pc(s),Regular,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LRRIPLMP01-W/2,MY-LRRIPLMP01-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
MY-LRRIPLMP01-W/2,MY-LRRIPLMP01-W,STIC-PALR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,134,0,0,0
MY-LRRIPLMP02-W/2,MY-LRRIPLMP02-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
MY-LRRIPLMP02-W/2,MY-LRRIPLMP02-W,STIC-PALR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,134,0,0,0
MY-LRRIPLMP03-W/2,MY-LRRIPLMP03-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MY-LRRIPLMP03-W/2,MY-LRRIPLMP03-W,STIC-PALR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
MY-LRRIPLMP04-W/2,MY-LRRIPLMP04-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MY-LRRIPLMP04-W/2,MY-LRRIPLMP04-W,STIC-PALR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0
MY-LRRIPLMP06-W/2,MY-LRRIPLMP06-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,2,0,2,0,0,0,0,2,0,0,2,0,0,0
MY-LRRIPLMP06-W/2,MY-LRRIPLMP06-W,STIC-PALR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,134,134,0,134,0,134,0,134,0,134,0,134,134,0,134,0,134,0,134,0,134,0,134,134,0,134,0,0,0,0,134,0,0,134,0,0,0
MY-LRRIPLMP07-W/2,MY-LRRIPLMP07-W,KB-WIPSKMMR1-W,0.007576,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2
MY-LRRIPLMP07-W/2,MY-LRRIPLMP07-W,STIC-PALR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,134,0,134,0,0,134,0,0,0,0,0,134,0,0,0,134
MY-LSLWCA-W/4,MY-LSLWCA-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,0,0,3,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCA-W/4,MY-LSLWCA-W,STIC-PAAR2-WM,1,Pc(s),Regular,0,0,298,596,596,596,596,596,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCB-W/4,MY-LSLWCB-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCB-W/4,MY-LSLWCB-W,STIC-PAAR2-WM,1,Pc(s),Regular,0,0,0,0,0,0,0,0,0,0,149,149,149,149,298,149,149,298,149,149,149,298,149,149,298,149,149,149,298,149,149,298,149,149,298,149,149,149,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCC-W/4,MY-LSLWCC-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,3,4,0,0,0,2,4,5,4,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCC-W/4,MY-LSLWCC-W,STIC-PAAR2-WM,1,Pc(s),Regular,298,447,0,0,0,149,447,596,447,447,596,447,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCD-W/4,MY-LSLWCD-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,2,5,0,0,0,0,0,0,3,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,5,2,2,0,2,2,3,4,3,2,2,2
MY-LSLWCD-W/4,MY-LSLWCD-W,STIC-PAAR2-WM,1,Pc(s),Regular,149,596,0,0,0,0,0,0,298,596,447,596,447,596,447,596,447,596,447,596,447,447,596,447,596,447,596,447,596,447,596,447,447,596,447,596,447,596,447,596,447,596,447,596,447,447,596,447,596,447,596,447,596,447,596,447,447,596,149,149,0,149,149,298,447,298,149,149,149
MY-LSLWCE-W/4,MY-LSLWCE-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,0,0,2,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,2,2,2,2,2,3,3,3,2,3,0
MY-LSLWCE-W/4,MY-LSLWCE-W,STIC-PAAR2-WM,1,Pc(s),Regular,0,0,149,447,447,447,298,447,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,447,298,447,447,447,298,447,447,447,298,447,149,149,149,149,149,298,298,298,149,298,0
MY-LSLWCF-W/4,MY-LSLWCF-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,0,0,0,0,0,5,5,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,5,6,5,5,5,6,5,5,3,2,3,2,3,4,4,4,3,3,2
MY-LSLWCF-W/4,MY-LSLWCF-W,STIC-PAAR2-WM,1,Pc(s),Regular,0,0,0,0,0,596,596,745,596,596,596,745,596,596,596,596,745,596,596,596,745,596,596,596,596,745,596,596,596,745,596,596,596,745,596,596,596,596,745,596,596,596,745,596,596,596,745,596,596,596,596,745,596,596,596,745,596,596,298,149,298,149,298,447,447,447,298,298,149
MY-LSLWCG-W/4,MY-LSLWCG-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,24,5,0,0,0,3,5,5,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCG-W/4,MY-LSLWCG-W,STIC-PAAR2-WM,1,Pc(s),Regular,3427,596,0,0,0,298,596,596,596,745,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY-LSLWCH-W/4,MY-LSLWCH-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,7,9,8,16,16,16,17,14,14,14,13,14,13,14,14,13,16,15,15,15,14,14,14,13,14,14,13,14,14,13,14,13,14,14,13,14,14,13,14,14,13,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,13,14,6,6,5,6,6,10,10,9,8,6,5
MY-LSLWCH-W/4,MY-LSLWCH-W,STIC-PAAR2-WM,1,Pc(s),Regular,894,1192,1043,2235,2235,2235,2384,1937,1937,1937,1788,1937,1788,1937,1937,1788,2235,2086,2086,2086,1937,1937,1937,1788,1937,1937,1788,1937,1937,1788,1937,1788,1937,1937,1788,1937,1937,1788,1937,1937,1788,1937,1788,1937,1937,1788,1937,1937,1788,1937,1937,1788,1937,1937,1788,1937,1788,1937,745,745,596,745,745,1341,1341,1192,1043,745,596
MY-LSLWCI-W/4,MY-LSLWCI-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,2,4,0,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,0,0,2,0,0,3,2,3,2,0,0
MY-LSLWCI-W/4,MY-LSLWCI-W,STIC-PAAR2-WM,1,Pc(s),Regular,149,447,0,298,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,447,298,447,447,0,0,149,0,0,298,149,298,149,0,0
MY-LSLWCK-W/4,MY-LSLWCK-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,3,6,0,7,8,9,8,9,9,8,9,8,9,8,9,8,9,9,8,9,8,9,8,9,8,9,9,8,9,8,9,8,9,8,9,9,8,9,8,9,8,9,8,9,9,8,9,8,9,8,9,8,9,9,8,9,8,9,4,3,4,4,4,7,6,6,5,4,3
MY-LSLWCK-W/4,MY-LSLWCK-W,STIC-PAAR2-WM,1,Pc(s),Regular,298,745,0,894,1043,1192,1043,1192,1192,1043,1192,1043,1192,1043,1192,1043,1192,1192,1043,1192,1043,1192,1043,1192,1043,1192,1192,1043,1192,1043,1192,1043,1192,1043,1192,1192,1043,1192,1043,1192,1043,1192,1043,1192,1192,1043,1192,1043,1192,1043,1192,1043,1192,1192,1043,1192,1043,1192,447,298,447,447,447,894,745,745,596,447,298
MY-LSLWCL-W/4,MY-LSLWCL-W,KB-WIOTAR1-W,0.00694,Pc(s),Regular,5,5,26,11,10,11,11,10,11,11,10,11,11,11,10,11,11,10,11,11,10,11,11,11,10,11,11,10,11,11,11,10,11,11,10,11,11,10,11,11,11,10,11,11,10,11,11,10,11,11,11,10,11,11,10,11,11,10,5,5,4,5,5,8,8,7,6,5,4
MY-LSLWCL-W/4,MY-LSLWCL-W,STIC-PAAR2-WM,1,Pc(s),Regular,596,596,3725,1490,1341,1490,1490,1341,1490,1490,1341,1490,1490,1490,1341,1490,1490,1341,1490,1490,1341,1490,1490,1490,1341,1490,1490,1341,1490,1490,1490,1341,1490,1490,1341,1490,1490,1341,1490,1490,1490,1341,1490,1490,1341,1490,1490,1341,1490,1490,1490,1341,1490,1490,1341,1490,1490,1341,596,596,447,596,596,1043,1043,894,745,596,447
MY-LSMULGA-EM/4 (INLINE),MY-LSMULGA-EM,CAPA-SMULGR0-E,1,Pc(s),Regular,0,0,0,0,0,328,328,328,328,328,328,164,328,328,328,328,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,328,164,328,0,164,0,0,164,164,164,164,164,0,0
MY-LSMULGA-EM/4 (INLINE),MY-LSMULGA-EM,DUS-SMULG01R0-E,1,Pc(s),Regular,0,0,0,0,0,328,328,328,328,328,328,164,328,328,328,328,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,328,164,328,0,164,0,0,164,164,164,164,164,0,0
MY-LSMULGA-EM/4 (INLINE),MY-LSMULGA-EM,KB-EAR0-KMM125,0.01389,Pc(s),Regular,0,0,0,0,0,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,3,5,5,3,5,5,3,5,3,5,5,3,5,5,3,5,5,3,5,0,3,0,0,3,3,3,3,3,0,0
MY-LSMULGA-EM/4 (INLINE),MY-LSMULGA-EM,STIC-PACR2-EM,1,Pc(s),Regular,0,0,0,0,0,328,328,328,328,328,328,164,328,328,328,328,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,328,164,328,0,164,0,0,164,164,164,164,164,0,0
MY-LSMULGA-EM/4 (INLINE),MY-LSMULGA-EM,TUBE-SMULG01R0-E,1,Pc(s),Regular,0,0,0,0,0,328,328,328,328,328,328,164,328,328,328,328,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,164,328,328,164,328,328,164,328,328,164,328,0,164,0,0,164,164,164,164,164,0,0
MY-LSMULGB-EM/4 (INLINE),MY-LSMULGB-EM,CAPA-SMULGR0-E,1,Pc(s),Regular,0,0,0,0,0,0,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,0,0,164,0,164,164,164,164,164,0,0
MY-LSMULGB-EM/4 (INLINE),MY-LSMULGB-EM,DUS-SMULG02R0-E,1,Pc(s),Regular,0,0,0,0,0,0,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,0,0,164,0,164,164,164,164,164,0,0
MY-LSMULGB-EM/4 (INLINE),MY-LSMULGB-EM,KB-EAR0-KMM125,0.01389,Pc(s),Regular,0,0,0,0,0,0,5,3,5,5,3,5,5,3,5,5,3,5,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,5,3,5,5,3,5,5,0,0,3,0,3,3,3,3,3,0,0
MY-LSMULGB-EM/4 (INLINE),MY-LSMULGB-EM,STIC-PACR2-EM,1,Pc(s),Regular,0,0,0,0,0,0,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,0,0,164,0,164,164,164,164,164,0,0
MY-LSMULGB-EM/4 (INLINE),MY-LSMULGB-EM,TUBE-SMULG02R0-E,1,Pc(s),Regular,0,0,0,0,0,0,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,164,328,328,164,328,328,164,328,328,328,164,328,328,164,328,328,0,0,164,0,164,164,164,164,164,0,0
MY-LSMULMA-EM/4 (INLINE),MY-LSMULMA-EM,CAPA-SMULMR0-E,1,Pc(s),Regular,2132,0,0,0,0,0,0,0,0,0,164,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,0,164,0,164,0,328,164,328,164,164,0
MY-LSMULMA-EM/4 (INLINE),MY-LSMULMA-EM,DUS-SMULM01R0-E,1,Pc(s),Regular,2132,0,0,0,0,0,0,0,0,0,164,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,328,328,492,0,164,0,164,0,328,164,328,164,164,0
MY-LSMULMA-EM/4 (INLINE),MY-LSMULMA-EM,KB-EAR0-KMM125,0.01389,Pc(s),Regular,30,0,0,0,0,0,0,0,0,0,3,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,0,3,0,3,0,5,3,5,3,3,0
