Korporat Code,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024
SILI-SF15-X,11.90004,8.364792,6.174014,6.273594,12.225678,6.930775,9.809047,11.37099,9.808825,9.347628,10.126339,8.365014,12.497509,7.52012,9.862649,13.991443,8.364792,10.955771,7.667726,10.709418,12.068056,8.596738,9.809047,8.732207,12.650913,9.244125,10.823405,9.759146,10.35641,12.227553,9.437414,6.273594,11.470792,11.063492,7.020561,12.543192,7.020561,11.335323,13.240258,7.767528,9.387513,10.090672,10.723825,10.13448,9.858726,12.078072,9.06208,9.061858,11.14906,8.746441,10.13448,12.815023,8.414693,8.922393,9.529075,10.881447,9.709245,10.733619,9.759146,8.315113,10.601475,8.547059,9.586895,10.35641,11.37099,1.394132,0.099802,2.788264
SILI-SF16-,7.282,0,0,14.563072,0,14.563072,0,7.281519,7.281553,7.281519,7.281553,0,7.281519,7.281553,7.281519,7.281553,7.281519,7.281553,7.281519,7.281553,0,14.563072,0,14.563072,0,14.563072,0,7.281553,7.281519,7.281553,7.281519,7.281553,7.281519,0,14.563072,0,7.281553,7.281519,7.281553,7.281519,7.281553,7.281519,7.281553,7.281519,7.281553,0,14.563072,0,14.563072,0,14.563072,0,7.281519,7.281553,0,14.563072,0,14.563072,0,7.281553,7.281519,7.281553,0,7.281519,7.281553,0,7.281519,0
SILI-SFCM56-X,10.757,25.513206,42.02208,35.358658,36.059447,30.863693,39.108502,15.167388,12.995742,75.322239,94.230627,18.081675,73.393536,11.901909,15.220851,66.951752,46.335785,12.541223,51.64741,62.581505,20.311015,44.617246,39.815991,46.510023,82.209431,15.036625,45.075683,41.359279,44.561123,66.818948,11.071654,41.515611,14.047688,40.332384,97.278375,14.611861,39.591305,41.788468,36.341641,9.844226,74.66224,10.601466,14.268925,126.914859,10.276802,21.466987,69.620451,48.417913,33.034061,43.249935,39.421858,15.663999,68.118913,35.694947,19.340994,7.682432,39.604392,64.741898,14.868389,69.890426,69.106188,6.667256,64.678575,47.269177,4.241304,3.889067,1.789196,31.579695
SILI-SFE-GE,243.318917,181.283593,28.89848,46.21895,55.916711,117.027316,80.377447,111.812698,93.476007,94.249828,79.893512,108.3174,88.443772,104.588974,97.929438,101.624394,98.303492,72.105164,97.153385,79.2949,136.963999,70.960549,103.565275,78.559201,104.180517,96.565148,93.22955,81.801633,98.617494,91.700565,82.878709,122.062737,64.544376,91.281887,83.269179,96.633272,107.657522,83.486857,83.204803,92.925829,86.850633,103.001774,87.843331,83.955608,103.31961,74.626762,96.128531,78.710632,109.897174,83.130517,96.902386,76.260172,103.001774,110.640434,78.856953,82.639792,81.176395,111.400748,72.266198,101.5071,60.740341,81.139215,95.197393,65.363873,93.792561,57.275406,27.386313,37.533777
SILI-SP105-X,16.901195,35.387116,39.843871,13.173749,30.289445,29.196384,32.915552,28.666522,20.406638,52.415243,54.432999,93.846824,39.584805,42.18019,31.366454,20.254465,74.798348,41.991568,53.437154,75.220719,66.282925,55.74183,55.097066,40.675451,98.088081,13.779706,22.417204,19.13738,54.948292,66.335934,38.980019,29.773065,30.718836,65.190085,35.562348,78.107774,33.873668,42.052732,42.017684,24.032268,58.791554,35.02285,39.991507,50.134757,12.80185,24.023583,37.634349,49.469714,46.013285,58.971041,31.352927,50.996124,30.203274,30.44004,21.379882,46.336793,52.536025,41.076762,24.869429,35.036902,30.101584,34.833698,37.147484,34.713926,51.1059,17.806024,13.236902,26.227775
SILI-SRSPD72-X,48.545,0,0,0,0,0,0,0,0,0,0,48.545342,0,0,0,0,0,48.545342,0,0,0,0,48.545342,0,0,0,0,0,48.545342,0,0,0,0,48.545342,0,0,0,0,0,48.545342,0,0,0,0,48.545342,0,0,0,0,48.545342,0,0,0,0,0,48.545342,0,0,0,0,0,0,48.545342,0,0,0,0,0
SILI-SSBAPD-X,64.651,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,32.325565,0,32.325565,0,32.325565,0,32.325565,0,32.325565,0,0
SILI-SSEM105-X,262.156,87.388823,0,262.158987,174.777646,349.547809,349.544879,262.166468,262.158987,262.158987,262.163538,349.547809,174.777646,349.547809,349.544879,262.166468,262.158987,174.777646,436.933701,262.158987,174.777646,349.547809,349.544879,174.777646,262.158987,174.777646,436.933701,262.158987,174.777646,262.158987,262.163538,262.158987,262.166468,262.158987,262.158987,262.163538,262.158987,262.166468,262.158987,262.163538,262.158987,174.777646,262.158987,262.166468,349.544879,262.158987,174.777646,262.158987,349.55236,174.777646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILI-SSFM-X,11.435,2.400951,0,1.285714,2.142857,2.404141,7.074379,5.51098,8.340716,14.41874,3.428571,6.796694,12.16356,3.208379,1.285714,4.549119,6.624912,2.267166,6.899539,8.237871,6.092927,4.494093,2.404141,4.220771,11.557465,10.906722,3.105534,3.82853,6.366818,5.348546,4.220771,6.096117,7.077771,6.534105,6.090806,4.494093,2.406262,3.7927,8.768787,3.69116,5.509675,7.481486,6.241713,4.975569,0,9.300203,9.890122,3.962677,5.953831,3.689855,1.81982,5.936575,11.744467,5.079719,3.105534,2.404141,4.543808,9.471783,6.095014,4.220771,2.405446,7.221271,4.226082,8.628104,6.62912,0,0,0
SILI-TSF3-,0,1.747442,0,9.708651,0.45,0,9.821592,3.025443,0.112941,0.112941,10.047475,0.112941,0.112941,9.821592,5.293127,0.112941,9.821592,2.493566,0.112941,12.017553,9.821592,3.025443,2.493566,9.708651,1.744883,0.112941,2.493566,9.821592,3.025443,0.112941,12.089276,0.112941,0.112941,9.821592,2.493566,12.017553,3.025443,9.821592,2.493566,0,9.821592,0.112941,2.493566,1.744883,12.734094,0.112941,2.493566,9.708651,0.112941,0.112941,2.493566,9.821592,14.930055,0.112941,9.821592,2.493566,0,9.821592,0.112941,0.112941,0.112941,16.746661,0.112941,0.112941,9.708651,0,0,0
SILI-VLVDLG-X,6.99,0,0,77.845999,3.494839,29.30354,29.30354,0,81.340838,78.463062,29.30354,29.30354,52.037298,29.30354,29.30354,3.494839,77.845999,0,29.92473,3.494839,78.467189,48.538332,33.419569,0,29.92473,48.542459,3.494839,29.92473,0,52.037298,29.92473,0,48.538332,81.962028,0,0,29.92473,52.037298,0,29.92473,3.494839,0,48.542459,29.92473,52.033171,0,78.467189,3.494839,0,29.92473,48.542459,3.494839,29.92473,0,52.037298,48.538332,29.92473,0,3.494839,78.467189,0,0,33.419569,48.542459,0,0,29.92473,3.494839
SILI-XM344CB-X,0,0,0,0,8.208914,58.58093,35.67892,34.985363,38.367505,8.55164,1.737623,8.3377,5.222501,12.884852,60.357282,7.736549,0.80969,43.323063,62.785356,4.294568,9.265633,8.941438,54.562698,18.284237,0,0.927933,12.632268,46.942282,8.208914,18.207071,41.677846,9.479573,54.244259,0.927933,12.503482,17.817273,11.537027,44.132753,38.192968,12.621725,17.69903,4.333212,0,20.764016,9.479573,53.224242,48.349832,37.542308,0.927933,17.69903,4.333212,20.63523,9.265633,11.875378,36.606853,15.227857,9.136847,43.41876,59.088971,6.890157,1.737623,11.661438,52.557717,0.80969,16.15579,0,0,0
SILS-034-X,120.669327,63.877439,161.853619,180.713914,95.698287,174.23237,198.499955,142.555572,147.108607,139.025767,217.672322,138.638888,148.469088,160.444579,148.758713,144.708798,165.753012,139.215851,153.635594,178.026003,124.993654,183.968819,134.091968,151.281391,156.963766,180.217478,123.928106,176.29113,149.170846,162.036625,128.719828,168.215269,120.232016,106.611584,215.247632,94.215521,156.983289,136.661595,158.281434,134.013775,157.267769,147.134023,129.566716,153.026462,171.497787,100.822752,148.822587,161.03181,137.073962,128.962952,193.930656,104.910522,128.569751,175.155329,130.466949,147.612998,151.16483,155.286367,113.606603,162.024239,134.298341,134.882162,116.080309,155.700836,136.269929,58.581992,49.468394,39.739283
SMG-S600-X,3.730778,2.242442,1.714201,1.766757,2.164201,6.337946,1.766757,1.714201,3.480958,3.809524,17.988001,1.714201,3.480958,0,6.337946,3.480958,0,3.480958,1.714201,6.337946,0,4.052736,19.705967,1.766757,6.337946,1.714201,3.480958,0,15.131013,1.714201,10.14747,0.571778,3.480958,3.480958,0,6.337946,1.714201,3.480958,0.559839,3.480958,20.277745,6.337946,1.766757,13.364256,3.480958,1.714201,1.766757,4.571189,3.480958,2.845818,1.766757,7.290482,1.714201,4.623745,19.705967,3.480958,1.714201,1.766757,16.221244,3.480958,4.040797,0,3.480958,1.714201,4.623745,1.714201,0,0
SNSP-SIH51-X,17.624805,27.943948,20.616973,29.885962,21.731822,29.693225,29.137367,29.977607,29.89149,42.613215,30.506004,23.736887,33.051158,31.674347,26.140623,33.62655,30.638996,30.612022,30.338491,22.983571,38.992018,32.190707,34.361001,27.026345,24.72472,37.04835,32.73966,27.654212,26.959518,31.548868,29.831216,27.85818,33.666055,35.475781,30.028077,26.412337,31.46728,32.161409,31.390645,26.272462,29.788755,27.236573,37.962042,24.820624,35.465877,27.367326,33.021805,29.118206,31.278618,26.645394,38.706642,25.297464,30.096372,31.098665,27.729807,39.323402,27.316232,28.558636,25.876403,36.639178,28.310627,31.263797,26.019803,38.245635,28.45671,1.609062,6.451657,4.210182
SODA-C-ASA,98.174868,48.306969,17.672515,55.663765,75.230504,45.641544,36.046435,62.086534,66.358431,38.300243,58.969605,71.808969,48.740018,46.137908,59.032169,57.194405,52.610413,56.384778,59.514004,56.835427,46.221593,50.761738,68.560468,50.344658,60.908995,76.135224,49.177153,38.906385,65.029035,38.403583,58.400243,57.291811,57.722468,50.809357,65.960149,48.367533,53.34541,56.782291,61.231643,51.846346,77.81892,42.702092,46.877629,73.467349,51.726182,51.613329,63.130427,46.527238,72.523396,51.779287,52.323714,45.391625,64.669919,48.146133,56.174144,57.367649,61.300024,42.54782,61.422435,50.229938,65.250447,37.425741,52.338388,69.22418,44.726323,31.884736,7.864424,19.206917
SODI-BROMSUB201-X,38.4994,38.4994,0,0,0,0,0,0,38.4994,0,0,0,38.4994,0,0,0,0,38.4994,0,0,0,38.4994,0,0,0,0,38.4994,0,0,0,38.4994,0,0,0,38.4994,0,0,0,0,38.4994,0,0,0,38.4994,0,0,0,0,38.4994,0,0,0,38.4994,0,0,0,0,38.4994,0,0,0,38.4994,0,0,0,0,0,0
SOLP-100LQ-X,53.802369,50.330282,15.30004,48.425567,38.582014,38.981736,50.330282,38.582014,38.059643,53.279936,35.63236,39.504107,50.85285,38.582014,35.63236,53.279936,37.077021,53.279936,35.63236,36.154928,53.279936,41.408822,33.727645,50.85285,38.582014,40.486729,48.425567,37.077021,38.582014,50.330282,38.582014,50.85285,39.504107,35.63236,50.85285,38.582014,36.677298,47.442944,34.250212,36.677298,51.37522,31.822929,34.250212,52.297313,36.677298,44.093765,36.677298,36.677298,47.442944,34.250212,36.677298,51.37522,31.822929,35.172305,51.37522,36.677298,29.395843,51.37522,36.677298,37.599391,44.093765,36.677298,36.677298,51.37522,30.317936,14.697922,19.552291,0
SOLV-2PEEPH-MO,0,0.325581,0,0,0,0.491697,0,0.651162,0.509774,0.491697,0.325581,0,0,1.652633,0,0,0.817278,0,0.509774,0.651162,0.491697,0,0.325581,0.509774,0.817278,0.325581,0,0,1.327052,0,0.325581,0.491697,0.325581,0.509774,0,0.817278,0.325581,0,0.325581,1.001471,0,0.325581,0.817278,0,0.835355,0,0.491697,0.325581,0.325581,0.509774,0.817278,0,0,0.817278,0.835355,0,0,0.817278,0,0.835355,0.325581,0.491697,0,0.325581,1.001471,0,0,0
SOLV-BGKHN-X,1962.020506,1226.69921,782.679428,1222.555628,1160.546113,1473.444242,1071.361406,1442.099066,1132.466333,1183.826735,1575.299864,1243.103884,1527.155778,929.154546,1155.393802,1303.838629,1474.490526,1015.369277,1107.866309,1215.94222,1431.566642,1098.104477,1351.962483,1358.395329,1164.527059,1141.196274,1189.298672,1343.178387,1446.252535,968.995801,1140.102526,1372.54634,1121.313683,1430.043767,1211.5117,1138.068614,1371.756464,1175.337256,906.213658,1378.977719,1262.8486,1541.426565,834.810466,1335.468063,1394.532158,980.812168,960.358242,1419.897684,1473.307259,1340.929379,963.373203,1044.65308,1361.956522,1215.245711,1288.711881,1339.638274,1022.638458,1421.463579,1148.791464,933.85607,1423.569709,1108.888684,1436.114452,894.035955,1101.426179,460.855636,343.596582,992.76532
SOLV-DEASB-X,5045.080077,4403.12447,501.807879,2905.844502,2992.041033,3870.812695,2681.787625,2896.468761,4555.420381,3426.718175,3342.195275,4521.229615,2867.307292,3656.384923,3713.909866,3378.831766,3304.861819,3239.003123,3892.560727,4295.573369,2917.95596,3681.97789,2874.400015,4250.72554,3546.770959,3365.936458,2966.7229,4034.907939,3108.541862,4308.147421,2926.003745,4463.782564,3095.199724,2917.638749,3925.438835,3275.972019,3475.054683,3438.515164,4109.431699,2998.808768,4487.842855,2953.048081,2871.041208,3127.421865,4053.830861,3998.594348,3695.800575,3344.014994,3425.882666,2696.437646,3510.965856,3914.623714,2880.529141,3691.420936,4378.580853,3154.244757,3504.718098,4022.762224,2988.986241,2521.524324,3451.20064,4169.339396,3746.594437,2980.000124,4249.093053,440.942761,390.407053,376.984792
SOLV-MFLMOD-X,0,0,0,0,0,285.568182,0,0,0,0,0,0,0,0,0,0,0,0,285.568182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.568182,0,0,0,0,0,0,0,0,0,0,0,0,0,285.568182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.568182,0,0,0,0,0
SOLV-PRIHD-X,81.244577,80.79513,40.166049,79.883473,80.79513,121.409806,41.960551,121.858431,82.141007,82.126603,120.512553,44.203682,120.961179,81.692382,82.575228,120.961179,43.755057,120.063927,83.038259,81.229351,83.038259,120.961179,82.126602,81.692382,83.023854,82.141006,120.512554,42.857805,121.409805,82.141007,82.126602,121.409806,42.409179,120.512553,82.141008,83.023854,80.346503,83.472481,120.512553,81.692382,82.126603,81.692381,121.85843,42.857805,120.512554,42.857805,120.96118,121.409804,42.857805,120.961179,82.589634,81.677976,82.141007,81.229351,82.141008,120.961179,82.575228,82.141007,80.780725,80.79513,81.692382,81.229351,81.692382,120.063928,43.30643,0.897252,0.448626,0.897252
SQUA-AMYR-X,123.139293,105.694143,85.244559,119.561612,93.721973,142.172856,181.665865,166.596431,169.35259,209.546278,195.142156,161.611149,186.470268,160.620603,173.586515,187.178149,139.110207,167.45117,215.992853,142.860864,200.794325,157.371508,206.18749,161.659823,153.265057,210.631523,153.305345,161.491603,141.247548,134.809011,151.817349,218.913363,166.700602,160.93278,185.680937,158.590718,190.85837,151.089562,211.320898,164.599168,175.639384,178.442605,164.773062,146.943329,169.80901,163.664589,167.507627,194.783885,172.401256,147.014805,164.325836,193.16329,196.614884,166.22305,155.342086,173.331674,136.138686,223.131371,158.650289,153.15891,157.773278,159.57693,165.111992,172.176738,148.280009,69.027698,77.611286,65.261278
SQUA-PRT-X,0.198,31.066339,0.3143,1.508431,31.171703,31.512345,8.675049,31.486003,31.264251,0.197913,32.72,0.237778,32.774564,31.3568,9.055557,31.330458,1.62732,31.316935,40.435374,0.211437,31.55221,31.264252,10.577512,31.330458,0.105364,31.3568,31.304117,0.197912,34.230313,31.618418,8.833804,31.264251,0.171571,31.3568,32.693659,0.26412,31.264251,0.840038,31.264251,39.873802,0.197912,32.746342,31.304117,0.264119,40.342826,2.022526,31.330458,41.329551,0.131705,31.330459,31.3568,0.171571,31.23791,2.34847,31.304117,39.833936,0.197912,31.330459,0.197912,32.759866,31.264251,0.290461,31.23791,40.188102,1.393925,0.3143,0.052682,1.574638
SRNT-850076-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423256,0,0,0,19.423256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSB-850073-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.423256,0,0,0,19.423256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STA--C18-K,246.023305,172.847784,60.056102,84.128318,190.115182,111.989067,167.122802,94.236549,189.397754,169.407291,179.527216,138.397302,176.706829,160.444611,138.998643,135.366432,247.577385,113.225096,114.562441,211.654088,162.853623,130.813045,188.561659,152.288522,155.005281,152.385424,169.910332,147.989105,123.359291,169.663356,137.806102,180.746803,149.634554,175.96759,181.687704,132.643902,192.309047,134.775446,141.00931,151.245884,174.353169,145.542937,162.563664,125.768092,215.12045,140.073187,164.719239,211.489769,61.464861,128.917496,245.446058,122.105903,187.581824,139.705148,178.554417,89.183191,186.956317,166.33077,183.562036,120.942069,185.473484,129.518902,175.603211,154.109213,128.098268,24.775084,22.686495,53.325399
STAY--DSMR-K,12.085185,7.350665,13.75925,4.654617,4.122818,8.862305,5.477596,4.602071,11.104056,5.183599,5.596287,11.307772,4.737008,5.218931,10.10625,6.128177,8.172485,6.789193,7.492245,9.154703,4.352633,7.155001,10.170972,4.601853,4.473917,12.482289,5.096938,7.175125,9.22539,4.294783,8.380313,5.612029,7.636947,8.409299,5.08273,11.371856,4.834444,5.218402,8.287048,9.468701,5.969077,7.428749,7.092325,6.182294,8.297149,7.117244,9.661674,5.612318,4.238221,12.114263,4.104099,4.362991,12.176411,4.270945,5.437771,10.254016,7.192705,7.621111,5.164146,6.131963,7.352932,5.437317,5.287839,10.951989,5.58212,0.094772,3.966981,0.084361
STB-TL-X,0.047,0.009935,0.007401,0.128052,0.344427,0.289306,0.031552,0.028914,0.007401,0.009792,0.482969,0.463023,0.240561,0.267546,0.034386,0.016697,0.019584,0.009792,2.814013,0.703946,0.026985,0.479737,0.048297,2.02762,0.009792,2.231421,0.452362,1.013271,0.047634,0.525489,0.503469,0.618673,3.192593,0.416929,4.189766,0.897708,2.054557,1.0821,0.29361,4.625662,0.505197,2.169198,0.862851,0.51844,0.584975,0.618985,0.590103,2.917593,4.786117,1.462665,0.743127,0.34575,2.870441,0.742349,0.512669,4.857116,0.161824,0.365175,2.097653,0.390413,1.540247,0.72464,0.448694,4.417684,2.113097,0.49019,0,1.237781
STEA-A-EST05M,4528.129432,2980.197828,1853.459027,3099.573774,2936.029486,2882.228924,3392.365594,3295.679803,2747.965717,3152.907422,3281.71098,2728.995136,3409.011701,3028.641076,3692.106048,3516.460763,3639.361367,3576.170457,3328.019402,3130.155068,3174.452567,3369.978566,3230.621336,3513.302781,3075.278949,2954.849915,2431.73155,2888.201606,3518.801222,2857.649671,2485.287136,2681.737708,2636.351634,2844.742028,3002.307579,2984.720494,2754.500298,3299.171145,2428.356255,3298.720696,3099.114816,3404.30485,2907.299203,2787.975419,2606.254613,3089.527858,2666.317611,3074.636123,3332.779506,2806.298148,3295.600196,2616.171931,2856.271613,3131.558049,2947.30524,3158.082016,3134.093318,2614.544524,2735.776552,2899.400462,3125.424695,2984.962958,3081.954632,2823.834489,2641.394989,1673.47788,1298.399494,1841.936907
STEA-DSP300-X,11.283486,9.944098,12.390252,3.761027,9.619252,8.123668,8.631832,7.462369,5.063725,8.01243,11.468808,19.961865,19.48155,18.484255,15.540656,5.712543,4.158292,6.77986,5.009848,13.966732,12.389483,11.288443,18.998568,9.910215,7.213879,9.18841,13.609862,4.611792,18.901875,8.027847,11.551054,9.279734,9.756509,7.357527,11.833009,16.2064,10.544766,13.01714,7.896187,14.963315,19.618218,8.075037,8.607293,9.00207,10.013581,7.291894,7.303272,12.835205,13.4947,12.165998,11.509627,12.301125,5.311344,14.262322,13.605765,5.08432,12.577338,8.315413,14.182218,5.965751,6.605361,13.290962,16.838629,9.750839,6.893286,1.368513,8.548509,3.195748
STEA-P9218-X,1577.389365,690.268249,169.898174,623.076523,512.12793,585.212489,594.922332,541.253999,566.766992,553.133932,640.321355,495.852378,611.195286,553.131189,780.787751,671.053388,883.164224,713.798797,529.6123,550.641713,466.876582,549.670984,638.654007,565.945387,422.449437,578.795904,338.290119,577.825175,439.69312,420.113947,283.422011,465.51297,349.197884,262.398672,597.408396,578.797198,438.721242,578.797053,508.124791,481.483114,606.951244,478.75637,470.801093,407.450167,481.483114,349.197884,608.165474,438.721242,549.670984,507.882439,481.483114,478.75637,624.19767,422.446839,607.193596,400.860955,549.669835,321.043693,538.763374,321.043693,667.351132,480.700571,549.670984,537.792645,322.014422,343.580695,344.792326,157.712677
SUB-FL-X,0.135,0.143478,0,0,0.333944,0.53595,0.377721,0.195816,0.528614,0.137288,0.833831,0.063638,0.671252,0.331958,0.392472,0.381991,0.602826,0.394756,0.393312,0.440519,0.39998,0.475436,0.392472,0.244703,0.522986,0.331118,0.477422,0.573537,0.063638,0.397994,0.53595,0.395596,0.246689,0.790466,0,0.671252,0.242419,0.662558,0.195816,0.528614,0.385057,0.264976,0.528614,0.333104,0.781493,0.129674,0.527774,0.196656,0.665062,0.189241,0.721926,0.195816,0.135302,0.439075,0.741558,0.196656,0.527774,0.306057,0.344816,0.200926,0.589128,0.045763,0.201338,0.46741,0.392472,0,0.135302,0
SUCR-AC01-X,2.968778,0,1.087448,0.892614,4.372633,3.114666,0.756193,18.411802,0.750491,12.019459,0.002851,3.288036,2.537545,0.74764,2.537545,0.008553,9.674677,2.537545,0.74764,4.496124,0,3.282334,0.008553,5.277548,16.42229,0.750491,2.537545,0.005702,3.282334,0.005702,5.277548,4.48472,0.005702,15.219904,0.002851,3.285185,4.487571,1.995214,3.285185,0.005702,3.282334,6.398045,10.029947,3.285185,0.005702,3.285185,1.998065,3.282334,4.487571,0.008553,8.827561,6.395194,3.285185,1.992363,4.493273,3.288036,0.002851,3.282334,5.548078,8.929888,2.703368,4.529908,3.288036,0,3.282334,1.950026,5.548078,0
SUN-MP-X,51.448082,14.284217,9.73436,32.592664,18.664777,33.606746,51.800473,48.980068,31.280605,42.779717,57.482362,37.185925,55.712774,37.020632,31.220687,45.946036,49.619973,50.060293,38.619119,41.917506,44.225377,34.5857,47.899439,44.456386,47.237926,49.217866,34.422102,49.086143,44.649166,43.836134,41.949081,35.460835,44.647557,43.599337,49.682223,34.152432,43.26756,47.574399,36.699708,49.058976,43.41547,44.338827,34.993369,50.509488,50.545379,33.534547,49.454252,33.462556,43.35439,45.348835,52.596926,36.86035,32.78638,44.781662,45.129999,50.543025,41.580144,44.350905,39.961884,32.256159,45.447107,29.136514,39.958254,41.672849,38.492213,8.77035,3.538509,11.811181
SUN-SSFMBC-X,49.115,24.513386,48.712033,73.362638,73.360474,97.607894,49.0492,97.80124,97.80024,24.75417,97.655419,73.457771,49.001676,97.655418,73.407999,97.898537,49.001591,73.384236,73.529058,73.296619,73.28694,73.434009,122.217244,24.75417,73.384237,97.728953,49.001676,73.286939,97.80024,73.481533,73.368822,73.434009,73.505296,73.199323,73.457771,73.384237,73.320381,49.11297,97.922299,97.752716,48.904378,73.529058,97.607894,48.928141,49.186504,122.217244,73.384236,49.0492,97.705191,73.407999,48.928055,73.505296,73.457771,97.592565,73.481533,73.505296,97.631656,24.704398,73.457771,73.481534,73.392669,73.457771,73.505296,73.336712,24.656874,48.639746,48.896862,0.023762
SUNP-170-X,25.394215,38.554702,26.242521,34.257302,29.473134,37.869036,37.646422,38.40071,36.57494,41.520423,45.657196,35.223992,40.933681,43.061843,38.709156,45.155717,34.25545,40.083188,46.165969,33.153736,53.244088,34.662946,41.918951,41.289561,32.524918,46.197082,40.313979,40.626966,39.005217,40.741195,39.056177,39.234101,38.830772,41.568433,39.885827,37.60513,42.792964,40.562253,37.215421,37.216144,45.591507,33.261818,46.192903,36.520681,40.919969,38.577828,40.583943,40.413661,44.975188,31.338256,44.707227,35.024017,42.644633,44.622312,35.996363,40.170107,39.596682,42.0667,34.146598,40.764524,43.633237,40.160829,36.274812,42.65823,40.401832,3.526707,9.299184,5.984118
SUNP-EPU-2X-X,7.075394,7.002005,3.611965,5.205393,5.626377,6.20068,8.205002,7.849972,7.34052,7.447041,7.529112,6.844776,6.609177,6.12323,5.879687,6.850591,5.782515,6.481378,6.064506,6.183654,6.37485,6.470907,6.286318,7.167175,6.500532,6.135312,5.407895,6.290574,5.209446,6.063605,6.607197,5.336525,5.647276,5.775118,6.1222,5.573012,5.926876,5.823522,6.158846,6.108527,5.490921,6.153325,5.473337,6.049965,5.729966,5.619864,5.993934,6.28488,5.718185,6.115955,5.233634,5.993091,6.607652,4.910504,6.58314,4.906142,5.907329,5.959538,5.62551,4.887693,5.835947,4.929944,5.365273,5.799454,6.331354,1.02354,3.024376,0.733832
SUNS-CHMOS-X,97.086288,97.08636,0,48.543288,48.543288,0,48.543288,48.543288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUNS-HBDAE-X,0,0,0,0,0,0,0,69.711526,0,278.78419,139.423051,139.361139,69.649613,69.711526,0,69.711526,0,0,0,69.711526,0,69.649613,69.711526,0,69.649613,69.711526,0,69.711526,139.361139,0,69.711526,139.361139,69.711526,69.649613,139.423051,139.361139,69.711526,69.711526,139.361139,69.711526,69.649613,69.711526,69.711526,0,139.361139,69.711526,0,139.361139,69.711526,139.361139,69.711526,69.711526,139.361139,0,139.361139,69.711526,69.711526,69.649613,69.711526,69.711526,139.361139,69.711526,139.361139,69.711526,69.649613,69.711526,69.711526,69.711526
SUNS-HYAB-X,132.184288,97.08636,0,51.528989,97.086464,2.985701,54.529877,49.36693,11.973178,5.986589,48.543176,29.127205,0,0,0,0,5.986589,77.670381,5.986589,0,0,5.986589,29.127205,0,54.529765,0,0,5.986589,29.127205,0,54.529765,0,5.986589,29.127205,0,5.986589,0,0,5.986589,29.127205,0,5.986589,0,0,35.113794,0,0,5.986589,0,29.127205,5.986589,0,5.986589,0,0,35.113794,0,0,5.986589,0,5.986589,0,29.127205,5.986589,0,5.986589,0,0
SUNS-OCR-X,6.989679,0,29.511178,29.125997,33.006017,0,58.637175,0,62.132014,0,58.637175,0,33.006017,29.125997,29.511178,32.620836,47.195444,29.125997,29.511178,32.620836,29.511178,0,62.132014,0,58.637175,0,62.132014,0,58.637175,3.494839,29.511178,29.125997,29.511178,32.620836,29.511178,29.125997,29.511178,3.494839,58.637175,0,62.132014,0,58.637175,0,62.132014,0,47.195444,32.620836,29.511178,29.125997,29.511178,32.620836,29.511178,29.125997,33.006017,0,58.637175,0,62.132014,0,58.637175,0,33.006017,29.125997,29.511178,0,29.125997,3.494839
