Kode Item,UOM,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
STIC-BEMLS01R0-W,Pc(s),0,6356,0,0,0,6356,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEMLS02R0-W,Pc(s),6356,0,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEMLS03R0-W,Pc(s),0,6356,0,0,0,6356,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEMLS04R0-W,Pc(s),6356,0,0,6356,0,6356,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEMLS05R0-W,Pc(s),6356,0,6356,6356,0,0,6356,0,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEMRSR1-K,Pc(s),821,0,821,0,821,0,821,0,821,0,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,821,0,0,0,0
STIC-BEOBBLBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBGBBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBHFBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBIUBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBRABR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBRBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBSEBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBSUBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOBTTBBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOSCBR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BEOSER0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,450,0,0,0,0,0,0
STIC-BEOSLGR0-B,Pc(s),446,0,421,421,0,0,421,0,421,0,421,0,421,0,421,0,421,0,421,0,421,0,0,421,0,421,0,421,0,421,0,421,0,421,0,421,0,421,0,0,421,0,421,0,421,0,421,0,421,0,421,0,421,0,421,0,0,421,0,421,0,421,0,421,0,0,421,0,0
STIC-BEOSLR0-B,Pc(s),0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,2114,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,450,0,0,0,0,0,0,0,2564,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0
STIC-BEOSLVR0-B,Pc(s),0,0,0,0,0,450,0,0,0,0,0,0,2077,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,2077,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,2077,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0
STIC-BEOSOR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,450,0,0,0,450,0,0,0,0,450,0,0,0,450,0,0,0,0,450,0,0,0,450,0,0,0,0,450,0,0,0,450,0,0,0,0,450,0,0,0,450,0,0,0,450,0,0,0,0,0,0,450
STIC-BEOSPR0-B,Pc(s),0,0,2040,0,0,450,0,0,0,0,0,0,0,450,0,2040,0,0,0,0,0,450,0,0,0,0,0,0,0,2490,0,0,0,0,0,0,450,0,0,0,0,0,0,2040,450,0,0,0,0,0,0,0,450,0,0,0,0,2040,0,0,450,0,0,0,0,0,0,0,0
STIC-BEOSTTR0-B,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,450,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0
STIC-BFCBGSR0-ELL,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,686,0,686,0,686,0,686,0,686,0,0,686,0,0,686,0,686,0,1372,686,686,686,686,0,0,686,0,0,686,0,0,686,0,686,0,0,686,0,686,0,686,0
STIC-BFCBW250R0-ELL,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,686,0,686,0,686,686,0,0,686,0,0,686,0,0,686,0,686,0,686,686,686,1372,686,0,686,0,686,0,686,0,686,0,686,0,686,0,686,0,0,686,0,686,0
STIC-BFCBW450R0-ELL,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199,0,0,0,0,1199,0,0,1199,0,0,0,1199,0,0,0,0,1199,0,0,0,1199,1199,1199,0,0,1199,0,0,1199,0,0,0,1199,0,0,0,1199,0,0,1199,0,0,0,1199
STIC-BFCKR4-MO,Pc(s),0,0,0,764,764,2292,764,764,764,764,764,764,764,1528,764,764,764,764,764,764,764,764,1528,764,764,764,764,764,764,764,764,764,1528,764,764,764,764,764,764,764,1528,764,764,764,764,764,764,764,764,1528,764,764,764,764,764,764,764,764,1528,764,764,764,764,764,764,0,0,0,0
STIC-BGBMC100R0-L,Pc(s),0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0
STIC-BGSRV01R0-E,Pc(s),0,35671,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,35671,0,0,35671,0,0,35671,0,0,0
STIC-BGSRV02R0-E,Pc(s),0,0,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,0,11523,0,0,0
STIC-BGSRV03R0-E,Pc(s),0,0,0,0,0,0,21878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21878,0,0,0,0,21878,0,0,0,0,21878,0,0,0,21878,0,0,0,21878,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BGSRV04R0-E,Pc(s),0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,11523,0,0,11523,0,0,11523,0,11523,0,0,11523,0,0,11523,0,0,11523,0,11523,0,0,11523,0,0,11523,0,0,11523,0,11523,0,0,11523,0,0,11523,0,11523,0,0,11523,0,0,11523,0,0,11523,0,11523,0,0,0,11523,0,0
STIC-BGSRV05R0-E,Pc(s),0,0,11523,11523,0,0,11523,0,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,0,11523,0,0,11523,0,0,0,0
STIC-BGSRV06R0-E,Pc(s),0,0,21878,0,21878,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,0,21878,0,21878,0,0,0,0,0
STIC-BGSRV07R0-E,Pc(s),0,21878,21878,0,21878,0,0,21878,0,21878,0,0,21878,0,21878,0,0,21878,0,21878,0,21878,0,0,21878,0,21878,0,0,21878,0,21878,0,21878,0,0,21878,0,21878,0,0,21878,0,21878,0,21878,0,0,21878,0,21878,0,21878,0,0,21878,0,21878,0,21878,0,0,21878,0,21878,0,0,0,0
STIC-BGSRV08R0-E,Pc(s),0,0,11523,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,0,11523,0,0
STIC-BGSRV09R0-E,Pc(s),0,0,23046,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,11523,0,0,11523,0,0
STIC-BGSRV10R0-E,Pc(s),0,0,11523,11523,0,0,11523,0,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,11523,0,0,0,0
STIC-BHGCC21R0-MO,Pc(s),0,2636,0,0,0,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,2636,0,0,0,0,0,0,2636,0,0,0,0,0,0,2636,0,0,0,0,0,2636,0,0,0,0,0,2636,0,0,0,0,0,0,2636,0,0,0,0,0,2636,0,0,0,0,0,0,0,2636,0,0
STIC-BHGCC31R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHGCC41R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHGCC51R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHGCC62R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512
STIC-BHGCN10R0-MO,Pc(s),0,0,0,0,0,0,2524,0,0,2524,0,0,0,2524,0,0,0,2524,0,0,2524,0,0,0,2524,0,0,0,2524,0,0,2524,0,0,0,2524,0,0,2524,0,0,0,2524,0,0,0,2524,0,0,2524,0,0,0,2524,0,0,2524,0,0,0,2524,0,0,0,2524,0,0,0,0
STIC-BHGCN20R0-MO,Pc(s),0,0,0,0,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,0,0,0
STIC-BHGCN30R0-MO,Pc(s),3330,3330,0,0,0,0,0,0,0,3330,0,3330,0,3330,0,0,3330,0,3330,0,3330,0,3330,0,3330,0,0,3330,0,3330,0,3330,0,3330,0,3330,0,3330,0,0,3330,0,3330,0,3330,0,3330,0,3330,0,3330,0,0,3330,0,3330,0,3330,0,3330,0,3330,0,0,3330,0,0,0,0
STIC-BHGCN40R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0
STIC-BHGCN50R0-MO,Pc(s),0,0,0,0,0,0,7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHGCW12R0-MO,Pc(s),0,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,0,0,0,0,0,0,0
STIC-BHGCW21R0-MO,Pc(s),0,0,0,0,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,0
STIC-BHGCW22R0-MO,Pc(s),2608,0,0,0,0,0,2608,0,0,2608,0,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,2608,0,0,0,0
STIC-BHGCW30R0-MO,Pc(s),0,1512,0,0,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,1512,0,0,0,0,0,0,0
STIC-BHGCW32R0-MO,Pc(s),2644,0,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0
STIC-BHGCW33R0-MO,Pc(s),0,2667,0,0,0,0,0,0,0,0,2667,0,0,0,0,0,2667,0,0,0,0,2667,0,0,0,0,2667,0,0,0,0,0,2667,0,0,0,0,2667,0,0,0,0,2667,0,0,0,0,0,2667,0,0,0,0,2667,0,0,0,0,2667,0,0,0,0,0,2667,0,0,0,0
STIC-BHGCW41R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,0,0,0
STIC-BHGCW42R0-MO,Pc(s),0,0,0,0,0,0,0,0,1346,0,0,0,0,0,1346,0,0,0,0,1346,0,0,0,0,0,1346,0,0,0,0,1346,0,0,0,0,0,1346,0,0,0,0,1346,0,0,0,0,1346,0,0,0,0,0,1346,0,0,0,0,1346,0,0,0,0,0,1346,0,0,0,0,0
STIC-BHGCW50R0-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0
STIC-BHGFFC21-MO,Pc(s),0,0,0,0,0,0,0,1300,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,0,650,0,0,650,0,0,0,650,0,0,650,0,0,0,0
STIC-BHGFFN10-MO,Pc(s),601,0,0,0,0,601,0,1202,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,601,0,0,0,0,0
STIC-BHGFFN30-MO,Pc(s),1202,601,0,0,0,601,601,1202,601,601,601,601,601,601,601,601,601,0,601,601,601,601,601,601,601,601,601,601,601,601,0,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,0,601,601,601,601,601,601,601,0,601,0,0
STIC-BHGFFN50-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,601,0,0,0,0,0,0
STIC-BHGFFW22-MO,Pc(s),601,601,0,0,0,601,601,1202,601,0,601,601,601,601,0,601,601,601,0,601,601,601,0,601,601,601,0,601,601,601,0,601,601,601,0,601,601,601,601,0,601,601,601,0,601,601,601,0,601,601,601,601,0,601,601,601,0,601,601,601,0,601,601,601,601,0,0,0,0
STIC-BHGFFW33-MO,Pc(s),0,601,0,0,601,0,601,1202,0,601,601,0,601,0,601,0,601,0,601,601,0,601,0,601,0,601,0,601,601,0,601,0,601,0,601,0,601,601,0,601,0,601,0,601,0,601,601,0,601,0,601,0,601,601,0,601,0,601,0,601,0,601,601,0,601,0,0,0,0
STIC-BHGFFW41-MO,Pc(s),0,0,0,0,0,0,0,1202,0,0,0,0,601,0,0,0,0,601,0,0,0,0,0,601,0,0,0,0,601,0,0,0,0,601,0,0,0,0,601,0,0,0,0,0,601,0,0,0,0,601,0,0,0,0,601,0,0,0,0,601,0,0,0,0,601,0,0,0,0
STIC-BHGFFW42-MO,Pc(s),0,0,0,0,0,0,0,1202,0,0,601,0,0,0,601,0,0,0,601,0,0,0,601,0,0,0,601,0,0,601,0,0,0,601,0,0,0,601,0,0,0,601,0,0,0,601,0,0,601,0,0,0,601,0,0,0,601,0,0,0,601,0,0,0,601,0,0,0,0
STIC-BHGFHLMR0-IP,Pc(s),0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0
STIC-BHGFHLRR0-IP,Pc(s),0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHLTB01F-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0
STIC-BHLTB02G-MO,Pc(s),0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHLTB03S-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0
STIC-BHLTB04D-MO,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIC-BHLTB05SB-MO,Pc(s),3461,0,0,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,3461,0,0,0,0,0,0,3461,0,0,0,0,0,0,0,0,0,0,0
STIC-BHSLWC01R0-MO,Pc(s),0,0,0,0,0,524,0,524,1048,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,0,0,0
STIC-BHSLWC02R0-MO,Pc(s),0,0,0,524,0,524,0,0,1048,524,0,524,0,524,0,0,524,0,524,0,0,524,0,524,0,0,524,0,524,0,524,0,0,524,0,524,0,0,524,0,524,0,524,0,0,524,0,524,0,524,0,0,524,0,524,0,0,524,0,524,0,0,524,0,524,0,0,0,0
STIC-BHSLWC03R0-MO,Pc(s),0,0,0,524,0,0,524,0,1572,0,0,524,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,524,0,524,0,524,0,0,524,0,524,0,524,0,524,0,524,0,0,0,0
STIC-BHSLWC04R0-MO,Pc(s),0,0,524,0,524,524,0,524,1048,524,0,524,0,524,524,0,524,0,524,524,0,524,0,524,524,0,524,0,524,524,0,524,0,524,524,0,524,524,0,524,0,524,0,524,524,0,524,0,524,524,0,524,524,0,524,0,524,524,0,524,0,524,524,0,524,0,0,0,0
STIC-BHSLWC05R0-MO,Pc(s),0,0,0,0,524,0,524,0,524,524,0,524,524,0,524,0,524,524,0,524,0,524,524,0,524,524,0,524,0,524,524,0,524,0,524,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,0,0,0,0
STIC-BHSLWC06R0-MO,Pc(s),0,0,524,524,0,524,524,524,1048,524,524,0,524,524,524,0,524,524,524,0,524,524,524,0,524,524,524,524,0,524,524,524,0,524,524,524,0,524,524,524,0,524,524,524,0,524,524,524,524,0,524,524,524,0,524,524,524,0,524,524,524,0,524,524,524,0,0,0,0
STIC-BHSLWC07R0-MO,Pc(s),0,0,0,524,524,0,524,0,1572,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,0,0,0
STIC-BHSLWC08R0-MO,Pc(s),0,0,524,0,524,0,524,0,1572,0,524,0,524,0,524,0,524,0,524,0,524,0,524,524,0,524,0,524,0,524,0,524,0,524,0,524,0,524,524,0,524,0,524,0,524,0,524,0,524,524,0,524,0,524,0,524,0,524,0,524,0,524,0,524,524,0,0,0,0
STIC-BHSLWC09R0-MO,Pc(s),524,0,524,0,524,524,0,524,1048,524,0,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,0,524,524,0,524,524,0,524,524,0,524,524,0,524,524,0,0,0,0,0
