DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU TREATMENT ESSENCE,03813,SRM-RRYTEN1-W,8993137704175,WARDAH RENEW YOU TONER ESSENCE 50 ML (PC(S)),78828.83,1,0,1,78828.83,0,78828.83,
DC LAMPUNG,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE GEL TO FOAM CLEANSER,02526,FW-RHMF-W,8993137708722,WARDAH HYDRA ROSE GEL TO FOAM CLEANSER 100 ML,30630.63,1,0,1,30630.63,0,30630.63,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02040,TC-RE02-W,8993137678919,WARDAH EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,81981.98,9,0,9,737837.82,0,737837.82,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY CREAM,02414,M-LDCN2-W,8993137572170,WARDAH LIGHTENING DAY CREAM ADVANCED NIACINAMIDE 30 G,39639.64,2,0,2,79279.28,0,79279.28,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LIQUID FOUNDATION,02420,F-LLF03-W,8993137707718,WARDAH LIGHTENING LIQUID FOUNDATION 03. IVORY 25 ML (BLISTER),45045.05,5,0,5,225225.25,0,225225.25,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY CREAM,02416,M-LDCN1-W,8993137688628,WARDAH LIGHTENING DAY CREAM ADVANCED NIACINAMIDE 20 ML,26576.58,2,0,2,53153.16,0,53153.16,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING BB CREAM,00083,BBC-LN-W30ML,8993137690850,WARDAH LIGHTENING BB CREAM NATURAL 30 ML (PC(S)),54954.96,13,0,13,714414.48,0,714414.48,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02041,TC-RE03-W,8993137679022,WARDAH EXCLUSIVE TWO WAY CAKE 03 SANDY BEIGE 12 G,81981.98,3,0,3,245945.94,0,245945.94,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH EVERYDAY BB CREAM,00129,BBC-EN-W30ML,8993137690911,WARDAH EVERYDAY BB CREAM NATURAL 30 ML (PC(S)),43243.25,1,0,1,43243.25,0,43243.25,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02042,TC-RE04-W,8993137679039,WARDAH EXCLUSIVE TWO WAY CAKE 04 NATURAL 12 G,81981.98,1,0,1,81981.98,0,81981.98,
DC LAMPUNG,WARDAH,EDT,WARDAH SCENTSATION EDT,01779,BP-SBSE-W35ML,8993137698382,WARDAH SCENTSATION BLISS EAU DE TOILETTE 35 ML (PC(S)),48198.2,4,0,4,192792.8,0,192792.8,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH ACNEDERM TREATMENT GEL,01575,A-SATG-W15ML,8993137576031,WARDAH ACNEDERM ACNE SPOT TREATMENT GEL 15 ML (PC(S)),23423.42,7,0,7,163963.94,0,163963.94,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH EVERYDAY BB CREAM,00128,BBC-EN-W15ML,8993137690928,WARDAH EVERYDAY BB CREAM NATURAL 15 ML (PC(S)),24774.78,1,0,1,24774.78,0,24774.78,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02044,TC-RRE01-W,8993137679053,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 01 SHEER PINK 12 G,49549.55,6,0,6,297297.3,0,297297.3,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02045,TC-RRE02-W,8993137679060,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,49549.55,18,0,18,891891.9,0,891891.9,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH ACNEDERM NIGHT MOISTURIZER,01578,A-NTM-W40ML,8993137698832,WARDAH ACNEDERM NIGHT TREATMENT MOISTURIZER 40 ML (PC(S)),33333.33,6,0,6,199999.98,0,199999.98,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02046,TC-RRE03-W,8993137679077,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 03 SANDY BEIGE 12 G,49549.55,9,0,9,445945.95,0,445945.95,
DC LAMPUNG,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET FACIAL SCRUB,00299,FS-WS-W50ML,8993137692328,WARDAH WHITE SECRET EXFOLIATING SCRUB 50 ML (PC(S)),22972.98,4,0,4,91891.92,0,91891.92,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LIQUID CONCEALER,02403,CON-LBBL01-W,8993137705257,WARDAH LIGHTENING LIQUID CONCEALER 01 LIGHT 7 G (BLISTER),36036.04,2,0,2,72072.08,0,72072.08,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING NIGHT CREAM,01635,M-RLNC-W20ML,8993137688666,WARDAH LIGHTENING NIGHT CREAM 20 ML (PC(S)),23636.36,1,0,1,23636.36,0,23636.36,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02047,TC-RRE04-W,8993137679084,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 04 NATURAL 12 G,49549.55,9,0,9,445945.95,0,445945.95,
DC LAMPUNG,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02048,TC-RRE05-W,8993137679091,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,49549.55,11,0,11,545045.05,0,545045.05,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU SLEEPING MASK,01615,FM-RYUL-W30G,8993137699945,WARDAH RENEW YOU HYDRAFIRM SLEEPING MASK 30 G,95495.5,1,0,1,95495.5,0,95495.5,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET DAY CREAM,00289,M-WSDC-W17ML,8993137692526,WARDAH WHITE SECRET DAY CREAM 17 ML (PC(S)),43693.69,1,0,1,43693.69,0,43693.69,
DC LAMPUNG,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET NIGHT CREAM,00297,M-WSNC-W30GR,8993137692304,WARDAH WHITE SECRET NIGHT CREAM 30 GR (PC(S)),90090.1,6,0,6,540540.6,0,540540.6,
DC MAKASSAR,CRYSTALLURE,PACKAGE BEAUTY,CRYSTALLURE PACKAGE,03121,P-CFG-W,8993137714365,WARDAH CRYSTALLURE FESTIVE GLOW PACKAGE,443243.25,2,0,2,886486.5,0,886486.5,
DC MAKASSAR,EMINA,FACE MAKE UP,EMINA CHEEK LIT HIGHLIGHTER POWDER,02879,FA-CLHP-EM,8993137711579,EMINA CHEEK LIT HIGHLIGHTER POWDER NUDESPARKLE 3.8 G,39639.64,2,0,2,79279.28,0,79279.28,
DC MAKASSAR,EMINA,FACE MAKE UP,EMINA CHEEK LIT BLUSH STICK,02876,BO-CLBSPI-EM,8993137708944,EMINA CHEEK LIT BLUSH STICK PINK 7 G,47747.75,24,0,24,1145946,0,1145946,
DC MAKASSAR,EMINA,FACE MAKE UP,EMINA CHEEK LIT HIGHLIGHTER STICK,02878,BO-CLBSNT-EM,8993137708968,EMINA CHEEK LIT HIGHLIGHTER STICK NUDETWINKLE 7 G,47747.75,24,0,24,1145946,0,1145946,
DC MAKASSAR,KAHF,BEARD CARE,KAHF NOURISHING BEARD OIL,02815,BRO-NBO-KA,8993137710473,KAHF NOURISHING BEARD OIL 30 ML,94594.6,2,0,2,189189.2,0,189189.2,
DC MAKASSAR,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,00978,"L-UHA019-MO2,5G",8993137694575,"MAKE OVER ULTRA HI-MATTE LIPSTICK 019 AUDACIOUS 2,5 G (PC(S))",80909.09,4,0,4,323636.36,0,323636.36,
DC MAKASSAR,MAKE OVER,FACE MAKE UP,MAKE OVER HYDRASTAY GLOW CUSHION,02828,CUS-HLGNN50-MO,8993137708678,MAKE OVER HYDRASTAY LITE GLOW CUSHION N50 TAN 15 G,187387.39,72,0,72,13491892.08,0,13491892.08,
DC MAKASSAR,PUTRI,BODY SCRUB,PUTRI SPA BODY SCRUB,00382,LW-P1-P150,8993137683906,PUTRI OLIVE BODY SCRUB 150 ML (PC(S)),19819.82,110,0,110,2180180.2,0,2180180.2,
DC MAKASSAR,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET FACIAL WASH,00294,FW-WS-W100ML,8993137692335,WARDAH WHITE SECRET FACIAL WASH WITH AHA 100 ML (PC(S)),30630.63,1,0,1,30630.63,0,30630.63,
DC MAKASSAR,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET CLEANSER,00298,CM-WSPB-W150ML,8993137684613,WARDAH WHITE SECRET PURE BRIGHTENING CLEANSER 150 ML (PC(S)),27272.73,2,0,2,54545.46,0,54545.46,
DC MAKASSAR,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY HAND WASH,02833,HBW-NDAHHWN2-W,8993137711548,WARDAH NATURE DAILY ALOE HYDRAMILD HAND WASH 250 ML,24324.33,23,0,23,559459.59,0,559459.59,
DC MAKASSAR,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM BLISTER,02158,L-EMC08MM-W,8993137694469,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 08 PINKCREDIBLE 4 G,54954.96,13,0,13,714414.48,0,714414.48,
DC MAKASSAR,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01668,L-LL17-W2.3G,8993137700412,WARDAH LIPSTICK LONGLASTING 17 PASSIONATE RED 2.3 G,42792.79,13,0,13,556306.27,0,556306.27,
DC MAKASSAR,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET PURE TREATMENT ESSENCE,01201,SRM-WSPTE-W100ML,8993137693646,WARDAH WHITE SECRET PURE TREATMENT ESSENCE 100 ML (PC(S)),123873.88,1,0,1,123873.88,0,123873.88,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02370,TC-R3LLF02-W,8993137685603,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,46396.4,1,0,1,46396.4,0,46396.4,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01653,TC-RLPGBB01-W11GR,8993137700207,WARDAH REFILL LIGHTENING BB CAKE POWDER 01 LIGHT 11 GR,35135.14,1,0,1,35135.14,0,35135.14,
DC MALANG,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL NEUTRALIZER,00345,N-P1L-P5,8993137150057,PUTRI NEUTRALIZER LOTION 5 L (PC(S)),127387.39,5,0,5,636936.95,0,636936.95,
DC MALANG,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02115,L-CVM04-W,8993137705363,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,64864.87,1,0,1,64864.87,0,64864.87,
DC MANADO,BIODEF,BODY WASH,BIODEF BODY WASH,03183,HBW-BWN2D-BD,8993137711814,BIODEF NATURAL PROTECTION MINT + YUZU BODY WASH ANTISEPTIK ALAMI POUCH 400 ML,24324.33,2,0,2,48648.66,0,48648.66,
DC MANADO,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02451,F-BWMM01-EM,8993137707848,EMINA BARE WITH ME MINERAL MILD FOUNDATION 01 LIGHT 30 ML,68918.92,3,0,3,206756.76,0,206756.76,
DC MANADO,EMINA,LIP MAKE UP,EMINA MAGIC POTION,01640,LT-MPSG-EM5.5ML,8993137699426,EMINA MAGIC POTION 02 SUNGLOW 5.5 ML,41441.44,1,0,1,41441.44,0,41441.44,
DC MANADO,EMINA,FACE MAKE UP,EMINA CHEEK LIT HIGHLIGHTER STICK,02878,BO-CLBSNT-EM,8993137708968,EMINA CHEEK LIT HIGHLIGHTER STICK NUDETWINKLE 7 G,47747.75,8,0,8,381982,0,381982,
DC MANADO,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02361,L-CUSH04-EM,8993137706889,EMINA LIP CUSHION 04. SAY CORAL 9 G,49099.1,1,0,1,49099.1,0,49099.1,
DC MANADO,EMINA,EYE MAKE UP,EMINA EYELINER TANK,03595,EL-ELT-EM,8993137719094,EMINA TOTAL ECLIPSE PEN LINER 1 ML,47747.75,1,0,1,47747.75,0,47747.75,
DC MANADO,EMINA,LIP MAKE UP,EMINA CREAMATTE,01647,L-CM11-EM5.5GR,8993137700559,EMINA CREAMATTE 11 AMAZEBALLS 5.5 GR,41441.45,2,0,2,82882.9,0,82882.9,
DC MANADO,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02454,F-BWMM04-EM,8993137707879,EMINA BARE WITH ME MINERAL MILD FOUNDATION 04 MOCCA 30 ML,68918.92,35,0,35,2412162.2,0,2412162.2,
DC MANADO,EMINA,FACE MAKE UP,EMINA CHEEK LIT BLUSH STICK,02876,BO-CLBSPI-EM,8993137708944,EMINA CHEEK LIT BLUSH STICK PINK 7 G,47747.75,8,0,8,381982,0,381982,
DC MANADO,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,01891,B-RBMLP04-EM,8993137691376,EMINA BARE WITH ME MINERAL LOOSE POWDER 04 EBONY 8 G,49549.55,3,0,3,148648.65,0,148648.65,
DC MANADO,KAHF,FACE CLEANSER,KAHF FACE WASH,02813,FW-PCSAC-KA,8993137710428,KAHF OIL AND ACNE CARE FACE WASH 100 ML,33783.78,2,0,2,67567.56,0,67567.56,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00693,"L-PRR01-MO5X1,7G",8993137683418,"MAKE OVER LIP COLOR PALETTE RETRO RED 01 5X1,7 G (PC(S))",128828.83,5,0,5,644144.15,0,644144.15,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER TWC,01051,TC-PPCN-MO3X12G,8993137683012,MAKE OVER TWC PALETTE 3X12 G (PC(S)),234234.23,6,0,6,1405405.38,0,1405405.38,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02107,L-PVW04-MO,8993137705493,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A04 CORVETTE 5.5 G,93693.69,20,0,20,1873873.8,0,1873873.8,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01256,"L-IMC017-MO6,5G",8993137697620,"MAKE OVER INTENSE MATTE LIP CREAM 017 SAVVY 6,5 G (PC(S))",93693.69,2,0,2,187387.38,0,187387.38,
DC MANADO,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW PALETTE,01262,ES-PSM-MO10G,8993137694230,MAKE OVER EYE SHADOW PALETTE SMOKEY 10 G (PC(S)),182882.88,1,0,1,182882.88,0,182882.88,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER TWC REFILL,00897,TC-RPC05-MO12G,8993137685542,MAKE OVER PERFECT COVER REFILL TWC 05 CINNAMON 12 G (PC(S)),92792.79,1,0,1,92792.79,0,92792.79,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER TWC,00891,TC-PC07-MO12G,8993137681681,MAKE OVER PERFECT COVER TWC 07 ESPRESSO 12 G (PC(S)),140540.54,1,0,1,140540.54,0,140540.54,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH PERFECT BRIGHT COOLING BRIGHT JELLY FACIAL FOAM,03798,FW-PBNW100-W,8993137726146,WARDAH PERFECT BRIGHT COOLING BRIGHT JELLY FACIAL FOAM 100 ML,26576.58,1,0,1,26576.58,0,26576.58,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM BLISTER,02158,L-EMC08MM-W,8993137694469,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 08 PINKCREDIBLE 4 G,54954.96,1,0,1,54954.96,0,54954.96,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LOOSE POWDER,02387,B-R3L01LB-W,8993137701006,WARDAH LIGHTENING MATTE POWDER 01 LIGHT BEIGE 20 G,31081.08,1,0,1,31081.08,0,31081.08,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH PERFECT BRIGHT MICELLAR WATER,03795,REM-RPBTUMW-W,8993137702935,WARDAH PERFECT BRIGHT BRIGHT + TONE UP MICELLAR WATER 100 ML,25495.5,1,0,1,25495.5,0,25495.5,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT TONE UP CREAM,01894,M-PBTUC-W,8993137702294,WARDAH PERFECT BRIGHT TONE UP CREAM 20 ML,23693.7,1,0,1,23693.7,0,23693.7,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00119,BO-W1C-W4GR,8993137680028,WARDAH BLUSH ON C 4 GR,40090.09,1,0,1,40090.09,0,40090.09,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02165,L-CUM05-W,8993137705943,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 05 BLOSSOM PINK 3.6 G,39639.64,6,0,6,237837.84,0,237837.84,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL WASH GENTLE,02412,FW-LMGWN1-W,8993137708067,WARDAH LIGHTENING MICELLAR GENTLE WASH 50 ML,18018.02,3,0,3,54054.06,0,54054.06,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02370,TC-R3LLF02-W,8993137685603,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,46396.4,1,0,1,46396.4,0,46396.4,
DC MANADO,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYEBROW PENCIL BLISTER,02160,EB-EPBL-W,8993137681452,WARDAH EYEXPERT EYEBROW PENCIL BLACK 1.14 G (BLISTER),34234.23,6,0,6,205405.38,0,205405.38,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH RENEW YOU FACIAL WASH,03732,FW-RRYAG-W,8993137697156,WARDAH RENEW YOU FACIAL WASH 100 ML (PC(S)),32432.43,1,0,1,32432.43,0,32432.43,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02161,L-CUM01-W,8993137705905,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,39639.64,3,0,3,118918.92,0,118918.92,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL SCRUB,02434,FS-RLN2-W,8993137708449,WARDAH LIGHTENING GENTLE EXFOLIATOR 50 ML,15765.77,1,0,1,15765.77,0,15765.77,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE GEL TO FOAM CLEANSER,02526,FW-RHMF-W,8993137708722,WARDAH HYDRA ROSE GEL TO FOAM CLEANSER 100 ML,30630.63,3,0,3,91891.89,0,91891.89,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02053,F-RECF05-W,8993137678841,WARDAH EXCLUSIVE CREAMY FOUNDATION 05 COFFEE BEIGE 12 G,83333.33,5,0,5,416666.65,0,416666.65,
DC MANADO,WARDAH,FACE CLEANSER,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING,03799,FW-PBCFLSN3H-W,8993137713283,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING WITH HANGER 6 X 20 ML,42612.62,2,0,2,85225.24,0,85225.24,
DC MANADO,WARDAH,EDT,WARDAH SCENTSATION EDT,01781,BP-SPCE-W35ML,8993137698412,WARDAH SCENTSATION PEACEFUL EAU DE TOILETTE 35 ML (PC(S)),48198.2,1,0,1,48198.2,0,48198.2,
DC MATARAM,BIODEF,HAND CLEANSING,BIODEF HAND WASH,03179,HBW-HWN1-BD,8993137711821,BIODEF NATURAL PROTECTION MINT + GREEN TEA HAND WASH ANTISEPTIK ALAMI POUCH 200 ML,13063.07,1,0,1,13063.07,0,13063.07,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01104,L-CM07-EM5.5GR,8993137694360,EMINA CREAMATTE 07 TUMBLEWEED 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01103,L-CM06-EM5.5GR,8993137694353,EMINA CREAMATTE 06 JELLY BEAN 5.5 GR (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC MATARAM,EMINA,FACE MOISTURIZER,EMINA BRIGHT STUFF SHEET MASK,01993,MA-BSE-EM,8993137704069,EMINA BRIGHT STUFF ESSENCE SHEET MASK 23 G,12612.62,7,0,7,88288.34,0,88288.34,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01102,L-CM05-EM5.5GR,8993137694346,EMINA CREAMATTE 05 FLAMINGO 5.5 GR (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC MATARAM,EMINA,FACE MOISTURIZER,EMINA MS. PIMPLE ACNE SPOT GEL,01887,SRM-ASSE-EM10ML,8993137697170,EMINA MS. PIMPLE ACNE SOLUTION SPOT GEL 15 ML,31081.08,2,0,2,62162.16,0,62162.16,
DC MATARAM,EMINA,LIP MAKE UP,EMINA LIP MASK BLISTER,03099,LB-LMPB-EM,8993137703048,EMINA LIP MASK 9 GR (BLISTER VERSION),33783.78,1,0,1,33783.78,0,33783.78,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01101,L-CM04-EM5.5GR,8993137694339,EMINA CREAMATTE 04 FROSTBITE 5.5 GR (PC(S)),41441.45,3,0,3,124324.35,0,124324.35,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01082,L-CM03-EM5.5GR,8993137694322,EMINA CREAMATTE 03 MAUVELOUS 5.5 GR (PC(S)),41441.45,9,0,9,372973.05,0,372973.05,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01081,L-CM02-EM5.5GR,8993137694315,EMINA CREAMATTE 02 FUZZY WUZZY 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,EMINA,LIP MAKE UP,EMINA MAGIC POTION,01639,LT-MPSR-EM5.5ML,8993137699419,EMINA MAGIC POTION 01 SCARLET 5.5 ML,41441.44,10,0,10,414414.4,0,414414.4,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01100,L-CM01-EM5.5GR,8993137694308,EMINA CREAMATTE 01 CHOCOLAVA 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,EMINA,LIP MAKE UP,EMINA MAGIC POTION,01640,LT-MPSG-EM5.5ML,8993137699426,EMINA MAGIC POTION 02 SUNGLOW 5.5 ML,41441.44,12,0,12,497297.28,0,497297.28,
DC MATARAM,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,00960,L-SR03CB-EM3.8GR,8993137693448,EMINA SUGAR RUSH LIPSTICK 03 CHERRY BOMB 3.8 GR (PC(S)),33783.78,2,0,2,67567.56,0,67567.56,
DC MATARAM,EMINA,LIP MAKE UP,EMINA MAGIC POTION,01641,LT-MPSM-EM5.5ML,8993137699433,EMINA MAGIC POTION 03 SMITTEN 5.5 ML,41441.44,1,0,1,41441.44,0,41441.44,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02137,LT-CR03-EM,8993137704823,EMINA CREAMYTINT 03 SUNBEAM 3.6 G,38738.74,1,0,1,38738.74,0,38738.74,
DC MATARAM,EMINA,FACE MOISTURIZER,EMINA MASQUERADE SHEET MASK,01794,FM-MPO-EM,8993137702638,EMINA MASQUERADE FACE MASK POMEGRANATE 23 G,12612.62,7,0,7,88288.34,0,88288.34,
DC MATARAM,EMINA,FACE CLEANSER,EMINA BRIGHT STUFF FACE SCRUB,02921,FS-BSFS-EM,8993137713696,EMINA BRIGHT STUFF FACE SCRUB 50 ML,18468.47,3,0,3,55405.41,0,55405.41,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01645,L-CM09-EM5.5GR,8993137700535,EMINA CREAMATTE 09 BABY FOX 5.5 GR,41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,EMINA,FACE CLEANSER,EMINA CREAMY MILK CLEANSING LOTION,01039,CM-CML-EM50ML,8993137693899,EMINA CREAMY MILK CLEANSING LOTION 50 ML (PC(S)),20270.28,3,0,3,60810.84,0,60810.84,
DC MATARAM,EMINA,FACE MAKE UP,EMINA CHEEK LIT HIGHLIGHTER STICK,02878,BO-CLBSNT-EM,8993137708968,EMINA CHEEK LIT HIGHLIGHTER STICK NUDETWINKLE 7 G,47747.75,2,0,2,95495.5,0,95495.5,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01647,L-CM11-EM5.5GR,8993137700559,EMINA CREAMATTE 11 AMAZEBALLS 5.5 GR,41441.45,7,0,7,290090.15,0,290090.15,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01677,L-CM12-EM5.5GR,8993137700566,EMINA CREAMATTE 12 PERKY PLUM 5.5 GR,41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,01678,L-CM13-EM5.5GR,8993137700573,EMINA CREAMATTE 13 BEET BITES 5.5 GR,41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,EMINA,LIP MAKE UP,EMINA CREAMATTE,02446,L-CM16-EM5.5GR,8993137708357,EMINA CREAMATTE 16 SODA GEMBIRA 5.5 GR,41441.45,1,0,1,41441.45,0,41441.45,
DC MATARAM,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIPSTICK MATTETITUDE,01855,L-IPMMS01-W3.5G,8993137701266,WARDAH INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 01. SWING 3.5 G,67567.57,1,0,1,67567.57,0,67567.57,
DC MATARAM,KAHF,BEARD CARE,KAHF ADVANCING BEARD SERUM,04164,SRM-RABS-KA,8993137710558,KAHF ADVANCING BEARD & HAIR SERUM 30 ML,115315.32,1,0,1,115315.32,0,115315.32,
DC MATARAM,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP CREAM MATTE,02186,L-PTMC07-MO,8993137706070,MAKE OVER POWERSTAY TRANSFERPROOF MATTE LIP CREAM B07 AMPLIFY 7 G,108108.11,1,0,1,108108.11,0,108108.11,
DC MATARAM,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00621,ES-SPG-MO2G,8993137683517,MAKE OVER SPARKLING POWDER GOLD 2 G (PC(S)),55855.86,13,0,13,726126.18,0,726126.18,
DC MATARAM,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00622,ES-SPS-MO2G,8993137683500,MAKE OVER SPARKLING POWDER SILVER 2 G (PC(S)),55855.86,1,0,1,55855.86,0,55855.86,
