Kode Item,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Sep 24
DUS-CSRDG30R1-W,0,18800,0,0,0,18800,0,0,0,0,0,18800,0,0,0,0,
DUS-CSRSSKR0-W,0,6162,6162,6162,6162,12324,6162,0,12324,6162,6162,6162,6162,6162,12324,6162,
DUS-CT01R1-E,3584,10752,21504,17920,14336,21504,17920,10752,17920,17920,14336,21504,14336,17920,17920,14336,
DUS-CT2R0-E,0,3524,10752,7168,10752,7168,10752,3584,10752,7168,7168,10752,7168,7168,10752,7168,
DUS-CT3R0-E,0,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,3584,
DUS-CT4R0-E,0,2152,4304,3228,3228,3228,3228,2152,4304,2152,3228,4304,2152,3228,3228,2152,
DUS-CT5R0-E,7168,3584,7168,7168,7168,7168,3584,7168,7168,3584,7168,7168,3584,7168,7168,3584,
DUS-CTKR1-W,0,9384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-CTWC21WR0-OMG,0,24036,24036,24036,24036,32048,34116,16024,32048,24036,24036,42128,24036,24036,24036,24036,
DUS-CTWC32NR0-OMG,0,40060,48072,40060,40060,48072,50140,32048,48072,40060,40060,58152,40060,40060,48072,40060,
DUS-CTWC41WR0-OMG,0,0,16024,16024,16024,16024,26104,8012,24036,8012,16024,26104,16024,16024,16024,16024,
DUS-CULML10R1-W,0,19088,33404,19088,23860,33404,23860,14316,33404,23860,23860,28632,23860,23860,28632,23860,
DUS-CULML11R1-W,4772,9544,19088,14316,19088,19088,14316,9544,19088,14316,19088,19088,14316,14316,19088,14316,
DUS-CULML12R1-W,4772,14316,28632,23860,19088,28632,23860,14316,28632,23860,19088,28632,23860,19088,28632,23860,
DUS-CULML13R1-W,4772,14316,23860,19088,19088,23860,19088,14316,23860,19088,19088,23860,19088,19088,23860,19088,
DUS-CULML1R1-W,0,0,4772,4772,9544,4772,9544,4772,4772,4772,9544,4772,4772,9544,4772,4772,
DUS-CULML2R1-W,0,0,9544,4772,9544,4772,9544,4772,9544,4772,9544,4772,9544,4772,9544,4772,
DUS-CULML3R1-W,0,0,4772,9544,4772,9544,4772,4772,9544,4772,9544,9544,4772,4772,9544,4772,
DUS-CULML4R1-W,0,4772,14316,9544,4772,14316,4772,9544,9544,9544,9544,9544,9544,9544,9544,4772,
DUS-CULML5R1-W,4772,9544,14316,14316,14316,19088,14316,9544,14316,14316,14316,19088,14316,14316,14316,14316,
DUS-CULML6R1-W,0,4772,9544,4772,9544,4772,9544,4772,9544,4772,4772,9544,9544,4772,9544,4772,
DUS-CULML7R1-W,0,9544,9544,14316,9544,14316,9544,9544,14316,9544,9544,14316,14316,9544,14316,9544,
DUS-CULML8R1-W,0,9544,14316,9544,14316,14316,9544,9544,14316,9544,9544,14316,14316,9544,14316,9544,
DUS-CULML9R1-W,0,9544,14316,14316,14316,14316,9544,9544,14316,14316,9544,19088,9544,14316,14316,9544,
DUS-CVPFR0-W,12164,56444,67024,58792,62664,84688,65892,48232,82692,66344,67948,81088,66344,65012,81264,56740,
DUS-DMBC01R0-E,0,23216,0,23216,0,23216,23216,0,23216,0,23216,23216,0,23216,0,23216,
DUS-DMBC02R0-E,0,28919,28919,0,28919,28919,28919,0,28919,28919,28919,28919,0,28919,28919,28919,
DUS-DMBC03R0-E,0,5439,5439,10878,5439,5439,10878,5439,5439,10878,5439,5439,10878,5439,10878,5439,
DUS-DMCPR1-E,14156,61328,91048,72188,69596,87752,76188,51172,87752,72892,69596,94344,68892,72892,80188,72188,
DUS-DMCR0-E,3800,30260,34060,7600,3800,7600,64320,37860,27620,7600,11400,64320,7600,7600,34060,91940,
DUS-DMLP01R2-E,2804,28382,59910,42744,42744,77076,42744,39940,77076,57106,42744,79880,59910,57106,62714,57106,
DUS-DMLP02R2-E,4788,19152,23940,23940,19152,23940,19152,14364,33516,19152,19152,28728,19152,23940,23940,19152,
DUS-DRFTS120R0-CL,1450,0,0,0,0,0,1450,0,1450,0,1450,0,1450,0,1450,0,
DUS-EBBCL15C-WILD,0,46504,46504,46504,46504,46504,0,46504,46504,46504,46504,46504,46504,46504,46504,46504,
DUS-EBBCL30C-WILD,0,0,0,0,32038,0,0,0,32038,0,0,0,32038,0,0,0,
DUS-EBBCN15C-WILD,57112,57112,57112,57112,114224,57112,57112,57112,114224,57112,57112,114224,57112,57112,114224,57112,
DUS-EBBCN30C-WILD,0,0,0,0,32001,0,0,32001,0,0,0,32001,0,0,32001,0,
DUS-EBDK1R0-MO,992,0,4960,2976,3968,3968,2976,2976,3968,2976,3968,3968,2976,2976,3968,3968,
DUS-EBDK2R0-MO,0,0,1984,0,992,992,992,992,992,992,992,992,0,992,992,992,
DUS-EBO1R0-WRL,1124,4496,6744,6744,6744,7868,6744,4496,8992,5620,6744,8992,5620,6744,7868,5620,
DUS-EBO2R0-WRL,1124,5620,6744,6744,8992,10116,7868,5620,10116,7868,7868,10116,7868,8992,8992,6744,
DUS-EBPMOR2-MO,0,0,2720,2776,2776,6592,9136,6852,11420,9136,9136,11420,9136,9136,11420,9136,
DUS-ECBKR1-EILGE,0,0,1853,2444,2444,3055,2444,1833,3055,2444,2444,3055,2444,2444,3055,2444,
DUS-ECFRLR1-WIMVG,1480,3700,4440,4440,4440,5180,4440,2960,5180,4440,4440,4440,4440,4440,5920,3700,
DUS-ECLT01R1-W,0,15426,15426,0,15426,0,15426,30852,0,15426,15426,15426,15426,15426,15426,15426,
DUS-ECLT02R0-WACLD,0,0,0,0,0,15426,0,0,0,0,15426,0,0,0,0,15426,
DUS-ECLT02R1-W,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,
DUS-ECLT03R0-WACLD,0,15426,0,0,0,15426,0,0,15426,0,0,15426,0,0,15426,0,
DUS-ECLT03R1-W,0,15426,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,
DUS-EDTBR1-WILD,0,7389,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,10242,5121,
DUS-EDTHFR0-K,0,26515,31722,31626,26419,26515,26419,21116,31722,21212,26419,31722,26419,21212,31722,21212,
DUS-EDTIWR0-K,5245,20980,26187,20942,15735,26187,15735,15697,20980,15735,26187,15735,20980,20942,20980,15735,
DUS-EDTJR1-WILD,0,7712,7712,7712,7712,7712,7712,0,15424,0,7712,15424,0,7712,15424,0,
DUS-EDTPCR1-WILD,0,5121,5121,5121,0,10242,0,5121,5121,5121,5121,5121,5121,5121,5121,5121,
DUS-EDTPRR1-WILD,0,7569,5121,10242,5121,10242,5121,5121,5121,10242,5121,10242,5121,5121,10242,5121,
DUS-EDTPSR1-WILD,0,0,7638,0,7638,0,7638,0,0,7638,0,7638,0,7638,0,0,
DUS-EDTROR0-K,0,43952,55514,60721,55514,55514,55514,33538,55514,55514,38745,72283,38745,50307,55514,50307,
DUS-EDTTBR0-K,0,21180,15797,21092,10590,21092,15797,5295,21092,10590,15797,15885,15797,10590,15885,15797,
DUS-EEP1R1-WRL,1478,5912,8868,7390,7390,10346,7390,5912,8868,8868,7390,8868,8868,7390,8868,7390,
DUS-EEP2R1-WRL,1478,4434,7390,5912,7390,7390,7390,4434,8868,7390,5912,8868,5912,7390,7390,5912,
DUS-EFCCR1-W,2060,18752,8448,19578,31422,31094,32120,14826,38244,14272,31638,27810,27294,21976,33672,11694,
DUS-EFCCRR1-W,0,0,0,0,6053,0,0,6053,0,6053,0,0,6053,0,6053,0,
DUS-EFSLGR2-W,14172,23620,37792,28344,28344,37792,28344,18896,37792,28344,28344,37792,28344,28344,33068,28344,
DUS-EFSLSR2-W,38480,38480,96200,76960,76960,96200,67340,57720,96200,76960,67340,96200,76960,76960,86580,67340,
DUS-EGHR0-WRL,0,1576,2364,1576,1576,2364,1576,788,2364,2364,1576,3152,1576,2364,2364,1576,
DUS-EIMLR0-IP,3056,9168,9168,9168,15280,18336,6112,12224,15280,12224,15280,15280,9168,15280,9168,18336,
DUS-ELFP01R2-W,3188,15940,22316,19128,19128,25504,15940,15940,22316,19128,19128,22316,19128,19128,25504,19128,
DUS-ELFP02R2-W,3188,15940,25504,19128,19128,22316,19128,15940,22316,19128,19128,22316,19128,19128,25504,19128,
DUS-ELFP03R2-W,3284,9852,16420,9852,13136,13136,13136,9852,13136,13136,9852,16420,9852,13136,13136,13136,
DUS-ELFP04R2-W,3284,13136,16420,13136,13136,16420,16420,9852,16420,13136,13136,16420,16420,13136,16420,13136,
DUS-ELFR5-W,6870,55922,56330,44094,69134,47956,42138,35220,80680,44666,72710,46988,66622,28020,91678,32342,
DUS-ELTWC01R2-WILG,2936,5872,8808,5872,8808,8808,5872,5872,8808,8808,5872,8808,8808,5872,11744,5872,
DUS-ELTWC02R2-WILG,1460,5840,10220,7300,7300,8760,7300,5840,8760,7300,7300,8760,7300,7300,10220,7300,
DUS-ELTWC03R2-WILG,1064,5320,8512,6384,6384,7448,7448,4256,8512,6384,6384,7448,6384,6384,8512,6384,
DUS-ELTWC04R2-WILG,1064,4256,7448,5320,5320,7448,5320,4256,6384,5320,5320,7448,5320,5320,7448,5320,
DUS-ELTWCR1R2-WILG,4484,8968,22420,13452,17936,17936,17936,13452,17936,17936,13452,22420,13452,17936,17936,17936,
DUS-ELTWCR2R2-WILG,4484,8968,17936,13452,13452,17936,13452,8968,17936,13452,13452,17936,13452,17936,13452,17936,
DUS-ELTWCR3R2-WILG,4484,13452,22420,17936,17936,17936,17936,13452,22420,17936,17936,22420,17936,17936,17936,17936,
DUS-ELTWCR4R2-WILG,4484,8968,8968,13452,8968,13452,8968,8968,13452,8968,13452,13452,8968,8968,13452,13452,
DUS-EMAR0-WIMVG,4772,33320,54668,43952,45124,55840,45124,28464,58268,46296,38008,51068,45124,38008,58184,43952,
DUS-EMLCR01R0-W,18740,18740,37480,37480,18740,37480,37480,18740,37480,37480,18740,37480,37480,18740,37480,37480,
DUS-EMLCR01R1-W,0,0,0,0,18526,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMLCR03R1-W,0,37480,37480,18740,60782,18740,37480,18740,43414,18740,43414,37480,24674,37480,24674,37480,
DUS-EMLCR05R1-W,0,0,18740,18740,56006,37480,18740,18740,37480,37480,18740,37480,37480,18740,37480,43414,
DUS-EMLCR06R0-W,0,37480,37480,18740,37480,37480,37480,18740,37480,18740,37480,37480,37480,18740,37480,37480,
DUS-EMLCR06R1-W,0,0,0,0,18539,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMLCR07R0-W,0,37480,37480,37480,37480,56220,37480,18740,37480,37480,37480,56220,18740,37480,56220,37480,
DUS-EMLCR07R1-W,0,0,0,0,5939,0,0,0,3476,0,0,3476,0,0,3476,0,
DUS-EMLCR08R1-W,0,18740,37480,37480,43414,56220,37480,18740,62154,37480,37480,37480,43414,37480,56220,37480,
DUS-EMLCR09R1-W,0,37480,56220,37480,60782,56220,56220,18740,56220,37480,62154,56220,43414,37480,56220,43414,
DUS-EMLCR11R0-W,0,16660,23324,16660,19992,19992,19992,13328,23324,16660,19992,19992,19992,16660,23324,19992,
DUS-EMLCR11R1-W,0,0,0,0,23302,0,0,0,5934,0,5934,0,5934,0,5934,0,
DUS-EMLCR12R1-W,0,37480,37480,18740,37480,37480,37480,18740,37480,18740,37480,37480,37480,18740,37480,37480,
DUS-EMLCR13R0-W,0,37480,37480,37480,37480,37480,18740,37480,37480,18740,37480,37480,37480,37480,37480,18740,
DUS-EMLCR13R1-W,0,0,0,0,23302,0,0,0,0,0,0,0,5934,0,0,5934,
DUS-EMLCR16R0-W,0,0,19992,16660,13328,19992,13328,9996,19992,16660,13328,19992,13328,16660,16660,16660,
DUS-EMLCR17R0-W,3332,16660,23324,19992,16660,23324,19992,13328,23324,19992,16660,23324,19992,19992,23324,16660,
DUS-EMLCR17R1-W,0,0,0,0,0,5939,0,0,3476,0,0,0,0,3476,0,0,
DUS-EMLCR19R0-W,3332,9986,13328,13328,9996,13328,13328,6664,16660,9996,13328,13328,9996,13328,13328,9996,
DUS-EMLCR19R1-W,0,0,0,0,5939,0,0,3476,3476,3476,0,3476,0,3476,0,3476,
DUS-EMLCR20R1-W,0,3332,16660,9996,19262,16660,13328,15930,22594,9996,13328,22594,13328,13328,19262,13328,
DUS-EMLCR21R0-W,3332,6664,16660,9996,13328,13328,9996,9996,13328,13328,9996,13328,13328,9996,16660,9996,
DUS-EMLCR21R1-W,0,0,0,0,5934,0,0,5934,5934,0,0,5934,0,0,5934,0,
DUS-EMLCR22R1-W,3332,13328,13328,13328,19267,16660,9996,13472,20136,13328,13328,16804,13328,16804,16660,16804,
DUS-EMLCR23R1-W,3332,9996,16660,13328,15935,16660,13328,10140,20136,16804,9996,20136,13328,13472,16660,16804,
DUS-EMLCR24R1-W,0,9996,13328,13328,15935,13328,13328,10140,20136,9996,13328,16804,13328,13472,13328,16804,
DUS-EMLNGR2-W,4484,4484,22420,13452,13452,22420,13452,8968,22420,13452,13452,22420,13452,13452,17936,13452,
DUS-EMLNHR2-W,4484,13452,31388,22420,17936,31388,22420,13452,26904,22420,22420,26904,22420,22420,26904,17936,
DUS-EMLS01R0-W,0,6356,12712,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMLS02R0-W,6356,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMLS03R0-W,0,6356,12712,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMLS04R0-W,6356,6356,12712,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMLS05R0-W,6356,12712,12712,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-EMOR0-WIMVG,20240,50600,55660,55660,45540,60720,55660,25300,70840,40480,60720,40480,60720,45540,65780,40480,
DUS-EOBBLBR0-B,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,
DUS-EOBGBBR0-B,0,0,0,0,0,2150,0,0,0,0,0,0,0,2150,0,0,
DUS-EOBHFBR0-B,0,0,0,0,2600,0,0,0,0,0,0,0,2600,0,0,0,
