internal_name,qty_done,internal_category
"[PAP-UVSESGR5-W] Papercard UVS ES Gel REV-5 Wardah, Ivory 300, 5/3,152x71mm,Varnish PET + Customer Care",165000.0,Packaging Material
"[PAP-UVSESGR5-W] Papercard UVS ES Gel REV-5 Wardah, Ivory 300, 5/3,152x71mm,Varnish PET + Customer Care",85800.0,Packaging Material
"[DUS-PGS20R1-OMG] Dus Peach Glowing Serum 20 ml REV-1 OMG, Ivory300, 38x38x85mm, 6W, VarGloss, ABLock, NewLayout",99000.0,Packaging Material
"[STA--C18-K] Ecorol 18/98P (Stearyl Alcohol Pastilles) ex. PT Ecogreen Oleochemicals, Indonesia",200.0,Raw Material
"[STA--C18-K] Ecorol 18/98P (Stearyl Alcohol Pastilles) ex. PT Ecogreen Oleochemicals, Indonesia",80.0,Raw Material
"[ACTI-TZP48-X] TC-ZPT 48 ex. Guangzhou Tinci Materials Technology., Ltd., China",40.0,Raw Material
"[STA--C18-K] Ecorol 18/98P (Stearyl Alcohol Pastilles) ex. PT Ecogreen Oleochemicals, Indonesia",20.0,Raw Material
"[GLYC--ECOS-K] Ecocerol (Refined Glycerin) ex. Ecogreen Oleochemicals, Indonesia",2000.0,Raw Material
[CETY---K] Ecorol 16/98P (Cetyl alcohol pastilles) ex. Ecogreen Oleochemicals Singapore,160.0,Raw Material
[CETY---K] Ecorol 16/98P (Cetyl alcohol pastilles) ex. Ecogreen Oleochemicals Singapore,440.0,Raw Material
"[EMUL-PLUP-X] Plantacare 2000 UP ex. BASF Care Chemicals (Shanghai) Co., Ltd. China",800.0,Raw Material
[SUNS-UVAPG-X] Uvinul A Plus Granular ex. BASF SE Germany,100.0,Raw Material
[BAH-LUVIK30P-X] Luviskol K30 Powder ex.BASF SE Germany,180.0,Raw Material
[BAH-LUVIK30P-X] Luviskol K30 Powder ex.BASF SE Germany,180.0,Raw Material
"[ACTI-HFG-X] Hydrolite 5 Green ex Symrise AG, USA",25.0,Raw Material
[POLY-E-2/032451-K] Extrapone Poly-H Special ex. Symrise Singapore,50.0,Raw Material
"[STEA-A-EST05M] Edenor ST 05M MY BD ex. Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",225.0,Raw Material
"[STEA-A-EST05M] Edenor ST 05M MY BD ex. Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",375.0,Raw Material
"[EMU-CSAL-X] Emercol C16-18 50:50 MY ex. Edenor Oleochemicals (M) Sdn., Bhd., Malaysia",75.0,Raw Material
"[ZINC-STW-X] Zinc Stearate TW ex FACI Asia Pacific Pte., Ltd. Singapore",20.0,Raw Material
"[ZINC-M-KJZ10-K] Zinc Myristate ex. Kobo Products, Inc. USA",30.0,Raw Material
[MEA-BASF--DRUM] Monoethanolamine Pure ex. BASF Germany,210.0,Raw Material
"[LILI-FL70-X] Floraester 70 ex Floratech (a Cargill Company), USA",10.0,Raw Material
"[BUTT-EBUSA-SBUR] Biochemica Shea Butter Ref ex Hallstar, USA",25.0,Raw Material
"[SILI-CMSF600-X] Cosmethicone SF 600 ex GuangDong BioMax Si&F New Material Co., Ltd",20.0,Raw Material
"[AMI-GCK12H-X] Amilite GCK-12H ex. PT Lautan Ajinomoto Fine Ingredients, Indonesia",880.0,Raw Material
"[AMH-LL-X] Amihope LL ex Ajinomoto Co., Inc. (Japan)",10.0,Raw Material
[POLY-MICOJ400-] Miconium PQ10-J400 ex. Miwon Commercial Korea,20.0,Raw Material
"[MICO-MICBTMS50-X] Miconium BTMS50 ex. Miwon Commercial CO., Ltd. Korea",60.0,Raw Material
"[CAP-DROR0-K] Cap Deo Roll On Kahf, PP, Injection Color",34316.0,Packaging Material
"[BOTO-DROR0-K] Botol Deo Roll On Kahf, PP, Injection Color, No Printing",34316.0,Packaging Material
"[PLU-PGCSBDCR0-W] Plug Pot Grace CS Refreshing Day Cream 30g DP Wardah,PP,White",20160.0,Packaging Material
"[POT-PGCSBDCR0-W] Pot Grace CS Refreshing Day Cream 30g,Wardah,Outer(SAN, Natural + 1 Pass Grey), Inner (PP, White)",20160.0,Packaging Material
"[CAPP-PGSMR0-W] Cap Pot Grace Silver Wardah, PP, Silver Metalizing, PE laminated liner - DP",20160.0,Packaging Material
[BOTO-BSLPR2-EM] Botol Polos Bright Stuff Loose Powder REV-2 Emina.HDPE-LDPE.White.No Finishing,44368.0,Packaging Material
[SHIF-STBSLPR1-EBS] Shifter Bright Stuff Loose Powder REV-1 Emina.PP.WhiteTrans.PP White.2W.d=26mm,44368.0,Packaging Material
[CAPS-BSLPR2-EM] Cap+Sticker Bright Stuff Loose Powder REV-2 Emina.HDPE.White.No Finishing,44368.0,Packaging Material
[CONT-BMLPR2-E] Container Bare With Me Mineral Loose Powder REV-2 Emina. FP-030. SAN.Clear. No Finishing,4680.0,Packaging Material
[CAPC-BMLPR2-E] Cap Container Bare With Me Mineral Loose Powder REV-2 Emina.FP-030. SAN:ABS.Injection Color .2 Pass Printing. No Finishing,4680.0,Packaging Material
[SHIF-BMLPR2-E] Shifter Bare With Me Mineral Loose Powder REV-2 Emina. FP-030. PP. Natural. Sticker Clear,4680.0,Packaging Material
[CONT-SFLPR1-E] Container Sebum Fighter Loose Powder REV-1 Emina . FP-030. SAN.Clear.No Finishing,10140.0,Packaging Material
[SHIF-SFLPR1-E] Shifter Sebum Fighter Loose Powder REV-1 Emina .FP-030. PP.Natural.Sticker Clear,10140.0,Packaging Material
[CAPC-SFLPR1-E] Cap Container Sebum Fighter Loose Powder REV-1. Emina. FP-030. SAN:ABS.Injection Color.1 Pass Printing.Spray Matte,10140.0,Packaging Material
"[PUFF-TWCNBRR1-W] Puff Two Way Cake NBR 100 % REV-1 D=54,5mm Tebal 5,5 mm,Putih",300000.0,Packaging Material
"[WARN-RED3AS-X] Iron oxide Red 3AS ex K.S.Pearl Co.,Ltd, Korea",20.0,Raw Material
"[WARN-RED3AS-X] Iron oxide Red 3AS ex K.S.Pearl Co.,Ltd, Korea",20.0,Raw Material
"[WARN-RED3AS-X] Iron oxide Red 3AS ex K.S.Pearl Co.,Ltd, Korea",200.0,Raw Material
"[WARN-RED3AS-X] Iron oxide Red 3AS ex K.S.Pearl Co.,Ltd, Korea",240.0,Raw Material
"[GOHS-GS05C-X] GOHSENOL EG-05C ex. The Nippon Synthetic Chemical Industry Co., Ltd. Jepang",20.0,Raw Material
"[ACTI-TINTT-X] Tinogard TT ex. BASF South East Asia Pte.,Ltd, Switzerland",20.0,Raw Material
"[SILI-CES1104-X] CES 1104 ex. NuSil Technology, USA",16.0,Raw Material
"[SILI-CES1104-X] CES 1104 ex. NuSil Technology, USA",16.0,Raw Material
"[THIC-ARAVC-] Aristoflex AVC ex. Clariant Iberica Production, S.A. Spain",50.0,Raw Material
"[PENG-CLRP-X] Nipaguard CP ex. Clariant India Limited, India",25.0,Raw Material
"[CLAY-BERA661-X] BERACLAY 20661 (LIGHT GREEN CLAY) ex. BERACA, Brazil",15.0,Raw Material
"[ACTI-MEBSA-X] MultiEx BSASM ex. Biospectrum, Korea",20.0,Raw Material
"[ACTI-HXCTEC-X] Herbex Centella Asiatica ex Biospectrum, Inc., Korea",20.0,Raw Material
"[ACTI-HXCTEC-X] Herbex Centella Asiatica ex Biospectrum, Inc., Korea",60.0,Raw Material
"[CONT-LRTWCRER1-W] Container Lightening Reconcept TWC Refill Emboss REV-1 Wardah,PP,Pearly Blue,d dalam=55,14mm",99754.0,Packaging Material
"[CONT-LRTWCRER1-W] Container Lightening Reconcept TWC Refill Emboss REV-1 Wardah,PP,Pearly Blue,d dalam=55,14mm",34766.0,Packaging Material
"[CONT-ELERLR0-WPP] Container Ellie Exclusive RL Wardah,PP,Green Exclusive RL,d dalam=59 mm",22400.0,Packaging Material
[CONT-RCVPFR1-W] Container Colorfit Velvet Powder Foundation Refill REV-1 Wardah.PP.InjectionColor.d dalam=55.14mm,6300.0,Packaging Material
"[CONT-ELTCRER0-W] Container Everyday Luminous TWCR Emboss Wardah,PP,Hijau Tosca,d dalam=55,14mm",7980.0,Packaging Material
"[GODE-TWC5,4B-SM-P] Godet Two Way Cake 5,4 cm Bulat SM",32000.0,Packaging Material
[GODE-CPTZ59R1-MO] Godet Compact Powder T-Zone R1 Make Over. D=59 mm. T=4.5mm. t=0.36 mm. Aluminium,36000.0,Packaging Material
"[GODE-PESBOR2-MOAL] Godet Palette ES/BO REV-2 Make Over,Aluminium 0.40 mm,d=36.6mm,h=3.7mm",24000.0,Packaging Material
"[GODE-ESSWA33-178538] Godet Eye Shadow Square Wardah,Aluminium 0.33mm,17.85x17.85x3.80mm",40000.0,Packaging Material
"[GODE-CHCPROR0-W] Godet Colorfit Highlight Contour Palette Rounded Wardah.Aluminium.22,2x48,75x3,6mm.t=0,36mm",12000.0,Packaging Material
[EM-E3201M-X] Emanon 3201 M ex.KAO Indonesia Chemicals,500.0,Raw Material
[VASE--BP-DRUM] Vaselin White Type 215 USP ex. Bogdany Petrol Hungary,175.0,Raw Material
"[OIL-ORJVA-X] Orujo-Oliva Altivo ex. Aceites Del Sur, S.A. Spain",55.0,Raw Material
"[STEA-DSP300-X] Dispersun DSP-OL300 ex Innospec Limited, UK",20.0,Raw Material
"[EMU-NL1P-X] Neolight 180P ex Kokyu Alcohol Kogyo Co., LTD., Japan",15.0,Raw Material
"[EMUL-BRB423-X] BRB 423 ex BRB International BV, Netherlands",40.0,Raw Material
"[HAIM-DIS-X] Haimalate DIS ex. Kokyu Alcohol Kogyo Co., Ltd. Japan",210.0,Raw Material
[ALAN--AK-K] Allantoin ex. Akema Fine Chemicals Italy,125.0,Raw Material
"[UVAS-BZP2-X] Uvascreen BZP 2 ex. Thornhill Advanced Research, Inc. Canada",2.0,Raw Material
"[TUBE-AHFW60PBLR2-W] Tube Aloe Hydramild Facial Wash 60 ml REV-2 PBL Wardah(Open,350/15,Trans,35x115mm,4W)+CapFTWhiteTrans, NEW EYEMARK",2700.0,Packaging Material
"[TUBE-PBCFBOCRV100R1-W] Tube Perfect Bright CF Bright Oil Control 100ml REV-1 Wardah,OpenEnd,PabloD40,PBL 350/15 White,HSleeve145mm,7W+SilverFoil,VarMatte+CapFTWhiteTrans,NEW QRNA",49896.0,Packaging Material
"[TUBE-AHFW100PBL-W] Tube Aloe Hydramild Facial Wash PBL 100ml Wardah(Open,Laminate,350/15,4W,Transp,Gloss,40x145mm)+CapFT, NEW DESIGN",50112.0,Packaging Material
"[TUBE-AHFW60PBLR2-W] Tube Aloe Hydramild Facial Wash 60 ml REV-2 PBL Wardah(Open,350/15,Trans,35x115mm,4W)+CapFTWhiteTrans, NEW EYEMARK",50040.0,Packaging Material
"[TUBE-UVSGM-WPBL] Tube UVS ES Gel Moist PBL Wardah, (Open,PBL 350/15,d30Ovalx103.7mm Pablo,YellowSleeve,2Pass,VarGloss)+CapWhitetrans",73024.0,Packaging Material
"[TUBE-LMGW50-WPBL] Tube Lightening Micellar Gentle Wash 50 ml PBL Wardah, (Open,Oval30,Sleeve121.7mm,Htotal140.2mm,350/15,WhiteWeb,5W,VarGloss)+CapFTPPWhiteBluish,PABLO",30420.0,Packaging Material
"[KB-NEONR0-OMG] Karton Box Neon OMG,Ukuran Box Dalam 385x265x130mm,K125/M125/K125,C/F,NoFinishing,Glue",1500.0,Packaging Material
"[KB-ECR1-KMK125CF] Karton Box Emina C Rev 1,Uk Box Dalam 270x260x119mm, K125/M125/K125 C/F, Glue",1500.0,Packaging Material
"[KB-ECR1-KMK125CF] Karton Box Emina C Rev 1,Uk Box Dalam 270x260x119mm, K125/M125/K125 C/F, Glue",3000.0,Packaging Material
"[PART-KBBIODR0-B] Partisi Karton Box Biodef D, 410x220 mm, K125/M125/M125 C/F, No Finishing",3600.0,Packaging Material
[VITA-DL E-MS] DL-Alpha Tocopheryl Acetate ex. DSM Nutritional Products Switzerland,20.0,Raw Material
"[KB-W200R1-W] Karton Box Wardah 24x200ml REV-1,Uk Box Dalam 279x180x188mm,K125/M125/K125 C/F, 1 Pass, Glue",3000.0,Packaging Material
[VITA-DL E-MS] DL-Alpha Tocopheryl Acetate ex. DSM Nutritional Products Switzerland,20.0,Raw Material
"[KB-WT100R1-KMM125BF] Karton Box Wardah Tube 100 ml,Uk Box Dalam 235x210x170mm,K125/M150/K125,B/F,GLUE",3600.0,Packaging Material
"[SUNS-PTX-X] Parsol TX ex DSM Nutritional Products, Ltd. Switzerland",10.0,Raw Material
"[PARS--RUVBF-K] Parsol MCX ex. DSM Nutritional Products France (Origin: Sinobest Cosmeceutical Co,Ltd.)",200.0,Raw Material
"[KB-BIODR0-B] Karton Box Biodef D, Uk. Dalam 290x290x220 mm,K125/M125/K125, C/F, No Finishing, Glue, 1 pass printing",500.0,Packaging Material
"[ACTI-BTWH-X] b-Whiteâ_x0084_¢ ex.Lucas Meyer Cosmetics Canada Inc., Canada",1.0,Raw Material
"[KB-WLTWCLFR1-KMK125] Karton Box Wardah Lightening TWC Light Feel Rev 1, Uk Box Dalam 233x156x163mm, K125/M125/K125 C/F, Glue",1350.0,Packaging Material
"[EXTR-CNDWLHB-X] Canadian Willowherb ex. Lucas Meyer Cosmetics S.A.S., France",15.0,Raw Material
"[VITA-B3PC-X] Niacinamide PC ex Vertellus Specialty Chemicals (Nantong) Co. Ltd., China",500.0,Raw Material
"[KB-WBBC30-KMK150BF] Karton Box Wardah BB Cream 30 ml,Ukuran Box Dalam 165x155x235mm,K125/M150/K125,B/F",1350.0,Packaging Material
[CHAM-COSM-] Cosmelene of Chamomile ex. Greentech France,5.0,Raw Material
"[EMUL-KF6017-X] KF-6017 ex. Shin-Etsu Chemical Co., Ltd, japan",51.0,Raw Material
"[BOTO-GLSA30R1-W] Botol Glass Lighetning Serum Ampoule 30 ml R1 Wardah,Printing 3W,SprayMatte + Blue Color. New Plug PE, DMJY-X22-PLUG",13000.0,Packaging Material
"[PIP-DB30SR0-X] Pipet Dropper Botol 30 ml Serum, Collar(PP, White), Bulb(Rubber, White), Dropper(Glass)",13000.0,Packaging Material
"[SILI-KFFA-X] KF-56A ex ShinEtsu, Japan",18.0,Raw Material
"[EMUL-KF6028-X] KF-6028 ex. Shin-Etsu Chemical Co., Ltd., Japan",32.0,Raw Material
"[PIP-DB30SR0-X] Pipet Dropper Botol 30 ml Serum, Collar(PP, White), Bulb(Rubber, White), Dropper(Glass)",50000.0,Packaging Material
"[BOTO-PBSFS30R0-E] Botol Plastik Bright Stuff Face Serum Emina,PET,Injection Color Pink,Printing 2W,No Finishing",50000.0,Packaging Material
"[EMUL-KF68-X] KF-6038 ex Shin-Etsu Chemical Co.,Ltd., Japan",32.0,Raw Material
"[EXTR-WTCHPF-X] Witch Hazel Extract PF ex. Bioland, Korea",85.0,Raw Material
"[PU-LFALT-MO] Pump Lotion Foundie Alt Make Over, Pump Lotion, 22/410 Black 0.5 ml, FBOG 61 mm",7200.0,Packaging Material
"[PEN-SENSC50-X] SENSIVA SC 50 ex. Schulke & Mayr GmbH, Germany",20.0,Raw Material
"[PEN-SENSC50-X] SENSIVA SC 50 ex. Schulke & Mayr GmbH, Germany",40.0,Raw Material
"[SILI-KP56P-X] KP-561P, ex Shin-Etsu Chemical Co., Ltd. Japan",16.0,Raw Material
"[PARF-OSLF-SP119881-X] SP119881 Orange Symphony LYF SC ex CPL Aromas (Far East) Ltd., Hongkong",50.0,Raw Material
[SILI-SSEM105-X] Serashine EM 105 ex. KCC Beauty,360.0,Raw Material
"[WARN-ALRED-X] Neelicol Allura Red ex Neelikon Food Dyes and Chemicals Limited, India",1.0,Raw Material
"[MEA-8350-X] Monoethanolamine Thioglycolate 83% (50% TGA) ex. Bruno Bock Chemische Fabrik GmbH & Co. Kg, Germany",262.5,Raw Material
"[ENV-NFSBLRR1-WL] Envelope NFS Body Lotion Royale 10 R1 Wonderly, Ivory 300 gsm, CMYK/CMYK, 277 x 75 mm (ukuran terbuka), Laminating Doff, No Glueing (logo halal baru dan penambahan website)",12600.0,Packaging Material
"[ENV-NFSBLFR1-WL] Envelope NFS Body Lotion Fearless 10 R1 Wonderly, Ivory 300 gsm, CMYK/CMYK, 277 x 75 mm (ukuran terbuka), Laminating Doff, No Glueing (logo halal baru dan penambahan website)",7000.0,Packaging Material
"[ENV-NFSBLAR1-WL] Envelope NFS Body Lotion Amore 10 R1 Wonderly, Ivory 300 gsm, CMYK/CMYK, 277 x 75 mm (ukuran terbuka), Laminating Doff, No Glueing (logo halal baru dan penambahan website)",12600.0,Packaging Material
"[ENV-NFSBLVR1-WL] Envelope NFS Body Lotion Voyage 10 R1 Wonderly, Ivory 300 gsm, CMYK/CMYK, 277 x 75 mm (ukuran terbuka), Laminating Doff, No Glueing (logo halal baru dan penambahan website)",10900.0,Packaging Material
"[STIC-VMKLCCE15R0-OMG] Sticker Varian Matte KLC Coffee Edition 15 OMG,Semicoat,39x12mm,2W,Sheet,VarMatte",36000.0,Packaging Material
"[STIC-VMKLC12R2-OMG] Sticker Varian Matte Kiss Lip Cream 12 REV-2 OMG,Semicoat,39x12mm,2W,Sheet,VarMatte",63000.0,Packaging Material
"[CAPA-WCADLPR0-W] Cap Applicator+Wiper CAD Lip Paint Wardah,ASB/AS-ABS,LDPE,InjectionColor",25200.0,Packaging Material
"[BOTO-CADLPR0-W] Bottle CAD Lip Paint Wardah,AS,InjectionClear,HeatTransferFilm",25200.0,Packaging Material
"[CONT-LTCSR0-WRL] Container Lightening TWC Signature Wardah,SAN:ABS,BluePearl,HS Silver",17304.0,Packaging Material
[CONT-CVPFR0-W] Container Colorfit Velvet Powder Foundation Wardah. SAN/ABS. Injection Color. 1 pass printing+spray matte on Cover.,10080.0,Packaging Material
"[GLYC-MS-CGGMS N/EB25] Cithrol GMS 30-PA-(SG) ex. Croda Singapore Pte., Ltd.",600.0,Raw Material
"[KB-XENONR0-OMG] Karton Box Xenon OMG,Uk Box Dalam 235 x 177 x 90 mm,K125xM125xM125,C/F,1W",3625.0,Packaging Material
"[KB-WEGELR0-KMM125CF] Karton Box Wardah EyeXpert Gel Eyeliner,Ukuran Box Dalam 253x170x103mm,K125/M125/M125,C/F",500.0,Packaging Material
"[KB-WEGELR0-KMM125CF] Karton Box Wardah EyeXpert Gel Eyeliner,Ukuran Box Dalam 253x170x103mm,K125/M125/M125,C/F",500.0,Packaging Material
"[KB-KAHFDR0-K] Karton Box Kahf D, Uk Box Dalam 256x170x136mm,K125/M125/K125, C/F, Glue, 1 Pass",1500.0,Packaging Material
[KB-BOILR0-B] Karton Box Beyondly Oil. 255x175x150mm. K125/M125/K125 C/F. 1W. No Finishing. Glue,1000.0,Packaging Material
"[KB-EDR0-E] Karton Box Emina D,Uk Box Dalam 345x285x68mm,K125/M125/K125,C/F,2W,Glue,NoFinishing",313.0,Packaging Material
"[KB-P450R1211-KMM125B] Karton Box Putri 450 ml REV-1,Ukuran Box Dalam 254x189x199mm,K125/M125/M125,B/F",497.0,Packaging Material
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC,325x245x68mm,K150/M125/K150 CF",1333.0,Packaging Material
"[BOTO-LFT125R2-W] Bottle Lightening Face Toner 125 ml REV-2 Wardah, PET 23.5 g, Blue Transluscent, 24/410. 2 pass print, BLANC, + QR & Claim",46080.0,Packaging Material
"[CUS-PDCCW22R1-MO] Powerstay DMC Cushion W22 Warm Ivory REV-1 Make Over, Cont(BlackDoff+HS+seal),Puff(black),UB",112.0,Packaging Material
"[PARF-LF52MF-X] Lemon Fresh 5222/MF ex Robertet S.A, France",2.0,Raw Material
"[MENT--CEPB-K] Menthol Crystal (Polar Bear) ex. Anhui Province Yifan Spice Co., Ltd. China",25.0,Raw Material
"[CAPA-MKLCR0-OMG] Cap+Applicator+Wiper Matte KLC OMG,LC-002,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,InjectionBlack,NoFinishing",25200.0,Packaging Material
"[BOTO-MKLCR0-OMG] Bottle Matte KLC OMG,LC-002,AS,Injection Clear,1PassPrinting,NoFinishing",25200.0,Packaging Material
"[PARF-L162--K] Lido 162/25 H ex Robertet Asia Pte. Ltd, Singapore",3.0,Raw Material
"[PARF-L162--K] Lido 162/25 H ex Robertet Asia Pte. Ltd, Singapore",2.0,Raw Material
"[CONT-CULML3R0-W] Container CUL Matte Lipstick 03 Wardah,PS,MetalizingSilver,1PassPrinting,Ballast",11704.0,Packaging Material
"[CAPC-CULML3R0-W] Cap Container CUL Matte Lipstick 03 Wardah,AS,Injection Translucent Color,1PassPrinting,SprayMatte",11704.0,Packaging Material
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 Wardah, D=60 mm, PET 100 mic",150000.0,Packaging Material
"[PLAS-DMESBOR0-MO] Plastik Dalam Mica PET ES/BO Make Over, PET 100 mic, 51x68 mm",50000.0,Packaging Material
[PLAS-DMCPR0-W] Plastik Dalam Mica Colorfit Palette Wardah. PET Trans 100 mic. 58x80 mm,30000.0,Packaging Material
"[STIC-BPWLF24HC51-MO] Sticker Bottom Powerstay Weightless Liquid Foundation 24H C51 Make Over,Semicoat,1W,Dsticker=20 mm,Sheet,Laminating Doff",5000.0,Packaging Material
"[STIC-VETWC04R0-W] Sticker Varian Exclusive TWC 04 Wardah,PP White,2W,15x52mm,NoFinishing,SheetForm",8400.0,Packaging Material
"[STIC-QRPPESGER0-E] Sticker QR Code Pop Rouge Pressed Eye Shadow Gelato Emina, PP White, 10x10mm, 1W, NoFinishing, SheetForm",5000.0,Packaging Material
"[STIC-QRBBCSP-W] Sticker QR Barcode Bundling CS Package Wardah, Semicoat, 55 x 25 mm, 1W, Varnish Matte",5000.0,Packaging Material
"[CAP-BLFT125R1-W] Cap Lightening Face Toner 125 ml REV-1 Wardah, PP, White Opaque, Etching Matte",46080.0,Packaging Material
"[CONT-CSBDC9R0-W] Container CS Brightening Day Cream 9 ml Wardah. PP, MB White Pearlize, 1PassPrinting, NoFinishing",6048.0,Packaging Material
"[CAP-CSBDC9R0-W] Cap CS Brightening Day Cream 9 ml Wardah,PP,MB Grey Pearlize,NoFinishing, PE Liner",6048.0,Packaging Material
"[PLU-PPBLANCT-X] Plug PP BLANC Toner, PP, Natural",17280.0,Packaging Material
"[CUS-PDCCW22R1-MO] Powerstay DMC Cushion W22 Warm Ivory REV-1 Make Over, Cont(BlackDoff+HS+seal),Puff(black),UB",11984.0,Packaging Material
"[TUBE-TAOCDFW100R1-K] Tube TAOCD FW 100 R1 KAHF,(D50x141(total height),3 layers, 2pass, BLACK, Varnish Matte) + CapFTBlackMatte (+QR Code)",12168.0,Packaging Material
"[TUBE-GEFS100R1-K] Tube Gentle Exfoliating Face Scrub 100 ml REV-1 Kahf, (D50, TotalH141, 3L, 2pass, BROWN, Varnish Matte) + CapFTBlackMatte, NEW CLAIM",15678.0,Packaging Material
"[TUBE-BSTUCR2-E] Tube Bright Stuff Tone Up Cream 20 ml REV-2 Emina (OpenEnd,Oval,3W,Offset,5L,Gloss,25x100mm), Revisi Klaim",4641.0,Packaging Material
"[EMUL-EMLGDCN-X] Emulgade 165 CN, ex. BASF Care Chemicals (Shanghai) Co., Ltd. China",350.0,Raw Material
"[TUBE-BSTUCR2-E] Tube Bright Stuff Tone Up Cream 20 ml REV-2 Emina (OpenEnd,Oval,3W,Offset,5L,Gloss,25x100mm), Revisi Klaim",51051.0,Packaging Material
"[TUBE-EBBCN15-W2580] Tube Everyday BB Cream Natural 15ml Wardah(Open,2L,Green,Gloss,25x80mm)+Cap Screw Green (Set)",27846.0,Packaging Material
"[TUBE-RPHAG-E] Tube Ms. Pimple Moist Gel Revamp 20 Emina. Oval LDPE 5L, 3w, 25x113mm, VarGlossy, Cap Screw Translucent White",21420.0,Packaging Material
"[TUBE-CDDDCN20R2-W2L] Tube C-Defense DD Cream Natural 20ml Rev-2 Wardah(Open,2L,Orange,SemiMatte,25x95mm,TopSeal)+CapFTNat, w/o NA",1785.0,Packaging Material
"[MOIS-LPBGCR-X] Lipobelle Glacier Ex. Mibelle Biochemistry Group, Switzerland",12.0,Raw Material
"[POWD-TDMS-] Talc DMS (R2) ex. Bo Kwang Chemical, South Korea",500.0,Raw Material
[TIT-CR50HD-X] Titanium Coated CR-50 HD ex Bo-Kwang,500.0,Raw Material
"[BOTO-MKLCCEKIMR0-OMG] Bottle Matte KLC Coffee Edition OMG,KIM,8007,AS,Injection Clear,1PassPrinting,NoFinishing",200000.0,Packaging Material
"[CAPA-MKLCCEKIMR0-OMG] Cap+Applicator+Wiper Matte KLC Coffee Edition OMG,KIM,8007,Cap:ABS/AS-ABS,Applicator:PP+FlockTip,Wiper:LDPE,Cap:Injection Brown, Rod:InjectionBlack,NoFinishing",200000.0,Packaging Material
"[PS-DRFTS120R0-CL] Plastik Segel DRFTS 120 Crystallure, Overwrap, BOPP, PHS, 25mic, lebar roll: 250mm, roll",102.42,Packaging Material
[STIC-PNAJKLTR0-OMG] Sticker Penutup NA Juicy Kiss Lip Tint OMG.Chromo.1W.10x2mm.SheetForm.NoFinishing,30000.0,Packaging Material
"[STIC-BCSSTP04R1-MO] Sticker Barcode+QR Silky Smooth Translucent Powder 04 REV-1 Make Over,Chromo, 1Pass, 42.4x15 mm, NoFinishing",8000.0,Packaging Material
[STIC-BCMP23WR1-W] Sticker Bottom Colorfit Mattifying Powder 23W REV-1 Wardah.PPTransparent.1W.d=37mm.Roll.NoFinishing,10000.0,Packaging Material
[STIC-BCMP43WR1-W] Sticker Bottom Colorfit Mattifying Powder 43W REV-1 Wardah.PPTransparent.1W.d=37mm.Roll.NoFinishing,10000.0,Packaging Material
"[STIC-BTETCR1R0-WRL] Sticker Bottom Exclusive TWC Refill 01 RL Wardah,PP White,1W,D=30mm,Pond,Varnish Doff",24000.0,Packaging Material
"[STIC-BTETCR4R0-WRL] Sticker Bottom Exclusive TWC Refill 04 RL Wardah,PP White,1W,D=30mm,Pond,Varnish Doff",29000.0,Packaging Material
"[STIC-SEKITR1-W] Sticker Seal Trial Kit Wardah, PP Transparent, dia25mm, 1 pass print",135000.0,Packaging Material
"[STIC-BTDMP1RR1-E] Sticker Bottom Daily Matte Loose Powder 01 REV-1 Emina,Chromo,1W,d=37mm,Roll,Core 3in,NF",12000.0,Packaging Material
"[STIC-BTDMP2RR1-E] Sticker Bottom Daily Matte Loose Powder 02 REV-1 Emina,Chromo,1W,d=37mm,Roll,Core 3in,NF",15000.0,Packaging Material
[STIC-BDMCP01R0-E] Sticker Bottom Daily Matte Compact Powder 01 Emina. Chromo. d=37 mm. 1W. Roll. No Finishing,20000.0,Packaging Material
"[STIC-BOTPBCCR0-ECNF] Sticker Bottom PBCC Cotton Candy Emina,Chromo,1W,d=35mm,No Finishing",5000.0,Packaging Material
"[STIC-BOTPBSR0-ECNF] Sticker Bottom PBS Sugarcane Emina,Chromo,1W,d=35mm,No Finishing",4500.0,Packaging Material
"[STIC-BOTPBMR0-ECNF] Sticker Bottom PBM Marsmallow Lady Emina,Chromo,1W,d=35mm,No Finishing",6000.0,Packaging Material
"[STIC-BTPMPFN10R-MOSC] Sticker Bottom Powerstay Matte Powder Foundation N10 Make Over,Semi Coat,1W,Black,d=25mm,Lam Doff",3000.0,Packaging Material
"[STIC-BTPMPFW33R-MOSC] Sticker Bottom Powerstay Matte Powder Foundation W33 Make Over,Semi Coat,1W,Black,d=25mm,Lam Doff",5000.0,Packaging Material
[STIC-BCRCVP23WR0-W] Sticker Barcode Colorfit Velvet Powder Foundation 23W Refill Wardah. PP White. 12x40 mm. 1W. VarMatte,10000.0,Packaging Material
[STIC-BRCVPF22NR0-W] Sticker Bottom Colorfit Velvet Powder Foundation 22N Refill Wardah. Chromo. 2W. d=24mm. NoFinishing,10000.0,Packaging Material
"[PS-PVCWEDT-125P] Plastik Segel (PVC HF) Wardah EDT 35ml,125x120x0,025mm ,Polos",81000.0,Packaging Material
