"Product","Done"
"[KB-WBG150R2-W] Karton Box Wardah Botol G R2 (Pc(s))","2.0"
"[STIC-BCQEP02R0-W] Sticker Bottom Colorfit Quad Eye Palette 02 W","15.0"
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa R2","3.0"
"[KB-BTLS150WNL32-K125] Karton Box Botol S 150 mlx 24 Wardah","8.0"
"[STIC-BCELFP2R1-WCNFR] Sticker Barcode EveLum FP 02 R1 Roll W (Pc(s))","6.0"
"[KB-MOEBPR1-MO] Karton Box MO Eye Brow Pencil R1","1.0"
"[STIC-BCSSTP03R1-MO] Sticker Barcode+QR Silky Smooth Translucent Powder 03 R1 MO","6.0"
"[STIC-BSSTP3RR2-MO] Sticker Bottom SSTP 03 R2 Roll MO (Pc(s))","99.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","2.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","3.0"
"[STIC-BCADLP04R0-W] Sticker Bottom CAD Lip Paint 04 W","13.0"
"[STIC-BCIMC10R1-MO] Sticker Barcode Intense Matte Lip Cream 10 R1 MO (Pc(s)","16.0"
"[STIC-BIMLC10R1-MOMSF] Sticker Bottom IM Lip Cream 010 R1 MO","15.0"
"[KB-BTLS150WNL32-K125] Karton Box Botol S 150 mlx 24 Wardah","3.0"
"[STIC-BCELFP1R1-WCNFR] Sticker Barcode EveLum FP 01 R1 Roll W (Pc(s))","40.0"
"[KB-WGAMMAR0-KMM125CF] Karton Box Karton Box Wardah Gamma","1.0"
"[PLU-BL100NAT-ULDPE] Plug Botol Linear 100 ml Natural Umum","10.0"
"[DUS-LL09R0-WILD] Dus LL 09 (Relaunch) W","2.0"
"[KB-W200R1-W] Karton Box Wardah 200 R1 (Pc(s))","8.0"
"[STIC-BTLL9R2-W] Sticker Bottom Longlasting Lipstick 09 R2 W (Pc(s))","6.0"
"[STIC-QWLL09R0-W] Sticker QR Code Longlasting Lipstick 09 Vibrant Red Wardah","20.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","2.0"
"[STIC-BPCFW42R0-MO] Sticker Bottom Powerstay TCM Cream Foundation W42 MO (Pc(s)","42.0"
"[KB-W200R1-W] Karton Box Wardah 200 R1 (Pc(s))","2.0"
"[STIC-BTAFPRR2-W] Sticker Bottom Acnederm Face Powder R2 Roll W (Pc(s))","40.0"
"[KB-WEPSIR1-W] Karton Box Wardah Epsilon R1","8.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","4.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","62.0"
"[STIC-BTETCR3R0-WRL] Sticker Bottom Exclusive TWCR 03 RL W (Pc(s))","75.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","7.0"
"[KB-GKMK-W] Karton Box Wardah Grand (Pc(s))","1.0"
"[STIC-VCMP23WR1-W] Sticker Varian Colorfit Mattifying Powder 23W R1 W","45.0"
"[KB-KAHFBR0-K] Karton Box Kahf B","2.0"
"[KB-WW2430R2-W] Karton Box Wardah White 24x30 R2","15.0"
"[IBOX-12IMSLR2-IP] Inner Box 12 Instaperfect Mattetitude Matte Stain Lipstick R2 IP","2.0"
"[STIC-BCIMSL1R0-WPWG] Sticker Barcode Mattetitude Matte Stain Lipstick 01 W","13.0"
"[STIC-BTIMSL1R0-WPNF] Sticker Bottom Instaperfect Mattetitude Matte Stain Lp W","13.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","2.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","97.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","1.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","30.0"
"[PUFF-TWCNBRR1-W] Puff Two Way Cake NBR 100 % R1","7.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[STIC-BPCFW22R0-MO] Sticker Bottom Powerstay TCM Cream Foundation W22 MO (Pc(s)","19.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","2.0"
"[STIC-BTPMPFW33R-MOSC] Sticker Bottom Powerstay Matte Powder Foundation W33 MO","29.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","2.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[IBOX-DR0-MO] Inner Box D MO","2.0"
"[STIC-BHSLWC10R0-MO] Sticker Bottom Hydrastay SLW C10 MO","13.0"
"[STIC-VHSLWC10R0-MO] Sticker Varian Hydrastay SLW C10 MO","16.0"
"[KB-MOLUHM-265K150] Karton Box Lipstick Ultra Hi-Matte Uk.265x226x100mm Make ov","1.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","52.0"
"[PUFF-TWCNBRR1-W] Puff Two Way Cake NBR 100 % R1","6.0"
"[STIC-BPCTWCR01R2-MO] Sticker Bottom Perfect Cover TWCR 01 R2 MO","19.0"
"[STIC-VPCTWCR01R1-MO] Sticker Varian Perfect Cover TWCR 01 R1 MO","18.0"
"[IBOX-AR0-W] Inner Box A W (Pc(s))","4.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCVMLM5R1-W] Sticker Bottom CVM Lip Mousse 05 R1 W (Pc(s))","4.0"
"[STIC-VCVMLM5R2-W] Sticker Varian CVM Lip Mousse 05 R2 W","24.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[IBOX-CADLPR0-W] Inner Box CAD Lip Paint W","1.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCADLP12R0-W] Sticker Bottom CAD Lip Paint 12 W","8.0"
"[IBOX-12ILCR2-IP] Inner Box 12 Instaperfect Lip Crayon R2 IP","8.0"
"[KB-WEPSIR1-W] Karton Box Wardah Epsilon R1","1.0"
"[STIC-BCIMCL4R0-WPWG] Sticker BC Instaperfect Mattecentric Lip Crayon 04 W","96.0"
"[STIC-BTIMCL4R0-WPPT] Sticker Bottom Instaperfect Mattecentric Lip Crayon 04 W","60.0"
"[STIC-PIIMCLR0-W] Sticker Penutup Ingred IP Mattecentric Lip Crayon W (Pc(s))","80.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","2.0"
"[KB-WT100R1-KMM125BF] Karton Box Wardah Tube 100 (Glue) (Pc(s))","9.0"
"[KB-WALPHAR1-W] Karton Box Wardah Alpha R1 (Pc(s))","10.0"
"[KB-WFSR1-W] Karton Box Wardah Facial Serum R1 W","15.0"
"[KB-WGAMMAR0-KMM125CF] Karton Box Karton Box Wardah Gamma","3.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","2.0"
"[KB-WLER1-KMK125CF] Karton Box Wardah Lipstick Exclusive R1","3.0"
"[KB-GKMK-W] Karton Box Wardah Grand (Pc(s))","1.0"
"[STIC-BQLP32R0-IP] Sticker Bottom QUICKMATTE Loose Powder 32 IP","12.0"
"[STIC-VQLP32R0-IP] Sticker Varian QUICKMATTE Loose Powder 32 IP","15.0"
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa R2","8.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-VCVMLM10R1-W] Sticker Varian CVM Lip Mousse 10 R1 W","5.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","1.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","30.0"
"[STIC-BLPE03R0-W] Sticker Bottom Lightening Powder Foundation EC 03 W","14.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","1.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","80.0"
"[STIC-BTETC2R0-WRL] Sticker Bottom Exclusive TWC 02 RL W (Pc(s))","55.0"
"[STIC-VETWC02R0-W] Sticker Varian Exclusive TWC 02 W","47.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","13.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[STIC-BCBWMMLP02R1-E] Sticker Barcode Bare With Me Mineral Loose Powder 02 Light Beige R1 E","50.0"
"[STIC-BTBLP2RR2-E] Sticker Bottom BWM Mineral Loose Powder 02 R2 Roll E (Pc(s)","43.0"
"[KB-EAR0-KMM125] Karton Box Emina A","4.0"
"[KB-K100R1-W] Karton Box Wardah 100 Kubah R1 (Pc(s))","22.0"
"[KB-P720R2-KMK125CF] Karton Box Putri 720 R2","17.0"
"[KB-WEMASR1-KMK125CF] Karton Box Wardah EyeXpert Mascara R1","15.0"
"[STIC-BCUCLMF8MO-PW1W] Sticker Barcode Ultra Cover Liq Matt Foundation 08 Make ove","50.0"
"[KB-WSPA150221-KMM125] Karton Box Wardah Spa Series 150 ml","18.0"
"[KB-WIPSKMMR1-W] Karton Box Wardah Instaperfect Series R1 (Pc(s))","9.0"
"[STIC-BCPGC32NR1-W] Sticker Bottom Colorfit PGC 32N R1 W","50.0"
"[KB-WLER1-KMK125CF] Karton Box Wardah Lipstick Exclusive R1","2.0"
"[STIC-BTEMO30R1-WCNF] Sticker Bottom Exclusive Moist Lipstick 30 R1 W","178.0"
"[IBOX-CADLPR0-W] Inner Box CAD Lip Paint W","6.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCADLP03R0-W] Sticker Bottom CAD Lip Paint 03 W","14.0"
"[KB-WLER1-KMK125CF] Karton Box Wardah Lipstick Exclusive R1","2.0"
"[STIC-BTEMO36R1-WCNF] Sticker Bottom Exclusive Moist Lipstick 36 R1 W","21.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[IBOX-CR1-W] Inner Box C R1 W","3.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[CONT-EBOR0-WRL] Container Exclusive Blush On W (Pc(s))","8.0"
"[KB-WLAMBDAR1-W] Karton Box Wardah Lambda R1 (Pc(s))","1.0"
"[IBOX-AR0-W] Inner Box A W (Pc(s))","3.0"
"[STIC-BCVML13R0-W] Sticker Bottom CVM Lip Mousse 13 W (Pc(s))","19.0"
"[STIC-VCVMLM13R1-W] Sticker Varian CVM Lip Mousse 13 R1 W","48.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","2.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","80.0"
"[STIC-VETWCR05R0-W] Sticker Varian Exclusive TWCR 05 W","72.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[KB-MOBORPR1-MO] Karton Box MO Blush On Refill R1","1.0"
"[STIC-BCLBLNOCMO-PW1W] Sticker Barcode Lip Balm Lip Nutrition Orange Crush Make ov","17.0"
"[STIC-LBLNOCR1-MOMSF] Sticker Bottom LBLN Orange R1 MO","16.0"
"[KB-WLTWCLFR1-KMK125] Karton Box Wardah Lightening TWC LF R1","8.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","75.0"
"[STIC-BLPRL05R0-W] Sticker Bottom Lightening Powder Foundation Refill LF 05 W","33.0"
"[KB-MOEBPR1-MO] Karton Box MO Eye Brow Pencil R1","1.0"
"[STIC-BCSSTP07R1-MO] Sticker Barcode+QR Silky Smooth Translucent Powder 07 R1 MO","8.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","1.0"
"[STIC-BCSSTP06R1-MO] Sticker Barcode+QR Silky Smooth Translucent Powder 06 R1 MO","13.0"
"[STIC-BSSTP6RR2-MO] Sticker Bottom SSTP 06 R2 Roll MO (Pc(s))","50.0"
"[KB-KAHFCR0-K] Karton Box Kahf C","6.0"
"[KB-KAHFBR0-K] Karton Box Kahf B","3.0"
"[KB-EAR0-KMM125] Karton Box Emina A","7.0"
"[STIC-BGSRV07R0-E] Sticker Bottom Glossy Stain Revamp 07 E","90.0"
"[KB-MOGCR0-MO] Karton Box MO Gloss Crayon MO","1.0"
"[STIC-BTCSGC5R1-MO] Sticker Bottom Color Stick Gloss Crayon 105 Jolene R1 MO","36.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCADLP10R0-W] Sticker Bottom CAD Lip Paint 10 W","12.0"
"[IBOX-AR0-W] Inner Box A W (Pc(s))","2.0"
"[PS-CVMLMR1-W] Plastik Segel CVM Lip Mousse R1 W (Pc(s))","14.0"
"[STIC-BCVMLM8R1-W] Sticker Bottom CVM Lip Mousse 08 R1 W (Pc(s))","6.0"
"[STIC-VCVMLM8R2-W] Sticker Varian CVM Lip Mousse 08 R2 W","45.0"
"[DUS-LPRL02R2-W] Dus Lightening Powder Foundation Refill LF 02 R2 W","5.0"
"[GODE-TWC5,4B-SM-P] Godet Godet TWC SM","4.0"
"[IBOX-CR1-W] Inner Box C R1 W","2.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","12.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","2.0"
"[STIC-BLPRL02R0-W] Sticker Bottom Lightening Powder Foundation Refill LF 02 W","64.0"
"[STIC-BELFR0-W] Sticker Back Exclusive Liquid Foundation W","40.0"
"[STIC-BOELF05R1-WRL] Sticker Bottom ELF 05 RL R1 W","16.0"
"[STIC-FELFR0-W] Sticker Front Exclusive Liquid Foundation W","20.0"
"[STIC-VELF05R0-W] Sticker Varian Exclusive LF 05 W","22.0"
"[DUSS-RCVPF22NR0-W] Dus Sticker Colorfit Velvet Powder Foundation 22N Refill Wardah (Barcode&Varian)","4.0"
"[IBOX-CR1-W] Inner Box C R1 W","2.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","43.0"
"[STIC-BRCVPF22NR0-W] Sticker Bottom Colorfit Velvet Powder Foundation 22N Refill W","33.0"
"[TUBE-PBCFBSGRV50R1-W] Tube Perfect Bright CF Bright Smooth Glow RV 50 R1 W","2551.0"
"[IBOX-CR1-W] Inner Box C R1 W","2.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","30.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","1.0"
"[STIC-BEESCR1-W] Sticker Bottom EyeXpert ES Classic R1 W","23.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[KB-MOEBPR1-MO] Karton Box MO Eye Brow Pencil R1","1.0"
"[KB-EAR0-KMM125] Karton Box Emina A","2.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","2.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","7.0"
"[KB-WT100R1-KMM125BF] Karton Box Wardah Tube 100 (Glue) (Pc(s))","8.0"
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa R2","13.0"
"[KB-EAR0-KMM125] Karton Box Emina A","7.0"
"[KB-WT100R1-KMM125BF] Karton Box Wardah Tube 100 (Glue) (Pc(s))","8.0"
"[DUS-CHCL5R2-MO] Dus Color Hypnose Creamy Lipmatte 05 R2 MO","5.0"
"[IBOX-12BR0-MO] Inner Box 12 B MO (Pc(s))","2.0"
"[STIC-BCHCL5R0-MO] Sticker Bottom CHC Lipmatte 05 MO (Pc(s))","13.0"
"[DUS-CHCL5R1-MO] Dus CHC Lipmatte 05 R1 MO","9.0"
"[IBOX-CADLPR0-W] Inner Box CAD Lip Paint W","1.0"
"[STIC-VPCTWC01R1-MO] Sticker Varian Perfect Cover TWC 01 R1 MO","24.0"
"[STIC-BCADLP11R0-W] Sticker Bottom CAD Lip Paint 11 W","17.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","50.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","6.0"
"[KB-MOLUHM-265K150] Karton Box Lipstick Ultra Hi-Matte Uk.265x226x100mm Make ov","2.0"
"[KB-GKMK-W] Karton Box Wardah Grand (Pc(s))","1.0"
"[POT-CMPR0-W] Pot Colorfit Mattifying Powder W","6.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","2.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[KB-EAR0-KMM125] Karton Box Emina A","2.0"
"[CAP-CELFPR3-WABS] Cap Container Everyday Luminous Face Powder R3 (Relaunch) W","6.0"
"[KB-BTLS150WNL32-K125] Karton Box Botol S 150 mlx 24 Wardah","1.0"
"[IBOX-DR0-MO] Inner Box D MO","2.0"
"[KB-WLER1-KMK125CF] Karton Box Wardah Lipstick Exclusive R1","1.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","6.0"
"[KB-WEPSIR1-W] Karton Box Wardah Epsilon R1","1.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[KB-MOLUHM-265K150] Karton Box Lipstick Ultra Hi-Matte Uk.265x226x100mm Make ov","1.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","10.0"
"[KB-MOLUHM-265K150] Karton Box Lipstick Ultra Hi-Matte Uk.265x226x100mm Make ov","2.0"
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa R2","3.0"
"[STIC-BLMP3RR0-W] Sticker Bottom Lightening Matte Powder 03 Roll W","29.0"
"[KB-GKMK-W] Karton Box Wardah Grand (Pc(s))","1.0"
"[STIC-BCMP32NR1-W] Sticker Bottom Colorfit Mattifying Powder 32N R1 W","16.0"
"[STIC-VCMP32NR1-W] Sticker Varian Colorfit Mattifying Powder 32N R1 W","13.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[STIC-BPPFW60R0-MO] Sticker Bottom Powerstay Matte Powder Foundation W60 Creme Cocoa MO","61.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","10.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[STIC-BWLS02R0-E] Sticker Bottom Watercolor Lip Serum 02 E","12.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCVMLM2R1-W] Sticker Bottom CVM Lip Mousse 02 R1 W (Pc(s))","15.0"
"[STIC-VCVMLM2R1-W] Sticker Varian CVM Lip Mousse 02 R1 W (Pc(s))","14.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[STIC-BPPFN20R0-MO] Sticker Bottom Powerstay Matte Powder Foundation N20 MO","31.0"
"[KB-EBR1-KMK125CF] Karton Box Emina B R1","1.0"
"[STIC-BOTESPOR0-ECNF] Sticker Sticker Bottom ESPO Emina - Posh","22.0"
"[STIC-QRPPESPOR0-E] Sticker QR Code Pop Rouge Pressed Eye Shadow Posh E","3.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[PLAS-DMESBOR0-MO] Plastik Dalam Mica PET ES/BO MO","23.0"
"[STIC-BCBO6MOPPW-1W31] Sticker Barcode Blush On 06 Caribbean Sunset Make over","26.0"
"[STIC-BTBO06R1-MOMSF] Sticker Bottom BO 06 R1 MO","18.0"
"[STIC-QBOS06R0-MO] Sticker QR Code Blush On Single 06 Carribean Sunset MO","8.0"
"[KB-WEPSIR1-W] Karton Box Wardah Epsilon R1","4.0"
"[KB-EAR0-KMM125] Karton Box Emina A","3.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","3.0"
"[STIC-BPPFC41R0-MO] Sticker Bottom Powerstay Matte Powder Foundation C41 Cool Sand MO","66.0"
"[KB-MOLUHM-265K150] Karton Box Lipstick Ultra Hi-Matte Uk.265x226x100mm Make ov","3.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","2.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[IBOX-CADLPATWER0-W] Inner Box CAD Lip Paint ATWE W","2.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCADLP13R0-W] Sticker Bottom CAD Lip Paint 13 W","13.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","2.0"
"[STIC-VETWCR04R0-W] Sticker Varian Exclusive TWCR 04 W","81.0"
"[KB-BTLS150WNL32-K125] Karton Box Botol S 150 mlx 24 Wardah","3.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCADLP16R0-W] Sticker Bottom CAD Lip Paint 16 W","19.0"
"[KB-EAR0-KMM125] Karton Box Emina A","3.0"
"[KB-WW2430R2-W] Karton Box Wardah White 24x30 R2","17.0"
"[KB-K100R1-W] Karton Box Wardah 100 Kubah R1 (Pc(s))","5.0"
"[IBOX-CADLPR0-W] Inner Box CAD Lip Paint W","4.0"
"[KB-W200R1-W] Karton Box Wardah 200 R1 (Pc(s))","1.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","1.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","70.0"
"[STIC-BCVPF33WR0-W] Sticker Bottom Colorfit Velvet Powder Foundation 33W W","30.0"
"[STIC-VCVPF33WR0-W] Sticker Varian Colorfit Velvet Powder Foundation 33W W","30.0"
"[KB-EAR0-KMM125] Karton Box Emina A","9.0"
"[STIC-IMHC20-W] Sticker Samping Intensive Moisturizer 20 W","8.0"
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa R2","3.0"
"[IBOX-CADLPATWER0-W] Inner Box CAD Lip Paint ATWE W","1.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","1.0"
"[STIC-BCADLP16R0-W] Sticker Bottom CAD Lip Paint 16 W","16.0"
"[DUS-CVPFR0-W] Dus Colorfit Velvet Powder Foundation W","7.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","1.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","38.0"
"[STIC-VCVPF33WR0-W] Sticker Varian Colorfit Velvet Powder Foundation 33W W","24.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","2.0"
"[KB-W200R1-W] Karton Box Wardah 200 R1 (Pc(s))","7.0"
"[KB-EAR0-KMM125] Karton Box Emina A","4.0"
"[STIC-BGSRV08R0-E] Sticker Bottom Glossy Stain Revamp 08 E","76.0"
"[DUS-LSA30R2-W] Dus Lightening Serum Ampoule 30 R2 W","7.0"
"[KB-P720R2-KMK125CF] Karton Box Putri 720 R2","9.0"
"[KB-WBG150R2-W] Karton Box Wardah Botol G R2 (Pc(s))","2.0"
"[STIC-BNDOPCMR1-W] Sticker Booklet ND Orange Pom Bright WashOff Caps Mask R1 W","30.0"
"[STIC-CNDOPCMR0-W] Sticker Cover ND Orange Pom Bright Wash Off Capsule Mask W","30.0"
"[KB-WIOTAR1-W] Karton Box Wardah Iota R1 (Pc(s))","2.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[STIC-QRLC01R0-E] Sticker QR Code Lip Cushion 01 E","42.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[STIC-BPCTWC02R2-MO] Sticker Bottom Perfect Cover TWC 02 R2 MO","19.0"
"[STIC-VPCTWC02R1-MO] Sticker Varian Perfect Cover TWC 02 R1 MO","35.0"
"[KB-WBG150R2-W] Karton Box Wardah Botol G R2 (Pc(s))","6.0"
"[KB-P450R1211-KMM125B] Karton Box Putri 450 ml Rev-1","18.0"
"[KB-EBR1-KMK125CF] Karton Box Emina B R1","11.0"
"[KB-BIOAR0-B] Karton Box Biodef A","12.0"
"[STIC-BHWMGTR0-BD] Sticker Back Hand Wash Mint + Green Tea BD","25.0"
"[STIC-FHWMGTR0-BD] Sticker Front Hand Wash Mint + Green Tea BD","80.0"
"[KB-P200R2-KMK125CF] Karton Box Putri 200 R2","3.0"
"[KB-WONIR0-WL] Karton Box Wonderly I","1.0"
"[KB-P450R1211-KMM125B] Karton Box Putri 450 ml Rev-1","10.0"
"[DUS-PCTWCR3-MO] Dus Perfect Cover TWC R3 MO","7.0"
"[STIC-BPCTWC08R2-MO] Sticker Bottom Perfect Cover TWC 08 R2 MO","15.0"
"[STIC-VPCTWC08R1-MO] Sticker Varian Perfect Cover TWC 08 R1 MO","19.0"
"[STIC-BCADLP05R0-W] Sticker Bottom CAD Lip Paint 05 W","37.0"
"[DUS-LMP2R4-W] Dus Lightening Matte Powder 02 R4 W","7.0"
"[KB-W100BR2-KMM125BF] Karton Box Wardah 100 Biasa R2","1.0"
"[STIC-VPCTWC08R1-MO] Sticker Varian Perfect Cover TWC 08 R1 MO","18.0"
"[IBOX-12EG-ED31] Ibox 12 Emina G","4.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[STIC-BCIGCL2R0-WPWG] Sticker BC Instaperfect Gloss Chic Lip Crayon 02 W","149.0"
"[KB-W12X250R1-W] Karton Box Wardah 12x250 R1","2.0"
"[PLAS-DM60R0-W] Plastik Dalam Mica PET 60 W","53.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","1.0"
"[KB-EAR0-KMM125] Karton Box Emina A","6.0"
"[STIC-BDMCP02R0-E] Sticker Bottom Daily Matte Compact Powder 02 E","60.0"
"[KB-WIPSKMMR1-W] Karton Box Wardah Instaperfect Series R1 (Pc(s))","1.0"
"[PLAS-DMISCEPR0-WPVC] Plastik DM Instaperfect Spotlight Chromatic Eye Palette W","49.0"
"[STIC-BTISCEPR1-WPPSM] Stc Bot Instaperfect Spotlight Chromatic Eye Palette R1 W","20.0"
"[KB-ECR1-KMK125CF] Karton Box Emina C R1","4.0"
"[STIC-BCLBPER0-E] Sticker Bottom CLB Stick Peach E","20.0"
"[STIC-BCADLP13R0-W] Sticker Bottom CAD Lip Paint 13 W","22.0"
"[STIC-BCSSTP01R1-MO] Sticker Barcode+QR Silky Smooth Translucent Powder 01 R1 MO","49.0"
"[KB-WW2430R2-W] Karton Box Wardah White 24x30 R2","7.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","33.0"
"[KB-WBETAR1-W] Karton Box Wardah Beta R1","1.0"
"[PLAS-DMCTWCRP-P85] Case/Container Plastik Dalam Mica TW Refill Puffin Wardah","43.0"
"[KB-MOTWC3252-K150M12] Karton Box Make Over TWC Uk.325x245x68mm","1.0"
"[STIC-BHSLWC09R0-MO] Sticker Bottom Hydrastay SLW C09 MO","28.0"
"[STIC-VHSLWC09R0-MO] Sticker Varian Hydrastay SLW C09 MO","16.0"
"[KB-W6040R2-W] Karton Box Wardah 60x40 R2","1.0"
"[STIC-BTETCR3R0-WRL] Sticker Bottom Exclusive TWCR 03 RL W (Pc(s))","77.0"
"[STIC-VETWCR03R0-W] Sticker Varian Exclusive TWCR 03 W","11.0"
