Kode Item,Nama Internal,Internal Category,Brand,Qty,Total Price,Status,MOQ,Laptrima,Scrap,SMB,"Kategori FG
(NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Last Incoming,Last SMB
DUS-MFPFRR0-IP,Dus Matte Fit Powder Foundation Revamp IP,,,40960,6496.709178,new product,25000,0,0,No,Reguler,2023,2023
DUS-MKLCCER0-OMG,Dus Matte KLC Coffee Edition OMG,Pc(s),OMG,0,68405320,existing,25000,967375,0,Yes,Reguler,2023,< 2019
DUS-MKLCCOLR0-OMG,Dus Matte KLC COL OMG,Pc(s),OMG,0,16390500,new product,130000,0,0,Yes,Reguler,2023,< 2019
DUS-MKLCR2-OMG,Dus Matte Kiss Lip Cream R2 OMG,Pc(s),OMG,0,141315060,existing,100000,665000,0,Yes,Reguler,2023,< 2019
DUS-MKLCSER0-OMG,Dus Matte KLC Socialite Edition OMG,Pc(s),OMG,0,149498020,initial,150000,173800,0,Yes,,2023,< 2019
DUS-MLMPFE10R0-IP,Dus Mattesetter Lip Matte Paint Festive Edition 10 IP,,,10570,1502,existing,10000,0,0,Yes,Reguler,2022,2022
DUS-MLMPFE12R0-IP,Dus Mattesetter Lip Matte Paint Festive Edition 12 IP,,,2199,1045,existing,10000,0,0,Yes,,2022,2022
DUS-MLMPFE14R0-IP,Dus Mattesetter Lip Matte Paint Festive Edition 14 IP,,,7910,1045,existing,10000,0,0,Yes,Reguler,2022,2022
DUS-MLMPR0-IP,Dus Mattesetter Lip Matte Paint IP,,,42604,3805.467326,new product,30000,0,0,No,Reguler,2023,2023
DUS-MMB01-MO,Dus Multifix Matte Blusher 01 MO,,,8742,1708.972031,existing,5000,0,0,No,Reguler,2021,2023
DUS-MMB02-MO,Dus Multifix Matte Blusher 02 MO,,,7652,1425,existing,5000,0,0,No,Reguler,2022,2023
DUS-MMB03-MO,Dus Multifix Matte Blusher 03 MO,,,8295,1425,existing,5000,0,0,Yes,Reguler,2021,2022
DUS-MMB04-MO,Dus Multifix Matte Blusher 04 MO,,,5674,1900,existing,5000,0,0,No,Reguler,2021,2023
DUS-MMB05-MO,Dus Multifix Matte Blusher 05 MO,,,7476,1289.693845,existing,5000,0,0,No,Reguler,2021,2023
DUS-MP01SRR2-E,Dus Magic Potion Scarlet R2 Emina,,,356,819,to be discontinued,30000,0,0,Yes,Reguler,2022,2022
DUS-MP01SRR3-E,Dus Magic Potion 01 Scarlet R3 E,,,70009,4095,existing,30000,0,0,No,Reguler,2023,2023
DUS-MP02SGR2-E,Dus Magic Potion Sunglow R2 Emina,,,1189,780.0073907,to be discontinued,30000,0,0,Yes,Reguler,2021,2022
DUS-MP02SGR3-E,Dus Magic Potion 02 Sunglow R3 E,,,87544,4889.028242,existing,30000,0,0,Yes,Reguler,2023,2023
DUS-MP03SMR3-E,Dus Magic Potion 03 Smitten R3 E,,,36148,3978.400758,existing,30000,0,0,No,Reguler,2023,2023
DUS-MP04SIR3-E,Dus Magic Potion 04 Sienna R3 E,,,37747,2457,existing,30000,0,0,No,Reguler,2023,2023
DUS-MP05SUR2-E,Dus Magic Potion 05 Summer R2 E,,,20426,1638,existing,30000,0,0,Yes,Reguler,2023,2023
DUS-MP06SAR0-E,Dus Magic Potion Sassy Emina (Pc(s)),,,465,645,existing,30000,0,0,Yes,,2020,2021
DUS-MP06SAR2-E,Dus Magic Potion 06 Sassy R2 E,,,37760,2457,existing,30000,0,0,No,Reguler,2023,2023
DUS-MPASET100R0-E,Dus Ms Pimple AS Exfoliating Toner 100 E,,,45137,8706.966399,new product,20000,0,0,Yes,Reguler,2023,2023
DUS-MPASFS30-E,Dus Ms Pimple AS Face Serum 30 E,,,70364,10467.12555,new product,30000,0,0,No,Reguler,2022,2023
DUS-MPASMGR0-ELG,Dus Ms. Pimple AS Moist Gel 20 E,,,0,917.0717933,to be discontinued,5000,0,0,Yes,Reguler,2022,2023
DUS-MPASNG20-E,Dus Ms Pimple AS Calming Gel 20 E,,,42705,4605.516321,new product,30000,0,0,No,Reguler,2022,2023
DUS-MPASSGR0-ELG,Dus Ms. Pimple AS Spot Gel 15 E,,,1674,4155.572979,to be discontinued,2500,0,0,Yes,Reguler,2022,2023
DUS-MPASSGR1-ELG,Dus Ms. Pimple AS Spot Gel 15 R1 E,,,64525,5436,existing,2500,0,0,No,Reguler,2023,2023
DUS-NBHO30-K,Dus Nourishing Beard & Hair Oil 30 K,,,6470,865.5850877,existing,5000,0,0,Yes,Reguler,2023,2023
DUS-NFSRRC5R0-CL,Dus NFS Crystallure Revitalizing Rich Cream 5 R0 CL,,,129,1350,new product,7500,0,0,No,,2023,2023
DUS-NPBRT100R1-T,Dus Natural PBR Toner 100 R1 T,,,12922,16743,existing,5000,0,0,Yes,Reguler,2022,2022
DUS-NPGM20R0-E,Dus Natura Pal Gel Moisturizer 20 E,,,39106,2898.094346,existing,20000,0,0,No,Reguler,2023,2023
DUS-NPSS40R1-E,Dus Natura Pal Splash Serum 40 mL R1 E,,,34758,4543.932139,existing,20000,0,0,Yes,Reguler,2023,2023
DUS-NZASS30R1-T,Dus Niacinamide ZASS 30 R1 T,,,22207,19711.17023,existing,10000,0,0,Yes,Reguler,2022,2022
DUS-PBBNGNM20-W,Dus Perfect Bright Night Moisturizer 20 W,,,5037,2280,to be discontinued,100000,0,0,Yes,Reguler,2022,2022
DUS-PBBNGNM20R1-W,Dus Perfect Bright Night Moisturizer 20 R1 W,,,173471,4560,existing,100000,0,0,No,Reguler,2023,2023
DUS-PBBSR1-EILG,Dus PBB R1 E,,,6918,6473.240641,existing,5000,0,0,No,Reguler,2023,2023
DUS-PBCBR0-EILG,Dus PBCB Cheek Lit Pressed Blush REV-0 Emina,,,9904,6702.242539,existing,5000,0,0,No,Reguler,2023,2023
DUS-PBCCR1-EILG,Dus PBCC R1 E,,,13139,6535.85782,existing,5000,7500,0,No,Reguler,2023,2023
DUS-PBMBOC20-W,Dus Perfect Bright MB Oil Control 20 W,,,112031,1597.010211,to be discontinued,100000,250000,0,No,Reguler,2023,2023
DUS-PBMBSG20-W,Dus Perfect Bright MB Smooth Glow 20 W,,,25311,1140,to be discontinued,100000,0,0,Yes,Reguler,2022,2022
DUS-PBMBSG20R1-W,Dus Perfect Bright MB Smooth Glow 20 R1 W,,,256973,6908.528486,to be discontinued,100000,0,0,No,Reguler,2023,2023
DUS-PBMR1-EILG,Dus PBM R1 E,,,4675,6220.001726,existing,5000,6000,0,No,Reguler,2023,2023
DUS-PBSCMBS30-T,Dus PB Squalane + Ceramide MBS 30 T,,,12593,7400,new product,10000,0,0,Yes,Reguler,2022,2022
DUS-PBSR0-EILG,Dus PBS Cheek Lit Pressed Blush REV-0 Emina,,,2794,5430.709531,existing,5000,0,0,No,Reguler,2023,2023
DUS-PBVR0-EILG,Dus PBV Cheek Lit Pressed Blush REV-0 Emina,,,5585,2866.190376,existing,5000,0,0,No,Reguler,2023,2023
DUS-PCCPGR1-MO,Dus Powerstay Color Correcting Primer Green R1 MO (Pc(s)),,,15957,2165.964615,existing,5000,0,0,Yes,Reguler,2022,2022
DUS-PCCPLR1-MO,Dus Powerstay Color Correcting Primer Lilac R1 MO (Pc(s)),,,0,704.972495,existing,5000,0,0,Yes,Reguler,2022,2022
DUS-PCCPR0-MO,Dus Powerstay Color Correcting Primer MO,,,9374,2163.572759,existing,10000,1000,0,No,Reguler,2023,2023
DUS-PCCPYR0-MO,Dus Powerstay Color Correcting Primer Yellow MO (Pc(s)),,,4510,875,existing,,0,0,Yes,Reguler,< 2019,2021
DUS-PCCPYR1-MO,Dus Powerstay Color Correcting Primer Yellow R1 MO (Pc(s)),,,8988,5775.335203,existing,5000,0,0,No,Reguler,2022,2023
DUS-PCFC62R2-MO,Dus Powerstay TCM Cream Foundation C62 R2 MO,,,6720,2908.643312,existing,5000,0,0,Yes,Reguler,2023,2023
DUS-PCFN10R2-MO,Dus Powerstay TCM Cream Foundation N10 R2 MO,,,5148,10809.8479,existing,5000,0,0,No,Reguler,2023,2023
DUS-PCFN30R1-MO,Dus Powerstay TCM Cream Foundation N30 R1 MO (Pc(s)),,,143,1900,existing,5000,0,0,Yes,Reguler,< 2019,2021
DUS-PCFN30R2-MO,Dus Powerstay TCM Cream Foundation N30 R2 MO,,,341,7861.733389,existing,5000,0,1,No,Reguler,2023,2023
DUS-PCFN50R2-MO,Dus Powerstay TCM Cream Foundation N50 R2 MO,,,6895,4915,existing,5000,0,0,Yes,Reguler,2022,2023
DUS-PCFW22R2-MO,Dus Powerstay TCM Cream Foundation W22 R2 MO,,,4930,6867.724662,existing,5000,0,0,Yes,Reguler,2023,2023
DUS-PCFW33R2-MO,Dus Powerstay TCM Cream Foundation W33 R2 MO,,,7227,8842.198209,existing,5000,0,0,No,Reguler,2023,2023
DUS-PCFW42R1-MO,Dus Powerstay TCM Cream Foundation W42 R1 MO (Pc(s)),,,2652,950,existing,5000,0,0,Yes,Reguler,2020,2022
DUS-PCFW42R2-MO,Dus Powerstay TCM Cream Foundation W42 R2 MO,,,3773,5898,existing,5000,0,0,Yes,Reguler,2022,2023
DUS-PCFW52R1-MO,Dus Powerstay TCM Cream Foundation W52 R1 MO (Pc(s)),,,2160,1900,existing,0,0,0,Yes,Reguler,< 2019,2022
DUS-PCFW52R2-MO,Dus Powerstay TCM Cream Foundation W52 R2 MO,,,6629,1938.102894,existing,5000,0,0,Yes,Reguler,2023,2023
DUS-PCSR0-B,Dus Pomebright C Serum 20 B,,,9884,2475,new product,5000,0,0,Yes,Reguler,2023,2023
DUS-PCTWCR2-MO,Dus Perfect Cover Two Way Cake R2 Make Over,,,1682,4181.872639,to be discontinued,10000,0,0,Yes,Reguler,2022,2022
DUS-PCTWCR3-MO,Dus Perfect Cover TWC R3 MO,,,827,2968,existing,10000,0,7,No,Reguler,2023,2023
DUS-PCTWCRR2-MOILG,Dus Dus PC TWC Refill R2 MO Make over,,,0,412.9708353,to be discontinued,5000,0,20000,Yes,Reguler,2022,2022
DUS-PCTWCRR3-MO,Dus Perfect Cover TWC Refill R3 MO,,,22614,3235.648317,existing,5000,30200,0,No,Reguler,2023,2023
DUS-PEPR0-MOILD,Dus Powerstay Eyeshadow Primer MO (Pc(s)),,,11833,4369.016467,existing,5000,0,0,Yes,Reguler,2022,2023
DUS-PESR1-MOILG,Dus Powder Eye Shadow REV-1 Make over,,,7263,700,inactive,5000,0,0,Yes,Reguler,< 2019,2022
DUS-PFMMSP-MOI,Dus Powerstay Fix & Matte Makeup Setting Spray MO,,,193,1125,inactive,5000,0,0,Yes,Reguler,< 2019,2020
DUS-PFMMSPR1-MOI,Dus Powerstay Fix & Matte Makeup Setting Spray R1 MO,,,26150,2602.021573,existing,5000,0,0,No,Reguler,2023,2023
DUS-PGM25-OMG,Dus Peach Glowing Cream 25 OMG,,OMG,2881,1938469.959,to be discontinued,1,0,0,Yes,Reguler,2022,2022
DUS-PGM25R1-OMG,Dus Peach Glowing Cream 25 R1 OMG,,OMG,2756,88460314.07,existing,60000,96750,0,Yes,Reguler,2023,< 2019
DUS-PGS20-OMG,Dus Peach Glowing Serum 20 OMG,Pc(s),OMG,0,436948,to be discontinued,100000,0,0,Yes,Reguler,2022,< 2019
DUS-PGS20R1-OMG,Dus Peach Glowing Serum 20 R1 OMG,Pc(s),OMG,0,172564283.5,existing,100000,170500,0,Yes,Reguler,2023,< 2019
DUS-PHCPR0-MOILG,Dus Dus Professional H&C Palette MO Make over,,,2568,5189.509369,existing,2500,0,0,No,Reguler,2023,2023
DUS-PLGMR0-MOILD,Dus Powerskin Liquid Glow Moisturizer MO (Pc(s)),,,280,1194.029174,existing,3000,0,0,Yes,,2021,2021
DUS-PLGMR3-MOILD,Dus Powerskin Liquid Glow Moisturizer R3 MO,,,31354,10334.77774,existing,5000,0,0,No,Reguler,2023,2023
DUS-PLTCR2-MO,Dus Powerstay Glossy Lip Top Coat R2 MO,,,13093,2000,existing,10000,0,0,No,Reguler,2023,2023
DUS-PM01R0-E,Dus Poppin' Matte 01 E,,,24244,3568.781324,to be discontinued,10000,0,0,Yes,Reguler,2022,2022
DUS-PM02R0-E,Dus Poppin' Matte 02 E,,,23264,2164.734304,to be discontinued,10000,0,0,No,Reguler,2022,2023
DUS-PM03R0-E,Dus Poppin' Matte 03 E,,,38570,1700,to be discontinued,10000,0,0,No,Reguler,2022,2023
DUS-PM04R0-E,Dus Poppin' Matte 04 E,,,9457,1110.241012,to be discontinued,10000,0,0,No,Reguler,2022,2023
DUS-PM05R0-E,Dus Poppin' Matte 05 E,,,5098,2387.702144,to be discontinued,10000,0,0,No,Reguler,2023,2023
DUS-PM06R0-E,Dus Poppin' Matte 06 E,,,1459,2800,existing,20000,0,0,Yes,Reguler,2021,2022
DUS-PM07R0-E,Dus Poppin' Matte 07 E,,,696,2220,existing,,0,0,Yes,Reguler,2022,2022
DUS-PM13R0-E,Dus Poppin' Matte 13 E,,,1071,2925,new product,40000,0,0,Yes,Reguler,2022,2022
DUS-PMTLC12R0-MO,Dus Powerstay TM Lip Cream B12 MO,,,8341,4489.182203,existing,10000,0,0,Yes,Reguler,2022,2022
DUS-PMTLC9R0-MO,Dus Powerstay TM Lip Cream B09 MO,,,2895,1278.835872,existing,10000,0,0,Yes,Reguler,2022,2022
DUS-PMTLCALLR2-MO,Dus Powerstay Powerstay TM Lip Cream R2 MO,,,77998,7365.829356,existing,50000,0,7,No,Reguler,2023,2023
DUS-PMTPR0-MOILD,Dus Powerstay Mattifying Transparent Powder MO,,,9020,4372.085521,existing,10000,0,0,No,Reguler,2022,2023
DUS-PPESBRR1-E,Dus Pop Rouge PES Brick R1 E,,,8730,5430.270545,existing,6000,0,0,No,Reguler,2022,2023
DUS-PPESNUR1-E,Dus Pop Rouge PES Nude R1 E,,,5147,8696,existing,5000,0,0,No,Reguler,2022,2023
DUS-PPESROR1-E,Dus Pop Rouge PES Romantic R1 E,,,3294,4348,existing,5000,0,0,No,Reguler,2022,2023
DUS-PPFR1-MO,Dus Powerstay Matte Powder Foundation R1 MO,,,53929,5563.932248,existing,30000,62700,0,No,Reguler,2023,2023
DUS-PPLLR0-MO,Dus Powerstay Precision Liquid Liner MO,,,21577,3148.361534,existing,5000,0,0,No,Reguler,2023,2023
DUS-PR20R0-ELD,Dus Pore Ranger 20 Emina,,,30772,4650.059267,existing,10000,80000,0,No,Reguler,2023,2023
DUS-PRILR0-MO,Dus Powerstay Radiant Illuminizer Lumiere MO (Pc(s)),,,5234,1467.619048,existing,5000,0,0,Yes,Reguler,2022,2022
DUS-PRISKR0-MO,Dus Powerstay Radiant Illuminizer Sun Kissed MO (Pc(s)),,,18890,3550,existing,5000,0,0,Yes,Reguler,2022,2022
DUS-PRPESB-EILD,Dus Dus Pop Rouge PES Blue ESB Emina,,,5708,2159.291531,existing,5000,5000,0,No,Reguler,2023,2023
DUS-PRPESBR-EILD,Dus Dus ESBR Emina,,,361,1046.347699,to be discontinued,6000,0,0,Yes,Reguler,2020,2022
DUS-PRPESC-EILD,Dus Dus Pop Rouge PES Colorful ESC Emina,,,1825,2100,to be discontinued,5000,0,0,No,Reguler,2021,2023
DUS-PRPESG-EILD,Dus Dus Pop Rouge PES Gelato ESG Emina,,,1981,5415.338583,to be discontinued,5000,0,0,No,Reguler,2022,2023
DUS-PRPESN-EACLD,Dus Dus Pop Rouge PES Nude ESN Emina,,,376,2154.668301,to be discontinued,5000,0,0,Yes,Reguler,2022,2022
DUS-PRPESPO-EILD,Dus Dus ESPO Emina,,,2346,6521.899333,to be discontinued,6000,0,0,No,Reguler,2023,2023
DUS-PRPESR-EILD,Dus Dus Pop Rouge PES Romantic ESR Emina,,,125,2090.895849,to be discontinued,5000,0,0,Yes,Reguler,2020,2022
DUS-PRTM10LR0-MO,Dus Powerskin RTM 10 Light MO (Pc(s)),,,207,2400,existing,5000,0,0,Yes,Reguler,< 2019,2022
DUS-PRTM10LR3-MO,Dus Powerskin RTM 10 Light R3 MO,,,16315,6210,existing,10000,0,0,No,Reguler,2023,2023
DUS-PRTM20LBR3-MO,Dus Powerskin RTM 20 Light Beige R3 MO,,,5208,6210,existing,10000,0,0,No,Reguler,2022,2023
DUS-PRTM30BR0-MO,Dus Powerskin RTM 30 Beige MO (Pc(s)),,,160,0,existing,5000,0,0,Yes,,< 2019,2021
DUS-PRTM30BR3-MO,Dus Powerskin RTM 30 Beige R3 MO,,,7896,2484,existing,10000,0,0,Yes,Reguler,2022,2023
DUS-PRTM40MBR3-MO,Dus Powerskin RTM 40 Medium Beige R3 MO,,,2707,1242,existing,10000,0,0,Yes,Reguler,2022,2023
DUS-PSBOPR1-MOILG,Dus Perfect Shade Blush On Palette R1 MO,,,5327,5003.255945,existing,5000,0,0,No,Reguler,2023,2023
DUS-PSPFR0-W,Dus Crystallure PLS Powder Foundation W,,,14568,2490,inactive,10000,0,0,No,Reguler,2020,2023
DUS-PSPFR1-W,Dus Crystallure PLS Powder Foundation R1 W,,,17976,830,existing,10000,0,0,Yes,Reguler,2021,< 2019
DUS-PTCLC02R0-MO,Dus Powerstay TC Liquid Concealer 02 MO (Pc(s)),,,1216,967.962087,existing,3000,0,0,Yes,Reguler,2022,2022
DUS-PTCLC03R0-MO,Dus Powerstay TC Liquid Concealer 03 MO (Pc(s)),,,1697,1421.71651,existing,3000,0,0,Yes,Reguler,2021,2022
DUS-PTCLCALLR1-MO,Dus Powerstay Total Cover Liquid Concealer R1 MO,,,13163,4000,existing,10000,0,0,No,Reguler,2023,2023
DUS-PTMLC2R0-MO,Dus Powerstay TM Lip Cream B02 MO (Pc(s)),,,8,551.1607822,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC2R1-MO,Dus Powerstay TM Lip Cream B02 R1 MO,,,3788,543.9926015,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC3R0-MO,Dus Powerstay TM Lip Cream B03 MO (Pc(s)),,,467,2221.116986,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC3R1-MO,Dus Powerstay TM Lip Cream B03 R1 MO,,,5122,1106.347254,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC4R0-MO,Dus Powerstay TM Lip Cream B04 MO (Pc(s)),,,2377,553.9222326,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC4R1-MO,Dus Powerstay TM Lip Cream B04 R1 MO,,,10688,1140.305433,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC5R0-MO,Dus Powerstay TM Lip Cream B05 MO (Pc(s)),,,4983,1665.310563,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC5R1-MO,Dus Powerstay TM Lip Cream B05 R1 MO,,,14569,2296.839811,existing,10000,0,0,Yes,Reguler,2021,2021
DUS-PTMLC6R0-MO,Dus Powerstay TM Lip Cream B06 MO (Pc(s)),,,1553,555.3383968,existing,10000,0,0,Yes,Reguler,2020,2021
DUS-PTMLER0-MO,Dus Powerstay Transferproof Matte Lip Cream Limited Edition MO,,,591,1223.973968,new product,35000,0,0,Yes,Reguler,2023,2023
DUS-PUDSR0-MO,Dus Powerskin Urban Defense Sunscreen MO,,,396,3000,to be discontinued,10000,0,0,Yes,Reguler,2022,2022
DUS-PUDSR1-MO,Dus Powerskin Urban Defense Sunscreen R1 MO,,,36136,8125,to be discontinued,10000,0,0,Yes,Reguler,2023,2023
DUS-PUGHR0-MOILD,Dus Powerstay Ultra Glow Highlighter MO,,,6150,3446.352238,to be discontinued,5000,0,0,No,Reguler,2023,2023
DUS-PVLSPUR2-MO,Dus Powerstay Vivid Waterlite Lip Stain R2 PU MO,,,28720,2895,existing,25000,25000,0,Yes,Reguler,2023,2023
DUS-PWCMR0-MOILD,Dus Powerskin Water Charge Moisturizer MO (Pc(s)),,,3575,2126.630156,existing,3000,0,0,Yes,Reguler,2021,2021
DUS-PWCMR2-MO,Dus Powerskin Water Charge Moisturizer R2 MO,,,16773,7984,existing,5000,0,0,No,Reguler,2023,2023
DUS-PWLF24H-MO,Dus Powerstay Weightless Liquid Foundation 24H MO,,,1773,3380,existing,30000,0,0,Yes,Reguler,2022,2023
DUS-PWLF24HR1-MO,Dus Powerstay Weightless Liquid Foundation 24H R1 MO,,,17526,7140.49902,existing,30000,0,0,No,Reguler,2023,2023
DUS-PWLFN10M-MOILD,Dus Powerstay WLF N10 Marble MO,,,0,4376.221249,inactive,3000,0,4424,Yes,Reguler,< 2019,2021
DUS-PYNGHTP-,Dus Penyangga Hair Tonic Putri,,,4059,70,existing,5000,0,0,Yes,Reguler,2021,2023
DUS-QLPR0-IP,Dus QUICKMATTE Loose Powder IP,,,19134,10945.54861,new product,10000,15000,0,No,Reguler,2023,2023
DUS-RCPGCR0-W,Dus Refill Colorfit PGC W,,,17872,1872.344288,new product,50000,0,0,No,Reguler,2022,2023
DUS-RCVPFR0-W,Dus Colorfit Velvet Powder Foundation Refill W,,,54764,1844.999994,existing,50000,100000,0,No,Reguler,2023,2023
DUS-REFCC02R0-W,Dus Refill Exclusive FC Cushion 02 W (Pc(s)),,,5423,3150,to be discontinued,30000,0,0,No,Reguler,2020,2023
DUS-REFCC03R0-W,Dus Refill Exclusive FC Cushion 03 W (Pc(s)),,,11695,5250,to be discontinued,30000,0,0,Yes,Reguler,2020,2023
DUS-REFCC04R0-W,Dus Refill Exclusive FC Cushion 04 W (Pc(s)),,,32269,6300,to be discontinued,30000,0,0,No,Reguler,2020,2023
DUS-RMFPFRR0-IP,Dus Refill Matte Fit Powder Foundation Revamp R0 IP,,,23861,4371.836241,new product,30000,0,0,No,Reguler,2023,2023
DUS-ROEDP100R0-K,Dus Revered Oud Eau de Parfum 100 K,,,10834,3842.601748,to be discontinued,5000,0,0,No,Reguler,2023,2023
DUS-RPHAGR0-E,Dus Ms. Pimple Moist Gel Revamp 20 E,,,58791,2830,new product,50000,92800,0,No,Reguler,2023,2023
DUS-RYDC15R0-W,Dus Renew You Day Cream 15 W,,,1446,1901.773701,to be discontinued,50000,0,0,Yes,Reguler,2022,2022
DUS-RYDC15R1-W,Dus Renew You Day Cream 15 R1 W,,,197876,10450.04584,existing,50000,108250,0,No,Reguler,2023,2023
DUS-RYDC30RV-W,Dus RY Day Cream 30 RV W,,,629,3670.367015,new product,50000,0,0,Yes,Reguler,2022,2022
DUS-RYDC30RV1-W,Dus RY Day Cream 30 RV R1 W,,,62320,19240,new product,50000,93000,0,No,Reguler,2023,2023
DUS-RYDC9R0-W,Dus Renew You Day Cream 9 W,,,235778,22268.1668,new product,75000,0,0,Yes,Reguler,2022,2023
DUS-RYEC10R0-W,Dus Renew You Eye Cream 10 W,,,6750,5838.881023,new product,10000,0,0,Yes,Reguler,2023,2023
DUS-RYISRV15R1-W,Dus RY Intensive Serum 15 R1 W,,,114844,6037.222222,existing,50000,142560,0,No,,2023,2023
DUS-RYISRV30-W,Dus RY Intensive Serum 30 W,,,8212,10991.65219,to be discontinued,5000,0,0,Yes,Reguler,2023,2023
DUS-RYNC15R0-W,Dus Renew You Night Cream 15 W,,,360,1038.746912,to be discontinued,50000,0,0,Yes,Reguler,2022,2022
DUS-RYNC15R1-W,Dus Renew You Night Cream 15 R1 W,,,117306,4982.235929,existing,50000,0,0,No,Reguler,2023,2023
DUS-RYNC30RV-W,Dus RY Night Cream 30 RV W,,,1428,5370.302085,new product,50000,0,0,Yes,,2022,2022
DUS-RYNC30RV1-W,Dus RY Night Cream 30 RV R1 W,,,93561,28860,new product,50000,101775,0,No,Reguler,2023,2023
DUS-RYTE100RV1-W,Dus RY Toner Essence 100 RV R1 W,,,40907,16096.24026,new product,10000,20400,0,No,Reguler,2023,2023
DUS-RYTE50R0-WICVG,Dus RYTE 50 W (Pc(s)),,,8975,960,inactive,,0,0,Yes,Reguler,2021,2022
DUS-RYTE50RV-W,Dus RY Toner Essence 50 RV W,,,4421,3475.857923,new product,10000,0,0,Yes,Reguler,2022,2022
DUS-RYTE50RV1-W,Dus RY Toner Essence 50 RV R1 W,,,25161,12600.61895,new product,10000,2700,0,Yes,Reguler,2023,2023
DUS-SACR0-IP,Dus Skincover Air Cushion IP,,,24257,7304.274172,new product,20000,0,0,No,Reguler,2023,2023
DUS-SBLER0-MO,Dus Powerstay Suede Blush Limited Edition MO,,,2355,1025,inactive,16000,0,0,Yes,Reguler,2022,2022
DUS-SBSPF3023R1-E,Dus Sun Battle SPF 30 23 R1 E,,,139401,1870.490236,existing,50000,249750,0,No,Reguler,2023,2023
DUS-SCABER0-W,Dus Sleeve Crystallure AB Essence 30 W (Pc(s)),,,7064,1553.299318,existing,10000,5004,0,Yes,Reguler,2023,2022
DUS-SCABER1-W,Dus Sleeve Crystallure AB Essence 30 R1 W,,,12810,0,existing,25000,3360,0,Yes,Reguler,2023,2023
DUS-SCPFTR0-T,Dus Sleeve Color Play Face Tint T,,,40174,0,new product,5000,0,0,No,Reguler,2023,2023
DUS-SCSAESR0-W,Dus Sleeve Crystallure SA Eye Serum W (Pc(s)),,,9268,0,existing,25000,10250,0,No,Reguler,2023,2023
DUS-SCSAHGR0-W,Dus Sleeve Crystallure SA Hydra Gel 50 W (Pc(s)),,,6114,0,existing,10000,0,0,Yes,Reguler,2023,2023
DUS-SCSAHGR1-W,Dus Sleeve Crystallure SA Hydra Gel 50 R1 W,,,19437,0,existing,25000,0,0,Yes,Reguler,2021,2022
DUS-SCSAOCR0-W,Dus Sleeve Crystallure A Overnight Cream 50 W (Pc(s),,,11,0,inactive,20000,0,0,Yes,Reguler,2022,2022
DUS-SCSAOCR1-W,Dus Sleeve Crystallure A Overnight Cream 50 R1 W,,,10249,8.066151923,inactive,25000,0,0,No,Reguler,2023,2023
DUS-SCSROSR1-W,Dus Sleeve Crystallure SR Oil Serum 30 R1 W,,,9892,7.19645751,existing,25000,5076,0,No,Reguler,2023,2023
DUS-SCSRRCR1-W,Dus Sleeve Crystallure SR Rich Cream 50 R1 W,,,9445,0,existing,25000,5004,0,No,Reguler,2023,2023
DUS-SEFCCR0-W,Dus Sleeve Exclusive Flawless Cover Cushion W,,,31895,7129.225358,new product,20000,0,0,No,Reguler,2023,2023
DUS-SEFCCRR0-W,Dus Sleeve Exclusive Flawless Cover Cushion Refill W,,,11718,11350,new product,20000,0,0,No,Reguler,2023,2023
DUS-SFCF30R0-IP,Dus SKINFOCUS Cover Foundation 30 mL IP,,,12673,4698.8453,new product,10000,10000,0,No,Reguler,2023,2023
DUS-SFLPR0-EILG,Dus Sebum Fighter Loose Powder E,,,60,1000,inactive,2500,0,0,Yes,Reguler,2020,2021
DUS-SFLPR2-E,Dus Sebum Fighter Loose Powder R2 E,,,8368,5082.754513,existing,5000,0,0,No,Reguler,2023,2023
DUS-SHF23-K,Sleeve Ramadhan Humbling Forest 2023 K,,,2206,890,new product,8000,0,0,Yes,One Shot,2023,2023
DUS-SHFC23-K,Sleeve Ramadhan Hydrating Facial Care 2023 K,,,58,2970,new product,1000,0,0,No,One Shot,2023,2023
DUS-SIMMBCR0-W,Dus Sleeve Instaperfect Mineralight Matte BB Cushion W,,,1507,485,inactive,30000,0,0,Yes,Reguler,2021,2021
DUS-SIPDGEKR0-IP,Sleeve Instaperfect Daily Glam Essential Kit IP,,,38,3000,new product,2000,0,0,Yes,Reguler,2023,2023
DUS-SIW23-K,Sleeve Ramadhan Invigorating Waterfall 2023 K,,,1162,1070,new product,6000,0,0,No,One Shot,2023,2023
DUS-SLAMR0-EILG,Dus Dus SLAM Emina,,,4189,1720.950942,to be discontinued,5000,0,0,Yes,Reguler,2022,2022
DUS-SLAMR1-E,Dus Star Lash Aqua Mascara R1 Emina,,,32107,3542.582115,existing,5000,0,0,No,Reguler,2023,2023
DUS-SLCR3-EIVD,Dus Smoochies Lip Balm Cucumber R3 E,,,1471,2290,existing,3000,0,0,No,Reguler,2022,2023
