Kode Item,Nama Internal,Internal Category,Brand,Qty,Total Price,Status,MOQ,Laptrima,Scrap,SMB,"Kategori FG
(NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Last Incoming,Last SMB
DUS-SLLR2-EIVD,Dus Smoochies Lip Balm Lemonade R2 E,,,80,1208.711555,to be discontinued,3000,0,0,Yes,,2022,2022
DUS-SLLR3-EIVD,Dus Smoochies Lip Balm Lemonade R3 E,,,4075,3969,existing,3000,0,0,No,Reguler,2022,2023
DUS-SMUBAR0-E,Dus SMU Browcara Ashy E,,,2280,1631.72545,to be discontinued,10000,0,0,Yes,Reguler,2022,2023
DUS-SMUBAR1-E,Dus SMU Browcara Ashy R1 E,,,10709,1707,existing,10000,10000,0,No,Reguler,2023,2023
DUS-SMUBCR1-E,Dus SMU Browcara Clear R1 E,,,8158,1707,existing,10000,10000,0,No,Reguler,2023,2023
DUS-SMUBWR0-E,Dus SMU Browcara Woody E,,,311,1138,to be discontinued,10000,0,0,Yes,Reguler,2022,2022
DUS-SMUBWR1-E,Dus SMU Browcara Woody R1 E,,,9383,2845,existing,10000,10000,0,No,Reguler,2023,2023
DUS-SMULCCR0-E,Dus SMU L Concealer Caramel E,,,19667,3481.085787,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULCLR0-E,Dus SMU L Concealer Light E,,,9361,6034.546817,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULCNR0-E,Dus SMU L Concealer Natural E,,,6908,4203.159404,to be discontinued,10000,0,0,No,Reguler,2023,2023
DUS-SMULG01R0-E,Dus SMU Lip Glass 01 E,,,18622,11232.94818,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULG02R0-E,Dus SMU Lip Glass 02 E,,,18581,2746.87864,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULM01R0-E,Dus SMU Lip Matte 01 E,,,30538,2201.1285,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULM02R0-E,Dus SMU Lip Matte 02 E,,,23478,4207.009149,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULM03R0-E,Dus SMU Lip Matte 03 E,,,29026,15278.44175,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULM04R0-E,Dus SMU Lip Matte 04 E,,,6211,3954.394445,to be discontinued,10000,0,0,No,Reguler,2021,2023
DUS-SMULM04R1-E,Dus SMU Lip Matte 04 R1 E,,,12000,0,existing,10000,0,0,Yes,Reguler,< 2019,< 2019
DUS-SMUMR2-E,Dus SMU Mascara R2 E,,,34143,5786.143982,existing,10000,0,0,No,Reguler,2023,2023
DUS-SOEDP100R0-K,Dus Saffron Oud Eau de Parfum 100 K,,,202,1455,to be discontinued,5000,0,0,Yes,Reguler,2023,2023
DUS-SPH-K,Sleeve Paket Haji K,,,7984,2000,inactive,7500,0,0,Yes,Reguler,2023,< 2019
DUS-SPHR1-K,Sleeve Paket Haji R1 K,,,1303,4400,existing,5000,0,0,No,,2023,2023
DUS-SPHXG-K,Sleeve Paket Haji X Garuda K,,,2967,2400,0,4000,200,0,No,,2023,2023
DUS-SPR1-MOILG,Dus Sparkling Powder REV-1 Make over,,,8407,1925,existing,5000,0,0,Yes,Reguler,2023,2023
DUS-SPRR1-MOILG,Dus Shimmering Powder Repackage R1 MO,,,40354,6056.467236,existing,10000,0,0,No,Reguler,2022,2023
DUS-SRGFHR0-MO,Sleeve Riche Glow Face Highlighter MO,,,3549,0,existing,10000,0,0,No,Reguler,2022,2023
DUS-SRL11R0-EILD,Dus SRL11 E,,,15441,500,inactive,1500,0,0,Yes,Reguler,< 2019,2022
DUS-SRL14R0-E,Dus SRL 14 E (Pc(s)),,,6330,250,inactive,1500,0,0,Yes,Reguler,< 2019,2022
DUS-SRL17R0-E,Dus SRL 17 E (Pc(s)),,,6813,250,inactive,1500,0,0,Yes,Reguler,< 2019,2022
DUS-SRL1R1-EILD,Dus SRL1 R1 E,,,2697,516.9845938,inactive,1500,0,0,Yes,Reguler,2022,2022
DUS-SRL2R1-EILD,Dus SRL2 R1 E,,,384,253.7583519,inactive,1500,0,0,Yes,Reguler,2021,2022
DUS-SRL3R1-EILD,Dus SRL3 R1 E,,,731,750,inactive,1500,0,0,Yes,Reguler,2020,2022
DUS-SRL5R0-EILD,Dus SRL5 E,,,441,249.5481928,inactive,1500,0,0,Yes,Reguler,2020,2022
DUS-SRL6R0-EILD,Dus SRL6 E,,,421,506.6103398,inactive,1500,0,0,Yes,Reguler,2021,2022
DUS-SRL7R0-EILD,Dus SRL7 E,,,922,998.0532122,inactive,1500,0,0,Yes,Reguler,2020,2022
DUS-SRLSR0-EILD,Dus Dus SRLS Emina,,,59228,2324.921756,to be discontinued,10000,55000,2,No,Reguler,2023,2023
DUS-SRLSR1-E,Dus SRLS Sugar Rush Lip Scrub R1 E,,,1548,0,existing,10000,0,0,Yes,Reguler,< 2019,< 2019
DUS-SRO23-K,Sleeve Ramadhan Revered Oud 2023 K,,,2009,890,new product,8000,0,0,Yes,One Shot,2023,2023
DUS-SSTPR2-MO,Dus Silky Smooth Translucent Powder R2 MO,,,438,9541.063601,to be discontinued,5000,0,0,Yes,Reguler,2022,2023
DUS-SSTPR3-MO,Dus Silky Smooth Translucent Powder R3 MO,,,28237,2544,existing,5000,60000,8,No,Reguler,2023,2023
DUS-STB23-K,Sleeve Ramadhan True Brotherhood 2023 K,,,2436,1070,new product,6000,0,0,Yes,One Shot,2023,2023
DUS-TBSPBR1-EILG,Dus OSK Tinted Balm Stick Pink Bonbons R1 E (Pc(s)),,,35452,4449.837324,existing,30000,30000,0,No,Reguler,2023,2023
DUS-TBSPCR1-EILG,Dus OSK Tinted Balm Stick Plum Candy R1 E (Pc(s)),,,51814,8497.717779,existing,30000,0,0,No,Reguler,2023,2023
DUS-TEPLR0-E,Dus Total Eclipse Pen Liner E,,,81058,5081.455937,new product,15000,0,0,Yes,Reguler,2023,2023
DUS-TESR2-MO,Dus Trivia Eye Shadow R2 MO,,,9020,3792.47091,existing,5000,0,0,No,Reguler,2023,2023
DUS-TGTO1C100R0-T,Dus Gel to Oil 1st Cleanser 100 R0 T,,,1251,5500,to be discontinued,10000,0,0,Yes,Reguler,2022,2022
DUS-TON100R1-MO,Dus Toner R1 MO,,,4759,1986.675418,inactive,5000,0,0,Yes,Reguler,2022,2022
DUS-TPSMR1-K,Dus Triple Protection Sunscreen Moisturizer 30 R1 K,,,44085,4255.000652,existing,5000,50000,0,No,Reguler,2023,2023
DUS-TSEBR0-EILD,Dus Dus TSEB Emina,,,7442,3175.481058,to be discontinued,5000,5000,0,No,Reguler,2023,2023
DUS-TWCPR1-MOILG,Dus TWC Palette R1 MO,,,4310,6700.413703,to be discontinued,5000,0,0,No,Reguler,2023,2023
DUS-UCLMFMO-I35493LG,Dus Ultra Cover Liquid Matt Found.50x49x97mm Make over,,,33308,4347.217331,existing,5000,30000,7,No,Reguler,2023,2023
DUS-VMP20CR0-MO,Dus Velvet Mattifying Primer 20 CRT MO,,,2938,1877.365485,to be discontinued,4000,0,0,Yes,Reguler,2022,2022
DUS-VMP20CR1-MO,Dus Velvet Mattifying Primer 20 R1 CRT MO,,,18469,2872.728853,existing,4000,18900,0,No,Reguler,2023,2023
DUS-WHPMG40R3C-WILG,Dus Witch Hazel Purifying Moisturizer Gel 40 R3 CRT W,,,60226,5137.777882,inactive,10000,0,0,No,Reguler,2023,2023
DUS-WLS01R0-E,Dus Watercolor Lip Serum 01 E,,,45384,4896.100193,existing,5000,0,0,No,Reguler,2023,2023
DUS-WLS02R0-E,Dus Watercolor Lip Serum 02 E,,,31519,3089.13309,existing,5000,0,0,No,Reguler,2023,2023
DUS-WLS03R0-E,Dus Watercolor Lip Serum 03 E,,,46461,5016.735494,existing,5000,50000,0,No,Reguler,2023,2023
DUS-WLS04R0-E,Dus Watercolor Lip Serum 04 E,,,46497,1123.469757,existing,5000,50000,0,No,Reguler,2023,2023
DUS-WSNC17CR2-WACLG,Dus White Secret NC 17 CRT R2 W,,,0,468.1472252,0,25000,0,0,Yes,Ex Revamp,2021,2021
DUS-YPCSR0-B,Dus Youth Power C Serum 20 B,,,6420,2475,new product,5000,0,0,Yes,Reguler,2023,2023
DUSS-ADM40R2-WM,Dus Sticker Acnederm Day Moisturizer 40 R2 WM,,,14501,0,,,0,0,Yes,Reguler,< 2019,2023
DUSS-ANTM40R2-WM,Dus Sticker Acnederm Night Treatment Moisturizer 40 R2 WM,,,24798,0,,,0,0,Yes,Reguler,< 2019,2023
DUSS-ASATG15R0-W,Dus Sticker Acnederm Acne Spot Treatment Gel 15 R0 W,,,20184,0,,,0,0,No,,< 2019,2023
DUSS-BOS01R0-MO,Dus Sticker Blush On Single 01 Pink Fantasist REV-0 Make Over,,,9,0,,,0,0,No,,< 2019,2023
DUSS-BOS06R0-MO,Dus Sticker Blush On Single 06 Caribbean Sunset REV-0 Make Over,,,886,0,,,0,0,No,,< 2019,2023
DUSS-BOS07R0-MO,Dus Sticker Blush On Single 07 Scarlet Sheen REV-0 Make Over,,,497,0,,,0,0,No,,< 2019,2023
DUSS-BOS09R0-MO,Dus Sticker Blush On Single 09 Summer Twist REV-0 Make Over,,,661,0,,,0,0,No,,< 2019,2023
DUSS-CSEDCC10R1-WM,Dus Sticker CS Eyes Dark Circle Corrector 10 R1 W,,,1565,4628,,,0,0,No,Reguler,< 2019,2023
DUSS-DMCP01R0-E,Dus Sticker Daily Matte Compact Powder 01 Light E,,,6655,0,,,0,0,No,,< 2019,2023
DUSS-DMCP02R0-E,Dus Sticker Daily Matte Compact Powder 02 Natural E,,,20569,2518.224041,,,0,0,Yes,,< 2019,2021
DUSS-DMCP03R0-E,Dus Sticker Daily Matte Compact Powder 03 Caramel E,,,9912,0,,,0,0,No,,< 2019,2023
DUSS-DMCP04R0-E,Dus Sticker Daily Matte Compact Powder 04 Mocca E,,,2856,0,,,0,0,No,,< 2019,2023
DUSS-EBBCL15C-W,Dus Sticker QR Everyday BB Cream Light 15 ml Wardah,,,16277,0,,,0,0,No,Reguler,< 2019,2023
DUSS-EBBCL30C-W,Dus Sticker QR Everyday BB Cream Light 30 ml Wardah,,,1673,0,,,0,0,No,Reguler,< 2019,2023
DUSS-EBBCN15C-W,Dus Sticker QR Everyday BB Cream Natural 15 ml Wardah,,,57375,0,,,0,0,No,Reguler,< 2019,2023
DUSS-EBBCN30C-W,Dus Sticker QR Everyday BB Cream Natural 30 ml Wardah,,,1157,0,,,0,0,No,,< 2019,2023
DUSS-EMLC18H-W,Dus Sticker Exclusive Matte Lip Cream 18 (Hologram) W,,,32,0,inactive,,0,0,Yes,Reguler,< 2019,2022
DUSS-HROG17R0-W,Dus sticker Hydra Rose Night Gel 17 W,,,3292,0,,,0,0,No,Reguler,< 2019,2023
DUSS-LBBCL30-WM,Dus Sticker LBBC Light 30 WM,,,23240,2431.341291,,,0,0,Yes,Reguler,< 2019,< 2019
DUSS-LBBCL30R1-WM,Dus Sticker LBBC Light 30 R1 WM,,,18043,4865.418387,,,0,0,Yes,Reguler,< 2019,2023
DUSS-LBBCN30R1-WM,Dus Sticker LBBC Natural 30 R1 WM,,,631,2349.345035,,,0,0,Yes,Reguler,< 2019,2023
DUSS-LBBCN30R2-WM,Dus Sticker LBBC Natural 30 R2 WM,,,87,0,,,0,0,No,,< 2019,2023
DUSS-LDC20RLR0-W,Dus Sticker Lightening Day Cream 20 Relaunch W,,,44161,457,,,0,0,Yes,Reguler,< 2019,2020
DUSS-LSA30R0-WM,Dus Sticker Lightening Serum Ampoule 30 R0 WM,,,1376,903.9482349,,,0,0,Yes,Reguler,< 2019,2021
DUSS-PBMS2820-WM,Dus Sticker Perfect Bright Moisturizer SPF28 20 WM,,,1712,0,existing,,0,0,Yes,Reguler,< 2019,2021
DUSS-PCRTWC02R0-MO,Dus Sticker Perfect Cover Refill TWC 02 Coral REV-0 Make Over,,,78,0,,,0,0,No,,< 2019,2023
DUSS-PCRTWC04R0-MO,Dus Sticker Perfect Cover Refill TWC 04 Desert REV-0 Make Over,,,4556,0,,,0,0,Yes,,< 2019,< 2019
DUSS-PCTWC02R0-MO,Dus Sticker Perfect Cover TWC 02 Coral REV-0 Make Over,,,1484,0,,,0,0,No,,< 2019,2023
DUSS-PCTWC04R0-MO,Dus Sticker Perfect Cover TWC 04 Desert REV-0 Make Over,,,4309,0,,,0,0,Yes,,< 2019,< 2019
DUSS-PCTWC08R0-MO,Dus Sticker Perfect Cover TWC 08 Honey REV-0 Make Over,,,3002,0,,,0,0,No,,< 2019,2023
DUSS-PMFC21R0-MO,Dus Sticker Powerstay Matte Powder Foundation C21 MO,,,1699,5700,,,0,0,No,,< 2019,2023
DUSS-PMFC31R0-MO,Dus Sticker Powerstay Matte Powder Foundation C31 MO,,,134,0,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFC41R0-MO,Dus Sticker Powerstay Matte Powder Foundation C41 MO,,,472,0,,,0,0,Yes,,< 2019,2023
DUSS-PMFC51R0-MO,Dus Sticker Powerstay Matte Powder Foundation C51 MO,,,100,1465,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFC62R0-MO,Dus Sticker Powerstay Matte Powder Foundation C62 MO,,,112,0,,,0,0,No,,< 2019,2023
DUSS-PMFN10R0-MO,Dus Sticker Powerstay Matte Powder Foundation N10 MO,,,5499,7338.553245,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFN20R0-MO,Dus Sticker Powerstay Matte Powder Foundation N20 MO,,,1275,1950,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFN30R0-MO,Dus Sticker Powerstay Matte Powder Foundation N30 MO,,,16255,10747.64743,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFN40R0-MO,Dus Sticker Powerstay Matte Powder Foundation N40 MO,,,151,0,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFN50R0-MO,Dus Sticker Powerstay Matte Powder Foundation N50 MO,,,89,0,,,0,0,No,,< 2019,2023
DUSS-PMFW12R0-MO,Dus Sticker Powerstay Matte Powder Foundation W12 MO,,,636,0,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW21R0-MO,Dus Sticker Powerstay Matte Powder Foundation W21 MO,,,1713,0,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW22R0-MO,Dus Sticker Powerstay Matte Powder Foundation W22 MO,,,9030,0,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW30R0-MO,Dus Sticker Powerstay Matte Powder Foundation W30 MO,,,1093,5860,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW32R0-MO,Dus Sticker Powerstay Matte Powder Foundation W32 MO,,,3036,7710,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW33R0-MO,Dus Sticker Powerstay Matte Powder Foundation W33 MO,,,6919,7980,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW41R0-MO,Dus Sticker Powerstay Matte Powder Foundation W41 MO,,,2389,3900,,,0,6,No,Reguler,< 2019,2023
DUSS-PMFW42R0-MO,Dus Sticker Powerstay Matte Powder Foundation W42 MO,,,911,4395,,,0,0,No,Reguler,< 2019,2023
DUSS-PMFW50R0-MO,Dus Sticker Powerstay Matte Powder Foundation W50 MO,,,95,0,,,0,0,Yes,Reguler,< 2019,2023
DUSS-PMFW60R0-MO,Dus Sticker Powerstay Matte Powder Foundation W60 MO,,,456,0,,,0,0,Yes,,< 2019,2022
DUSS-PR20R0-ELD,Dus Sticker QR Pore Ranger 20 R0 E,,,276,0,,,0,0,No,,< 2019,2023
DUSS-RCVPF11CR0-W,Dus Sticker Colorfit Velvet Powder Foundation 11C Refill Wardah (Barcode&Varian),,,2043,0,,,0,0,No,Reguler,< 2019,2023
DUSS-RCVPF22NR0-W,Dus Sticker Colorfit Velvet Powder Foundation 22N Refill Wardah (Barcode&Varian),,,4966,0,,,0,4,No,Reguler,< 2019,2023
DUSS-RCVPF23WR0-W,Dus Sticker Colorfit Velvet Powder Foundation 23W Refill Wardah (Barcode&Varian),,,3621,0,,,0,0,No,Reguler,< 2019,2023
DUSS-RCVPF32NR0-W,Dus Sticker Colorfit Velvet Powder Foundation 32N Refill Wardah (Barcode&Varian),,,7323,0,,,0,0,No,Reguler,< 2019,2023
DUSS-RCVPF33WR0-W,Dus Sticker Colorfit Velvet Powder Foundation 33W Refill Wardah (Barcode&Varian),,,2455,0,,,0,0,No,Reguler,< 2019,2023
DUSS-RCVPF42NR0-W,Dus Sticker Colorfit Velvet Powder Foundation 42N Refill Wardah (Barcode&Varian),,,343,0,,,0,0,No,Reguler,< 2019,2023
DUSS-RCVPF43WR0-W,Dus Sticker Colorfit Velvet Powder Foundation 43W Refill Wardah (Barcode&Varian),,,717,0,,,0,0,No,Reguler,< 2019,2023
DUSS-RCVPF52NR0-W,Dus Sticker Colorfit Velvet Powder Foundation 52N Refill Wardah (Barcode&Varian),,,13,0,,,0,0,No,,< 2019,2023
DUSS-SPCR0-MO,Dus Sticker Shimmering Powder Crystalist Make Over (Barcode),,,13,0,,,0,0,No,,< 2019,2023
DUSS-SPGR0-MO,Dus Sticker Shimmering Powder Goldinx Make Over (Barcode),,,14,0,,,0,0,No,,< 2019,2023
DUSS-SSTP01R0-MO,Dus Sticker Silky Smooth Translucent Powder 01 Make Over (Barcode),,,2739,0,,,0,0,Yes,,< 2019,< 2019
DUSS-SSTP02R0-MO,Dus Sticker Silky Smooth Translucent Powder 02 Make Over (Barcode),,,5513,0,,,0,0,No,,< 2019,2023
DUSS-SSTP04R0-MO,Dus Sticker Silky Smooth Translucent Powder 04 Make Over (Barcode),,,61,0,,,0,0,No,,< 2019,2023
DUSS-SSTP05R0-MO,Dus Sticker Silky Smooth Translucent Powder 05 Make Over (Barcode),,,5,0,,,0,0,No,,< 2019,2023
DUSS-SSTP06R0-MO,Dus Sticker Silky Smooth Translucent Powder 06 Make Over (Barcode),,,5479,0,,,0,0,Yes,,< 2019,< 2019
DUSS-SSTP07R0-MO,Dus Sticker Silky Smooth Translucent Powder 07 Make Over (Barcode),,,2772,0,,,0,0,Yes,,< 2019,< 2019
DUSS-TESBGR0-MO,Dus Sticker Trivia Eye Shadow Black Goddiva REV-0 Make Over,,,17,0,,,0,0,No,,< 2019,2023
DUSS-TESEBR0-MO,Dus Sticker Trivia Eye Shadow Emperor Brown REV-0 Make Over,,,991,0,,,0,0,Yes,,< 2019,< 2019
DUSS-TESENSR0-MO,Dus Sticker Trivia Eye Shadow Enchanting Nude Spell REV-0 Make Over,,,15,0,,,0,0,No,,< 2019,2023
DUSS-TESGER0-MO,Dus Sticker Trivia Eye Shadow Golden Espress REV-0 Make Over,,,13,0,,,0,0,No,,< 2019,2023
DUSS-TESISR0-MO,Dus Sticker Trivia Eye Shadow Indian Summer REV-0 Make Over,,,2437,0,,,0,0,Yes,,< 2019,< 2019
DUSS-WHPMG40R1-WM,Dus Sticker Witch Hazel Purifying Moisturizer Gel 40 R1 WM,,,149,0,,,0,0,Yes,Reguler,< 2019,2023
EBM-BSEDAR1-MO,Brow Styler Eye Definer Americano R1 MO,,,21,15306.53566,to be discontinued,10000,0,0,Yes,,2022,2022
EBM-EXPMBD1R0-W,EyeXpert Matic Brow Definer 01 Light Brown W,,,1,8110.307833,existing,0,33000,0,No,,2023,2023
EBP-ABBLR1-E,Eye Brow Pencil Black R1 Emina,,,10,4488.501363,existing,5000,0,0,Yes,,2023,2023
EBP-ABBRR1-E,Eye Brow Pencil Brown R1 Emina,,,16,8976.743024,existing,5000,0,0,Yes,,2023,2023
EBP-BLMOIS91-CTP2WIJ,Case/Container Eye Brow Pencil Black Lines <NC 09131206164>,,,13762,39291.35643,existing,5000,8442,0,Yes,,2023,2022
EBP-BTEMOIBR9-CTP2WI,Case/Container Eye Brow Pencil Brown To Earth Make over,,,13941,27233.75274,existing,5000,8794,0,Yes,,2023,2022
EEP-01BLWR0-X,EyeXpert Eyebrow Pencil 01 Black W,,,1,5750.94,existing,0,35000,0,No,,2023,2023
EEP-02BLWR0-X,EyeXpert Eyebrow Pencil 02 Brown W,,,76947,23104.11694,existing,0,205000,0,No,,2023,2023
EL-ECBKR0-E,Produk jadi Eye Liner ECBK Emina,,,22982,17195.18453,existing,10000,0,0,Yes,,2023,2022
EL-HBSSLMOR1-X,Hyperblack Superstay Liner R1 MO,,,12,41439.96077,to be discontinued,10000,0,0,Yes,,2023,2023
ELL-EOHBLR2-WPP,Eye Liner Liquid EyeXpert Optimum Hi-Black Liner R2 W,,,64801,73264.1478,to be discontinued,10000,0,0,Yes,,2022,2022
ELP-BJMOR2SZS-CT2S,ELP Black Jack R2 MO,,,9,33039.79909,existing,5000,10514,0,No,,2023,2023
ELP-BLR2W-SCS,Eye Liner Pencil Black R2 W,,,3,8065.346398,existing,5000,0,0,Yes,,2023,2023
ELP-EDBRR1-E,Eye Liner Pencil Brown R1 Emina,,,-2,4488.763809,existing,5000,0,0,Yes,,2023,2023
ELP-SLR1-MO,ELP Silver Lines R1 MO,,,8,17367.54073,existing,5000,0,0,Yes,,2023,2023
ENV-NDMCP01R0-E,Envelope NFS Daily Matte Compact Powder 01 E,,,2,840,inactive,5000,0,0,Yes,Reguler,2022,2022
ENV-NDMCP02R0-E,Envelope NFS Daily Matte Compact Powder 02 E,,,80,731.145097,inactive,5000,0,0,Yes,NFS,2022,2022
ENV-NDMCP02R1-E,Envelope NFS Daily Matte Compact Powder 02 R1 E,,,1464,1460,existing,15000,11600,0,No,,2023,2023
ENV-NFSBLAR1-WL,Envelope NFS Body Lotion Amore 10 R1 WL,,,12592,625,0,10000,12600,0,Yes,,2023,< 2019
ENV-NFSBLER1-WL,Envelope NFS Body Lotion Exfo Mode 10 R1 WL,,,15000,625,0,10000,0,0,Yes,,< 2019,< 2019
ENV-NFSBLFR1-WL,Envelope NFS Body Lotion Fearless 10 R1 WL,,,10884,1250,0,10000,10900,0,Yes,,2023,< 2019
ENV-NFSBLRR1-WL,Envelope NFS Body Lotion Royale 10 R1 WL,,,12587,625,0,10000,12600,0,Yes,,2023,< 2019
ENV-NFSBLVR1-WL,Envelope NFS Body Lotion Voyage 10 R1 WL,,,10892,625,0,10000,10900,0,Yes,,2023,< 2019
ENV-NFSBWMGT15-BD,Envelope NFS Body Wash Mint + Green Tea 15 BD,,,294,600,inactive,50000,0,0,Yes,Reguler,2022,2022
ENV-NFSBWMGT15R1-BD,Envelope NFS Body Wash Mint + Green Tea 15 R1 BD,,,311,600,existing,50000,0,0,Yes,NFS,2023,2023
ENV-NFSBWMSS15-BD,Envelope NFS Body Wash Mint + Sea Salt 15 BD,,,2699,600,inactive,50000,0,0,Yes,Reguler,2022,2022
ENV-NFSBWMSS15R1-BD,Envelope NFS Body Wash Mint + Sea Salt 15 R1 BD,,,2,600,existing,50000,51017,0,No,,2023,2023
ENV-NFSBWMYZ15-BD,Envelope NFS Body Wash Mint + Yuzu 15 BD,,,98,600,inactive,50000,0,0,Yes,Reguler,2022,2022
ENV-NFSBWMYZ15R1-BD,Envelope NFS Body Wash Mint + Yuzu 15 R1 BD,,,1076,600,existing,50000,0,0,Yes,,2023,2023
ENV-NFSER0-ELL,Envelope NFS Earth,,,1176,1960,new product,20000,0,0,Yes,NFS,2022,2023
ENV-NFSGEFS8R1-K,Envelope NFS Gentle Exfoliating Face Scrub 8 R1 K,,,459,525,existing,40000,0,0,Yes,Reguler,2022,2022
ENV-NFSHTS10-W,Envelope NFS Hairfall Treatment Shampoo 10 W,,,748,450,new product,51500,0,0,Yes,,2022,2022
ENV-NFSLWFF5-W,Envelope NFS Lightening Whip Facial Foam 5 W,,,660,220,new product,200000,0,0,Yes,Reguler,2021,2021
ENV-NFSOACFWR2-K,Envelope NFS OAC FW R2 K,,,481,525,existing,40000,0,0,Yes,Reguler,2022,2022
ENV-NFSPBCFOC-WLG,Envelope NFS PBCFB Oil Control 10 W,,,1992,0,inactive,100000,0,0,Yes,Reguler,< 2019,< 2019
ENV-NFSRYSP-W,Envelope NFS RY S Package W (Pc(s)),,,1800,265,inactive,,0,0,Yes,Reguler,< 2019,< 2019
ENV-NFSSABE5R0-CL,Envelope NFS Crystallure Supreme Activating Booster Essence 5 R0 CL,,,475,1170,new product,7500,0,0,No,,2023,2023
ENV-NFSSEBFWR2-K,Envelope NFS EB FW R2 K,,,484,525,existing,40000,0,0,Yes,Reguler,2022,2022
ENV-NFSTAOCDFW8R0-K,Envelope NFS Triple Action Oil and Comedo Defense Face Wash 8 R0 K,,,1295,1050,new product,40000,0,0,Yes,Reguler,2022,2022
ENV-NFSVNZS5-T,Envelope NFS Niacinamide Zinc Serum 5 T,,,178,3534,new product,10000,0,0,Yes,NFS,2023,2023
ENV-NFSVRBS5-T,Envelope NFS Retinol Peptide Serum 5 T,,,323,3534,new product,10000,0,0,Yes,NFS,2023,2023
ENV-NFSVSCS5-T,Envelope NFS Squalane Ceramide Serum 5 T,,,128,1767,new product,8200,0,0,Yes,NFS,2023,2023
ENV-NPM01R0-E,Envelope NFS Poppin' Matte 01 E,,,305,1460,new product,20000,0,0,Yes,Reguler,2022,2022
ENV-NPM02R0-E,Envelope NFS Poppin' Matte 02 E,,,754,1460,new product,20000,0,0,Yes,Reguler,2022,2022
ES-PEPFGR0-MO,Powerstay Eye Palette Futurist Gleam MO,,,14,58880,new product,12000,0,0,No,,2023,2023
ESP-RR9GR0-MO,Eye Shadow Palette Royal Rose 9 g MO (Pc(s)),,,7,134767.338,existing,7500,9700,0,No,,2023,2023
ESP-UB9GR0-MO,Eye Shadow Palette Uptown Bae 9 g MO (Pc(s)),,,8,129705.1606,existing,22500,15000,0,No,,2023,2023
GODE-BOER0-WAL,Godet Godet Blush On Everyday W Wardah,,,20685,554.9029456,existing,14000,14000,0,No,Reguler,2023,2023
GODE-BOMOR2-AL38,Godet Godet Blush On R2 MO u/ trial Make over 61.7X24.,,,17131,1959.991735,existing,12000,24000,0,No,Reguler,2023,2023
GODE-CHCPRER0-W,Godet Colorfit Highlight Contour Palette Rectangular W,,,20176,2944.474962,new product,10000,21000,0,No,Reguler,2023,2023
GODE-CHCPROR0-W,Godet Colorfit Highlight Contour Palette Rounded W,,,16910,1124.822666,new product,10000,34000,0,No,Reguler,2023,2023
GODE-CPLPBR0-W,Godet Crystallure PLP Blush W (Pc(s)),,,12984,421.378839,existing,15000,0,0,Yes,Reguler,2022,2023
GODE-CPSPFR0-W,Godet Crystallure PLS Powder Foundation W,,,48692,1290,existing,20000,0,0,No,NPD,2021,2023
GODE-CPTZ59R1-MO,Godet Compact Powder T-Zone R1 MO,,,177265,9240,existing,100000,468000,7,No,Reguler,2023,2023
GODE-CPTZB-SMD59A-P,Godet Godet CP T-Zone SM,,,707,999.0710601,to be discontinued,,0,0,Yes,,2022,2022
GODE-CQEPR0-W,Godet Colorfit Quad Eye Palette W,,,31350,419.9999992,new product,50000,150000,0,No,Reguler,2023,2023
GODE-CTWC-OMG,Godet Coverlast Two Way Cake OMG,Pc(s),OMG,0,60544415,new product,40000,76000,0,Yes,NPD,2023,< 2019
GODE-ESMOR2A4-261944,"Godet Godet ES R2 MO - 26,8x19,8x4,5mm Make over",,,17051,1063.861055,existing,20000,40000,0,No,Reguler,2023,2023
GODE-ESSWA33-178538,Godet Godet ES Square W Wardah,,,65029,229.9998667,existing,40000,160000,0,No,Reguler,2023,2023
GODE-ISCEPR1-WAL,Godet Instaperfect Spotlight Chromatic Eye Palette R1 W,,,26633,574.9982021,existing,10000,20000,0,Yes,Reguler,2023,2023
GODE-LPR1-MO,Godet Lip Palette R1 MO (Pc(s)),,,26373,339.2994966,existing,20000,0,0,No,Reguler,2023,2023
GODE-LPWNL2781-,Godet Godet Lip Pallete W Wardah,,,59019,239.9984455,existing,30000,60000,0,No,Reguler,2023,2023
