Kebutuhan packaging: closing DSR April 2023,,,,,,Kebutuhan Produksi (by Forecast),,,,,,,,,,,,,,,,,,,,,,DON’T SORT WITH FORMULAE,,,,,,,,,,,,,,,,cek,Akumulasi FC,,,,Stock L6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kode Item,Nama Internal,Jenis,Brand,Stock (Pcs),Value (IDR),May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total Kebutuhan next 6 month,Total Kebutuhan next 16 month,Status Pack,Umur Stok (Month),Kategori Umur Stok Slobs,"Status Stok, SLOB > 6 bln",Stock SLOB (Pcs),Value SLOB,Last Incoming,"Last
SMB",Keterangan,MOQ,Umur MOQ,Rank Value SLOBS,Status Report April 23,Qty Report April 23,Value Report April 23,Kebutuhan Total Report April 23,Selisih Qty,Selisih Value,Rank Selisih Value,Laptrima,Pemusnahan,Reason Stock Bergerak,Static Stock,Rank Value Static Stock,"Kategori FG (NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Report Mei 23,Report April 23,Report Mar 23,Report Feb 23,Report Jan 23,Report Dec 22,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total,,Composite Key,Composite Key
TUBE-POSFCF33WO30R0-IP,Tube + Pump + Overcap SKINFOCUS Cover Foundation 33 Warm Olive 30 mL IP,,,"5,389","15,471","1,060",0,0,"1,060","1,060","1,060","1,060","1,060","1,060","1,060","1,060","1,060","1,060","1,060","1,060","1,060","4,240","14,840",new product,7,7-12 Bulan,Slow Moving,"1,149","3,298.60",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.67,642,Slow Moving,"2,700","20,885,850","16,960","-1,551","-20,882,551","4,432",  - ,  - ,,No,"2,199",Reguler,"5,389","  8,000 ","  8,000 ","  9,383 ","  9,383 ","  9,383 ",,4329,4329,4329,3269,2209,1149,89,-971,-2031,-3091,-4151,-5211,-6271,-7331,-8391,-9451,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,,"3,298.60",0
TUBE-POSFCF43CS30R0-IP,Tube + Pump + Overcap SKINFOCUS Cover Foundation 43 Creme Sand 30 mL IP,,,"8,929","47,860",0,0,0,643,643,"1,286",643,643,"1,286",643,643,"1,286",643,643,"1,286",0,"2,572","10,288",new product,13,13-16 Bulan,Slow Moving,"6,357","34,073.86",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.97,114,Slow Moving,"7,803","62,241,827","14,789","-1,446","-62,207,753","4,661",  - ,  - ,,No,"2,199",Reguler,"8,929","  11,661 ","  11,661 ","  12,866 ","  13,509 ","  13,509 ",,8929,8929,8929,8286,7643,6357,5714,5071,3785,3142,2499,1213,570,-73,-1359,-1359,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,,"34,073.86",0
TUBE-POSFCF52A30R0-IP,Tube + Pump + Overcap SKINFOCUS Cover Foundation 52 Almond 30 mL IP,,,"8,967","15,931",0,0,0,0,0,756,0,756,756,0,756,756,0,756,756,0,756,"5,292",new product,>16,>16 Bulan,Slow Moving,"8,211","14,587.93",2022,2023,,"10,000",1.89,265,Slow Moving,"9,819","78,213,542","11,340","-1,608","-78,198,954","4,705",  - ,  - ,,No,"2,199",Reguler,"8,967","  12,087 ","  12,087 ","  13,689 ","  13,689 ","  14,163 ",,8967,8967,8967,8967,8967,8211,8211,7455,6699,6699,5943,5187,5187,4431,3675,3675,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"14,587.93",0
TUBE-PR20R0-EMC,Tube Pore Ranger 20 Emina,,,"47,361","18,069","10,032","36,784","43,472","33,440","36,784","40,128","33,440","26,752","43,472","33,440","33,440","43,472","33,440","33,440","40,128","33,440","200,640","555,104",existing,2,<6 Bulan,OK,0,0.00,2022,2023,,"10,000",0.02,"2,207",OK,0,0,"585,200",0,0,265,  - ,  - ,,No,"2,199",Reguler,"47,361","  99,034 ","  98,458 ","  111,081 ","  101,936 ","  122,044 ",,37329,545,-42927,-76367,-113151,-153279,-186719,-213471,-256943,-290383,-323823,-367295,-400735,-434175,-474303,-507743,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-PRILR0-MO,Tube Powerstay Radiant Illuminizer Lumiere MO (Pc(s)),,,"14,036","11,261",0,0,0,"3,402",0,0,0,0,0,0,0,0,0,0,0,0,"3,402","3,402",existing,>16,>16 Bulan,Slow Moving,"10,634","8,531.86",2023,2022,MOQ lebih dari forecast 16 bulan ke depan,,,367,Slow Moving,"10,634","23,950,635","3,402",0,"-23,942,103","4,459",  - ,  - ,,Yes,446,Reguler,"14,036","  14,036 ","  14,036 ","  13,743 ","  13,752 ","  9,037 ",,14036,14036,14036,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"8,531.86","11,261"
TUBE-PRISKR0-MO,Tube Powerstay Radiant Illuminizer Sun Kissed MO (Pc(s)),,,"3,869","4,675",0,0,0,0,"3,402",0,0,0,0,0,0,0,0,0,0,0,"3,402","3,402",existing,>16,>16 Bulan,Slow Moving,467,564.33,2021,2022,,"10,000",2.94,"1,255",Slow Moving,467,"1,091,704","3,402",0,"-1,091,140","3,399",  - ,  - ,,Yes,632,Reguler,"3,869","  3,869 ","  3,472 ","  3,472 ","  4,218 ","  4,218 ",,3869,3869,3869,3869,467,467,467,467,467,467,467,467,467,467,467,467,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,564.33,"4,675"
TUBE-PSFPBS8R0-W,PS Final Tube Perfect Bright Serum 8 W,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PS,0,<6 Bulan,OK,0,0.00,< 2019,< 2019,Tidak ada kebutuhan 16 bulan ke depan,200,,"2,207",Slow Moving,200,0,0,-200,0,265,  - ,  - ,,Yes,"2,199",PS,0,  200 ,  200 ,  200 ,  200 ,  200 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
TUBE-PSMUASBT20-T,PS Tube Mock Up Acne Spot Blue Treatment 20 T,,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,200,0.00,< 2019,2023,Tidak ada kebutuhan 16 bulan ke depan,200,,"2,207",Slow Moving,200,0,0,0,0,265,  - ,  - ,,Yes,"2,199",PS,200,  200 ,  200 ,  200 ,  200 ,  200 ,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0.00,0
TUBE-PSPSMUR0-MO,PS Tube Powerskin Sunscreen for Make Up MO,,,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PS,>16,>16 Bulan,Slow Moving,196,0.00,2021,2021,Tidak ada kebutuhan 16 bulan ke depan,400,,"2,207",Slow Moving,196,0,0,0,0,265,  - ,  - ,,Yes,"2,199",,196,  196 ,, -, -, -,,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0.00,0
TUBE-PSRBSFW50KPDT-E,Tube PS Revamp BS Face Wash 50 E,,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,78,0.00,< 2019,2023,Tidak ada kebutuhan 16 bulan ke depan,178,,"2,207",Slow Moving,78,0,0,0,0,265,  - ,  - ,,Yes,"2,199",PS,78,  78 ,  78 ,  178 ,  178 ,  178 ,,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0.00,0
TUBE-PSRYSRDC15R0-WPBL,Tube PS Renew You Skin Rejuvenation Day Cream 15 PBL W,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>16,>16 Bulan,Slow Moving,20,0.00,< 2019,< 2019,Tidak ada kebutuhan 16 bulan ke depan,100,,"2,207",Slow Moving,20,0,0,0,0,265,  - ,  - ,,Yes,"2,199",PS,20,  20 ,  20 ,  20 ,  20 ,  20 ,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0.00,0
TUBE-PSRYSRNC15R0-WPBL,Tube PS Renew You Skin Rejuvenation Night Cream 15 PBL W,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>16,>16 Bulan,Slow Moving,20,0.00,< 2019,< 2019,Tidak ada kebutuhan 16 bulan ke depan,100,,"2,207",Slow Moving,20,0,0,0,0,265,  - ,  - ,,Yes,"2,199",PS,20,  20 ,  20 ,  20 ,  20 ,  20 ,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0.00,0
TUBE-PUDSR0-MO,Tube Powerskin Urban Defense Sunscreen MO,,,"62,138","24,033",0,0,"4,464",0,"4,464","4,464","4,464",0,"4,464","4,464",0,"4,464","4,464",0,0,0,"13,392","35,712",to be discontinued,>16,>16 Bulan,Slow Moving,"48,746","18,853.01",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.28,208,Slow Moving,"48,746","106,498,951","35,712",0,"-106,480,098","4,742",  - ,  - ,,Yes,329,Reguler,"62,138","  62,138 ","  62,332 ","  41,645 ","  28,726 ","  42,300 ",,62138,62138,57674,57674,53210,48746,44282,44282,39818,35354,35354,30890,26426,26426,26426,26426,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"18,853.01","24,033"
TUBE-PUDSR1-MO,Tube Powerskin Urban Defense Sunscreen R1 MO,,,"23,370","2,201",0,"9,096","18,192",0,0,0,"9,096","9,096",0,"9,096",0,"9,096",0,"9,096",0,"9,096","27,288","81,864",existing,2,<6 Bulan,OK,0,0.00,2023,< 2019,,"10,000",0.12,"2,207",Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,Tidak ada di report sebelumnya,,,,"  23,370 ",  - ,,Yes,828,,"23,370",,  - ,  - ,  - ,  - ,,23370,14274,-3918,-3918,-3918,-3918,-13014,-22110,-22110,-31206,-31206,-40302,-40302,-49398,-49398,-58494,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,"2,201"
TUBE-RPHAG-E,Tube Ms. Pimple Moist Gel Revamp 20 E,,,"57,636","9,816",0,"45,344","45,344",0,"45,344","45,344","45,344",0,"45,344","45,344",0,"45,344","45,344","45,344","45,344",0,"181,376","498,784",new product,2,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.10,"2,207",OK,0,0,"517,561",0,0,265,"  61,761 ",  - ,,No,"2,199",Reguler,"57,636","  42,740 ","  42,740 ","  115,480 ","  78,365 ","  68,343 ",,57636,12292,-33052,-33052,-78396,-123740,-169084,-169084,-214428,-259772,-259772,-305116,-350460,-395804,-441148,-441148,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-RPHAS-E,Tube Ms. Pimple Face Wash Revamp 50 E,,,"13,116","6,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,"13,116","6,556.20",2023,2023,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,"2,207",Discontinue,"13,118","17,200,846",0,-2,"-17,194,290","4,381",  - ,  - ,,Yes,551,Reguler,"13,116","  13,118 ","  13,090 ","  13,080 ","  13,080 ","  36,600 ",,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,13116,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,"6,556"
TUBE-RPHASR1-E,Tube Ms. Pimple Face Wash Revamp 50 R1 E,,,"9,120","6,782","91,930","55,158","73,544","55,158","55,158","91,930","55,158","36,772","91,930","55,158","55,158","73,544","73,544","55,158","73,544","55,158","422,878","1,048,002",existing,0,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.05,"2,207",OK,0,0,"992,844",0,0,265,  - ,  - ,,No,"2,199",,"9,120","  47,967 ","  6,570 ", -, -, -,,-82810,-137968,-211512,-266670,-321828,-413758,-468916,-505688,-597618,-652776,-707934,-781478,-855022,-910180,-983724,-1038882,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
TUBE-RYDC15R0-WPBL,Tube Renew You Day Cream 15 PBL W,,,252,"2,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,252,"2,546.20",2022,2023,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,710,Slow Moving,252,"213,881",0,0,"-211,334","2,718",  - ,  - ,,Yes,792,Reguler,252,  252 ,  273 ,  176 ,  176 ,  371 ,,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"2,546.20","2,546"
TUBE-RYDC15R1-WPBL,Tube Renew You Day Cream 15 PBL R1 W,,,"122,123","15,195",0,"60,570","60,570","60,570","60,570","121,140","60,570",0,"121,140","60,570","60,570","60,570","60,570","60,570","60,570","60,570","363,420","969,120",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.05,"2,207",OK,0,0,"1,150,830",0,0,265,"  99,400 ",  - ,,No,"2,199",Reguler,"122,123","  143,670 ","  98,024 ","  113,977 ","  74,618 ","  35,601 ",,122123,61553,983,-59587,-120157,-241297,-301867,-301867,-423007,-483577,-544147,-604717,-665287,-725857,-786427,-846997,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
TUBE-RYEC10R1-W,Tube Renew You Eye Cream 10 R1 W,,,"80,228","17,117",0,"16,800",0,"16,800",0,"16,800",0,"16,800",0,"16,800",637,"17,780",784,"17,535",539,"17,143","50,400","138,418",existing,9,7-12 Bulan,Slow Moving,"29,828","6,363.99",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.07,440,OK,0,0,"199,458","29,828","6,364",40,"  18,000 ",  - ,,No,"2,199",Reguler,"80,228","  62,559 ","  62,097 ","  38,047 ","  53,973 ","  70,156 ",,80228,63428,63428,46628,46628,29828,29828,13028,13028,-3772,-4409,-22189,-22973,-40508,-41047,-58190,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,,"6,363.99",0
TUBE-RYFW100R0-WPBL,Tube Renew You Facial Wash 100 PBL W,,,"222,296","91,289","55,568","83,352","138,920","92,815","111,136","148,383","111,136","92,815","148,383","111,136","120,599","138,920","120,599","120,599","111,136","111,136","630,174","1,816,633",to be discontinued,2,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.06,"2,207",OK,0,0,"1,965,016",0,0,265,"  267,960 ",  - ,,No,"2,199",Reguler,"222,296","  47,344 ","  70,291 ","  11,462 ","  68,958 ","  51,875 ",,166728,83376,-55544,-148359,-259495,-407878,-519014,-611829,-760212,-871348,-991947,-1130867,-1251466,-1372065,-1483201,-1594337,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-RYNC15R0-WPBL,Tube Renew You Night Cream 15 PBL W,,,8,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,8,847.16,2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,"1,094",Slow Moving,8,"6,777",0,0,"-5,930","2,270",  - ,  - ,,Yes,"1,198",Reguler,8,  8 ,  37 ,  37 ,  37 ,  37 ,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,847.16,847
TUBE-RYNC15R1-WPBL,Tube Renew You Night Cream 15 PBL R1 W,,,"103,901","7,698",0,"45,700","45,700","45,700","45,700","45,700","45,700","45,700","45,700","45,700","45,700","68,550","45,700","45,700","45,700","45,700","228,500","708,350",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.07,"2,207",OK,0,0,"822,600",0,0,265,"  99,400 ",  - ,,No,"2,199",Reguler,"103,901","  50,277 ","  95,896 ","  65,057 ","  10,481 ","  56,445 ",,103901,58201,12501,-33199,-78899,-124599,-170299,-215999,-261699,-307399,-353099,-421649,-467349,-513049,-558749,-604449,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
TUBE-SBBUFWR0-E,Tube SB Bubble Up FW E,,,"34,994","13,320","46,981",0,0,"46,981",0,0,"46,981",0,0,0,"46,981",0,0,"46,981",0,0,"93,962","234,905",existing,0,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.21,"2,207",OK,0,0,"234,905",0,0,265,  - ,  - ,,No,"2,199",Reguler,"34,994","  50,348 ","  65,495 ","  64,235 ","  13,843 ","  13,843 ",,-11987,-11987,-11987,-58968,-58968,-58968,-105949,-105949,-105949,-105949,-152930,-152930,-152930,-199911,-199911,-199911,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
TUBE-SBDBFWR0-E,Tube SB Dot Burst FW E,,,"30,343","20,534",0,"9,147","18,294","9,147","9,147","9,147","9,147","9,147","18,294","9,147","9,147","9,147","18,294","9,147","9,147","9,147","54,882","164,646",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"25,000",0.15,"2,207",OK,0,0,"173,793",0,0,265,"  23,520 ",  - ,,No,"2,199",Reguler,"30,343","  15,876 ","  25,989 ","  43,098 ","  43,098 ","  17,666 ",,30343,21196,2902,-6245,-15392,-24539,-33686,-42833,-61127,-70274,-79421,-88568,-106862,-116009,-125156,-134303,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
TUBE-SBFS60R1-W2L,Tube Seaweed Balancing Facial Scrub 60 R1 W,,,"24,462","10,661",0,"15,759",0,"15,759",0,"15,759","15,759",0,"15,759",0,"15,759","15,759",0,"15,759",0,"15,759","47,277","141,831",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"25,000",0.18,"2,207",OK,0,0,"157,590",0,0,265,  - ,  - ,,No,"2,199",Reguler,"24,462","  40,436 ","  23,524 ","  13,096 ","  20,133 ","  20,133 ",,24462,8703,8703,-7056,-7056,-22815,-38574,-38574,-54333,-54333,-70092,-85851,-85851,-101610,-101610,-117369,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
TUBE-SBFW60R1-W2L,Tube Seaweed Balancing Facial Wash 60 R1 W,,,"47,264","19,798","16,364",0,"16,364","16,364","16,364","16,364","16,364",0,"16,364","16,364","16,364",0,"16,364","16,364","16,364","16,364","81,820","212,732",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"25,020",0.12,"2,207",OK,0,0,"196,368",0,0,265,"  25,200 ",  - ,,Yes,356,Reguler,"47,264","  22,072 ","  38,134 ","  34,921 ","  22,869 ","  25,185 ",,30900,30900,14536,-1828,-18192,-34556,-50920,-50920,-67284,-83648,-100012,-100012,-116376,-132740,-149104,-165468,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,"19,798"
TUBE-SBSPF3023-E,Tube Sun Battle SPF 30 23 E,,,"161,729","11,297","41,200","123,600","164,800","164,800","123,600","164,800","123,600","123,600","164,800","123,600","123,600","206,000","123,600","123,600","164,800","123,600","782,800","2,183,600",new product,1,<6 Bulan,OK,0,0.00,2023,2023,,"100,000",0.05,"2,207",OK,0,0,"1,977,600",0,0,265,"  199,500 ",  - ,,No,"2,199",Reguler,"161,729","  22,752 ","  123,582 ","  103,350 ","  25,069 ","  48,353 ",,120529,-3071,-167871,-332671,-456271,-621071,-744671,-868271,-1033071,-1156671,-1280271,-1486271,-1609871,-1733471,-1898271,-2021871,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
TUBE-SBSPF45R0-E,Tube SB SPF 45 30 E,,,"60,927","20,281","32,159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,159","32,159",existing,>16,>16 Bulan,Slow Moving,"28,768","9,575.93",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"25,000",0.78,346,OK,0,0,"160,795","28,768","9,576",24,"  49,533 ",  - ,,Yes,349,Reguler,"60,927","  11,407 ","  10,842 ","  46,358 ","  19,509 ","  50,351 ",,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,28768,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"9,575.93","20,281"
TUBE-SBSPFR1-E,Tube SB Sun Protection R1 E,,,"46,104","18,550","15,772","15,772","38,923","23,658","23,658","31,544","31,037","15,772","31,544","23,658","23,658","38,923","23,658","23,658","31,544","23,658","149,327","416,437",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"50,000",0.12,"2,207",OK,0,0,"393,286",0,0,265,  - ,  - ,,No,"2,199",Reguler,"46,104","  68,203 ","  52,608 ","  66,656 ","  16,269 ","  47,572 ",,30332,14560,-24363,-48021,-71679,-103223,-134260,-150032,-181576,-205234,-228892,-267815,-291473,-315131,-346675,-370333,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
TUBE-SCG40HR1W-OE,Tube Sunscreen Gel 40 ml Haji Rev-1 Wardah,,,"4,469","4,958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new product,>16,>16 Bulan,Slow Moving,"4,469","4,958.00",2022,2023,Tidak ada kebutuhan 16 bulan ke depan,"10,000",,521,Slow Moving,"4,469","11,078,651",0,0,"-11,073,693","4,265",  - ,  - ,,Yes,618,Reguler,"4,469","  4,469 ","  4,469 ","  4,469 ","  7,114 ","  7,172 ",,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,4469,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"4,958.00","4,958"
TUBE-SMUBCAR0-E,Tube SMU Browcara Ashy E,,,"35,117","7,804","3,208","3,208","4,812","4,812","3,208","6,416","3,208","3,208","4,812","4,812","4,812","4,812","4,812","3,208","4,812","4,812","25,664","68,972",existing,8,7-12 Bulan,Slow Moving,"9,453","2,100.75",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.14,768,Slow Moving,"11,316","11,038,873","67,368","-1,863","-11,036,773","4,264",  - ,  - ,,No,"2,199",Reguler,"35,117","  38,584 ","  41,742 ","  43,171 ","  46,498 ","  48,113 ",,31909,28701,23889,19077,15869,9453,6245,3037,-1775,-6587,-11399,-16211,-21023,-24231,-29043,-33855,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,"2,100.75",0
TUBE-SMUBCCR0-E,Tube SMU Browcara Clear E,,,"26,980","6,899","6,452",0,0,"6,452","6,452",0,"6,452","6,452",0,"6,452","6,452","6,452",0,"6,452","6,452",0,"19,356","64,520",existing,7,7-12 Bulan,Slow Moving,"7,624","1,949.55",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.15,792,Slow Moving,"7,903","9,087,294","77,424",-279,"-9,085,344","4,219",  - ,  - ,,No,"2,199",Reguler,"26,980","  40,163 ","  36,220 ","  36,208 ","  39,771 ","  41,985 ",,20528,20528,20528,14076,7624,7624,1172,-5280,-5280,-11732,-18184,-24636,-24636,-31088,-37540,-37540,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,,"1,949.55",0
TUBE-SMUBCWR0-E,Tube SMU Browcara Woody E,,,"45,395","9,721","3,496","3,496","6,992","5,244","5,244","6,992","5,244","3,496","6,992","5,244","5,244","5,244","5,244","5,244","6,992","3,496","31,464","83,904",existing,8,7-12 Bulan,Slow Moving,"13,931","2,983.23",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.12,664,Slow Moving,"17,253","16,771,677","82,156","-3,322","-16,768,694","4,379",  - ,  - ,,No,"2,199",Reguler,"45,395","  50,465 ","  53,370 ","  54,706 ","  59,778 ","  63,907 ",,41899,38403,31411,26167,20923,13931,8687,5191,-1801,-7045,-12289,-17533,-22777,-28021,-35013,-38509,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,"2,983.23",0
TUBE-SMULCCR0-E,Tube SMU Liq Concealer Caramel E,,,"26,177","4,213",0,0,0,"1,676","1,676","1,676","1,676",0,"3,352",0,"1,676","3,352",0,"1,676",0,"1,676","5,028","18,436",existing,>16,>16 Bulan,Slow Moving,"21,149","3,403.53",2021,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.54,633,Slow Moving,"19,391","20,422,070","20,112","1,758","-20,418,666","4,423",  - ,  - ,,No,"2,199",Reguler,"26,177","  27,771 ","  29,434 ","  29,434 ","  29,434 ","  31,580 ",,26177,26177,26177,24501,22825,21149,19473,19473,16121,16121,14445,11093,11093,9417,9417,7741,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"3,403.53",0
TUBE-SMULCLR0-E,Tube SMU Liq Concealer Light E,,,"37,128","7,275",0,0,"1,676","1,676","1,676","3,352","1,676",0,"3,352","1,676","1,676","1,676","1,676","1,676","1,676","1,676","8,380","25,140",existing,>16,>16 Bulan,Slow Moving,"28,748","5,633.14",2021,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.40,480,Slow Moving,"32,100","33,361,967","20,112","-3,352","-33,356,333","4,539",  - ,  - ,,No,"2,199",Reguler,"37,128","  38,804 ","  38,804 ","  40,231 ","  40,586 ","  41,546 ",,37128,37128,35452,33776,32100,28748,27072,27072,23720,22044,20368,18692,17016,15340,13664,11988,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"5,633.14",0
TUBE-SMULCNR0-E,Tube SMU Liq Concealer Natural E,,,"26,002","7,324",0,0,"1,676","5,028","1,676","3,352","3,352","1,676","3,352","5,028","1,676","3,352","1,676","5,028","3,352","1,676","11,732","41,900",existing,10,7-12 Bulan,Slow Moving,"14,270","4,019.24",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.24,584,Slow Moving,"19,375","20,270,753","30,168","-5,105","-20,266,734","4,421",  - ,  - ,,No,"2,199",Reguler,"26,002","  29,431 ","  31,181 ","  31,181 ","  20,210 ","  19,629 ",,26002,26002,24326,19298,17622,14270,10918,9242,5890,862,-814,-4166,-5842,-10870,-14222,-15898,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,,"4,019.24",0
