KODE ITEM,STATUS 2
STIC-DTSRC22P-RS47,inactive
STIC-DTSRS22P-RS47,inactive
STIC-DTTR0-EPPW,0
STIC-EAHMG100RV-W,new product
STIC-EBSFW100-E,existing
STIC-EBSFW50-E,existing
STIC-ECAHFW100-W,existing
STIC-ECAHFW60-W,inactive
STIC-ECAHMG-WPSB,to be discontinued
STIC-ECAHMGR1-WPSB,existing
STIC-ECCABE30-W,existing
STIC-ECCSBANC30-W,existing
STIC-ECCSBDC30-W,existing
STIC-ECCSFC100-W,existing
STIC-ECCSROS30-W,existing
STIC-ECEFWR0-WPSB,inactive
STIC-ECGEFS100R0-K,existing
STIC-ECLGWR0-WPSB,inactive
STIC-ECLIR0-W,existing
STIC-ECLVMR0-E,new product
STIC-ECMWR0-WPPSB,0
STIC-ECMWR1-WPPSB,inactive
STIC-ECNFSBSAP15-E,new product
STIC-ECNFSSB12-E,new product
STIC-ECNFSSB15-E,inactive
STIC-ECOACFW100R0-K,existing
STIC-ECPBCFBOCRV100-W,new product
STIC-ECPBCFBOCRV50-W,new product
STIC-ECPBCFBSGRV100-W,new product
STIC-ECPBCFBSGRV50-W,new product
STIC-ECPPGMD14-1WP,inactive
STIC-ECSEBFW100R0-K,existing
STIC-ECSW-WPSB,inactive
STIC-ECTAOCDFW100R0-K,new product
STIC-EDTEW5R0-K,inactive
STIC-EDTEW5R1-K,existing
STIC-EDTHF2-K,inactive
STIC-EDTHF2R1-K,inactive
STIC-EDTHF5R0-K,inactive
STIC-EDTHF5R1-K,existing
STIC-EDTIW2-K,inactive
STIC-EDTIW2R1-K,inactive
STIC-EDTRO2-K,inactive
STIC-EDTRO2R1-K,inactive
STIC-EDTRO5R0-K,to be discontinued
STIC-EDTRO5R1-K,existing
STIC-EDTSWNLR1B-PT1W,inactive
STIC-EDTTB2-K,inactive
STIC-EDTTB2R1-K,inactive
STIC-EDTTB5R0-K,inactive
STIC-EDTTB5R1-K,existing
STIC-EIFOR0-WPPSB,inactive
STIC-ELGE50-W,existing
STIC-ELLPR0-WPPSB,inactive
STIC-EMHG50-E,inactive
STIC-EMHG50R1-E,inactive
STIC-ENFSBSFW-E,new product
STIC-EPCM-WPPSB,inactive
STIC-EPRD22-E,inactive
STIC-EPRM22-E,existing
STIC-EPRS22-E,existing
STIC-ERRD22R2-E,existing
STIC-ERYFW100R0-W,new product
STIC-ESTRIBGMO-PSM1W,inactive
STIC-ESTRIDCHMO-PSM1,inactive
STIC-ESTRIEBMO-PSM1W,inactive
STIC-ESTRIENSMO-PSM1,inactive
STIC-ESTRIGEMO-PSM1W,inactive
STIC-ESTRIISMO-PSM1W,inactive
STIC-ESTRILAFMO-PSM1,inactive
STIC-ESTRIMFTMO-PSM1,inactive
STIC-ESTRINNMO-PSM1W,inactive
STIC-ESTRIRAIMO-PSM1,inactive
STIC-ESTRISERMO-PSM1,inactive
STIC-ESTRISPMO-PSM1W,inactive
STIC-ESTRIUNDMO-PSM1,inactive
STIC-ESTSBMO-PSM1W42,existing
STIC-ESWNLPESM-1W583,inactive
STIC-ETLSWPPSB-25VG,inactive
STIC-EYECWTSN-WM,new product
STIC-FAHG240R1-W,0
STIC-FAHHGR0-W,inactive
STIC-FAHHGR1-W,inactive
STIC-FAHHS100-WM,inactive
STIC-FAHHW200-W,inactive
STIC-FAPRT100-WGCE,existing
STIC-FAPRT100R1-WGCE,0
STIC-FAPSR0-MO,inactive
STIC-FAPSR1-MO,existing
STIC-FBBLA-WL,new product
STIC-FBBLF-WL,new product
STIC-FBBLM-WL,new product
STIC-FBBLR-WL,new product
STIC-FBBLV-WL,new product
STIC-FBCAC20-IXPSB,inactive
STIC-FBCAC240-IXPS,inactive
STIC-FBCAC750-IXPS,inactive
STIC-FBCACS240-IXPS,inactive
STIC-FBCAS20-IXPSB,inactive
STIC-FBCAS240-IXPS,inactive
STIC-FBCAS750-IXPS,inactive
STIC-FBLER1-WVG,inactive
STIC-FBLFR1-WVG,inactive
STIC-FBLIR1-WVG,inactive
STIC-FBLSHR1-WVG,inactive
STIC-FBLSPR1-WVG,inactive
STIC-FBMBLSR0-ELL,new product
STIC-FBMBW250R0-ELL,new product
STIC-FBMBW450R0-ELL,new product
STIC-FBMISR0-EGCC,inactive
STIC-FBMOMR0-EGCC,inactive
STIC-FBMPDR0-EGCC,inactive
STIC-FBMRFR0-EGCC,inactive
STIC-FBSMW100-E,existing
STIC-FBSMW50-E,existing
STIC-FBTGTBW-BD,inactive
STIC-FBTSSBW-BD,inactive
STIC-FBTYZBW-BD,inactive
STIC-FBWGT550-BD,new product
STIC-FBWMGTJ5-BD,new product
STIC-FBWMGTR0-BD,existing
STIC-FBWMSSJ5-BD,new product
STIC-FBWMSSR0-BD,existing
STIC-FBWMYZJ5-BD,new product
STIC-FBWMYZR0-BD,existing
STIC-FBWSS550-BD,new product
STIC-FBWYZ550-BD,new product
STIC-FCAD50PH-K,new product
STIC-FCBC20-IXPSB,inactive
STIC-FCBC240-IXPS,inactive
STIC-FCBC750-IXPS,inactive
STIC-FCBHM250-IXPS,inactive
STIC-FCBHM500-IXPS,inactive
STIC-FCBLOS240-IX,inactive
STIC-FCBS20-IXPSB,inactive
STIC-FCBS240-IXPS,inactive
STIC-FCBS750-IXPS,inactive
STIC-FCKMO-PSM1WD25,inactive
STIC-FCLF13CIR0-OMG,new product
STIC-FCLF21WLR0-OMG,new product
STIC-FCLF22NCR0-OMG,inactive
STIC-FCLF31WBR0-OMG,new product
STIC-FCLF32NNR0-OMG,new product
STIC-FCLF41WSR0-OMG,new product
STIC-FCLF52NCR0-OMG,new product
STIC-FCPHABL100-PM,inactive
STIC-FCPHAD100T-PM,inactive
STIC-FCSMCGR0-W,to be discontinued
STIC-FCSMCGR1-W,existing
STIC-FCWTTO100B-PM,inactive
STIC-FCWTTO100D-PM,inactive
STIC-FCWTTOBLK1-PM,inactive
STIC-FCWTTOD100-PM,inactive
STIC-FDFC20-IXPSB,inactive
STIC-FDFC240-IXPS,inactive
STIC-FDFC750-IXPS,inactive
STIC-FDFS20-IXPSB,inactive
STIC-FDFS240-IXPS,inactive
STIC-FDFS750-IXPS,inactive
STIC-FDFT240-IXPS,inactive
STIC-FDROR0-K,existing
STIC-FDROR1-K,existing
STIC-FELFR0-W,new product
STIC-FELLF01R0-WCVG,0
STIC-FELLF02R0-WCVG,0
STIC-FELLF03R0-WCVG,0
STIC-FELLF04R0-WCVG,0
STIC-FELLFBR0-WCLG,inactive
STIC-FELLFBR1-WCVG,inactive
STIC-FELLFLBR0-WCLG,inactive
STIC-FELLFLBR1-WCVG,inactive
STIC-FELLFNR0-WCLG,inactive
STIC-FELLFNR1-WCVG,inactive
STIC-FELLFNWR0-WCLG,inactive
STIC-FELLFNWR1-WCVG,inactive
STIC-FELM01FR0-W,existing
STIC-FELM02FR0-W,existing
STIC-FELM03FR0-W,existing
STIC-FELM04FR0-W,existing
STIC-FELR0-WPSB,inactive
STIC-FEMRSR0-K,existing
STIC-FEMRSR1-K,existing
STIC-FEPSHBR0-WGCC,0
STIC-FESER0-WGCC,0
STIC-FFCBGSR0-ELL,new product
STIC-FFCBW250R0-ELL,new product
STIC-FFCBW450R0-ELL,new product
STIC-FGBBC40-L,new product
STIC-FGBMC100R0-L,existing
STIC-FGDC20-IXPPT,inactive
STIC-FGDS20-IXPPT,inactive
STIC-FGFP-MO,initial
STIC-FGP-MO,new product
STIC-FGV-MO,new product
STIC-FHSR0-X,inactive
STIC-FHSSR0-BD,0
STIC-FHWMGTJ5-BD,new product
STIC-FHWMGTR0-BD,existing
STIC-FHWMYZJ5-BD,new product
STIC-FHWMYZR0-BD,existing
STIC-FISC20-IXPSB,inactive
STIC-FISC240-IXPS,inactive
STIC-FISC750-IXPS,inactive
STIC-FISCS240-240,inactive
STIC-FISHM250-IXPS,inactive
STIC-FISHM500-IXPS,inactive
STIC-FISS20-IXPSB,inactive
STIC-FISS240-IXPS,inactive
STIC-FISS750-IXPS,inactive
STIC-FISTC20-IXPSB,inactive
STIC-FISTC240-IXPS,inactive
STIC-FISTC750-IXPS,inactive
STIC-FISTHM250-IXPS,inactive
STIC-FISTHM500-IXPS,inactive
STIC-FISTS20-IXPSB,inactive
STIC-FISTS240-IXPS,inactive
STIC-FISTS750-IXPS,inactive
STIC-FISTT240-IXPS,inactive
STIC-FLMPOIW50-W,inactive
STIC-FLMPOIW50R1-W,existing
STIC-FLRMBLSR0-ELL,new product
STIC-FLRMBW250R0-ELL,new product
STIC-FLRMBW450R0-ELL,new product
STIC-FMSBLSR0-ELL,new product
STIC-FMSBW250R0-ELL,new product
STIC-FMSBW450R0-ELL,new product
STIC-FMURR3-MO,existing
STIC-FMW185R0-MO,inactive
STIC-FMWBS100R0-EVG,inactive
STIC-FMWBS100R1-EVG,inactive
STIC-FMWDC100R0-E,inactive
STIC-FMWDC100R1-EVG,inactive
STIC-FMWDCNTOR0-E,0
STIC-FNDAH250R0-W,inactive
STIC-FNDAH250R1-W,inactive
STIC-FNDAHET100-W,existing
STIC-FNDAHG240-W,inactive
STIC-FNDAHHW250R0-W,existing
STIC-FNDAHHW250R1-W,existing
STIC-FNFSBWGT25-BD,0
STIC-FNFSBWSS25-BD,0
STIC-FNFSBWYZ25-BD,0
STIC-FPMURR0-MOPWLG,inactive
STIC-FPMURR1-MO,0
STIC-FRLOIMWN1-W,new product
STIC-FRLOIMWN2-W,new product
STIC-FROFHER4-WCLD,inactive
STIC-FROFHER5-W,existing
STIC-FROFHIMR4-WCLD,inactive
STIC-FROFHIMR5-W,0
STIC-FRVBLSR0-ELL,new product
STIC-FRVBW250R0-ELL,new product
STIC-FRVBW450R0-ELL,new product
STIC-FRVPBMW100-W,to be discontinued
STIC-FRVPBMW100R1-W,existing
STIC-FSBMW100-E,existing
STIC-FSBMW50-E,existing
STIC-FSCMW100R0-W,inactive
STIC-FSCMW100R1-W,inactive
STIC-FSCMW100R2-W,inactive
STIC-FSCMW100R3-W,inactive
STIC-FSCMW100R4-W,inactive
STIC-FSCMW100R5-W,existing
STIC-FSCMW240R0-W,inactive
STIC-FSCMW240R1-W,inactive
STIC-FSCMW240R2-W,inactive
STIC-FSCMW240R3-W,inactive
STIC-FSCMW240R4-W,inactive
STIC-FSCMW240R5-W,existing
STIC-FSCMWR0-WCOC,inactive
STIC-FSEC20-IXPPT,inactive
STIC-FSES20-IXPPT,inactive
STIC-FSGDR0-ECOC,inactive
STIC-FSNTDSW-P24G,inactive
STIC-FSNTOSW-P24G,inactive
STIC-FSPSHBR0-WGCC,inactive
STIC-FSPSHBR1-WGCC,existing
STIC-FSPSHBR2-WGCC,inactive
STIC-FSPSHBR3-WGCC,0
STIC-FSSNCR0-IXPSB,inactive
STIC-FTCC20-IXPSB,inactive
STIC-FTCC240-IXPS,inactive
STIC-FTCC750-IXPS,inactive
STIC-FTCHM250-IXPS,inactive
STIC-FTCHM500-IXPS,inactive
STIC-FTCRS240-IXPS,inactive
STIC-FTCS20-IXPSB,inactive
STIC-FTCS240-IXPS,inactive
STIC-FTCS750-IXPS,inactive
STIC-FTGTBW-BD,existing
STIC-FTLOCR0-ECOC,inactive
STIC-FTOR3-MO,inactive
STIC-FTSSBW-BD,existing
STIC-FTYZBW-BD,existing
STIC-GBMC225R0-L,to be discontinued
STIC-GBMC225R1-L,existing
STIC-GLBROMO-PPSM1WD,inactive
STIC-GLGOLDMO-PPSM1W,inactive
STIC-GLSILVMO-PSM1WD,inactive
STIC-GOSFP-MO,initial
STIC-GOSL-MO,new product
STIC-GOSS-MO,new product
STIC-HBLFBWNLC-S611P,inactive
STIC-HCHCLR0-MO,0
STIC-HEMLCR0-W,existing
STIC-HEMLCR1-W,existing
STIC-HOLOR0-OMG,0
STIC-HS420PC-4016619,inactive
STIC-HSWR0-WL,new product
STIC-HTSL450-PTRC156,inactive
STIC-IBKELPBL-VPT,inactive
STIC-IBKELPCB-VPT,inactive
STIC-IBKELPRB-VPT,inactive
STIC-IBKELPSW-VPT,inactive
STIC-IBSEBBF-VPT,inactive
STIC-IBSEBFB-VPT,inactive
STIC-IJKLTSR0-OMG,0
STIC-ILSBN-WPPNF,inactive
STIC-ILSCP-WPPNF,inactive
STIC-ILSCR-WPPNF,inactive
STIC-ILSW-WPPNF,inactive
STIC-IMHC20-W,new product
STIC-INGBCL1-MONF,0
STIC-INGBCL2-MONF,0
STIC-INGBCLS-MONF,0
STIC-INGBCLTM-MONF,0
STIC-INGBCME-MONF,0
STIC-INGBCMTD-MONF,0
STIC-INGLELBW-VT151,inactive
STIC-INGTHTTC-WPPW,0
STIC-ISHSR0-IXCOC,inactive
STIC-ISLOR0-IXCOC,inactive
STIC-ISLOR1-IXCOC,inactive
STIC-ISTHSR1-IXCOC,inactive
STIC-KETCULMLR0-W,new product
STIC-KITR0-K,inactive
STIC-KPLPRR0-MO,inactive
STIC-KPPFR0-MO,0
STIC-L001UHMMO-PPSM1,inactive
STIC-L002UHMMO-PPSM1,inactive
STIC-L003UHMMO-PPSM1,inactive
STIC-L004UHMMO-PPSM1,inactive
STIC-L005UHMMO-PPSM1,inactive
STIC-L006UHMMO-PPSM1,inactive
STIC-L007UHMM-PPSM1,inactive
STIC-L008UHM-MOPSM,inactive
STIC-L009UHM-MOPSM,inactive
STIC-L010UHM-MOPSM,inactive
STIC-L011UHM-MOPSM,inactive
STIC-L012UHM-MOPSM,inactive
STIC-L013UHM-MOPSM,inactive
STIC-L014UHM-MOPSM,inactive
STIC-L015UHM-MOPSM,inactive
STIC-L016UHM-MOPSM,inactive
STIC-L017UHM-MOPSM,inactive
STIC-L018UHM-MOPSM,inactive
STIC-L019UHM-MOPSM,inactive
STIC-L01CLR1-MOMSF,inactive
STIC-L020UHM-MOPSM,inactive
STIC-L021UHM-MOPSM,inactive
STIC-L022UHM-MOPSM,inactive
STIC-L023UHM-MOPSM,inactive
STIC-L024UHM-MOPSM,inactive
STIC-L025UHM-MOPSM,inactive
STIC-L026UHM-MOPSM,inactive
STIC-L02CLR1-MOMSF,inactive
STIC-L03CLR1-MOMSF,inactive
STIC-L04CLR1-MOMSF,inactive
STIC-L05CLR1-MOMSF,inactive
STIC-L06CLR1-MOMSF,inactive
STIC-L07CLR1-MOMSF,inactive
STIC-L08CLR1-MOMSF,inactive
STIC-L09CLR1-MOMSF,inactive
STIC-L10CLMO-PPSM1WD,inactive
STIC-L10CLR1-MOMSF,inactive
STIC-L10LLWNLC-D121W,inactive
STIC-L10MATWNLC-D141,inactive
STIC-L10USMO-PPSB1WD,inactive
STIC-L11CLMO-PPSM1WD,inactive
STIC-L11CLR1-MOMSF,inactive
STIC-L11LLWNLC-D121W,inactive
STIC-L11USMO-PPSB1WD,inactive
STIC-L12CLMO-PPSM1WD,inactive
STIC-L12CLR1-MOMSF,inactive
STIC-L12LLWNLC-D121W,inactive
STIC-L12USMO-PPSB1WD,inactive
STIC-L13CLMO-PPSMP,inactive
STIC-L13CLR1-MOMSF,inactive
STIC-L13USMO-PPSB1WD,inactive
STIC-L14CLMO-PPSMP,inactive
STIC-L14CLR1-MOMSF,inactive
STIC-L14MATWNLC-D141,inactive
STIC-L14USMO-PPSBP,inactive
STIC-L15CLMO-PPSMP,inactive
STIC-L15CLR1-MOMSF,inactive
STIC-L15MATWNLC-D141,inactive
STIC-L15USMO-PPSBP,inactive
STIC-L16MATWNLC-D141,inactive
STIC-L17MATWNLC-D141,inactive
STIC-L18MATWNLC-D141,inactive
STIC-L19MATWNLC-D141,inactive
STIC-L1CLMO-PPSM1WD1,inactive
STIC-L1LLWNLC-D121W,inactive
STIC-L1USMO-PPSB1WD1,inactive
STIC-L20MATWNLC-D141,inactive
STIC-L2CLMO-PPSM1WD1,inactive
STIC-L2LLWNLC-D121W,inactive
STIC-L2USMO-PPSB1WD1,inactive
STIC-L3CLMO-PPSM1WD1,inactive
STIC-L3LLWNLC-D121W,inactive
STIC-L3USMO-PPSB1WD1,inactive
STIC-L4CLMO-PPSM1WD1,inactive
STIC-L4LLWNLC-D121W,inactive
STIC-L4USMO-PPSB1WD1,inactive
STIC-L5CLMO-PPSM1WD1,inactive
STIC-L5LLWNLC-D121W,inactive
STIC-L5USMO-PPSB1WD1,inactive
STIC-L6CLMO-PPSM1WD1,inactive
STIC-L6LLWNLC-D121W,inactive
STIC-L6USMO-PPSB1WD1,inactive
STIC-L7CLMO-PPSM1WD1,inactive
STIC-L7LLWNLC-D121W,inactive
STIC-L7USMO-PPSB1WD1,inactive
STIC-L8CLMO-PPSM1WD1,inactive
STIC-L8LLWNLC-D121W,inactive
STIC-L8USMO-PPSB1WD1,inactive
STIC-L9CLMO-PPSM1WD1,inactive
STIC-L9LLWNLC-D121W,inactive
STIC-L9MATWNLC-D141W,inactive
STIC-L9USMO-PPSB1WD1,inactive
STIC-LBLNMCMO-PSM1WD,inactive
STIC-LBLNMCR1-MOMSF,existing
STIC-LBLNOCMO-PPSM1W,inactive
STIC-LBLNOCR1-MOMSF,existing
STIC-LBLNVLMO-PSM1WD,inactive
STIC-LBLNVLR1-MOMSF,existing
STIC-LCFECWNLR2-T1W1,inactive
STIC-LCFLFWNLR2-T1W1,inactive
STIC-LF40WNLR1B-LB2W,inactive
STIC-LF40WNLR1D-C2W3,inactive
STIC-LFNLBD15-WEL,inactive
STIC-LFP04NWNLB-C2WD,inactive
STIC-LFPPSMD14-1WP,inactive
STIC-LFPR04NWNL-BC2W,inactive
STIC-LFR1-MSF,inactive
STIC-LFSWPPW-24G,inactive
STIC-LHMUITD075-,inactive
"STIC-LIP-11C1W1,4-P",inactive
"STIC-LIP-12C1W1,4-P",inactive
"STIC-LIP-W01C1W1,4-P",inactive
"STIC-LIP-W02C1W1,4-P",inactive
"STIC-LIP-W03C1W1,4-P",inactive
"STIC-LIP-W04C1W1,4-P",inactive
"STIC-LIP-W05C1W1,4-P",inactive
"STIC-LIP-W06C1W1,4-P",inactive
"STIC-LIP-W07C1W1,4-P",inactive
"STIC-LIP-W08C1W1,4-P",inactive
"STIC-LIP-W13C1W1,4-P",inactive
"STIC-LIP-WLGC1W1,4-P",inactive
STIC-LIPE31WR1-C1WD1,inactive
STIC-LIPE32WR1-C1WD1,inactive
STIC-LIPE33WR1-C1WD1,inactive
STIC-LIPE34WR1-C1WD1,inactive
"STIC-LIPEXC-30C1W1,4",inactive
"STIC-LIPEXC-W20C1W1,",inactive
"STIC-LIPEXC-W21C1W1,",inactive
"STIC-LIPEXC-W23C1W1,",inactive
"STIC-LIPEXC-W26C1W1,",inactive
"STIC-LIPEXC-W28C1W1,",inactive
STIC-LIPEXC-W29C1WD1,inactive
"STIC-LIPEXC-W35C1W1,",inactive
"STIC-LIPEXC-W36CIW1,",inactive
"STIC-LIPEXC-W37C1W1,",inactive
"STIC-LIPEXC-W38C1W1,",inactive
STIC-LIPEXC-W39C1WD1,inactive
STIC-LIPEXC-W40C1W,inactive
STIC-LIPEXC-W41C1WD1,inactive
STIC-LIPEXC-W42C1WD1,inactive
STIC-LIPEXC-W43C1WD1,inactive
STIC-LIPEXC-W44C1WD1,inactive
STIC-LIPEXC-W45C1WD1,inactive
STIC-LIPEXC-W46C1WD1,inactive
STIC-LIPEXC-W47C1WD1,inactive
STIC-LIPEXC-W48C1WD1,inactive
STIC-LIPEXC-W49C1WD1,inactive
STIC-LIPEXC-W50C1WD1,inactive
STIC-LIPHG01IP3-WC1W,inactive
STIC-LIPHG02AP3-WC1W,inactive
STIC-LIPHG03SB3-WC1W,inactive
STIC-LIPHG04GP3-WC1W,inactive
STIC-LIPNKMR1-PPG,0
STIC-LIPNKSR1-PPG,inactive
STIC-LIPNKWR1-PPG,0
STIC-LIPPCHOWNL-PPSM,inactive
STIC-LIPPPPWNL-PPSM1,new product
STIC-LIPPPRWNL-PPSM1,inactive
STIC-LLCBAMO-PSM1WD1,inactive
STIC-LLCBCMO-PSM1WD1,inactive
STIC-LLCDDPMO-PPSM1W,inactive
STIC-LLCFPMO-PPSM1WD,inactive
STIC-LLCFRPMO-PSM1WD,inactive
STIC-LLCGDMO-PSM1WD1,inactive
STIC-LLCGRMO-PSM1WD1,inactive
STIC-LLCHAZMO-PSM1WD,inactive
STIC-LLCJPKR0-MOPSM,inactive
STIC-LLCKPMO-PPSM1WD,inactive
STIC-LLCLPMO-PSM1WD1,inactive
STIC-LLCMMO-PPSM1WD1,inactive
STIC-LLCMORR0-MOPSM,inactive
STIC-LLCPBLR0-MOPSM,inactive
STIC-LLCPPKR0-MOPSM,inactive
STIC-LLCPPMO-PPSM1WD,inactive
STIC-LLCRBDR0-MOPSM,inactive
STIC-LLCRTMO-PPSM1WD,inactive
STIC-LLCSPHR0-MOPSM,inactive
STIC-LLCSRMO-PSM1WD1,inactive
STIC-LMOCOCD65-2WSP,inactive
STIC-LMOYD252W-LGPP,inactive
STIC-LMOYD452W-LGP,0
STIC-LRMOBR1-Y194LG,inactive
STIC-LRMOBR2-PLG,inactive
STIC-LRMODR1-Y394LG,inactive
STIC-LRMODR2-PLG,inactive
STIC-LWHI-PPWVG,inactive
STIC-LWSDCWPSM-32,0
STIC-LWSNCWPSM-42,inactive
STIC-MAGNIR0-EPSM,existing
STIC-MBOMPMO-PSM1WD2,0
STIC-MBOMPR1-MOMSF,0
STIC-MBOPITMO-PSM1WD,inactive
STIC-MBOPITR1-MOMSF,0
STIC-MBSET100R0-E,new product
STIC-MMAS20-OMG,to be discontinued
STIC-MMAS20R1-OMG,existing
STIC-MOBSPR22B09-MO,inactive
STIC-MOBSPR22B10-MO,inactive
STIC-MOR0-MO,existing
STIC-MOSSPR2201C06-MO,inactive
STIC-MOSSPR2205C11-MO,inactive
STIC-MP30HR2W-HGP1G,new product
STIC-MPASFTR0-EVG,inactive
STIC-MPGS20-OMG,to be discontinued
STIC-MPGS20R1-OMG,existing
STIC-MS100-W,new product
STIC-MURMOBR1-Y194LG,inactive
STIC-MURMOBR2-PLG,inactive
STIC-MURMODR1-Y394LG,inactive
STIC-MURMODR2-PLG,inactive
STIC-MUWRTA-X,inactive
STIC-MUWRTB-X,inactive
STIC-MUWRTC-X,inactive
STIC-N15U5X13T-PM,inactive
STIC-NAACGR0-W,0
STIC-NAALMR0-W,0
STIC-NAAPMGR0-W,0
STIC-NAATGR0-W,0
STIC-NACBMU01-MOC,inactive
STIC-NACBMU02-MOC,inactive
STIC-NACDDDLR0-W,inactive
STIC-NACDDDNR0-W,0
STIC-NADCFPMO-C12N,inactive
STIC-NADPSBOP-C12N,inactive
STIC-NADSCSG-C12N,0
STIC-NADTESBG-C12N,inactive
STIC-NADTESDC-C12N,inactive
STIC-NADTESEB-C12N,inactive
STIC-NADTESENS-C12N,inactive
STIC-NADTESGE-C12N,inactive
STIC-NADTESIS-C12N,inactive
STIC-NADTESLAFS-C12N,inactive
STIC-NADTESMFT-C12N,inactive
STIC-NADTESNN-C12N,inactive
STIC-NADTESR-C12N,inactive
STIC-NADTESSB-C12N,inactive
STIC-NADTESSP-C12N,inactive
STIC-NADTESU-C12N,inactive
STIC-NADTWCPMO-C12N,inactive
STIC-NAEBBCL15R-W,0
STIC-NAEBBCL30R-W,0
STIC-NAEBBCN15R-W,0
STIC-NAEBBCN30R-W,0
STIC-NAEEM100R0-W,inactive
STIC-NAEEM50R0-W,inactive
STIC-NAEFMCR0-W,0
STIC-NAEFMR0-W,0
STIC-NAEFSR0-W,0
STIC-NAELPBJ-MOPP,inactive
STIC-NAESLELR0-W,0
STIC-NAINCR0-W,0
STIC-NALBBCL15R-W,0
STIC-NALBBCL30R-W,0
STIC-NALBBCN15R-W,0
STIC-NALBBCN30R-W,0
STIC-NALBLR0-W,0
STIC-NALCFR0-W,0
STIC-NALDCS120R-W,0
STIC-NALDCS130R-W,0
STIC-NALDCS220R-W,0
STIC-NALDCS230R-W,inactive
STIC-NALFSR0-W,0
STIC-NALFTR0-W,0
STIC-NALGWR0-W,0
STIC-NALMCR0-W,0
STIC-NALNCS220R-W,0
STIC-NALNCS230R-W,0
STIC-NAMO-C1,inactive
STIC-NAOSSR0-W,0
STIC-NAPCMR0-W,0
STIC-NAROFHIMR0-W,0
STIC-NARYAADCR0-W,0
STIC-NASBCECF01-C11N,0
STIC-NASBCECF02-C11N,0
STIC-NASBCECF03-C11N,inactive
STIC-NASBCECF04-C11N,inactive
STIC-NASBCECF5-C11N,inactive
STIC-NAW-C1,0
STIC-NAWSPBCR0-W,0
STIC-NBLIR0-W,0
STIC-NBLSR0-W,0
STIC-NBO5-K,inactive
STIC-NCG240PCVR-CSD7,inactive
STIC-NCULMMO-C12N,inactive
STIC-NDGELI-WPSB,inactive
STIC-NFPUDS40-MO,0
STIC-NFSBRC10R0-L,inactive
STIC-NFSHRC-WM,0
STIC-NFSHRS-WM,0
STIC-NFSMC15R0-L,inactive
STIC-NFSMMLCR0-TV,0
STIC-NFSMPAOC-E,0
STIC-NFSNPSR0-E,new product
STIC-NFSPBR0-L,inactive
STIC-NFSPBR1-L,existing
STIC-NFSPMO12R0-MO,new product
STIC-NFSPPSMD14-1WP,inactive
STIC-NFSPS10R0-L,inactive
STIC-NFSRPHAS-E,0
STIC-NFSVNZS5-T,new product
STIC-NFSVRBS5-T,new product
STIC-NFSVSCS5-T,new product
STIC-NHTD1-1WB,0
STIC-NSBBOR0-W,0
STIC-NSBBSR0-W,0
STIC-NTMR0-WPETSM,new product
STIC-PAALMR0-W,inactive
STIC-PAALMR1-W,inactive
STIC-PAAOEMR0-MOM,new product
STIC-PAAR0-EM,inactive
STIC-PAAR0-MOM,new product
STIC-PAAR0-WM,inactive
STIC-PAAR1-EM,existing
STIC-PAAR1-WM,existing
STIC-PAAR2-WM,existing
STIC-PABBM01B-WMIP,inactive
STIC-PABBM01BR1-WMIP,existing
STIC-PABBM02D-WMIP,existing
STIC-PABHS30-K,existing
STIC-PABLFS-WMV,inactive
STIC-PABR0-EM,inactive
STIC-PABR0-MOM,existing
STIC-PABR0-WM,inactive
STIC-PABR1-EM,inactive
STIC-PABR1-WM,to be discontinued
STIC-PABR2-EM,existing
STIC-PABR2-WM,existing
STIC-PACAR0-WM,inactive
STIC-PACAR1-WM,existing
STIC-PACBR0-WM,inactive
STIC-PACBR1-WM,existing
STIC-PACESR0-WM,inactive
STIC-PACESR1-WM,to be discontinued
STIC-PACESR2-WM,existing
STIC-PACMGR0-WM,inactive
STIC-PACMGR1-WM,to be discontinued
STIC-PACMGR2-WM,existing
STIC-PACR0-EM,inactive
STIC-PACR1-EM,inactive
STIC-PACR2-EM,existing
STIC-PACUMLOEM-WM,to be discontinued
STIC-PACUMLR0-WM,inactive
STIC-PACUMLR1-WM,existing
STIC-PACUMLR1OEM-WM,existing
STIC-PACUMLR2-WM,existing
STIC-PACVMLMR0-WM,existing
STIC-PADEMLC01-WMV,inactive
STIC-PADEMLC01R1-WMV,existing
STIC-PADEMLC02-WMV,existing
STIC-PADEMLC03-WMV,existing
STIC-PADEMLC04-WMV,existing
STIC-PADEMLC05-WMV,existing
STIC-PADEMLC06-WMV,existing
STIC-PADEMLC07-WMV,inactive
STIC-PADEMLC08-WMV,inactive
STIC-PADEMLC09-WMV,existing
STIC-PADEMLC10-WMV,existing
STIC-PADEMLC11-WMV,existing
STIC-PADEMLC12-WMV,existing
STIC-PADESLE-WMV,inactive
STIC-PADR0-EM,inactive
STIC-PADR1-EM,existing
STIC-PAEAR0-WM,inactive
STIC-PAEAR1-WM,existing
STIC-PAEAR2-WM,existing
STIC-PAEBR0-WM,inactive
STIC-PAEBR1-WM,to be discontinued
STIC-PAEBR2-WM,existing
STIC-PAELFR0-WM,to be discontinued
STIC-PAELFR1-WM,existing
STIC-PAELR0-WM,to be discontinued
STIC-PAELR1-WM,to be discontinued
STIC-PAELR2-WM,existing
STIC-PAER0-EM,inactive
STIC-PAER1-EM,inactive
