week,year,brand,coitem,product,co_volume,do_volume,co_value,do_value,kr,casefill,loss_pcs,cont_loss_pcs_by_brand,loss_value,cont_loss_value_by_brand,problem,action,estimation_recovery
21,2023,PUTRI,HSP-P1N1B3N-P200,PUTRI HAIR SPRAY NON AEROSOL NORMAL (BIRU) 200 ML (PC(S)),53,53,1643000,1643000,49.64660933,1,0,0,0,0,,,
21,2023,PUTRI,HSP-P1N1B3N-P450,PUTRI HAIR SPRAY NON AEROSOL NORMAL (BIRU) 450 ML (PC(S)),8,8,359200,359200,11.54952567,1,0,0,0,0,,,
21,2023,PUTRI,HSP-P1N1G1S-P450,PUTRI HAIR SPRAY NON AEROSOL STRONG (HIJAU) 450 ML (PC(S)),14,14,728000,728000,32.33867186,1,0,0,0,0,,,
21,2023,PUTRI,HT-P1G1-P2,"HAIR TONIC NORMAL TO OILY HAIR (GREEN), 2 L",448,448,62944000,62944000,463.987579,1,0,0,0,0,,,
21,2023,PUTRI,HT-P1SEL2-P200D,"HAIR TONIC SPA ENERGIZING LEMON, 200 ML",3,3,108000,108000,36.15663218,1,0,0,0,0,,,
21,2023,PUTRI,HT-P1Y1-P450,"HAIR TONIC NORMAL HAIR (YELLOW), 450 ML",437,437,17055870,17055870,425.3721433,1,0,0,0,0,,,
21,2023,PUTRI,LU-P1-P720,PUTRI PUSTREITE STEP 1 720 ML (PC(S)),104,104,6500000,6500000,257.8550172,1,0,0,0,0,,,
21,2023,PUTRI,LW-P1-P150,PUTRI OLIVE BODY SCRUB 150 ML (PC(S)),13,13,305500,305500,32.15983664,1,0,0,0,0,,,
21,2023,PUTRI,N-P1P3P-P240,PUTRI PLATINUM NEUTRALIZER STEP 2 240 ML (PC(S)),5,5,150000,150000,11.2865958,1,0,0,0,0,,,
21,2023,PUTRI,S-P1A2-P2,PUTRI PURE CLEAN SHAMPOO APPLE 2 L (PC(S)),32,32,2672000,2672000,60.87143887,1,0,0,0,0,,,
21,2023,PUTRI,S-P1L-P2,PUTRI PURE CLEAN SHAMPOO LEMON 2 L (PC(S)),9,9,751500,751500,22.37212052,1,0,0,0,0,,,
21,2023,PUTRI,S-P1L-P450,PUTRI PURE CLEAN SHAMPOO LEMON 450 ML (PC(S)),225,225,5062500,5062500,328.3368184,1,0,0,0,0,,,
21,2023,TAVI,BO-CPFTST-TA,TAVI COLOR PLAY FACE TINT STARBURST 9 G,88,45,8690000,4480000,85.01627696,0.5114,43,0.2792,4210000,0.275,,,
21,2023,TAVI,BO-CPFTLB-TA,TAVI COLOR PLAY FACE TINT LOVE BITES 9 G,112,89,11060000,8760000,85.01627696,0.7946,23,0.1494,2300000,0.1502,,,
21,2023,TAVI,BO-CPFTM-TA,TAVI COLOR PLAY FACE TINT MOONCHILD 9 G,86,64,8490000,6290000,59.11986152,0.7442,22,0.1429,2200000,0.1437,,,
21,2023,TAVI,BO-CPFTW-TA,TAVI COLOR PLAY FACE TINT WALLFLOWER 9 G,94,72,9290000,7090000,59.11986152,0.766,22,0.1429,2200000,0.1437,,,
21,2023,TAVI,FA-CPFTSN-TA,TAVI COLOR PLAY FACE TINT SUNSET NECTAR 9 G,85,63,8390000,6190000,59.11986152,0.7412,22,0.1429,2200000,0.1437,,,
21,2023,TAVI,FA-CPFTSL-TA,TAVI COLOR PLAY FACE TINT SUNSHINE LOVE 9 G,72,50,7090000,4890000,59.11986152,0.6944,22,0.1429,2200000,0.1437,,,
21,2023,TAVI,REM-GOC-TA,TAVI GEL TO OIL 1ST CLEANSER 100 ML,20,20,2692000,2692000,228.684,1,0,0,0,0,,,
21,2023,TAVI,SRM-NS-TA,TAVI 10% NIACINAMIDE + ZINC ACNE SOLUTION SERUM 30 ML,24,24,3058000,3058000,226.621463,1,0,0,0,0,,,
21,2023,TAVI,SRM-RS-TA,TAVI 1% ENCAPSULATED RETINOL + PEPTIDE SLOW AGING SIGNS SERUM,63,63,9360000,9360000,529.4053157,1,0,0,0,0,,,
21,2023,TAVI,SRM-SC-TA,TAVI PLANT-BASED SQUALANE + CERAMIDE MOISTURE BOOST SERUM 30 ML,7,7,998000,998000,195.624,1,0,0,0,0,,,
21,2023,TAVI,FT-GT-TA,TAVI 5 % NATURAL PHA + BHA RETEXTURE TONER 100 ML,19,19,2151000,2151000,181.8451503,1,0,0,0,0,,,
21,2023,TAVI,FMI-US3IN1-TA,TAVI URBAN SHIELD 3 IN 1 SUPER FINE MIST 90 ML,40,40,3739000,3739000,708.3159328,1,0,0,0,0,,,
21,2023,WARDAH,LB-EVFSS-W4G,WARDAH EVERYDAY FRUITY SHEER LIP BALM STRAWBERRY 4 G,27333,15731,736326331,427266030,13976.08821,0.5755,11602,0.1402,309060301,0.0749,,,
21,2023,WARDAH,LB-EVFSG-W4G,WARDAH EVERYDAY FRUITY SHEER LIP BALM GRAPE 4 G,11277,6335,297858057,167648958,7985.631706,0.5618,4942,0.0597,130209099,0.0316,,,
21,2023,WARDAH,REM-RPBTUMW-W,WARDAH PERFECT BRIGHT BRIGHT + TONE UP MICELLAR WATER 100 ML,31360,29048,964985656,894575654,31712.07858,0.9263,2312,0.0279,70410002,0.0171,,,
21,2023,WARDAH,EL-EXPELB-W,WARDAH EYEXPERT PERFECT PRECISION LINER 1 ML,6384,4184,357194145,234380145,6978.201807,0.6554,2200,0.0266,122814000,0.0298,,,
21,2023,WARDAH,B-CLCLPB-W,WARDAH COLORFIT MATTIFYING POWDER 23W WARM IVORY 15 G,2554,810,216905240,68725240,1511.129745,0.3171,1744,0.0211,148180000,0.0359,,,
21,2023,WARDAH,B-CLCLPC-W,WARDAH COLORFIT MATTIFYING POWDER 32N NEUTRAL BEIGE 15 G,2643,981,224532000,83184000,1314.023606,0.3712,1662,0.0201,141348000,0.0343,,,
21,2023,WARDAH,FMI-LGT-W,WARDAH LIGHTENING FACE MIST 60 ML,22058,20410,635211399,588222392,16709.48279,0.9253,1648,0.0199,46989007,0.0114,,,
21,2023,WARDAH,TC-RR3LLF02-W,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,43826,42259,1592247043,1535683543,44469.70046,0.9642,1567,0.0189,56563500,0.0137,"W21 Casefill sudah 97%,
ada loss di DC Tasikmalaya, Tegal",Buffer stock di DC Tasikmalaya dan DC Tegal,
21,2023,WARDAH,SS-UVSAFE-W,WARDAH UV SHIELD AQUA FRESH ESSENCE SPF 50 30 ML,27667,26268,1576628685,1497111685,22590.02784,0.9494,1399,0.0169,79517000,0.0193,,,
21,2023,WARDAH,TC-R2RE02-W,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,11273,9934,659112839,581162839,14904.98959,0.8812,1339,0.0162,77950000,0.0189,,,
21,2023,WARDAH,SRM-RLSAN1-W,WARDAH LIGHTENING SERUM AMPOULE 30 ML,18147,16871,1218950268,1132611269,30861.43874,0.9297,1276,0.0154,86338999,0.0209,Top loss di DC Makassar. Ada tarikan tinggi di minggu sebelumnya dan stock masih pipelining di W21,Percepatan distribusi ,
21,2023,WARDAH,SRM-PB-W,WARDAH PERFECT BRIGHT SUPER-GLOW BERRY SERUM 8 ML,8150,6906,132756602,112601605,17854.72575,0.8474,1244,0.015,20154997,0.0049,,,
21,2023,WARDAH,FW-PBCFLSN3-W,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 6 X 20 ML,1397,287,66334909,13829500,,0.2054,1110,0.0134,52505409,0.0127,,,
21,2023,WARDAH,M-RPBNS20-W,WARDAH PERFECT BRIGHT MOISTURIZER BRIGHT + SMOOTH GLOW SPF 30 PA+++ 20 ML,17139,16039,487270207,455934207,18969.3696,0.9358,1100,0.0133,31336000,0.0076,,,
21,2023,WARDAH,B-R3L01LB-W,WARDAH LIGHTENING MATTE POWDER 01 LIGHT BEIGE 20 G,6465,5441,234421544,197304044,7068.936533,0.8416,1024,0.0124,37117500,0.009,,,
21,2023,WARDAH,BO-COCBMM-W,WARDAH COLORFIT CREAM BLUSH 02 MERRY MAUVE 3 G,4605,3652,236844964,188160963,3115.522449,0.7931,953,0.0115,48684001,0.0118,,,
21,2023,WARDAH,LB-EVLNH-W4G,WARDAH EVERYDAY MOISTURE LIP NUTRITION HONEY 4 G,6273,5367,171533457,146849458,3704.17812,0.8556,906,0.0109,24683999,0.006,,,
21,2023,WARDAH,B-PBTUBB-W,WARDAH PERFECT BRIGHT BB POWDER 50 G,878,0,20953402,0,,0,878,0.0106,20953402,0.0051,,,
21,2023,WARDAH,REM-RLOIMWN1-W,WARDAH LIGHTENING OIL-INFUSED MICELLAR WATER 55 ML,5512,4640,123783580,104304080,6926.178746,0.8418,872,0.0105,19479500,0.0047,,,
21,2023,WARDAH,F-LLFM2-W,WARDAH LIGHTENING LIQUID FOUNDATION 02. BEIGE 6 ML,6178,5328,120937005,104362003,4696.279263,0.8624,850,0.0103,16575002,0.004,,,
21,2023,WARDAH,SS-UVSDSPB-W,WARDAH UV SHIELD ESSENTIAL SUNSCREEN GEL SPF 30 (NEW BLISTER),150797,149972,5419666106,5390222608,256192.1176,0.9945,825,0.01,29443498,0.0071,Top loss di DC di DC Purwokerto,Percepatan kiriman dari RDC dan kirim langsung dari NDC,
21,2023,WARDAH,REM-RLOIMWN2-W,WARDAH LIGHTENING OIL-INFUSED MICELLAR WATER 105 ML,8077,7291,302523536,272787126,6946.442176,0.9027,786,0.0095,29736410,0.0072,,,
21,2023,WARDAH,PH-HU-W,PAKET HAJI DAN UMROH WARDAH (PC(S)),921,188,136369500,28043500,,0.2041,733,0.0089,108326000,0.0263,,,
21,2023,WARDAH,CON-LBBL02-W,WARDAH LIGHTENING LIQUID CONCEALER 02 BEIGE 7 G (BLISTER),7726,7006,326650061,296380061,7649.223132,0.9068,720,0.0087,30270000,0.0073,"Top Loss di DC Banten, Pontianak",Rebalancing Stock ke DC top Contributor,
21,2023,WARDAH,ES-CLPPB-W,WARDAH COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 6 G,1801,1113,151879055,93695500,1594.944,0.618,688,0.0083,58183555,0.0141,,,
21,2023,WARDAH,MA-NDSVC-W,WARDAH NATURE DAILY SHEET MASK VITAMIN C 20 ML,611,6,10387002,102000,,0.0098,605,0.0073,10285002,0.0025,,,
21,2023,WARDAH,MY-SRMELB-W,MALAYSIA WARDAH EYEXPERT BROW LASH SERUM 10 ML,584,0,39213123.84,0,206.7616586,0,584,0.0071,39213123.84,0.0095,,,
21,2023,WARDAH,M-RWSNCN2-W,WARDAH CRYSTAL SECRET BRIGHT ACTIVATING NIGHT CREAM 30 G,7947,7363,828303157,768146159,8616.333938,0.9265,584,0.0071,60156998,0.0146,,,
21,2023,WARDAH,FM-MCC-W60ML,WARDAH NATURE DAILY MINERAL+ CLARIFYING CLAY MASK 60 ML,4317,3763,82993876,72455874,5292.071226,0.8717,554,0.0067,10538002,0.0026,,,
21,2023,WARDAH,L-R2EMC13-W,WARDAH EXCLUSIVE MATTE LIP CREAM 13 FRUIT PUNCH 4 GR,4120,3598,263891221,230708220,5704.921743,0.8733,522,0.0063,33183001,0.008,,,
21,2023,WARDAH,L-R2EMC08-W,WARDAH EXCLUSIVE MATTE LIP CREAM 08 PINKCREDIBLE 4 GR,4127,3610,264521031,231349530,8601.962426,0.8747,517,0.0062,33171501,0.008,,,
21,2023,WARDAH,L-R2EMC05-W,WARDAH EXCLUSIVE MATTE LIP CREAM 05 SPEACHLESS 4 GR,3307,2793,211583391,178704390,6205.513045,0.8446,514,0.0062,32879001,0.008,,,
21,2023,WARDAH,L-R2EMC09-W,WARDAH EXCLUSIVE MATTE LIP CREAM 09 MAUVE ON ! 4 GR,4596,4092,294501616,262257615,8059.707325,0.8903,504,0.0061,32244001,0.0078,,,
21,2023,WARDAH,L-R2EMC07-W,"WARDAH EXCLUSIVE MATTE LIP CREAM 07 HELLO, RUBY 4 GR",4936,4443,315389571,284054070,6092.312398,0.9001,493,0.006,31335501,0.0076,,,
21,2023,WARDAH,F-LLFM3-W,WARDAH LIGHTENING LIQUID FOUNDATION 03. IVORY 6 ML,4583,4092,89705502,80131002,4106.720911,0.8929,491,0.0059,9574500,0.0023,,,
21,2023,WARDAH,L-R2EMC11-W,WARDAH EXCLUSIVE MATTE LIP CREAM 11 OH SO NUDE ! 4 GR,2603,2121,166591801,135855800,3212.447167,0.8148,482,0.0058,30736001,0.0075,,,
21,2023,WARDAH,FW-AH-W60ML,WARDAH NATURE DAILY ALOE HYDRAMILD FACIAL WASH 60 ML,13092,12627,266002631,256568631,20181.05287,0.9645,465,0.0056,9434000,0.0023,,,
21,2023,WARDAH,M-RWSDCN2-W,WARDAH CRYSTAL SECRET BRIGHTENING DAY CREAM 30 G,11903,11440,1203830299,1157320299,13643.68387,0.9611,463,0.0056,46510000,0.0113,,,
21,2023,WARDAH,L-R2EMC01-W,WARDAH EXCLUSIVE MATTE LIP CREAM 01 RED-DICTED 4 GR,4208,3763,268368751,240087250,5507.529589,0.8942,445,0.0054,28281501,0.0069,,,
21,2023,WARDAH,L-EMC09MM-W,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 09 MAUVE ON! 4 G,438,0,29109000,0,,0,438,0.0053,29109000,0.0071,,,
21,2023,WARDAH,B-CLCLPD-W,WARDAH COLORFIT MATTIFYING POWDER 43W GOLDEN SAND 15 G,794,357,67244000,30236000,411.4950278,0.4496,437,0.0053,37008000,0.009,,,
21,2023,WARDAH,B-R3L02B-W,WARDAH LIGHTENING MATTE POWDER 02 BEIGE 20 G,7549,7115,273743218,258077218,7457.884749,0.9425,434,0.0052,15666000,0.0038,,,
21,2023,WARDAH,L-EMC15DP-W,WARDAH EXCLUSIVE MATTE LIP CREAM 15 PINKY PLUMISE 4G,538,107,34439000,6845500,,0.1989,431,0.0052,27593500,0.0067,,,
21,2023,WARDAH,L-R2EMC16-W,WARDAH EXCLUSIVE MATTE LIP CREAM 16 HEARTBEET 4 GR,629,202,40142501,12971000,2635.483806,0.3211,427,0.0052,27171501,0.0066,,,
21,2023,WARDAH,F-LLFM4-W,WARDAH LIGHTENING LIQUID FOUNDATION 04. NATURAL 6 ML,3945,3518,77152503,68826002,3195.394362,0.8918,427,0.0052,8326501,0.002,,,
21,2023,WARDAH,L-R2EMC17-W,WARDAH EXCLUSIVE MATTE LIP CREAM 17 ROSY CHEEK 4 GR,2910,2502,186193396,160276395,2577.609891,0.8598,408,0.0049,25917001,0.0063,,,
21,2023,WARDAH,LW-W3O-W240ML,WARDAH SOFT BODY SCRUB WITH OLIVE 240 ML (PC(S)),457,52,25474000,2914000,240.6450658,0.1138,405,0.0049,22560000,0.0055,,,
21,2023,WARDAH,L-R2EMC06-W,WARDAH EXCLUSIVE MATTE LIP CREAM 06 FEELING RED 4 GR,3943,3541,251984956,226457955,5323.148395,0.898,402,0.0049,25527001,0.0062,,,
21,2023,WARDAH,L-R2EMC12-W,WARDAH EXCLUSIVE MATTE LIP CREAM 12 PLUM IT UP 4 GR,4018,3621,256961606,231752105,5056.791421,0.9012,397,0.0048,25209501,0.0061,,,
21,2023,WARDAH,L-R2EMC03-W,WARDAH EXCLUSIVE MATTE LIP CREAM 03 SEE YOU LATTE 4 GR,3456,3060,220954756,195808755,4882.84844,0.8854,396,0.0048,25146001,0.0061,,,
21,2023,WARDAH,P-MAA-W,WARDAH SUPERSERUM MASK X2 - LIGHTENING & ACNEDERM,1069,710,30166000,20097500,1417.176,0.6642,359,0.0043,10068500,0.0024,,,
21,2023,WARDAH,F-RECF01-W,WARDAH EXCLUSIVE CREAMY FOUNDATION 01 LIGHT BEIGE 12 G,610,257,58175000,24495000,538.8968898,0.4213,353,0.0043,33680000,0.0082,,,
21,2023,WARDAH,MY-BCLCLPC-W,MALAYSIA WARDAH COLORFIT MATTIFYING POWDER 32N NEUTRAL BEIGE 15 G,341,0,19681271.94,0,451.1804451,0,341,0.0041,19681271.94,0.0048,,,
21,2023,WARDAH,FMI-CDFM-W55ML,WARDAH C-DEFENSE FACE MIST 55 ML (PC(S)),5947,5614,228984335,216148336,6094.359802,0.944,333,0.004,12835999,0.0031,,,
21,2023,WARDAH,B-W3ELFP02-W30G,WARDAH EVD LUM FACE POWDER 02 BEIGE 30 G (PC(S)),4180,3847,183400740,168847240,4331.120478,0.9203,333,0.004,14553500,0.0035,,,
21,2023,WARDAH,B-R3L04N-W,WARDAH LIGHTENING MATTE POWDER 04 NATURAL 20 G,5514,5182,199830764,187857764,5956.214445,0.9398,332,0.004,11973000,0.0029,,,
21,2023,WARDAH,MASK-EEPC-W7GR,WARDAH EYEXPERT PERFECTCURL MASCARA 7 GR (PC(S)),4944,4613,339014849,316470849,3818.929654,0.9331,331,0.004,22544000,0.0055,,,
21,2023,WARDAH,L-EMC05MM-W,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 05 SPEACHLESS 4 G,336,6,22308000,381000,,0.0179,330,0.004,21927000,0.0053,,,
21,2023,WARDAH,L-EMC08MM-W,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 08 PINKCREDIBLE 4 G,324,0,21546000,0,,0,324,0.0039,21546000,0.0052,,,
21,2023,WARDAH,EB-EXPMBD02-W,WARDAH EYEXPERT MATIC BROW DEFINER 02 DARK BROWN 0.25 G,5287,4969,294620988,276659989,6237.488746,0.9399,318,0.0038,17960999,0.0044,,,
21,2023,WARDAH,SS-UVSDS-W,WARDAH UV SHIELD ESSENTIAL SUNSCREEN GEL SPF 30 40 ML,308,0,11549999,0,,0,308,0.0037,11549999,0.0028,,,
21,2023,WARDAH,P-HJCP2-W,WARDAH UMRAH & HAJJ PACKAGE,2034,1733,390150000,333162000,1757.649654,0.852,301,0.0036,56988000,0.0138,,,
21,2023,WARDAH,B-CLCLPA-W,WARDAH COLORFIT MATTIFYING POWDER 22N LIGHT IVORY 15 G,1876,1576,159408001,134032001,1462.164665,0.8401,300,0.0036,25376000,0.0062,,,
21,2023,WARDAH,ES-CLPNB-W,WARDAH COLORFIT QUAD EYE PALETTE 01 BRUNETTE DAWN 6 G,1828,1530,154726000,129671000,1203.552,0.837,298,0.0036,25055000,0.0061,,,
21,2023,WARDAH,CUS-RREFC04-W,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 04 NATURAL 15 G,507,210,50855470,21065000,369.5852321,0.4142,297,0.0036,29790470,0.0072,,,
21,2023,WARDAH,L-LL08-W2.3G,WARDAH LIPSTICK LONGLASTING 08 RED VELVET 2.3 G (PC(S)),597,316,29825500,15716500,994.2962361,0.5293,281,0.0034,14109000,0.0034,,,
21,2023,WARDAH,"ES-ECL-W3,3GR","WARDAH EYEXPERT EYESHADOW CLASSIC 3,3 GR",2353,2076,116144497,102563998,2281.013092,0.8823,277,0.0033,13580499,0.0033,,,
21,2023,WARDAH,FT-NDATE-W,WARDAH NATURE DAILY ALOE HYDRAMILD ESSENCE TONER 100 ML,8149,7873,144618317,139788315,8182.987839,0.9661,276,0.0033,4830002,0.0012,,,
21,2023,WARDAH,L-EMC14DP-W,WARDAH EXCLUSIVE MATTE LIP CREAM 14 MY HONEY BEE 4G,332,61,21328000,3906500,,0.1837,271,0.0033,17421500,0.0042,,,
21,2023,WARDAH,L-LL09-W2.3G,WARDAH LIPSTICK LONGLASTING 09 VIBRANT RED 2.3 G (PC(S)),633,366,31552000,18214000,873.3577079,0.5782,267,0.0032,13338000,0.0032,,,
21,2023,WARDAH,TC-W3ELLB1-W12G,WARDAH EVD LUM TWO WAY CAKE 01 LIGHT BEIGE 12 G (PC(S)),1623,1360,81390134,68189135,1695.135429,0.838,263,0.0032,13200999,0.0032,,,
21,2023,WARDAH,CUS-CLPGCB-W,WARDAH COLORFIT PERFECT GLOW CUSHION 22N LIGHT IVORY 15 G,2402,2141,266602600,237892600,2852.637079,0.8913,261,0.0032,28710000,0.007,,,
21,2023,WARDAH,MY-RTCRE02-W,MALAYSIA WARDAH EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,259,0,20611261.44,0,,0,259,0.0031,20611261.44,0.005,,,
21,2023,WARDAH,MY-RFRELF01-W,MALAYSIA WARDAH EXCLUSIVE LIQUID FOUNDATION 01 LIGHT BEIGE 20 ML,251,0,18023973.66,0,,0,251,0.003,18023973.66,0.0044,,,
21,2023,WARDAH,L-CUM03-W,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 03 CARAMEL NUDE 3.6 G,1191,944,54513505,43245005,1223.894615,0.7926,247,0.003,11268500,0.0027,,,
21,2023,WARDAH,TC-R3LLF05-W,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 05 BEIGE 12 G,2750,2507,146929095,134042595,2862.483457,0.9116,243,0.0029,12886500,0.0031,,,
21,2023,WARDAH,MY-RFRELF02-W,MALAYSIA WARDAH EXCLUSIVE LIQUID FOUNDATION 02 SHEER PINK 20 ML,248,7,17808547.68,502660.62,,0.0282,241,0.0029,17305887.06,0.0042,,,
21,2023,WARDAH,P-CSTK-W,WARDAH CRYSTAL SECRET RADIANT SKIN STARTER KIT,1180,943,88280501,70850500,1757.801436,0.7992,237,0.0029,17430001,0.0042,,,
21,2023,WARDAH,M-RRYNCN2-W,WARDAH RENEW YOU NIGHT CREAM 30 G (PC(S)),8109,7878,889854268,864675268,7405.769357,0.9715,231,0.0028,25179000,0.0061,Quality dus NOT OK,"1. Dilakukan sortir di PTI di W22 selama 2 hari
2. Produksi dilakukan di W22/W23",W25
21,2023,WARDAH,FW-PBCFLSN3H-W,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING WITH HANGER 6 X 20 ML,620,390,29345203,18447002,,0.629,230,0.0028,10898201,0.0026,,,
21,2023,WARDAH,CUS-R2EFC03-W,WARDAH EXCLUSIVE FLAWLESS COVER CUSHION 03 SANDY BEIGE 15 G,917,695,128274525,97247525,881.3427383,0.7579,222,0.0027,31027000,0.0075,,,
21,2023,WARDAH,P-CSP-W,WARDAH CRYSTAL SKIN PACKAGE,693,474,181713502,124445001,,0.684,219,0.0026,57268501,0.0139,,,
21,2023,WARDAH,BBC-EN-W30ML,WARDAH EVERYDAY BB CREAM NATURAL 30 ML (PC(S)),1523,1305,76136319,65361919,1442.97706,0.8569,218,0.0026,10774400,0.0026,,,
21,2023,WARDAH,L-EMC09-W4GR,WARDAH EXCLUSIVE MATTE LIP CREAM 09 MAUVE ON 4 GR (PC(S)),216,0,14364000,0,,0,216,0.0026,14364000,0.0035,,,
21,2023,WARDAH,P-LMGWN2NFSSHFT-W,WARDAH LIGHTENING MICELLAR GENTLE WASH 100 ML BUNDLING WARDAH NFS SACHET HAIRFALL TREATMENT SHAMPOO 10 ML,1728,1512,57825000,50598000,,0.875,216,0.0026,7227000,0.0018,,,
21,2023,WARDAH,TC-R2RE04-W,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 04 NATURAL 12 G,10011,9796,587231450,574437450,13361.95743,0.9785,215,0.0026,12794000,0.0031,,,
21,2023,WARDAH,L-EMC05-W4GR,WARDAH EXCLUSIVE MATTE LIP CREAM 05 SPEACHLESS 4 GR (PC(S)),224,9,14872000,574500,,0.0402,215,0.0026,14297500,0.0035,,,
21,2023,WARDAH,SRM-RWSPTEN1-W,WARDAH CRYSTAL SECRET PURE TREATMENT ESSENCE 50 ML,2634,2420,217497333,200024333,3627.689527,0.9188,214,0.0026,17473000,0.0042,,,
21,2023,WARDAH,MY-SRMRAGIS-W,MALAYSIA WARDAH RENEW YOU ANTI AGING INTENSIVE SERUM 17 ML (PC(S)),210,0,14883976.8,0,,0,210,0.0025,14883976.8,0.0036,,,
21,2023,WARDAH,L-EMC04DP-W,WARDAH EXCLUSIVE MATTE LIP CREAM 04 PINK ME 4G,266,62,17200000,4069000,,0.2331,204,0.0025,13131000,0.0032,,,
21,2023,WARDAH,CUS-CLPGCD-W,WARDAH COLORFIT PERFECT GLOW CUSHION 32N NEUTRAL BEIGE 15 G,2744,2543,304876660,282623660,3311.333501,0.9267,201,0.0024,22253000,0.0054,,,
21,2023,WARDAH,MY-CUSR2EFC02-W,MALAYSIA WARDAH EXCLUSIVE FLAWLESS COVER CUSHION 02 HONEY BEIGE 15 G,187,0,21456731.56,0,554.5725146,0,187,0.0023,21456731.56,0.0052,,,
21,2023,WARDAH,L-CUMKORC-W,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 11 SUNKISSED JEJU 3.6 G,3229,3047,147864849,139577849,4291.6085,0.9436,182,0.0022,8287000,0.002,,,
21,2023,WARDAH,D-W1R1HER-W60ML,WARDAH ROLL ON FOR HER 60 ML,8942,8762,216764118,212444118,11001.34728,0.9799,180,0.0022,4320000,0.001,,,
21,2023,WARDAH,TWC-CLFTD-W,WARDAH COLORFIT VELVET POWDER FOUNDATION 32N NEUTRAL BEIGE 11 G,2553,2375,190525001,177339001,2911.647588,0.9303,178,0.0022,13186000,0.0032,,,
21,2023,WARDAH,EC-RWSB-W,WARDAH CRYSTAL SECRET EYES DARK CIRCLE CORRECTOR 10 ML,1029,856,88321530,73092500,1475.500122,0.8319,173,0.0021,15229030,0.0037,,,
21,2023,WARDAH,FA-CLFMDHCP-W,WARDAH COLORFIT HIGHLIGHT CONTOUR PALETTE 02 MEDIUM,587,416,53777000,38189000,607.608,0.7087,171,0.0021,15588000,0.0038,,,
21,2023,WARDAH,TC-RR3LLF06-W,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 06 IVORY 12 G,2268,2100,82026840,75969840,2513.21164,0.9259,168,0.002,6057000,0.0015,,,
21,2023,WARDAH,L-CLADC03-W,WARDAH COLORFIT LAST ALL DAY LIP PAINT 14. ROYAL LONDON,681,516,45288540,34398540,1079.558321,0.7577,165,0.002,10890000,0.0026,,,
21,2023,WARDAH,TC-W3ELI3-W12G,WARDAH EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),1137,972,56599889,48432390,1469.881268,0.8549,165,0.002,8167499,0.002,,,
21,2023,WARDAH,MY-LEMC15DP-W,MALAYSIA WARDAH EXCLUSIVE MATTE LIP CREAM 15 PINKY PLUMISE 4G,210,48,11472806.4,2626352.52,423.9942787,0.2286,162,0.002,8846453.88,0.0021,,,
21,2023,WARDAH,LB-EVLNGT-W4G,WARDAH EVERYDAY MOISTURE LIP NUTRITION GREEN TEA 4 G,4098,3937,112137239,107736239,2728.643782,0.9607,161,0.0019,4401000,0.0011,,,
21,2023,WARDAH,F-LLFM-W,WARDAH LIGHTENING LIQUID FOUNDATION 01. LIGHT BEIGE 6 ML,4345,4187,85044502,81963502,4153.96543,0.9636,158,0.0019,3081000,0.0007,,,
21,2023,WARDAH,MA-MSCD-W,WARDAH C-DEFENSE SUPERSERUM MASK 20 ML,2840,2682,55435470,52402470,2208.384,0.9444,158,0.0019,3033000,0.0007,,,
21,2023,WARDAH,L-EMCA-W,WARDAH EXCLUSIVE MATTE LIP CREAM 19 HAVE A BLUSH! 4 G,3356,3199,215205580,205179080,1918.7064,0.9532,157,0.0019,10026500,0.0024,,,
21,2023,WARDAH,F-EVLLF01-W,WARDAH EVERYDAY LUMINOUS LIQUID FOUNDATION – 01 NATURAL WHITE 35 ML,6520,6367,271586557,265237057,6738.149313,0.9765,153,0.0018,6349500,0.0015,,,
21,2023,WARDAH,TC-RR3LLF05-W,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 05 BEIGE 12 G,4856,4703,176035274,170507774,5253.084458,0.9685,153,0.0018,5527500,0.0013,,,
21,2023,WARDAH,TC-RR3LEC03-W,WARDAH REFILL LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,642,490,26128880,20046880,817.1198934,0.7632,152,0.0018,6082000,0.0015,,,
