Kode Item Baru,Nama Item,MPQ Olah,MPQ Kemas,MPQ Supply,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,Sum,MPQ Kemas,MPQ Supply
SGL-P1-P200,Putri Styling Glaze 200 ML (Pc(s)),100,445,545,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,445,0,0,0,0,0,0,0,445,0,0,0,0,0,0,445,0,0,0,0,0,0,0,445,0,0,0,0,0,0,445,0,0,0,0,0,0,0,445,0,0,0,0,0,0,445,0,0,0,,,"3,560",445,545
SHAR-SM-MO,MAKE OVER Small Sharpener (Pc(s)),1,1,1,5000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10000,1,1
SL-P1-P200,Putri Setting Lotion 200 ML (Pc(s)),100,466,566,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,466,0,0,0,0,0,0,0,,,4194,466,566
SRM-ABSR-L,LABORÉ Sensitive Skin Care AcneBiome Serum 20 ml,50,1619,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1619,1619,1773
SRM-ABST-L,LABORÉ Sensitive Skin Care AcneBiome Spot Treatment 15 ml,30,937,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,937,937,1091
SRM-AN1-EM,Emina Natura Pal Splash Serum 40 ml,600,13821,14236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27642,13821,14236
SRM-AN1-OMG,OMG Oh My Glow Mugwort Acne Serum 20 ml,300,12142,12510,0,0,12142,0,0,12142,0,12142,0,12142,0,12142,0,0,12142,0,12142,0,12142,0,12142,0,0,12142,0,12142,0,12142,0,12142,0,12142,0,0,12142,0,12142,0,12142,0,12142,0,0,12142,0,12142,0,12142,0,12142,0,0,12142,0,12142,0,12142,0,12142,0,0,12142,0,12142,0,0,0,,,339976,12142,12510
SRM-ASB-TA,TAVI Acne Spot Blue Treatment 20 ml,50,"1,619","1,773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,619",0,0,0,0,0,"1,619",0,0,0,0,0,0,"1,619",0,0,0,"1,619",0,0,0,0,,,"6,476","1,619","1,773"
SRM-ASRM-W,Wardah Acnederm Acne Care Serum 15 ml,600,"31,464","32,410",0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,0,"31,464",0,0,0,0,0,"31,464",0,0,0,0,0,0,0,,,"314,640","31,464","32,410"
SRM-ASSE-EM10ML,Emina Ms. Pimple Acne Solution Spot Gel 15 ml,300,17116,17630,0,0,0,0,0,17116,0,0,0,17116,0,0,0,0,17116,0,0,0,17116,0,0,0,17116,0,0,0,17116,0,0,0,0,17116,0,0,0,17116,0,0,0,17116,0,0,0,17116,0,0,0,17116,0,0,0,0,17116,0,0,0,17116,0,0,0,17116,0,0,0,0,0,17116,,,256740,17116,17630
SRM-BA-WL,Wonderly Acne & Brightening Treatment Serum 15 ml,300,"16,236","16,540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,"16,236","16,540"
SRM-BRSR-L,LABORÉ Sensitive Skin Care GentleBiome Barrier Repair Serum 20 ml,120,"4,368","4,710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,368",0,0,0,0,0,,,"8,736","4,368","4,710"
SRM-BRSRN2-L,LABORÉ Sensitive Skin Care GentleBiome Barrier Repair Serum 7 ml,30,2689,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689,,,5378,2689,2750
SRM-BSS-EM,Emina Bright Stuff Face Serum 30 ml,1000,32026,32987,0,0,32026,32026,0,32026,0,32026,0,32026,32026,0,32026,0,32026,0,32026,0,32026,32026,0,32026,0,32026,0,32026,32026,0,32026,0,32026,0,32026,0,32026,32026,0,18538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,659058,32026,32987
SRM-BSSN2-EM,Emina Bright Stuff Face Serum 7.5 ml,300,35017,36017,0,0,35017,35017,35017,0,35017,35017,0,35017,35017,0,35017,35017,35017,0,35017,35017,35017,0,35017,35017,0,35017,35017,35017,0,35017,35017,0,35017,35017,35017,0,35017,35017,35017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,910442,35017,36017
SRM-CAB-W,Crystallure Supreme Activating Booster Essence 30 ml,200,5925,6103,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,0,0,5925,,,41475,5925,6103
SRM-CD-W17ML,Wardah C-Defense Serum 17 ml (Pc(s)),300,15960,16160,0,0,0,0,0,15960,0,0,0,15960,0,0,0,0,15960,0,0,0,15960,0,0,0,9069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,72909,15960,16160
SRM-CDSI-W,Wardah C-Defense Serum 15 ml,600,33480,33634,0,0,0,33480,0,0,0,0,0,0,0,0,0,0,0,0,0,33480,0,0,0,0,0,33480,0,0,0,0,0,33480,0,0,0,0,33480,0,0,0,0,0,33480,0,0,0,0,0,0,0,33480,0,0,0,0,0,0,33480,0,0,0,0,0,0,0,0,0,33480,0,,,301320,33480,33634
SRM-CLA-W,Crystallure Lift Ampoule Serum 30 ml,120,3096,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3096,3250
SRM-CSAE-W,Wardah Crystallure Supreme Advanced Eye Serum 15 ml,50,"2,772","2,872",0,0,0,"2,772",0,0,0,0,0,0,0,0,0,0,0,"2,772",0,0,0,0,0,0,0,0,0,0,0,"2,772",0,0,0,0,0,0,0,0,0,0,"2,772",0,0,0,0,0,0,0,0,0,0,"2,772",0,0,0,0,0,0,0,0,0,"2,772",0,0,0,0,0,0,0,,,"16,632","2,772","2,872"
SRM-CSRO-W,Crystallure Supreme Revitalizing Oil Serum 30 ml,50,"1,771","1,871",0,0,"1,771",0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,0,"1,771",0,0,"1,771",0,0,0,,,"33,649","1,771","1,871"
SRM-DB-WL,Wonderly Advanced Brightening Face Serum 15 ml,600,30632,35860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,30632,35860
SRM-ELB-W,Wardah Eyexpert Brow Lash Serum 10 ml,100,7344,7680,0,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,0,0,7344,0,0,0,,,80784,7344,7680
SRM-FS-KA,Kahf Brightening and Texture Refining Face Serum 35 ml,200,4859,4938,9718,4859,0,0,0,4859,0,0,0,0,4859,0,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,0,4859,0,4859,0,4859,4859,0,4859,0,4859,0,4859,4859,0,4859,4859,0,4859,4859,0,4859,4859,0,4859,4859,4859,0,0,4859,4859,4859,4859,4859,0,4859,4859,4859,,,184642,4859,4938
SRM-H-MO33ML,MAKE OVER Hydration Serum 33 ml (Pc(s)),300,8339,8590,0,8339,0,0,8339,0,0,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,8339,0,0,0,,,175119,8339,8590
SRM-LSA-W,Wardah Lightening Serum Ampoule 5x5 ml,600,"20,063","20,665",0,0,0,"20,063",0,0,0,0,0,"20,063",0,0,0,0,"20,063",0,0,0,0,0,"20,063",0,0,0,0,0,"20,063",0,0,0,0,"20,063",0,0,0,0,0,"20,063",0,0,0,0,"20,063",0,0,0,0,0,"20,063",0,0,0,0,0,"20,063",0,0,0,0,"20,063",0,0,0,0,0,0,0,,,"220,693","20,063","20,665"
SRM-MHA-TA,TAVI Multipathway Hyperpigmentation Ampoule 15 ml,37,1625,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,1625,1625,0,1625,0,1625,0,1625,0,1625,0,1625,0,1625,1625,3250,3250,3250,3250,3250,3250,4875,3250,4875,3250,4875,4875,3250,4875,4875,3250,4875,3250,3250,11375,0,0,3250,4875,3250,4875,3250,4875,3250,4875,3250,,,136500,1625,1672
SRM-MP-WL,Wonderly Micro-peel Serum 15 ml,200,10872,11026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10872,0,10872,0,0,0,10872,0,0,0,10872,0,0,10872,0,0,10872,0,10872,0,0,0,10872,0,0,10872,0,0,10872,0,0,10872,0,0,,,119592,10872,11026
SRM-MPAOC-EM,Emina Ms. Pimple Acne Solution Face Serum 30 ml,1000,30582,31870,0,0,0,0,0,0,0,30582,0,0,0,0,0,0,0,0,0,30582,0,0,0,0,0,0,0,0,0,30582,0,0,0,0,0,0,0,0,0,0,30582,0,0,0,0,0,0,0,0,0,30582,0,0,0,0,0,0,0,0,0,0,30582,0,0,0,0,0,0,0,,,183492,30582,31870
SRM-NFSCABE-W,Wardah NFS Crystallure Supreme Activating Booster Essence 6 ml,680,95500,95500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,95500,95500
SRM-NFSCABN2-W,NFS Crystallure Supreme Activating Booster Essence 5 ml,30,3965,3965,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3965,3965
SRM-NFSERP-TA,NFS TAVI 1% Encapsulated Retinol + Peptide Slow Aging Signs Serum,19,1750,1750,1750,1750,1750,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7000,1750,1750
SRM-NFSMPAOC-EM,Emina NFS Ms. Pimple Acne Solution Face Serum 5 ml,135,22545,22545,0,0,0,0,0,0,0,0,22545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22545,22545,22545
SRM-NFSNZ-TA,NFS TAVI 10% Niacinamide + Zinc Acne Solution Serum,19,"1,650","1,650","1,650","1,650","1,650","1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"6,600","1,650","1,650"
SRM-NFSSC-TA,NFS TAVI 1% Plant Based Squalane + Ceramide Moisture Boost Serum,18,1350,1350,1350,1350,1350,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5400,1350,1350
SRM-NS-TA,Tavi 10% Niacinamide + Zinc Acne Solution Serum 30 ml,150,"4,224","4,436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,224",0,0,0,0,0,0,0,0,,,"4,224","4,224","4,436"
SRM-OI-WL,Wonderly Oxygen Infused Serum 15 ml,140,7116,7270,0,0,0,0,0,0,0,0,0,0,7116,0,0,0,0,0,0,0,0,7116,0,0,0,0,7116,0,0,0,0,7116,0,0,0,7116,0,0,7116,0,0,0,7116,0,0,0,7116,0,0,7116,0,0,7116,0,7116,0,0,7116,0,0,0,0,7116,0,0,7116,0,0,7116,,,106740,7116,7270
SRM-PB-W,Wardah Perfect Bright Super-Glow Berry Serum 8 ml,1000,102456,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102456,0,0,0,0,0,0,0,0,0,0,102456,0,0,0,0,0,0,0,0,0,102456,0,0,0,0,0,0,0,0,0,0,102456,0,0,0,0,0,0,0,0,0,0,102456,0,0,0,0,0,0,,,512280,102456,103000
SRM-PGN1-OMG,OMG Oh My Glow Peach Glowing Serum 20 ml,1000,45476,46840,0,0,0,45476,0,0,45476,0,45476,0,0,45476,0,0,45476,0,0,45476,0,45476,0,0,45476,0,0,45476,0,0,45476,0,45476,0,0,45476,0,0,45476,0,0,45476,0,45476,0,0,45476,0,0,45476,0,0,45476,0,45476,0,0,45476,0,0,45476,0,0,45476,0,0,45476,0,0,,,1045948,45476,46840
SRM-PGN2-OMG,OMG Oh My Glow Peach Glowing Serum 7.5 g,600,69920,70060,0,0,69920,0,0,69920,0,0,0,0,0,0,69920,0,0,0,0,69920,0,0,0,69920,0,0,69920,0,0,0,69920,0,0,69920,0,0,69920,0,0,0,69920,0,0,0,69920,0,69920,0,0,69920,0,0,69920,0,0,69920,0,69920,0,0,0,69920,0,0,69920,0,0,69920,0,,,1328480,69920,70060
SRM-PPAS-MO,Make Over Powerskin Blemish Clarify Boost Serum 12 ml,20,994,"1,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,580",0,"1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580","1,580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"18,960",994,"1,024"
SRM-PPBS-MO,Make Over Powerskin Radiant MicroBoost Serum 12 ml,30,"1,580","1,628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,994,994,994,994,994,994,994,994,994,994,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"11,928","1,580","1,628"
SRM-PPHS-MO,Make Over Powerskin Hydration MicroBoost Serum 12 ml,20,857,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,857,857,857,857,857,857,857,857,857,857,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10284,857,883
SRM-PSDS-MO,Make Over Powerskin Radiant MicroBoost Serum 30 ml,200,5741,5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5741,5741,5910
SRM-PSHS-MO,Make Over Powerskin Hydration MicroBoost Serum 30 ml,130,"3,161","3,260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"3,161","3,161","3,260"
SRM-PSOC-MO,Make Over Powerskin Blemish Clarify Boost Serum 30 ml,150,4129,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4129,4129,4250
SRM-RABS-KA,Kahf Advancing Beard & Hair Serum 30 ml,30,571,590,0,0,571,0,571,571,0,571,571,0,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,0,0,571,,,34260,571,590
SRM-RASSE-EM,Emina Ms. Pimple Acne Solution Spot Gel 15 ml,400,22512,22666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22512,22512,22666
SRM-RBSS-EM,Emina Bright Stuff Face Serum 30 ml,"1,000","30,774","30,928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,774",0,"92,322","30,774",0,0,0,0,0,0,"30,774","30,774","30,774",0,"30,774","30,774",0,0,0,"30,774",0,"30,774",0,"30,774","30,774",0,"30,774","30,774","30,774",0,"30,774","30,774",0,0,"30,774","30,774","30,774",0,"30,774","30,774","30,774",0,"30,774",,,"800,124","30,774","30,928"
SRM-RBSSN2-EM,Emina Bright Stuff Face Serum 7.5 ml,1000,111636,111790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111636,0,111636,111636,0,0,0,0,0,0,0,0,111636,0,0,0,0,111636,0,0,0,0,111636,0,0,0,111636,0,0,111636,0,0,0,0,111636,0,0,111636,0,0,0,111636,0,,,1227996,111636,111790
SRM-RIH-W,Wardah Hydra Rose Micro Gel Serum 30 ml,300,8994,9264,0,0,0,0,0,0,0,0,0,8994,0,0,0,0,0,0,8994,0,0,0,0,0,0,8994,0,0,0,0,0,0,0,8994,0,0,0,0,0,0,8994,0,0,0,0,0,0,8994,0,0,0,0,0,0,0,8994,0,0,0,0,0,0,8994,0,0,0,0,0,0,,,71952,8994,9264
SRM-RLSAN1-W,Wardah Lightening Serum Ampoule 30 ml,1000,30591,31509,0,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,30591,30591,30591,0,0,0,,,1437777,30591,31509
SRM-RLSAN2-W,Wardah Lightening Serum Ampoule 8 ml,500,"53,102","54,102",0,0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,"53,102",0,"53,102",0,"53,102","53,102",0,"53,102",0,0,0,,,"1,858,570","53,102","54,102"
SRM-RRYIS-W,Wardah Renew You Intensive Serum 15 ml (Pc(s)),800,"38,988","40,158",0,0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,"38,988",0,0,0,"38,988",0,0,"38,988",0,0,0,,,"779,760","38,988","40,158"
SRM-RRYTEN1-W,Wardah Renew You Toner Essence 50 ml (Pc(s)),1000,17117,19000,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,0,17117,0,0,0,0,0,0,0,,,154053,17117,19000
SRM-RRYTEN2-W,Wardah Renew You Toner Essence 100 ml (Pc(s)),1000,8860,9600,0,0,0,0,0,0,0,8860,0,0,0,0,8860,0,0,8860,0,0,0,8860,0,0,0,8860,0,0,0,0,0,8860,0,0,0,0,8860,0,0,0,0,8860,0,0,0,0,8860,0,0,0,0,8860,0,0,0,0,8860,0,0,0,0,8860,0,0,0,0,0,0,0,,,106320,8860,9600
SRM-RRYUMS-W,Wardah Renew You Intensive Serum 30 ml (Pc(s)),1000,30352,31870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30352,0,0,0,0,0,0,0,0,0,0,0,0,,,91056,30352,31870
SRM-RS-TA,Tavi 1% Encapsulated Retinol + Peptide Slow Aging Signs Serum,140,3911,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7822,3911,4107
SRM-RWSIBS-W,Wardah Crystal Secret Dark Spot & Brightening Serum 20 ml,1000,42075,43075,0,0,42075,0,42075,0,42075,0,42075,0,42075,42075,0,42075,0,42075,0,42075,0,42075,42075,0,42075,0,42075,0,42075,0,42075,42075,0,42075,0,42075,0,42075,0,42075,0,42075,42075,0,42075,0,42075,0,42075,0,42075,42075,0,42075,0,42075,0,42075,0,42075,0,42075,0,42075,42075,0,0,0,42075,,,1472625,42075,43075
SRM-RWSPTEN1-W,Wardah Crystal Secret Pure Treatment Essence 50 ml,"1,000","16,290","16,779",0,0,"16,290",0,0,0,"16,290",0,0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,0,"16,290",0,0,0,"16,290",0,0,0,"16,290",0,0,0,0,0,,,"244,350","16,290","16,779"
SRM-RWSPTEN2-W,Wardah Crystal Secret Pure Treatment Essence 100 ml,1000,9669,9960,0,0,0,0,0,0,9669,0,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,9669,0,0,0,9669,0,0,0,9669,0,0,0,0,9669,0,0,0,9669,0,0,0,,,145035,9669,9960
SRM-RWSPTEN4-W,Wardah Crystal Secret Pure Treatment Essence 30 ml,"1,000","30,467","31,382",0,0,0,0,0,0,"30,467",0,0,0,0,0,0,0,0,"30,467",0,0,0,0,0,0,0,0,0,"30,467",0,0,0,0,0,0,0,0,0,"30,467",0,0,0,0,0,0,0,0,0,"30,467",0,0,0,0,0,0,0,0,0,"30,467",0,0,0,0,0,0,0,0,0,0,0,,,"182,802","30,467","31,382"
SRM-SC-TA,Tavi Plant-Based Squalane + Ceramide Moisture Boost Serum 30 ml,120,3192,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3192,0,0,0,0,0,0,0,0,0,0,,,3192,3192,3240
SS-DUVSDE-L,LABORE Sensitive Skin Care BiomeProtect Physical Sunscreen 30 ml,50,"1,197","1,257",0,0,0,0,0,"1,197","1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,"1,197",0,0,0,0,"1,197",,,"26,334","1,197","1,257"
SS-LDSB-TA,TAVI Liquid Dreamy Skin Blur Sunscreen 50 ml,400,11322,11466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11322,0,0,0,0,0,0,0,0,11322,0,0,0,0,11322,0,0,11322,0,0,0,11322,0,0,0,0,11322,0,0,0,11322,0,0,0,11322,,,90576,11322,11466
