Kode Unik,Factory,Kode Item,Kode Bulk,MPQ Olah,MPQ Kemas,% Fase,Rumus Bulk,MPQ Supply,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,Kode Formula
FW-PBNW100-W/FW-PBNW-BULK,Liquid factory,FW-PBNW100-W,FW-PBNW-BULK,"3,000","29,980",1,FW-PBNW-BULK/1,29980,0,0,0,0,0,27090,0,0,27090,0,0,27090,0,0,27090,0,27090,0,0,27090,0,0,27090,0,27090,0,0,27090,0,0,0,27090,0,0,27090,0,0,27090,0,0,27090,0,0,27090,0,0,27090,0,0,27090,0,0,27090,0,0,0,27090,0,0,27090,0,0,27090,0,0,0,0,0,FW-PBNW-BULK/4
FW-PCSAC-KA/FW-PCSAC-BULK,Liquid factory,FW-PCSAC-KA,FW-PCSAC-BULK,"1,000","9,901",1,FW-PCSAC-BULK/2,9901,153792,96120,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,96120,105732,96120,96120,96120,96120,105732,48060,48060,48060,FW-PCSAC-BULK/31
FW-PCSRB-KA/FW-PCSRB-BULK,Liquid factory,FW-PCSRB-KA,FW-PCSRB-BULK,"2,000","18,906",1,FW-PCSRB-BULK/2,18906,150000,112500,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,112500,93750,93750,56250,56250,56250,FW-PCSRB-BULK/22
FW-RBS-EM/FW-RBS-BULK,Liquid factory,FW-RBS-EM,FW-RBS-BULK,"3,000","56,918",1,FW-RBS-BULK/1,56918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56764,56764,56764,56764,56764,0,0,56764,56764,56764,56764,56764,0,56764,56764,56764,0,0,0,56764,56764,56764,0,56764,56764,56764,56764,56764,56764,56764,0,56764,0,56764,56764,56764,56764,56764,0,56764,56764,56764,56764,0,56764,56764,56764,56764,0,56764,56764,56764,0,56764,FW-RBS-BULK/FF.DND.T409.00
FW-RBSN2-EM/FW-RBS-BULK,Liquid factory,FW-RBSN2-EM,FW-RBS-BULK,"3,000","28,817",1,FW-RBS-BULK/2,28817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28663,28663,28663,28663,28663,28663,28663,57326,28663,57326,57326,28663,28663,28663,28663,57326,28663,28663,28663,28663,28663,57326,28663,57326,28663,57326,28663,57326,28663,28663,28663,28663,57326,28663,57326,28663,57326,28663,57326,28663,57326,28663,28663,28663,57326,28663,28663,57326,28663,57326,28663,28663,57326,28663,FW-RBS-BULK/FF.DND.T409.00
FW-RHMF-W/FW-RHMF-BULK,Liquid factory,FW-RHMF-W,FW-RHMF-BULK,3000,"29,263",1,FW-RHMF-BULK/1,29263,0,28410,0,0,28410,0,0,28410,0,0,28410,0,28410,0,0,28410,0,28410,0,28410,0,28410,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,28410,0,0,28410,0,0,FW-RHMF-BULK/5
FW-RPBCFLO100-W/FW-RPBCFLO-BULK,Liquid factory,FW-RPBCFLO100-W,FW-RPBCFLO-BULK,2000,"18,428",1,FW-RPBCFLO-BULK/1,18428,53640,53640,35760,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,35760,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,53640,17880,17880,35760,FW-RPBCFLO-BULK/10
FW-RPBCFLO50-W/FW-RPBCFLO-BULK,Liquid factory,FW-RPBCFLO50-W,FW-RPBCFLO-BULK,2000,"36,704",1,FW-RPBCFLO-BULK/2,36704,107136,35712,0,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,35712,35712,35712,0,35712,35712,0,35712,35712,35712,0,0,0,FW-RPBCFLO-BULK/10
FW-RPBCFLS100-W/FW-RPBCFLS-BULK,Liquid factory,FW-RPBCFLS100-W,FW-RPBCFLS-BULK,3000,"29,980",1,FW-RPBCFLS-BULK/1,29980,55620,27810,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,55620,27810,27810,55620,27810,27810,55620,27810,55620,27810,27810,27810,0,27810,FW-RPBCFLS-BULK/FF.RND.W1025.05
FW-RPBCFLS50-W/FW-RPBCFLS-BULK,Liquid factory,FW-RPBCFLS50-W,FW-RPBCFLS-BULK,3000,"59,380",1,FW-RPBCFLS-BULK/2,59380,109872,54936,0,54936,0,54936,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,0,54936,54936,54936,54936,0,54936,54936,54936,0,54936,0,0,54936,FW-RPBCFLS-BULK/FF.RND.W1025.05
FW-RPHAS-EM/FW-RPHAS-BULK,Liquid factory,FW-RPHAS-EM,FW-RPHAS-BULK,1000,"18,386",1,FW-RPHAS-BULK/2,18386,53550,17850,0,0,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,0,17850,17850,17850,17850,17850,0,17850,17850,17850,17850,0,0,0,FW-RPHAS-BULK/FF.RND.T391.01
FW-RRYAG-W/FW-RRYAG-BULK,Liquid factory,FW-RRYAG-W,FW-RRYAG-BULK,3000,"27,784",1,FW-RRYAG-BULK/1,27784,27630,27630,0,27630,27630,27630,55260,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,55260,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,55260,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,27630,55260,27630,0,0,0,FW-RRYAG-BULK/7
FW-RWSABHA-W/FW-RWSABHA-BULK,Liquid factory,FW-RWSABHA-W,FW-RWSABHA-BULK,3000,"29,695",1,FW-RWSABHA-BULK/1,29695,144150,57660,0,57660,57660,86490,57660,57660,57660,57660,57660,86490,57660,57660,57660,57660,57660,57660,57660,28830,57660,57660,57660,57660,57660,57660,57660,28830,57660,57660,57660,57660,57660,57660,28830,57660,57660,57660,57660,57660,57660,57660,28830,57660,57660,57660,57660,57660,57660,57660,28830,57660,57660,57660,57660,57660,57660,28830,57660,57660,57660,57660,28830,57660,57660,28830,0,28830,FW-RWSABHA-BULK/18
FW-SB-W60ML/FW-SB-BULK,Liquid factory,FW-SB-W60ML,FW-SB-BULK,1000,"16,364",1,FW-SB-BULK/1,16364,0,0,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,0,15887,0,0,0,0,15887,0,0,0,0,FW-SB-BULK/5
FW-SBRDBL-EM/FW-SBRDBL-BULK,Liquid factory,FW-SBRDBL-EM,FW-SBRDBL-BULK,3000,"46,981",1,FW-SBRDBL-BULK/1,46981,45981,0,0,0,0,0,0,0,0,0,0,0,0,0,45981,0,0,0,0,0,0,0,0,0,0,0,0,0,45981,0,0,0,0,0,0,0,0,0,0,0,0,45981,0,0,0,0,0,0,0,0,0,0,0,0,0,45981,0,0,0,0,0,0,0,0,0,0,0,0,FW-SBRDBL-BULK/15
FW-SBRDBR-EM/FW-SBRDBR-BULK,Liquid factory,FW-SBRDBR-EM,FW-SBRDBR-BULK,600,"9,147",1,FW-SBRDBR-BULK/1,9147,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,8880,0,0,0,8880,0,0,0,FW-SBRDBR-BULK/4
HBL-AVG-EM/HBL-AVG-BULK,Liquid factory,HBL-AVG-EM,HBL-AVG-BULK,500,"9,402",1,HBL-AVG-BULK/1,9402,0,0,0,0,9128,0,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,9128,0,0,0,0,0,0,0,HBL-AVG-BULK/8
HBL-ETBMAN2-W/HBL-ETBMA-BULK,Liquid factory,HBL-ETBMAN2-W,HBL-ETBMA-BULK,200,686,1,HBL-ETBMA-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,649,0,649,0,649,0,649,0,0,649,0,649,0,0,649,0,649,0,1298,649,649,649,649,0,0,649,0,0,649,0,0,649,0,649,0,0,649,0,649,HBL-ETBMA-BULK/FF.RND.W985.01
HBL-ETBMBN2-W/HBL-ETBMB-BULK,Liquid factory,HBL-ETBMBN2-W,HBL-ETBMB-BULK,200,686,1,HBL-ETBMB-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,649,0,649,0,649,0,0,649,0,0,649,0,649,0,649,0,649,1298,649,649,0,649,0,649,0,0,649,0,0,649,0,0,649,0,649,0,649,HBL-ETBMB-BULK/FF.RND.W986.03
HBL-ETBMCN2-W/HBL-ETBMC-BULK,Liquid factory,HBL-ETBMCN2-W,HBL-ETBMC-BULK,200,686,1,HBL-ETBMC-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,0,649,0,649,0,649,0,649,0,0,649,0,649,0,0,649,0,1298,649,649,649,649,0,0,649,0,649,0,0,0,649,0,649,0,649,0,0,649,HBL-ETBMC-BULK/FF.RND.W987.02
HBL-ETBMDN2-W/HBL-ETBMD-BULK,Liquid factory,HBL-ETBMDN2-W,HBL-ETBMD-BULK,200,686,1,HBL-ETBMD-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,649,0,649,0,649,0,0,649,0,0,649,0,649,0,649,0,649,1298,649,649,0,649,0,649,0,0,649,0,0,649,0,0,649,0,649,0,649,HBL-ETBMD-BULK/FF.RND.W988.02
HBL-ETBMEN2-W/HBL-ETBME-BULK,Liquid factory,HBL-ETBMEN2-W,HBL-ETBME-BULK,200,686,1,HBL-ETBME-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,649,0,649,0,649,0,649,0,0,649,0,649,0,0,649,0,649,0,1298,649,649,649,649,0,0,649,0,0,649,0,0,649,0,649,0,0,649,0,649,HBL-ETBME-BULK/FF.RND.W989.01
HBL-NFSV1-WL/HBL-V1-BULK,Liquid factory,HBL-NFSV1-WL,HBL-V1-BULK,123,"10,899",1,HBL-V1-BULK/1,10899,0,0,0,10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBL-V1-BULK/FF.RND.GR001.00
HBL-NFSV2-WL/HBL-V2-BULK,Liquid factory,HBL-NFSV2-WL,HBL-V2-BULK,140,"12,534",1,HBL-V2-BULK/1,12534,0,0,0,12534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBL-V2-BULK/FF.RND.GR003.00
HBL-NFSV3-WL/HBL-V3-BULK,Liquid factory,HBL-NFSV3-WL,HBL-V3-BULK,123,"10,899",1,HBL-V3-BULK/1,10899,0,0,0,10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBL-V3-BULK/FF.RND.GR004.00
HBL-NFSV4-WL/HBL-V4-BULK,Liquid factory,HBL-NFSV4-WL,HBL-V4-BULK,140,"12,534",1,HBL-V4-BULK/1,12534,0,0,0,0,12534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBL-V4-BULK/FF.RND.GR006.00
HBL-NFSV5-WL/HBL-V5-BULK,Liquid factory,HBL-NFSV5-WL,HBL-V5-BULK,165,"14,939",1,HBL-V5-BULK/1,14939,0,0,0,0,14939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBL-V5-BULK/FF.RND.GR007.04
HBL-RAHMG-W/HBL-AHMG-BULK,Liquid factory,HBL-RAHMG-W,HBL-AHMG-BULK,3000,"29,274",1,HBL-AHMG-BULK/1,29274,28770,57540,0,28770,0,28770,0,28770,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,28770,0,0,0,HBL-AHMG-BULK/10
HBL-V1-WL/HBL-V1-BULK,Liquid factory,HBL-V1-WL,HBL-V1-BULK,"1,000","3,250",1,HBL-V1-BULK/2,3250,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,HBL-V1-BULK/FF.RND.GR001.00
HBL-V2-WL/HBL-V2-BULK,Liquid factory,HBL-V2-WL,HBL-V2-BULK,1000,"3,250",1,HBL-V2-BULK/2,3250,0,0,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,HBL-V2-BULK/FF.RND.GR003.00
HBL-V3-WL/HBL-V3-BULK,Liquid factory,HBL-V3-WL,HBL-V3-BULK,1000,"3,250",1,HBL-V3-BULK/2,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,HBL-V3-BULK/FF.RND.GR004.00
HBL-V4-WL/HBL-V4-BULK,Liquid factory,HBL-V4-WL,HBL-V4-BULK,"1,000","3,250",1,HBL-V4-BULK/2,3250,0,0,0,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,3012,0,0,0,0,0,0,0,HBL-V4-BULK/FF.RND.GR006.00
HBL-V5-WL/HBL-V5-BULK,Liquid factory,HBL-V5-WL,HBL-V5-BULK,1000,"3,250",1,HBL-V5-BULK/2,3250,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,2904,0,0,0,0,0,0,0,HBL-V5-BULK/FF.RND.GR007.04
HBW-BBSBAT-WL/HBW-BBSBAT-BULK,Liquid factory,HBW-BBSBAT-WL,HBW-BBSBAT-BULK,2000,"6,039",1,HBW-BBSBAT-BULK/1,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,5949,0,0,0,5949,0,0,0,0,5949,0,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,0,5949,0,0,0,0,0,5949,0,0,0,HBW-BBSBAT-BULK/FF.RND.GR009.03
HBW-BBSYHA-WL/HBW-BBSYHA-BULK,Liquid factory,HBW-BBSYHA-WL,HBW-BBSYHA-BULK,2000,"6,039",1,HBW-BBSYHA-BULK/1,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,5949,0,0,0,0,HBW-BBSYHA-BULK/FF.RND.GR011.03
HBW-BBSYHB-WL/HBW-BBSYHB-BULK,Liquid factory,HBW-BBSYHB-WL,HBW-BBSYHB-BULK,2000,"6,039",1,HBW-BBSYHB-BULK/1,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,0,0,5949,0,0,0,0,0,0,5949,0,0,0,0,0,5949,0,0,0,0,HBW-BBSYHB-BULK/FF.RND.GR010.03
HBW-BBSYHC-WL/HBW-BBSYHC-BULK,Liquid factory,HBW-BBSYHC-WL,HBW-BBSYHC-BULK,2000,"6,039",1,HBW-BBSYHC-BULK/1,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,5949,0,0,0,0,HBW-BBSYHC-BULK/FF.RND.GR012.03
HBW-BWN1A-BD/HBW-BW-BULK,Liquid factory,HBW-BWN1A-BD,HBW-BW-BULK,1000,"3,490",1,HBW-BW-BULK/1,3490,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,0,3388,0,0,0,3388,0,0,0,3388,0,0,0,0,0,0,HBW-BW-BULK/7
HBW-BWN1C-BD/HBW-BWC-BULK,Liquid factory,HBW-BWN1C-BD,HBW-BWC-BULK,1000,"3,417",1,HBW-BWC-BULK/1,3417,0,0,0,0,3317,0,0,0,0,0,3317,0,0,0,0,0,0,3317,0,0,0,0,0,3317,0,0,0,0,0,0,3317,0,0,0,0,0,3317,0,0,0,0,0,3317,0,0,0,0,0,0,3317,0,0,0,0,0,3317,0,0,0,0,0,3317,0,0,0,0,0,0,HBW-BWC-BULK/9
HBW-BWN1D-BD/HBW-BWD-BULK,Liquid factory,HBW-BWN1D-BD,HBW-BWD-BULK,"1,000","3,475",1,HBW-BWD-BULK/1,3475,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,0,3373,0,0,0,0,3373,0,0,0,0,0,0,HBW-BWD-BULK/10
HBW-BWN2A-BD/HBW-BW-BULK,Liquid factory,HBW-BWN2A-BD,HBW-BW-BULK,"1,000","2,399",1,HBW-BW-BULK/2,2399,0,0,0,0,0,0,0,2299,2299,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,4598,2299,2299,0,0,0,HBW-BW-BULK/7
HBW-BWN2C-BD/HBW-BWC-BULK,Liquid factory,HBW-BWN2C-BD,HBW-BWC-BULK,"3,000","7,164",1,HBW-BWC-BULK/2,7164,0,6955,0,0,6955,6955,6955,13910,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,13910,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,13910,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,13910,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,6955,13910,6955,6955,6955,6955,6955,6955,6955,6955,6955,0,6955,0,HBW-BWC-BULK/9
HBW-BWN2D-BD/HBW-BWD-BULK,Liquid factory,HBW-BWN2D-BD,HBW-BWD-BULK,"3,000","7,199",1,HBW-BWD-BULK/2,7199,0,0,6989,6989,0,6989,0,6989,0,6989,0,6989,0,6989,6989,0,6989,0,6989,0,6989,0,6989,0,6989,6989,0,6989,0,6989,0,6989,0,6989,0,6989,0,6989,6989,0,6989,0,6989,0,6989,0,6989,0,6989,6989,0,6989,0,6989,0,6989,0,6989,0,6989,6989,0,6989,0,6989,0,0,0,HBW-BWD-BULK/10
HBW-BWN5A-BD/HBW-BW-BULK,Liquid factory,HBW-BWN5A-BD,HBW-BW-BULK,"1,000","1,780",1,HBW-BW-BULK/3,1780,0,0,0,0,1724,0,1724,0,1724,1724,3448,1724,1724,1724,1724,1724,0,1724,1724,1724,0,1724,3448,1724,1724,1724,0,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,3448,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,1724,3448,1724,3448,1724,1724,3448,1724,1724,HBW-BW-BULK/7
HBW-BWN5C-BD/HBW-BWC-BULK,Liquid factory,HBW-BWN5C-BD,HBW-BWC-BULK,"3,000","5,400",1,HBW-BWC-BULK/3,5400,0,0,0,0,5239,0,0,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,5239,0,0,5239,0,0,0,5239,0,5239,0,5239,0,0,5239,0,5239,HBW-BWC-BULK/9
HBW-BWN5D-BD/HBW-BWD-BULK,Liquid factory,HBW-BWN5D-BD,HBW-BWD-BULK,3000,"5,400",1,HBW-BWD-BULK/3,5400,0,0,0,0,0,5239,0,0,0,5239,0,0,5239,0,0,5239,0,0,0,5239,0,0,5239,0,0,5239,0,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,5239,0,0,5239,0,0,5239,0,0,5239,0,0,5239,0,5239,0,5239,0,5239,HBW-BWD-BULK/10
HBW-BWN6A-BD/HBW-BW-BULK,Liquid factory,HBW-BWN6A-BD,HBW-BW-BULK,1000,"1,220",1,HBW-BW-BULK/4,1220,0,0,0,0,1186,1186,2372,1186,2372,1186,2372,2372,2372,2372,2372,2372,2372,2372,1186,2372,2372,3558,3558,4744,3558,5930,5930,5930,4744,5930,5930,7116,5930,5930,8302,7116,8302,8302,15418,16604,15418,16604,18976,17790,18976,18976,17790,13046,13046,13046,13046,9488,9488,9488,9488,8302,8302,8302,8302,8302,11860,11860,11860,13046,9488,9488,9488,9488,HBW-BW-BULK/7
HBW-BWN6C-BD/HBW-BWC-BULK,Liquid factory,HBW-BWN6C-BD,HBW-BWC-BULK,3000,"3,710",1,HBW-BWC-BULK/4,3710,0,0,0,0,0,0,0,0,3604,3604,0,3604,3604,0,3604,3604,0,3604,0,3604,0,3604,3604,0,3604,3604,3604,0,3604,3604,0,3604,3604,3604,3604,0,3604,3604,3604,0,3604,3604,3604,0,3604,3604,3604,3604,3604,3604,7208,0,3604,3604,3604,3604,0,3604,3604,3604,3604,3604,3604,7208,3604,3604,3604,3604,HBW-BWC-BULK/9
HBW-BWN6D-BD/HBW-BWD-BULK,Liquid factory,HBW-BWN6D-BD,HBW-BWD-BULK,3000,"3,710",1,HBW-BWD-BULK/4,3710,0,0,0,0,0,0,0,0,3604,0,3604,0,3604,3604,0,3604,3604,0,3604,0,3604,3604,3604,3604,3604,7208,3604,7208,7208,3604,7208,7208,3604,7208,7208,7208,10812,7208,14416,18020,14416,18020,18020,18020,18020,18020,18020,14416,10812,14416,10812,10812,7208,10812,10812,7208,7208,10812,7208,7208,14416,10812,10812,14416,7208,10812,10812,7208,HBW-BWD-BULK/10
HBW-EB-KA/HBW-EB-BULK,Liquid factory,HBW-EB-KA,HBW-EB-BULK,"1,000","4,680",1,HBW-EB-BULK/1,4680,4580,4580,13740,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,9160,4580,4580,4580,0,4580,HBW-EB-BULK/FF.RND.K037.00
