Kode Unik,Korporat Code Bulk,Korporat Code Material,Material Type,Quantity
SS-NSSPF30-BULK/FF.RND.W1076.00,SS-NSSPF30-BULK,EDT-B--K,Raw Material,0.001
SS-NSSPF30-BULK/FF.RND.W1076.00,SS-NSSPF30-BULK,VIT-ATCAT-X,Raw Material,0.001
HS-NSNP-BULK/FF.RND.W1078.00,HS-NSNP-BULK,SOLV-DEASB-X,Raw Material,0.846
HS-NSNP-BULK/FF.RND.W1078.00,HS-NSNP-BULK,AIR-RO--L,Raw Material,0.113
HS-NSNP-BULK/FF.RND.W1078.00,HS-NSNP-BULK,GLYC--ECOS-K,Raw Material,0.04
HS-NSNP-BULK/FF.RND.W1078.00,HS-NSNP-BULK,ACTI-AVG10X-X,Raw Material,0.001
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,COSM-222--K,Raw Material,0.143179
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,COSM-43V--K,Raw Material,0.1265
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EMU-5418V-X,Raw Material,0.125
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,BENT-BGISDV-X,Raw Material,0.1184
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,WAX-PFRMSW-X,Raw Material,0.105
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,SILS-034-X,Raw Material,0.1
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EMUL-TMIS-X,Raw Material,0.08
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,OZO-OZO-,Raw Material,0.02392
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EXTR-DB-,Raw Material,0.01
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,STEA-DSP300-X,Raw Material,0.01
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,BUTT-EBUSA-SBUR,Raw Material,0.005
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EMU-ACT-X,Raw Material,0.005
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,VITA-DL E-MS,Raw Material,0.005
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,OIL-AVSB-X,Raw Material,0.004
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,OIL-OJJBIII-X,Raw Material,0.004
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,OIL-ORJVA-X,Raw Material,0.004
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,PEN-SENSC50-X,Raw Material,0.004
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EKS-GTLE-X,Raw Material,0.001
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EXTR-KFGLYEX-X,Raw Material,0.001
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,EXTR-STBGE-X,Raw Material,0.001
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,PARF-VMR-X,Raw Material,0.001
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,WARN-C19011-R7CL-K,Raw Material,0.072029
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,WARN-RED6LM4-X,Raw Material,0.031416
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,WARN-C196619-R6-K,Raw Material,0.008118
L-CSGC102-BULK/FF.RND.M320.02,L-CSGC102-BULK,TITA--3328EW-K,Raw Material,0.003438
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,AIR-RO--L,Raw Material,0.2168
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,GLYC--ECOS-K,Raw Material,0.2
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,MYRI-MYTM-X,Raw Material,0.198
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,"BUTY--DAI1,3",Raw Material,0.09
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,STEA-A-EST05M,Raw Material,0.066
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,KOH--PH-K,Raw Material,0.06585
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,EMUL-PLUP-X,Raw Material,0.05
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,LAUR-A9912-X,Raw Material,0.0396
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,EMUL-GMSNSE-X,Raw Material,0.03
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,MOIS-PTVT-X,Raw Material,0.01
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,OIL-OLV300-X,Raw Material,0.01
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,PEN-PRSVPE-X,Raw Material,0.008
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,VITA-B3UPPC-X,Raw Material,0.005
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,MENT--CEPB-K,Raw Material,0.003
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,ALAN--AK-K,Raw Material,0.002
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,MENT-FRGHS-X,Raw Material,0.002
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,EDT-B--K,Raw Material,0.001
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,EXTR-CMRCCMT-X,Raw Material,0.001
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,EXTR-PHTGRPF-X,Raw Material,0.001
FW-NSCB-BULK/FF.RND.K043.00,FW-NSCB-BULK,BENE-K200-X,Raw Material,0.00075
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,AIR-RO--L,Raw Material,0.6298
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,UVIN-MC80-BASF,Raw Material,0.075
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,VITA-B3PC-X,Raw Material,0.05
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,EMO-RFNJO-X,Raw Material,0.03
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,PARS-5000-DSM,Raw Material,0.025
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,CLAI-II-IC-K,Raw Material,0.02
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,ARLA-165--K,Raw Material,0.02
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,PROP-PPGULD-X,Raw Material,0.02
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,CETY---K,Raw Material,0.015
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,SILI-556-DC-K,Raw Material,0.0125
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,SMG-S600-X,Raw Material,0.01
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,SILI-2005-DC-K,Raw Material,0.01
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,STEA-A-EST05M,Raw Material,0.01
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,PARS-1789-,Raw Material,0.01
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,PEN-PRSVPE-X,Raw Material,0.008
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,ACTI-RYKA-X,Raw Material,0.005
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,PANT--DL-K,Raw Material,0.005
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,EXTR-GS-,Raw Material,0.005
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,EKS-GTLE-X,Raw Material,0.005
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,SILI-SFE-GE,Raw Material,0.005
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,TOSP-2000B-X,Raw Material,0.004
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,TITA-CROTS-X,Raw Material,0.0015
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,ALAN--AK-K,Raw Material,0.001
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,EDT-B--K,Raw Material,0.001
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,XANT---K,Raw Material,0.001
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,VITA-DL E-MS,Raw Material,0.001
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,KOH--PH-K,Raw Material,0.0002
M-PSLG-BULK/FF.RND.M315.04,M-PSLG-BULK,WARN-TMRSR-MO,Raw Material,0.02
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,VASE--BP-DRUM,Raw Material,0.4
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,OIL-W-GARRC-DRUM,Raw Material,0.272
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,SILI-9546-EDC,Raw Material,0.125
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,WAX-WHPRWT-X,Raw Material,0.075
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,WAX-SBWX--X,Raw Material,0.05
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,MWAX-SP19-X,Raw Material,0.045
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,EMU-PH-X,Raw Material,0.01
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,VIT-ATCAT-X,Raw Material,0.01
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,PEN-SENSC50-X,Raw Material,0.004
L-LBH-BULK/FF.RND.K041.00,L-LBH-BULK,BHT-CRTL-X,Raw Material,0.001
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,SALA-99--K,Raw Material,0.16977
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,SILI-4515-,Raw Material,0.105
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,CRO1-GTCC-,Raw Material,0.105
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,CERE-810-,Raw Material,0.1
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,EMU-NPDC-X,Raw Material,0.0717
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,NT---K,Raw Material,0.06
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,SERI-S-D-K,Raw Material,0.06
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,COSM-43V--K,Raw Material,0.04
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,WAX-PFRMSW-X,Raw Material,0.04
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,SFT-S649-X,Raw Material,0.03
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,COSM-222--K,Raw Material,0.028
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,STEA-DSP300-X,Raw Material,0.02
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,SILD--SI5H52D-K,Raw Material,0.02
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,PEN-PRSVPE-X,Raw Material,0.01
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,PEN-SENSC50-X,Raw Material,0.005
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,VITA-DL E-MS,Raw Material,0.002
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,PARF-VMR-X,Raw Material,0.0005
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,TITA--3328EW-K,Raw Material,0.08347
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,WARN-COGO--K,Raw Material,0.029
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,WARN-GZ0075-X,Raw Material,0.01646
L-REMA18-BULK/FF.RND.W598.04,L-REMA18-BULK,WARN-C196619-R6-K,Raw Material,0.0041
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,AIR-RO--L,Raw Material,0.25285
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SILI-DC749--X,Raw Material,0.07
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SILI-BDP-X,Raw Material,0.06
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,PURO-IDD-X,Raw Material,0.06
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SOLV-DEASB-X,Raw Material,0.05
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,UVIN-MC80-BASF,Raw Material,0.05
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SILS-034-X,Raw Material,0.04
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SUN-MP-X,Raw Material,0.04
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,TIT-MT60S-X,Raw Material,0.031
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,BENT-BGVS5PC-X,Raw Material,0.03
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,EMUL-KF6028-X,Raw Material,0.03
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,MC3-30-SF,Raw Material,0.03
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,VITA-B3PC-X,Raw Material,0.03
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,"BUTY--DAI1,3",Raw Material,0.03
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,CECC---K,Raw Material,0.025
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SILI-2005-DC-K,Raw Material,0.02
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,PWD-SYS-X,Raw Material,0.01
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,THIC-RMGSO4-X,Raw Material,0.01
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,MOIS-TR100-X,Raw Material,0.01
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,PWD-MNLGZN-X,Raw Material,0.01
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,PEN-PRSVPE-X,Raw Material,0.008
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,ACTI-HFG-X,Raw Material,0.005
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,PEN-SENSC50-X,Raw Material,0.004
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,BHT-CRTL-X,Raw Material,0.001
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,SILC-SP500LS-X,Raw Material,0.001
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,ALAN--AK-K,Raw Material,0.001
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,BASI-LP20H-X,Raw Material,0.0005
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,TITA-CROTS-X,Raw Material,0.0662
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,WARN-YLW3AS-X,Raw Material,0.0206
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,WARN-RED3AS-X,Raw Material,0.00325
F-RVLPWW33-BULK/FF.RND.M546.04,F-RVLPWW33-BULK,WARN-BLCK3AS-X,Raw Material,0.0006
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,AIR-RO--L,Raw Material,0.80735
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,GLYC--ECOS-K,Raw Material,0.05
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,PR-ZPRDL-X,Raw Material,0.04
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,VITA-B3PC-X,Raw Material,0.04
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,MOIS-TR100-X,Raw Material,0.03
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,DPG-LO-,Raw Material,0.01
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,PENG-PHC-X,Raw Material,0.008
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,ASAM-SCAD-X,Raw Material,0.005
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,THIC-VZNFC-X,Raw Material,0.003
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,ALAN--AK-K,Raw Material,0.002
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,EMUL-DERMSOLP-,Raw Material,0.001
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,EDT-DSLV-X,Raw Material,0.001
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,AJID-ZN100-X,Raw Material,0.001
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,ACTI-RYKA-X,Raw Material,0.0001
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,STAY--DSMR-K,Raw Material,0.0001
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,VITA-DL E-MS,Raw Material,0.0001
SRM-AN-BULK/FF.RND.G046.01,SRM-AN-BULK,SODA-C-ASA,Raw Material,0.00135
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,AIR-RO--L,Raw Material,0.77796
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,TEXA---K,Raw Material,0.06
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,PROP-PGESK-X,Raw Material,0.05
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,TEGO-L7-1--K,Raw Material,0.05
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,AQUA---K,Raw Material,0.02
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,CELL-HHRP-X,Raw Material,0.016
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,GLUZ-GLUZ-,Raw Material,0.01
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,ASAM-SCAD-X,Raw Material,0.005
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,TRI--DOW-K,Raw Material,0.005
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,PENG-GL-LON,Raw Material,0.004
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,ALAN--AK-K,Raw Material,0.001
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,PARF-GTR090-X,Raw Material,0.001
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,EXTR-CNDWLHB-X,Raw Material,0.00001
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,WARN-K-BULK,Intermediate,0.000015
FW-RPHAS-BULK/FF.RND.T391.01,FW-RPHAS-BULK,WARN-B-BULK,Intermediate,0.000015
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,VASE-V3150-X,Raw Material,0.3193
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,CRO1-OPLQS-X,Raw Material,0.3063
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,WAX-PFRMSW-X,Raw Material,0.125
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,SFT-S649-X,Raw Material,0.07
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,UVIN-MC80-BASF,Raw Material,0.05
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,OIL-PAO-X,Raw Material,0.03
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,OZO-OZO-,Raw Material,0.03
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,OIL-ORJVA-X,Raw Material,0.02
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,BUTT-EBUSA-SBUR,Raw Material,0.01
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,EMU-ACT-X,Raw Material,0.01
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,PEN-PRSVPE-X,Raw Material,0.008
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,EMO-RFNJO-X,Raw Material,0.005
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,TITA--3328EW-K,Raw Material,0.005
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,PEN-SENSC50-X,Raw Material,0.004
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,ALAN--AK-K,Raw Material,0.002
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,ACTI-VEAC-X,Raw Material,0.002
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,PARF-OMGRP-X,Raw Material,0.001
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,BHT-CRTL-X,Raw Material,0.001
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,ASAM-A-CAAH-K,Raw Material,0.0004
LB-EVFSG-BULK/FF.RND.W484.07,LB-EVFSG-BULK,WARN-UNK753-X,Raw Material,0.001
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,AIR-RO--L,Raw Material,0.8798
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,"BUTY--DAI1,3",Raw Material,0.05
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,VITA-B3PC-X,Raw Material,0.03
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,GLYC--ECOS-K,Raw Material,0.02
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,PEN-SYMH-X,Raw Material,0.006
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,ACTI-HDR-X,Raw Material,0.006
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,KELT-CG-X,Raw Material,0.005
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,ALAN--AK-K,Raw Material,0.002
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,EDT-DSLV-X,Raw Material,0.001
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,EXTR-LCRG-X,Raw Material,0.0001
MA-MSL-BULK/FF.RND.W945.02,MA-MSL-BULK,PARF-SOJMLF-X,Raw Material,0.0001
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,VASE-V3150-X,Raw Material,0.3173
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,CRO1-OPLQS-X,Raw Material,0.3063
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,WAX-PFRMSW-X,Raw Material,0.125
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,SFT-S649-X,Raw Material,0.07
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,UVIN-MC80-BASF,Raw Material,0.05
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,OIL-PAO-X,Raw Material,0.03
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,OZO-OZO-,Raw Material,0.03
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,OIL-ORJVA-X,Raw Material,0.02
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,BUTT-EBUSA-SBUR,Raw Material,0.01
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,EMU-ACT-X,Raw Material,0.01
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,PEN-PRSVPE-X,Raw Material,0.008
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,EMO-RFNJO-X,Raw Material,0.005
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,PARF-R1525-X,Raw Material,0.005
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,PEN-SENSC50-X,Raw Material,0.004
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,TITA--3328EW-K,Raw Material,0.003
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,ALAN--AK-K,Raw Material,0.002
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,VITA-DL E-MS,Raw Material,0.002
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,BHT-CRTL-X,Raw Material,0.001
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,ASAM-A-CAAH-K,Raw Material,0.0004
LB-EVFSS-BULK/FF.RND.W483.06,LB-EVFSS-BULK,WARN-14032-X,Raw Material,0.001
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,NT---K,Raw Material,0.176004
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,SALA-99--K,Raw Material,0.1758
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,EMU-PS-,Raw Material,0.1087
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WAX-PFRMSW-X,Raw Material,0.065
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,SERI-S-D-K,Raw Material,0.043997
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,SILD--SI5H52D-K,Raw Material,0.04
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,CERE-810-,Raw Material,0.04
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,COSM-222--K,Raw Material,0.04
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,SFT-S649-X,Raw Material,0.03
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WAX-SBWX--X,Raw Material,0.02
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,COSM-43V--K,Raw Material,0.02
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,PEN-PRSVPE-X,Raw Material,0.008
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,PENG-SYM68-X,Raw Material,0.006
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,PEN-SENSC50-X,Raw Material,0.004
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,VITA-DL E-MS,Raw Material,0.002
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,PARF-VMR-X,Raw Material,0.0005
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,TITA--3328EW-K,Raw Material,0.07566
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WARN-R27MS-X,Raw Material,0.043472
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WARN-C338--K,Raw Material,0.042606
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WARN-C43001-MV-K,Raw Material,0.039333
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WARN-UNPBRWNL88-X,Raw Material,0.013401
L-CHC03-BULK/FF.RND.M353.04,L-CHC03-BULK,WARN-GZ0075-X,Raw Material,0.004145
