Kode Unik,Korporat Code Bulk,Korporat Code Material,Material Type,Quantity
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,WARN-TOA403-KF,Raw Material,0.195
EB-DK-LB-BULK/FS.RND.M0004.00,EB-DK-LB-BULK,AGF-9051-X,Raw Material,0.05
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,WARN-TOA403-KF,Raw Material,0.091518
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,TITA-OTS2CR50-,Raw Material,0.04
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,WARN-C394--K,Raw Material,0.00176
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,SERI-OT2SFSE-,Raw Material,0.451523
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,WARN-BLCK-X,Raw Material,0.019357
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,WARN-TE--PBULK,Intermediate,0.025642
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,POLY-M-MP27-K,Raw Material,0.05
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,ZINC-STW-X,Raw Material,0.02
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,SCRU-MP220-X,Raw Material,0.05
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,AGF-9051-X,Raw Material,0.05
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,PENG-PNX-X,Raw Material,0.008
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,EMU-DTC7-X,Raw Material,0.05
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,TALK-C-STJADAITO-K,Raw Material,0.1
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,WARN-GZ0075-X,Raw Material,0.0022
EB-DK-DB-BULK/FS.RND.M0005.00,EB-DK-DB-BULK,WARN-YLW3AS-X,Raw Material,0.04
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,REW-PIB-,Raw Material,0.03
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,BENT-TXID18-X,Raw Material,0.245
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,PURO-IDD-X,Raw Material,0.27138
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,OIL-ARG-X,Raw Material,0.005
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,VITA-DL E-MS,Raw Material,0.005
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-C335138--K,Raw Material,0.002477
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,PEN-PRSVPE-X,Raw Material,0.008
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,CHOL-UNFP-X,Raw Material,0.02
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,TITA-OTS2CR50-,Raw Material,0.003716
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-ABIO-X,Raw Material,0.009419
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILC-MKOL-X,Raw Material,0.03
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,PEN-SENSC50-X,Raw Material,0.004
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILI-DCF-ID-X,Raw Material,0.1
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILI-DC-PSFCS-X,Raw Material,0.05
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,OLIV-900BT-X,Raw Material,0.05
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-C338--K,Raw Material,0.003182
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,EMU-CDAJ-X,Raw Material,0.02
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-COSG--K,Raw Material,0.002824
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILC-VM22A-X,Raw Material,0.01
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,THIC-TX85-X,Raw Material,0.015
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,MWAX-SP19-X,Raw Material,0.01
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,POL-TRTRY-X,Raw Material,0.01
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,EMG-S65PSG-X,Raw Material,0.03
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WAX-CW--K,Raw Material,0.01
EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,POWD-H53-X,Raw Material,0.025
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,EDT-B--K,Raw Material,0.001
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,PANT--DL-K,Raw Material,0.02
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,VITA-DL E-MS,Raw Material,0.005
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,OIL-ARG-X,Raw Material,0.005
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,PURO-IDD-X,Raw Material,0.301
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,BENT-BGISDV-X,Raw Material,0.2
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,EMG-S65PSG-X,Raw Material,0.025
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,PEN-SENSC50-X,Raw Material,0.004
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,GARA-RFS-X,Raw Material,0.005
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,PENG-SYM68-X,Raw Material,0.006
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,PEN-PRSVPE-X,Raw Material,0.008
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,AIR-RO--L,Raw Material,0.15
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,EMU-CDAJ-X,Raw Material,0.02
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,SILC-VM22A-X,Raw Material,0.02
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,WAX-CW--K,Raw Material,0.01
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,POWD-H53-X,Raw Material,0.01
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,SILC-MKOL-X,Raw Material,0.025
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,CHOL-UNFP-X,Raw Material,0.02
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,WARN-ABIO-X,Raw Material,0.006
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,TITA-OTS2CR50-,Raw Material,0.00625
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,POL-TRTRY-X,Raw Material,0.01
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,MWAX-SP19-X,Raw Material,0.01
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,THIC-TX85-X,Raw Material,0.01
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,REW-PIB-,Raw Material,0.02
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,WARN-C338--K,Raw Material,0.00875
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,WARN-COSG--K,Raw Material,0.001
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,OLIV-900BT-X,Raw Material,0.075
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,SILI-BEL803-X,Raw Material,0.01
EB-DMCL-BULK/FS.RND.M0002.00,EB-DMCL-BULK,WARN-C335138--K,Raw Material,0.008
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,ZINC-M-KJZ10-K,Raw Material,0.04
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-6278MRN-X,Raw Material,0.0032
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-6000G-,Raw Material,0.05
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-9000-,Raw Material,0.085
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-TOA403-KF,Raw Material,0.013
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-CLONAR-424CB-K,Raw Material,0.014
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-TNAB--K,Raw Material,0.0779
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,TALK-C-STJADAITO-K,Raw Material,0.3529
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-TE-A40BIOSC-K,Raw Material,0.0085
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,COSM-222--K,Raw Material,0.035
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,PENG-PNX-X,Raw Material,0.008
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,NT---K,Raw Material,0.05
ES-EP01-W-04-BULK/9,ES-EP01-W-04-BULK,WARN-GT0600--K,Raw Material,0.2625
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,WARN-BLCK3AS-X,Raw Material,0.0002
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,HALL-BHB-X,Raw Material,0.005
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,TALC-OSBRTPD-X,Raw Material,0.1156
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,PEN-PRSVPE-X,Raw Material,0.008
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,TOSP-2000B-X,Raw Material,0.03
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,SILI-SP105-X,Raw Material,0.07
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,AJID-ZN100-X,Raw Material,0.0001
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,TALC-C-2KPD-X,Raw Material,0.25
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,UVIN-MC80-BASF,Raw Material,0.03
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,ACTI-ECTC-X,Raw Material,0.0001
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,PARF-A5961-X,Raw Material,0.0005
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,COSM-222--K,Raw Material,0.0024
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,PEN-SENSC50-X,Raw Material,0.004
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,TIT-CR50HD-X,Raw Material,0.009
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,WARN-YLW3AS-X,Raw Material,0.003
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,POWD-TDMS-,Raw Material,0.33
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,POWD-9701-,Raw Material,0.03
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.002
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,SILD--SI5H52D-K,Raw Material,0.04
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,AMH-LL-X,Raw Material,0.04
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,SUNS-PTX-X,Raw Material,0.03
B-IPQSP11-BULK/FF.RND.W707.04,B-IPQSP11-BULK,VITA-DL E-MS,Raw Material,0.0001
HJ-P-BULK/15,HJ-P-BULK,PARF-LMS-,Raw Material,0.0025
HJ-P-BULK/15,HJ-P-BULK,AMON-A-KS,Raw Material,0.0034
HJ-P-BULK/15,HJ-P-BULK,"CARB--94022,68-K",Raw Material,0.0095
HJ-P-BULK/15,HJ-P-BULK,CRIL---K,Raw Material,0.01
HJ-P-BULK/15,HJ-P-BULK,GLYC--ECOS-K,Raw Material,0.015
HJ-P-BULK/15,HJ-P-BULK,AIR-RO--L,Raw Material,0.82636
HJ-P-BULK/15,HJ-P-BULK,NIPA-G--K,Raw Material,0.001
HJ-P-BULK/15,HJ-P-BULK,PEN-PRSVPE-X,Raw Material,0.006
HJ-P-BULK/15,HJ-P-BULK,WARN-B-BULK,Intermediate,0.00024
HJ-P-BULK/15,HJ-P-BULK,SOLV-DEASB-X,Raw Material,0.12
HJ-P-BULK/15,HJ-P-BULK,EMUL-DERMSOLP-,Raw Material,0.006
FW-AH-BULK/17,FW-AH-BULK,EXTR-ALVGE-X,Raw Material,0.001
FW-AH-BULK/17,FW-AH-BULK,AMI-GCK12H-X,Raw Material,0.1
FW-AH-BULK/17,FW-AH-BULK,TEGO-L7-1--K,Raw Material,0.1
FW-AH-BULK/17,FW-AH-BULK,AJID--NL-K,Raw Material,0.02
FW-AH-BULK/17,FW-AH-BULK,PENG-NPGEHP-X,Raw Material,0.005
FW-AH-BULK/17,FW-AH-BULK,GLYC--ECOS-K,Raw Material,0.03
FW-AH-BULK/17,FW-AH-BULK,EMUL-PLUP-X,Raw Material,0.03
FW-AH-BULK/17,FW-AH-BULK,AQUA---K,Raw Material,0.1
FW-AH-BULK/17,FW-AH-BULK,GARA-RFS-X,Raw Material,0.003
FW-AH-BULK/17,FW-AH-BULK,PENG-GL-LON,Raw Material,0.003
FW-AH-BULK/17,FW-AH-BULK,MEDI-MDL-MGS,Raw Material,0.03
FW-AH-BULK/17,FW-AH-BULK,TEXA---K,Raw Material,0.03
FW-AH-BULK/17,FW-AH-BULK,PROP-PGESK-X,Raw Material,0.03
FW-AH-BULK/17,FW-AH-BULK,SODA-C-ASA,Raw Material,0.0024
FW-AH-BULK/17,FW-AH-BULK,EDT-B--K,Raw Material,0.0005
FW-AH-BULK/17,FW-AH-BULK,AIR-RO--L,Raw Material,0.5151
HT-G1-BULK/44,HT-G1-BULK,MENT--CEPB-K,Raw Material,0.00109
HT-G1-BULK/44,HT-G1-BULK,POLY-E-2/032451-K,Raw Material,0.01142
HT-G1-BULK/44,HT-G1-BULK,SOLV-DEASB-X,Raw Material,0.43579
HT-G1-BULK/44,HT-G1-BULK,PARF-PSVLF-X,Raw Material,0.00415
HT-G1-BULK/44,HT-G1-BULK,WARN-K-BULK,Intermediate,0.000742
HT-G1-BULK/44,HT-G1-BULK,EMUL-DERMSOLP-,Raw Material,0.001
HT-G1-BULK/44,HT-G1-BULK,PANT--DL-K,Raw Material,0.001
HT-G1-BULK/44,HT-G1-BULK,AIR-RO--L,Raw Material,0.5446
HT-G1-BULK/44,HT-G1-BULK,WARN-B-BULK,Intermediate,0.000212
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,WARN-TOA403-KF,Raw Material,0.01
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,ORGA-EXD-ARK,Raw Material,0.02
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,ZINC-M-KJZ10-K,Raw Material,0.02
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,COVB-LH8-,Raw Material,0.02
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,POWD-HTTS-X,Raw Material,0.15
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,PENG-PNX-X,Raw Material,0.008
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,WARN-FW108S-X,Raw Material,0.0317
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,HAIM-DIS-X,Raw Material,0.05
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,NT---K,Raw Material,0.03
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,WARN-S12YL--K,Raw Material,0.208
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,SERI-OT2SFSE-,Raw Material,0.3823
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,POWD-H53-X,Raw Material,0.02
ES-CLPWP-01-BULK/FF.RND.W900.01,ES-CLPWP-01-BULK,WARN-S12RR5161--K,Raw Material,0.05
FS-BSFS-BULK/4,FS-BSFS-BULK,STA--C18-K,Raw Material,0.045
FS-BSFS-BULK/4,FS-BSFS-BULK,CETY---K,Raw Material,0.045
FS-BSFS-BULK/4,FS-BSFS-BULK,EMUL-GMSNSE-X,Raw Material,0.04
FS-BSFS-BULK/4,FS-BSFS-BULK,AIR-RO--L,Raw Material,0.69782
FS-BSFS-BULK/4,FS-BSFS-BULK,VITA-DL E-MS,Raw Material,0.001
FS-BSFS-BULK/4,FS-BSFS-BULK,OIL-ORJVA-X,Raw Material,0.01308
FS-BSFS-BULK/4,FS-BSFS-BULK,EXTR-LCRG-X,Raw Material,0.0001
FS-BSFS-BULK/4,FS-BSFS-BULK,EXTR-SILVBG30-X,Raw Material,0.0005
FS-BSFS-BULK/4,FS-BSFS-BULK,ALAN--AK-K,Raw Material,0.001
FS-BSFS-BULK/4,FS-BSFS-BULK,IPM-CRDSG-X,Raw Material,0.015
FS-BSFS-BULK/4,FS-BSFS-BULK,PENG-NPGEHP-X,Raw Material,0.01
FS-BSFS-BULK/4,FS-BSFS-BULK,WAX-LNALWJ-X,Raw Material,0.015
FS-BSFS-BULK/4,FS-BSFS-BULK,GLYC--ECOS-K,Raw Material,0.015
FS-BSFS-BULK/4,FS-BSFS-BULK,VITA-B3PC-X,Raw Material,0.02
FS-BSFS-BULK/4,FS-BSFS-BULK,SCRU-SPN22-X,Raw Material,0.02
FS-BSFS-BULK/4,FS-BSFS-BULK,LANO-AN--K,Raw Material,0.025
FS-BSFS-BULK/4,FS-BSFS-BULK,SCRU-SRBB50-X,Raw Material,0.01
FS-BSFS-BULK/4,FS-BSFS-BULK,PARF-AVHR15-X,Raw Material,0.002
FS-BSFS-BULK/4,FS-BSFS-BULK,EMAL---K,Raw Material,0.0125
FS-BSFS-BULK/4,FS-BSFS-BULK,SCRU-ECBTS-X,Raw Material,0.012
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,WARN-C19011-R7CL-K,Raw Material,0.011985
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,EMU-ACT-X,Raw Material,0.011
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,WARN-C338--K,Raw Material,0.070699
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,WARN-C196619-R6-K,Raw Material,0.005026
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,WAX-PFRMSW-X,Raw Material,0.02
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,PARF-VMR-X,Raw Material,0.0001
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,ACTI-ECTC-X,Raw Material,0.0003
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,ALUM-MN10D-X,Raw Material,0.001
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,SUN-MP-X,Raw Material,0.03
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,EKS-GTLE-X,Raw Material,0.001
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,SILS-034-X,Raw Material,0.01
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,WARN-UNK753-X,Raw Material,0.0002
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,EXTR-KFGLYEX-X,Raw Material,0.001
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,HAIM-DIS-X,Raw Material,0.045
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,PEN-SENSC50-X,Raw Material,0.004
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,WARN-ABIO-X,Raw Material,0.00998
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,VITA-DL E-MS,Raw Material,0.002
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,OIL-OJJBIII-X,Raw Material,0.005
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,CREA-01HPB-X,Raw Material,0.19
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,SILI-ECDC-X,Raw Material,0.24
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,BENT-BGVS5PC-X,Raw Material,0.085
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,PURO-IDD-X,Raw Material,0.1189
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,SILI-BEL803-X,Raw Material,0.03
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,EMU-HP30-X,Raw Material,0.026
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,TITA-OTS2CR50-,Raw Material,0.05881
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,PENG-NPGEHP-X,Raw Material,0.008
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,OIL-AVSB-X,Raw Material,0.001
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,ARMO-HD--K,Raw Material,0.01
L-RRIPLMP08-BULK/FF.RND.W1002.01,L-RRIPLMP08-BULK,MICA-SYR1F-X,Raw Material,0.004
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,TITA-OTS2CR50-,Raw Material,0.001049
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,SUN-MP-X,Raw Material,0.03
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,WARN-ABIO-X,Raw Material,0.015985
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,WAX-PFRMSW-X,Raw Material,0.02
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,EMU-HP30-X,Raw Material,0.026
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,SILI-BEL803-X,Raw Material,0.03
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,HAIM-DIS-X,Raw Material,0.045
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,CREA-01HPB-X,Raw Material,0.19
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,SILI-ECDC-X,Raw Material,0.24
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,PURO-IDD-X,Raw Material,0.161599
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,WARN-C338--K,Raw Material,0.062666
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,BENT-BGVS5PC-X,Raw Material,0.085
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,EMU-ACT-X,Raw Material,0.011
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,WARN-TPA502-X,Raw Material,0.027796
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,PARF-VMR-X,Raw Material,0.0001
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,ACTI-ECTC-X,Raw Material,0.0003
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,EKS-GTLE-X,Raw Material,0.001
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,ALUM-MN10D-X,Raw Material,0.001
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,VITA-DL E-MS,Raw Material,0.002
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,OIL-OJJBIII-X,Raw Material,0.005
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,SILS-034-X,Raw Material,0.01
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,PEN-SENSC50-X,Raw Material,0.004
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,MICA-SYR1F-X,Raw Material,0.004
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,EXTR-KFGLYEX-X,Raw Material,0.001
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,OIL-AVSB-X,Raw Material,0.001
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,PENG-NPGEHP-X,Raw Material,0.008
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,WARN-C196619-R6-K,Raw Material,0.005505
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,ARMO-HD--K,Raw Material,0.01
L-RRIPLMP04-BULK/FF.RND.W998.01,L-RRIPLMP04-BULK,WARN-UNK753-X,Raw Material,0.001
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,TIT-CR50HD-X,Raw Material,0.004
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,UVIN-MC80-BASF,Raw Material,0.03
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,COSM-222--K,Raw Material,0.0024
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,PEN-SENSC50-X,Raw Material,0.004
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,HALL-BHB-X,Raw Material,0.005
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,PEN-PRSVPE-X,Raw Material,0.008
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,TALC-OSBRTPD-X,Raw Material,0.10979
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,AJID-ZN100-X,Raw Material,0.0001
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,ACTI-ECTC-X,Raw Material,0.0001
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.0055
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,WARN-YLW3AS-X,Raw Material,0.01
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,WARN-BLCK3AS-X,Raw Material,0.00051
B-IPQSP13-BULK/FF.RND.W708.04,B-IPQSP13-BULK,AMH-LL-X,Raw Material,0.04
