Kode,Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,,BULK,Cek Bahan Antara,Bahan Antara
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,WAX-CDL204--X,Raw Material,0.032000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,RSN-PTMX-X,Raw Material,0.030000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,SILI-345-DC-K,Raw Material,0.020000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,WAX-SBWX--X,Raw Material,0.013000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,WAX-KWK62--X,Raw Material,0.010000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,PURO-IDD-X,Raw Material,0.010000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,"BUTY--DAI1,3",Raw Material,0.010000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,ABIL-EM90-X,Raw Material,0.008000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,WARN-UB902-X,Raw Material,0.006000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,PENG-IPEG-X,Raw Material,0.005000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,OIL-ARG-X,Raw Material,0.005000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,ACTI-VEAC-X,Raw Material,0.003000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEPC-W7GR/MASK-EEPC-BULK,MASK-EEPC-BULK/FS.RND.W0198.00,MASK-EEPC-BULK,BHT-CRTL-X,Raw Material,0.002000,,MASK-EEPC-W7GR/MASK-EEPC-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,RHEO-PRTT2-X,Raw Material,0.022000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,RHEO-PRKL2-X,Raw Material,0.023000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,"BUTY--DAI1,3",Raw Material,0.007000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,PURO-IDD-X,Raw Material,0.090000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,TALC-OSBRTPD-X,Raw Material,0.015000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,CABO-M5-X,Raw Material,0.010000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,SILI-345-DC-K,Raw Material,0.110000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,SILI-556-DC-K,Raw Material,0.020000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,BENT-BGISDV-X,Raw Material,0.302000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,ABIL-WE09-X,Raw Material,0.010000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,VITA-DL E-MS,Raw Material,0.001000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,WARN-UB902-X,Raw Material,0.005000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,WARN-UTB990-X,Raw Material,0.040000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,WAX-KHWXBA-X,Raw Material,0.040000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,OIL-ARG-X,Raw Material,0.005000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,SILI-DCF-ID-X,Raw Material,0.080000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,WAX-MCR146-X,Raw Material,0.070000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,SILI-DC749--X,Raw Material,0.070000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,WAX-CDL204--X,Raw Material,0.050000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
MASK-EEVE-W7GR/MASK-TVE-BULK,MASK-TVE-BULK/FF.RND.W162.04 (Opsi 1 Grainy Wax),MASK-TVE-BULK,PENG-IPEG-X,Raw Material,0.005000,,MASK-EEVE-W7GR/MASK-TVE-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,WAX-CW--K,Raw Material,0.010000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,POWD-H53-X,Raw Material,0.020000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,CHOL-UNFP-X,Raw Material,0.020000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,SILC-MKOL-X,Raw Material,0.030000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,EMG-S65PSG-X,Raw Material,0.030000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,SILI-DC-PSFCS-X,Raw Material,0.050000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,REW-PIB-,Raw Material,0.030000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,OLIV-900BT-X,Raw Material,0.050000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,EMU-CDAJ-X,Raw Material,0.020000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,THIC-TX85-X,Raw Material,0.015000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,POL-TRTRY-X,Raw Material,0.010000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,VITA-DL E-MS,Raw Material,0.005000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,SILC-VM22A-X,Raw Material,0.010000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,MWAX-SP19-X,Raw Material,0.010000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,OIL-ARG-X,Raw Material,0.005000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,TITA-OTS2CR50-,Raw Material,0.003740,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,WARN-COSG--K,Raw Material,0.002080,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,WARN-ABIO-X,Raw Material,0.011430,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,PEN-SENSC50-X,Raw Material,0.004000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,PURO-IDD-X,Raw Material,0.321000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,WARN-C335138--K,Raw Material,0.007270,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,WARN-C338--K,Raw Material,0.007480,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,BENT-TXID18-X,Raw Material,0.220000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,EB-IPB3M01-BULK/Normal (Odoo ref 6),EB-IPB3M01-BULK,SILI-DCF-ID-X,Raw Material,0.100000,,EB-IPB3M01-W5.5G/EB-IPB3M01-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,PURO-IDD-X,Raw Material,0.271380,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,BENT-TXID18-X,Raw Material,0.245000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILI-DCF-ID-X,Raw Material,0.100000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,OLIV-900BT-X,Raw Material,0.050000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILI-DC-PSFCS-X,Raw Material,0.050000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,REW-PIB-,Raw Material,0.030000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,EMG-S65PSG-X,Raw Material,0.030000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILC-MKOL-X,Raw Material,0.030000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,EMU-CDAJ-X,Raw Material,0.020000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,CHOL-UNFP-X,Raw Material,0.020000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,POWD-H53-X,Raw Material,0.025000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,THIC-TX85-X,Raw Material,0.015000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WAX-CW--K,Raw Material,0.010000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,MWAX-SP19-X,Raw Material,0.010000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,POL-TRTRY-X,Raw Material,0.010000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,SILC-VM22A-X,Raw Material,0.010000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,VITA-DL E-MS,Raw Material,0.005000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,OIL-ARG-X,Raw Material,0.005000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,PEN-SENSC50-X,Raw Material,0.004000,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-ABIO-X,Raw Material,0.009420,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-C338--K,Raw Material,0.003180,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,TITA-OTS2CR50-,Raw Material,0.003720,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-COSG--K,Raw Material,0.002820,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,EB-IPB3M02-BULK/FS.RND.IP0002.00,EB-IPB3M02-BULK,WARN-C335138--K,Raw Material,0.002480,,EB-IPB3M02-W5.5G/EB-IPB3M02-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,SILI-SF15-X,Raw Material,0.035000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,MC3-30-SF,Raw Material,0.040000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,ARMO-HD--K,Raw Material,0.020000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,VCIP---K,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,ACTI-VEAC-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,OIL-OJJBIII-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,OIL-ORJVA-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,BHT-CRTL-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,EXTR-STBGE-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,PEN-SENSC50-X,Raw Material,0.004000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,SFT-S649-X,Raw Material,0.030000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,EXTR-KFGLYEX-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,LAN-99-X,Raw Material,0.270630,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,EKS-GTLE-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,OIL-AVSB-X,Raw Material,0.001000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,SUCR-AC01-X,Raw Material,0.002000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,SILI-SP105-X,Raw Material,0.025000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,POWD-H53-X,Raw Material,0.030000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,EMU-LPNT-X,Raw Material,0.020000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,WAX-WOW2P-X,Raw Material,0.120000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,WAX-JBW4F-X,Raw Material,0.040000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,SILI-BE6-X,Raw Material,0.230000,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,PARF-VMR-X,Raw Material,0.000500,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,WARN-C338--K,Raw Material,0.032580,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,WARN-TPA502-X,Raw Material,0.017290,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,WARN-R7EL-X,Raw Material,0.031350,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC01-W3G/L-IPMC01-BULK,L-IPMC01-BULK/SMB,L-IPMC01-BULK,WARN-ABIO-X,Raw Material,0.019310,,L-IPMC01-W3G/L-IPMC01-BULK,,
L-IPMC02-W3G/L-IPMC02-BULK,L-IPMC02-BULK/Normal (odoo ref 6),L-IPMC02-BULK,WARN-ABIO-X,Raw Material,0.004860,,L-IPMC02-W3G/L-IPMC02-BULK,,
L-IPMC02-W3G/L-IPMC02-BULK,L-IPMC02-BULK/Normal (odoo ref 6),L-IPMC02-BULK,WARN-C196619-R6-K,Raw Material,0.009400,,L-IPMC02-W3G/L-IPMC02-BULK,,
L-IPMC02-W3G/L-IPMC02-BULK,L-IPMC02-BULK/Normal (odoo ref 6),L-IPMC02-BULK,TITA--3328EW-K,Raw Material,0.020330,,L-IPMC02-W3G/L-IPMC02-BULK,,
L-IPMC02-W3G/L-IPMC02-BULK,L-IPMC02-BULK/Normal (odoo ref 6),L-IPMC02-BULK,OIL-OJJBIII-X,Raw Material,0.001000,,L-IPMC02-W3G/L-IPMC02-BULK,,
L-IPMC02-W3G/L-IPMC02-BULK,L-IPMC02-BULK/Normal (odoo ref 6),L-IPMC02-BULK,PARF-VMR-X,Raw Material,0.000500,,L-IPMC02-W3G/L-IPMC02-BULK,,
L-IPMC02-W3G/L-IPMC02-BULK,L-IPMC02-BULK/Normal (odoo ref 6),L-IPMC02-BULK,WARN-C19011-R7CL-K,Raw Material,0.069060,,L-IPMC02-W3G/L-IPMC02-BULK,,
