Kode,Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,,BULK,Cek Bahan Antara,Bahan Antara
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,VITA-DL E-MS,Raw Material,0.000100,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,EUTA-G-X,Raw Material,0.015000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,IPM-CRDSG-X,Raw Material,0.035000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,ACTM-CTLA-X,Raw Material,0.000100,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,PARF-AMSKLG-X,Raw Material,0.000100,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,PEN-SENSC50-X,Raw Material,0.004000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,SILI-2005-DC-K,Raw Material,0.005000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,ZINC-ZNOLYS-X,Raw Material,0.010000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,SUNP-EPU-2X-X,Raw Material,0.010000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,COSM-168ARV-X,Raw Material,0.010000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,TIT-MT60S-X,Raw Material,0.020000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,ORGA-EXD-ARK,Raw Material,0.025000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,SILD--SI5H52D-K,Raw Material,0.040000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,UVIN-MC80-BASF,Raw Material,0.040000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,TITA-OTS2CR50-,Raw Material,0.065000,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,TALK-C-STJADAITO-K,Raw Material,0.330800,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTC-W/TWC-CLFTC-BULK,TWC-CLFTC-BULK/FF.RND.W778.05,TWC-CLFTC-BULK,TALC-C-2KPD-X,Raw Material,0.351100,,TWC-CLFTC-W/TWC-CLFTC-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,UVIN-MC80-BASF,Raw Material,0.040000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,SILD--SI5H52D-K,Raw Material,0.040000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,ORGA-EXD-ARK,Raw Material,0.025000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,TIT-MT60S-X,Raw Material,0.020000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,COSM-168ARV-X,Raw Material,0.010000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,VITA-DL E-MS,Raw Material,0.000100,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,PARF-AMSKLG-X,Raw Material,0.000100,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,ACTM-CTLA-X,Raw Material,0.000100,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,SUNP-EPU-2X-X,Raw Material,0.010000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,ZINC-ZNOLYS-X,Raw Material,0.010000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,SILI-2005-DC-K,Raw Material,0.005000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,PEN-SENSC50-X,Raw Material,0.004000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,TALC-C-2KPD-X,Raw Material,0.354330,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,TITA-OTS2CR50-,Raw Material,0.065000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,TALK-C-STJADAITO-K,Raw Material,0.330800,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.009610,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,WARN-BLCK3AS-X,Raw Material,0.004100,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,WARN-YLW3AS-X,Raw Material,0.013860,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,EUTA-G-X,Raw Material,0.015000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
TWC-CLFTD-W/TWC-CLFTD-BULK,TWC-CLFTD-BULK/FF.RND.W779.04,TWC-CLFTD-BULK,IPM-CRDSG-X,Raw Material,0.035000,,TWC-CLFTD-W/TWC-CLFTD-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,WARN-TETDMS-BULK,Intermediate,0.001800,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,TITA--3328EW-K,Raw Material,0.020000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,TALC-OSBRTPD-X,Raw Material,0.524430,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,PEN-SENSC50-X,Raw Material,0.004000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,PARF-AMSKLG-X,Raw Material,0.000200,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,ZINC-ZNOLYS-X,Raw Material,0.005000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,UVIN-MC80-BASF,Raw Material,0.010000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,SILD--SI5H52D-K,Raw Material,0.010000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,SERI-S-D-K,Raw Material,0.300000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,WARN-YLW3AS-X,Raw Material,0.000620,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,PWD-KALNPD-X,Raw Material,0.030000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,WARN-RED3ASTDMS-BULK,Intermediate,0.005850,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,VITA-DL E-MS,Raw Material,0.000100,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,CORN---K,Raw Material,0.030000,,B-DMCP02-EM/B-DMCP02-BULK,,
B-DMCP02-EM/B-DMCP02-BULK,B-DMCP02-BULK/Reference 9,B-DMCP02-BULK,SFT-CERA847-X,Raw Material,0.050000,,B-DMCP02-EM/B-DMCP02-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,MC3-30-SF,Raw Material,0.256500,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,MC3-300-SF,Raw Material,0.250000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,COSM-168ARV-X,Raw Material,0.050000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,POL-U151-X,Raw Material,0.050000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,SILI-DC-PSFCS-X,Raw Material,0.050000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,BENT-BGVS5PC-X,Raw Material,0.050000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,MWAX-SP19-X,Raw Material,0.035000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,COSM-222--K,Raw Material,0.030000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,SILC-MKOL-X,Raw Material,0.030000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,SILS-034-X,Raw Material,0.025000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,NOM-SG-X,Raw Material,0.020000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,EMU-CPLS-X,Raw Material,0.020000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,WAX-WHPRWT-X,Raw Material,0.015000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,EMG-S65PSG-X,Raw Material,0.010000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,ORGA-EXD-ARK,Raw Material,0.010000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,SILC-SP500LS-X,Raw Material,0.010000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,STEA-DSP300-X,Raw Material,0.005000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,PEN-SENSC50-X,Raw Material,0.004000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,BHT-CRTL-X,Raw Material,0.001000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,EVOI-APKR-X,Raw Material,0.001000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,VITA-DL E-MS,Raw Material,0.001000,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,PARF-R1525-X,Raw Material,0.000500,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,TITA-OTS2CR50-,Raw Material,0.041900,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,WARN-TOA403-KF,Raw Material,0.016260,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,WARN-C19012-DCR6-K,Raw Material,0.004710,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,WARN-C19011-R7CL-K,Raw Material,0.002030,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,WARN-C338--K,Raw Material,0.002090,,L-SMULGA-EM/L-SMULGA-BULK,,
L-SMULGA-EM/L-SMULGA-BULK,L-SMULGA-BULK/FF.RND.T306.03,L-SMULGA-BULK,WARN-UNK753-X,Raw Material,0.001000,,L-SMULGA-EM/L-SMULGA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,EXF-GLDL-X,Raw Material,0.006250,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,PR-ZPRDL-X,Raw Material,0.010000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,FUCO-15PSLB-X,Raw Material,0.030000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,AHA-FRBBCR-X,Raw Material,0.050000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,PROP-PGESK-X,Raw Material,0.040000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,ACTI-AFEW-X,Raw Material,0.000100,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,EDT-B--K,Raw Material,0.000300,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,KELT-CG-X,Raw Material,0.000500,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,EMUL-DERMSOLP-,Raw Material,0.000040,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,PARF-SPRFLR-X,Raw Material,0.000040,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,PENG-PNX-X,Raw Material,0.005000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,ALAN--AK-K,Raw Material,0.002000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
FT-RWSABHA-W/FT-RWSABHA-BULK,FT-RWSABHA-BULK/Normal (Odoo ref 4),FT-RWSABHA-BULK,PENG-CLRP-X,Raw Material,0.003000,,FT-RWSABHA-W/FT-RWSABHA-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,XANT---K,Raw Material,0.001000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,SOLV-DEASB-X,Raw Material,0.080000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,EMUL-MTVT-X,Raw Material,0.010000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,EXTR-ALVGE-X,Raw Material,0.010000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,GLYC--ECOS-K,Raw Material,0.010000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,SILI-2005-DC-K,Raw Material,0.020000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,EDT-B--K,Raw Material,0.001000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,SUNS-UVAPG-X,Raw Material,0.025000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,PARF-PRVIAE-X,Raw Material,0.001200,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,BHT-CRTL-X,Raw Material,0.001000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,ACTI-RYKA-X,Raw Material,0.005000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,TRI--DOW-K,Raw Material,0.005630,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,PANT--DL-K,Raw Material,0.005000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,SOLP-100LQ-X,Raw Material,0.005000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,PEN-PRSVPE-X,Raw Material,0.008000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,CARB-UT21P-X,Raw Material,0.001000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,ALAN--AK-K,Raw Material,0.001000,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,EMUL-PMLEZU-X,Raw Material,0.002750,,M-SM01-KA/M-SM-BULK,,
M-SM01-KA/M-SM-BULK,M-SM-BULK/Reference 6,M-SM-BULK,UVIN-MC80-BASF,Raw Material,0.090000,,M-SM01-KA/M-SM-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,EDT-B--K,Raw Material,0.001000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,CRIL-C1-CRO,Raw Material,0.002000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,EMG-450-X,Raw Material,0.003000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,PENG-CLRP-X,Raw Material,0.003000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,GLYC--ECOS-K,Raw Material,0.020000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,PENG-PNX-X,Raw Material,0.005000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,FUCO-15PSLB-X,Raw Material,0.010000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,SILI-MCMA-X,Raw Material,0.040000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,SODA-C-ASA,Raw Material,0.000090,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,VITA-B3PC-X,Raw Material,0.050000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,SRM-RLSAN1-BULK/Reference 5,SRM-RLSAN1-BULK,"BUTY--DAI1,3",Raw Material,0.050000,,MY-SRMRLSAN1-W/SRM-RLSAN1-BULK,,
