"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","STIC-QIMLMP01-W","1.0","Pc(s)"
"L-IPBMLMP02-W","2 (INLINE)","DUS-SIMLPR0-W","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-QIMLMP02-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","L-IPMLMP02-BULK","0.0055","kg"
"","","STIC-BTIMLMP2R0-WPPT","1.0","Pc(s)"
"","","STIC-BCIMLP2R0-WPWG","1.0","Pc(s)"
"L-IPBMLMP06-W","2 (INLINE)","STIC-QIMLMP06-W","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BTIMLP6R0-WPPT","1.0","Pc(s)"
"","","L-IPMLMP06-BULK","0.0055","kg"
"","","DUS-SIMLPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","STIC-BCIMLP6R0-WPWG","1.0","Pc(s)"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"L-IPBMLMP07-W","2 (INLINE)","STIC-QIMLMP07-W","1.0","Pc(s)"
"","","DUS-SIMLPR0-W","1.0","Pc(s)"
"","","STIC-BCIMLP7R0-WPWG","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","L-IPMLMP07-BULK","0.0055","kg"
"","","STIC-BTIMLP7R0-WPPT","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"L-IPBMLMP07-W","3 (INLINE)","DUS-IMLPR2-WIMLD","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","DUS-SIMLPR0-W","1.0","Pc(s)"
"","","STIC-BCIMLP7R0-WPWG","1.0","Pc(s)"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","L-IPMLMP07-BULK","0.0055","kg"
"","","STIC-BTIMLP7R0-WPPT","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-QIMLMP07-W","1.0","Pc(s)"
"EB-IPBB3M01-W","1","STIC-QIBBM01-W","1.0","Pc(s)"
"","","EB-IPB3M01-W5.5G","1.0","Pc(s)"
"","","DUS-SIBBMR0-W","1.0","Pc(s)"
"","","IBOX-12IBBMR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00439","Pc(s)"
"EB-IPBB3M02-W","1","KB-WIPSKMMR1-W","0.00439","Pc(s)"
"","","STIC-QIBBM02-W","1.0","Pc(s)"
"","","DUS-SIBBMR0-W","1.0","Pc(s)"
"","","EB-IPB3M02-W5.5G","1.0","Pc(s)"
"","","IBOX-12IBBMR1-WDNF","0.08333","Pc(s)"
"F-LLF01-W","1","F-LLF01-BULK","0.025","kg"
"","","TUBE-LLF01LBR0-W","1.0","Pc(s)"
"","","PLAS-VCLLFR0-W","1.0","Pc(s)"
"","","PAP-LLF01LB-W","1.0","Pc(s)"
"","","KB-WLTWCLF211-KMM125","0.05556","Pc(s)"
"F-LLF01-W","2","F-LLF01-BULK","0.025","kg"
"","","TUBE-LLF01LBR0-W","1.0","Pc(s)"
"","","PLAS-VCLLFR0-W","1.0","Pc(s)"
"","","PAP-LLF01LB-W","1.0","Pc(s)"
"","","KB-WLTWCLFR1-KMK125","0.05556","Pc(s)"
"F-LLF01-W","3","TUBE-LLF01LBR0-W","1.0","Pc(s)"
"","","PLAS-VCLLFR0-W","1.0","Pc(s)"
"","","KB-WLTWCLFR1-KMK125","0.05556","Pc(s)"
"","","PAP-LLF01LBR1-W","1.0","Pc(s)"
"","","F-LLF01-BULK","0.025","kg"
"MY-RREMPBTUMW-W","4 (INLINE)","STIC-PBTUMWB-W","1.0","Pc(s)"
"","","STIC-PBTUMWA-W","1.0","Pc(s)"
"","","BOTO-PET100W-WPET","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"","","REM-PBTUMW-BULK","0.1","kg"
"","","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","CAP-BMWR1-WPP","1.0","Pc(s)"
"MY-RREMPBTUMW-W","1","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","0.03571","Pc(s)"
"","","REM-PBTUMW-W","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.0","Pc(s)"
"MY-RREMPBTUMW-W","2 (INLINE)","CAP-BMWR1-WPP","1.0","Pc(s)"
"","","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","KB-W100BR1-KMM125BF","0.03571","Pc(s)"
"","","REM-PBTUMW-BULK","0.1","kg"
"","","STIC-SPBTUMWR1-W","1.0","Pc(s)"
"","","BOTO-PET100W-WPET","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.0","Pc(s)"
"MY-RREMPBTUMW-W","3","REM-PBTUMW-W","1.0","Pc(s)"
"","","STIC-PALLCR0-WM","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"MY-RREMPBTUMW-W","5 (INLINE)","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"","","CAP-BMWR1-WPP","1.0","Pc(s)"
"","","BOTO-PET100W-WPET","1.0","Pc(s)"
"","","REM-PBTUMW-BULK","0.1","kg"
"","","STIC-PBTUMWA-W","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.0","Pc(s)"
"","","STIC-PBTUMWB-W","1.0","Pc(s)"
"","","STIC-PALLCR1-WM","1.0","Pc(s)"
"MY-RREMPBTUMW-W","6","STIC-PALLCR1-WM","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"","","REM-PBTUMW-W","1.0","Pc(s)"
"","","PS-PVCBSR1-WPVC","1.0","Pc(s)"
"MY-RREMPBTUMW-W","7","KB-W100BR2-KMM125BF","0.03571","Pc(s)"
"","","PS-CAP-WPVC","1.0","Pc(s)"
"","","STIC-PALLCR1-WM","1.0","Pc(s)"
"","","REM-PBTUMW-W","1.0","Pc(s)"
"MY-RLREMO46-W","2","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","L-REMO46-W","1.0","Pc(s)"
"MY-RLREMO46-W","1","L-REMO46-W","1.0","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"MY-LSLWCI-W","2","STIC-PAAR0-WM","1.0","Pc(s)"
"","","L-SLWCI-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"TC-PMW42-MO12G","4","DUSS-PMFW42R0-MO","1.0","Pc(s)"
"","","KB-MOTWC3252-K150M12","0.04166","Pc(s)"
"","","PO-TWCMOC105-9288T1P","1.0","Pc(s)"
"","","STIC-BTPMPFW42R-MOSC","1.0","Pc(s)"
"","","CONT-PPFR1-MO","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","TC-PMW42-BULK","0.012","kg"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"MY-LSLWCI-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCI-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCC-W","2","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCC-W","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCA-W","2","L-SLWCA-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCA-W","1","L-SLWCA-W","1.0","Pc(s)"
"","","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCG-W","2","L-SLWCG-W","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCG-W","1","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCG-W","1.0","Pc(s)"
"MY-LSLWCE-W","2","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCE-W","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCE-W","1","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCE-W","1.0","Pc(s)"
"MY-LSLWCL-W","2","STIC-PAAR0-WM","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCL-W","1.0","Pc(s)"
"MY-LSLWCL-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCL-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCF-W","2","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"","","L-SLWCF-W","1.0","Pc(s)"
"MY-LSLWCF-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCF-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCB-W","2","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCB-W","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCB-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCB-W","1.0","Pc(s)"
"MY-LSLWCJ-W","2","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCJ-W","1.0","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCJ-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCJ-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCD-W","2","L-SLWCD-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCD-W","1","L-SLWCD-W","1.0","Pc(s)"
"","","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCH-W","2","L-SLWCH-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCH-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCH-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-LSLWCH-W","Subt. Sticker","STIC-PALFT125R1-WM","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-SLWCH-W","1.0","Pc(s)"
"MY-LSLWCK-W","2","L-SLWCK-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-PAAR0-WM","1.0","Pc(s)"
"MY-LSLWCK-W","1","STIC-PDSINC-WMC","1.0","Pc(s)"
"","","L-SLWCK-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"MY-RLREMO26-W","2","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"","","L-REMO26-W","1.0","Pc(s)"
"MY-RLREMO26-W","1","L-REMO26-W","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"FT-LFT-W","7","FT-LFT-BULK","0.125","kg"
"","","CAP-BLFT125R1-W","1.0","Pc(s)"
"","","BOTO-LFT125R1-W","1.0","Pc(s)"
"","","PLU-PPBLANCT-X","1.0","Pc(s)"
"","","KB-WFSRM211-KMM125BF","0.04167","Pc(s)"
"","","STIC-SEKITR1-W","1.0","Pc(s)"
"SS-UVSAFE-W","1","TUBE-UVSWFR0-W","1.0","Pc(s)"
"","","PLAS-VCUVSTR0-W","1.0","Pc(s)"
"","","PAP-UVWFR0-W","1.0","Pc(s)"
"","","KB-WOMEGAR1-W","0.04167","Pc(s)"
"","","SS-UVSAFE-BULK","0.03","kg"
"SS-UVSAFE-W","2","SS-UVSAFE-BULK","0.03","kg"
"","","TUBE-UVSWFR0-W","1.0","Pc(s)"
"","","PLAS-VCUVSTR0-W","1.0","Pc(s)"
"","","PAP-UVWFR0-W","1.0","Pc(s)"
"","","KB-WOMEGAR1-W","0.03571","Pc(s)"
"SS-UVSAFE-W","3","SS-UVSAFE-BULK","0.03","kg"
"","","KB-WOMEGAR1-W","0.03571","Pc(s)"
"","","PLAS-VCUVSTR0-W","1.0","Pc(s)"
"","","TUBE-UVSWFR0-W","1.0","Pc(s)"
"","","PAP-UVSAFER1-W","1.0","Pc(s)"
"HC-P1A2-P2","Subt. Karbox","PLU-JCK2L-X","1.0","Pc(s)"
"","","STIC-PPCMCALHGP-88SV","1.0","Pc(s)"
"","","CAP-JCK2L-X","1.0","Pc(s)"
"","","JC-KHDPE2L-X","1.0","Pc(s)"
"","","HC-A2-BULK","2.0","kg"
"","","KB-WEDT3635R2-W","0.25","Pc(s)"
"HC-P1A2-P2","3","JC-2LPVCT-","1.0","Pc(s)"
"","","CAP-JC2WOPP-","1.0","Pc(s)"
"","","PLU-JC2LNHDPE-","1.0","Pc(s)"
"","","HC-A2-BULK","2.0","kg"
"","","KB-P2LR2-KMK125CF","0.25","Pc(s)"
"","","STIC-PPCMCALHGP-88SV","1.0","Pc(s)"
"HC-P1A2-P2","4","KB-PO5-P-P","0.33333","Pc(s)"
"","","CAP-JCK2L-X","1.0","Pc(s)"
"","","STIC-PPCMCALHGP-88SV","1.0","Pc(s)"
"","","JC-KHDPE2L-X","1.0","Pc(s)"
"","","HC-A2-BULK","2.0","kg"
"","","PLU-JCK2L-X","1.0","Pc(s)"
"FT-RIHT-W","4","DUS-HRPITR0-W","1.0","Pc(s)"
"","","CAP-HRIT100R2-W","1.0","Pc(s)"
"","","FT-RIHT-BULK","0.1","kg"
"","","PLU-HRIT100R0-W","1.0","Pc(s)"
"","","BOTO-HRIT100R1-WKIM","1.0","Pc(s)"
"","","KB-WFSRM211-KMM125BF","0.05","Pc(s)"
"BP-SBSE-W35ML","3","BOTO-PS35WF-P1WG","1.0","Pc(s)"
"","","BP-SBSE-BULK","0.035","kg"
"","","KB-WEDT3635R2-W","0.02778","Pc(s)"
"","","PART-DEDTBR0-WAC","1.0","Pc(s)"
"","","PU-CEDTR1-W","1.0","Pc(s)"
"","","CAP-PS35WALU-SSIP","1.0","Pc(s)"
"","","DUS-EDTBR0-WILD","1.0","Pc(s)"
"","","STIC-BOTEDTBR0-WPP","1.0","Pc(s)"
"","","PS-PVCWEDT-125P","1.0","Pc(s)"
"MY-RLREMA02-W","1","STIC-PAELR0-WM","1.0","Pc(s)"
"","","L-REMA02-W","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"MY-RLREMA03-W","1","L-REMA03-W","1.0","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"MY-RLREMA17-W","1","L-REMA17-W","1.0","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"MY-RLREMO43-W","2","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","L-REMO43-W","1.0","Pc(s)"
"MY-RLREMO43-W","1","L-REMO43-W","1.0","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"MY-RLREMO36-W","2","L-REMO36-W","1.0","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"MY-RLREMO36-W","1","L-REMO36-W","1.0","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-CUM04-W","Subt. Ibox","CAPC-CULML4R0-W","1.0","Pc(s)"
"","","L-CUM04-BULK","0.0036","kg"
"","","STIC-BCULML4R0-W","1.0","Pc(s)"
"","","DUS-CULML4R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","CONT-CULML4R0-W","1.0","Pc(s)"
"L-CUM04-W","2","L-CUM04-BULK","0.0036","kg"
"","","CONT-CULML4R0-W","1.0","Pc(s)"
"","","CAPC-CULML4R0-W","1.0","Pc(s)"
"","","STIC-BCULML4R0-W","1.0","Pc(s)"
"","","DUS-CULML4R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM07-W","Subt. Ibox","L-CUM07-BULK","0.0036","kg"
"","","DUS-CULML7R0-W","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","STIC-BCULML7R0-W","1.0","Pc(s)"
"","","CAPC-CULML7R0-W","1.0","Pc(s)"
"","","CONT-CULML7R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM07-W","1","L-CUM07-BULK","0.0036","kg"
"","","CONT-CULML7R0-W","1.0","Pc(s)"
"","","CAPC-CULML7R0-W","1.0","Pc(s)"
"","","STIC-BCULML7R0-W","1.0","Pc(s)"
"","","DUS-CULML7R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR0-KMM125","0.00694","Pc(s)"
"L-CUM07-W","2","L-CUM07-BULK","0.0036","kg"
"","","CONT-CULML7R0-W","1.0","Pc(s)"
"","","CAPC-CULML7R0-W","1.0","Pc(s)"
"","","STIC-BCULML7R0-W","1.0","Pc(s)"
"","","DUS-CULML7R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM07-W","3","CAPC-CULML7R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","L-CUM07-BULK","0.0036","kg"
"","","DUS-CULML7R0-W","1.0","Pc(s)"
"","","STIC-BCULML7R0-W","1.0","Pc(s)"
"","","STIC-PICUL07R0-W","1.0","Pc(s)"
"","","CONT-CULML7R0-W","1.0","Pc(s)"
"L-CUM01-W","Subt. Ibox","CONT-CULML1R0-W","1.0","Pc(s)"
"","","L-CUM01-BULK","0.0036","kg"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","DUS-CULML1R0-W","1.0","Pc(s)"
"","","STIC-BCULML1R0-W","1.0","Pc(s)"
"","","CAPC-CULML1R0-W","1.0","Pc(s)"
"L-CUM01-W","1","L-CUM01-BULK","0.0036","kg"
"","","CONT-CULML1R0-W","1.0","Pc(s)"
"","","CAPC-CULML1R0-W","1.0","Pc(s)"
"","","STIC-BCULML1R0-W","1.0","Pc(s)"
"","","DUS-CULML1R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR0-KMM125","0.00694","Pc(s)"
"L-CUM01-W","2","L-CUM01-BULK","0.0036","kg"
"","","CONT-CULML1R0-W","1.0","Pc(s)"
"","","CAPC-CULML1R0-W","1.0","Pc(s)"
"","","STIC-BCULML1R0-W","1.0","Pc(s)"
"","","DUS-CULML1R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM01-W","3","CAPC-CULML1R0-W","1.0","Pc(s)"
"","","STIC-BCULML1R0-W","1.0","Pc(s)"
"","","CONT-CULML1R0-W","1.0","Pc(s)"
"","","L-CUM01-BULK","0.0036","kg"
"","","DUS-CULML1R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","STIC-PICUL01R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CM11-EM5.5GR","3","KB-ECR1-KMK125CF","0.00694","Pc(s)"
"","","DUS-CMABR0-EILD","1.0","Pc(s)"
"","","IBOX-12EE-ED31","0.08333","Pc(s)"
"","","BOTO-PCMR1-E","1.0","Pc(s)"
"","","CAPA-CMR0-EM","1.0","Pc(s)"
"","","STIC-BOTCMABR0-EOPPT","1.0","Pc(s)"
"","","L-CM11-BULK","0.0055","kg"
"L-CUM05-W","Subt. Ibox","DUS-CULML5R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","STIC-BCULML5R0-W","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","CAPC-CULML5R0-W","1.0","Pc(s)"
"","","CONT-CULML5R0-W","1.0","Pc(s)"
"","","L-CUM05-BULK","0.0036","kg"
"L-CUM05-W","1","L-CUM05-BULK","0.0036","kg"
"","","CONT-CULML5R0-W","1.0","Pc(s)"
"","","CAPC-CULML5R0-W","1.0","Pc(s)"
"","","STIC-BCULML5R0-W","1.0","Pc(s)"
"","","DUS-CULML5R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR0-KMM125","0.00694","Pc(s)"
"L-CUM05-W","2","L-CUM05-BULK","0.0036","kg"
"","","CONT-CULML5R0-W","1.0","Pc(s)"
"","","CAPC-CULML5R0-W","1.0","Pc(s)"
"","","STIC-BCULML5R0-W","1.0","Pc(s)"
"","","DUS-CULML5R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM05-W","3","IBOX-BR0-W","0.08333","Pc(s)"
"","","DUS-CULML5R0-W","1.0","Pc(s)"
"","","STIC-BCULML5R0-W","1.0","Pc(s)"
"","","CAPC-CULML5R0-W","1.0","Pc(s)"
"","","STIC-PICUL05R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","CONT-CULML5R0-W","1.0","Pc(s)"
"","","L-CUM05-BULK","0.0036","kg"
"L-CUM08-W","Subt. Ibox","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","CAPC-CULML8R0-W","1.0","Pc(s)"
"","","L-CUM08-BULK","0.0036","kg"
"","","CONT-CULML8R0-W","1.0","Pc(s)"
"","","STIC-BCULML8R0-W","1.0","Pc(s)"
"","","DUS-CULML8R0-W","1.0","Pc(s)"
"L-CUM08-W","1","L-CUM08-BULK","0.0036","kg"
"","","CONT-CULML8R0-W","1.0","Pc(s)"
"","","CAPC-CULML8R0-W","1.0","Pc(s)"
"","","STIC-BCULML8R0-W","1.0","Pc(s)"
"","","DUS-CULML8R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR0-KMM125","0.00694","Pc(s)"
"L-CUM03-W","Subt. Ibox","CONT-CULML3R0-W","1.0","Pc(s)"
"","","L-CUM03-BULK","0.0036","kg"
"","","STIC-BCULML3R0-W","1.0","Pc(s)"
"","","CAPC-CULML3R0-W","1.0","Pc(s)"
"","","DUS-CULML3R0-W","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM03-W","1","L-CUM03-BULK","0.0036","kg"
"","","CONT-CULML3R0-W","1.0","Pc(s)"
"","","CAPC-CULML3R0-W","1.0","Pc(s)"
"","","STIC-BCULML3R0-W","1.0","Pc(s)"
"","","DUS-CULML3R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR0-KMM125","0.00694","Pc(s)"
"L-CUM03-W","2","L-CUM03-BULK","0.0036","kg"
"","","CONT-CULML3R0-W","1.0","Pc(s)"
"","","CAPC-CULML3R0-W","1.0","Pc(s)"
"","","STIC-BCULML3R0-W","1.0","Pc(s)"
"","","DUS-CULML3R0-W","1.0","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUMKORA-W","Subt. Ibox","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","DUS-CULML9R0-W","1.0","Pc(s)"
"","","STIC-BCULML9R0-W","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","L-CUMKORA-BULK","0.0036","kg"
"","","CAPC-CULML9R0-W","1.0","Pc(s)"
"","","CONT-CULML9R0-W","1.0","Pc(s)"
"L-CUMKORA-W","1","CONT-CULML9R0-W","1.0","Pc(s)"
"","","L-CUMKORA-BULK","0.0036","kg"
"","","CAPC-CULML9R0-W","1.0","Pc(s)"
"","","DUS-CULML9R0-W","1.0","Pc(s)"
"","","STIC-BCULML9R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"L-CUMKORA-W","Rework","DUS-CULML9R0-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"L-CUM08-W","4","CONT-CULML8R0-W","1.0","Pc(s)"
"","","CAPC-CULML8R0-W","1.0","Pc(s)"
"","","L-CUM08-BULK","0.0036","kg"
"","","DUS-CULML8R1-W","1.0","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","IBOX-BR0-W","0.08333","Pc(s)"
"","","STIC-BCULML8R0-W","1.0","Pc(s)"
"MY-RLREMA02-W","2","STIC-PAELR0-WM","1.0","Pc(s)"
"","","L-REMA02-W","1.0","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"MY-RLREMA03-W","2","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"","","STIC-PAELR0-WM","1.0","Pc(s)"
"","","L-REMA03-W","1.0","Pc(s)"
"MY-RLREMA17-W","2","STIC-PAELR0-WM","1.0","Pc(s)"
"","","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"","","L-REMA17-W","1.0","Pc(s)"
"MY-RLEMC08-W","4","STIC-PADEMLC05-WMV","1.0","Pc(s)"
