DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LIPMATTE,02196,L-CHC01-MO,8993137706131,MAKE OVER COLOR HYPNOSE CREAMY LIPMATTE 01 CHARM 4.3 G,76576.58,8,0,8,612612.64,0,612612.64,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02786,L-TSIMLCB-MO,8993137711401,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM BUTTERCUP 6.5 G,96396.4,4,0,4,385585.6,0,385585.6,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02107,L-PVW04-MO,8993137705493,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A04 CORVETTE 5.5 G,98198.2,85,0,85,8346847,0,8346847,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01138,L-UHRR008-MO2.3G,8993137696937,MAKE OVER ULTRA HI-MATTE LIPSTICK 008 RUNWAY REBEL 2.3 G (PC(S)),83783.78,7,0,7,586486.46,0,586486.46,
DC SURABAYA,MAKE OVER,FACE MAKE UP,MAKE OVER LOOSE POWDER,00559,B-PT03-MO35G,8993137681858,MAKE OVER SILKY SMOOTH TRANSLUCENT POWDER 03 CHAMPAGNE 35 G (PC(S),118918.92,3,0,3,356756.76,0,356756.76,
DC SURABAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02188,F-PTCMCC62-MO,8993137705028,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION C62 RICH COCOA 12 G,128828.83,4,0,4,515315.32,0,515315.32,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE LINER LIQUID,01219,"EL-LB-MO1,7ML",8993137697309,"MAKE OVER LIQUID EYE LINER BLACK 1,7 ML (PC(S))",77477.48,9,0,9,697297.32,0,697297.32,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00621,ES-SPG-MO2G,8993137683517,MAKE OVER SPARKLING POWDER GOLD 2 G (PC(S)),58558.56,28,0,28,1639639.68,0,1639639.68,
DC SURABAYA,MAKE OVER,PACKAGE BEAUTY,MAKE OVER PACKAGE EYE LINER,00652,P-ELPBJ-MO,8993137692489,MAKE OVER EYE LINER PENCIL PACKAGE BLACK JACK (PC(S)),93693.69,6,0,6,562162.14,0,562162.14,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYEBROW MASCARA,02022,EB-DMCC-MO,8993137702317,MAKE OVER POWERSTAY BROW DEFINER MASCARA 03 COFFEE CREAM 6.5 G,103603.6,1,0,1,103603.6,0,103603.6,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LIPMATTE,02207,L-CHC12-MO,8993137706247,MAKE OVER COLOR HYPNOSE CREAMY LIPMATTE 12 MAGNET 4.3 G,76576.58,1,0,1,76576.58,0,76576.58,
DC SURABAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY UNDER EYE CONCEALER,01959,CON-RPP03-MO,8993137702812,MAKE OVER POWERSTAY UNDER EYE PERFECTING CONCEALER 30 LIGHT-MEDIUM 1.8 ML,117117.12,6,0,6,702702.72,0,702702.72,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER HYDRASTAY SMOOTH LIP WHIP,02538,L-HSLWE-MO,8993137709743,MAKE OVER HYDRASTAY SMOOTH LIP WHIP C05 SWIFT 6.5 G,98198.2,1,0,1,98198.2,0,98198.2,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01623,L-CQS202-MO2G,8993137699969,MAKE OVER CLIQUEMATTE LIP STYLO 202 HOLLYWOOD 2 G,103603.6,1,0,1,103603.6,0,103603.6,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW REFILL,00601,"ES-BV-MOR3,5G",8993137682312,"MAKE OVER SGES BROWN VEGAS REFILL PACK 3,5 G (PC(S))",45045.05,3,0,3,135135.15,0,135135.15,
DC SURABAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYEBROW MASCARA,02021,EB-DMCL-MO,8993137702324,MAKE OVER POWERSTAY BROW DEFINER MASCARA 02 CHOCOLATE 6.5 G,103603.6,1,0,1,103603.6,0,103603.6,
DC SURABAYA,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00308,HT-P1Y1-P2,8993137250023,"HAIR TONIC NORMAL HAIR (YELLOW), 2 L",126576.58,2,0,2,253153.16,0,253153.16,
DC SURABAYA,PUTRI,SHAMPOO,PUTRI SHAMPOO,00367,S-P1L-P2,8993137180528,PUTRI PURE CLEAN SHAMPOO LEMON 2 L (PC(S)),75225.23,9,0,9,677027.07,0,677027.07,
DC SURABAYA,PUTRI,HAIR STYLING,PUTRI STYLING GLAZE,00398,SGL-P1-P200,8993137222013,PUTRI STYLING GLAZE 200 ML (PC(S)),23423.42,1,0,1,23423.42,0,23423.42,
DC SURABAYA,PUTRI,HAIR TONIC,PUTRI SPA HAIR TONIC,00377,HT-P1SEL2-P200D,8993137572057,"HAIR TONIC SPA ENERGIZING LEMON, 200 ML",32432.43,5,0,5,162162.15,0,162162.15,
DC SURABAYA,PUTRI,HAIR TEXTURE,PUTRI PLATINUM NEUTRALIZER,00333,N-P1P3P-P240,8993137683753,PUTRI PLATINUM NEUTRALIZER STEP 2 240 ML (PC(S)),27027.03,93,0,93,2513513.79,0,2513513.79,
DC SURABAYA,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL NEUTRALIZER,00345,N-P1L-P5,8993137150057,PUTRI NEUTRALIZER LOTION 5 L (PC(S)),127387.39,15,0,15,1910810.85,0,1910810.85,
DC SURABAYA,PUTRI,CREAMBATH,PUTRI NATURE REFILL CREAMBATH,00329,CB-P1K-PR1,8993137683937,PUTRI NATURAL CREAMBATH CANDLENUT REFILL 1 KG (PC(S)),35585.59,1,0,1,35585.59,0,35585.59,
DC SURABAYA,PUTRI,SHAMPOO,PUTRI SPA SHAMPOO,00391,S-P1SRL-P450,8993137572101,PUTRI SPA RELAXING SHAMPOO (LAVENDER) 450 ML (PC(S)),22972.97,1,0,1,22972.97,0,22972.97,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02164,L-CUM04-W,8993137705936,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 04 MOCCA BROWN 3.6 G,40990.99,8,0,8,327927.92,0,327927.92,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02382,TC-RR3LLF03-W,8993137685719,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 03 SHEER PINK 12 G,32432.43,1,0,1,32432.43,0,32432.43,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,00876,TC-W0REB4C1-W12GR,8993137679053,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 01 LIGHT BEIGE 12 GR (PC(S)),52252.25,2,0,2,104504.5,0,104504.5,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY TWC,00147,TC-W3ELB2-W12G,8993137680325,WARDAH EVD LUM TWO WAY CAKE 02 BEIGE 12 G (PC(S)),44594.59,1,0,1,44594.59,0,44594.59,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING SHEET MASK,02427,MA-LESM-W,8993137708258,WARDAH LIGHTENING ESSENCE SHEET MASK 20 ML,17117.12,7,0,7,119819.84,0,119819.84,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01971,MA-NDSAV-W,8993137702058,WARDAH NATURE DAILY SHEET MASK ALOE VERA 20 ML,14414.42,145,0,145,2090090.9,0,2090090.9,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY GEL,02441,M-LDGN2-W,8993137708418,WARDAH LIGHTENING DAY GEL 20 ML,27477.48,1,0,1,27477.48,0,27477.48,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02161,L-CUM01-W,8993137705905,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,40990.99,9,0,9,368918.91,0,368918.91,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LOOSE POWDER,02390,B-R3L04N-W,8993137701037,WARDAH LIGHTENING MATTE POWDER 04 NATURAL 20 G,32432.43,1,0,1,32432.43,0,32432.43,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01973,MA-NDSVC-W,8993137702072,WARDAH NATURE DAILY SHEET MASK VITAMIN C 20 ML,14414.42,303,0,303,4367569.26,0,4367569.26,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT AQUA LASH MASCARA,00071,MASK-EEAL-W6GR,8993137691062,WARDAH EYEXPERT AQUA LASH MASCARA 6 GR (PC(S)),44594.59,3,0,3,133783.77,0,133783.77,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT PERFECTCURL MASCARA,00077,MASK-EEPC-W7GR,8993137691055,WARDAH EYEXPERT PERFECTCURL MASCARA 7 GR (PC(S)),61261.26,4,0,4,245045.04,0,245045.04,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY CREAM,02414,M-LDCN2-W,8993137572170,WARDAH LIGHTENING DAY CREAM ADVANCED NIACINAMIDE 30 G,41441.44,2,0,2,82882.88,0,82882.88,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02176,CUS-REFC01-W,8993137706254,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 01 LIGHT BEIGE 15 G,89639.64,1,0,1,89639.64,0,89639.64,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE MOUSSE MOISTURIZER,02926,M-CDMM-W,8993137709101,WARDAH C-DEFENSE MOUSSE MOISTURIZER 30 G,47747.75,2,0,2,95495.5,0,95495.5,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02381,TC-RR3LLF02-W,8993137685702,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,32432.43,1,0,1,32432.43,0,32432.43,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02168,L-CUM08-W,8993137705974,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 08 WOODSY BROWN 3.6 G,40990.99,2,0,2,81981.98,0,81981.98,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY ALOE HYDRAMILD MOISTURIZER CREAM,01606,M-AHC-W40ML,8993137695152,WARDAH NATURE DAILY ALOE HYDRAMILD MOISTURIZER CREAM 40 ML,23423.42,1,0,1,23423.42,0,23423.42,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU DAY CREAM,00244,M-AGDC-W17ML,8993137692717,WARDAH RENEW YOU ANTI AGING DAY CREAM 17 ML (PC(S)),48198.2,2,0,2,96396.4,0,96396.4,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00927,"ES-W0I-W3,3GR",8993137680110,"WARDAH EYE SHADOW I 3,3 GR (PC(S))",44144.14,2,0,2,88288.28,0,88288.28,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02380,TC-RR3LLF01-W,8993137685696,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,32432.43,7,0,7,227027.01,0,227027.01,
DC SURABAYA,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00928,"ES-W0J-W3,3GR",8993137680127,"WARDAH EYE SHADOW J 3,3 GR (PC(S))",44144.14,2,0,2,88288.28,0,88288.28,
DC SURABAYA,WARDAH,BODY SCRUB,WARDAH SPA BODY SCRUB,00284,LW-W3O-W150ML,8993137575133,WARDAH SOFT BODY SCRUB WITH OLIVE 150 ML (PC(S)),40990.99,3,0,3,122972.97,0,122972.97,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LIQUID FOUNDATION,02420,F-LLF03-W,8993137707718,WARDAH LIGHTENING LIQUID FOUNDATION 03. IVORY 25 ML (BLISTER),46846.85,1,0,1,46846.85,0,46846.85,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02356,L-CVM011-W,8993137707800,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 11 CHERISH MARMALADE 4 G,67567.57,1,0,1,67567.57,0,67567.57,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LIQUID FOUNDATION,02421,F-LLF04-W,8993137707725,WARDAH LIGHTENING LIQUID FOUNDATION 04. NATURAL 25 ML (BLISTER),46846.85,1,0,1,46846.85,0,46846.85,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02358,L-CVM013-W,8993137707824,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 13 SWEET CINNAMON 4 G,67567.57,1,0,1,67567.57,0,67567.57,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH ACNEDERM PORE REFINING TONER,01573,A-PRT-W100ML,8993137572422,WARDAH ACNEDERM PORE REFINING TONER 100 ML (PC(S)),29279.28,1,0,1,29279.28,0,29279.28,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE LIQUID FOUNDATION,02034,F-RELF01-W,8993137678858,WARDAH EXCLUSIVE LIQUID FOUNDATION 01 LIGHT BEIGE 20 ML,77927.93,3,0,3,233783.79,0,233783.79,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY TWC,00148,TC-W3ELI3-W12G,8993137680332,WARDAH EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),44594.59,2,0,2,89189.18,0,89189.18,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE GEL TO FOAM CLEANSER,02526,FW-RHMF-W,8993137708722,WARDAH HYDRA ROSE GEL TO FOAM CLEANSER 100 ML,33783.78,2,0,2,67567.56,0,67567.56,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY TWC,00146,TC-W3ELLB1-W12G,8993137680318,WARDAH EVD LUM TWO WAY CAKE 01 LIGHT BEIGE 12 G (PC(S)),44594.59,2,0,2,89189.18,0,89189.18,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE SERUM,00013,SRM-CD-W17ML,8993137691949,WARDAH C-DEFENSE SERUM 17 ML (PC(S)),72072.08,2,0,2,144144.16,0,144144.16,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING SERUM,02480,SRM-LSA-W,8993137678445,WARDAH LIGHTENING SERUM AMPOULE 5X5 ML,51351.35,3,0,3,154054.05,0,154054.05,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00118,BO-W1B-W4GR,8993137680011,WARDAH BLUSH ON B 4 GR,40090.09,1,0,1,40090.09,0,40090.09,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00117,BO-W1A-W4GR,8993137680004,WARDAH BLUSH ON A 4 GR,41441.44,2,0,2,82882.88,0,82882.88,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00120,BO-W0D-W4GR,8993137680035,WARDAH BLUSH ON D 4 GR,40090.09,1,0,1,40090.09,0,40090.09,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02113,L-CVM02-W,8993137705349,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 02 JOYFUL ORANGE 4 G,67567.57,1,0,1,67567.57,0,67567.57,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00121,B-W3ELCP01-W14G,8993137679183,WARDAH EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),37837.84,2,0,2,75675.68,0,75675.68,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01653,TC-RLPGBB01-W11GR,8993137700207,WARDAH REFILL LIGHTENING BB CAKE POWDER 01 LIGHT 11 GR,35135.14,2,0,2,70270.28,0,70270.28,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02119,L-CVM08-W,8993137705400,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 08 BROWN CREATOR 4 G,67567.57,2,0,2,135135.14,0,135135.14,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH CRYSTAL SECRET SLEEPING MASK,01630,FM-WSHG-W30G,8993137699938,WARDAH WHITE SECRET HYDRAGLOW SLEEPING MASK 30 G,93693.7,11,0,11,1030630.7,0,1030630.7,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH ACNEDERM BLACKHEAD BALM,01576,A-BPCB-W20G,8993137698818,WARDAH ACNEDERM PORE BLACKHEAD BALM 20 G (PC(S)),35585.59,4,0,4,142342.36,0,142342.36,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00124,B-W3ELCP04-W14G,8993137679213,WARDAH EVD LUM COMPACT POWDER 04 NATURAL 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE PETAL INFUSED TONER,02527,FT-RIHT-W,8993137708739,WARDAH HYDRA ROSE PETAL INFUSED TONER 100 ML,110360.37,1,0,1,110360.37,0,110360.37,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01670,L-LL19-W2.3G,8993137700436,WARDAH LIPSTICK LONGLASTING 19 SUNRISE NUDE 2.3 G,42792.79,3,0,3,128378.37,0,128378.37,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY SEAWEED BALANCING TONER,01614,FT-SB-W150ML,8993137695060,WARDAH NATURE DAILY SEAWEED BALANCING TONER 150 ML,22072.08,35,0,35,772522.8,0,772522.8,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01432,L-LL15-W2.3G,8993137698559,WARDAH LIPSTICK LONGLASTING 15 ROUGE RED 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02458,HS-NDAHHGN2-W,8993137710602,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 240 ML,25225.23,20,0,20,504504.6,0,504504.6,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH CRYSTAL SECRET EXFOLIATING LOTION,00291,FT-WSEL-W150ML,8993137684606,WARDAH WHITE SECRET EXFOLIATING LOTION 150 ML (PC(S)),64864.86,1,0,1,64864.86,0,64864.86,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01115,L-LL11-W2.3G,8993137694988,WARDAH LIPSTICK LONGLASTING 11 CHERRIE GLAM 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01114,L-LL10-W2.3G,8993137694971,WARDAH LIPSTICK LONGLASTING 10 STYLISH MOCCA 2.3 G (PC(S)),44144.14,1,0,1,44144.14,0,44144.14,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM BLISTER,02159,L-EMC09MM-W,8993137694476,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 09 MAUVE ON! 4 G,57207.21,3,0,3,171621.63,0,171621.63,
DC SURABAYA,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02422,HS-AHHGEL-W,8993137710275,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 100 ML,17117.12,2,0,2,34234.24,0,34234.24,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY LOOSE POWDER,00138,B-W3ELFP01-W30G,8993137574525,WARDAH EVD LUM FACE POWDER 01 LIGHT BEIGE 30 G (PC(S)),39189.19,5,0,5,195945.95,0,195945.95,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01113,L-LL09-W2.3G,8993137694964,WARDAH LIPSTICK LONGLASTING 09 VIBRANT RED 2.3 G (PC(S)),44144.14,1,0,1,44144.14,0,44144.14,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02043,TC-RE05-W,8993137679046,WARDAH EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,84504.5,1,0,1,84504.5,0,84504.5,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02369,TC-R3LLF01-W,8993137685597,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 01 LIGHT BEIGE 12 G,47747.75,2,0,2,95495.5,0,95495.5,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01111,L-LL07-W2.3G,8993137694940,WARDAH LIPSTICK LONGLASTING 07 RASPBERRY HIP 2.3 G (PC(S)),42792.79,3,0,3,128378.37,0,128378.37,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY ALOE HYDRAMILD FACIAL WASH,01620,FW-AH-W100ML,8993137695244,WARDAH NATURE DAILY ALOE HYDRAMILD FACIAL WASH 100 ML,25675.68,18,0,18,462162.24,0,462162.24,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02370,TC-R3LLF02-W,8993137685603,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,47747.75,3,0,3,143243.25,0,143243.25,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01110,L-LL06-W2.3G,8993137694933,WARDAH LIPSTICK LONGLASTING 06 DELICATE PINK 2.3 G (PC(S)),42792.79,2,0,2,85585.58,0,85585.58,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM AYANG CEMPAKA,02546,L-EMCAC08-W,8993137694469,WARDAH EXCLUSIVE MATTE LIP CREAM X AYANG CEMPAKA 08 PINKCREDIBLE 4 GR,54054.06,1,0,1,54054.06,0,54054.06,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01107,L-LL03-W2.3G,8993137694902,WARDAH LIPSTICK LONGLASTING 03 SIMPLY BROWN 2.3 G (PC(S)),44144.14,1,0,1,44144.14,0,44144.14,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM AYANG CEMPAKA,02547,L-EMCAC09-W,8993137694476,WARDAH EXCLUSIVE MATTE LIP CREAM X AYANG CEMPAKA 09 MAUVE ON ! 4 GR,54054.06,2,0,2,108108.12,0,108108.12,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00219,TC-W3RELI3-W12G,8993137680417,WARDAH REFILL EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),31081.08,91,0,91,2828378.28,0,2828378.28,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP TINT,01534,L-EVCL03-W5.5G,8993137699532,WARDAH EVERYDAY CHEEK AND LIP TINT 03 PINK ON POINT! 5.5 G,41441.44,1,0,1,41441.44,0,41441.44,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01105,L-LL01-W2.3G,8993137694889,WARDAH LIPSTICK LONGLASTING 01 FABULOUS PEACH 2.3 G (PC(S)),44144.14,2,0,2,88288.28,0,88288.28,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL WASH GENTLE,02412,FW-LMGWN1-W,8993137708067,WARDAH LIGHTENING MICELLAR GENTLE WASH 50 ML,19369.37,1,0,1,19369.37,0,19369.37,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02040,TC-RE02-W,8993137678919,WARDAH EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,84504.5,1,0,1,84504.5,0,84504.5,
DC SURABAYA,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY HAND WASH,02833,HBW-NDAHHWN2-W,8993137711548,WARDAH NATURE DAILY ALOE HYDRAMILD HAND WASH 250 ML,24324.33,27,0,27,656756.91,0,656756.91,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY LOOSE POWDER,00140,B-W3ELFP03-W30G,8993137574549,WARDAH EVD LUM FACE POWDER 03 IVORY 30 G (PC(S)),39189.19,1,0,1,39189.19,0,39189.19,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL,01520,FW-PBCFLO-W60ML,8993137698719,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + OIL CONTROL 60 ML (PC(S)),17747.75,1,0,1,17747.75,0,17747.75,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01122,L-IM04-W2.3G,8993137694797,WARDAH INTENSE MATTE LIPSTICK 04 MAUVE MELLOW 2.3 G (PC(S)),42792.79,2,0,2,85585.58,0,85585.58,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02372,TC-R3LLF04-W,8993137685627,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 04 NATURAL 12 G,47747.75,1,0,1,47747.75,0,47747.75,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01127,L-IM09-W2.3G,8993137694841,WARDAH INTENSE MATTE LIPSTICK 09 VIBRANT-RED 2.3 G (PC(S)),42792.79,5,0,5,213963.95,0,213963.95,
DC SURABAYA,WARDAH,FACE CLEANSER,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING,01518,FW-PBCFLS-W60ML,8993137690942,WARDAH PERFECT BRIGHT CREAMY FOAM BRIGHTENING + SMOOTHING 60 ML (PC(S)),17747.75,1,0,1,17747.75,0,17747.75,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,00946,L-EMC05-W4GR,8993137693806,WARDAH EXCLUSIVE MATTE LIP CREAM 05 SPEACHLESS 4 GR (PC(S)),57207.21,1,0,1,57207.21,0,57207.21,
DC SURABAYA,WARDAH,BODY LOTION,WARDAH NATURE DAILY HBL ALOE,01617,HBL-AHMG-W100ML,8993137695138,WARDAH NATURE DAILY ALOE HYDRAMILD MULTIFUNCTION GEL 100 ML,33333.34,6,0,6,200000.04,0,200000.04,
