Kode Item,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Sep 24
DUS-GSRV03R0-E,0,0,21878,0,0,0,21878,0,0,0,21878,21878,21878,0,43756,0,
DUS-GSRV04R0-E,0,28568,14284,14284,28568,14284,14284,14284,28568,14284,14284,14284,28568,14284,14284,14284,
DUS-GSRV05R0-E,14284,14284,14284,14284,14284,28568,14284,0,28568,14284,14284,14284,14284,14284,14284,14284,
DUS-GSRV06R0-E,43756,21878,43756,21878,21878,43756,43756,21878,21878,43756,21878,43756,21878,21878,43756,21878,
DUS-GSRV07R0-E,21878,43756,43756,21878,43756,43756,43756,21878,43756,21878,43756,43756,43756,21878,43756,21878,
DUS-GSRV08R0-E,14284,14284,28568,28568,14284,28568,14284,28568,14284,28568,28568,28568,14284,28568,28568,14284,
DUS-GSRV09R0-E,14284,28568,28568,14284,28568,28568,14284,14284,28568,28568,28568,28568,14284,28568,28568,14284,
DUS-GSRV10R0-E,28568,14284,14284,14284,14284,14284,14284,14284,14284,28568,14284,14284,14284,14284,28568,0,
DUS-HGFFIVR0-MO,2404,5409,16975,9064,7261,11468,8463,8463,10315,9064,8463,10867,9064,9714,10867,5458,
DUS-HGFHLR0-IP,2243,2243,2243,4486,0,4486,2243,2243,0,4486,0,4486,4486,0,0,4486,
DUS-HLGCIVR1-MO,16266,13561,41597,26755,28300,34463,25371,16845,32895,28586,17011,40599,26967,21853,29741,19718,
DUS-HLTB15IVR1-MO,3461,0,10383,3461,3461,10383,3461,3461,10383,6922,0,6922,10383,3461,3461,3461,
DUS-HRDAD17R0-W,8271,0,8271,8271,8271,8271,0,8271,8271,8271,0,8271,8271,8271,8271,0,
DUS-HRDAD40R0-W,3340,3340,3340,6631,6631,9922,6631,3291,9971,6631,6631,9922,6631,6631,6631,0,
DUS-HRKR0-W,2707,0,2707,0,2707,2707,2707,0,0,0,0,0,0,0,0,0,
DUS-HRMGSR0-W,9115,9264,9264,9115,9264,18379,0,0,3165,0,0,0,0,0,0,0,
DUS-HRMRN17R0-W,0,7832,0,7832,0,7832,0,7832,0,7832,0,7832,0,7832,0,7832,
DUS-HRMRN40R0-W,5254,2627,2627,2627,3503,8757,6130,0,6130,6130,6130,2627,6130,6130,2627,6130,
DUS-HRPITR0-W,9996,0,0,0,19992,0,9996,0,9996,0,9996,0,19992,0,0,0,
DUS-HSLWIVR1-MO,524,13100,30916,15720,13624,20436,15196,12576,19912,15196,16244,20436,15720,15720,20436,7860,
DUS-HSMOI30-35LGP,8590,0,17180,8590,8590,17180,8590,8590,8590,8590,17180,8590,8590,8590,17180,8590,
DUS-HSRFPIVR0-MO,2344,4688,5860,3516,3516,5860,3516,2344,5860,3516,4688,4688,3516,4688,4688,2344,
DUS-HTSLA20PR12-1361,0,0,580,580,580,580,580,0,580,580,580,580,0,580,580,0,
DUS-HTSLE20PR2-P,0,0,723,241,482,482,482,482,482,482,482,482,482,241,723,241,
DUS-IBBMR1-WHPD,1408,2112,2112,1408,2816,2112,2112,704,704,0,0,0,0,0,0,0,
DUS-IGCLR2-W,0,0,1068,356,712,712,712,356,712,712,712,712,1068,1068,1068,712,
DUS-ILSLSR0-W,2992,0,2992,0,0,0,2992,11968,2992,0,0,5984,0,11968,0,0,
DUS-IMCLR2-WHPD,1212,1616,1212,1616,2020,1616,1616,1616,2424,1616,1212,3636,1616,2020,2828,808,
DUS-IMLC0114R1-MOILD,8608,28932,54364,38112,39112,49792,41148,32004,49792,38612,41148,47756,40648,41648,51828,18288,
DUS-IMLC1520R1-MOILD,1500,10144,22860,16252,12180,18788,14716,13716,20824,16252,14216,17252,17788,16252,19288,7108,
DUS-IMSLR1-WIMLD,2576,6440,8372,5796,7084,6440,6440,5152,7728,5796,7084,7728,5152,7084,7084,3864,
DUS-IPDDRTS120R0-CL,2900,0,2900,1450,1450,1450,1450,1450,1450,1450,1450,2900,1450,1450,1450,1450,
DUS-ISCEPR1-WICHD,0,788,1576,1576,788,1576,1576,788,1576,1576,788,1576,1576,1576,1576,788,
DUS-JKLTS01R1-OMG,7080,7080,7080,10620,7080,7080,10620,3540,10620,7080,7080,10620,7080,7080,10620,3540,
DUS-JKLTS02R1-OMG,7080,7080,10620,10620,7080,10620,7080,7080,10620,10620,7080,10620,10620,7080,10620,3540,
DUS-JKLTS03R1-OMG,3540,0,3540,3540,7080,7080,7080,3540,7080,3540,7080,7080,7080,3540,7080,3540,
DUS-JKLTS04R1-OMG,3540,3540,10620,7080,10620,7080,10620,3540,10620,7080,10620,10620,7080,7080,10620,3540,
DUS-LBBCL15C-WILD,56440,112880,91272,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LBBCL30CR1-WILD,0,15430,7829,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LBBCN15C-WILD,27702,83106,98448,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LBBCN30CR1-WILD,0,12312,6156,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LBLNR1-MOILG,984,1312,2132,1968,1476,2132,1804,1312,1968,1640,1640,2132,1804,1640,2132,984,
DUS-LC01PR1-ELD,0,464,928,812,580,696,464,464,696,464,580,580,580,580,580,232,
DUS-LC02BR1-ELD,0,232,812,580,580,580,348,348,580,464,348,580,464,464,464,232,
DUS-LC03GBR0-E,0,116,1044,928,812,696,696,348,812,464,696,696,696,464,580,348,
DUS-LC04SCR0-E,0,0,812,696,580,580,348,348,696,348,464,580,464,464,348,232,
DUS-LC05SUR0-E,0,232,812,580,696,464,580,348,580,464,464,580,464,580,464,116,
DUS-LC06CPR0-E,0,0,116,348,232,464,348,232,348,348,348,464,348,232,464,232,
DUS-LDC20RLR1-W,89408,178816,268224,223520,178816,268224,178816,178816,223520,223520,178816,268224,223520,178816,268224,134112,
DUS-LDC30RLR1-W,63878,160305,160000,192244,128061,192244,160000,96122,224183,128061,160305,224183,128061,128061,159695,96122,
DUS-LDG20R1-W,6196,6196,12392,6196,12392,12392,12392,6196,12392,6196,12392,12392,6196,12392,12392,6196,
DUS-LDG30RLR1-W,6053,6053,17989,23702,17819,29755,23702,17819,29755,17819,29755,23702,23872,23702,17989,17819,
DUS-LELR2-MOLG,0,0,0,0,0,0,0,0,171,1152,1152,1440,1152,1152,1440,703,
DUS-LIWMR0-MO,0,0,24955,0,24955,0,24955,0,24955,0,24955,0,24955,0,24955,0,
DUS-LL01R0-WILD,0,1960,2940,1960,1960,2940,1960,1960,2940,1960,1960,2940,1960,2940,1960,980,
DUS-LL03R0-WILD,980,1960,2940,1960,1960,2940,2940,980,2940,2940,1960,2940,1960,1960,2940,980,
DUS-LL08R0-WILD,3920,3920,4900,3920,2940,4900,3920,2940,3920,3920,3920,4900,2940,3920,4900,1960,
DUS-LL09R0-WILD,3920,3920,3920,2940,2940,3920,2940,2940,3920,2940,2940,3920,2940,3920,3920,1960,
DUS-LL10R0-WILD,0,2940,3920,2940,2940,3920,2940,1960,3920,2940,2940,3920,2940,2940,3920,1960,
DUS-LL17R0-WILD,1960,1960,1960,1960,2940,1960,1960,1960,1960,2940,1960,1960,1960,1960,2940,980,
DUS-LMP1R4-W,19232,12035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LMP2R4-W,19232,20976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LMP3R4-W,12878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LMP4R4-W,19232,7648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LNC20RLR1-W,47136,141408,188544,141408,94272,188544,141408,94272,188544,94272,141408,188544,141408,94272,188544,94272,
DUS-LNC30RLR1-W,64602,64602,161704,129403,97102,161704,129403,64602,129403,129403,129403,129403,129403,129403,96903,97102,
DUS-LPE01R3-W,2672,3340,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPE02R3-W,3146,5120,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPE03R3-W,1352,2440,714,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPE04R3-W,3146,5120,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPL01R2-W,24848,31060,16903,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPL02R2-W,61797,75440,30281,5840,5573,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPL03R2-W,31043,30176,9297,4380,4380,5358,0,0,0,0,0,0,0,0,0,0,
DUS-LPL04R2-W,31043,28733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPL05R2-W,8954,6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPL06R2-W,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPL07R0-W,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRE01R1-W,3497,5244,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRE02R1-W,3621,8546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRE03R1-W,2309,4688,3993,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRE04R1-W,4662,5244,5244,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL01R2-W,38632,73805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL02R2-W,195692,134881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL03R2-W,53608,107216,4612,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL04R2-W,108944,107503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL05R2-W,13452,26904,13125,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL06R2-W,8968,8968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LPRL07R2-W,0,4608,144,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LSA30R2-W,221727,126812,221727,126812,190218,158321,190218,94915,221727,126812,158321,190218,158321,190218,94527,94915,
DUS-LSAR0-W,20665,20665,0,20665,20665,0,20665,20665,0,20665,20665,0,20665,20665,0,20665,
DUS-LTER0-EILD,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-LWMR0-OMG,31308,62616,31308,62616,31308,62616,31308,31308,62616,31308,31308,62616,31308,31308,62616,31308,
DUS-MAS20R1-OMG,25020,0,0,0,0,0,25020,25020,25020,25020,12510,37530,12510,25020,25020,25020,
DUS-MF01LR0-E,0,0,0,0,0,4410,0,0,0,0,0,4410,0,0,0,0,
DUS-MF02NR0-E,0,0,0,4410,0,0,0,0,4410,0,0,0,4410,0,0,0,
DUS-MF03CR0-E,0,0,0,0,0,4410,0,0,0,0,0,4410,0,0,0,0,
DUS-MF04MR0-E,0,0,0,0,0,0,0,0,0,0,0,4410,0,0,0,0,
DUS-MFPFRR0-IP,4160,10476,12140,11900,11900,14188,11276,9372,14784,12612,13408,16148,15752,15224,13564,7824,
DUS-MKLCCER0-OMG,751688,966456,1127532,912764,912764,1127532,912764,751688,1127532,912764,912764,1181224,859072,966456,1127532,697996,
DUS-MKLCR2-OMG,1053964,1087504,1395768,1095844,1112584,1383228,1149536,825200,1416708,1079104,1174616,1391628,1104184,1100044,1387428,857952,
DUS-MKLCSER0-OMG,53160,425280,318960,212640,212640,212640,159480,48384,0,0,0,0,0,0,0,0,
DUS-MLMPR0-IP,2264,4528,9056,9056,20376,27168,15848,13584,24904,18112,15848,20376,20376,18112,13584,11320,
DUS-MMB01-MO,852,568,852,852,852,1136,852,568,852,852,852,1136,852,852,852,568,
DUS-MMB02-MO,284,568,568,284,568,284,568,284,568,284,568,284,568,284,568,284,
DUS-MMB03-MO,284,0,568,852,568,852,852,568,852,568,852,852,568,852,852,284,
DUS-MMB04-MO,284,284,852,852,568,1136,568,568,852,852,852,852,568,852,852,284,
DUS-MMB05-MO,852,1136,1704,1420,1420,1704,1420,852,1704,1420,1420,1704,1420,1420,1420,852,
DUS-MP01SRR3-E,0,0,16452,16452,0,16452,0,16452,0,16452,0,16452,0,16452,0,16452,
DUS-MP02SGR3-E,0,15908,15908,0,15908,0,15908,0,15908,15908,0,15908,0,15908,0,15908,
DUS-MP03SMR3-E,0,7948,0,7948,0,7948,7948,0,7948,0,7948,0,7948,0,7948,0,
DUS-MP04SIR3-E,0,0,7901,0,7901,0,7901,0,7901,7901,0,7901,0,7901,0,7901,
DUS-MP05SUR2-E,0,15764,0,15764,0,0,15764,0,15764,0,0,15764,0,15764,0,0,
DUS-MP06SAR2-E,7901,7901,0,7901,7901,7901,0,7901,7901,0,7901,7901,0,7901,7901,0,
DUS-MPASET100R0-E,0,9933,0,0,9933,0,0,9933,0,9933,0,0,9933,0,9933,0,
DUS-MPASFS30-E,0,0,0,31870,0,31870,0,0,31870,0,0,31870,0,0,31870,0,
DUS-MPASNG20-E,28584,0,0,28584,0,0,28584,0,0,28584,0,0,28584,0,28584,0,
DUS-MPASSGR1-ELG,0,17630,17630,17630,17630,35260,17630,0,0,0,0,0,0,0,0,0,
DUS-NBHO30-K,690,50,450,1680,1730,1830,1730,940,1780,1730,1730,1830,1680,1730,840,1630,
DUS-NFSRRC5R0-CL,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-NPBRT100R1-T,0,0,0,0,0,0,0,0,0,2874,0,0,0,0,0,0,
DUS-NPGM20R0-E,18107,0,18107,0,0,18107,0,18107,0,18107,0,0,18107,0,18107,0,
DUS-NPSS40R1-E,0,0,0,0,0,0,0,14236,0,0,0,0,0,0,0,14236,
DUS-NZASS30R1-T,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,0,0,
DUS-PBBNGNM20R1-W,47045,0,47045,47045,0,47045,47045,47045,47045,0,47045,47045,47045,47045,0,47045,
DUS-PBBSR1-EILG,4380,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBCBR0-EILG,1000,1000,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBCCR1-EILG,5820,7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBMBOC20-W,47045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBMBSG20R1-W,0,94090,94090,94090,47045,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBMR1-EILG,7760,7760,122,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBSR0-EILG,2920,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PBVR0-EILG,1460,1460,365,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PCCPR0-MO,3338,6676,13352,6676,6676,13352,6676,3338,13352,6676,10014,10014,6676,6676,10014,6676,
DUS-PCFC62R2-MO,0,0,404,404,0,404,0,404,404,0,404,0,404,404,0,404,
DUS-PCFN10R2-MO,0,808,1616,1212,1212,1616,1212,808,1616,1212,1212,1616,1212,1212,1616,808,
DUS-PCFN30R2-MO,1212,1616,2828,2424,2424,3232,2424,1616,3232,2424,2424,3232,2424,2424,3232,1212,
DUS-PCFN50R2-MO,0,404,404,404,404,404,404,0,404,404,404,404,404,404,404,0,
DUS-PCFW22R2-MO,0,404,1616,1212,1616,1616,1212,808,2020,1212,1212,1616,1212,1616,1616,404,
DUS-PCFW33R2-MO,0,1212,2020,1212,1616,1616,1616,1212,1616,1616,1212,2020,1212,1616,2020,404,
DUS-PCFW42R2-MO,0,808,808,808,808,808,808,404,1212,404,808,1212,404,808,1212,0,
DUS-PCFW52R2-MO,0,0,404,0,404,0,404,0,0,404,0,404,0,404,0,0,
DUS-PCSR0-B,0,0,0,2050,0,2050,0,0,2050,0,2050,0,2050,0,2050,0,
DUS-PCTWCR3-MO,18996,32056,44536,36216,34732,45556,33844,27472,43476,37408,36216,41264,35328,34732,41264,16624,
DUS-PCTWCRR3-MO,9008,26880,35888,34428,23784,41904,26952,19404,43364,26952,29800,34428,32968,31260,34428,17944,
DUS-PEPR0-MOILD,0,616,616,308,616,616,308,616,616,308,616,616,308,616,616,308,
DUS-PFMMSPR1-MOI,11613,6636,18249,13272,14931,16590,13272,11613,16590,14931,13272,16590,14931,13272,18249,8295,
DUS-PGM25R1-OMG,0,40400,80800,121200,80800,80800,80800,80800,80800,121200,80800,80800,80800,80800,121200,40400,
DUS-PGS20R1-OMG,46840,0,46840,93680,46840,93680,46840,46840,93680,93680,46840,93680,46840,93680,93680,0,
DUS-PHCPR0-MOILG,0,92,460,460,460,460,460,368,460,460,460,552,368,460,552,184,
DUS-PLGMR3-MOILD,2993,0,8190,0,0,0,0,8190,0,0,0,0,8190,0,0,0,
DUS-PLTCR2-MO,0,4264,4264,4264,2132,4264,4264,2132,4264,4264,4264,4264,2132,4264,4264,2132,
DUS-PM02R0-E,2900,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PM03R0-E,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PM05R0-E,5800,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PMTLCALLR2-MO,73324,82888,140272,111580,114768,137084,108392,86076,140272,108392,111580,140272,111580,114768,137084,70136,
DUS-PMTPR0-MOILD,2076,2076,3460,2076,2076,3460,2076,1384,3460,2076,2076,2768,2768,2076,2768,1384,
DUS-PPESBRR1-E,0,902,1804,902,1804,902,1804,902,1804,902,1804,902,1804,902,1804,902,
DUS-PPESNUR1-E,1804,2706,3608,2706,2706,2706,2706,1804,3608,2706,2706,2706,2706,2706,2706,1804,
DUS-PPESROR1-E,0,0,902,902,902,1804,902,0,1804,902,902,902,902,902,902,902,
DUS-PPFR1-MO,41076,42576,22749,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PPLLR0-MO,1760,1760,1760,0,1760,1760,3520,0,1760,1760,0,1760,1760,0,3520,1760,
DUS-PR20R0-ELD,66880,20064,43472,33440,33440,43472,33440,26752,40128,33440,36784,40128,33440,36784,40128,23408,
DUS-PRILR0-MO,0,0,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PRISKR0-MO,0,0,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-PRPESB-EILD,0,0,0,398,398,398,398,0,398,398,398,398,398,398,398,0,
DUS-PRPESC-EILD,0,0,0,0,398,796,0,398,398,398,398,398,398,398,796,0,
DUS-PRPESG-EILD,0,902,1804,1804,902,1804,902,902,1804,902,902,1804,902,902,1804,902,
DUS-PRPESPO-EILD,902,1804,2706,1804,1804,1804,1804,1804,1804,1804,1804,2706,1804,1804,1804,902,
DUS-PRTM10LR3-MO,0,554,554,554,554,1108,554,554,554,554,554,554,1108,554,554,554,
DUS-PRTM20LBR3-MO,0,0,665,665,665,665,665,0,665,665,665,665,0,665,665,665,
DUS-PRTM30BR3-MO,645,0,1290,645,1290,645,1290,0,1290,645,1290,645,1290,645,645,645,
DUS-PRTM40MBR3-MO,0,0,645,645,645,645,0,645,645,0,645,645,0,645,645,0,
DUS-PSBOPR1-MOILG,664,332,996,664,332,996,664,332,664,664,664,664,664,664,664,332,
DUS-PSPFR0-W,0,492,2132,1968,1968,1968,2132,1312,2460,1804,1804,2460,1804,1804,2296,1148,
DUS-PTCLCALLR1-MO,10670,0,16316,8158,8158,8158,16316,0,16316,8158,8158,16316,0,16316,16316,0,
DUS-PUDSR1-MO,0,0,0,4464,4464,4464,0,4464,0,4464,4464,4464,0,4464,0,0,
DUS-PUDSR2-MO,0,9096,9096,18192,9096,18192,9096,9096,18192,9096,0,9096,0,9096,9096,0,
DUS-PUGHR0-MOILD,0,340,2380,1020,1360,1360,1360,680,1700,1020,1360,1360,1360,1020,1700,340,
DUS-PVLSPUR2-MO,0,28479,2225,1846,0,2225,11339,9493,13564,0,9493,13564,0,9493,11339,2225,
DUS-PWCMR2-MO,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,
DUS-PWLF24HR1-MO,9876,19474,45055,35646,37037,46022,39947,24180,46869,36697,41172,39381,39739,37769,46080,20417,
DUS-PYNGHTP-,0,0,1303,821,1062,1062,1062,482,1062,1062,1062,1062,482,821,1303,241,
DUS-QLPR0-IP,4976,11053,14439,11463,12207,12746,9672,9035,12002,10269,9721,13147,10220,9721,8848,5551,
DUS-RCPGCR0-W,6050,27940,6050,15840,12100,21890,20020,7920,13970,20020,7920,13970,20020,13970,20020,0,
DUS-RCVPFR0-W,31432,50384,66528,47196,51968,65664,53572,37264,66712,49788,51968,68852,50384,47608,66116,37408,
DUS-REFCC02R0-W,3800,3800,3800,0,3800,3800,3800,0,3800,3800,3800,0,3800,3800,3800,0,
DUS-REFCC03R0-W,3800,0,3800,0,3800,3800,0,3800,0,3800,3800,0,3800,0,3800,0,
DUS-REFCC04R0-W,2060,2060,2060,2060,2060,2060,2060,0,2060,2060,2060,2060,2060,2060,2060,2060,
DUS-RMFPFRR0-IP,4746,8992,12712,9752,10564,12280,10728,7224,13472,9968,10132,13092,10132,10564,12876,5076,
DUS-ROEDP100R0-K,0,0,5540,0,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,
DUS-RPHAGR0-E,47051,47051,0,47051,47051,47051,0,47051,0,47051,47051,47051,0,47051,47051,0,
DUS-RYDC15R1-W,60570,60570,121140,60570,60570,60570,60570,60570,121140,60570,60570,60570,121140,60570,60570,60570,
DUS-RYDC30RV1-W,0,62520,62520,31260,62520,62520,31260,31260,62520,62520,62520,31260,62520,62520,31260,31260,
DUS-RYDC9R0-W,0,25678,25678,25678,25678,25678,0,25678,25678,25678,25678,25678,25678,0,25678,25678,
DUS-RYEC10R0-W,0,16800,16849,2548,19299,19985,19348,1911,19985,19348,2499,19985,19348,2548,17535,1470,
DUS-RYISRV15-W,0,80316,40158,40158,40158,80316,40158,40158,40158,80316,40158,40158,40158,80316,40158,40158,
DUS-RYISRV30-W,0,0,0,6178,38048,6178,6178,0,44226,6178,6178,6178,38048,6178,0,6178,
DUS-RYNC15R1-W,22850,68550,45700,68550,45700,68550,45700,22850,68550,45700,68550,45700,68550,45700,68550,22850,
DUS-RYNC30RV1-W,12147,24294,48588,36441,36441,36441,36441,24294,48588,36441,36441,48588,24294,36441,48588,24294,
DUS-RYTE100RV1-W,0,0,9600,9600,0,9600,9600,0,9600,9600,9600,9600,9600,9600,0,9600,
DUS-RYTE50RV1-W,0,19000,0,19000,19000,0,19000,0,19000,0,19000,0,19000,0,19000,0,
DUS-SACR0-IP,29604,4210,22916,20166,15108,13648,21626,21626,13648,12188,24376,15108,21626,13648,20166,4210,
DUS-SBSPF3023R1-E,82400,82400,164800,123600,123600,164800,123600,82400,164800,123600,123600,123600,123600,123600,164800,82400,
DUS-SCABER1-W,0,0,6103,0,6103,0,6103,0,6103,0,6103,0,6103,0,6103,0,
DUS-SCCR0-IP,7448,19418,4788,6384,4788,9576,4788,6384,9576,6384,6384,7980,9576,6384,7980,7980,
DUS-SCPFTR0-T,1508,1508,1508,6032,0,1508,0,3016,4524,1508,1508,0,3016,3016,3016,0,
DUS-SCSAESR0-W,2872,0,2872,0,0,2872,0,2872,0,0,2872,0,2872,0,2872,0,
DUS-SCSAHGR0-W,0,2684,0,2684,0,2684,0,2684,0,2684,0,2684,0,2684,0,0,
DUS-SCSAOCR1-W,0,0,5562,0,5562,0,5562,0,0,5562,0,5562,0,5562,0,0,
DUS-SCSROSR1-W,1871,1871,1871,3742,1871,1871,3742,1871,1871,1871,3742,1871,3742,1871,1871,1871,
DUS-SCSRRCR1-W,0,3692,0,3692,3692,3692,0,3692,3692,3692,0,3692,3692,3692,0,3692,
DUS-SEFCCR0-W,45218,27118,44118,32978,31880,33358,30918,27118,39028,30010,30918,40318,32978,42058,27118,11910,
DUS-SEFCCRR0-W,9660,5860,9660,2060,9660,9660,5860,3800,5860,9660,9660,2060,9660,5860,9660,2060,
DUS-SFCF30R0-IP,1060,0,7420,7646,8402,10218,8402,5222,10218,6699,8402,9158,8402,7342,6699,4579,
DUS-SFLPR2-E,1912,3824,4780,3824,3824,4780,3824,2868,4780,3824,2868,4780,3824,3824,4780,1912,
DUS-SHF23-K,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-SLAMR1-E,0,3937,3937,3937,3937,3937,3937,0,3937,3937,3937,3937,3937,0,3937,3937,
DUS-SLCR3-EIVD,0,656,820,656,820,820,656,492,984,656,656,820,820,656,820,492,
DUS-SLLR3-EIVD,0,656,984,820,820,984,820,656,984,820,820,1148,820,820,984,492,
DUS-SMUBAR1-E,4812,3208,6416,3208,4812,4812,3208,3208,4812,4812,3208,4812,4812,3208,4812,3208,
DUS-SMUBCR1-E,6452,6452,0,6452,6452,6452,6452,0,6452,6452,6452,6452,0,6452,6452,0,
DUS-SMUBWR1-E,5244,5244,5244,5244,5244,6992,5244,3496,5244,5244,5244,5244,5244,5244,5244,3496,
DUS-SMULCCR0-E,1676,0,1676,1676,1676,1676,0,0,3352,1676,0,1676,1676,1676,0,1676,
DUS-SMULCLR0-E,0,0,1676,1676,1676,1676,1676,0,1676,1676,1676,1676,1676,0,1676,1676,
DUS-SMULCNR0-E,1676,0,1676,1676,3352,1676,1676,1676,3352,0,3352,3352,1676,1676,3352,0,
DUS-SMULG01R0-E,3936,328,1640,1476,1640,2132,1476,1312,1968,1640,1804,1968,1640,1640,984,820,
DUS-SMULG02R0-E,0,492,1968,1640,1640,1804,1640,1312,2132,1476,1640,1804,1640,1640,984,984,
DUS-SMULM01R0-E,328,656,1968,1476,1476,1968,1968,1804,2952,2460,2296,2952,2460,2460,1312,1476,
DUS-SMULM02R0-E,2542,984,1476,2296,2296,2952,2296,1804,2788,2296,2624,2788,2296,2460,1476,1476,
DUS-SMULM03R0-E,164,492,2460,1968,2132,2296,2132,1476,2624,1968,1968,2624,1968,2132,1148,1312,
DUS-SMULM04R0-E,0,0,1804,1476,1476,2296,2296,1640,2624,2132,2296,2624,2132,2132,1476,1148,
DUS-SMUMR2-E,6024,0,6024,6024,6024,6024,6024,0,6024,6024,6024,6024,6024,0,6024,6024,
DUS-SOEDP100R0-K,2770,0,2770,2770,0,2770,2770,0,2770,2770,0,2770,2770,2770,0,2770,
DUS-SPHR1-K,1591,1591,1591,0,1591,1591,1591,0,1591,1591,1591,1591,1591,0,1591,1591,
DUS-SPHXG-K,2350,0,2350,2350,0,2350,0,0,0,2350,0,0,0,0,0,0,
DUS-SPR1-MOILG,0,452,452,452,0,904,452,0,904,452,452,452,452,452,452,452,
DUS-SPRR1-MOILG,232,0,580,1160,1392,1392,1276,1160,1508,1392,1276,1624,1392,1276,1624,696,
DUS-SRGFHR0-MO,1644,2740,3836,3288,2740,3836,2740,2192,3836,2740,3288,3288,3288,2740,3836,1644,
DUS-SRLSR0-EILD,21700,17360,21700,21700,17360,26040,21700,13020,26040,17360,21700,26040,17360,21700,21700,13020,
DUS-SRO23-K,2145,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,
DUS-SSTPR3-MO,24660,33912,62930,49298,44872,60190,44872,38862,57980,49298,47612,60190,42132,50352,59666,18588,
DUS-STB23-K,0,0,1167,0,1167,0,0,0,0,0,0,0,0,0,0,0,
DUS-TBSPBR1-EILG,8848,11060,13272,11060,8848,13272,11060,6636,13272,11060,11060,11060,11060,11060,11060,6636,
DUS-TBSPCR1-EILG,11060,15484,17696,15484,15484,17696,15484,11060,17696,15484,13272,19908,13272,15484,17696,8848,
DUS-TEPLR0-E,14980,0,14980,0,14980,0,14980,0,14980,0,14980,0,14980,0,14980,0,
DUS-TESR2-MO,524,3972,5488,3972,2744,5488,3972,2744,4732,3736,4496,3972,4496,3972,4260,1228,
