Kode Item,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Sep 24
STIC-QRAASTG15-W,0,36422,36422,36422,18211,54633,18211,36422,36422,36422,18211,36422,36422,36422,36422,18211,
STIC-QRADS-W,17150,34300,51450,34300,34300,51450,34300,34300,34300,51450,34300,51450,17150,0,0,0,
STIC-QRBBCSP-W,7180,0,6860,0,918,0,0,0,0,0,0,0,0,0,0,0,
STIC-QRCLCBNBR0-E,0,0,4903,4903,0,4903,4903,0,4903,0,4903,0,4903,0,4903,0,
STIC-QRCLCBVR0-E,0,0,0,4975,0,0,4975,0,0,0,0,4975,0,0,0,4975,
STIC-QRCMFM05R0-E,0,2324,2324,0,2324,2324,0,2324,2324,0,2324,2324,0,2324,0,2324,
STIC-QRDFS-W,16730,16730,16730,16730,16730,16730,16730,16730,16730,16730,16730,16730,16730,0,0,0,
STIC-QRDWHPMG-W,4697,18788,18788,18788,14091,18788,18788,9394,23485,14091,14091,23485,14091,18788,18788,9394,
STIC-QREMUR-W,14612,20918,29275,27173,20918,29275,25071,18816,27173,23020,25071,29275,20918,25071,27173,10459,
STIC-QRERBSAS30-T,0,4107,0,0,0,0,4107,0,0,0,0,4107,0,0,0,0,
STIC-QRLC01R0-E,0,464,928,812,580,696,464,464,696,464,580,580,580,580,580,232,
STIC-QRLC02R0-E,0,232,812,580,580,580,348,348,580,464,348,580,464,464,464,232,
STIC-QRMFMP-E,0,0,0,0,0,0,5377,5166,8610,6888,6888,8610,6888,6888,8610,3444,
STIC-QRMFMR-E,0,0,0,0,0,31685,25344,19020,31716,25344,25392,31716,25344,25344,30756,16684,
STIC-QRMFTTO-E,0,0,0,0,10778,26075,20860,15645,26075,20860,20860,26075,20860,21148,26315,13516,
STIC-QRNDSCMW-W,29418,29418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-QRNSS-W,16870,0,16870,16870,16870,16870,16870,16870,16870,16870,16870,16870,16870,0,0,0,
STIC-QRNZASS30-T,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,0,0,
STIC-QROCR0-CL,0,0,5562,0,5562,0,5562,0,0,5562,0,5562,0,5562,0,0,
STIC-QROOFMR0-W,997,997,3988,2991,1994,3988,1994,1994,3988,2991,1994,3988,2991,1994,3988,997,
STIC-QROSKTBSPBR0-E,8848,11060,13272,11060,8848,13272,11060,6636,13272,11060,11060,11060,11060,11060,11060,6636,
STIC-QROSKTBSPCR0-E,11060,15484,17696,15484,15484,17696,15484,11060,17696,15484,13272,19908,13272,15484,17696,8848,
STIC-QRPOO50R0-W,0,5234,5234,5234,5234,5234,5234,2617,5234,5234,5234,5234,5234,5234,5234,2617,
STIC-QRPORA20-E,66880,20064,43472,33440,33440,43472,33440,26752,40128,33440,36784,40128,33440,36784,40128,23408,
STIC-QRPPESBLR0-E,0,0,0,398,398,398,398,0,398,398,398,398,398,398,398,0,
STIC-QRPPESGER0-E,0,902,1804,1804,902,1804,902,902,1804,902,902,1804,902,902,1804,902,
STIC-QRPPESPOR0-E,902,1804,2706,1804,1804,1804,1804,1804,1804,1804,1804,2706,1804,1804,1804,902,
STIC-QRRGFHR0-MO,1644,2740,3836,3288,2740,3836,2740,2192,3836,2740,3288,3288,3288,2740,3836,1644,
STIC-QRSRLSR0-E,21700,17360,21700,21700,17360,26040,21700,13020,26040,17360,21700,26040,17360,21700,21700,13020,
STIC-QRTSEBAR0-E,1910,3820,1910,3820,1910,1910,1910,1910,3820,1910,1910,1910,1910,3820,1910,0,
STIC-QRTSEBBR0-E,1910,3820,1910,3820,1910,1910,1910,1910,3820,1910,1910,1910,1910,3820,1910,0,
STIC-QTJKLTSR0-OMG,0,0,0,0,0,0,3539,0,0,0,0,3539,0,0,0,0,
STIC-QWLL01R0-W,0,1960,2940,1960,1960,2940,1960,1960,2940,1960,1960,2940,1960,2940,1960,980,
STIC-QWLL03R0-W,980,1960,2940,1960,1960,2940,2940,980,2940,2940,1960,2940,1960,1960,2940,980,
STIC-QWLL08R0-W,3920,3920,4900,3920,2940,4900,3920,2940,3920,3920,3920,4900,2940,3920,4900,1960,
STIC-QWLL09R0-W,3920,3920,3920,2940,2940,3920,2940,2940,3920,2940,2940,3920,2940,3920,3920,1960,
STIC-QWLL10R0-W,0,2940,3920,2940,2940,3920,2940,1960,3920,2940,2940,3920,2940,2940,3920,1960,
STIC-QWLL17R0-W,1960,1960,1960,1960,2940,1960,1960,1960,1960,2940,1960,1960,1960,1960,2940,980,
STIC-SAMCMCLR2-EPEW,0,0,0,0,5650,0,0,0,0,0,5650,0,0,0,0,0,
STIC-SAMDLMUR1-EPET,0,0,2956,0,2956,0,0,2956,0,0,2956,0,0,2956,0,0,
STIC-SAVFMR0-E,0,0,7931,0,0,7931,0,0,7931,0,0,7931,0,0,7931,0,
STIC-SBIOR0-BD,3490,10382,10382,6965,6907,10382,6965,6907,10382,6965,10382,6907,6965,10382,10382,0,
STIC-SBMB100R1-W,10050,10050,10050,10050,10050,20100,10050,0,20100,10050,10050,10050,10050,10050,10050,10050,
STIC-SBMJ100R1-W,9554,9554,19108,19108,19108,19108,9554,19108,19108,9554,19108,19108,19108,19108,19108,9554,
STIC-SBMPC100R1-W,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,9554,
STIC-SBMPR100R1-W,9605,9605,19210,19210,19210,19210,9605,19210,19210,9605,19210,19210,19210,9605,19210,9605,
STIC-SBMPS100R1-W,0,9554,9554,0,9554,9554,0,9554,9554,0,9554,9554,0,9554,9554,0,
STIC-SBSFT100BL-E,59112,59112,88668,59112,59112,88668,44528,0,0,0,0,0,0,0,0,0,
STIC-SBSFT50-E,19490,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-SBUR1-MSF,0,19095,44230,36524,20072,42890,26141,33411,42890,26438,34031,35620,35904,20072,43610,18761,
STIC-SCLVMR0-E,32617,0,9720,12960,6480,12960,9720,9720,16200,12960,12960,16200,12960,9720,19440,12960,
STIC-SCPGCR0-W,119698,101648,99747,102916,92461,148069,93696,69230,113381,113780,88281,117121,107064,107699,90990,59124,
STIC-SDGTO1C100-T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,
STIC-SDMCR0-E,3800,3800,34060,34060,3800,3800,7600,0,37860,64320,31420,3800,7600,37860,34060,7600,
STIC-SDR0-E,32987,65974,65974,64857,65974,97844,32987,24305,31870,0,0,31870,0,0,31870,0,
STIC-SEALR0-L,29807,26773,15749,6314,10495,21588,16614,3810,17438,15859,17763,16817,11024,14429,18238,7912,
STIC-SEFCCR0-W,54878,32978,53778,41088,41540,49068,36778,30918,44888,45720,40578,48428,42638,53968,36778,13970,
STIC-SEKITR1-W,88081,250606,351657,281590,302485,351657,278135,226728,373300,281590,275428,348950,324600,275428,255824,195744,
STIC-SEPJGR1-L,0,0,3614,0,0,7986,0,0,3614,4372,0,3614,0,7986,0,3614,
STIC-SEPOD20R0-OMG,71860,0,46840,93680,46840,93680,71860,71860,118700,118700,59350,131210,59350,118700,118700,25020,
STIC-SEPOR0-X,28891,26395,14878,14514,9092,23532,18541,8033,18822,16292,25246,15217,14508,19862,21438,7912,
STIC-SHLGCR0-MO,16266,13561,41597,26755,28300,34463,25371,16845,32895,28586,17011,40599,26967,21853,29741,19718,
STIC-SLFM60R1-W,32266,64532,112931,96798,80665,129064,80665,64532,129064,80665,96798,112931,96798,80665,112931,48399,
STIC-SLMOIWR1-W100,0,0,5768,5768,0,0,0,0,0,0,0,0,0,0,0,0,
STIC-SMPASET100-E,0,9933,0,0,9933,0,0,9933,0,9933,0,0,9933,0,9933,0,
STIC-SMPASFT100R1-E,0,9890,19780,9890,19780,9890,19780,9890,9890,19780,9890,19780,9890,19780,9890,9890,
STIC-SMPASFT50-E,0,0,20179,0,20179,0,20179,0,20179,20179,0,20179,0,20179,20179,0,
STIC-SNPTE100R0-E,0,9975,0,9975,0,9975,0,0,9975,0,9975,0,9975,0,0,9975,
STIC-SPLGMR0-MOMD,2993,0,8190,0,0,0,0,8190,0,0,0,0,8190,0,0,0,
STIC-SPWCMR1-MOMD,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,
STIC-SSACR0-IP,31064,15548,27296,28926,19488,19488,24546,30386,19488,19488,30216,23868,33306,19488,31846,10050,
STIC-SSBFT100-E,0,9425,9425,0,9425,9425,9425,0,9425,9425,9425,9425,0,9425,9425,0,
STIC-SSBFT50-E,0,0,0,0,0,0,0,9988,0,0,0,0,9988,0,0,0,
STIC-TESTER-WPSM,21660,0,0,6000,0,0,30240,6000,0,0,0,36240,0,0,0,6000,
STIC-TUBNFPM-MO,5706,2622,13412,4577,5222,5131,4577,11457,5222,3932,5222,4577,12656,4577,4577,3932,
STIC-TWCPALMO-PPT2W1,188,0,564,376,376,564,376,376,564,376,376,564,376,564,564,188,
STIC-UCLMF01R1-MOMSF,0,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,6660,0,
STIC-UCLMF02R1-MOMSF,0,6069,6069,6069,0,6069,6069,6069,6069,0,6069,6069,6069,0,6069,6069,
STIC-UCLMF03R1-MOMSF,0,6366,12732,6366,6366,12732,6366,6366,12732,12732,6366,12732,6366,6366,12732,6366,
STIC-UCLMF04R1-MOMSF,0,0,2493,2493,2493,2493,2493,0,4986,0,2493,2493,2493,2493,2493,2493,
STIC-UCLMF05R1-MOMSF,0,0,7270,7270,0,7270,0,7270,7270,0,7270,0,7270,0,7270,0,
STIC-UCLMF06R1-MOMSF,0,0,2493,2493,0,2493,0,2493,0,2493,0,2493,2493,0,2493,0,
STIC-UCLMF07R1-MOMSF,0,0,1860,1240,620,1240,620,620,1240,620,1240,1240,620,620,1240,620,
STIC-UCLMF08R1-MOMSF,0,0,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,
STIC-UCLMF09R1-MOMSF,0,0,2160,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,2160,720,
STIC-VBCPTCLC01-MO,0,0,0,8158,0,0,8158,0,0,0,8158,0,0,0,8158,0,
STIC-VBCPTCLC02-MO,10670,0,8158,0,8158,0,8158,0,8158,8158,0,8158,0,8158,8158,0,
STIC-VBCPTCLC03-MO,0,0,8158,0,0,8158,0,0,8158,0,0,8158,0,8158,0,0,
STIC-VBPCCPGR0-MO,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,
STIC-VBPCCPLR0-MO,0,3338,3338,3338,0,3338,3338,0,3338,3338,3338,3338,0,3338,3338,0,
STIC-VBPCCPPR0-MO,0,0,3338,0,3338,3338,0,0,3338,0,3338,0,3338,0,3338,0,
STIC-VBPCCPYR0-MO,0,0,3338,0,0,3338,0,0,3338,0,0,3338,0,0,0,3338,
STIC-VBPTMLCB01R0-MO,3188,6376,9564,6376,9564,6376,9564,6376,9564,6376,6376,9564,9564,6376,9564,6376,
STIC-VBPTMLCB02R0-MO,0,0,6376,3188,3188,6376,3188,3188,3188,6376,3188,6376,3188,3188,6376,0,
STIC-VBPTMLCB03R0-MO,3188,6376,12752,6376,9564,9564,9564,3188,12752,6376,9564,9564,9564,6376,9564,6376,
STIC-VBPTMLCB04R0-MO,0,6376,9564,6376,9564,9564,6376,6376,9564,6376,9564,9564,6376,9564,9564,3188,
STIC-VBPTMLCB05R0-MO,6376,6376,12752,9564,6376,12752,9564,6376,9564,9564,9564,9564,9564,9564,9564,6376,
STIC-VBPTMLCB06R0-MO,6376,6376,6376,9564,6376,9564,6376,6376,9564,6376,6376,9564,6376,9564,6376,6376,
STIC-VBPTMLCB07R0-MO,6376,9564,12752,12752,12752,12752,12752,9564,15940,9564,12752,15940,9564,12752,15940,6376,
STIC-VBPTMLCB08R0-MO,3188,6376,12752,12752,12752,15940,9564,9564,15940,12752,12752,12752,12752,12752,12752,9564,
STIC-VBPTMLCB09R0-MO,6376,3188,9564,6376,6376,6376,6376,6376,6376,6376,6376,9564,6376,6376,9564,3188,
STIC-VBPTMLCB10R0-MO,3188,6376,9564,9564,6376,12752,6376,6376,12752,6376,9564,9564,9564,6376,12752,3188,
STIC-VBPTMLCB11R0-MO,31880,22316,31880,22316,25504,28692,22316,19128,28692,25504,22316,31880,22316,25504,28692,15940,
STIC-VBPTMLCB12R0-MO,3188,3188,6376,6376,6376,6376,6376,3188,6376,6376,3188,6376,6376,6376,6376,3188,
STIC-VCGRP12R1-W,0,0,260,520,520,780,520,260,780,520,520,520,520,520,780,260,
STIC-VCGRP13R1-W,0,260,520,780,520,520,520,520,780,520,520,780,520,520,520,520,
STIC-VCMP22NR1-W,3516,1172,10548,8204,8204,10548,8204,5860,10548,8204,8204,9376,8204,8204,9376,4688,
STIC-VCMP23WR1-W,5860,0,9376,9376,9376,10548,9376,7032,10548,9376,8204,11720,8204,9376,9376,5860,
STIC-VCMP32NR1-W,0,0,1172,9376,8204,11720,8204,7032,10548,8204,8204,10548,9376,8204,9376,5860,
STIC-VCMP43WR1-W,0,0,0,2500,2500,3000,2500,2000,3000,2500,2500,3000,2500,2500,3000,1000,
STIC-VCPADCC11R0-W,0,0,0,1556,0,0,0,1556,0,0,0,1556,0,0,1556,0,
STIC-VCPADCC12R0-W,0,0,1556,0,0,0,1556,0,0,1556,0,0,1556,0,0,0,
STIC-VCPGC11CR0-W,19320,9660,9660,9660,9660,19320,9660,0,19320,9660,9660,9660,9660,9660,9660,9660,
STIC-VCPGC23WR0-W,26736,13368,13368,26736,13368,26736,13368,13368,13368,26736,13368,13368,26736,13368,13368,13368,
STIC-VCPGC32NR0-W,13368,13368,26736,13368,13368,26736,13368,13368,26736,13368,13368,26736,13368,26736,13368,13368,
STIC-VCPGC33WR0-W,20052,6684,13368,6684,6684,13368,13368,6684,6684,13368,6684,13368,13368,6684,6684,6684,
STIC-VCPGC42NR0-W,13690,8214,8214,8214,8214,10952,8214,5476,10952,8214,8214,10952,8214,8214,5476,2738,
STIC-VCPGC43WR0-W,0,6716,0,6716,6716,6716,0,6716,0,6716,6716,6716,0,6716,6716,0,
STIC-VCPGC52NR0-W,7176,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,0,
STIC-VCPRL1R0-W,0,596,596,596,596,596,0,596,596,596,0,596,596,596,596,0,
STIC-VCPRL2R1-W,0,596,596,596,596,596,596,596,596,596,596,1192,596,596,596,0,
STIC-VCPRL3R1-W,0,596,596,596,596,596,0,596,596,596,596,596,596,596,596,0,
STIC-VCPRL4R0-W,0,596,596,596,596,596,596,0,1192,596,596,596,596,596,596,0,
STIC-VCPRL5R0-W,0,596,596,596,0,596,596,596,596,596,596,596,0,596,596,596,
STIC-VCPSPF11R1-W,0,0,492,328,492,328,492,164,492,492,328,492,328,328,492,328,
STIC-VCPSPF12R1-W,0,328,820,656,656,656,656,492,820,656,492,820,656,656,656,492,
STIC-VCPSPF13R1-W,0,164,820,656,656,656,656,492,820,492,656,820,656,492,820,328,
STIC-VCPSPF14R1-W,0,0,0,328,164,328,328,164,328,164,328,328,164,328,328,0,
STIC-VCVMLM10R1-W,6548,13096,26192,19644,19644,26192,19644,13096,19644,19644,19644,19644,19644,19644,19644,13096,
STIC-VCVMLM11R1-W,6548,19644,19644,19644,19644,19644,19644,13096,19644,19644,19644,19644,19644,13096,19644,6548,
STIC-VCVMLM12R1-W,19644,32740,39288,32740,26192,39288,32740,26192,39288,26192,32740,39288,32740,32740,32740,19644,
STIC-VCVMLM13R1-W,26192,19644,45836,32740,32740,39288,32740,26192,39288,32740,32740,39288,32740,32740,32740,19644,
STIC-VCVMLM14R1-W,13096,19644,26192,26192,19644,32740,19644,19644,26192,26192,19644,32740,19644,26192,19644,13096,
STIC-VCVMLM1R1-W,0,6548,19644,6548,13096,13096,13096,6548,13096,13096,13096,13096,6548,13096,13096,0,
STIC-VCVMLM2R1-W,6548,6548,13096,13096,6548,13096,13096,6548,6548,13096,6548,13096,6548,13096,6548,6548,
STIC-VCVMLM3R1-W,6548,0,13096,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,0,
STIC-VCVMLM4R1-W,6548,6548,19644,6548,13096,19644,6548,13096,13096,13096,13096,13096,13096,13096,13096,6548,
STIC-VCVMLM5R2-W,6548,13096,26192,13096,19644,19644,13096,13096,19644,19644,13096,19644,13096,19644,19644,6548,
STIC-VCVMLM6R1-W,0,6548,6548,13096,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,
STIC-VCVMLM7R1-W,6548,6548,19644,13096,13096,19644,13096,13096,13096,13096,13096,19644,13096,13096,19644,6548,
STIC-VCVMLM8R2-W,6548,19644,39288,32740,32740,39288,32740,19644,39288,26192,32740,39288,26192,32740,26192,19644,
STIC-VCVMLM9R2-W,6548,26192,32740,26192,26192,39288,26192,19644,32740,26192,26192,32740,26192,26192,26192,13096,
STIC-VCVPF11CR0-W,2844,6416,8020,6416,8020,9624,8020,6416,9624,6416,8020,9624,8020,6416,8020,4812,
STIC-VCVPF22NR0-W,4812,8020,9624,9624,11228,14436,9624,9624,12832,11228,9624,14436,9624,11228,11228,8020,
STIC-VCVPF23WR0-W,6594,9564,19128,15940,12752,19128,15940,12752,15940,15940,15940,19128,12752,15940,15940,9564,
STIC-VCVPF32NR0-W,12970,12752,19128,19128,15940,22316,15940,12752,19128,19128,15940,19128,15940,19128,15940,12752,
STIC-VCVPF33WR0-W,3188,4688,5860,5860,4688,8204,5860,4688,7032,7032,5860,7032,7032,5860,7032,3516,
STIC-VCVPF42NR0-W,2112,704,5632,4928,4928,6336,4928,3520,5632,4928,4928,5632,4928,4224,4928,3520,
STIC-VCVPF43WR0-W,704,1408,4224,4928,4224,4928,4224,3520,4928,4224,4224,4928,4224,4224,4224,2816,
STIC-VCVPF52NR0-W,1017,1808,3164,2712,2260,3164,2712,1808,3164,2260,2712,3164,2260,2712,1356,1356,
STIC-VDCPFTLBR0-T,0,1508,0,0,0,1508,0,0,1508,0,0,0,1508,0,0,0,
STIC-VDCPFTMCR0-T,0,0,0,1508,0,0,0,0,1508,0,0,0,0,1508,0,0,
STIC-VDCPFTSBR0-T,1508,0,0,1508,0,0,0,1508,0,0,1508,0,0,0,1508,0,
STIC-VDCPFTSLR0-T,0,0,0,1508,0,0,0,0,1508,0,0,0,0,1508,0,0,
STIC-VDCPFTSNR0-T,0,0,1508,0,0,0,0,1508,0,0,0,0,1508,0,0,0,
STIC-VDCPFTWFR0-T,0,0,0,1508,0,0,0,0,0,1508,0,0,0,0,1508,0,
STIC-VDMCC01R0-E,0,0,0,0,0,0,0,0,0,0,23820,0,0,0,0,0,
STIC-VDMCN02R0-E,0,0,0,30260,0,0,0,0,30260,0,0,0,0,30260,0,0,
STIC-VDMCP01R0-E,16480,13184,19776,16480,16480,19776,16480,9888,19776,16480,16480,19776,16480,16480,19776,9888,
STIC-VDMCP02R0-E,27440,27440,41160,27440,27440,41160,27440,20580,41160,27440,27440,41160,27440,27440,41160,13720,
STIC-VDMCP03R0-E,16480,13184,16480,13184,13184,16480,13184,9888,16480,13184,13184,16480,13184,13184,16480,9888,
STIC-VDMCP04R0-E,4892,3520,4928,4224,4928,4928,4224,3520,4928,4224,4224,5632,4224,4224,4224,2112,
STIC-VDMCW01R0-E,0,0,0,0,0,0,0,0,0,30260,0,0,0,0,0,0,
STIC-VDMCW02R0-E,0,0,30260,0,0,0,0,0,0,30260,0,0,0,0,30260,0,
STIC-VDMCW03R0-E,3800,0,3800,3800,0,3800,3800,0,3800,3800,3800,3800,3800,3800,3800,3800,
STIC-VDMCW04R0-E,0,3800,0,0,3800,0,3800,0,3800,0,3800,0,3800,3800,0,3800,
STIC-VEFCCR01R0-W,0,0,0,6050,0,6050,0,0,0,6050,0,6050,0,6050,0,0,
STIC-VEIML01R0-IP,0,9194,0,3056,134,3592,3592,268,3592,3592,536,3592,3592,3726,536,3592,
STIC-VEIML02R0-IP,0,9194,3056,3324,3324,3592,3592,268,3592,3592,3726,3726,3592,3726,3726,3592,
STIC-VEIML03R0-IP,0,3056,3056,0,0,3056,0,0,3056,0,0,3056,0,3056,0,3056,
STIC-VEIML04R0-IP,3056,1474,3592,3592,134,3592,3592,134,3592,402,3592,3592,536,3592,3592,536,
STIC-VEIML05R0-IP,0,6138,3056,0,3056,268,3592,134,3458,3458,536,3458,3592,402,3592,402,
STIC-VEIML06R0-IP,3056,3056,3056,0,3056,3056,0,3056,3056,0,3056,3056,3056,0,3056,3056,
STIC-VEIML07R0-IP,3056,0,3056,0,3056,0,3056,0,3056,3056,0,3056,0,3056,3056,0,
STIC-VEIML08R0-IP,0,4396,402,3458,134,3458,268,3190,3324,134,3324,268,3324,268,3324,134,
STIC-VELF01R0-W,0,14148,19364,16756,10986,25134,13594,8378,25134,13594,16756,19364,16756,13594,19918,2608,
STIC-VELF02R0-W,0,15400,2290,17690,4580,17690,4580,17690,2290,19980,2290,17690,4580,17690,17690,0,
STIC-VELF03R0-W,0,25870,2290,2290,30450,2290,2290,2290,30450,2290,4580,28160,2290,4580,25870,2290,
STIC-VELF04R0-W,13740,9160,35284,9160,32994,11450,32994,6870,11450,32994,9160,35284,9160,32994,4580,6870,
STIC-VELF05R0-W,1036,1871,2706,835,2706,1871,2706,835,1871,2706,835,2706,1871,2706,835,835,
STIC-VETWC01R0-W,8920,13260,17720,13260,13260,17720,17720,4460,22060,8920,17720,17600,17720,8920,17720,4460,
STIC-VETWC02R0-W,32030,32030,41370,41040,32030,41370,36700,27360,45710,36700,32030,45710,36700,36700,37030,18350,
STIC-VETWC03R0-W,13080,17450,26190,21820,26160,26190,21820,17450,30530,17450,21820,26190,26160,21820,21850,13080,
STIC-VETWC04R0-W,23840,34390,38820,26900,38820,38820,34390,31330,38820,34390,31330,34390,38820,38820,29960,19410,
STIC-VETWC05R0-W,1300,1950,2600,2600,3250,2600,3250,1950,3250,2600,2600,3900,2600,2600,2600,1950,
STIC-VETWCR01R0-W,21660,28880,36100,36100,28880,43320,36100,21660,43320,36100,28880,43320,36100,28880,43320,14440,
STIC-VETWCR02R0-W,46020,61360,92040,76700,69030,92040,76700,53690,84370,76700,69030,92040,76700,69030,92040,46020,
STIC-VETWCR03R0-W,29960,52430,67410,52430,52430,59920,52430,37450,67410,52430,52430,67410,52430,52430,59920,37450,
STIC-VETWCR04R0-W,37225,59560,81895,67005,59560,81895,67005,52115,81895,59560,67005,81895,67005,59560,81895,44670,
STIC-VETWCR05R0-W,1300,3250,5200,3900,3900,5200,3900,3250,4550,4550,3900,4550,3900,4550,4550,1950,
STIC-VHGCC21R1-MO,2636,0,2636,2636,2636,0,2636,0,2636,2636,0,2636,2636,0,2636,2636,
STIC-VHGCC31R0-MO,0,0,1512,0,0,0,1512,0,0,0,1512,0,0,1512,0,0,
STIC-VHGCC41R0-MO,0,0,1512,0,0,1512,0,0,1512,0,0,1512,0,0,1512,0,
STIC-VHGCC51R0-MO,0,0,0,1512,0,0,0,0,0,1512,0,0,0,0,0,1512,
STIC-VHGCC62R0-MO,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,
STIC-VHGCN10R1-MO,5048,2524,2524,2524,2524,5048,2524,2524,2524,2524,2524,5048,2524,2524,2524,2524,
STIC-VHGCN20R0-MO,0,0,1512,1512,1512,1512,0,1512,1512,1512,0,1512,1512,1512,0,1512,
STIC-VHGCN30R1-MO,3330,0,9990,3330,6660,6660,6660,3330,6660,6660,3330,6660,6660,6660,6660,3330,
STIC-VHGCN40R0-MO,0,0,0,1512,0,1512,0,0,1512,0,0,1512,0,0,1512,0,
STIC-VHGCN50R0-MO,0,0,0,0,0,7228,0,0,0,0,0,0,0,0,0,0,
STIC-VHGCW12R0-MO,0,2738,0,0,2738,0,0,0,2738,0,0,2738,0,0,0,2738,
STIC-VHGCW21R0-MO,0,1512,3024,1512,1512,1512,1512,0,1512,1512,1512,1512,1512,1512,1512,0,
STIC-VHGCW22R1-MO,2608,2608,5216,2608,5216,2608,5216,2608,2608,5216,2608,5216,2608,2608,5216,2608,
STIC-VHGCW30R0-MO,0,1512,3024,1512,1512,1512,0,1512,1512,1512,1512,1512,1512,0,1512,1512,
STIC-VHGCW32R0-MO,2644,0,5288,0,2644,0,2644,0,2644,2644,0,2644,2644,0,2644,0,
STIC-VHGCW33R1-MO,0,2667,2667,2667,0,2667,2667,2667,2667,0,2667,2667,2667,2667,2667,0,
STIC-VHGCW41R1-MO,0,0,1346,1346,0,1346,0,1346,0,1346,0,1346,1346,0,1346,0,
STIC-VHGCW42R1-MO,0,0,1346,1346,1346,1346,0,1346,1346,0,1346,1346,1346,1346,0,1346,
STIC-VHGCW50R0-MO,0,0,0,0,0,0,0,0,1512,0,0,0,0,1512,0,0,
STIC-VHGCW60R0-MO,0,0,0,2738,0,0,0,0,0,0,0,2738,0,0,0,0,
STIC-VHGFFC21-MO,0,0,1950,650,650,650,650,650,1300,650,650,650,650,1300,650,650,
STIC-VHGFFN10-MO,0,601,2404,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,601,
STIC-VHGFFN30-MO,1202,1803,3606,2404,1803,3005,2404,1803,2404,2404,2404,2404,2404,2404,3005,1202,
STIC-VHGFFN50-MO,601,0,0,0,0,601,0,601,0,601,0,601,0,601,0,601,
STIC-VHGFFW22-MO,0,1803,3606,2404,1803,3005,1803,1803,2404,2404,1803,3005,2404,1803,3005,1202,
STIC-VHGFFW33-MO,0,1202,3005,1202,1202,1803,1202,1202,1803,1202,1202,1803,1202,1202,1803,601,
STIC-VHGFFW41-MO,0,0,1202,601,0,601,601,601,601,0,601,601,601,601,601,0,
STIC-VHGFFW42-MO,601,0,1202,601,601,601,601,601,601,601,601,601,601,601,601,601,
STIC-VHGFHLMR0-IP,0,2243,0,2243,0,2243,2243,0,0,2243,0,2243,2243,0,0,2243,
STIC-VHGFHLRR0-IP,2243,0,2243,2243,0,2243,0,2243,0,2243,0,2243,2243,0,0,2243,
STIC-VHSLWC01R0-MO,0,524,2096,1048,524,1572,524,1048,1048,1048,1048,1048,1048,1048,1048,524,
STIC-VHSLWC02R0-MO,0,524,2096,1048,524,1572,524,524,1572,524,1048,1048,1048,524,1572,0,
STIC-VHSLWC03R0-MO,0,1048,2096,524,1048,1572,524,1048,1048,1048,1048,1048,1048,1048,1572,524,
STIC-VHSLWC04R0-MO,0,1048,2620,1048,1048,1572,1048,1048,1572,1572,1048,1572,1048,1572,1572,524,
STIC-VHSLWC05R0-MO,0,524,3144,1048,1572,1572,1572,1048,1572,1572,1048,2096,1572,1048,2096,524,
STIC-VHSLWC06R0-MO,524,1572,2620,1572,1572,1572,1572,1048,2096,1572,1572,2096,1572,1572,1572,1048,
STIC-VHSLWC07R0-MO,0,1048,2096,1572,1048,1572,1048,1048,1572,1048,1572,1572,1048,1048,1572,1048,
STIC-VHSLWC08R0-MO,0,524,2620,1048,1048,1048,1048,1048,1048,1048,1048,1572,1048,1048,1048,524,
STIC-VHSLWC09R0-MO,0,1572,2096,1572,1048,1572,1572,1048,1572,1048,1572,1572,1048,1572,1572,524,
STIC-VHSLWC10R0-MO,0,1572,3668,2096,1572,2620,2096,1572,2620,1572,2096,2620,2096,2096,2620,1048,
STIC-VHSLWC11R0-MO,0,2096,3144,2096,1572,2620,2096,1572,2096,2096,2096,2620,1572,2096,2620,1048,
STIC-VHSLWC12R0-MO,0,1048,2620,1048,1048,1572,1572,524,2096,1048,1048,1572,1572,1048,1572,524,
STIC-VILSLS01R0-W,0,0,2992,0,0,0,0,2992,0,0,0,2992,0,0,0,0,
STIC-VILSLS02R0-W,0,0,0,0,0,0,2992,0,0,0,0,2992,0,0,0,0,
