"Korporat Code","Component FG/Korporat Code","Component REFILL/Korporat Code"
"CM-RWSPBC-W","CM-RWSPBC-BULK",""
"CM-WSOG-W","CM-WSOG-BULK",""
"SRM-RWSPTEN2-W","SRM-RWSPTE-BULK",""
"SRM-RWSPTEN4-W","SRM-RWSPTE-BULK",""
"SRM-RWSPTEN1-W","SRM-RWSPTE-BULK",""
"MA-MTRWS-W","MA-MTRWS-BULK",""
"MA-RMTRWS-W","",""
"P-CSTK-W","FW-RWSABHANP-W",""
"","SRM-RWSIBSNP-W",""
"","M-RWSDCNP-W",""
"M-WSDGN1-W","M-WSDG-BULK",""
"M-WSDGN2-W","M-WSDG-BULK",""
"P-CSP-W","SRM-RWSIBS-W",""
"S-DFSEC-W","S-HMS-BULK",""
"S-R2DFSEC-W","S-R2DFSEC-BULK",""
"S-HM-W170ML","S-HMS-BULK",""
"S-HMGWP-W170ML","S-HM-W170ML",""
"D-W0R-W60MLNP","D-R1ADP-BULK",""
"F-WODF-W4,5GR","F-W2CLUN-BULK",""
"","F-WODF-BES-BULK",""
"","F-WODF-CON01-BULK",""
"MASK-EXPMM-W","MASK-EXPMM-BULK",""
"EL-EXPELB-W","EL-EXPELB-BULK",""
"BP-W0EE-W35ML","",""
"BP-W0EF-W35ML","",""
"BP-W0EI-W35ML","",""
"BP-W0ES-W35ML","",""
"BP-W0ESR-W35ML","",""
"CUS-EL01-W","CUS-EL01-BULK",""
"CUS-EL02-W","",""
"CUS-EL03-W","CUS-EL03-BULK",""
"CUS-EL04-W","CUS-EL04-BULK",""
"CUS-EL05-W","CUS-EL05-BULK",""
"CUS-EL06-W","CUS-EL06-BULK",""
"F-EL01-W","F-EL01-BULK",""
"F-EL02-W","F-EL02-BULK",""
"F-EL03-W","F-EL03-BULK",""
"F-EL04-W","",""
"F-EL05-W","F-EL05-BULK",""
"F-EL06-W","",""
"F-EL07-W","F-EL07-BULK",""
"F-EL08-W","",""
"B-EL01-W","B-EL01-BULK",""
"B-EL02-W","B-EL02-BULK",""
"B-EL03-W","B-EL03-BULK",""
"B-EL04-W","B-EL04-BULK",""
"TWC-EL01-W","TWC-EL01-BULK",""
"TWC-EL02-W","TWC-EL02-BULK",""
"TWC-EL03-W","",""
"TWC-EL04-W","",""
"TWC-EL05-W","TWC-EL05-BULK",""
"TWC-EL06-W","TWC-EL06-BULK",""
"TWC-EL07-W","",""
"TWC-EL08-W","",""
"FM-W3-W60ML","",""
"MAS-W3F-W60ML","",""
"FS-W3-W60ML","",""
"FW-W3-W60ML","",""
"IN-W3C-W30GR","",""
"PC-W3-W60ML","",""
"B-W3ELCP01-W14G","B-W1C1L01-BULK",""
"B-W3ELCP02-W14G","B-W1C1L02-BULK",""
"B-W3ELCP03-W14G","B-W1C1L03-BULK",""
"B-W3ELCP04-W14G","B-W0C1L04-BULK",""
"F-W3ELCECSP-W8,5G","F-W0CLUSP-BULK",""
"F-W3ELCECB51-W8,5G","F-W1CLUB51-BULK",""
"F-W3ELCECB5-W8,5G","F-W1CLUB5-BULK",""
"F-W3ELCECN-W8,5G","F-W1CLUN-BULK",""
"F-W3ELCLFSP-W11G","F-W2CLUSP-BULK",""
"F-W3ELCLFB51-W11G","F-W2CLUB51-BULK",""
"F-W3ELCLFB5-W11G","F-W2CLUB5-BULK",""
"F-W3ELCLFN-W11G","F-W2CLUN-BULK",""
"B-W3ELFP01-W30G","B-W1T3LFP01-BULK",""
"B-W3ELFP02-W30G","B-W1T3LFP02-BULK",""
"B-W3ELFP03-W30G","B-W1T3LFP03-BULK",""
"B-W3ELFP04-W30G","B-W0T3LFP04-BULK",""
"F-W3ELLNW-W40ML","F-LLUNWW1-WBULK",""
"F-W3ELLB51-W40ML","F-LLUB51W1-WBULK",""
"F-W3ELLB5-W40ML","F-LLUBW1-WBULK",""
"F-W3ELLN-W40ML","F-LLUNW1-BULK",""
"TC-W3ELLB1-W12G","TC-W1C1-BULK",""
"TC-W3ELB2-W12G","TC-W1C2-BULK",""
"TC-W3ELI3-W12G","TC-W1C3-BULK",""
"TC-W3ELLI4-W12G","TC-W1I2C4-BULK",""
"BBC-EL-W15ML","BBC-EL-BULK",""
"BBC-EL-W30ML","BBC-EL-BULK",""
"BBC-EN-W15ML","BBC-EN-BULK",""
"BBC-EN-W30ML","BBC-EN-BULK",""
"L-EVCL01-W5.5G","L-EVCL01-BULK",""
"L-EVCL01-W6G","",""
"L-EVCL02-W5.5G","L-EVCL02-BULK",""
"L-EVCL02-W6G","",""
"L-EVCL03-W5.5G","L-EVCL03-BULK",""
"L-EVCL03-W6G","",""
"LB-EVFSG-W4G","LB-EVFSG-BULK",""
"LB-EVFSGSE-W","LB-EVFSG-BULK",""
"LB-EVFSSSE-W","LB-EVFSS-BULK",""
"LB-EVFSS-W4G","LB-EVFSS-BULK",""
"F-EVLLF01-W","F-LLUNWW1-WBULK",""
"F-EVLLF02-W","F-LLUB51W1-WBULK",""
"F-EVLLF03-W","F-LLUBW1-WBULK",""
"F-EVLLF04-W","F-LLUNW1-BULK",""
"LB-EVLNGT-W4G","LB-EVLNGT-BULK",""
"LB-EVLNH-W4G","LB-EVLNH-BULK",""
"B-ESFBBLP-W8GR","B-ESFBBLP-BULK",""
"L-REVLCR1-W","",""
"L-EVLCR1-W","L-EVLCR1-BULK",""
"L-REVLCR2-W","",""
"L-EVLCR2-W","L-EVLCR2-BULK",""
"L-REVLCR3-W","",""
"L-EVLCR3-W","L-EVLCR3-BULK",""
"L-EVLCR4-W","L-EVLCR4-BULK",""
"L-REVLCR4-W","",""
"L-EVLCR5-W","L-EVLCR5-BULK",""
"L-REVLCR5-W","",""
"BO-E01-W","BO-E01-W-RP-W6,5GR",""
"BO-E02-W","BO-E02-W-RP-W6,5GR",""
"BO-RE02-W","",""
"BO-RE01-W","",""
"BRUS-EBS-W","",""
"CON-E01-W","CON-E01-BULK",""
"CON-E02-W","CON-E02-BULK",""
"CON-E03-W","CON-E03-BULK",""
"CON-E04-W","CON-E04-BULK",""
"F-WOECB5101-W10GR","",""
"F-RECF01-W","F-RECF01-BULK",""
"F-WOECSP02-W10GR","F-WOECSP02-BULK",""
"F-RECF02-W","F-RECF02-BULK",""
"F-WOECSB03-W10GR","",""
"F-RECF03-W","F-RECF03-BULK",""
"F-WOECN04-W10GR","",""
"F-RECF04-W","F-RECF04-BULK",""
"F-WOECCB05-W10GR","",""
"F-RECF05-W","F-RECF05-BULK",""
"ES-EP01-W","ES-EP01-W-01-RP-W1GR",""
"","ES-EP01-W-02-RP-W1GR",""
"","ES-EP01-W-03-RP-W1GR",""
"","ES-EP01-W-04-RP-W1GR",""
"","ES-EP01-W-05-RP-W1GR",""
"","ES-EP01-W-06-RP-W1GR",""
"","ES-EP01-W-07-RP-W1GR",""
"","ES-EP01-W-08-RP-W1GR",""
"ES-EP02-W","ES-EP02-W-01-RP-W1GR",""
"","ES-EP02-W-02-RP-W1GR",""
"","ES-EP02-W-03-RP-W1GR",""
"","ES-EP02-W-04-RP-W1GR",""
"","ES-EP02-W-05-RP-W1GR",""
"","ES-EP02-W-06-RP-W1GR",""
"","ES-EP02-W-07-RP-W1GR",""
"","ES-EP02-W-08-RP-W1GR",""
"CUS-EFC01I-W","",""
"CUS-EFC01-W","CUS-EFC01-BULK",""
"CUS-R2EFC01-W","CUS-R2EFC01-BULK",""
"CUS-EFC01LE-W","",""
"CUS-R2EFC02-W","CUS-R2EFC02-BULK",""
"CUS-EFC02-W","CUS-EFC02-BULK",""
"CUS-EFC02LE-W","",""
"CUS-EFC02I-W","",""
"CUS-EFC03I-W","",""
"CUS-EFC03-W","CUS-EFC03-BULK",""
"CUS-R2EFC03-W","CUS-R2EFC03-BULK",""
"CUS-EFC03LE-W","",""
"CUS-EFC04I-W","",""
"CUS-R2EFC04-W","CUS-R2EFC04-BULK",""
"CUS-EFC04-W","CUS-EFC04-BULK",""
"CUS-EFC04LE-W","",""
"CUS-EFC05-W","CUS-EFC05-BULK",""
"CUS-EFC05I-W","",""
"CUS-EFC06-W","CUS-EFC06-BULK",""
"CUS-EFC06I-W","",""
"CUS-EFC01C-W","",""
"CUS-EFC02C-W","",""
"CUS-EFC03C-W","CUS-EFC03-BULK",""
"CUS-EFC04C-W","",""
"FA-EGH-W","FA-EGH-RP-W6,5G",""
"L-ELT-W","",""
"L-EWRC39-W3,8GRAM","",""
"F-RRELF01-W","F-RELF01-BULK",""
"F-RELF01-W","F-RELF01-BULK",""
"F-WOELB5101-W20ML","",""
"F-RRELF02-W","F-RELF02-BULK",""
"F-RELF02-W","F-RELF02-BULK",""
"F-WOELSP02-W20ML","",""
"F-RELF03-W","F-RELF03-BULK",""
"F-RRELF03-W","F-RELF03-BULK",""
"F-WOELSB03-W20ML","",""
"F-WOELN04-W20ML","",""
"F-RRELF04-W","F-RELF04-BULK",""
"F-RELF04-W","F-RELF04-BULK",""
"F-RRELF05-W","F-RELF05-BULK",""
"F-RRRELF05-W","F-RELF05-BULK",""
"F-WOELCB05-W20ML","",""
"F-RELF05-W","F-RELF05-BULK",""
"F-RELF06-W","F-RELF06-BULK",""
"L-R2EMC01-W","L-R2EMC01-BULK",""
"L-EMC01-W4GR","L-EMC01-BULK",""
"L-EMC01DP-W","L-EMC01-BULK",""
"L-EMC02-W4GR","L-EMC02-BULK",""
"L-EMC02DP-W","L-EMC02-BULK",""
"L-R2EMC03-W","L-R2EMC03-BULK",""
"L-EMC03-W4GR","L-EMC03-BULK",""
"L-EMC03DP-W","L-EMC03-BULK",""
"L-EMC04-W4GR","L-EMC04-BULK",""
"L-EMC04DP-W","L-EMC04-BULK",""
"L-R2EMC05-W","L-R2EMC05-BULK",""
"L-EMC05-W4GR","L-EMC05-BULK",""
"L-EMC05DP-W","L-EMC05-BULK",""
"L-R2EMC06-W","L-R2EMC06-BULK",""
"L-EMC06-W4GR","L-EMC06-BULK",""
"L-EMC06DP-W","L-EMC06-BULK",""
"L-EMC07-W4GR","L-EMC07-BULK",""
"L-R2EMC07-W","L-R2EMC07-BULK",""
"L-EMC07DP-W","L-EMC07-BULK",""
"L-R2EMC08-W","L-R2EMC08-BULK",""
"L-EMC08-W4GR","L-EMC08-BULK",""
"L-EMC08DP-W","L-EMC08-BULK",""
"L-R2EMC09-W","L-R2EMC09-BULK",""
"L-EMC09DP-W","L-EMC09-BULK",""
"L-EMC09-W4GR","L-EMC09-BULK",""
"L-EMC10-W4GR","L-EMC10-BULK",""
"L-EMC10DP-W","L-EMC10-BULK",""
"L-R2EMC11-W","L-R2EMC11-BULK",""
"L-EMC11DP-W","L-EMC11-BULK",""
"L-EMC11-W4GR","L-EMC11-BULK",""
"L-R2EMC12-W","L-R2EMC12-BULK",""
"L-EMC12-W4GR","L-EMC12-BULK",""
"L-EMC12DP-W","L-EMC12-BULK",""
"L-R2EMC13-W","L-R2EMC13-BULK",""
"L-EMC13-W4GR","L-EMC13-BULK",""
"L-EMC13DP-W","L-EMC13-BULK",""
"L-EMC14-W4GR","L-EMC14-BULK",""
"L-EMC14DP-W","L-EMC14-BULK",""
"L-EMC15-W4GR","L-EMC15-BULK",""
"L-EMC15DP-W","L-EMC15-BULK",""
"L-R2EMC16-W","L-R2EMC16-BULK",""
"L-EMC16-W4GR","L-EMC16-BULK",""
"L-EMC16DP-W","L-EMC16-BULK",""
"L-R2EMC17-W","L-R2EMC17-BULK",""
"L-EMC17-W4GR","L-EMC17-BULK",""
"L-EMC17DP-W","L-EMC17-BULK",""
"L-EMC18-W4GR","L-EMC18-BULK",""
"L-EMC18DP-W","L-EMC18-BULK",""
"L-EMCA-W","L-EMCA-BULK",""
"L-EMCB-W","L-EMCB-BULK",""
"L-EMCC-W","L-EMCC-BULK",""
"L-EMCD-W","L-EMCD-BULK",""
"L-EMCE-W","L-EMCE-BULK",""
"L-EMCF-W","L-EMCF-BULK",""
"L-EMC05MM-W","L-EMC05-BULK",""
"L-EMC08MM-W","L-EMC08-BULK",""
"L-EMC09MM-W","L-EMC09-BULK",""
"L-R2EMC14-W","",""
"L-EMCAC08-W","",""
"L-EMCAC09-W","L-EMCAC09-BULK",""
"L-EMCAC10-W","",""
"L-REMA01-W","L-REMA01-BULK",""
"L-REMA02-W","L-REMA02-BULK",""
"L-REMA03-W","L-REMA03-BULK",""
"L-REMA04-W","L-REMA04-BULK",""
"L-REMA05-W","L-REMA05-BULK",""
"L-REMA06-W","L-REMA06-BULK",""
"L-REMA09-W","L-REMA09-BULK",""
"L-REMA12-W","L-REMA12-BULK",""
"L-REMA13-W","L-REMA13-BULK",""
"L-REMA16-W","L-REMA16-BULK",""
"L-REMA17-W","L-REMA17-BULK",""
"L-REMA18-W","L-REMA18-BULK",""
"L-REMO20-W","L-REMO20-BULK",""
"L-REMO21-W","L-REMO21-BULK",""
"L-REMO23-W","L-REMO23-BULK",""
"L-REMO26-W","L-REMO26-BULK",""
"L-REMO29-W","L-REMO29-BULK",""
"L-REMO30-W","L-REMO30-BULK",""
"L-REMO32-W","L-REMO32-BULK",""
"L-REMO35-W","L-REMO35-BULK",""
"L-REMO36-W","L-REMO36-BULK",""
"L-REMO41-W","L-REMO41-BULK",""
"L-REMO43-W","L-REMO43-BULK",""
"L-REMO46-W","L-REMO46-BULK",""
"PRM-E-W","PRM-E-BULK",""
"ES-REP01-W","",""
"ES-REP02-W","",""
"FA-RE-W","",""
"F-RRELF06-W","",""
"F-RRELF07-W","",""
"F-RRELF08-W","",""
"F-RRELF09-W","",""
"P-EXR-W","L-EMC13-W4GR",""
"","TC-RE02-W",""
"","GWP-RDF22-W",""
"FA-E-W","FA-E-BULK",""
"TC-W0EB4C1-W12GR","TC-PC02-BULK",""
"TC-R2E01-W","TC-PC02-BULK",""
"TC-RE01-W","TC-PC02-BULK",""
"TC-RE02-W","TC-PC08-BULK",""
"TC-R2E02-W","TC-PC08-BULK",""
"TC-W0ESPC2-W12GR","TC-PC08-BULK",""
"TC-R2E03-W","TC-PC03-BULK",""
"TC-RE03-W","TC-PC03-BULK",""
"TC-W0ESBC3-W12GR","TC-PC03-BULK",""
"TC-R2E04-W","TC-PC04-BULK",""
"TC-RE04-W","TC-PC04-BULK",""
"TC-W0ENC4-W12GR","TC-PC04-BULK",""
"TC-R2E05-W","TC-PC05-BULK",""
"TC-RE05-W","TC-PC05-BULK",""
"TC-W0ECBC5-W12GR","TC-PC05-BULK",""
"TC-R2E06-W","",""
"TC-R2E07-W","",""
"TC-R2E08-W","",""
"L-EMM01-W","L-EMM01-BULK",""
"L-EMM02-W","L-EMM02-BULK",""
"L-EMM03-W","L-EMM03-BULK",""
"L-EMM04-W","L-EMM04-BULK",""
"L-EMM05-W","L-EMM05-BULK",""
"L-EMM06-W","L-EMM06-BULK",""
"L-EMM07-W","L-EMM07-BULK",""
"L-EMM08-W","L-EMM08-BULK",""
"L-EMM09-W","L-EMM09-BULK",""
"L-EMM10-W","L-EMM10-BULK",""
"L-EMM11-W","L-EMM11-BULK",""
"L-EMM12-W","L-EMM12-BULK",""
"EB-W1BL-W","EBP-BLR1W-WCS",""
"EB-W1BR-W","EBP-BRR1W-WCS",""
"EL-W1B-WTA","ELP-BLR2W-SCS",""
"EL-W1C-WTA","",""
"EL-W1W-WTA","ELP-WHR2W-TCS",""
"ES-W1A-W3,3GR","ES-W1A-01-RP-W1,1GR",""
"","ES-W1A-02-RP-W1,1GR",""
"","ES-W1A-03-RP-W1,1GR",""
"ES-W1B-W3,3GR","ES-W1B-01-RP-W1,1GR",""
"","ES-W1B-02-RP-W1,1GR",""
"","ES-W1B-03-RP-W1,1GR",""
"ES-W1C-W3,3GR","ES-W1C-01-RP-W1,1GR",""
"","ES-W1C-02-RP-W1,1GR",""
"","ES-W1C-03-RP-W1,1GR",""
"ES-W1D-W3,3GR","ES-W1D-01-RP-W1,1GR",""
"","ES-W1D-02-RP-W1,1GR",""
"","ES-W1D-03-RP-W1,1GR",""
"ES-W1E-W3,3GR","ES-W1E-01-RP-W1,1GR",""
"","ES-W1E-02-RP-W1,1GR",""
"","ES-W1E-03-RP-W1,1GR",""
"ES-W1F-W3,3GR","ES-W1F-01-RP-W1,1GR",""
"","ES-W1F-02-RP-W1,1GR",""
"","ES-W1F-03-RP-W1,1GR",""
"ES-W1G-W3,3GR","ES-W1G-01-RP-W1,1GR",""
"","ES-W1G-02-RP-W1,1GR",""
"","ES-W1G-03-RP-W1,1GR",""
"ES-W0H-W3,3GR","ES-W0H-01-RP-W1,1GR",""
"","ES-W0H-03-RP-W1,1GR",""
"ES-W0I-W3,3GR","ES-W0I-01-RP-W1,1GR",""
"","ES-W0I-02-RP-W1,1GR",""
"","ES-W0I-03-RP-W1,1GR",""
"ES-W0J-W3,3GR","ES-W0J-01-RP-W1,1GR",""
"","ES-W0J-02-RP-W1,1GR",""
"","ES-W0J-03-RP-W1,1GR",""
"ES-W0K-W3,3GR","ES-W0K-01-RP-W1,1GR",""
"","ES-W0K-02-RP-W1,1GR",""
"","ES-W0K-03-RP-W1,1GR",""
"ES-W0L-W3,3GR","ES-W0L-01-RP-W1,1GR",""
"","ES-W0L-02-RP-W1,1GR",""
"","ES-W0L-03-RP-W1,1GR",""
"ES-W0M-W3,3GR","ES-W0M-01-RP-W1,1GR",""
"","ES-W0M-02-RP-W1,1GR",""
"","ES-W0M-03-RP-W1,1GR",""
"ES-W0N-W3,3GR","ES-W0N-01-RP-W1,1GR",""
"","ES-W0N-02-RP-W1,1GR",""
"","ES-W0N-03-RP-W1,1GR",""
"MASK-EEAL-W6GR","MASK-EEAL-BULK",""
"REM-EELM-W100ML","",""
"REM-EEM-W100ML","REM-EEMA-BULK",""
"","REM-EEMB-BULK",""
"REM-EELM-W50ML","",""
"REM-EEM-W50ML","REM-EEMA-BULK",""
"","REM-EEMB-BULK",""
"EB-EK-W3G","EB-DK-DB-BULK",""
"","EB-DK-LB-BULK",""
"","EB-EK-DB-RP-W1.1GR",""
"","EB-EK-LB-RP-W1GR",""
"","EB-EKC-BULK",""
"EB-EPBL-W","EBP-BLR2-W",""
"EB-REPBL-W","EEP-01BLWR0-X",""
"EB-EPBR-W","EBP-BRR2-W",""
"EB-REPBR-W","EEP-02BLWR0-X",""
"ES-ECL-W3,3GR","ES-W0K-03-RP-W1,1GR",""
"","ES-W1F-01-RP-W1,1GR",""
"","ES-W1F-02-RP-W1,1GR",""
"ES-EPS-W3,3GR","ES-CP-RP-W1,1GR",""
"","ES-EPS-01-RP-W1,1GR",""
"","ES-W1G-03-RP-W1,1GR",""
"EB-EXPMBD01-W","EBM-EXPMBD1R0-W",""
"EB-EXPMBD02-W","EBM-EXPMBD2R0-W",""
"EB-EXPMBD03-W","EBM-EXPMBD3R0-W",""
"EB-EMBBR-W0,09GR","EB-EBMLBR0-W",""
"EB-EMBDG-W0,09GR","EB-EBMLDGR0-W",""
"EL-EOHB-W1GR","ELL-EOHBLR1-WPP",""
"P-EPMLM-W","",""
"MASK-EEPC-W7GR","MASK-EEPC-BULK",""
"MASK-EEVE-W7GR","MASK-TVE-BULK",""
"P-EL1E-W","",""
"P-EL2E-W","",""
"SRM-ELB-W","SRM-ELB-BULK",""
"EL-ESG-W2GR","EL-ESG-BULK",""
"EL-ESG-W2,3GR","ELG-STAYWGELW-BP",""
"EL-ESL-W3,5GR","EL-W2ESL-BULK",""
"SRM-W0ND-W5X5ML","",""
"SRM-W0NO-W5X5ML","",""
"HC-HF-W170ML","HC-HF-BULK",""
"S-USSEC-W","S-USS-BULK",""
"S-R2USSEC-W","S-R2USSEC-BULK",""
"S-US-W170ML","S-USS-BULK",""
"S-USGWP-W170ML","S-US-W170ML",""
"S-HTN2-W","",""
"P-HJCP3-W","FW-NSHTC-W",""
"","D-NSAP-W",""
"","B-NSZZ-W",""
"","HS-NSNP-W",""
"","SS-NSSPF30-W",""
"","M-NSPJT-W",""
"","L-NSLT-W",""
"HBL-W0E-W200ML","",""
"HBL-W0F-W200ML","",""
"HBL-W0I-W200ML","",""
"HBL-W0S-W200ML","",""
"HBL-W0SR-W200ML","",""
"HS-NSNPN1-W","HS-NSNPN-BULK",""
"S-W0HTNP-W40ML","CLN-WCHT-BULK",""
"FW-NSHTC-W","FW-NSHTC-BULK",""
"REM-RCO-W","",""
"M-RHDGN2-W","M-RHDG-BULK",""
"M-RHDGN1-W","M-RHDG-BULK",""
"M-RHDGN3-W","M-RHDG-BULK",""
"P-RHDSSK-W","M-RHDGN3-W",""
"","FW-RHMFN2-W",""
"","FT-RIHTN3-W",""
"FMI-RHFM-W","FMI-RHFMA-BULK",""
"","FMI-RHFMB-BULK",""
"FW-RHMFN2-W","FW-RHMF-BULK",""
"FW-RHMF-W","FW-RHMF-BULK",""
"P-BHRFWSRMP2-W","",""
"SRM-RRIH-W","SRM-RIH-BULK",""
"SRM-RIH-W","SRM-RIH-BULK",""
"M-RHOVN2-W","M-RHOVN-BULK",""
"M-RHOVN1-W","M-RHOVN-BULK",""
"FT-RIHT-W","FT-RIHT-BULK",""
"FT-RIHTN3-W","FT-RIHTN3-BULK",""
"P-BHRFWSRMP1-W","",""
"HBL-HAVG-W100ML","",""
"CM-W3CND-W150ML","",""
"FT-W0ND-W150ML","",""
"SRM-W3ND-W5X5ML","",""
"M-W3C-W40ML","",""
"FT-W3ND-W150ML","",""
"L-W1HYIPC1-W3,8GR","",""
"L-W1HYAPC2-W3,8GR","",""
"L-W1HYSBC3-W3,8GR","",""
"L-W1HYGPC4-W3,8GR","",""
"L-IPAM01-W","L-IPAM01-BULK",""
"L-IPAM02-W","L-IPAM02-BULK",""
"L-IPAM03-W","L-IPAM03-BULK",""
"P-IPF-W","ES-IPSCP-W-01-BULK",""
"","ES-IPSCP-W-02-BULK",""
"","ES-IPSCP-W-04-BULK",""
"","ES-IPSCP-W-05-BULK",""
"","ES-IPSCP-W-06-BULK",""
"","ES-IPSCP-W-07-BULK",""
"","ES-IPSCP-W-08-BULK",""
"","ES-IPSCP-W-09-BULK",""
"","ES-IPSCP-W-10-BULK",""
"","ES-PNU-04-BULK",""
"","L-IPEI06-BULK",""
"","PRM-IPPF-BULK",""
"P-IPUPB-W","",""
"L-UM01-W2,5GR","",""
"L-IM01-W2.3G","L-UM01-BULK",""
"L-UM02-W2,5GR","",""
"L-IM02-W2.3G","L-UM02-BULK",""
"L-UM03-W2,5GR","",""
"L-IM03-W2.3G","L-UM03-BULK",""
"L-UM04-W2,5GR","",""
"L-IM04-W2.3G","L-UM04-BULK",""
"L-UM05-W2,5GR","",""
"L-IM05-W2.3G","L-UM05-BULK",""
"L-UM06-W2,5GR","",""
"L-IM06-W2.3G","L-UM06-BULK",""
"L-UM07-W2,5GR","",""
"L-IM07-W2.3G","L-UM07-BULK",""
"L-UM08-W2,5GR","",""
"L-IM08-W2.3G","L-UM08-BULK",""
"L-UM09-W2,5GR","",""
"L-IM09-W2.3G","L-UM09-BULK",""
"L-UM10-W2,5GR","",""
"L-IM10-W2.3G","L-UM10-BULK",""
"L-UM11-W2,5GR","",""
"L-IM11-W2.3G","L-UM11-BULK",""
"L-UM12-W2,5GR","",""
"L-IM12-W2.3G","L-UM12-BULK",""
"L-IM13-W2.3G","L-IM13-BULK",""
"L-IM14-W2.3G","L-IM14-BULK",""
"L-IM15-W2.3G","L-IM15-BULK",""
"L-IM16-W2.3G","L-IM16-BULK",""
"HBL-IS-W100ML","",""
"M-NSPJJ-W","M-NSPJJ-BULK",""
"IN-W2TC-W30GR","",""
"TC-LPGBB01-W11GR","TC-LPGBB01-BULK",""
"TC-LPGBB02-W11GR","TC-LPGBB02-BULK",""
"TC-LPGBB03-W11GR","TC-LPGBB03-BULK",""
"BBC-LL-W15ML","BBC-LL-BULK",""
"BBC-LL-W30ML","BBC-LL-BULK",""
"BBC-LN-W15ML","BBC-LN-BULK",""
"BBC-LN-W30ML","BBC-LN-BULK",""
"FM-RLN2-W","FM-RLN2-BULK",""
"HBL-W1L1-W150ML","",""
"CM-LCC-W","CM-LCC-BULK",""
"FW-W3LCF-W100ML","",""
"FW-W3LCF-W60ML","",""
"M-RLDC-W20ML","",""
"M-RLDC-W30G","",""
"M-LDCN1-W","M-LDCN-BULK",""
"M-LDCN2-W","M-LDCN-BULK",""
"M-LDCN3-W","",""
"M-C1LS1W1-W20ML","",""
"M-C1LS1W1-W30GR","",""
"M-W2TC1LS1-W30GR","",""
"M-C1LS2W1-W20 ML","",""
"M-C1LS2W1-W30GR","",""
"M-C1LS2W1-W36ML","",""
"M-LDGN2-W","M-LDGN-BULK",""
"M-LDGN1-W","M-LDGN-BULK",""
"MA-LESM-W","MA-LESM-BULK",""
"MA-W1L1-W60GR","",""
"FMI-LGT-W","FMI-LGT-BULK",""
"FT-LFT-W","FT-LFT-BULK",""
"FT-RL-W150ML","",""
"FT-W0L-W150ML","",""
"FT-W2TL1-W150ML","",""
"FM-RL-W60ML","FM-RL-BULK",""
"FS-W1L1-W60GR","",""
"FS-RL-W60ML","",""
"SRM-RL-W5X5ML","",""
"SRM-W0L1-W5X5ML","",""
"BBC-RL01N2-W","BBC-RL01-BULK",""
"BBC-RL01N1-W","BBC-RL01-BULK",""
"BBC-RL02N2-W","BBC-RL02-BULK",""
"BBC-RL02N1-W","BBC-RL02-BULK",""
"BBC-L03N2-W","",""
"BBC-L03N1-W","",""
"BBC-L04N2-W","",""
"BBC-L04N1-W","",""
"FS-RLN2-W","FS-RLN2-BULK",""
"FW-RLN1-W","",""
"FW-RLGW-W100ML","",""
"FW-W3LGW-W100ML","",""
"FW-W0LGW-W60ML","",""
"FW-RLGW-W60ML","",""
"P-LHRM-W","FW-LMGWN1-W",""
"","M-LDCN1-W",""
"","FS-RLN2-W",""
"","FMI-LGT-W",""
"","SRM-RLSAN2-W",""
"CON-LBBL01-W","CON-LBBL01-BULK",""
"CON-RLBBL01-W","CON-RLBBL01-BULK",""
"CON-LBBL02-W","CON-LBBL02-BULK",""
"CON-RLBBL02-W","CON-RLBBL02-BULK",""
"CON-LBBL03-W","CON-LBBL03-BULK",""
"CON-LBBL04-W","CON-LBBL04-BULK",""
"F-RLLF01-W","F-RLLF01-BULK",""
"F-RLLFM-W","F-RLLF01-BULK",""
"F-LLF01-W","F-LLF01-BULK",""
"F-LLFM-W","F-LLF01-BULK",""
"F-RLLF02-W","F-RLLF02-BULK",""
"F-RLLFM2-W","F-RLLF02-BULK",""
"F-LLF02-W","F-LLF02-BULK",""
"F-LLFM2-W","F-LLF02-BULK",""
"F-NSLLFM2-W","F-LLF02-BULK",""
"F-RLLF03-W","F-RLLF03-BULK",""
"F-RLLFM3-W","F-RLLF03-BULK",""
"F-LLF03-W","F-LLF03-BULK",""
"F-LLFM3-W","F-LLF03-BULK",""
"F-RLLF04-W","F-RLLF04-BULK",""
"F-RLLFM4-W","F-RLLF04-BULK",""
"F-LLF04-W","F-LLF04-BULK",""
"F-LLFM4-W","F-LLF04-BULK",""
"F-LLF05-W","F-LLF05-BULK",""
"F-LLFM5-W","F-LLF05-BULK",""
"F-LLF06-W","F-LLF06-BULK",""
"F-LLFM6-W","F-LLF06-BULK",""
"B-L01LB-W20G","",""
"B-L02B-W20G","",""
"B-L03I-W20G","",""
"B-L04N-W20G","",""
"B-R3L01LB-W","B-R3L01LB-BULK",""
"B-R4L01LB-W","B-R4L01LB-BULK",""
"B-R3L02B-W","B-R3L02B-BULK",""
"B-R4L02B-W","B-R4L02B-BULK",""
"B-R3L03I-W","B-R3L03I-BULK",""
"B-R4L03I-W","B-R4L03I-BULK",""
"B-R4L04N-W","B-R4L04N-BULK",""
"B-R3L04N-W","B-R3L04N-BULK",""
"FW-LMGWN2-W","FW-LMGW-BULK",""
"FW-RLMGWN2-W","",""
"P-LMGWN2NFSSHFT-W","FW-LMGW-BULK",""
"","S-NFSSHFT-W",""
